Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Вес (с упаковкой),Количество скоростей,Уровень шума,Площадь помещения,Функция увлажнения
https://cdn.entero.ru/mp@2x/31/83/31834a4b998de890590bfc246b37d665.jpg;https://cdn.entero.ru/mp@2x/0e/1c/0e1ca74d1fdfed16d3f26de2c61d3092.jpg;https://cdn.entero.ru/mp@2x/ea/91/ea91ce936bc125e38e8fbe6c4e73ccdc.jpg;https://cdn.entero.ru/mp@2x/6a/46/6a46a225c61a62d10b7ed4038d8bd150.jpg;https://cdn.entero.ru/mp@2x/77/d0/77d0e7156124c76cce4d275bde25d958.jpg,Очиститель воздуха BVC Model Kilo,Очиститель воздуха BVC Model Kilo,0,RUB,Нет,BVC,Климатическая техника,Воздухоочистители,https://entero.ru/item/129097,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129097"">BVC Model Kilo</a></b> используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования и домашних условиях для очистки вохдуха в помещениях. Модель оснащена системой 3-ступенчатой очистки воздуха. Корпус выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Очиститель с Wi-Fi и ночным светильником (7 цветов)</li>
<li>Отличается высокой фильтрующей способностью по отношению к мелким частицам, формальдегиду, пыльце, пыли, табачному дыму и прочим загрязнителям</li>
<li>Система 3-ступенчатой очистки воздуха:
<ul>
<li>Фильтр первичной очистки Pre-Fiter</li>
<li>HEPA фильтр:
<ul>
<li>Улавливание мелкодисперсной пыли - фильтрующие волокна диаметром от 0,4 до 0,6 мкм., расположенные в хаотичном порядке, собирают мельчайшие частицы аллергенов и вирусов, препятствуя их попаданию в легкие человека</li>
<li>Эффект перехвата частиц - материал фильтра действует как липкая лента для микрочастиц, задерживает и фиксирует до 95% внутри очистителя</li>
<li>Беспрепятственный поток воздуха - высокая пропускная способность с возможностью эффективной обработки большого объема воздуха</li>
<li>Редкая необходимость замены или промывки - рекомендованная частота - не реже 2 раз в год, что не очень затратно в плане усилий и финансов</li>
</ul>
</li>
<li>Угольный фильтр Carbon Filter</li>
</ul>
</li>
<li>3 режима работы: High / Mid / Low</li>
<li>Таймер отключения на 2, 4 или 8 часов</li>
<li>Предупреждение о замене фильтра после 2200 часов использования</li>
<li>Индикация включения и загрязнения фильтра</li>
<li>Сенсорная панель управления</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 130 м<sup>3</sup>/ч</li>
<li>Макс. уровень шума: 56 дБ</li>
<li>Wi-Fi: 802.11 b/g/n, 2.4 ГГц</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,05 кВт</li>
<li>Длина кабеля: 1,6 м</li>
<li>Габариты: 195х195х388 мм</li>
<li>Вес: 1,9 кг</li>
<li>Цвет: белый</li>
</ul>",129097,220 В,0.056 кВт,195 мм,195 мм,388 мм,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456239675&hd=2&autoplay=0,1.9 кг,,Китай,130 м3/час,,,56 дБ,,
https://cdn.entero.ru/mp@2x/04/ca/04ca9e4547b68d01a6e2fe3d033928ab.jpg;https://cdn.entero.ru/mp@2x/93/13/931328111782864d090668e5ffcd0758.jpg;https://cdn.entero.ru/mp@2x/84/6a/846a60590f9530cb8f508b88ab495191.jpg;https://cdn.entero.ru/mp@2x/89/4e/894e3be1c8ca1b7870a41f9cd949097c.jpg;https://cdn.entero.ru/mp@2x/0f/dc/0fdc3e4f068fd82ff9cae0804e530ecd.jpg;https://cdn.entero.ru/mp@2x/75/48/754810efcb54f9295b0afa2c9ed2e0f4.jpg,Очиститель воздуха BVC Model Max,Очиститель воздуха BVC Model Max,0,RUB,Нет,BVC,Климатическая техника,Воздухоочистители,https://entero.ru/item/129096,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129096"">BVC Model Max</a></b> используется на предприятиях общественного питания и торговли, в офисах, образовательных и медицинских учреждениях, а также в других местах общественного пользования и домашних условиях для очистки вохдуха в помещениях. Модель оснащена системой 3-ступенчатой очистки воздуха. Корпус выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Очиститель с Wi-Fi и инфракрасным датчиком пыли</li>
<li>Отличается высокой фильтрующей способностью по отношению к мелким частицам, формальдегиду, пыльце, пыли, табачному дыму и прочим загрязнителям</li>
<li>Система 3-ступенчатой очистки воздуха:
<ul>
<li>Фильтр первичной очистки Pre-Fiter</li>
<li>HEPA фильтр:
<ul>
<li>Улавливание мелкодисперсной пыли - фильтрующие волокна диаметром от 0,4 до 0,6 мкм., расположенные в хаотичном порядке, собирают мельчайшие частицы аллергенов и вирусов, препятствуя их попаданию в легкие человека</li>
<li>Эффект перехвата частиц - материал фильтра действует как липкая лента для микрочастиц, задерживает и фиксирует до 95% внутри очистителя</li>
<li>Беспрепятственный поток воздуха - высокая пропускная способность с возможностью эффективной обработки большого объема воздуха</li>
<li>Редкая необходимость замены или промывки - рекомендованная частота - не реже 2 раз в год, что не очень затратно в плане усилий и финансов</li>
</ul>
</li>
<li>Угольный фильтр Carbon Filter</li>
</ul>
</li>
<li>3 режима работы: High / Mid / Low</li>
<li>Таймер отключения на 2, 4 или 8 часов</li>
<li>Предупреждение о замене фильтра после 2200 часов использования</li>
<li>Индикация включения и загрязнения фильтра</li>
<li>Сенсорная панель управления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Wi-Fi: 802.11 b/g/n, 2.4 ГГц</li>
<li>Длина кабеля: 1,6 м</li>
</ul>",129096,220 В,0.048 кВт,195 мм,215 мм,615 мм,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456239258&hd=2&autoplay=0,,,Китай,400 м3/час,,,56 дБ,,
https://cdn.entero.ru/mp@2x/c6/39/c6397971a7597aa3442304839a26ff84.jpg;https://cdn.entero.ru/mp@2x/26/3d/263dac72dffec1147732f0d616f45834.jpg;https://cdn.entero.ru/mp@2x/16/12/1612576939aa611e1971724eb4e1f4fc.jpg;https://cdn.entero.ru/mp@2x/6a/75/6a7536ec01c2d157b7d9fd30689edff1.jpg;https://cdn.entero.ru/mp@2x/a8/e4/a8e4c7095b5c27d27f6139904379c944.jpg,Очиститель воздуха Taurus High Landscapes Connect Pro,Очиститель воздуха Taurus High Landscapes Connect Pro,47820,RUB,Нет,Taurus,Климатическая техника,Воздухоочистители,https://entero.ru/item/267036,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/267036"">Taurus High Landscapes Connect Pro</a></b> предназначен для очистки воздуха от пыли, бактерий и вирусов в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления, ионизатором, индикатором необходимости замены фильтра и ручкой для переноски. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление со смартфона через Wi-Fi с помощью приложения Taurus Connect</li>
<li>Совместимость с голосовыми помощниками Alexa или Google Home</li>
<li>Тройная система фильтрации:
<ul>
<li>НЕРА 13</li>
<li>Фильтр с активированным углем</li>
<li>Антибактериальный фильтр</li>
</ul>
</li>
<li>Датчик качества воздуха PM 2.5 с 4х-цветным индикатором</li>
<li>Автоматический режим</li>
<li>Антитабачный режим</li>
<li>Сверхтихий ночной режим</li>
<li>Блокировка панели управления</li>
</ul>",267036,220 В,0.085 кВт,,,,,,,0,https://entero.ru/manuals/330447/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20High%20Landscapes%20Connect%20Pro.pdf,,,,Испания,Китай,600 м3/час,,5,20 дБ,140 м2,
https://cdn.entero.ru/mp@2x/2e/cd/2ecd672df4558811986f48228c79a9d1.jpg;https://cdn.entero.ru/mp@2x/60/e2/60e2c485d191d0a9f5b5fb231b35dd21.jpg;https://cdn.entero.ru/mp@2x/4c/9d/4c9d0b42fa24bc61161c5a8de2de83b9.jpg,Фильтр STRADA ФПСМ-200 для РЧВ,Фильтр STRADA ФПСМ-200 для РЧВ,672350,RUB,Нет,,Климатическая техника,Воздухоочистители,https://entero.ru/item/372963,"<p>Фильтр <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372963""><b class=""b"">STRADA ФПСМ-200</b></a> предназначен для обеспечения тонкой очистки и обеззараживания воздуха, поступающего в резервуар чистой воды (РЧВ) в момент водоразбора от загрязнения механическими частицами и микроорганизмами, находящимися в воздухе, поступающем в резервуар в момент дыхания, надежно защищает РЧВ от разрушения и гарантирует санитарно-эпидемиологическую безопасность хранящейся воды.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разработан и производится в России</li>
<li>Инактивация 99,9% микроорганизмов</li>
<li>Фильтрация 99,9% механических частиц</li>
<li>Обеспечивает защиту воды и резервуара</li>
<li>Оснащен озоногенератором и источником UV</li>
<li>Применяется нержавеющая сталь AISI 304</li>
<li>Работает при температурах от – 60 до + 50</li>
<li>Простой монтаж и эксплуатация, поддержка 24/7</li>
<li>Соответствует СП31.13330.2012</li>
<li>Варианты установок:
<ul>
<li>Фильтры поглотители с нижним расположением приемного фланца</li>
<li>Фильтры поглотители с боковым расположением приемного фланца</li>
<li>Фильтры поглотители без рамы</li>
<li>Фильтры поглотители с нижним расположением приемного фланца</li>
</ul>
</li>
</ul>",372963,220 В,0.038 кВт,,,,,,,0,https://entero.ru/manuals/500050/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20STRADA%20%D0%A4%D0%9F%D0%A1%D0%9C-200%20%D0%B4%D0%BB%D1%8F%20%D0%A0%D0%A7%D0%92.pdf,,,,Испания,Китай,350 м3/час,,,22 дБ,80 м2,
https://cdn.entero.ru/mp@2x/90/f3/90f33c28edbb1c8d6dc63376acd40f4d.jpg;https://cdn.entero.ru/mp@2x/41/88/4188df6ab301375844efaabe4c34feb3.jpg;https://cdn.entero.ru/mp@2x/3e/a0/3ea059203735883208b96406127ec33b.jpg,Очиститель воздуха Steba LR 10 PLASMA,36.20.00,9932,RUB,Нет,,Климатическая техника,Воздухоочистители,https://entero.ru/item/283254,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283254"">Steba LR 10 PLASMA</a></b> предназначен для очистки воздуха от примесей в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена вентилятором, крышкой с воздухозаборной решеткой и системой фильтров на задней стенке, расположенной в верхней части фронтальной панели воздуховыводящей решеткой и 2 опорными ножками. Корпус выполнен из ударопрочного белого пластика, фронтальная панель прямоугольной формы – из пластика голубого цвета.</p>

<p><b>Особенности: </b></p>

<ul>
<li>2-ступенчатая регулировка уровня мощности с помощью ползункового переключателя</li>
<li>Генератор плазмы для создания в воздухе ионов, связывающих загрязняющие вещества </li>
<li>Высокоэффективная тройная система фильтрации:
<ul>
<li>Противопылевой </li>
<li>HEPA 13 тонкой очистки </li>
<li>Угольный для нейтрализации токсичных соединений и устранения неприятных запахов</li>
</ul>
</li>
<li>Светодиодный индикатор питания</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление </li>
<li>Низкий уровень шума</li>
<li>Низкое энергопотребление</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Эффективность фильтрации: 99%</li>
<li>Максимальный уровень звукового давления (А): 45 дБ</li>
<li>Параметры кабеля удлинителя:
<ul>
<li>Номинальная сила тока: 16 А</li>
<li>Максимальная мощность: 3,68 кВт</li>
<li>Сечение: 15 мм²</li>
</ul>
</li>
</ul>",283254,220 В,0.025 кВт,250 мм,115 мм,330 мм,,,,0,https://entero.ru/manuals/348862/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20LR%2010%20PLASMA.pdf,,,1.5 кг,Германия,Италия,42 м3/час,,2,,от 20 до 55 м2,
https://cdn.entero.ru/mp@2x/ab/92/ab922df1e7bea6c24241e06d9274972a.jpg;https://cdn.entero.ru/mp@2x/3d/44/3d4401688b462f1848a45de7450ce376.jpg;https://cdn.entero.ru/mp@2x/f4/5e/f45e45aa2ce4f628c101bfd38c3a807b.jpg,Очиститель воздуха Libhof AC-2380,8583720011584,14999,RUB,Нет,,Климатическая техника,Воздухоочистители,https://entero.ru/item/258317,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258317"">Libhof AC-2380</a> </b>предназначен для очистки воздуха в жилых и офисных помещениях. Модель оснащена электронной панелью управления, таймером и лазерным индикатором уровня загрязнения воздуха мелкодисперсными частицами.</p>

<p>В комплект поставки входит настенное крепление.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3-х слойный фильтр:
<ul>
<li>Первичный</li>
<li>НЕРА Н13 </li>
<li>Угольный</li>
</ul>
</li>
<li style=""margin-left: 30px;"">Обработка ультрафиолетовым светом с функцией ионизации</li>
<li>Автоматическое напоминание о замене фильтров</li>
<li>5 режимов работы:
<ul>
<li>Hight </li>
<li>Mid </li>
<li>Low </li>
<li>Sleep </li>
<li>Auto</li>
</ul>
</li>
<li>Предусмотрен для напольной или настенной установки</li>
<li>Дистанционное управление через приложение в смартфоне</li>
<li>Wi-Fi</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Срок службы фильтра: 2200 ч. </li>
<li>Габариты в упаковке: 335х335х641 мм</li>
</ul>",258317,220 В,0.050 кВт,290 мм,290 мм,580 мм,3 кг,1,335x335x641 мм,0,,15624,,,,Словакия,380 м3/час,,4,,45 м2,
https://cdn.entero.ru/mp@2x/9d/ea/9dea3ffebe62291fc9054f91e8621297.jpg;https://cdn.entero.ru/mp@2x/a1/df/a1dfde68a65fb3e58f9491e67249c6ee.jpg;https://cdn.entero.ru/mp@2x/88/5f/885fcf49b08d1114c1f9164c3173e0d2.jpg;https://cdn.entero.ru/mp@2x/d1/72/d1720381a52487820978d1a416433e3f.jpg,Очиститель воздуха Taurus Landscapes,954604000,23950,RUB,Нет,Taurus,Климатическая техника,Воздухоочистители,https://entero.ru/item/283228,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283228"">Taurus Landscapes</a></b> предназначен для очистки воздуха от примесей в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена вентилятором, системой фильтров, крышкой с воздухозаборной решеткой и системой фильтров на задней стенке, расположенными в верхней части воздуховыводящей решеткой, панелью управления с функциональными сенсорными клавишами и светодиодными индикаторами. Вертикально ориентированный корпус прямоугольного сечения выполнен из ударопрочного белого пластика с глянцевой поверхностью, верхняя часть корпуса – из пластика светло-серого цвета.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3-ступенчатая регулировка интенсивности вентиляции</li>
<li>Таймер для установки длительности работы с последующим автоматическим отключением</li>
<li>Автоматический режим </li>
<li>Энергосберегающий ночной режим с отключением индикационной подсветки</li>
<li>Автоматическая блокировка клавиш для предотвращения случайного изменения настроек</li>
<li>Высокоэффективная тройная система фильтрации Pure Air Boost :
<ul>
<li>Противопылевой </li>
<li>HEPA 13 тонкой очистки </li>
<li>Угольный для нейтрализации токсичных соединений и устранения неприятных запахов</li>
</ul>
</li>
<li>Светодиодная сигнальная индикация активных функций </li>
<li>Счетчик общего времени работы с ручным сбросом для уведомления о своевременной замене фильтров</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление с помощью легкого прикосновения и удобного меню</li>
<li>Интегрированная в заднюю стенку корпуса рукоятка для удобства транспортировки</li>
<li>Устойчивая нескользящая база</li>
<li>Низкий уровень шума</li>
<li>Низкое энергопотребление</li>
<li>Степень защиты оболочки: IPX0</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды:
<ul>
<li>Эксплуатация: от 0 до 35 °C</li>
<li>Хранение: от -15 до 45 °C</li>
</ul>
</li>
<li>Эффективность фильтрации: 99,95%</li>
<li>Максимальная заданная длительность работы по таймеру: 8 ч</li>
<li>Общая длительность работы до уведомления о замене фильтров: 3000 ч</li>
</ul>",283228,220 В,0.058 кВт,345 мм,193 мм,510 мм,,,,0,https://entero.ru/manuals/348715/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Landscapes.pdf,25753,,4.7 кг,Испания,Китай,300 м3/час,,3,от 25 до 45 дБ,70 м2,
https://cdn.entero.ru/mp@2x/4a/0f/4a0f9ae850fe48f519020d5c1ba84379.jpg;https://cdn.entero.ru/mp@2x/a7/b1/a7b1c82537d326cdc33dca5cc8ebb7e5.jpg;https://cdn.entero.ru/mp@2x/2e/f5/2ef532f53ed783d8588bb8f56cfa5cc0.jpg;https://cdn.entero.ru/mp@2x/1d/66/1d66978570da61b91aa241a126c72cc0.jpg,Очиститель воздуха Taurus High Landscapes,954603000,27956,RUB,Нет,Taurus,Климатическая техника,Воздухоочистители,https://entero.ru/item/283229,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283229"">Taurus High Landscapes</a></b> предназначен для очистки воздуха от примесей в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена вентилятором, крышкой с воздухозаборной решеткой и системой фильтров на задней стенке, расположенными в верхней части воздуховыводящей решеткой, панелью управления с функциональными сенсорными клавишами, светодиодными цифровым дисплеем и индикаторами. Вертикально ориентированный корпус обтекаемой формы выполнен из ударопрочного белого пластика с глянцевой поверхностью, верхняя часть корпуса – из пластика черного цвета со светло-серой окантовкой.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3-ступенчатая регулировка интенсивности вентиляции</li>
<li>Таймер для установки длительности работы с последующим автоматическим отключением</li>
<li>Автоматический режим </li>
<li>Функция стерилизации с помощью 2 ультрафиолетовых ламп</li>
<li>Энергосберегающий ночной режим с отключением индикационной подсветки</li>
<li>Автоматическая блокировка клавиш для предотвращения случайного изменения настроек</li>
<li>Интеллектуальные датчики освещенности для автоматического перехода в ночной режим в темное время суток</li>
<li>Высокоэффективная тройная система фильтрации Pure Air Boost :
<ul>
<li>Противопылевой </li>
<li>HEPA 13 тонкой очистки </li>
<li>Угольный для нейтрализации токсичных соединений и устранения неприятных запахов</li>
</ul>
</li>
<li>Датчик мелкодисперсных загрязнений PM 2.5</li>
<li>Цифровая индикация качества воздуха</li>
<li>Символьная индикация активных функций</li>
<li>4-цветовой светодиодный индикатор качества воздуха со сменой цвета освещения соответственно степени загрязненности</li>
<li>Счетчик общего времени работы с ручным сбросом для уведомления о своевременной замене фильтров</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление с помощью легкого прикосновения и удобного меню</li>
<li>Интегрированная в заднюю стенку корпуса рукоятка для удобства транспортировки</li>
<li>Устойчивая нескользящая база</li>
<li>Низкий уровень шума</li>
<li>Низкое энергопотребление</li>
<li>Степень защиты оболочки: IPX0</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды:
<ul>
<li>Эксплуатация: от 0 до 35 °C</li>
<li>Хранение: от -15 до 45 °C</li>
</ul>
</li>
<li>Эффективность фильтрации: 99,95%</li>
<li>Максимальная заданная длительность работы по таймеру: 8 ч</li>
<li>Общая длительность работы до уведомления о замене фильтров: 3000 ч</li>
</ul>",283229,220 В,0.038 кВт,,,,,,,0,https://entero.ru/manuals/348716/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20High%20Landscapes.pdf,29740,,5.9 кг,Испания,Китай,350 м3/час,,3,от 22 до 50 дБ,80 м2,
https://cdn.entero.ru/mp@2x/9d/51/9d51d3677d593024f7d5cb46a40efcfc.jpg;https://cdn.entero.ru/mp@2x/e7/2c/e72c917fb363c7007b0cd445938b9e79.jpg;https://cdn.entero.ru/mp@2x/4b/f3/4bf3c7fabc11fbaed23be9ddd4e42076.jpg;https://cdn.entero.ru/mp@2x/ca/9f/ca9f6bb8ac26f1a3670059735f1d8d9a.jpg,Очиститель воздуха Black+Decker BXAP350E,Очиститель воздуха Black+Decker BXAP350E,28767,RUB,Нет,,Климатическая техника,Воздухоочистители,https://entero.ru/item/252165,"<p>Очиститель воздуха <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252165""><b class=""b"">Black+Decker BXAP350E</b></a> предназначен для очистки воздуха от пыли, бактерий и вирусов в частных домах, квартирах, отелях и офисах. Модель оснащена встроенными UVC-лампами и датчиком качества воздуха с цветовой кодировкой. </p>

<p><b>Особенности:</b></p>

<ul>
<li>3 скорости вентилятора</li>
<li>Автоматический режим</li>
<li>Система фильтров Pure Air Boost с предварительным фильтром, НЕРА 13 и угольным фильтром</li>
<li>Датчик качества воздуха PM 2.5 с функцией автоматической очистки</li>
<li>Индикатор необходимости замены фильтра</li>
<li>Сверхтихий ночной режим</li>
<li>Таймер до 8 часов</li>
<li>Замок от детей</li>
</ul>",252165,220 В,0.038 кВт,,,,,,,0,https://entero.ru/manuals/309463/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Black+Decker%20BXAP350E.pdf,30603,,,США,Китай,350 м3/час,,3,,80 м2,
https://cdn.entero.ru/mp@2x/d3/95/d395dcfcd47c15e48e274c09d46f69b5.jpg;https://cdn.entero.ru/mp@2x/92/7b/927bcf0a26bb4b40cf771573fbaebd5f.jpg;https://cdn.entero.ru/mp@2x/16/56/16568aaed55524e3cfae3bc6c6a2ab4b.jpg;https://cdn.entero.ru/mp@2x/f7/16/f71604a65b5e2dddc403de09f925f188.jpg;https://cdn.entero.ru/mp@2x/fc/65/fc6558fde4ec98e759a79c7558a625b6.jpg;https://cdn.entero.ru/mp@2x/c0/e5/c0e52e5e0c826373bd00af7327875cd6.jpg,Очиститель воздуха Taurus High Landscapes Connect,954606000,36999,RUB,Нет,Taurus,Климатическая техника,Воздухоочистители,https://entero.ru/item/283226,"<p>Очиститель воздуха <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283226"">Taurus High Landscapes Connect</a></b> предназначен для очистки воздуха от примесей в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена вентилятором, крышкой с воздухозаборной решеткой и системой фильтров на задней стенке, расположенными в верхней части воздуховыводящей решеткой, панелью управления с функциональными сенсорными клавишами, светодиодными цифровым дисплеем и индикаторами. Вертикально ориентированный корпус обтекаемой формы выполнен из ударопрочного белого пластика с глянцевой поверхностью, верхняя часть корпуса – из пластика черного цвета со светло-серой окантовкой.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3-ступенчатая регулировка интенсивности вентиляции</li>
<li>Таймер для установки длительности работы с последующим автоматическим отключением</li>
<li>Автоматический режим </li>
<li>Функция стерилизации с помощью 2 ультрафиолетовых ламп</li>
<li>Энергосберегающий ночной режим с отключением индикационной подсветки</li>
<li>Автоматическая блокировка клавиш для предотвращения случайного изменения настроек</li>
<li>Интеллектуальные датчики освещенности для автоматического перехода в ночной режим в темное время суток</li>
<li>Высокоэффективная тройная система фильтрации Pure Air Boost :
<ul>
<li>Противопылевой </li>
<li>HEPA 13 тонкой очистки </li>
<li>Угольный для нейтрализации токсичных соединений и устранения неприятных запахов</li>
</ul>
</li>
<li>Датчик мелкодисперсных загрязнений PM 2.5</li>
<li>Цифровая индикация качества воздуха</li>
<li>Символьная индикация активных функций</li>
<li>4-цветовой светодиодный индикатор качества воздуха со сменой цвета освещения соответственно степени загрязненности</li>
<li>Счетчик общего времени работы с ручным сбросом для уведомления о своевременной замене фильтров</li>
<li>Автоматическое отключение при перегреве</li>
<li>Простое управление с помощью легкого прикосновения и удобного меню</li>
<li>Встроенный Wi Fi модуль для возможности удаленного управления и мониторинга через смартфон с помощью приложения Taurus Connect</li>
<li>Совместимость с голосовыми помощниками Alexa или Google Home</li>
<li>Интегрированная в заднюю стенку корпуса рукоятка для удобства транспортировки</li>
<li>Устойчивая нескользящая база</li>
<li>Низкий уровень шума</li>
<li>Низкое энергопотребление</li>
<li>Степень защиты оболочки: IPX0</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды:
<ul>
<li>Эксплуатация: от 0 до 35 °C</li>
<li>Хранение: от -15 до 45 °C</li>
</ul>
</li>
<li>Частота сети Wi Fi: 2,4 ГГц</li>
<li>Эффективность фильтрации: 99,95%</li>
<li>Максимальная заданная длительность работы по таймеру: 8 ч</li>
<li>Общая длительность работы до уведомления о замене фильтров: 3000 ч</li>
</ul>",283226,220 В,0.038 кВт,,,,,,,0,https://entero.ru/manuals/348859/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20High%20Landscapes%20Connect.pdf,40216,,5.9 кг,Испания,Китай,350 м3/час,,3,от 22 до 50 дБ,80 м2,
