Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Цвет,Уровень шума,Исполнение,Пульт дистанционного управления
https://cdn.entero.ru/mp@2x/87/40/87402dddcc14131ea32d96dad56a0202.jpg,Вентилятор BETTOSERB 110151,Вентилятор BETTOSERB 110151,0,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/272954,"<p>Вентилятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/272954"">BETTOSERB 110151</a></b> обеспечивает направленную циркуляцию воздуха и позволяет контролировать качество воздуха в квартирах, коттеджах, частных домах, отелях и офисах. Модель устанавливается на стену или потолок.</p>

<p><b>Особенности:</b></p>

<ul>
<li>С обратным клапаном</li>
<li>Степень защиты IPX4</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры: 160х160 мм</li>
<li>Максимальная скорость вращения: 2502 об/мин.</li>
<li>Производительность: 100 м³/час</li>
<li>Вес с упаковкой: 0,55 кг</li>
</ul>",272954,,,,,,,Сербия,,,0,,,белый,31 дБ,"потолочный, настенный",
https://cdn.entero.ru/mp@2x/b4/bb/b4bb7cafa3e72a0f6904a9fcabd548a3.jpg;https://cdn.entero.ru/mp@2x/0a/6d/0a6db9cef89cc32cb9e0749357dde57f.jpg;https://cdn.entero.ru/mp@2x/fa/be/fabec5add6c070f65dfb7936e177b404.jpg;https://cdn.entero.ru/mp@2x/4d/88/4d88b0469668eefb3f30d7eed2f1b5b1.jpg;https://cdn.entero.ru/mp@2x/fe/48/fe483b62a15675c5c31c781295c9d559.jpg;https://cdn.entero.ru/mp@2x/a0/66/a06605facf9f11df4f48460f2f6b6239.jpg;https://cdn.entero.ru/mp@2x/04/2a/042a6463410969c95ec3bfebd107c7d9.jpg,Вентилятор напольный Libhof AFC-3110,Вентилятор напольный Libhof AFC-3110,0,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/315541,"<p>Напольный вентилятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315541""><b class=""b"">Libhof AFC-3110</b></a> обеспечивает направленную циркуляцию воздуха в частных домах, квартирах, коттеджах, отелях и офисах. Модель оснащена сенсорной панелью управления, инновационной турбиной, фильтром и пультом ДУ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ice Crystal cooling technology: функция охлаждения за счет испарения воды </li>
<li>Двухступенчатый уровень фильтрации: обеспечение в помещении чистого и свежего воздуха</li>
<li>Таймер</li>
<li>3 скорости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Поворот основания: 40°</li>
<li>Объем резервуара для воды: 3,5 л</li>
<li>Габариты:
<ul>
<li>Без упаковки: 258х740х220 мм</li>
<li>В упаковке: 310х780х270 мм</li>
</ul>
</li>
<li>Вес: 
<ul>
<li>Без упаковки: 5,05 кг</li>
<li>В упаковке: 6,2 кг</li>
</ul>
</li>
</ul>",315541,безлопастной,110 Вт,,,,,,,,0,https://entero.ru/manuals/379512/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20AFC-3110.pdf,,"синий, белый",45 дБ,напольный,Да
https://cdn.entero.ru/mp@2x/76/f0/76f04a2a948d7479895e859a5d5291ff.jpg;https://cdn.entero.ru/mp@2x/64/df/64df9af050a1b2104fa20ccd3f33d30f.jpg;https://cdn.entero.ru/mp@2x/6f/b1/6fb1d7aee04593a96d78d5d4230056dd.jpg;https://cdn.entero.ru/mp@2x/fc/d9/fcd95c6a9ce52ed8424ecec7644cce8b.jpg;https://cdn.entero.ru/mp@2x/f8/93/f8933aaf9df6e9e33c33fe9fb6542631.jpg;https://cdn.entero.ru/mp@2x/31/c0/31c0b2aa0b7d501593e9beae0f870b94.jpg,Вентилятор Clatronic TVL 3770 белый,Вентилятор Clatronic TVL 3770 белый,3508,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/226747,"<p>Напольный вентилятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226747""><b class=""b"">ProfiCare TVL 3770</b></a> обеспечивает направленную циркуляцию воздуха в частных домах, квартирах, коттеджах, отелях и офисах. Модель оснащена ручкой для переноски и устойчивой подставкой с прорезиненными ножками.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>3 скорости </li>
<li>Функция поворота на 75 ° с возможностью отключения</li>
<li>4-ступенчатый переключатель</li>
<li>Электронный таймер до 2 ч </li>
<li>Плавный ход</li>
<li>Низкий уровень шума</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота: 780 мм</li>
<li>Напряжение: 230 В</li>
<li>Частота: 50 Гц</li>
<li>Габариты: 215x780x215 мм</li>
</ul>",226747,безлопастной,0.035 Вт,,,,,Китай,,,0,,,белый,,напольный,
https://cdn.entero.ru/mp@2x/c4/d4/c4d4271cba23f92e7bf13052949c18ea.jpg;https://cdn.entero.ru/mp@2x/af/12/af12e9a3045e0f8b56b897674983cad0.jpg;https://cdn.entero.ru/mp@2x/63/63/6363dc4f7aed1f9a64fff9c08bad3b17.jpg;https://cdn.entero.ru/mp@2x/14/28/1428d7923a73a7a5d0cd3bd419c75773.jpg;https://cdn.entero.ru/mp@2x/49/3f/493f8efcd42bcd2e962c79e4396f99d6.jpg;https://cdn.entero.ru/mp@2x/b5/ed/b5ed4599d0e96ba5f7b76f72dcadcb25.jpg;https://cdn.entero.ru/mp@2x/51/15/5115ffda6416025ab33731e0a0aa4aa7.jpg;https://cdn.entero.ru/mp@2x/ed/7a/ed7a001777d3fb8d12fc3e202960b585.jpg;https://cdn.entero.ru/mp@2x/de/6f/de6f8633f0c7b447cfa8adfc741ffff5.jpg,Вентилятор Libhof AF-140,Вентилятор Libhof AF-140,4469,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/292517,"<p>Напольный вентилятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292517""><b class=""b"">Libhof AF-140</b></a> обеспечивает направленную циркуляцию воздуха в частных домах, квартирах, коттеджах, отелях и офисах. Модель оснащена устойчивой подставкой и пультом ДУ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня интенсивности</li>
<li>Автоповорот на 60°</li>
<li>Таймер от 1 до 8 ч</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Габариты:
<ul>
<li>Без упаковки: 330х330x820 мм</li>
<li>В упаковке: 440х300x335 мм</li>
</ul>
</li>
<li>Вес: 
<ul>
<li>Без упаковки: 2,5 кг</li>
<li>В упаковке: 3,2 кг</li>
</ul>
</li>
</ul>",292517,традиционный,40 Вт,,,,3 кг,Китай,1,440x300x335 мм,0,,,белый,45 дБ,напольный,Да
https://cdn.entero.ru/mp@2x/ad/8d/ad8dac7dae4b94080cd70e05ef92928e.jpg;https://cdn.entero.ru/mp@2x/13/db/13db6f40691f6d43e1770f3a9c9380aa.jpg;https://cdn.entero.ru/mp@2x/b2/a6/b2a668db12da462f46a6e37c27d0bf6e.jpg;https://cdn.entero.ru/mp@2x/0a/6e/0a6e1c886924eec5ab8edc4d8a545e61.jpg;https://cdn.entero.ru/mp@2x/5f/0d/5f0d9108c277d5079e292113e900875a.jpg;https://cdn.entero.ru/mp@2x/f8/e9/f8e9effab7fb85b0536b508b62657621.jpg,Вентилятор Clatronic TVL 3770 черный,Вентилятор Clatronic TVL 3770 черный,5000,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/226744,"<p>Напольный вентилятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226744""><b class=""b"">ProfiCare TVL 3770</b></a> обеспечивает направленную циркуляцию воздуха в частных домах, квартирах, коттеджах, отелях и офисах. Модель оснащена ручкой для переноски и устойчивой подставкой с прорезиненными ножками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 скорости </li>
<li>Функция поворота на 75 ° с возможностью отключения</li>
<li>4-ступенчатый переключатель</li>
<li>Электронный таймер до 2 ч </li>
<li>Плавный ход</li>
<li>Низкий уровень шума</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота: 780 мм</li>
<li>Напряжение: 230 В</li>
<li>Частота: 50 Гц</li>
<li>Габариты: 215x780x215 мм</li>
</ul>",226744,безлопастной,0.035 Вт,,,,,Китай,,,0,https://entero.ru/manuals/273130/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20TVL%203770.pdf,,черный,,напольный,
https://cdn.entero.ru/mp@2x/47/d2/47d22687f8847778ff98cae9854ffe8e.jpg;https://cdn.entero.ru/mp@2x/81/a9/81a9acf5d3381cea6ca7b38cd56bc8e3.jpg;https://cdn.entero.ru/mp@2x/e6/64/e6647128e3874ef80917563b17c5bd63.jpg;https://cdn.entero.ru/mp@2x/f6/f4/f6f405e748f043838a1bd04225442a17.jpg;https://cdn.entero.ru/mp@2x/fc/2b/fc2b9211973afbf76d75a9625062132d.jpg,Вентилятор Black+Decker BXEFT47E,ES9440120B,6116,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/283244,"<p>Вентилятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283244"">Black+Decker BXEFT47E</a></b> предназначен для улучшения микроклимата путем создания направленной циркуляции воздушных потоков в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена основанием круглой формы, воздухозаборной решеткой на задней стенке, воздухопроводящей решеткой на фронтальной стенке, расположенной сверху панелью управления с функциональными кнопками и поворотным переключателем. Вертикально ориентированный корпус прибора цилиндрической формы выполнен из ударопрочного белого пластика, верхняя фронтальная вставка на корпусе – из полимера черного цвета.</p>

<p>В комплект поставки входит инфракрасный пульт дистанционного управления.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Безлопастная технология равномерного распределения воздушных потоков</li>
<li>3 скорости интенсивности вентиляции </li>
<li>Функция качания: автоматическое изменение направления воздушного потока влево и вправо </li>
<li>Таймер для установки длительности работы с последующим автоматическим отключением</li>
<li>Регулировка заданной длительности с помощью поворотного переключателя</li>
<li>Защита от перегрева</li>
<li>Простое управление с помощью удобного меню</li>
<li>Низкое энергопотребление</li>
<li>Низкий уровень шума</li>
<li>Интегрированная в заднюю стенку рукоятка для удобства транспортировки</li>
<li>Устойчивое основание с нескользящими ножками</li>
<li>Питание пульта от литиевых батарей</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Максимальная производительность: 1561,6 м³/ч</li>
<li>Максимальная скорость воздушного потока: 2,63 м/с</li>
<li>Максимальная заданная длительность работы по таймеру: 2 ч</li>
<li>Максимальный уровень звукового давления (А): 57,69 дБ</li>
<li>Угол отклонения воздушного потока при качании: 75°</li>
<li>Длина кабеля питания: 1350 мм</li>
<li>Габариты: 220х220х810 мм</li>
</ul>",283244,безлопастной,0.045 Вт,,,,,Китай,,,0,https://entero.ru/manuals/348747/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Black+Decker%20BXEFT47E.pdf,,"белый, черный",,напольный,
https://cdn.entero.ru/mp@2x/b4/da/b4da8587f63b9eefc0e9408a10c5d6be.jpg;https://cdn.entero.ru/mp@2x/46/0c/460ca139f7940782ffed6ccd25f34266.jpg;https://cdn.entero.ru/mp@2x/9a/47/9a47fafba627db87bb8bcea43a70ea72.jpg;https://cdn.entero.ru/mp@2x/2b/41/2b41d14dd46b317040600ee4beb9027e.jpg;https://cdn.entero.ru/mp@2x/26/72/2672be3159725a61b1e1d3b3f724adb6.jpg;https://cdn.entero.ru/mp@2x/b0/0f/b00f622d0a040dc97b6ef4e0b106636a.jpg;https://cdn.entero.ru/mp@2x/77/6a/776abd033a460ea9272939a44e20982f.jpg;https://cdn.entero.ru/mp@2x/e7/25/e725ab00d7434840929b8ff08d6f4b6c.jpg,Вентилятор Libhof AFT-250,Вентилятор Libhof AFT-250,6231,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/292514,"<p>Напольный вентилятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292514""><b class=""b"">Libhof AFT-250</b></a> обеспечивает направленную циркуляцию воздуха в частных домах, квартирах, коттеджах, отелях и офисах. Модель оснащена LED экраном, инновационной турбиной, устойчивой подставкой и пультом ДУ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня интенсивности:
<ul>
<li>Low</li>
<li>Medium</li>
<li>High</li>
</ul>
</li>
<li>3 режима:
<ul>
<li>Standart</li>
<li>Natural wind</li>
<li>Sleep wind</li>
</ul>
</li>
<li>Автоповорот на 60°</li>
<li>Электронный таймер</li>
<li>Возможность подключения к беспроводному соединению Wi-Fi</li>
<li>Приложение для Android SmartLife</li>
<li>Безопасен для детей благодаря устойчивости к опрокидыванию</li>
<li>Компактность</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Габариты:
<ul>
<li>Без упаковки: 300х300x1120 мм</li>
<li>В упаковке: 180х195x1170 мм</li>
</ul>
</li>
<li>Вес: 
<ul>
<li>Без упаковки: 3,5 кг</li>
<li>В упаковке: 4,5 кг</li>
</ul>
</li>
</ul>",292514,безлопастной,50 Вт,,,,4 кг,Китай,1,180x195x1170 мм,0,https://entero.ru/manuals/355039/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20AFT-250.pdf,7599,белый,35 дБ,напольный,Да
https://cdn.entero.ru/mp@2x/8c/e1/8ce1d42927673232840a25e23cbc94f9.jpg;https://cdn.entero.ru/mp@2x/f4/5f/f45f96a96797e63b730100364c400c19.jpg;https://cdn.entero.ru/mp@2x/6f/1e/6f1e5343dc9d948d395bb7d6e2f65bc1.jpg;https://cdn.entero.ru/mp@2x/43/ed/43ed3cf16a716337a69c042132d88d4e.jpg;https://cdn.entero.ru/mp@2x/40/c1/40c1f49363bf82dfc1e7110f98e429e0.jpg;https://cdn.entero.ru/mp@2x/fe/58/fe58d17b0ef68f8ae9f8647fbae44d6b.jpg;https://cdn.entero.ru/mp@2x/27/05/2705801a0a64df595dc574863e0834bd.jpg;https://cdn.entero.ru/mp@2x/96/5d/965d9a16c4cbc5c5867d11531b52f6ca.jpg,Вентилятор Taurus New Babel,947266000,6718,RUB,Нет,Taurus,Климатическая техника,Вентиляторы,https://entero.ru/item/283238,"<p>Вентилятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283238"">Taurus New Babel</a></b> предназначен для улучшения микроклимата путем создания направленной циркуляции воздушных потоков в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена устойчивым основанием круглой формы, воздухозаборной решеткой на задней стенке, воздухопроводящей решеткой на фронтальной стенке и расположенной сверху панелью управления с 2 поворотными переключателями. Вертикально ориентированный корпус прибора квадратного сечения со сглаженными углами выполнен из ударопрочного пластика темно-серого оттенка.</p>

<p>В комплект поставки входит инфракрасный пульт дистанционного управления.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Безлопастная технология равномерного распределения воздушных потоков</li>
<li>3 скорости интенсивности вентиляции </li>
<li>Функция качания: автоматическое изменение направления воздушного потока влево и вправо </li>
<li>Таймер для установки длительности работы с последующим автоматическим отключением</li>
<li>Защита от перегрева</li>
<li>Простое управление с помощью удобного меню</li>
<li>Низкое энергопотребление</li>
<li>Низкий уровень шума</li>
<li>Интегрированная в заднюю стенку рукоятка для удобства транспортировки</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Максимальная заданная длительность работы по таймеру: 2 ч</li>
<li>Угол отклонения воздушного потока при качании: 75°</li>
</ul>",283238,безлопастной,0.05 Вт,,,,,Китай,,,0,https://entero.ru/manuals/348740/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20New%20Babel.pdf,,серый,,напольный,
https://cdn.entero.ru/mp@2x/fd/f5/fdf54016f2bb9e641fb630c63ba7e3aa.jpg;https://cdn.entero.ru/mp@2x/8c/d0/8cd03f82e11c586a01f9838c0db7ff70.jpg,Вентилятор Taurus Sirocco 14,944655000,6844,RUB,Нет,Taurus,Климатическая техника,Вентиляторы,https://entero.ru/item/283237,"<p>Вентилятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283237"">Taurus Sirocco 14</a></b> предназначен для улучшения микроклимата путем создания направленной циркуляции воздушных потоков в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена 3-лопастным пропеллером, кабелем питания с вилкой и кнопочной панелью управления. Каркасная опора выполнена из трубчатого металлического профиля, лопасти – из металла.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 скорости интенсивности вентиляции </li>
<li>Массивные лопасти с аэродинамическими зазорами </li>
<li>Регулируемый угол наклона </li>
<li>Съемный защитный решетчатый кожух</li>
<li>Устойчивая опора с нескользящими подпятниками</li>
<li>Низкий уровень вибрации и шума </li>
<li>Рукоятка для удобства транспортировки</li>
<li>Прочная надежная конструкция</li>
<li>Эргономичный элегантный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Максимальная производительность: 72,59 м³/мин.</li>
<li>Максимальная скорость воздушного потока: 3,57 м/с</li>
<li>Максимальный уровень звукового давления (А): 62,11 дБ</li>
<li>Диаметр пропеллера: 350 мм</li>
</ul>",283237,традиционный,0.07 Вт,,,,,Китай,,,0,https://entero.ru/manuals/348722/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Sirocco%2014.pdf,,серебристый,,напольный,
https://cdn.entero.ru/mp@2x/55/3e/553e4cbdaa4e11a7f529c6ba289d3d6d.jpg;https://cdn.entero.ru/mp@2x/4f/c8/4fc8b6973d9d8459f6a8646896f3ffd1.jpg;https://cdn.entero.ru/mp@2x/09/b1/09b19b78f8a9f52f44c9efa0386c4762.jpg;https://cdn.entero.ru/mp@2x/30/60/3060ac673722c0189fb989c7047df3cb.jpg;https://cdn.entero.ru/mp@2x/f7/e2/f7e24b024c7096b16423a686f52d2e93.jpg;https://cdn.entero.ru/mp@2x/4a/ee/4aeeb96e401258fdef0a5fa1edb9db91.jpg;https://cdn.entero.ru/mp@2x/8d/f3/8df3412dba076ce454e34093542edf5e.jpg;https://cdn.entero.ru/mp@2x/58/a2/58a2d3509e350d5a1c51f53add06a902.jpg;https://cdn.entero.ru/mp@2x/6d/07/6d07f9fc396b90c28b9040df8a0b5384.jpg;https://cdn.entero.ru/mp@2x/1b/2e/1b2efd0e9fcaf899840bc32781e339bc.jpg,Вентилятор напольный Libhof AFB-550,libafb550,7047,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/287126,"<p>Напольный вентилятор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287126""><b class=""b"">Libhof AFB-550</b></a> обеспечивает направленную циркуляцию воздуха в частных домах, квартирах, коттеджах, отелях и офисах. Модель оснащена сенсорной панелью управления, инновационной турбиной, устойчивой подставкой, встроенной подсветкой и пультом ДУ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 уровня интенсивности:
<ul>
<li>Low</li>
<li>Medium</li>
<li>High</li>
</ul>
</li>
<li>3 режима:
<ul>
<li>Standart</li>
<li>Natural wind</li>
<li>Sleep Wind</li>
</ul>
</li>
<li>Поворотный на 60°</li>
<li>Электронный таймер до 4 ч </li>
<li>Возможность подключения к беспроводному соединению Wi-Fi</li>
<li>Приложение для Android SmartLife</li>
<li>Круговой забор воздуха</li>
<li>Мощная фильтрация</li>
<li>Безопасен для детей благодаря устойчивости к опрокидыванию</li>
<li>Компактность</li>
<li>Футуристичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Габариты:
<ul>
<li>Без упаковки: 235х235x900 мм</li>
<li>В упаковке: 275х275x945 мм</li>
</ul>
</li>
<li>Вес: 
<ul>
<li>Без упаковки: 3,1 кг</li>
<li>В упаковке: 4,7 кг</li>
</ul>
</li>
</ul>",287126,безлопастной,50 Вт,,,,,Китай,,,0,https://entero.ru/manuals/350954/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20AFB-550.pdf,,"нерж. сталь, синий",,напольный,Да
https://cdn.entero.ru/mp@2x/92/55/9255c4fee70aed23d0f7a64f467643a4.jpg;https://cdn.entero.ru/mp@2x/92/79/9279bccdeb06eb3e198b7e68e5a61278.jpg;https://cdn.entero.ru/mp@2x/e3/3e/e33e2a229495f59cf409a33d6e078a31.jpg;https://cdn.entero.ru/mp@2x/b8/b4/b8b47e9cb13643b53b79ac1f6460af67.jpg,Вентилятор Black+Decker BXEFT48E,ES9440130B,7352,RUB,Нет,,Климатическая техника,Вентиляторы,https://entero.ru/item/283243,"<p>Вентилятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283243"">Black+Decker BXEFT48E</a></b> предназначен для улучшения микроклимата путем создания направленной циркуляции воздушных потоков в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена основанием круглой формы, воздухозаборной решеткой на задней стенке, воздухопроводящей решеткой на фронтальной стенке, расположенной сверху панелью управления с функциональными сенсорными клавишами и светодиодным цифровым дисплеем, пульт – мембранной клавиатурой. Вертикально ориентированный корпус прибора цилиндрической формы и корпус пульта прямоугольной формы выполнены из ударопрочного белого пластика, верхняя фронтальная вставка на корпусе – из полимера черного цвета..</p>

<p>В комплект поставки входит инфракрасный пульт дистанционного управления.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Безлопастная технология равномерного распределения воздушных потоков</li>
<li>3 скорости интенсивности вентиляции </li>
<li>Режимы подачи воздуха:
<ul>
<li>Нормальный: работа с выбранной скоростью</li>
<li>Эко: чередование работы с большей и меньшей мощностью и амплитудой в зависимости от выбранной скорости для создания эффекта легкого дуновения</li>
<li>Ночной: последовательное циклическое понижение интенсивности вентиляции и дальнейшей постоянной работой на 1 скорости до автоматического либо ручного отключения</li>
</ul>
</li>
<li>Функция качания: автоматическое изменение направления воздушного потока влево и вправо </li>
<li>Таймер для установки длительности работы с последующим автоматическим отключением</li>
<li>Цифроваая индикация температуры в помещении, скорости вентиляции и заданной длительности таймера</li>
<li>Защита от перегрева</li>
<li>Простое управление с помощью легкого прикосновения и удобного меню</li>
<li>Низкое энергопотребление</li>
<li>Низкий уровень шума</li>
<li>Интегрированная в заднюю стенку рукоятка для удобства транспортировки</li>
<li>Устойчивое основание с нескользящими ножками</li>
<li>Питание пульта от литиевых батарей</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Энергопотребление в режиме ожидания: 0,00021 кВт</li>
<li>Максимальная производительность: 1568,4 м³/ч</li>
<li>Максимальная скорость воздушного потока: 2,61 м/с</li>
<li>Диапазон заданной длительности работы по таймеру: от 1 до 12 ч</li>
<li>Максимальный уровень звукового давления (А): 56,48 дБ</li>
<li>Угол отклонения воздушного потока при качании: 75°</li>
<li>Длина кабеля питания: 1350 мм</li>
<li>Габариты: 220х220х810 мм</li>
</ul>",283243,безлопастной,0.045 Вт,,,,,Китай,,,0,https://entero.ru/manuals/348745/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Black+Decker%20BXEFT48E.pdf,,"белый, черный",,напольный,Да
https://cdn.entero.ru/mp@2x/af/21/af2184b992b3e2c341e255444b4963e9.jpg;https://cdn.entero.ru/mp@2x/ba/00/ba0075911e1098bd34f759d3ad798cd5.jpg;https://cdn.entero.ru/mp@2x/c2/ad/c2ada4365342646c96654599260321c2.jpg;https://cdn.entero.ru/mp@2x/82/14/82145e4b97ffef3f8d20dc77b9393281.jpg;https://cdn.entero.ru/mp@2x/5d/5a/5d5a80c7b208dd4dc7265c5d2b88e0ac.jpg,Вентилятор Taurus Babel II RCH,947268000,7636,RUB,Нет,Taurus,Климатическая техника,Вентиляторы,https://entero.ru/item/283236,"<p>Вентилятор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283236"">Taurus Babel II RCH</a></b> предназначен для улучшения микроклимата путем создания направленной циркуляции воздушных потоков в офисах, гостиничных номерах, помещениях различных учреждений, а также домашних условиях. Модель оснащена устойчивым основанием круглой формы, воздухозаборной решеткой на задней стенке, воздухопроводящей решеткой на фронтальной стенке, расположенной сверху панелью управления с функциональными сенсорными клавишами и светодиодным цифровым дисплеем, пульт – мембранной клавиатурой. Вертикально ориентированный корпус прибора квадратного сечения со сглаженными углами икорпус пульта прямоугольной формы выполнены из ударопрочного пластика темно-серого оттенка.</p>

<p>В комплект поставки входит инфракрасный пульт дистанционного управления.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Безлопастная технология равномерного распределения воздушных потоков</li>
<li>4 скорости интенсивности вентиляции </li>
<li>Режимы подачи воздуха:
<ul>
<li>Нормальный (Normal): работа с выбранной скоростью</li>
<li>Естественный (Nature): чередование работы с большей и меньшей мощностью и амплитудой в зависимости от выбранной скорости для создания эффекта легкого дуновения</li>
<li>Ночной (Sleep): последовательное циклическое понижение интенсивности вентиляции и дальнейшей постоянной работой на 1 скорости до автоматического либо ручного отключения</li>
</ul>
</li>
<li>Функция качания: автоматическое изменение направления воздушного потока влево и вправо </li>
<li>Таймер для установки длительности работы с последующим автоматическим отключением</li>
<li>Цифроваая индикация температуры в помещении, скорости вентиляции и заданной длительности таймера</li>
<li>Регулировка яркости дисплея </li>
<li>Защита от перегрева</li>
<li>Простое управление с помощью легкого прикосновения и удобного меню</li>
<li>Низкое энергопотребление</li>
<li>Низкий уровень шума</li>
<li>Интегрированная в заднюю стенку рукоятка для удобства транспортировки</li>
<li>Отсек на верхней панели для компактного хранения пульта</li>
<li>Питание пульта от литиевых батарей CR2025 3VDC</li>
<li>Эргономичный технический и стильный эстетический дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания: 220 В</li>
<li>Максимальная заданная длительность работы по таймеру: 7,5 ч</li>
<li>Угол отклонения воздушного потока при качании: 75°</li>
<li>Габариты: 185х160х860 мм</li>
</ul>",283236,безлопастной,0.05 Вт,,,,,Китай,,,0,https://entero.ru/manuals/348738/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Taurus%20Babel%20II%20RCH.pdf,,серый,,напольный,Да
