Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Остаток,Файлы,Старая цена,Видео
https://cdn.entero.ru/mp@2x/1f/12/1f129a7dd3e3d8d591883e19af2a02ec.jpg,Фланец воротниковый Россия Ду 250 Ру16 тип 11 ряд 1 исп. B ГОСТ 33259-2015,Фланец воротниковый Россия Ду 250 Ру16 тип 11 ряд 1 исп. B ГОСТ 33259-2015,6300,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238576,"<p>Фланец воротниковый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238576""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238576""><b class=""b"">Ду 250 Ру16 тип 11 ряд 1 исп. B ГОСТ 33259-2015 </b></a>используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали по ГОСТ 33259-2015.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Давление условное: 16</li>
<li>Диаметр условный: 250 мм</li>
<li>Внутренний диаметр: 254 мм</li>
<li>Наружный диаметр: 405 мм</li>
<li>Диаметр крепежных отверстий: 26 мм</li>
<li>Количество крепежных отверстий: 12 шт</li>
<li>Номинальный диаметр шпилек: М24</li>
<li>Длина шпилек: 120 мм</li>
<li>Номинальный диаметр болтов: М24</li>
<li>Длина болтов: 90 мм</li>
<li>Толщина фланца: 23 мм</li>
<li>Диаметр присоединительной поверхности: 320 мм</li>
<li>Высота присоединительной поверхности: 3 мм</li>
<li>Расстояние между центрами крепежных отверстий: 355 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",238576,0,,,
https://cdn.entero.ru/mp@2x/c3/bc/c3bced33e6b382ff083055c54dc70401.jpg,Фланец плоский Россия Ду 500 Ру10 тип 01 ряд 1 исп. B Китай,Фланец плоский Россия Ду 500 Ру10 тип 01 ряд 1 исп. B Китай,6428,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238592,"<p>Фланец плоский <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238592""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238592""><b class=""b"">Ду 500 Ру10 тип 01 ряд 1 исп. B Китай</b></a> используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Давление условное: 10</li>
<li>Диаметр условный: 500 мм</li>
<li>Внутренний диаметр: 530 мм</li>
<li>Наружный диаметр: 670 мм</li>
<li>Диаметр крепежных отверстий: 26 мм</li>
<li>Количество крепежных отверстий: 20 шт</li>
<li>Номинальный диаметр шпилек: М24</li>
<li>Длина шпилек: 120 мм</li>
<li>Номинальный диаметр болтов: М24</li>
<li>Длина болтов: 90 мм</li>
<li>Толщина фланца: 28 мм</li>
<li>Диаметр присоединительной поверхности: 585 мм</li>
<li>Высота присоединительной поверхности: 4 мм</li>
<li>Расстояние между центрами крепежных отверстий: 620 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",238592,0,,9183,
https://cdn.entero.ru/mp@2x/70/50/7050daac453b45cea94683e3a8902d65.jpg;https://cdn.entero.ru/mp@2x/57/38/5738d53b90da9b1d3cb5e394ceb13929.jpg,Адаптер цифровой шины ЭВАН MY HEAT PRO,Адаптер цифровой шины ЭВАН MY HEAT PRO,6530,RUB,Да,ЭВАН,Климатическая техника,Аксессуары,https://entero.ru/item/239663,"<p>Адаптер цифровой шины <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/239663""><b class=""b"">ЭВАН MY HEAT PRO 6309</b></a> используется в автоматизированных системах отопления и ГВС вместе с контроллером MY HEAT PRO, который управляет работой котла. Адаптер расширяет возможности контроллера благодаря дополнительным функциям, модуляции мощности котла, контроль рабочих параметров котла, изменение установок температуры отопления и ГВС индикацию аварий и ошибок.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Управление отопительными котлами по цифровой шине через интерфейсы Opentherm, EBUS, Navien, Arderia, WOLF,ARISTON, BAXI LPB.</li>
<li>Диагностика технического состояния газового котла, параметров, наличия ошибок, аварий</li>
<li>Автоматическое восстановление работоспособности после сбоев</li>
<li>Индикация состояния</li>
<li>Взаимодействует с контроллером по проводной шине RS485</li>
<li>Возможность создания индивидуальной кривой отопления (зависимость t теплоносителя от t наружного воздуха)</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Способ крепления корпуса: DIN-рейка</li>
<li>Напряжение питания: от 9 до 12 VDC</li>
<li>Максимальная потребляемая мощность: 2 Вт</li>
<li>Интерфейс: RS-485</li>
<li>Габаритные размеры: 36 x 90,2 x 57,8 мм</li>
<li>Вес: 100 гр.</li>
</ul>",239663,0,,8372,
https://cdn.entero.ru/mp@2x/b1/2e/b12ec2c17aac450fa28b6f477ae387e7.jpg;https://cdn.entero.ru/mp@2x/02/70/0270268107209a174ab59eee143229df.jpg,"Группа безопасности котла Giacomini R554F, 1"" 3 бар","Группа безопасности котла Giacomini R554F, 1"" 3 бар",6679,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/241788,"<p>Группа безопасности <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/241788""><b class=""b"">Giacomini R554F </b></a>предназначена для совместного использования с котлами для защиты звкрытых систем отопления. Модель оснащена автоматическим воздухоотводным клапаном R88I с отсечным клапаном, предохранительным клапаном R140R, манометром 0 ÷ 4 бар R225, наполняющим клапаном R608D. Корпус R551E выполнен из латуни.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Заданное давление: 3 бар</li>
<li>Присоединительный размер: 1""</li>
<li>Максимальная мощность котла: 48 кВт</li>
<li>Вес: 1.16 кг</li>
</ul>",241788,0,https://entero.ru/manuals/302282/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Giacomini%20R554F%20%28%D0%B0%D0%BD%D0%B3%29.pdf,8788,
https://cdn.entero.ru/mp@2x/58/16/5816e89c66b1682166148a5843a30016.jpg,Фланец плоский Россия Ду 250 Ру25 тип 01 ряд 1 исп. B ГОСТ 33259-2015,Фланец плоский Россия Ду 250 Ру25 тип 01 ряд 1 исп. B ГОСТ 33259-2015,6691,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238589,"<p>Фланец плоский <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238589""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238589""><b class=""b"">Ду 250 Ру25 тип 01 ряд 1 исп. B ГОСТ 33259-2015</b></a> используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали по ГОСТ 33259-2015.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Давление условное: 25</li>
<li>Диаметр условный: 250 мм</li>
<li>Внутренний диаметр: 273 мм</li>
<li>Наружный диаметр: 425 мм</li>
<li>Диаметр крепежных отверстий: 30 мм</li>
<li>Количество крепежных отверстий: 12 шт</li>
<li>Номинальный диаметр шпилек: М27</li>
<li>Длина шпилек: 130 мм</li>
<li>Номинальный диаметр болтов: М27</li>
<li>Длина болтов: 100 мм</li>
<li>Толщина фланца: 34 мм</li>
<li>Диаметр присоединительной поверхности: 335 мм</li>
<li>Высота присоединительной поверхности: 3 мм</li>
<li>Расстояние между центрами крепежных отверстий: 370 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",238589,0,,8690,
https://cdn.entero.ru/mp@2x/23/63/2363ac5fd1a945a6018c061dc366ff8a.jpg,Фланец воротниковый Россия Ду 200 Ру40 тип 11 ряд 1 исп. B Китай,Фланец воротниковый Россия Ду 200 Ру40 тип 11 ряд 1 исп. B Китай,6956,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238657,"<p>Фланец воротниковый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238657""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238657""><b class=""b"">Ду 200 Ру40 тип 11 ряд 1 исп. B Китай </b></a>используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Возможно отклонение по толщине до -1 мм.</span></em></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Давление условное: 40</li>
<li>Диаметр условный: 200 мм</li>
<li>Внутренний диаметр: 200 мм</li>
<li>Наружный диаметр: 375 мм</li>
<li>Диаметр крепежных отверстий: 30 мм</li>
<li>Количество крепежных отверстий: 12 шт</li>
<li>Номинальный диаметр шпилек: М27</li>
<li>Длина шпилек: 150 мм</li>
<li>Толщина фланца: 35 мм</li>
<li>Диаметр присоединительной поверхности: 285 мм</li>
<li>Высота присоединительной поверхности: 3 мм</li>
<li>Расстояние между центрами крепежных отверстий: 320 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",238657,0,,9797,
https://cdn.entero.ru/mp@2x/e6/c1/e6c11122c721f60f2582fc3eda46670b.jpg;https://cdn.entero.ru/mp@2x/4e/ed/4eed32352037575dd01c1678f3576aa0.jpg,"Группа безопасности котла Giacomini R554P, 1"" 3 бар с отводом","Группа безопасности котла Giacomini R554P, 1"" 3 бар с отводом",6976,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/241789,"<p>Группа безопасности <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/241789""><b class=""b"">Giacomini R554P </b></a>предназначена для совместного использования с котлами для защиты закрытых систем теплоснабжения. Модель оснащена предохранительным клапаном, манометром и автоматическим удалителем воздуха с автоматическим запорным устройством. Корпус устройства выполнен из латуни.</p>

<p>В комплект поставки входит латунный корпус, автоматический воздухоотводный клапан R88I с отсечным клапаном, предохранительный клапан R140R на 3 бар, манометр 0 # 4 бар R225, вывод для реле1/4”.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>С отводом для реле давления</li>
<li>Присоединительный размер: 1""</li>
<li>Заданное давление: 3 бар</li>
<li>Максимальная мощность котла: 50 кВт</li>
<li>Вес: 1,08 кг</li>
</ul>

<p> </p>",241789,0,,,
https://cdn.entero.ru/mp@2x/8d/40/8d40ddd76a7458b196e33ecabb1ede96.jpg;https://cdn.entero.ru/mp@2x/ca/72/ca726877a5c91694a33a7886e397d6ed.jpg,Блок расширения дискретный ЭВАН MY HEAT DI6 6298,Блок расширения дискретный ЭВАН MY HEAT DI6 6298,7325,RUB,Да,ЭВАН,Климатическая техника,Аксессуары,https://entero.ru/item/239664,"<p>Блок расширения дискретный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/239664"">ЭВАН MY HEAT DI6 6298</a></b> используется в автоматизированных системах отопления и горячего водоснабжения, также может применяться для контроля датчиков протечки и тревожных выходов пожарно-охранной сигнализации под управлением теплового контроллера MY HEAT PRO для подключения 6 дополнительных дискретных входов 12 В.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Для дискретных датчиков с выходным сигналом 0 или 12 VDC</li>
<li>Контроль датчиков протечки воды</li>
<li>Контроль состояния тревожных выходов пожарно-охранной сигнализации и т.д.</li>
<li>Автоматическое восстановление работоспособности после сбоев</li>
<li>Индикация состояния</li>
<li>Взаимодействует с контроллером по проводной шине RS485</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Способ крепления корпуса:DIN-рейка</li>
<li>Напряжение питания: от 9 до 12 VDC</li>
<li>Максимальная потребляемая мощность: 2 Вт</li>
<li>Интерфейс: RS-485</li>
<li>Дискретные входы: 6 шт, 12 VDC</li>
<li>Габаритные размеры: 36 x 90,2 x 57,8 мм</li>
<li>Вес:100 гр</li>
</ul>",239664,0,,8618,
https://cdn.entero.ru/mp@2x/e5/72/e5720e9becc0b2b68f9d790800c033a2.jpg,Фланец воротниковый Россия Ду 250 Ру25 тип 11 ряд 1 исп. B Китай,Фланец воротниковый Россия Ду 250 Ру25 тип 11 ряд 1 исп. B Китай,7409,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238655,"<p>Фланец воротниковый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238655""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238655""><b class=""b"">Ду 250 Ру25 тип 11 ряд 1 исп. B Китай </b></a>используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали.</p>

<p><span style=""color:#FF0000;""><em>Внимание! Возможно отклонение по толщине до -1 мм.</em></span></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Давление условное: 25</li>
<li>Диаметр условный: 250 мм</li>
<li>Внутренний диаметр: 254 мм</li>
<li>Наружный диаметр: 425 мм</li>
<li>Диаметр крепежных отверстий: 30 мм</li>
<li>Количество крепежных отверстий: 12 шт</li>
<li>Номинальный диаметр шпилек: М27</li>
<li>Длина шпилек: 130 мм</li>
<li>Номинальный диаметр болтов: М27</li>
<li>Длина болтов: 100 мм</li>
<li>Толщина фланца: 29 мм</li>
<li>Диаметр присоединительной поверхности: 335 мм</li>
<li>Высота присоединительной поверхности: 3 мм</li>
<li>Расстояние между центрами крепежных отверстий: 370 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",238655,0,,,
https://cdn.entero.ru/mp@2x/e2/62/e262ba30af11b8208bddb4bb0891a9f9.jpg;https://cdn.entero.ru/mp@2x/3e/04/3e04c705574331c5e7ce4fccaa8cb2bd.jpg,"Универсальная система дымоудаления Лемакс Патриот 6-12,5","Универсальная система дымоудаления Лемакс Патриот 6-12,5",7798,RUB,Да,Лемакс,Климатическая техника,Аксессуары,https://entero.ru/item/117231,"<p>Универсальная система дымоудаления <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117231"">Лемакс Патриот 6-12,5</a></b> используется совместно с газовыми котлами серии Патриот для отвода продуктов горения из помещения на улицу. Модель подходит для котлов Патриот 6, <a href=""https://entero.ru/item/117227"" target=""_blank"">Патриот 7,5</a>, Патриот 10 и <a href=""https://entero.ru/item/117183"" target=""_blank"">Патриот 12,5</a>.</p>",117231,0,,,
https://cdn.entero.ru/mp@2x/0e/09/0e09f19eac6604f30cf512267b1baf00.jpg;https://cdn.entero.ru/mp@2x/d6/05/d605565990aa3531a4d79f0234bc19df.jpg;https://cdn.entero.ru/mp@2x/a2/83/a2831b90fe55283d72d09e198d763925.jpg;https://cdn.entero.ru/mp@2x/8e/6f/8e6f50c3db438e2a62529333fe3100bd.jpg,Фланец воротниковый Россия Ду 300 Ру16 тип 11 ряд 1 исп. B Китай,Фланец воротниковый Россия Ду 300 Ру16 тип 11 ряд 1 исп. B Китай,7840,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238649,"<p>Фланец воротниковый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238649""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238649""><b class=""b"">Ду 300 Ру16 тип 11 ряд 1 исп. B Китай </b></a>используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали по ГОСТ 33259-2015.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Возможно отклонение по толщине до -1 мм.</span></em></p>

<p><b>Характеристики:</b></p>

<ul>
<li>
<p>Давление условное: 16<br>
Диаметр условный 300 мм<br>
Внутренний диаметр: 303 мм<br>
Наружный диаметр: 460 мм<br>
Диаметр крепежных отверстий: 26 мм<br>
Количество крепежных отверстий: 12 шт<br>
Номинальный диаметр шпилек: М24<br>
Длина шпилек: 120 мм<br>
Номинальный диаметр болтов: М24<br>
Длина болтов: 90 мм<br>
Толщина фланца: 24 мм<br>
Диаметр присоединительной поверхности: 370 мм<br>
Высота присоединительной поверхности: 4 мм<br>
Расстояние между центрами крепежных отверстий: 410 мм</p>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",238649,0,,10182,
https://cdn.entero.ru/mp@2x/bd/9c/bd9c66bc00b958b021f9e39b4d6644dc.jpg;https://cdn.entero.ru/mp@2x/cb/28/cb28af472d10522cee271ec14a11cfea.jpg,"Группа безопасности котла Giacomini R554E 1"" 3 бар со сливом","Группа безопасности котла Giacomini R554E 1"" 3 бар со сливом",7986,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/242422,"<p>Группа безопасности <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/242422""><b class=""b"">Giacomini R554E </b></a>предназначена для совместного использования с котлами для защиты закрытых систем теплоснабжения с расширительным баком. Модель оснащена предохранительным клапаном, манометром и сливным краном. Корпус устройства выполнен из латуни.</p>

<p>В комплект поставки входит латунный коллектор с разъемом 1""F, предохранительный клапан 1/2x1/2, автоматический воздухоотводчик с отсечным клапаном, манометр Дк 52мм, сливной кран со штуцером для шланга.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Со сливом</li>
<li>Присоединительный размер: 1""</li>
<li>Заданное давление: 3 бар</li>
<li>Максимальная мощность котла: 50 кВт</li>
<li>Вес: 1,24 кг</li>
</ul>

<p> </p>",242422,0,,,
https://cdn.entero.ru/mp@2x/b1/e8/b1e896feba9e43c12a9ee57d93ef4407.jpg,Фланец воротниковый Россия Ду 300 Ру25 тип 11 ряд 1 исп. B Китай,Фланец воротниковый Россия Ду 300 Ру25 тип 11 ряд 1 исп. B Китай,8024,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238656,"<p>Фланец воротниковый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238656""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238656""><b class=""b"">Ду 300 Ру25 тип 11 ряд 1 исп. B Китай </b></a>используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Возможно отклонение по толщине до -1 мм.</span></em></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Давление условное: 25</li>
<li>Диаметр условный: 300 мм</li>
<li>Внутренний диаметр: 303 мм</li>
<li>Наружный диаметр: 485 мм</li>
<li>Диаметр крепежных отверстий: 30 мм</li>
<li>Количество крепежных отверстий: 16 шт</li>
<li>Номинальный диаметр шпилек: М27</li>
<li>Длина шпилек: 140 мм</li>
<li>Номинальный диаметр болтов: М27</li>
<li>Длина болтов: 110 мм</li>
<li>Толщина фланца: 32 мм</li>
<li>Диаметр присоединительной поверхности: 390 мм</li>
<li>Высота присоединительной поверхности: 4 мм</li>
<li>Расстояние между центрами крепежных отверстий: 430 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",238656,0,,,
https://cdn.entero.ru/mp@2x/64/8c/648c2222d96610373d3ff5e448427e00.jpg;https://cdn.entero.ru/mp@2x/1f/97/1f971bbc284cdfec9a26706ac2e43a30.jpg,Пульт управления беспроводной продвинутый Hitachi SPX-RCKA1,Пульт управления беспроводной продвинутый Hitachi SPX-RCKA1,8048,RUB,Да,Hitachi,Климатическая техника,Аксессуары,https://entero.ru/item/229216,"<p>Продвинутый беспроводной пульт управления <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229216"">Hitachi SPX-RCKA1</a></b> используется совместно с канальными внутренними блоками на хладагенте R32. Модель оснащена большим информативным дисплеем.</p>

<p>В комплект поставки входит приемник сигнала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Недельный таймер позволяет запрограммировать до 6 включений / выключений в течение каждого дня недели</li>
<li>Возможность сохранить в памяти 2 индивидуальные программы работы (например: летний / зимний режимы)</li>
<li>Функция ""Информация"" для отображения на дисплее:
<ul>
<li>Текущей температуры в помещении</li>
<li>Данных о месячном энергопотреблении</li>
<li>Кодов неисправностей</li>
</ul>
</li>
<li>Возможность привязки пульта ДУ к внутреннему блоку (на случай, если два или более внутренних блока установлены в одном помещении)</li>
<li>Встроенный датчик температуры</li>
</ul>",229216,0,https://entero.ru/manuals/275958/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hitachi%20SPX-RCKA1.pdf;https://entero.ru/manuals/275956/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BA%D0%BB%D0%B8%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B3%D0%BE%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hitachi.pdf,,
https://cdn.entero.ru/mp@2x/1e/39/1e39e1bf5d1c7fa05f04ce579e2526c9.jpg,Фланец воротниковый Россия Ду 400 Ру10 тип 11 ряд 1 исп. B Китай,Фланец воротниковый Россия Ду 400 Ру10 тип 11 ряд 1 исп. B Китай,8423,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238644,"<p>Фланец воротниковый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238644""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238644""><b class=""b"">Ду 400 Ру10 тип 11 ряд 1 исп. B Китай </b></a>используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Давление условное: 10</li>
<li>Диаметр условный: 400 мм.</li>
<li>Внутренний диаметр: 398 мм</li>
<li>Наружный диаметр: 565 мм</li>
<li>Диаметр крепежных отверстий: 26 мм</li>
<li>Количество крепежных отверстий: 16 шт</li>
<li>Номинальный диаметр шпилек: М24</li>
<li>Длина шпилек: 110 мм</li>
<li>Номинальный диаметр болтов: М24</li>
<li>Длина болтов: 90 мм</li>
<li>Толщина фланца: 22 мм</li>
<li>Диаметр присоединительной поверхности: 482 мм</li>
<li>Высота присоединительной поверхности: 4 мм</li>
<li>Расстояние между центрами крепежных отверстий: 515 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p> </p>",238644,0,,,
https://cdn.entero.ru/mp@2x/ff/96/ff96aa5d62a2088188b20ae5dba7cc85.jpg;https://cdn.entero.ru/mp@2x/55/8d/558d8290bc2f58f44ccd0fef77ec21b1.jpg,Блок расширения релейный ЭВАН MY HEAT RL6 6291,Блок расширения релейный ЭВАН MY HEAT RL6 6291,8503,RUB,Да,ЭВАН,Климатическая техника,Аксессуары,https://entero.ru/item/239665,"<p>Блок расширения релейный <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/239665""><b class=""b"">ЭВАН MY HEAT RL6 6291</b></a> используется в автоматизированных системах отопления и горячего водоснабжения под управлением теплового контроллера MY HEAT PRO для подключения 6 дополнительных входов электрической нагрузки посредством электромагнитного реле..</p>

<p><b>Особенности:</b></p>

<ul>
<li>Коммутация выходов электрической нагрузки посредством электромагнитного реле</li>
<li>Опрос цифровых температурных датчиков по шине 1-wire</li>
<li>ПИД-регулирование до трех контуров одновременно</li>
<li>Автоматическое восстановление работоспособности после сбоев</li>
<li>Индикация состояния</li>
<li>Взаимодействует с контроллером по проводной шине RS485</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Способ крепления корпуса:DIN-рейка</li>
<li>Напряжение питания: от 9 до 12 VDC</li>
<li>Максимальная электрическая нагрузка на выход: до 3A</li>
<li>Интерфейс: RS-485</li>
<li>Интерфейс: 1-wire</li>
<li>Количество коммутируемых выходов: 6 шт</li>
<li>Габаритные размеры: 52,3 x 90,2 x 57,8 мм</li>
<li>Вес:400 гр</li>
</ul>",239665,0,,,
https://cdn.entero.ru/mp@2x/24/36/2436f2908867a6decbaa89b17b000ee3.jpg,Фланец воротниковый Россия Ду 300 Ру16 тип 11 ряд 1 исп. B ГОСТ 33259-2015,Фланец воротниковый Россия Ду 300 Ру16 тип 11 ряд 1 исп. B ГОСТ 33259-2015,8538,RUB,Да,,Климатическая техника,Аксессуары,https://entero.ru/item/238577,"<p>Фланец воротниковый <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238577""><b class=""b"">Россия</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/238577""><b class=""b"">Ду 300 Ру16 тип 11 ряд 1 исп. B ГОСТ 33259-2015 </b></a>используется в системах водоснабжения, отопления, тепловых пунктов, пожаротушения и предназначен для трубопроводной арматуры, соединительных частей и трубопроводов, присоединительных фланцев машин, оборудования, приборов, патрубков, аппаратов и резервуаров. Аксессуар изготовлен из стали по ГОСТ 33259-2015.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Давление условное: 16</li>
<li>Диаметр условный: 300 мм</li>
<li>Внутренний диаметр: 303 мм</li>
<li>Наружный диаметр: 460 мм</li>
<li>Диаметр крепежных отверстий: 26 мм</li>
<li>Количество крепежных отверстий: 12 шт</li>
<li>Номинальный диаметр шпилек: М24</li>
<li>Длина шпилек: 120 мм</li>
<li>Номинальный диаметр болтов: М24</li>
<li>Длина болтов: 90 мм</li>
<li>Толщина фланца: 24 мм</li>
<li>Диаметр присоединительной поверхности: 370 мм</li>
<li>Высота присоединительной поверхности: 4 мм</li>
<li>Расстояние между центрами крепежных отверстий: 410 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",238577,0,,,
