Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Производительность,Вес (с упаковкой),Подключение к водопроводу,Счетчик напитков,Вспенивание молока,Радиомодуль,Ринзер
https://cdn.entero.ru/mp@2x/d1/35/d13531ef97d956a23aaef9db590e7e24.jpg;https://cdn.entero.ru/mp@2x/90/7c/907c07077d9971ec732e4bca8f4a279c.jpg;https://cdn.entero.ru/mp@2x/1b/f1/1bf1dea269213deabcb438eb9bdbb613.jpg,Вспениватель молока VIATTO VA-MF568,Вспениватель молока VIATTO VA-MF568,878,RUB,Да,VIATTO,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/203092,"<p>Вспениватель молока<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203092"">VIATTO VA-MF568</a></b> предназначен для получения молочной пены и последующего приготовления капуччино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Прибор работает от 2 батарей размера AA. Модель оснащена рукояткой с выключателем и венчиком. Корпус выполнен из прочного черного пластика, венчик – из нержавеющей стали 304.</p>

<p><span style=""color:#FF0000;"">Батареи не входят в комплект поставки и приобретаются отдельно.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения: 19000 об./мин.</li>
<li>Длина венчика: 95 мм</li>
<li>Габариты в упаковке: 492x280x480 мм</li>
</ul>",203092,"настольный, ручной",,,,,,,Китай,,,0,https://entero.ru/manuals/408455/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,1098,,0.088 кг,Италия,,0.097 кг,,,,,
https://cdn.entero.ru/mp@2x/5f/a1/5fa179ce0b49fb9dab5bfaf59d3d4261.jpg;https://cdn.entero.ru/mp@2x/6f/96/6f964bd858a01adc4dbd2d8981f37f2a.jpg;https://cdn.entero.ru/mp@2x/f1/6c/f16c1474d6564d1c712e031b1e5b4641.jpg;https://cdn.entero.ru/mp@2x/d6/b9/d6b9d5a281d68e8002ffcb4823af1e8e.jpg,Пеновзбиватель Clatronic MS 3693,MS 3693 weis,5990,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/172937,"<p>Пеновзбиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172937"">Clatronic MS 3693</a> </b>используется в частных домах и квартирах, отелях и офисах для вспенивания и нагрева молока. Модель оснащена многофункциональной кнопкой управления с подсветкой, съемной крышкой для защиты от брызг с уплотнителем, 2 насадками для вспенивания и перемешивания и емкостью с внутренним антипригарным покрытием.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 режима:
<ul>
<li>Горячая пена</li>
<li>Холодная пена</li>
<li>Нагрев молока</li>
</ul>
</li>
<li>Можно приготовить горячий / холодный шоколад</li>
<li>Скрытый нагревательный элемент</li>
<li>Автоматическое отключение</li>
<li>Отметки максимального уровня для взбивания и перемешивания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем емкости: 550 мл</li>
<li>Вместимость:
<ul>
<li>Перемешивание: 300 мл</li>
<li>Взбивание: 120 мл</li>
</ul>
</li>
</ul>",172937,настольный,220 В,0.6 кВт,,,,,,,,0,https://entero.ru/manuals/199949/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20MS%203693.pdf,8319,,0.74 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/d4/46/d446fee643c7ad480f8fe2ad7f780ee8.jpg;https://cdn.entero.ru/mp@2x/9f/5b/9f5b3d6cd9aaa389e6de0d6b378e077b.jpg;https://cdn.entero.ru/mp@2x/1e/4f/1e4f1b1b247356f0bcdccf9ec726f680.jpg;https://cdn.entero.ru/mp@2x/04/30/043075e9e593df97b873d2f1daa40140.jpg;https://cdn.entero.ru/mp@2x/e8/b5/e8b58fbe1ebfb9e12b5e33ee33f402d9.jpg,Пеновзбиватель Clatronic MS 3326,Пеновзбиватель Clatronic MS 3326,11299,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/210687,"<p>Пеновзбиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/210687"">Clatronic MS 3326</a></b> используется в частных домах и квартирах, отелях и офисах для вспенивания и нагрева молока. Модель оснащена подставкой с кнопками управления, съемной чашей с антипригарным покрытием, крышкой для защиты от брызг и 2 насадками для вспенивания и перемешивания.</p>

<p><b>Особенности: </b></p>

<ul>
<li>3 режима:
<ul>
<li>Горячая пена</li>
<li>Холодная пена</li>
<li>Нагрев молока</li>
</ul>
</li>
<li>Можно приготовить горячий / холодный шоколад</li>
<li>Скрытый нагревательный элемент</li>
<li>Автоматическое отключение</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем чаши: 0,75 л</li>
<li>Объем пены: 0,5 л</li>
</ul>",210687,настольный,220 В,0.6 кВт,180 мм,165 мм,173 мм,,Китай,,,0,https://entero.ru/manuals/246908/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20MS%203326.pdf,,,1.1 кг,Германия,,,,,,,
https://cdn.entero.ru/mp@2x/e2/7e/e27ecef600571e8d02da3bb4dd85908c.jpg;https://cdn.entero.ru/mp@2x/96/cd/96cdb5cdb06b04047fc156bf71eca2cc.jpg;https://cdn.entero.ru/mp@2x/11/a2/11a27583a686412f958d8467dcdc453c.jpg;https://cdn.entero.ru/mp@2x/f6/a1/f6a1606c941b029668c480657abe585d.jpg;https://cdn.entero.ru/mp@2x/7e/bd/7ebd0965478cb2dec8f86b9550b10d51.jpg;https://cdn.entero.ru/mp@2x/a9/cb/a9cb3ba51511867d08da446356495b85.jpg,Вспениватель молока SMEG MFF11CREU,Вспениватель молока SMEG MFF11CREU,27590,RUB,Да,SMEG,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/251804,"<p>Вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251804"">Smeg MFF11CREU</a> </b>используется в частных домах и квартирах для приготовления молочной пены для кофейных напитков и горячего шоколада. Модель выполнена в стиле 50-х годов. Корпус и кувшин изготовлены из нержавеющей стали, крышка - из тритана, ручка - из пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Зубчатый диск для взбивания молока и шоколада</li>
<li>Гладкий диск для функции подогревания молока</li>
<li>Съемный кувшин с крышкой</li>
</ul>

<p><b>Режимы: </b></p>

<ul>
<li>Горячий шоколад</li>
<li>Горячее молоко</li>
<li>Горячее молоко с легкой пеной</li>
<li>Горячее молоко с густой пеной</li>
<li>Холодное молоко с легкой пеной</li>
<li>Холодное молоко с густой пеной</li>
<li>Ручной режим</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Индукционная система нагрева</li>
<li>Круглая ручка переключения программ</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Максимальный объем при нагреве молока и шоколада: 600 мл</li>
<li>Габариты в упаковке: 233х233х337 мм</li>
<li>Цвет: кремовый</li>
</ul>",251804,настольный,220 В,0.5 кВт,184 мм,142 мм,251 мм,3 кг,Италия,1,233x233x337 мм,0,https://entero.ru/manuals/309023/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20SMEG%20MFF11CREU.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240386&hd=2&autoplay=0,1.78 кг,,,,,,Да,,
https://cdn.entero.ru/mp@2x/88/36/88364df417505dab4223d4d95c5109d0.jpg;https://cdn.entero.ru/mp@2x/7a/86/7a869de4d0261f085c34e15a32ee879e.jpg;https://cdn.entero.ru/mp@2x/5c/68/5c680dfcb7095617f99336e5e7d03ad4.jpg;https://cdn.entero.ru/mp@2x/cd/0c/cd0cc32c835461b26fcd587087d35b94.jpg,Дозатор молока автоматический настольный EasySystem EasyMilk EM-01.1.1,184020,78123,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/147389,"<p>Автоматический дозатор молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/147389""><b class=""b"">EasySystem EasyMilk EM-01.1.1</b></a> предназначен для точного дозирования молока и других пищевых жидкостей для приготовления напитков на предприятиях общественного питания и торговли, позволяет увеличить скорость обслуживания и оптимизировать расход продуктов. Модель оснащена 4-мя функциональными кнопками без фиксации, дисплеем и съемной задней стенкой. Корпус выполен из металла, передняя панель - из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Четыре вида настраиваемой при помощи мерного стаканчика дозировки</li>
<li>Гигиеничность за счет отстутствия контакта человека с молоком</li>
<li>Простая настольная установка, настройка и обслуживание</li>
<li>Не требует подключения к водопроводу</li>
<li>Может использоваться на выездных мероприятиях</li>
<li>Легкая очистка</li>
<li>Компактный размер</li>
<li>Выбор цвета корпуса</li>
</ul>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Погрешность дозировки: 1 мг </li>
<li>Длина шланга подачи молока: 5 м</li>
<li>Промывка системы: 1 раз в 8 ч</li>
</ul>",147389,настольный,220 В,0.1 кВт,130 мм,200 мм,300 мм,,,,,0,,83110,,4.8 кг,,90 л/час,,,,,,
https://cdn.entero.ru/mp@2x/29/1b/291b6e6c14dacdde5692b7c225fdcaff.jpg,Вспениватель молока Bomann MS 344 CB,Вспениватель молока Bomann MS 344 CB,499,RUB,Да,Bomann,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/226784,"<p>Вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226784""><b class=""b"">Bomann MS 344 CB</b></a> предназначен для получения молочной пены и последующего приготовления капуччино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Прибор работает от 2 батарей типа AA. Модель оснащена рукояткой с выключателем, покрытием Soft touch и венчиком из нержавеющей стали. </p>

<p>Батареи в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения: 12000 об./мин.</li>
<li>Цвет: черный</li>
</ul>",226784,ручной,,,47 мм,32 мм,225 мм,,Китай,,,0,,,,,Германия,,,,,,,
https://cdn.entero.ru/mp@2x/f5/78/f57808999bf80851ed1e7970980584ba.jpg,Пеновзбиватель Clatronic MS 3089,MS 3089 schwarz-chrom,506,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/172926,"<p>Пеновзбиватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172926"">Clatronic MS 3089</a> </b>используется в частных домах и квартирах, отелях и офисах для вспенивания молока. Корпус имеет софт-тач покрытие, венчик выполнен из нержавеющей стали.</p>

<p>Батарейки в комплект поставки не входят.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Взбивает молоко за несколько секунд</li>
<li>Легкая очистка</li>
<li>Питание от 2 батареек 1,5 В (АА)</li>
</ul>",172926,ручной,,,,,,,Китай,,,0,,,,,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/2e/8d/2e8da08592a3bfe8361734904aaa7c34.jpg,Вспениватель Clatronic MS 3089 голубой,Вспениватель Clatronic MS 3089 голубой,506,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/226788,"<p>Вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226788""><b class=""b"">Clatronic MS 3089</b></a> предназначен для получения молочной пены и последующего приготовления капуччино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Прибор работает от 2 батарей типа AA. Модель оснащена рукояткой с выключателем, покрытием Soft touch и венчиком из нержавеющей стали. </p>

<p>Батареи в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение батареи: 1,5 В</li>
<li>Цвет: голубой</li>
</ul>",226788,ручной,,,47 мм,32 мм,225 мм,,Китай,,,0,,,,,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/b8/a5/b8a50d21e8d60f2b762c53262c7042e7.jpg,Вспениватель молока Clatronic MS 3089 мятный,Вспениватель молока Clatronic MS 3089 мятный,506,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/226791,"<p>Вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226791""><b class=""b"">Clatronic MS 3089</b></a> предназначен для получения молочной пены и последующего приготовления капуччино, латте и других различных напитков на ее основе, а также для взбалтывания яиц и ингридиентов для соусов. Прибор работает от 2 батарей типа AA. Модель оснащена рукояткой с выключателем, покрытием Soft touch и венчиком из нержавеющей стали. </p>

<p>Батареи в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение батареи: 1,5 В</li>
<li>Цвет: мятный</li>
</ul>",226791,ручной,,,47 мм,32 мм,225 мм,,Китай,,,0,,633,,,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/04/48/04487e82745125481b1aee5c93e4e09b.jpg;https://cdn.entero.ru/mp@2x/9b/25/9b25bfa1305f9c41bcbaf8727b0af801.jpg;https://cdn.entero.ru/mp@2x/3f/0d/3f0df70aeadcc65fbb39702ace199841.jpg;https://cdn.entero.ru/mp@2x/cf/7f/cf7f18113da49c964318f5626c0978c6.jpg;https://cdn.entero.ru/mp@2x/39/ce/39ce0a9bbb43820aa5bb765ff351bb96.jpg,Капучинатор Stelvio MF200 B черный,8993,5066,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/375610,"<p>Капучинатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375610""><b class=""b"">Stelvio MF200 B</b></a> используется на предприятиях общественного питания и торговли для насыщения молока пузырьками воздуха, что создает стойкую мелкоячеистую пену. Модель оснащена двигателем с плавным запуском, сенсорным кнопочным управлением с подсветкой и съемной чашей. Защита от перегрева и автоотключение гарантируют безопасную эксплуатацию. Корпус выполнен из металла и пластики, чаша - из пластика и металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Приготовление молочной пены для капучино, латте и ирландского кофе</li>
<li>Антипригарное покрытие</li>
<li>Крышка кувшина</li>
<li>Насадка для вспенивания капучино и латте</li>
<li>Индикация режима работы и включения</li>
<li>Прозрачная крышка</li>
<li>Прорезиненные ножки</li>
<li>Управление одной кнопкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество режимов работы: 1</li>
<li>Длина сетевого шнура: 1 м</li>
<li>Частота: от 50 до 60 Гц</li>
</ul>",375610,настольный,220 В,от 0.53 до 0.63 кВт,143 мм,110 мм,185 мм,0.8 кг,Китай,,,0,,,,,Россия,,,,,Да,,
https://cdn.entero.ru/mp@2x/83/45/83456e1368d7ef5700770c5a92896f1c.jpg;https://cdn.entero.ru/mp@2x/29/1f/291f50d2397477fd30df2c5547d0b9fd.jpg;https://cdn.entero.ru/mp@2x/4e/6c/4e6c6e70ebec555d5d1710ec71c31b0c.jpg;https://cdn.entero.ru/mp@2x/87/f3/87f3d095d907f7d50a736c8dc06511dd.jpg;https://cdn.entero.ru/mp@2x/fb/21/fb21026210b0e0aa1e151a02b0d5c473.jpg,Капучинатор Stelvio MF300 B черный,8986,6685,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/375612,"<p>Капучинатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375612""><b class=""b"">Stelvio MF300 B</b></a> используется на предприятиях общественного питания и торговли для насыщения молока пузырьками воздуха, что создает стойкую пену. Модель оснащена двигателем с плавным запуском, сенсорным кнопочным управлением с подсветкой и съемной чашей. Отключение при перегреве и автоотключение гарантируют безопасную эксплуатацию. Корпус выполнен из металла и пластики, чаша - из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Приготовление молочной пены для капучино, латте и ирландского кофе</li>
<li>Индукционный нагрев чаши</li>
<li>Регулировка температуры нагрева</li>
<li>Автоматическое выключение</li>
<li>Крышка кувшина</li>
<li>Насадка для вспенивания капучино и латте</li>
<li>Индикация режима работы и включения</li>
<li>Звуковой сигнал</li>
<li>Прозрачная крышка</li>
<li>Прорезиненные ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество режимов работы: 4</li>
<li>Длина сетевого шнура: 1 м</li>
<li>Частота: от 50 до 60 Гц</li>
</ul>",375612,настольный,220 В,0.55 кВт,131 мм,138 мм,218 мм,1.7 кг,Китай,,,0,,,,,Россия,,,,,Да,,
https://cdn.entero.ru/mp@2x/bb/05/bb05160b4777d2b49327fa3c0962427e.jpg;https://cdn.entero.ru/mp@2x/01/14/0114964960e5159ea5c3cab85ec5c4da.jpg;https://cdn.entero.ru/mp@2x/36/be/36be96b4c60c83ded6f7e1039545d8af.jpg;https://cdn.entero.ru/mp@2x/88/c2/88c22d8679a41bd1280bd191a379f3f3.jpg,Пеновзбиватель CASO Fomini Crema Inox,Пеновзбиватель CASO Fomini Crema Inox,6729,RUB,Да,CASO,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/129892,"<p>Пеновзбиватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129892""><b class=""b"">CASO Fomini Crema Inox </b></a>используется в кофейнях, барах, ресторанах и в домашних условиях для получения холодной и горячей кремообразной молочной пены для приготовления латте маккиато, горячего шоколада, капучино и фрапе. Модель оснащена двумя венчиками для взбивания и нагрева, теплоизоляционной вставкой на корпусе и прозрачной крышкой. Корпус выполнен из нержавеющей стали, внутренняя поверхность имеет антипригарное покрытие.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вращение на подставке на 360°</li>
<li>Автоматическое отключение </li>
<li>Легкая очистка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Емкость:
<ul>
<li>Вспенивание: от 60 до 100 мл</li>
<li>Нагрев: от 60 до 200 мл</li>
</ul>
</li>
</ul>",129892,настольный,220 В,0.4 кВт,100 мм,100 мм,200 мм,,Китай,,,0,https://entero.ru/manuals/144265/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CASO%20Fomini%20Crema%20Inox.pdf,9218,,0.9 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/a5/ee/a5ee67934a5c7bfe6fa438fa55cd432c.jpg,Подогреватель и вспениватель молока Clatronic MS 3326,Подогреватель и вспениватель молока Clatronic MS 3326,9999,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/226760,"<p>Подогреватель и вспениватель молока <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226760""><b class=""b"">Clatronic MS 3326</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена чашей для перемешивания, крышкой с функцией защиты от брызг и встроенным нагревательным элементом.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 режима: 
<ul>
<li>Вспенивание молока теплым</li>
<li>Вспенивание молока холодным</li>
<li>Нагрев молока</li>
</ul>
</li>
<li>Встроенная функция подогрева</li>
<li>Антипригарное покрытие</li>
<li>Подходит для горячего и холодного шоколада</li>
<li>Высокая скорость работы</li>
<li>Автоматическое отключение</li>
<li>Легкость очистки благодаря съемной чаше и крышке</li>
<li>Класс защиты: I​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Обьем:
<ul>
<li>Чаша: 0,7 л </li>
<li>Пена: 0,45 л</li>
</ul>
</li>
<li>Цвет: черный / нержавеющая сталь</li>
</ul>",226760,ручной,220 В,0.6 кВт,,,,,Китай,,,0,https://entero.ru/manuals/273136/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20MS%203326.pdf,,,1.1 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/07/74/07748a3549da4c8175b8b2d21034b311.jpg;https://cdn.entero.ru/mp@2x/f8/63/f8635f230d190248fff3f9ee52a6de09.jpg,Питчер аккумуляторный ZeroHero Artist's Cup 4 в 1 (300 мл) белый,eddn008,10038,RUB,Да,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/377313,"<p>Питчер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377313""><b class=""b"">ZeroHero Artist's Cup</b></a> предназначен для подогрева и вспенивания молока, смешивания ингредиентов в процессе приготовления кофейных напитков или коктейлей, кипячения воды для продуктов быстрого приготовления в офисах, домашних условиях и путешествиях. Модель оснащена встроенной аккумуляторной батареей и электронной панелью управления с сенсорными функциональными клавишами и цифровым дисплеем. Емкость выполнена из нержавеющей стали марки SUS304, корпус и крышка – из безопасноых для пищевой продукции полипропилена и силикона в белых тонах.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Вспенивание</li>
<li>Подогрев молока до оптимальной температуры</li>
<li>Кипячение воды</li>
<li>Смешивание</li>
</ul>
</li>
<li>Инновационная технология магнитного вспенивания: получение молочной пенки оптимальной плотности благодаря механизму высокоскоростного вращения</li>
<li>Цифровая индикация актуальной температуры в емкости</li>
<li>Защита батареи от перезаряда</li>
<li>Простое управление</li>
<li>Низкий уровень шума</li>
<li>Съемная завинчивающаяся герметичная крышка с откидной эластичной заглушкой</li>
<li>Интегрируемый в крышку съемный венчик</li>
<li>Внутренняя облицовка емкости антипригарным тефлоновым покрытием для удобства очистки</li>
<li>Термоизолированный корпус с рельефной вставкой для стабильного безопасного захвата</li>
<li>Компактные габариты для удобства хранения и портативной эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура функции подогрева молока: 55 °С</li>
<li>Частота магнитного вращения: 8800 об/мин.</li>
<li>Максимальный уровень шума: 40 дБ</li>
<li>Объем: 300 мл</li>
</ul>",377313,ручной,,,95 мм,95 мм,173 мм,0.7 кг,Китай,,,0,,,,,Китай,,,,,Да,,
https://cdn.entero.ru/mp@2x/7c/b1/7cb123154ec0e1b8d731f2cb9fd41e28.jpg;https://cdn.entero.ru/mp@2x/28/23/28238e3c2a14ead9b42e4092d64c6089.jpg;https://cdn.entero.ru/mp@2x/21/a2/21a2b0588677fe8fb48c9da202b32a13.jpg;https://cdn.entero.ru/mp@2x/fd/45/fd459893e383ddb506b411e89208a134.jpg;https://cdn.entero.ru/mp@2x/2c/bb/2cbb662b37e01b869cfebcd40d15d68c.jpg;https://cdn.entero.ru/mp@2x/0c/e3/0ce30db9d82ae87665b2ed52072f6577.jpg,Пеновзбиватель CASO Crema & Choco Inox,Пеновзбиватель CASO Crema & Choco Inox,11156,RUB,Да,CASO,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/232516,"<p>Пеновзбиватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232516""><b class=""b"">CASO Crema & Choco Inox </b></a>используется в кофейнях, барах, ресторанах и в домашних условиях для получения холодной и горячей кремообразной молочной пены для приготовления латте макиато, горячего шоколада, капучино и фрапе. Модель оснащена чашей из нержавеющей стали с теплоизолированной ручкой, 2 съемными магнитными насадками для вспенивания и подогрева и прозрачной крышкой. </p>

<p><b>Особенности:</b></p>

<ul>
<li>4 режима работы:
<ul>
<li>Горячая молочная пена для каппучино (очень плотная)</li>
<li>Горячая молочная пена для латте макиато</li>
<li>Холодная молочная пена</li>
<li>Горячее молоко</li>
</ul>
</li>
<li>Приготовление горячего шоколада из шоколадной крошки или какао-порошка</li>
<li>Точный контроль температуры позволяет подогревать и вспенивать напитки на растительной основе</li>
<li>Дисплей с подсветкой кнопок</li>
<li>Автоматическое отключение или ручная остановка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем:
<ul>
<li>Вспенивание: до 0,25 л</li>
<li>Нагрев: до 0,35 л</li>
</ul>
</li>
</ul>",232516,настольный,220 В,0.5 кВт,165 мм,125 мм,220 мм,1.2 кг,Китай,1,198x150x264 мм,0,,11621,,1 кг,Германия,,,,,Да,,
https://cdn.entero.ru/mp@2x/fc/00/fc00b1b476be340a1a37f9d88c3a472f.jpg,Вспениватель молока SMEG MFF11PKEU,Вспениватель молока SMEG MFF11PKEU,27590,RUB,Да,SMEG,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/288994,"<p>Вспениватель молока <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/288994"">Smeg MFF11PKEU</a> </b>используется в частных домах и квартирах для приготовления молочной пены для кофейных напитков и горячего шоколада. Модель выполнена в стиле 50-х годов. Корпус и кувшин изготовлены из нержавеющей стали, крышка - из тритана.</p>

<p><b>Режимы: </b></p>

<ul>
<li>Горячий шоколад</li>
<li>Горячее молоко</li>
<li>Горячее молоко с легкой пеной</li>
<li>Горячее молоко с густой пеной</li>
<li>Холодное молоко с легкой пеной</li>
<li>Холодное молоко с густой пеной</li>
<li>Ручной режим</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Индукционная система нагрева</li>
<li>Селектор с подсветкой</li>
<li>Круглая ручка переключения программ</li>
<li>Встроенный отсек для шнура</li>
<li>Кувшин можно мыть в посудомоечной машине</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Объем кувшина: 600 мл</li>
<li>Габариты в упаковке: 233х233х337 мм</li>
<li>Цвет: розовый</li>
</ul>",288994,настольный,220 В,0.5 кВт,184 мм,142 мм,251 мм,3 кг,Италия,1,233x233x337 мм,0,https://entero.ru/manuals/351839/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20MFF11PKEU.pdf,,,1.78 кг,Италия,,,,,Да,,
https://cdn.entero.ru/mp@2x/87/20/8720c707e82797df8d548a382c75ac8f.jpg,Вспениватель молока DAZHENG Galaxy DZ23-1Y встраиваемый,Вспениватель молока DAZHENG Galaxy DZ23-1Y встраиваемый,0,RUB,Нет,,Кофеварки и кофемашины,Вспениватели и дозаторы молока,https://entero.ru/item/356186,"<p>Встраиваемый вспениватель молока<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356186""><b class=""b""> DAZHENG Galaxy DZ23-1Y</b></a> предназначен для получения молочной пены и последующего приготовления кофе и других различных напитков на ее основе. </p>

<p><b>Особенности</b>:</p>

<ul>
<li>Отображение температуры котла в реальном времени</li>
<li>Электронный контроль температуры</li>
<li>Реле давления</li>
<li>Предохранительный клапан</li>
<li>Защита от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Емкость бойлера: 8 л</li>
</ul>",356186,встраиваемый,220 В,3 кВт,352 мм,220 мм,595 мм,,Китай,,,0,,,,,,,,,,Да,,
