Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Подключение,Вес (с упаковкой),Количество ванн,Линия 700,Линия 900,Таймер,Объем одной ванны,Общий объем фритюрного масла,Кран для слива масла,Холодная зона,Вместимость чебуреков,Встроенная система фильтрации,Автоподъем корзин
https://cdn.entero.ru/mp@2x/c1/97/c19704670d5288b133dd04bf14ba6f78.jpg;https://cdn.entero.ru/mp@2x/48/da/48da956a65079fe9b21ec5c3247b383c.jpg;https://cdn.entero.ru/mp@2x/d9/ed/d9edece891254d3422d65a1804c52cf0.jpg,Чебуречница Crazy Pan CP-BEF08,Чебуречница Crazy Pan CP-BEF08,13723,RUB,Да,,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/121599,"<p>Чебуречница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121599"">Crazy Pan CP-BEF08</a> </b>предназначена для приготовления чебуреков и других блюд на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, боковым поддоном, объемной съемной корзиной и шипцами. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Мощная группа нагрева для быстрого разогрева масла</li>
<li>Подключение без вилки с помощью переключателя-автомата</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Размер корзины без ручек: 420x250x90 мм</li>
</ul>",121599,чебуречница,от 50 до 250 °С,3.9 кВт,840 мм,460 мм,300 мм,12 кг,Китай,1,610x500x330 мм,0,https://entero.ru/manuals/126893/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-BEF08.docx,14445,,11 кг,настольная,220 В,,1,,,,14 л,от 8 до 12 л,Да,,,,
https://cdn.entero.ru/mp@2x/89/8d/898d03678e6cde724f63439dc70c4d4c.jpg,Фритюрница VIATTO HDF4+4,158155,16727,RUB,Да,VIATTO,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/128391,"<p>Фритюрница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128391"">VIATTO HDF4+4</a></b> предназначена для приготовления различных продуктов в большом количестве горячего жира или масла на предприятиях общественного питания и торговли. Модель оснащена удобным в использовании терморегулятором с возможностью независимой регулировки температуры в каждой ванне. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят фритюрные корзины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 455х515х380 мм</li>
</ul>",128391,,190 °С,5 кВт,494 мм,580 мм,313 мм,11.5 кг,Китай,1,515x455x380 мм,0,https://entero.ru/manuals/368872/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HDF4+4.pdf;https://entero.ru/manuals/410455/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463993/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HDF4+4.pdf,,,10 кг,настольная,220 В,,2,,,,4 л,,,,,,
https://cdn.entero.ru/mp@2x/2d/cb/2dcb312f9034a06ab26f80de7d6631e1.jpg,Фритюрница Hurakan HKN-FD1111N,Фритюрница Hurakan HKN-FD1111N,17825,RUB,Да,Hurakan,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/228291,"<p>Фритюрница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228291"">Hurakan HKN-FD1111N</a></b> предназначена для приготовления широкого спектра блюд в большом объеме масла или жира на предприятиях общественного питания и торговли. Модель оснащена электромеханическим управлением и регулировкой температуры. Корпус выполнен из нержавеющей стали. </p>

<p>В комплект поставки входят 2 корзины с крышками. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры корзины: 185x240x134 мм</li>
</ul>",228291,традиционная,от 60 до 200 °С,6.5 кВт,730 мм,445 мм,345 мм,16 кг,Китай,1,800x400x300 мм,9,https://entero.ru/manuals/417363/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-FD1111N.pdf;https://entero.ru/manuals/412790/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-FD1111N.pdf;https://entero.ru/manuals/412791/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/412792/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,18763,,15 кг,настольная,220 В,,2,,,,11 л,,,,,,
https://cdn.entero.ru/mp@2x/a4/4c/a44c406d1e5872b4e737553afa389e9b.jpg;https://cdn.entero.ru/mp@2x/48/6e/486ed3ca20b2502b4f7448c3023a144a.jpg;https://cdn.entero.ru/mp@2x/c4/d3/c4d3a4c070481e5e0b4c6853ef406b19.jpg;https://cdn.entero.ru/mp@2x/d0/8f/d08fcd835bd879530887c09ceb1d3a54.jpg,Чебуречница Airhot EC-38,Чебуречница Airhot EC-38,18011,RUB,Да,Airhot,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/335048,"<p>Чебуречница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335048"">Airhot EC-38</a></b> предназначена для приготовления чебуреков, пирожков, картофеля-фри, сыра, рыбных палочек и других продуктов путем обжарки в большом количестве масла на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с регулятором температуры, термостатом и поддоном для стекания масла с продукта обратно в ванну. Корпус выполнен из нержавеющей стали, ручки корзин - из термостойкого пластика.</p>

<p>В комплект поставки входят корзина и решетка для чебуреков.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от перегрева</li>
<li>Индикаторы нагрева и питания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры корзины: 550x240x110,5 мм</li>
<li>Размер ванны: 630х305х200 мм</li>
</ul>",335048,чебуречница,от 60 до 200 °С,6 кВт,1200 мм,515 мм,370 мм,15 кг,Китай,1,760x560x410 мм,0,https://entero.ru/manuals/431952/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20EC-38.pdf;https://entero.ru/manuals/481959/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19161,,14 кг,настольная,220 В,,1,,,,38 л,от 15 до 26 л,Да,,2,,
https://cdn.entero.ru/mp@2x/1b/19/1b19aa7692b036384c84be1cf2fd79b2.jpg,Фритюрница электрическая Yukon Eco Star MF-8+8 8+8 л,MF-8+8,18565,RUB,Да,,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/265920,"<p>Фритюрница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265920""><b class=""b"">Yukon Eco Star MF-8+8 </b></a>используется на предприятиях общественного питания и торговли для приготовления картофеля-фри и других блюд путем обжарки в большом количестве масла. Модель оснащена съемными крышками с рукоятками, устойчивыми нескользящими опорами и электромеханической панелью управления. Корпус, ванны, крышки и корзины выполнены из нержавеющей стали, накладки на рукоятках – из термостойкого пластика.</p>

<p>В комплект поставки входят 2 решетчатые корзины со съемными рукоятками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотных переключателей</li>
<li>Автоматический контроль заданной температуры </li>
<li>Высокоточные термостаты</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Термоизолированные рукоятки для удобного безопасного захвата </li>
<li>Эргономичный дизайн</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",265920,традиционная,,6.4 кВт,660 мм,460 мм,310 мм,,Турция,,,0,https://entero.ru/manuals/522658/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19542,,12 кг,настольная,220 В,,2,,,,8 л,,,,,,
https://cdn.entero.ru/mp@2x/62/8c/628c0f96ee6433c289b26942009384d8.jpg,Фритюрница ATESY Панда-ЕВРО-1х1/3,Электрофритюрница Панда-ЕВРО-1х1/3,20304,RUB,Да,ATESY,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/30391,"<p>Фритюрница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/30391"">ATESY Панда-ЕВРО-1х1/3</a></b> используется на предприятиях общественного питания и торговли для приготовления различных видов продуктов в разогретом масле (фритюре). Модель оснащена терморегулятором и 2 индикаторными лампами. Изделие и сетка для загрузки продуктов полностью выполнены из пищевой нержавеющей стали, ручки сетки - из ""холодного"" пластика.</p>

<p>В комплект поставки входят фритюрная сетка и крышка для ванны.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Состоит из фритюрной ванны и блока управления ТЭНом</li>
<li>Блок управления включает в себя ТЭН, обеспечивающий нагрев масла, и терморегулятор, предназначенный для поддержания в ванне заданной температуры масла</li>
<li>Форма и электромощность ТЭНа оптимальны с точки зрения нагрева фритюра и сохранения его качественных характеристик в течение рабочей смены</li>
<li>Специальная нержавеющая решетка, закрывающая ТЭН, исключает его контакт с продуктом, тем самым предотвращая подгорание последнего</li>
<li>Маркировка уровня масла (max и min) внутри ванны</li>
<li>Съемный блок управления для большей легкости санитарно-гигиенической очистки ванны</li>
<li>Крышка для закрытия ванны сверху</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем фритюрной сетки: 2,5 л</li>
<li>Размер фритюрной ванны: GN 1/3 глубиной 200 мм</li>
</ul>",30391,,от 50 до 190 °С,2.3 кВт,208 мм,568 мм,342 мм,7 кг,Россия,1,360x480x230 мм,0,https://entero.ru/manuals/128183/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%B0%D0%BD%D0%B4%D0%B0-%D0%95%D0%92%D0%A0%D0%9E-1%D1%851_3.pdf;https://entero.ru/manuals/128184/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%9F%D0%B0%D0%BD%D0%B4%D0%B0-%D0%95%D0%92%D0%A0%D0%9E-1%D1%851_3.pdf;https://entero.ru/manuals/128185/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/128186/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/281135/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,21600,,5.5 кг,настольная,220 В,,1,,,,4 л,4 л,,,,,
https://cdn.entero.ru/mp@2x/fb/81/fb814f737f82bf0c44553c0535963f83.jpg,Фритюрница ATESY Панда-ЕВРО-1х1/2,Электрофритюрница Панда-ЕВРО-1х1/2 / Панда-Евро-1*1/2,23265,RUB,Да,ATESY,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/30393,"<p>Фритюрница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/30393"">ATESY Панда-ЕВРО-1х1/2</a></b> используется на предприятиях общественного питания и торговли для приготовления различных видов продуктов в разогретом масле (фритюре). Модель оснащена терморегулятором и 2 индикаторными лампами. Изделие и сетка для загрузки продуктов полностью выполнены из пищевой нержавеющей стали, ручки сетки - из ""холодного"" пластика.</p>

<p>В комплект поставки входят фритюрная сетка и крышка для ванны.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Состоит из фритюрной ванны и блока управления ТЭНом</li>
<li>Блок управления включает в себя ТЭН, обеспечивающий нагрев масла, и терморегулятор, предназначенный для поддержания в ванне заданной температуры масла</li>
<li>Форма и электромощность ТЭНа оптимальны с точки зрения нагрева фритюра и сохранения его качественных характеристик в течение рабочей смены</li>
<li>Специальная нержавеющая решетка, закрывающая ТЭН, исключает его контакт с продуктом, тем самым предотвращая подгорание последнего</li>
<li>Маркировка уровня масла (max и min) внутри ванны</li>
<li>Съемный блок управления для большей легкости санитарно-гигиенической очистки ванны</li>
<li>Крышка для закрытия ванны сверху</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем фритюрной сетки: 5 л</li>
<li>Размер фритюрной ванны: GN 1/2 глубиной 200 мм</li>
</ul>",30393,,от 50 до 190 °С,4 кВт,300 мм,568 мм,342 мм,7 кг,Россия,1,350x450x370 мм,0,https://entero.ru/manuals/128174/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9F%D0%B0%D0%BD%D0%B4%D0%B0-%D0%95%D0%92%D0%A0%D0%9E-1%D1%851_2.pdf;https://entero.ru/manuals/128175/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%9F%D0%B0%D0%BD%D0%B4%D0%B0-%D0%95%D0%92%D0%A0%D0%9E-1%D1%851_2.pdf;https://entero.ru/manuals/128176/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/128177/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/281138/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,25288,https://vk.com/video_ext.php?oid=-177656185&id=456240156&hd=2&autoplay=0,6.5 кг,настольная,220 В,,1,,,,7 л,7 л,,,,,
https://cdn.entero.ru/mp@2x/e3/e5/e3e5831d0c8fbbbaa45a7ed6617a0b56.jpg,Фритюрница электрическая Sikom ЭФ-6Н,ЭФ-6H ЭФ 6H,25986,RUB,Да,Sikom,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/37801,"<p>Фритюрная ванна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37801"">Sikom ЭФ-6Н</a> </b>с решеткой для чебуреков и пончиков предназначена для приготовления широкого спектра блюд в горячем жире или масле.</p>

<p>Агрегат изготовлен из шлифованной нержавеющей стали. Крышка фритюрницы является одновременно и рабочей дренажной полкой, на которую ставится сетка с обжаренным продуктом для стекания масла обратно в емкость фритюрницы. Температура фритюрного жира поддерживается автоматически с помощью терморегулятора. Панели с терморегулятором и нагревательными элементами съемные.</p>

<p>В комплект поставки входят две сетки для жарки продуктов.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры ванны: 330х330х120 мм</li>
</ul>",37801,традиционная,,2.5 кВт,695 мм,545 мм,260 мм,9.5 кг,Россия,1,795x645x360 мм,0,https://entero.ru/manuals/58184/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%AD%D0%A4-6%D0%9D.pdf;https://entero.ru/manuals/58185/%D0%A1%D0%B0%D0%BD%D0%B8%D1%82%D0%B0%D1%80%D0%BD%D0%BE-%D1%8D%D0%BF%D0%B8%D0%B4%D0%B5%D0%BC%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%BE%D0%B5%20%D0%B7%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5.jpg;https://entero.ru/manuals/58186/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,27069,https://vk.com/video_ext.php?oid=-177656185&id=456239049&hd=2&autoplay=0,7.5 кг,настольная,220 В,,1,,,,6 л,,Да,,,,
https://cdn.entero.ru/mp@2x/13/cb/13cba40d62e6c13c086fd0c8744054ca.jpg,Фритюрница Hurakan HKN-FDI8T PRO,Фритюрница Hurakan HKN-FDI8T PRO,27424,RUB,Да,Hurakan,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/332826,"<p>Фритюрница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/332826"">Hurakan HKN-FDI8T PRO</a></b> предназначена для приготовления широкого спектра блюд в большом объеме масла или жира на предприятиях общественного питания и торговли. Модель оснащена сенсорной панелью управления с таймером. Корпус выполнен из нержавеющей стали. </p>

<p>В комплектацию входит 1 корзина с крышкой.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от перегрева</li>
<li>Под давлением</li>
</ul>

<p><b>Дополнительные характеристики:</b><b>​</b></p>

<ul>
<li>Размеры ванны: 300x239x202 мм</li>
<li>Рабочее давление: 8 бар</li>
</ul>",332826,под давлением,от 60 до 190 °С,3.5 кВт,288 мм,478 мм,410 мм,14 кг,Китай,1,350x565x478 мм,15,https://entero.ru/manuals/456280/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hurakan.pdf;https://entero.ru/manuals/456764/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/473821/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-FDI8T%20PRO.pdf,,,12.5 кг,настольная,220 В,,1,,,Да,8 л,,Да,,,,
https://cdn.entero.ru/mp@2x/89/89/8989c8bbf12fb8167670cd5cb8431d0c.jpg;https://cdn.entero.ru/mp@2x/2f/7d/2f7d694d8a6b6b946940c5090f75492d.jpg,Фритюрница Hurakan HKN-FT1616N,Фритюрница Hurakan HKN-FT1616N,28756,RUB,Да,Hurakan,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/227373,"<p>Фритюрница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227373"">Hurakan HKN-FT1616N</a></b> предназначена для приготовления широкого спектра блюд в большом объеме масла или жира на предприятиях общественного питания и торговли. Модель оснащена электромеханической системой управления, регулировкой температуры, холодной зоной и кранами для слива масла. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 корзины с крышками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер корзины: 215x240x110 мм</li>
<li>Габариты в упаковке: 730х590х460 мм</li>
</ul>",227373,традиционная,от 60 до 200 °С,10 кВт,690 мм,540 мм,450 мм,22 кг,Китай,1,730x590x460 мм,0,https://entero.ru/manuals/417365/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-FT1616N.pdf;https://entero.ru/manuals/412846/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/273821/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan%202022.pdf;https://entero.ru/manuals/473815/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-FT1616N.pdf,30269,,18.4 кг,настольная,220 В,,2,,,,16 л,,Да,Да,,,
https://cdn.entero.ru/mp@2x/e2/fc/e2fc2b5876842509a49077535ad8ec92.jpg,Фритюрница Hurakan HKN-FDF16N,Фритюрница Hurakan HKN-FDF16N,33530,RUB,Да,Hurakan,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/315291,"<p>Фритюрница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315291"">Hurakan HKN-FDF16N</a> </b>предназначена для приготовления широкого спектра блюд в большом объеме масла или жира на предприятиях общественного питания и торговли. Модель оснащена электромеханической системой управления, регулятором температуры и подставкой с регулируемыми по высоте опорами. Корпус и корзина выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят корзина и крышка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Головная часть с тэнами съемная для удобства мойки</li>
<li>Кран для слива масла расположен внизу</li>
<li>Регулировка температуры до 200 °С</li>
<li>Ванна с закругленными углами</li>
<li>Разметка минимального и максимального уровня масла</li>
<li>Защитный термостат от перегрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота фритюрницы от пола: 810 мм</li>
<li>Размер корзины (без ручки): 250x230x120 мм</li>
</ul>",315291,открытая,,5 кВт,340 мм,530 мм,940 мм,21 кг,Китай,1,390x580x990 мм,0,https://entero.ru/manuals/416029/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/412390/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/472896/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-FDF16N.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241022&hash=9ce1b74f063c68cf,20.6 кг,напольная,220 В,,1,,,,16 л,,Да,,,,
https://cdn.entero.ru/mp@2x/92/f1/92f19e062f6c47078d143c25174946ff.jpg,Фритюрница индукционная INDOKOR INF8-L с подъемным механизмом,Фритюрница индукционная INDOKOR INF8-L с подъемным механизмом,53730,RUB,Да,INDOKOR,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/365433,"<p>Индукционная фритюрница I<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365433""><b class=""b"">NDOKOR INF8-L</b></a> предназначена для приготовления различных продуктов в большом количестве масла на предприятиях общественного питания и торговли. Модель оснащена сенсорной панелью управления с LED-дисплеем и автоматическим подъемом корзины по окончании заданного времени приготовления. Индукционный нагрев гораздо эффективнее прямого электрического благодаря экономии энергии до 50%.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интуитивно понятная панель управления</li>
<li>11 уровней температуры</li>
<li>5 режимов программирования</li>
<li>Быстрый разогрев масла для сокращения времени подготовки к работе</li>
<li>Равномерное распределение тепла для исключения зоны перегрева и продлевания срока службы масла</li>
<li>Точный контроль температуры для предотвращения перегрева масла</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Таймер: от 0 до 15 мин.</li>
</ul>",365433,традиционная,от +60 до +190 °С,3.5 кВт,290 мм,590 мм,415 мм,19 кг,Ю. Корея,1,385x717x507 мм,0,https://entero.ru/manuals/475615/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20INDOKOR%20INF8-L.pdf,58402,,16 кг,настольная,220 В,,1,,,Да,8 л,,,,,,Да
https://cdn.entero.ru/mp@2x/f2/da/f2dab6c1bffc344643fdc869932ce4eb.jpg,Фритюрница Lotus F10D-64ET,Фритюрница Lotus F10D-64ET,65358,RUB,Да,Lotus,Профоборудование,Тепловое,Фритюрницы,https://entero.ru/item/258163,"<p>Фритюрница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258163"">Lotus F10D-64ET</a></b> предназначена для приготовления различных блюд в большом количестве масла или жира на предприятиях общественного питания и торговли. Модель оснащена переключателем.</p>",258163,,,7.15 кВт,400 мм,600 мм,460 мм,,Италия,,,0,https://entero.ru/manuals/317967/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Lotus%20F10D-64ET.pdf;https://entero.ru/manuals/317970/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lotus%20F10D-64ET%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,68081,,,встраиваемая,380 В,,1,,,,,,,,,,
