Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Установка,Вес (с упаковкой),Толщина нарезки,Регулировка толщины нарезки,Длина батона,Количество ножей
https://cdn.entero.ru/mp@2x/4c/46/4c4649b650dcc03f4039794c32de87bd.jpg;https://cdn.entero.ru/mp@2x/77/4e/774e5576ac0b3344330b15d9e6fa17ef.jpg;https://cdn.entero.ru/mp@2x/14/10/14105357f272853c1caa77541dd7a0af.jpg;https://cdn.entero.ru/mp@2x/62/d3/62d3b139997804c5403e794b95d51e15.jpg;https://cdn.entero.ru/mp@2x/34/c8/34c87b3d8a20100f334085a840a564e1.jpg;https://cdn.entero.ru/mp@2x/1c/52/1c52bbd1300292c05aacd133b83f0968.jpg,Хлеборезка ИТМ МНХ 5-2 380В (корпус крашеный),Модель 5,0,RUB,Нет,,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/125353,"<p>Хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125353""><b class=""b"">ИТМ МНХ5-2 380В (корпус крашеный)</b></a> используется на предприятиях общественного питания и торговли для нарезки пшеничного и ржаного хлеба заданной толщины. Модель оснащена регулятором толщины нарезки, ножом серповидной формы со специальной заточкой, повышающей ресурс ножа, толкателем и отсеком для сбора крошек. Корпус выполнен из окрашенной стали, все детали, контактирующие с продуктом, из пищевой нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Механическая полуавтоматическая подача хлеба в зону резки</li>
<li>Устройство защитного отключения</li>
<li>Электрическая блокировка при открывании крышки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность: 
<ul>
<li>При толщине нарезки 5 мм: до 100 шт/час</li>
<li>При толщине нарезки 10 мм: до 160 шт/час</li>
<li>При толщине нарезки 15 мм: до 220 шт/час</li>
<li>При толщине нарезки 20 мм: до 300 шт/час</li>
</ul>
</li>
<li>Максимальные размеры продукта: 400x150x135 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Наружные панели из нержавеющей стали</li>
<li>Окраска панелей в любой цвет</li>
<li>Толщина нарезки другой толщины</li>
</ul>",125353,полуавтоматическая,380 В,0.55 кВт,1000 мм,500 мм,590 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240479&hd=2&autoplay=0,43 кг,от 100 до 300 батонов в час,настольный,,от 5 до 20 мм,,400 мм,
https://cdn.entero.ru/mp@2x/d5/60/d56083c416462bbd61bd2ff8f7ebbca0.jpg;https://cdn.entero.ru/mp@2x/86/07/8607a3af726e774392eb5dbb664556fa.jpg;https://cdn.entero.ru/mp@2x/70/ff/70ffebcb620cc90c34a15e5e48c3870a.jpg;https://cdn.entero.ru/mp@2x/50/34/50342201f2e0aa4109602ce167e0ecd2.jpg;https://cdn.entero.ru/mp@2x/e9/fc/e9fcd40597310975c588ae19f8af3704.jpg;https://cdn.entero.ru/mp@2x/ae/0e/ae0ef1fae994b6185d44aa2c1ca6aba7.jpg,Хлеборезка ИТМ МНХ 5-1 220В (корпус крашеный),Модель 5,0,RUB,Нет,,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/168629,"<p>Хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168629""><b class=""b"">ИТМ МНХ5-1 220В (корпус крашеный)</b></a> используется на предприятиях общественного питания и торговли для нарезки пшеничного и ржаного хлеба заданной толщины. Модель оснащена регулятором толщины нарезки, ножом серповидной формы со специальной заточкой, повышающей ресурс ножа, толкателем и отсеком для сбора крошек. Корпус выполнен из окрашенной стали, все детали, контактирующие с продуктом, из пищевой нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Механическая полуавтоматическая подача хлеба в зону резки</li>
<li>Устройство защитного отключения</li>
<li>Электрическая блокировка при открывании крышки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность: 
<ul>
<li>При толщине нарезки 5 мм: 100 шт/час</li>
<li>При толщине нарезки 10 мм: 160 шт/час</li>
<li>При толщине нарезки 15 мм: 220 шт/час</li>
<li>При толщине нарезки 20 мм: 300 шт/час</li>
</ul>
</li>
<li>Максимальные размеры продукта: 400x150x135 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Наружные панели из нержавеющей стали</li>
<li>Окраска панелей в любой цвет</li>
<li>Толщина нарезки другой толщины</li>
</ul>",168629,полуавтоматическая,220 В,0.37 кВт,1000 мм,500 мм,590 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240479&hd=2&autoplay=0,43 кг,от 100 до 300 батонов в час,настольный,,от 5 до 20 мм,,400 мм,
https://cdn.entero.ru/mp@2x/2a/df/2adf38b16f6ea5b642f5b4163aad3a8d.jpg;https://cdn.entero.ru/mp@2x/12/0a/120adee61c09fda79a5ded7bae7973a4.jpg;https://cdn.entero.ru/mp@2x/ad/71/ad7106894b321d3ea5c217e8f3b624d5.jpg;https://cdn.entero.ru/mp@2x/3b/99/3b997fba06d4edb22d9e0dbb4265dcb2.jpg;https://cdn.entero.ru/mp@2x/61/4f/614f7180dafb811eacc47f8eb721c2ba.jpg;https://cdn.entero.ru/mp@2x/69/07/6907a63cd1982268fb2ce92e9e9014ec.jpg,Хлеборезка ИТМ МНХ 5м-2 380В (корпус нержавеющая сталь),Модель 5,0,RUB,Нет,,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/168635,"<p>Хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168635""><b class=""b"">ИТМ МНХ5м-2 380В (корпус нержавеющая сталь)</b></a> используется на предприятиях общественного питания и торговли для нарезки пшеничного и ржаного хлеба заданной толщины. Модель оснащена регулятором толщины нарезки, ножом серповидной формы со специальной заточкой, повышающей ресурс ножа, толкателем и отсеком для сбора крошек. Корпус выполнен из окрашенной стали, все детали, контактирующие с продуктом, из пищевой нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Механическая полуавтоматическая подача хлеба в зону резки</li>
<li>Устройство защитного отключения</li>
<li>Электрическая блокировка при открывании крышки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность: 
<ul>
<li>При толщине нарезки 5 мм: до 100 шт/час</li>
<li>При толщине нарезки 10 мм: до 160 шт/час</li>
<li>При толщине нарезки 15 мм: до 220 шт/час</li>
<li>При толщине нарезки 20 мм: до 300 шт/час</li>
</ul>
</li>
<li>Максимальные размеры продукта: до 300х150х135 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Наружные панели из нержавеющей стали</li>
<li>Окраска панелей в любой цвет</li>
<li>Толщина нарезки другой толщины</li>
</ul>",168635,"полуавтоматическая, механическая",380 В,0.55 кВт,700 мм,500 мм,600 мм,,Россия,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240479&hd=2&autoplay=0,36 кг,от 100 до 300 батонов в час,настольный,,от 5 до 20 мм,,300 мм,
https://cdn.entero.ru/mp@2x/fc/9c/fc9c7a97b1b0fdfab279c13df273b875.jpg;https://cdn.entero.ru/mp@2x/5f/02/5f02e61de9ec3eb14c814fd9168091e2.jpg;https://cdn.entero.ru/mp@2x/27/f7/27f7c03b695c3a09ec244165f04c44c7.jpg;https://cdn.entero.ru/mp@2x/87/ea/87ea26a884c89066ae87aa2cd57e36bb.jpg;https://cdn.entero.ru/mp@2x/81/da/81da0e1038d6fea1599b9363fe36d749.jpg;https://cdn.entero.ru/mp@2x/0f/ff/0fff6296cda26d21644c06d5c1116f69.jpg,Хлеборезка Jac Swift 450М,Хлеборезка Jac Swift 450М,0,RUB,Нет,Jac,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/176739,"<p>Хлеборезка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176739"">Jac Swift 450М</a> </b>используется на предприятиях общественного питания и торговли для непрерывного, серийного нарезания хлеба. Модель оснащена микронизированной системой смазки для ножей, позволяющей резать хлеб с высоким содержанием ржи и липкого мякиша. </p>

<p><b>Особенности:</b></p>

<ul>
<li>​Многоформатная серийная нарезка</li>
<li>Съемный бак для сбора крошек</li>
<li>Система автоматического контроля нарезки хлеба Intelligent Slicing Control позволяет одинаково хорошо нарезать воздушный, хрустящий и плотный хлеб</li>
<li>Переключатель расширенного режима ISC позволяет работать на малой, высокой и саморегулирующейся скорости</li>
<li>Быстрый цикл нарезки</li>
<li>Фронтальная загрузочная зона для буханок различного формата расположена напротив оператора. При изменении формата буханки настройки хлеборезки саморегулируются</li>
<li>Зона безопасного переворачивания буханок оборудована фотоэлементами, благодаря которым прекращается работа хлеборезки, если в этой зоне оказывается рука оператора или любой посторонний предмет</li>
<li>Зона приемки нарезанных буханок оборудована специальными отверстиями, через которые крошки<br>
попадают в бак</li>
<li>Тефлоновый нож</li>
<li>Усиленный мотор</li>
<li>Счетчик ежедневной наработки</li>
<li>Эргономика и производительность</li>
<li>
<p>Экономичная</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер нарезаемого хлеба: 440х300х160 мм</li>
<li>Размеры ножа: 13х0,5 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Складная воздуходувка для открывания пакетов</li>
<li>Подъем на 4 см</li>
</ul>",176739,,380 В,1.1 кВт,595 мм,1054 мм,1444 мм,,Бельгия,,,0,https://entero.ru/manuals/205798/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Jac%20Swift%20450%D0%9C.png;https://entero.ru/manuals/205800/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20Jac%20Swift.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240717&hd=2&autoplay=0,235 кг,300 батонов в час,напольный,,от 9 до 12 мм,,440 мм,
https://cdn.entero.ru/mp@2x/30/95/30950609eabd12a07ea0b291bda2c681.jpg,Хлеборезка Assum ТТ-D7C,D7C ТТ D7C,60930,RUB,Нет,Assum,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/87350,"<p>Хлеборезка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87350"">Assum ТТ-D7C</a></b> используется на предприятиях общественного питания и торговли для быстрой нарезки хлеба одинаковыми кусочками в большом количестве. Корпус выполнен из крашенного металла, ножи - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Количество порций: 31 шт.</li>
<li>Блок ножей: 385 мм</li>
<li>Максимальный размер батона: 375х150 мм</li>
<li>Габариты в упаковке: 760х660х830 мм</li>
</ul>",87350,полуавтоматическая,220 В,0.2 кВт,630 мм,630 мм,685 мм,,Китай,,,0,https://entero.ru/manuals/490631/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,65516,,70 кг,240 батонов в час,настольный,,12 мм,,375 мм,
https://cdn.entero.ru/mp@2x/6b/8a/6b8a5fb185dba7544d45aa525b9da38e.jpg;https://cdn.entero.ru/mp@2x/07/5d/075de61682f651c5374b0cc9387f6475.jpg;https://cdn.entero.ru/mp@2x/de/ee/deee6e9bf7d4e017364e4ab6c7f89eed.jpg;https://cdn.entero.ru/mp@2x/88/97/88975bd22315ad87834dea686d2009c4.jpg;https://cdn.entero.ru/mp@2x/26/04/26045400f7ae71502b3ecb8e6db6f5ce.jpg;https://cdn.entero.ru/mp@2x/5a/a6/5aa6bee61e997cb565a8baea88ba79bd.jpg,Хлеборезка Jac New Self 450M,Хлеборезка Jac New Self 450M,1051411,RUB,Нет,Jac,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/176365,"<p>Хлеборезка класса самообслуживания <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176365"">Jac New Self 450M</a></b> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба, хлебобулочных изделий, а также заготовок для сухариков. Модель оснащена микронизированной системой смазки ножей, позволяющей резать хлеб с высоким содержанием ржи и липкого мякиша.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передняя и задняя защитные крышки</li>
<li>Съемный и эргономичный бак для сбора крышек</li>
<li>Цикл автоматической нарезки </li>
<li>Буфер для защиты машины</li>
<li>Встроенная запатентованная система Intelligent Slicing Concept (концепция интеллектуальной нарезки) позволяет отрегулировать скорость нарезки в соответствии с видом хлебобулочного изделия и одинаково хорошо нарезать воздушный, хрустящий или плотный хлеб</li>
<li>Система Jac Fix удержания ломтей</li>
<li>
<p>Тефлоновый нож</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер нарезаемого хлеба: 440х310х160 мм</li>
<li>Размеры ножа: 13x0,5 мм</li>
<li>Высота толкателя хлеба: 80 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Усиленный мотор</li>
<li>Подъем на 4 см</li>
<li>Инструкция с пояснениями</li>
<li>Счетчик ежедневной наработки</li>
<li>Специальный цвет</li>
<li>
<p>Специальные ножи</p>
</li>
</ul>",176365,автоматическая,,1.1 кВт,598 мм,892 мм,1267 мм,,Бельгия,,,0,https://entero.ru/manuals/205041/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20New%20Self.pdf;https://entero.ru/manuals/205042/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20New%20Self.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239338&hd=2&autoplay=0,208 кг,250 батонов в час,напольный,,11 мм,,440 мм,
https://cdn.entero.ru/mp@2x/16/09/16097f405035134f4e2caf13406ad96c.jpg,Хлеборезка Hualian SM-302,Хлеборезка Hualian SM-302,134872,RUB,Нет,Hualian,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/289656,"<p>Настольная хлеборезка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289656"">Hualian SM-302</a></b> предназначена для быстрой и аккуратной нарезки формового хлеба на равные ломтики на предприятиях общественного питания и торговли. Модель оснащена электромеханическим управлением. Соприкасающиеся с продуктом компоненты выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Аавтоматический механизм нарезки</li>
<li>Горизонтальная загрузка</li>
<li>Выдвижной поддон для сбора крошек</li>
<li>Устойчивые нескользящие опоры</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Масимальная высота батона: 130 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный комплект полотен для альтернативной толщины нарезки</li>
</ul>",289656,автоматическая,220 В,0.18 кВт,556 мм,720 мм,720 мм,,Китай,,,0,,146600,,70 кг,,настольный,,12 мм,,360 мм,31
https://cdn.entero.ru/mp@2x/69/08/6908efda083a60a2061ef3a484b735d3.jpg,Хлеборезка Yukon PGM 06,Хлеборезка Yukon PGM 06,179471,RUB,Нет,,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/257313,"<p>Хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257313""><b class=""b"">Yukon PGM 06</b></a> предназначена для нарезки хлеба на одинаковые ломтики на предприятиях общественного питания и торговли. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер батона: 310х150х480 мм</li>
</ul>",257313,механическая,220 В,0.37 кВт,760 мм,660 мм,780 мм,,Турция,,,0,,186949,,105 кг,500 батонов в час,настольный,,15 мм,,480 мм,
https://cdn.entero.ru/mp@2x/15/3d/153d7244eb883c18a513aba9fde128ff.jpg;https://cdn.entero.ru/mp@2x/da/e4/dae4a62e09b2f24873ea076a30f41617.jpg;https://cdn.entero.ru/mp@2x/74/77/7477d78ac904d83e77348d91c341d02c.jpg;https://cdn.entero.ru/mp@2x/92/47/9247dc7405137541fd633bd7fb90d9d6.jpg;https://cdn.entero.ru/mp@2x/14/aa/14aafceb042accda33d1c64addc17b62.jpg;https://cdn.entero.ru/mp@2x/26/82/268273052ffb282c765cf28807e9a236.jpg;https://cdn.entero.ru/mp@2x/d5/46/d5464666c2054eff56b75ea07d2d9aba.jpg,Хлеборезка EKSI SH31,Хлеборезка EKSI SH31,60006,RUB,Нет,EKSI,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/342930,"<p>Хлеборезка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342930"">EKSI SH31</a></b> используется на предприятиях общественного питания и торговли для быстрой нарезки хлеба одинаковыми кусочками в большом количестве. Корпус и лезвия выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вертикальная нарезка</li>
<li>Электромеханическое управление</li>
<li>Конструкция: рама с ножами</li>
</ul>",342930,полуавтоматическая,220 В,0.37 кВт,680 мм,646 мм,680 мм,63 кг,Китай,1,680x675x680 мм,0,https://entero.ru/manuals/513024/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,62506,,47 кг,,настольная,,12 мм,,,31
https://cdn.entero.ru/mp@2x/f7/1d/f71d6e9bad5b0566f4b38d651fab56d8.jpg,Хлеборезка Matas EFE-01,Хлеборезка Matas EFE-01,142024,RUB,Нет,,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/259961,"<p>Настольная полуавтоматическая хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/259961""><b class=""b"">Matas EFE-01</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба, хлебобулочных изделий, а также заготовок для сухариков. Модель оснащена приводящим рычагом. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Имеет держатель для пакетов</li>
<li>
<p>Специальные ножи обеспечивают долгий срок службы машины</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 500 нарезок/час</li>
<li>Ширина рабочей зоны нарезки: 310 мм</li>
<li>Максимальный размер нарезаемого хлеба: 310х480х155 мм</li>
</ul>",259961,полуавтоматическая,220 В,0.37 кВт,760 мм,665 мм,800 мм,,,,,0,,,,105 кг,,настольный,,11 мм,,480 мм,
https://cdn.entero.ru/mp@2x/e6/79/e679d2256c01d03eaeb0c1b425657bc7.jpg,Хлеборезка Yukon PGM 05 автоматическая,PGM 05,217701,RUB,Нет,,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/265950,"<p>Настольная хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265950""><b class=""b"">Yukon PGM 05</b></a> предназначена для нарезки формового хлеба на равные ломтики на предприятиях общественного питания и торговли. Модель оснащена проточными полотнами с электроприводом и автоматическим механизмом нарезки. Соприкасающиеся с продуктом компоненты выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальная загрузка</li>
<li>Кнопка аварийной остановки</li>
<li>Наклонная полка для упаковки</li>
<li>Выдвижной поддон для сбора крошек</li>
<li>Устойчивые нескользящие опоры</li>
<li>Эргономичный современный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Масса нарезки: 2,5 кг</li>
<li>Масимальные габариты батона: 310х480х150 мм</li>
</ul>",265950,автоматическая,220 В,0.37 кВт,760 мм,610 мм,720 мм,,Турция,,,0,https://entero.ru/manuals/468843/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Yukon%20PGM%2005%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F.pdf,,,105 кг,500 батонов в час,настольный,,15 мм,,480 мм,
https://cdn.entero.ru/mp@2x/a8/86/a886aa3a78bc7811d2399485ea15e6f3.jpg,Хлеборезка Kumkaya EKO 32 12 мм,Хлеборезка Kumkaya EKO 32 12 мм,230110,RUB,Нет,,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/234955,"<p>Хлеборезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234955""><b class=""b"">Kumkaya EKO 32</b></a> предназначена для нарезки хлеба на одинаковые ломтики на предприятиях общественного питания и торговли. Модель оснащена колесами, облегчающими передвижение. Все детали, соприкасающиеся с хлебом, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Низкий уровень шума</li>
<li>Отсутствие вибрации</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Масимальный размер батона: 260х480х150 мм</li>
</ul>",234955,механическая,220 В,0.37 кВт,720 мм,750 мм,1030 мм,,Турция,,,0,https://entero.ru/manuals/283075/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kumkaya.pdf,250120,,125 кг,500 батонов в час,напольный,,12 мм,,480 мм,
https://cdn.entero.ru/mp@2x/37/f1/37f12245d7d3b2229e0cdb66cb115d63.jpg;https://cdn.entero.ru/mp@2x/2a/cb/2acb3d5c42a66fcc8a7c590ef0dde310.jpg;https://cdn.entero.ru/mp@2x/7b/d0/7bd09c8f79732495dc5628662bc9fd6a.jpg;https://cdn.entero.ru/mp@2x/13/80/138062191d36e7f0016cabdfbaa763bc.jpg;https://cdn.entero.ru/mp@2x/a7/e5/a7e550a5984dc57479640104de4b5ab2.jpg;https://cdn.entero.ru/mp@2x/a0/3a/a03ac66cee538b754174071257589b85.jpg,Хлеборезка Jac Varia Self 800,Хлеборезка Jac Varia Self 800,1567937,RUB,Нет,Jac,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/176489,"<p>Хлеборезка класса самообслуживания <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176489""><b class=""b"">Jac New Varia Self 800</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба, хлебобулочных изделий, а также заготовок для сухариков. Модель оснащена интуитивным в управлении сенсорным экраном.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ровная и тихая нарезка любого вида хлеба</li>
<li>Дисковый нож с тефлоновым покрытием</li>
<li>Планетарный привод ножа</li>
<li>Регулируемая скорость до 180 ломтей в минуту</li>
<li>Автоматический захват</li>
<li>Минимальная ширина последнего среза</li>
<li>Подсветка зоны загрузки и выдачи продукта</li>
<li>Многопозиционная регулируемая подставка для упаковки</li>
<li>Верхняя крышка</li>
<li>Легкийдоступ к выключателю сетевого питания</li>
<li>Конструкция с защитой от защемления</li>
<li>
<p>Гладкие и очищаемые поверхности</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер нарезаемого хлеба: 360х340х160 мм</li>
<li>Диаметр ножа: 420 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>100% нержавеющая сталь (конструкция и нешняя обшивка)</li>
<li>Стандартный цвет на выбор: красный, черный, серый,белый</li>
<li>Особый цвет на выбор (несовместимо с нержавеющей сталью)</li>
<li>Зажимы для коробок</li>
<li>Держатель для пакетов</li>
<li>Передняя подставка для упаковки</li>
</ul>",176489,автоматическая,220 В,0.75 кВт,790 мм,746 мм,1133 мм,,Бельгия,,,0,https://entero.ru/manuals/205296/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20Varia%20Self.pdf;https://entero.ru/manuals/205297/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20Varia%20Self.pdf,1668018,,230 кг,,напольный,,от 4 до 30 мм,,360 мм,
https://cdn.entero.ru/mp@2x/78/6e/786e8b8d392e75b6b1663107d5af3421.jpg;https://cdn.entero.ru/mp@2x/24/58/24589b89f1ce7b492c9bde45b2de7a84.jpg;https://cdn.entero.ru/mp@2x/a4/d1/a4d100bf51018ebf474a4f7f8638189b.jpg;https://cdn.entero.ru/mp@2x/1f/75/1f75f67c91c544257368d61e80934a3a.jpg;https://cdn.entero.ru/mp@2x/2d/a4/2da4e93e23482d1a8d39bbfaf084190f.jpg;https://cdn.entero.ru/mp@2x/6b/37/6b3791be09a4a79f49719829addb6dea.jpg,Хлеборезка Jac Varia Self 1000,Хлеборезка Jac Varia Self 1000,1766535,RUB,Нет,Jac,Профоборудование,Электромеханическое,Хлеборезки,https://entero.ru/item/176495,"<p>Хлеборезка класса самообслуживания <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176495""><b class=""b"">Jac New Varia Self 1000</b></a> используется на предприятиях общественного питания и торговли для нарезки формового и подового хлеба, хлебобулочных изделий, а также заготовок для сухариков. Модель оснащена интуитивным в управлении сенсорным экраном.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ровная и тихая нарезка любого вида хлеба</li>
<li>Дисковый нож с тефлоновым покрытием</li>
<li>Планетарный привод ножа</li>
<li>Регулируемая скорость до 180 ломтей в минуту</li>
<li>Автоматический захват</li>
<li>Минимальная ширина последнего среза</li>
<li>Подсветка зоны загрузки и выдачи продукта</li>
<li>Многопозиционная регулируемая подставка для упаковки</li>
<li>Верхняя крышка</li>
<li>Легкийдоступ к выключателю сетевого питания</li>
<li>Конструкция с защитой от защемления</li>
<li>
<p>Гладкие и очищаемые поверхности</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер нарезаемого хлеба: 360х340х160 мм</li>
<li>Диаметр ножа: 420 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>100% нержавеющая сталь (конструкция и нешняя обшивка)</li>
<li>Стандартный цвет на выбор: красный, черный, серый,белый</li>
<li>Особый цвет на выбор (несовместимо с нержавеющей сталью)</li>
<li>Зажимы для коробок</li>
<li>Держатель для пакетов</li>
<li>Передняя подставка для упаковки</li>
</ul>",176495,автоматическая,220 В,0.75 кВт,990 мм,746 мм,1133 мм,,Бельгия,,,0,https://entero.ru/manuals/205298/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20Varia%20Self.pdf;https://entero.ru/manuals/205299/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20Varia%20Self.pdf,,,230 кг,,напольный,,от 4 до 30 мм,,470 мм,
