Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение
https://cdn.entero.ru/mp@2x/16/42/1642beabf125572b2c4caacd5810791b.jpg,Гриль Саламандра Eletto S12,ES12,31430,RUB,Да,,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/269417,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/269417"">Eletto S12</a></b> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте полкой-решеткой и сливным поддоном. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней: 4</li>
<li>Габариты в упаковке: 820x560x500 мм</li>
</ul>",269417,с подвижной решеткой,270 °C,2.4 кВт,800 мм,410 мм,550 мм,,Турция,,,0,https://entero.ru/manuals/331821/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Eletto%20S12.doc,,,22 кг,220 В
https://cdn.entero.ru/mp@2x/cd/20/cd20b3ebffdef9a1cf7165017d9634b4.jpg,Гриль Саламандра VIATTO VA-SS-4500-X с 1 зоной нагрева,4630169227640,31861,RUB,Да,VIATTO,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/215833,"<p>Гриль-саламандер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215833""><b class=""b"">VIATTO VA-SS-4500-X</b></a> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте верхней панелью и панелью управления с поворотным регулятором температуры и светодиодными индикаторами питания и нагрева. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты верхней панели: 140 мм</li>
<li>Габариты рабочей поверхности: 430х320 мм</li>
</ul>",215833,с подвижной верхней частью,от 50 до 300 °C,2.8 кВт,450 мм,450 мм,470 мм,14 кг,Китай,1,510x600x510 мм,0,https://entero.ru/manuals/408359/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-SS-4500-X.pdf;https://entero.ru/manuals/408360/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,34 кг,220 В
https://cdn.entero.ru/mp@2x/88/39/8839da13003a105a13a4574d8517c3c1.jpg;https://cdn.entero.ru/mp@2x/6c/06/6c06088819fe35c8a8364e76038b0b62.jpg;https://cdn.entero.ru/mp@2x/09/df/09df9a0f97e537fb83337a5d1bf535d3.jpg;https://cdn.entero.ru/mp@2x/87/a1/87a1cde2487cdbb217a83f68f7a52493.jpg;https://cdn.entero.ru/mp@2x/6a/e2/6ae200bf18efdb92db63f20874b2d631.jpg;https://cdn.entero.ru/mp@2x/4b/32/4b32212ccb0b8a812786b7d0d2518724.jpg,Гриль Саламандра Rosso HES-450,Гриль Саламандра Rosso HES-450,33083,RUB,Да,Rosso,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/365700,"<p>Гриль Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365700""><b class=""b"">Rosso HES-450</b></a> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов на предприятиях общественного питания и торговли. Модель оснащена съемной решеткой с поддоном.</p>",365700,с подвижной верхней частью,от 50 до 300 °C,2.8 кВт,510 мм,450 мм,530 мм,38 кг,Китай,1,530x470x550 мм,0,,35573,,,220 В
https://cdn.entero.ru/mp@2x/b9/c0/b9c0a75e13ee746ef8ddbcb5572546c1.jpg,Гриль Саламандра Campbon ZH-450.LS,Гриль Саламандра Campbon ZH-450.LS,33120,RUB,Да,,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/367533,"<p>Гриль-саламандра <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367533"">Campbon ZH-450.LS</a></b> предназначен для использования в кафе, ресторанах, лавках быстрого питания, супермаркетах, торговых центрах и гостиницах для быстрого обжаривания мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей. Модель оснащена подвижной верхней частью, светодиодными индикаторами питания и нагрева, эргономичной ненагревающейся ручкой и съемной решеткой с поддоном для сбора жира и крошек. Нагревательные элементы в гриле расположены в верхней части. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты верхней панели: 140 мм</li>
<li>Частота: 50 Гц</li>
</ul>",367533,с подвижной верхней частью,от 50 до 300 °C,2.8 кВт,450 мм,460 мм,525 мм,34 кг,Китай,1,560x520x580 мм,0,,,,,220 В
https://cdn.entero.ru/mp@2x/7b/d6/7bd617a233f859d26649c51a4fac8e64.jpg,"Гриль Саламандра VIATTO VHS-2,8","Гриль Саламандра VIATTO VHS-2,8",34848,RUB,Да,VIATTO,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/110371,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110371"">VIATTO VHS-2,8</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество зон нагрева: 1</li>
<li>Размер решетки: 435х315 мм</li>
</ul>",110371,с подвижной верхней частью,от 50 до 300 °C,2.8 кВт,450 мм,510 мм,530 мм,33 кг,Китай,1,570x520x580 мм,0,https://entero.ru/manuals/110770/%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B4%D0%BB%D1%8F%20%D1%84%D0%B0%D1%81%D1%82-%D1%84%D1%83%D0%B4%D0%B0%20VIATTO.pdf,37471,,29 кг,220 В
https://cdn.entero.ru/mp@2x/dd/a6/dda68c1968f74ea3229f9cd8ba41c8f7.jpg,Гриль Саламандра Tatra TSG 43,Гриль Саламандра Tatra TSG 43,36039,RUB,Да,Tatra,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/265207,"<p>Гриль Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265207""><b class=""b"">Tatra TSG 43</b></a> предназначен для обжаривания стейков и сосисок, приготовления сэндвичей, полуфабрикатов, подогрева булочек, гамбургеров, хот-догов и поддержания готовых блюд в разогретом состоянии на предприятиях общественного питания и торговли. Модель оснащена 1 зоной нагрева, регулятором мощности и съемным поддоном для сбора жира и крошек. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Бесконтактный нагрев</li>
<li>Неподвижная верхняя часть с нагревательными элементами</li>
<li>Съемная решетка</li>
<li>Направляющие на 3 уровня</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры: 430х360х270 мм</li>
<li>Габариты в упаковке: 710x470x500 мм</li>
</ul>",265207,с подвижной решеткой,,2.2 кВт,610 мм,370 мм,400 мм,19 кг,Турция,1,710x470x500 мм,6,https://entero.ru/manuals/418170/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TSG%2043.pdf;https://entero.ru/manuals/328462/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TSG%2043.pdf;https://entero.ru/manuals/328464/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Tatra%20TSG%2043.pdf;https://entero.ru/manuals/418173/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418335/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/509683/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,38339,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241505&hash=5abc197457f78a58,17 кг,220 В
https://cdn.entero.ru/mp@2x/97/22/9722a17abc0cfbbcf51346ff262033f8.jpg,Гриль Саламандра Campbon ZH-600.LS,Гриль Саламандра Campbon ZH-600.LS,38070,RUB,Да,,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/367534,"<p>Гриль-саламандра <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367534"">Campbon ZH-600.LS</a></b> предназначен для использования в кафе, ресторанах, лавках быстрого питания, супермаркетах, торговых центрах и гостиницах для быстрого обжаривания мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей. Модель оснащена подвижной верхней частью, 2-мя независимыми зонами нагрева с индивидуальным терморегуляторами для каждой зоны, светодиодными индикаторами питания и нагрева, эргономичной ненагревающейся ручкой и съемной решеткой с поддоном для сбора жира и крошек. Нагревательные элементы в гриле расположены в верхней части. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты верхней панели: 140 мм</li>
<li>Температура нагрева: от 50 до 300 °С</li>
<li>Частота: 50 Гц</li>
</ul>",367534,с подвижной верхней частью,от 50 до 300 °C,4 кВт,600 мм,460 мм,525 мм,48 кг,Китай,1,670x560x580 мм,0,,,,,220 В
https://cdn.entero.ru/mp@2x/23/5f/235f7e327a14197fd8813391d1d04567.jpg;https://cdn.entero.ru/mp@2x/f0/75/f075613c05359537f2d8b0d0c47a118f.jpg,Гриль Саламандра Enigma IES-600,105498,40485,RUB,Да,Enigma,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/72267,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72267"">Enigma IES-600</a></b> предназначен для жарки, быстрого приготовления и разогрева блюд из мяса, рыбы, птицы и полуфабрикатов на предприятиях общественного питания и торговли. Продукт, обработанный таким образом, сохраняет сочность и естественный вкус, а благодаря отсутствию масла является диетическим. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер</li>
<li>Выдвижной жиросборник</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер жарочной поверхности: 590х320 мм</li>
</ul>",72267,с подвижной верхней частью,,4 кВт,600 мм,450 мм,470 мм,49 кг,Китай,1,675x585x625 мм,0,https://entero.ru/manuals/417335/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Enigma%20IES-600.pdf;https://entero.ru/manuals/506622/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,42616,,45 кг,220 В
https://cdn.entero.ru/mp@2x/ef/20/ef200db3e45d48ffe3e9f926012dce1e.jpg,Гриль Саламандра ATESY ГСЛ-2-400.300-01,Гриль САЛАМАНДРА ГСЛ-2-400.300-01,42836,RUB,Да,ATESY,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/120442,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120442"">ATESY ГСЛ-2-400.300-01</a></b> используется на предприятиях общественного питания и торговли для приготовления, доготовки и разогрева широкого спектра блюд, а так же для придания им красивой золотистой корочки. Модель оснащена 2 ТЭНами, установленными в верхней и нижней частях. Изделие выполнено из нержавеющей стали.</p>

<p>В комплект поставки входит решетка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Представляет собой шкаф с открытой передней частью</li>
<li>Плавная регулировка температуры при помощи терморегулятора</li>
<li>Направляющие для решетки на 5 уровней внутри шкафа позволяют регулировать высоту размещения продукта</li>
<li>Поддон для сбора остатков пищи в нижней части шкафа</li>
</ul>",120442,с подвижной решеткой,от 50 до 250 °C,4 кВт,499 мм,425 мм,422 мм,20 кг,Россия,1,371x507x440 мм,0,https://entero.ru/manuals/124249/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/281338/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,19 кг,220 В
https://cdn.entero.ru/mp@2x/c0/a8/c0a8d5f61aab651eca34604969ab803a.jpg,Гриль Саламандра KUSINA GPS200E,Гриль Саламандра KUSINA GPS200E,74447,RUB,Да,,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/244950,"<p>Гриль-саламандра <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244950"">KUSINA GPS200E</a></b> используется в составе <a href=""https://entero.ru/search.php?text=Kusina"">тепловой линии 700S</a> для быстрого обжаривания мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях общественного питания и торговли. Модель оснащена 2 зонами нагрева, плавающей головкой и электромеханической панелью управления с индикаторами нагрева. Корпус изготовлен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимый терморегулятор для каждой зоны</li>
<li>Выдвижной жиросборник</li>
<li>Инфракрасный нагрев</li>
</ul>",244950,с подвижной верхней частью,,3.5 кВт,650 мм,500 мм,500 мм,40 кг,Турция,1,770x735x750 мм,0,,77549,,37 кг,220 В
https://cdn.entero.ru/mp@2x/ff/93/ff93c36bb3493feca2919a98808617c8.jpg,Гриль Саламандра Kocateq EB650ECO,Гриль Саламандра Kocateq EB650ECO,78022,RUB,Да,Kocateq,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/221402,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221402"">Kocateq EB650ECO</a></b> предназначен для приготовления мясных и рыбных блюд, колировки, запекания и разогрева бутербродов, открытых сэндвичей и поддержания готовых блюд в разогретом виде на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Наличие противовеса позволяет регулировать высоту головки без усилий</li>
<li>Различная интенсивность тепловой обработки продукта благодаря плавающей головке</li>
<li>Две зоны нагрева</li>
<li>Открытые нагревательные элементы встроены в верхнюю подвижную структуру</li>
<li>Нижняя горизонтальная съемная решетка для размещения продукта</li>
<li>Поддон для сбора жира</li>
<li>Аналоговые регуляторы мощности нагрева</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",221402,с подвижной верхней частью,,3.5 кВт,650 мм,500 мм,600 мм,,Ю. Корея,,,0,https://entero.ru/manuals/263983/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,220 В
https://cdn.entero.ru/mp@2x/91/4d/914d7ce3b45f10fc014cb2a51f03a52c.jpg,Гриль Саламандра OZTI OS 200,7850.58575.70,108932,RUB,Да,OZTI,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/58443,"<p>Гриль Salamander <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58443"">OZTI OS 200</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Корпус выполнен из нержавеющей стали.</p>

<p>Гриль можно закреплять на стене.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний нагрев</li>
<li>Термостат для регулировки температуры нагрева</li>

<li>Эргономичный дизайн обеспечивает легкость и простоту чистки после использования</li>
<li>Регулируемые по высоте ножки</li>
</ul>
<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Класс защиты: IP 21</li>
</ul>",58443,с подвижной верхней частью,,3.2 кВт,600 мм,580 мм,580 мм,,Турция,,,0,https://entero.ru/manuals/141149/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OS%20200.pdf;https://entero.ru/manuals/421103/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OS%20200.pdf;https://entero.ru/manuals/421104/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,117131,,74 кг,380
https://cdn.entero.ru/mp@2x/db/94/db9402f7b0aa0932be2b01732b078a0f.jpg,Гриль Саламандра Giorik SRE1410,Гриль Саламандра Giorik SRE1410,145748,RUB,Да,Giorik,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/361336,"<p>Гриль-саламандер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361336"">Giorik SRE1410</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте верхней секцией с трубчатыми электронагревателями (ТЭНами), горизонтальной рукояткой, решеткой и электромеханической панелью управления. Решетка и поддон выполнены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодные индикаторы активации нагрева</li>
<li>Поддон для сбора жира и крошек</li>
<li>Простое управление</li>
<li>Вместимость гастроемкостей: 1хGN2/3</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты рабочей поверхности: 450х350 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Кронштейны для настенного монтажа 2001928</li>
</ul>",361336,с подвижной верхней частью,,2.2 кВт,450 мм,450 мм,470 мм,,Италия,,,0,,,,38 кг,220 В
https://cdn.entero.ru/mp@2x/ba/5c/ba5c344f172f98f3d75d785e0d2f5868.jpg,Гриль Саламандра Giorik SRE1210,Гриль Саламандра Giorik SRE1210,176548,RUB,Да,Giorik,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/361332,"<p>Гриль-саламандер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361332"">Giorik SRE1210</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте верхней секцией с трубчатыми электронагревателями (ТЭНами), горизонтальной рукояткой, решеткой и электромеханической панелью управления. Решетка и поддон выполнены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодные индикаторы активации нагрева</li>
<li>Поддон для сбора жира и крошек</li>
<li>Простое управление</li>
<li>Вместимость гастроемкостей: 2хGN2/3</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты рабочей поверхности: 650х370 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Кронштейны для настенного монтажа 2001927</li>
</ul>",361332,с подвижной верхней частью,,3.9 кВт,650 мм,480 мм,570 мм,,Италия,,,0,,183904,,64 кг,220 В
https://cdn.entero.ru/mp@2x/d3/40/d340378f1ec05a5516d6612f9b21c03d.jpg,Гриль Саламандра Giorik SRE1231,Гриль Саламандра Giorik SRE1231,176548,RUB,Да,Giorik,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/361337,"<p>Гриль-саламандер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361337"">Giorik SRE1231</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте верхней секцией с трубчатыми электронагревателями (ТЭНами), горизонтальной рукояткой, решеткой и электромеханической панелью управления. Решетка и поддон выполнены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 зоны нагрева</li>
<li>Независимая регулировка температуры с помощью термостатов с поворотными переключателями</li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодные индикаторы активации нагрева</li>
<li>Поддон для сбора жира и крошек</li>
<li>Простое управление</li>
<li>Вместимость гастроемкостей: 2хGN2/3</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты рабочей поверхности: 650х370 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Кронштейны для настенного монтажа 2001927</li>
</ul>",361337,с подвижной верхней частью,,3.9 кВт,650 мм,480 мм,570 мм,,Италия,,,0,,187817,,64 кг,380 В
https://cdn.entero.ru/mp@2x/44/d8/44d84617329f2cae4dde4aea99948a31.jpg,Гриль Саламандра Giorik Hi Lite SH30,SH30,301144,RUB,Да,Giorik,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/361333,"<p>Гриль-саламандер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361333"">Giorik Hi Lite SH30</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте верхней секцией с 3 нагревательными элементами, широкой трубчатой рукояткой, решеткой с поддоном и электромеханической панелью управления с цифровым дисплеем индикации. Внешняя облицовка корпуса, поддон и решетка выполнены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функции:
<ul>
<li>Ручной режим приготовления</li>
<li>Приготовление с таймером</li>
</ul>
</li>
<li>Режимы работы нагревательных элементов:
<ul>
<li>3 одновременно</li>
<li>Только центральный</li>
</ul>
</li>
<li>Включение, выключение и регулировка длительности с помощью поворотных переключателей</li>
<li>Выбор режима нагревательных элементов с помощью клавиш</li>
<li>Цифровая индикация настроек таймера</li>
<li>Светодиодные индикаторы работы нагревательных элементов</li>
<li>Звуковая сигнализация для оповещения о завершении приготовления</li>
<li>Простое управление благодаря интуитивно понятному интерфейсу</li>
<li>Эксклюзивная система нагрева:
<ul>
<li>Быстрое достижение заданной температуры в течение максимум 8 сек. благодаря высокоэффективным инфракрасным нагревательным элементам с керамическими отражателями и стеклянным рассеивателем</li>
<li>Экономия энергии до 79% по сравнению с традиционными аналогами</li>
</ul>
</li>
<li>Вместимость гастроемкостей: 1хGN1/1</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон заданной длительности приготовления: от 5 сек. до 15 мин.</li>
<li>Шаг регулировки заданной длительности: 5 сек.</li>
<li>Габариты рабочей поверхности: 540х365 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Кронштейны для настенного монтажа 2008038</li>
</ul>",361333,с подвижной верхней частью,,4.5 кВт,570 мм,580 мм,520 мм,,Италия,,,0,https://entero.ru/manuals/464677/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Giorik%20Hi%20Lite%20SH30.pdf,323811,,65 кг,380 В
https://cdn.entero.ru/mp@2x/96/e2/96e281138c834101a68fd28a1d7db229.jpg,Гриль Саламандра Giorik Hi Lite SH40,SH40,361632,RUB,Да,Giorik,Профоборудование,Тепловое,Грили Саламандра,https://entero.ru/item/361334,"<p>Гриль-саламандер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361334"">Giorik Hi Lite SH40</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена регулируемой по высоте верхней секцией с 4 нагревательными элементами, широкой трубчатой рукояткой, решеткой с поддоном и электромеханической панелью управления с цифровым дисплеем индикации. Внешняя облицовка корпуса, поддон и решетка выполнены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функции:
<ul>
<li>Ручной режим приготовления</li>
<li>Приготовление с таймером</li>
</ul>
</li>
<li>Режимы работы нагревательных элементов:
<ul>
<li>4 одновременно</li>
<li>2 центральных</li>
</ul>
</li>
<li>Включение, выключение и регулировка длительности с помощью поворотных переключателей</li>
<li>Выбор режима нагревательных элементов с помощью клавиш</li>
<li>Цифровая индикация настроек таймера</li>
<li>Светодиодные индикаторы работы нагревательных элементов</li>
<li>Звуковая сигнализация для оповещения о завершении приготовления</li>
<li>Простое управление благодаря интуитивно понятному интерфейсу</li>
<li>Эксклюзивная система нагрева:
<ul>
<li>Быстрое достижение заданной температуры в течение максимум 8 сек. благодаря высокоэффективным инфракрасным нагревательным элементам с керамическими отражателями и стеклянным рассеивателем</li>
<li>Экономия энергии до 79% по сравнению с традиционными аналогами</li>
</ul>
</li>
<li>Вместимость гастроемкостей: 2хGN2/3</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон заданной длительности приготовления: от 5 сек. до 15 мин.</li>
<li>Шаг регулировки заданной длительности: 5 сек.</li>
<li>Габариты рабочей поверхности: 700х365 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Кронштейны для настенного монтажа 2008038</li>
</ul>",361334,с подвижной верхней частью,,5.3 кВт,735 мм,580 мм,520 мм,,Италия,,,0,https://entero.ru/manuals/464678/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Giorik%20Hi%20Lite%20SH40.pdf,393078,,80.5 кг,380 В
