Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Количество зон нагрева,Материал жарочной поверхности,Структура верхней поверхности,Структура нижней поверхности,Размер верхней рабочей поверхности,Размер нижней рабочей поверхности
https://cdn.entero.ru/mp@2x/ff/00/ff0015e038b892de886d0e39228072ac.jpg,Гриль комбинированный Eletto R 87 T,ER87T,25182,RUB,Да,,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/269424,"<p>Комбинированный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/269424"">Eletto R 87 T</a> </b>предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях общественного питания и торговли. Модель оснащена гладкой жарочной поверхностью, прижимным грилем с рифлеными поверхностями и регулятором температуры.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 500x500x350 мм</li>
</ul>",269424,270 °C,220 В,3.25 кВт,480 мм,480 мм,300 мм,,Турция,,,0,https://entero.ru/manuals/331826/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Eletto%20R%2087%20T.doc,,,,,,чугун,рифленая,"одна гладкая, одна рифленая",,450х390 мм
https://cdn.entero.ru/mp@2x/99/6d/996db97dfe7f327ecf4c21d46ebf9062.jpg,Гриль-тостер прижимной OZTI OTM 2745,8850.02745.00,38665,RUB,Да,OZTI,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/90379,"<p>Прижимной гриль-тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90379""><b class=""b"">OZTI OTM OTM 2745</b></a> предназначен для приготовления блюд из мяса, птицы, рыбы, овощей, горячих бутербродов различных размеров и тостов с начинкой на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Корпус выполнен из нержавеющей стали, ручки - из термостойкого материала.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",90379,от 50 до 310 °C,220 В,3 кВт,510 мм,410 мм,280 мм,,Турция,,,0,https://entero.ru/manuals/421657/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20OZTI%20OTM%202745%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/421658/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OTM%202745.docx;https://entero.ru/manuals/421659/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OTM%202745.pdf;https://entero.ru/manuals/421664/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,42027,,27 кг,,1,,рифленая,рифленая,270х450 мм,270х450 мм
https://cdn.entero.ru/mp@2x/38/ca/38cae5d472159019839653e51fcd210c.jpg,Гриль прижимной Tatra TCG 4527 RR DT,213820,46692,RUB,Да,Tatra,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/128594,"<p>Прижимной гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/128594""><b class=""b"">Tatra​ TCG 4527 RR DT</b></a> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с терморегулятором и индикаторами питания и нагрева, системой независимой регулировки температуры нагрева верхней и нижней поверхностей и емкостью для сбора жира. Корпус выполнен из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 15 мин.</li>
<li>Оптимальная температура использования: от 200 до 250 °C</li>
<li>Габариты в упаковке: 610х600х400 мм</li>
</ul>",128594,от 50 до 300 °C,220 В,3 кВт,510 мм,500 мм,300 мм,33 кг,Турция,1,610x600x400 мм,15,https://entero.ru/manuals/418199/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCG%204527%20RR%20DT.pdf;https://entero.ru/manuals/141686/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TCG%204527%20RR%20DT.pdf;https://entero.ru/manuals/141687/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/418201/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418259/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/471610/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCG%204527%20RR%20DT.pdf,49672,,32 кг,,1,чугун,рифленая,рифленая,450х270 мм,450х270 мм
https://cdn.entero.ru/mp@2x/14/81/1481bbcef1e8094065761fd777e6d41e.jpg;https://cdn.entero.ru/mp@2x/af/a0/afa02c84c73bb5cfde305617e8585f9b.jpg;https://cdn.entero.ru/mp@2x/f7/61/f761c98650c4c288107aae1018ee4cbb.jpg;https://cdn.entero.ru/mp@2x/e6/ed/e6ed0da1e21da92d7a697260ac40f768.jpg;https://cdn.entero.ru/mp@2x/d3/2b/d32bf9b2345ee018c38113e475cb6ff6.jpg;https://cdn.entero.ru/mp@2x/0b/bb/0bbbf08e793a494eac1b44b530854a58.jpg;https://cdn.entero.ru/mp@2x/fe/c8/fec85487ec0cff0025f325dbc0186c3c.jpg;https://cdn.entero.ru/mp@2x/08/88/08887964f49039bff979368e67abbb87.jpg;https://cdn.entero.ru/mp@2x/36/ba/36bad72a2b45ad75d6af40801504432a.jpg;https://cdn.entero.ru/mp@2x/90/2a/902a1ca405aa58e84e9633a686233081.jpg,Гриль контактный Spidocook Spidoglass SP010P,Spidoglass SP010P POWER,70394,RUB,Да,,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/342575,"<p>Контактный гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/342575""><b class=""b"">Spidocook Spidoglass SP010P</b></a> предназначен для жарки, быстрого приготовления и разогрева блюд из мяса, рыбы, птицы и полуфабрикатов в отелях, аэропортах, фуд-траках и на других предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с кнопкой включения / выключения и светодиодным индикатором, съемным поддоном для сбора жира, эргономичной ручкой и 4 нескользящими ножками. Корпус выполнен из нержавеющей стали. Рабочая поверхность имеет антипригарное покрытие, не впитывает запахи и отличается высокой ударопрочностью.</p>

<p>В комплект поставки входит металлический скребок для чистки стеклокерамических поверхностей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стеклокерамические пластины Spidoglass POWER отличаются универсальностью и повышенной скоростью нагрева поверхности</li>
<li>Технология SHBTM Plus позволяет использовать комбинированный нагрев (контактный и инфракрасный), устанавливать высокую температуру приготовления и экономит время благодаря предварительному нагреву</li>
<li>Технология Protek.Safe позволяет значительно снизить энергопотребление</li>
<li>Самофиксирующаяся верхняя часть</li>
<li>Равномерное распределение тепла</li>
<li>​Легкость очистки</li>
<li>Стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50/60 Гц</li>
<li>Максимальный ток: 6,5 А</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Спрей-очиститель SPIDOCLEAN 750 мл для очистки стеклокерамических поверхностей и стальной конструкции</li>
</ul>",342575,от 120 до 400 °C,220 В,1.5 кВт,331 мм,458 мм,176 мм,11 кг,Италия,1,373x535x265 мм,0,https://entero.ru/manuals/410057/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Spidocook%20Spidoglass%20SP010P%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/410058/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Spidocook%20Spidoglass%20SP010P%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240982&hash=91b6d6a8ab959490;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240989&hash=4bcaf3c95a308be0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240990&hash=cb50f81e865cd576;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241351&hash=a4b1ffe3aef6ec21,10 кг,,1,стеклокерамика,гладкая,гладкая,250х250 мм,250х250 мм
https://cdn.entero.ru/mp@2x/c4/66/c46618c6de61958b2ac56d516316777c.jpg;https://cdn.entero.ru/mp@2x/b5/d2/b5d2b35ec5f363968be2b84fcb1496a0.jpg;https://cdn.entero.ru/mp@2x/3e/c8/3ec8609b2df5ee661c7c0666605e3294.jpg;https://cdn.entero.ru/mp@2x/34/5e/345e33672aaf8f1b332dad30a4e11b16.jpg;https://cdn.entero.ru/mp@2x/b7/73/b773dd3228b3dc4454b730aa2f6cc3f2.jpg,Гриль прижимной Airhot CG-FF,Гриль прижимной Airhot CG-FF,10841,RUB,Да,Airhot,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/125398,"<p>Прижимной гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125398"">Airhot CG-FF</a> </b>предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях общественного питания и торговли. Высокая скорость приготовления достигается благодаря встроенным в обе части аппарата тепловым элементам, которые плотно прилегают к продукту. Модель оснащена терморегулятором и съёмным поддоном для сбора жира и крошек. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 440х365х265 мм</li>
</ul>",125398,от 50 до 300 °C,220 В,1.8 кВт,410 мм,310 мм,210 мм,19 кг,Китай,1,440x365x265 мм,0,https://entero.ru/manuals/134992/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20CG-FF.pdf;https://entero.ru/manuals/481875/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,17.5 кг,,1,чугун,гладкая,гладкая,214х214 мм,235x225 мм
https://cdn.entero.ru/mp@2x/4f/83/4f8390874933389d14477391c2749ccc.jpg,Гриль контактный электрический CuisinAid CD-GH-811H,Гриль контактный электрический CuisinAid CD-GH-811H,10850,RUB,Да,,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/309570,"<p>Электрический контактный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309570"">CuisinAid CD-GH-811H</a></b> предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена откидной верхней створкой с широкой дугообразной рукояткой и электромеханической панелью управления. Жарочные пластины выполнены из эмалированного чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Автоматический контроль заданной температуры</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Боковые и задний бортики на нижней пластине</li>
<li>Съемный поддон для сбора крошек и жира</li>
<li>Термоизолированная рукоятка для безопасного захвата </li>
<li>Устойчивые нескользящие опоры</li>
<li>Эргономичный дизайн</li>
</ul>",309570,от 50 до 300 °C,220 В,1.8 кВт,385 мм,302 мм,215 мм,,Китай,,,0,,11543,,12 кг,,1,чугун,рифленая,рифленая,216х224 мм,236x224 мм
https://cdn.entero.ru/mp@2x/96/35/9635f84c26e6b821ccbbe47efda02543.jpg;https://cdn.entero.ru/mp@2x/37/4f/374f9ce532941b92a2ffa9e9844beff5.jpg;https://cdn.entero.ru/mp@2x/2b/f9/2bf94c27c024ddb6b053ef198b722a64.jpg;https://cdn.entero.ru/mp@2x/ec/5f/ec5fe18c860d34ea939c76c772f838a8.jpg,Гриль контактный VIATTO VA-CG811,Гриль контактный VIATTO VA-CG811,11441,RUB,Да,VIATTO,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/193846,"<p>Контактный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/193846"">VIATTO VA-CG811</a> </b>предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях общественного питания и торговли. Модель оснащена антипригарным покрытием.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 370x435x260 мм</li>
</ul>",193846,от 50 до 300 °C,220 В,1.8 кВт,305 мм,370 мм,190 мм,12 кг,Китай,1,370x435x260 мм,100,https://entero.ru/manuals/408616/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-CG811.pdf;https://entero.ru/manuals/408617/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/463245/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-CG811.xlsx,12043,,11 кг,,1,чугун,рифленая,рифленая,210х230 мм,210х230 мм
https://cdn.entero.ru/mp@2x/9e/ab/9eab9c3e21a2327632ea8963eb4ec421.jpg;https://cdn.entero.ru/mp@2x/88/5a/885af5db7f188aaef55defaeeef31a3c.jpg;https://cdn.entero.ru/mp@2x/38/2b/382bb84f7daa8eca5cc11ab983511f91.jpg;https://cdn.entero.ru/mp@2x/75/a1/75a1437168b1ecaf95079ffb95b056c7.jpg,Гриль прижимной Airhot CGL-FF,Гриль прижимной Airhot CGL-FF,14170,RUB,Да,Airhot,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/173456,"<p>Прижимной гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/173456""><b class=""b"">Airhot CGL-FF </b></a>предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях общественного питания и торговли. Высокая скорость приготовления достигается благодаря встроенным в обе части аппарата тепловым элементам, которые плотно прилегают к продукту. Модель оснащена терморегулятором и съёмным поддоном для сбора жира и крошек. Корпус выполнен из нержавеющей стали, жарочная поверхность - из чугуна с антипригарным покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 495х440х210 мм</li>
</ul>",173456,от 50 до 300 °C,220 В,2.2 кВт,425 мм,400 мм,210 мм,21 кг,Китай,1,495x440x265 мм,0,https://entero.ru/manuals/201125/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20CGL-FF.pdf;https://entero.ru/manuals/481871/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,15074,,19 кг,,1,чугун,гладкая,гладкая,335х218 мм,356x277 мм
https://cdn.entero.ru/mp@2x/7d/d2/7dd2bae56318de1b6383ea37ce517162.jpg,Гриль прижимной ROAL EG-813,н0000124641,17238,RUB,Да,ROAL,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/88680,"<p>Прижимной гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88680"">ROAL EG-813</a></b> предназначен для жарки мяса, рыбы, птицы, овощей, бутербродов и сэндвичей на предприятиях общественного питания и торговли. Модель оснащена 2 терморегуляторами, 2 индикаторами нагрева, жиросборником и предохранителем. Корпус выполнен из нержавеющей стали, жарочная поверхность имеет эмалированное покрытие.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 660x450x290 мм</li>
</ul>",88680,от 50 до 200 °C,220 В,3.6 кВт,580 мм,385 мм,210 мм,,Китай,,,0,https://entero.ru/manuals/72239/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20EG-813.pdf,18737,,23 кг,,2,сталь,рифленая,рифленая,,
https://cdn.entero.ru/mp@2x/3d/6e/3d6ec8eda4b0db6a1b1f66cb427bbd5b.jpg,Гриль прижимной Starfood Majestic R,Гриль прижимной Starfood Majestic R,19382,RUB,Да,Starfood,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/17422,"<p>Прижимной гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/17422""><b class=""b"">Starfood Majestic R</b></a> предназначен для жарки, быстрого приготовления и разогрева блюд из мяса, рыбы, птицы и полуфабрикатов на предприятиях общественного питания и торговли. Одновременное воздействие на продукты сразу 2 рабочих поверхностей обеспечивает равномерную прожарку. Корпус выполнен из нержавеющей стали.</p>

<p><br>
<em><span style=""color:#FF0000;"">Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",17422,от 50 до 300 °C,220 В,3.6 кВт,570 мм,370 мм,210 мм,28.5 кг,Китай,1,640x450x290 мм,0,https://entero.ru/manuals/78911/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Starfood%20Majestic.doc,,,27.2 кг,,2,чугун,рифленая,рифленая,215х215 мм,475х230 мм
https://cdn.entero.ru/mp@2x/a0/dd/a0dd6e7b9cdee40ac2b1be7eb5bd3edd.jpg;https://cdn.entero.ru/mp@2x/9b/e8/9be8a5bea8064e51996a179ff15517d1.jpg;https://cdn.entero.ru/mp@2x/5d/46/5d462bc67f61a7011cb5f1697e2e7756.jpg;https://cdn.entero.ru/mp@2x/0d/5f/0d5f999a2455f80f41be3de02630b09f.jpg;https://cdn.entero.ru/mp@2x/3a/d8/3ad8357c191bd9695259983a18e99def.jpg;https://cdn.entero.ru/mp@2x/18/e5/18e5571d7a8a3d2a1d953d632d73d81b.jpg,Гриль контактный Rosso HEG-813E,Гриль контактный Rosso HEG-813E,21200,RUB,Да,Rosso,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/220025,"<p>Контактный гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220025""><b class=""b"">Rosso HEG-813E</b></a> предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления стейков, гамбургеров и горячих сэндвичей на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена двумя верхними и одной нижней рифлеными поверхностями нагрева. Корпус выполнен из нержавеющей стали.</p>",220025,от 50 до 300 °C,220 В,4.4 кВт,845 мм,400 мм,210 мм,37 кг,Китай,1,945x500x370 мм,0,https://entero.ru/manuals/287564/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HEG-813E.pdf;https://entero.ru/manuals/345114/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,37 кг,,2,чугун,рифленая,рифленая,345х237 мм,
https://cdn.entero.ru/mp@2x/da/9c/da9c0199f32d18ee6790eaffeecf8523.jpg,Гриль прижимной Tatra TCG 2525 RS,213812,27692,RUB,Да,Tatra,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/128582,"<p>Прижимной гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128582"">Tatra TCG 2525 RS</a></b> предназначен для жарки мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления с терморегулятором и индикаторами питания и нагрева и емкостью для сбора жира. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 15 мин.</li>
<li>Оптимальная температура использования: от 200 до 250 °C</li>
<li>Габариты в упаковке: 540х390х400 мм</li>
</ul>",128582,от 50 до 300 °C,220 В,1.75 кВт,440 мм,290 мм,300 мм,20 кг,Турция,1,540x390x400 мм,0,https://entero.ru/manuals/418181/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCG%202525%20RS.pdf;https://entero.ru/manuals/141648/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TCG%202525%20RS.pdf;https://entero.ru/manuals/418183/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/418252/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/471601/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TCG%202525%20RS.pdf;https://entero.ru/manuals/509626/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,19 кг,,1,чугун,рифленая,гладкая,250х250 мм,250х250 мм
https://cdn.entero.ru/mp@2x/70/ed/70edc727c1c7426972cae56e64b5a135.jpg,Гриль прижимной FIAMMA GR 6.1. LTL,Гриль прижимной FIAMMA GR 6.1. LTL,40711,RUB,Да,FIAMMA,Профоборудование,Тепловое,Грили контактные,https://entero.ru/item/20296,"<p>Прижимной гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20296""><b class=""b"">FIAMMA GR 6.1. LTL</b></a> предназначен для жарки мяса, птицы, рыбы, овощей, а также для приготовления бутербродов, сэндвичей. Высокая скорость приготовления достигается благодаря встроенным в обе части аппарата тепловым элементам, которые плотно прилегают к продукту.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Корпус выполнен из нержавеющей стали</li>
<li>Ручки выполнены из термостойкого материала</li>
<li>Имеет поддон для сбора жира</li>
</ul>",20296,250 °C,220 В,3 кВт,510 мм,430 мм,240 мм,,Португалия,,,7,https://entero.ru/manuals/4265/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BC%D0%BE%D0%B4%D0%B5%D0%BB%D0%B5%D0%B9%20%D0%BA%D0%BE%D0%BD%D1%82%D0%B0%D0%BA%D1%82%D0%BD%D1%8B%D1%85%20%D0%B3%D1%80%D0%B8%D0%BB%D0%B5%D0%B9%20FIAMMA.pdf,43310,,28 кг,,1,чугун,гладкая,гладкая,365x245 мм,
