Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Цвет,Количество отделений
https://cdn.entero.ru/mp@2x/99/f3/99f3ea5b4bf5b459890adb1939541c8c.jpg,Термоподнос OZTI на 5 отсеков,8220.00TT5.00,0,RUB,Нет,OZTI,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/341927,"<p>Термоподнос <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341927""><b class=""b"">OZTI </b></a>предназначен для поддержания в течение длительного времени готовых блюд и напитков в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. </p>",341927,для пищевой промышленности,540 мм,380 мм,110 мм,,Турция,,,0,https://entero.ru/manuals/421608/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,5
https://cdn.entero.ru/mp@2x/b1/e1/b1e1e40285e67a4f48616826fc223dca.jpg;https://cdn.entero.ru/mp@2x/b3/2e/b32e716fbbc55b848d0b64176e52ed29.jpg;https://cdn.entero.ru/mp@2x/84/bb/84bb6d54675ec5ebd40da57f380a1ba8.jpg,Термоподнос AVATHERM Prestige (без замков),100476,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/149897,"<p>Термоподнос без замков <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149897""><b class=""b"">AVATHERM Prestige </b></a>предназначен для поддержания в течение длительного времени готовых блюд и напитков в разогретом и охлажденном виде и их доставки до индивидуального пользователя в больницах и ЛПУ. Корпус выполнен из пищевого полипропилена, заполненный вспененным полиуретаном CFC-free.</p>

<p>Посуда в комплект поставки не входит.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 изолированных отделений для одновременной транспортировки холодных и горячих блюд:
<ul>
<li>для тарелки для основного блюда диаметром 230 мм</li>
<li>2 отделения для прямоугольной тарелки со скругленными краями для салата/десерта со стороной 170 мм</li>
<li>для прямоугольной тарелки со скругленными краями для салата/десерта со стороной 140 мм</li>
<li>для чаши для супа диаметром 120 мм</li>
<li>оодно углубление для кружки с ручкой объемом 170 мл и приборов</li>
</ul>
</li>
<li>Ударопрочный и эргономичный</li>
<li>Пригоден для мытья в посудомоечной машине</li>
</ul>",149897,для пищевой промышленности,530 мм,370 мм,105 мм,,Турция,,,0,,,2.2 кг,"белый, голубой",6
https://cdn.entero.ru/mp@2x/65/87/6587724b547b5f35e5b07d1542d5ae35.jpg;https://cdn.entero.ru/mp@2x/06/26/06269acaf7f23de8138fee5cf5d23b30.jpg;https://cdn.entero.ru/mp@2x/a2/ab/a2ab28c6ce2c35f199eb44469a0f3be8.jpg,Термоподнос AVATHERM Resital (с замками),100461,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/149893,"<p>Термоподнос с замками <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149893""><b class=""b"">AVATHERM Resital </b></a>предназначен для поддержания в течение длительного времени готовых блюд и напитков в разогретом и охлажденном виде и их доставки до индивидуального пользователя в больницах и ЛПУ. Корпус выполнен из пищевого полипропилена, заполненный вспененным полиуретаном CFC-free.</p>

<p>Посуда в комплект поставки не входит.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 изолированных отделений для одновременной транспортировки холодных и горячих блюд:
<ul>
<li>для тарелки для основного блюда диаметром 230 мм</li>
<li>тарелки для закуски диаметром 200 мм</li>
<li>прямоугольной тарелки со скругленными краями для салата/десерта со стороной 170 мм</li>
<li>чаши для супа диаметром 120 мм</li>
<li>одно углубление для кружки с ручкой объем 170 мл и приборов</li>
</ul>
</li>
<li>Ударопрочный и эргономичный</li>
<li>Пригоден для мытья в посудомоечной машине</li>
</ul>",149893,для пищевой промышленности,530 мм,370 мм,105 мм,,Турция,,,0,,,2.2 кг,"белый, голубой",5
https://cdn.entero.ru/mp@2x/ce/b1/ceb13f5c68055b41977a5f906f683728.jpg;https://cdn.entero.ru/mp@2x/11/56/115672ea95c0192cb7039e7727ea8b53.jpg;https://cdn.entero.ru/mp@2x/28/ea/28ea6a11d40dbc1db57ad690bd6b0206.jpg,Термоподнос AVATHERM Prestige (с замками),100491,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/149900,"<p>Термоподнос с замками <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149900""><b class=""b"">AVATHERM Prestige </b></a>предназначен для поддержания в течение длительного времени готовых блюд и напитков в разогретом и охлажденном виде и их доставки до индивидуального пользователя в больницах и ЛПУ. Корпус выполнен из пищевого полипропилена, заполненный вспененным полиуретаном CFC-free.</p>

<p>Посуда в комплект поставки не входит.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 изолированных отделений для одновременной транспортировки холодных и горячих блюд:
<ul>
<li>для тарелки для основного блюда диаметром 230 мм</li>
<li>2 отделения для прямоугольной тарелки со скругленными краями для салата/десерта со стороной 170 мм</li>
<li>для прямоугольной тарелки со скругленными краями для салата/десерта со стороной 140 мм</li>
<li>для чаши для супа диаметром 120 мм</li>
<li>оодно углубление для кружки с ручкой объемом 170 мл и приборов</li>
</ul>
</li>
<li>Ударопрочный и эргономичный</li>
<li>Пригоден для мытья в посудомоечной машине</li>
</ul>",149900,для пищевой промышленности,530 мм,370 мм,105 мм,,Турция,,,0,,,2.2 кг,"белый, голубой",6
https://cdn.entero.ru/mp@2x/50/f6/50f64a703d3f272a4598d7d80eb0fc7f.jpg;https://cdn.entero.ru/mp@2x/8e/7b/8e7b9c31416bd9bcbcee8c53b14f112c.jpg,Термоподнос AVATHERM MENU Mobil,100436,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/149920,"<p>Термоподнос с замками <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/149920"">AVATHERM MENU Mobil</a> </b>предназначен для поддержания в течение длительного времени готовых блюд и напитков в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Корпус выполнен из пищевого полипропилена, заполненный вспененным полиуретаном CFC-free.</p>

<p>В комплект поставки входит посуда из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 изолированных отделений для одновременной транспортировки холодных и горячих блюд:
<ul>
<li>1 отделение: 1200 мл разделенная тарелка (PC) с крышкой (PP)</li>
<li>2 отделение: прямоугольная тарелка на 500 мл с закругленными углами (PC) и крышкой (PP)</li>
<li>3 отделение: 500 мл суповая тарелка (PC) с крышкой (PP)</li>
<li>4 отделение: столовые приборы</li>
</ul>
</li>
<li>Пригоден для мытья в посудомоечной машине</li>
<li>Ударопрочный</li>
</ul>

<p><b>​Дополнительные характеристики:</b></p>

<ul>
<li>Температурные интервалы: от -40 ° С до + 100 ° С</li>
</ul>",149920,для пищевой промышленности,380 мм,450 мм,120 мм,,Турция,,,0,,,2.35 кг,желтый,4
https://cdn.entero.ru/mp@2x/3d/72/3d7225e334159ccf92e32dbf2f0a8ccc.jpg;https://cdn.entero.ru/mp@2x/7c/31/7c31b93b9f57eb09ff7d964a9dae5a3b.jpg,Емкость Kocateq MA06S,Емкость Kocateq MA06S,1585,RUB,Да,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/124589,"<p>Емкость <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124589"">Kocateq MA06S</a></b> используется совместно с термоконтейнером <a href=""https://entero.ru/item/97134"">CH1L</a> для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Модель оснащена герметичной крышкой. Изделие выполнено из нержавеющей стали AISI 304, крышка - из силикона.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 500 мл</li>
<li>Размеры: 170x120x40 мм</li>
</ul>",124589,,,,,,,,,0,https://entero.ru/manuals/133479/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,1957,,,
https://cdn.entero.ru/mp@2x/e3/7a/e37a6d3bf3696e8bc1f3c8ff10ab7950.jpg,Емкость Kocateq MA1,Емкость Kocateq MA1,261,RUB,Да,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/114786,"<p>Квадратная емкость <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114786"">Kocateq MA1</a></b> с крышкой используется совместно с термоконтейнером <a href=""https://entero.ru/item/41421"">СН1</a> для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Изделие выполнено из меламина.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 105x105x45 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлен термоконтейнер СН1 с емкостями.</span></em></p>",114786,,,,,,,,,0,https://entero.ru/manuals/114237/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,,
https://cdn.entero.ru/mp@2x/de/94/de942295343bf3c553044cce5c43ecb0.jpg,Емкость Kocateq MA6,Емкость Kocateq MA6,344,RUB,Да,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/114791,"<p>Прямоугольная емкость <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114791"">Kocateq MA6</a></b> с крышкой используется совместно с термоконтейнером <a href=""https://entero.ru/item/41421"">СН1</a> для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Изделие выполнено из меламина.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 150x105x45 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлен термоконтейнер СН1 с емкостями.</span></em></p>",114791,,,,,,,,,0,https://entero.ru/manuals/114245/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,485,,,
https://cdn.entero.ru/mp@2x/11/c8/11c8cc5c40eb11e5cdc162caef5911df.jpg,Емкость Kocateq MA2,Емкость Kocateq MA2,354,RUB,Да,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/114788,"<p>Прямоугольная емкость <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114788"">Kocateq MA2</a></b> с крышкой используется совместно с термоконтейнером <a href=""https://entero.ru/item/41421"">СН1</a> для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Изделие выполнено из меламина.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 150x105x45 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлен термоконтейнер СН1 с емкостями.</span></em></p>",114788,,,,,,,,,0,https://entero.ru/manuals/114241/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,,
https://entero.ru/i/nofoto-m.jpg,Набор посуды для термоподноса Tribeca 6 предметов (пластик),Набор посуды для термоподноса Tribeca 6 предметов (пластик),3982,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/375156,"<p>Набор посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375156""><b class=""b"">Tribeca 6 предметов</b></a> используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81+Tribeca"">термоподносами</a> службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для транспортировки приготовленных. Посуда выполнена из пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Тарелка круглая 23 см с крышкой</li>
<li>Тарелка прямоугольная 17 см - 2 шт</li>
<li>Тарелка прямоугольная 14 см</li>
<li>Чашка 250 мл</li>
<li>Миска 12 см с крышкой</li>
</ul>",375156,,,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/fb/e8/fbe83cea2358911afb9f3eb528752139.jpg;https://cdn.entero.ru/mp@2x/ac/7e/ac7edb0bb9e83e7444b33318f2e1dc88.jpg,Емкость Kocateq MA01A,Емкость Kocateq MA01A,348,RUB,Да,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/124591,"<p>Емкость <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124591"">Kocateq MA01A</a> </b>используется совместно с термоконтейнером <a href=""https://entero.ru/item/97134"">CH1L</a> для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Модель оснащена крышкой.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 130x130x42 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлен термоконтейнер СН1L с емкостями.</span></em></p>",124591,,,,,,,,,0,https://entero.ru/manuals/133481/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,,
https://cdn.entero.ru/mp@2x/34/24/34247de842c6949b498fc1312d4dbccb.jpg;https://cdn.entero.ru/mp@2x/b6/78/b67801831e83eccf06993a64579aae1e.jpg,Емкость Kocateq MA05A,Емкость Kocateq MA05A,447,RUB,Да,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/124593,"<p>Емкость <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124593"">Kocateq MA05A</a> </b>используется совместно с термоконтейнером <a href=""https://entero.ru/item/97134"">CH1L</a> для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Модель оснащена крышкой.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 140x140x52 мм</li>
</ul>
<p><br><em><span style=""color:#FF0000;"">Внимание! На фото представлен термоконтейнер СН1L с емкостями.</span></em></p>",124593,,,,,,,,,0,https://entero.ru/manuals/133483/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,621,,,
https://entero.ru/i/nofoto-m.jpg,Набор посуды для термоподноса Tribeca 7 предметов (пластик),Набор посуды для термоподноса Tribeca 7 предметов (пластик),3780,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/360511,"<p>Набор посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360511""><b class=""b"">Tribeca 7 предметов</b></a> используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81+Tribeca"">термоподносами</a> службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для транспортировки приготовленных Посуда выполнена из пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Тарелка круглая диаметром 230 мм с крышкой</li>
<li>Тарелка прямоугольная длиной 170 мм</li>
<li>Тарелка прямоугольная длиной 140 мм</li>
<li>Миска диаметром 120 мм с крышкой</li>
<li>Чашка объемом 250 мл</li>
</ul>",360511,,,,,,,,,0,,5040,,,
https://entero.ru/i/nofoto-m.jpg,Набор посуды для термоподноса Tribeca 8 предметов (пластик),Набор посуды для термоподноса Tribeca 8 предметов (пластик),4153,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/360513,"<p>Набор посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360513""><b class=""b"">Tribeca 8 предметов</b></a> используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81+Tribeca"">термоподносами</a> службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для транспортировки приготовленных Посуда выполнена из пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Тарелка круглая диаметром 230 мм с крышкой</li>
<li>Тарелка круглая диаметром 200 мм с крышкой</li>
<li>Тарелка прямоугольная длиной 170 мм</li>
<li>Миска диаметром 120 мм с крышкой</li>
<li>Чашка объемом 250 мл</li>
</ul>",360513,,,,,,,,,0,,5537,,,
https://entero.ru/i/nofoto-m.jpg,Набор посуды для термоподноса Tribeca 8 предметов (фарфор),Набор посуды для термоподноса Tribeca 8 предметов (фарфор),4405,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/360514,"<p>Набор посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360514""><b class=""b"">Tribeca 8 предметов</b></a> используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81+Tribeca"">термоподносами</a> службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для транспортировки приготовленных Посуда выполнена из фарфора.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Тарелка круглая диаметром 230 мм с крышкой</li>
<li>Тарелка круглая диаметром 200 мм с крышкой</li>
<li>Тарелка прямоугольная длиной 170 мм</li>
<li>Миска диаметром 120 мм с крышкой</li>
<li>Чашка объемом 250 мл</li>
</ul>",360514,,,,,,,,,0,,,,,
https://entero.ru/i/nofoto-m.jpg,Набор посуды для термоподноса Tribeca 7 предметов (фарфор),Набор посуды для термоподноса Tribeca 7 предметов (фарфор),4737,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/360512,"<p>Набор посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360512""><b class=""b"">Tribeca 7 предметов</b></a> используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81+Tribeca"">термоподносами</a> службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для транспортировки приготовленных Посуда выполнена из фарфора.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Тарелка круглая диаметром 230 мм с крышкой</li>
<li>Тарелка прямоугольная длиной 170 мм</li>
<li>Тарелка прямоугольная длиной 140 мм</li>
<li>Миска диаметром 120 мм с крышкой</li>
<li>Чашка объемом 250 мл</li>
</ul>",360512,,,,,,,,,0,,5848,,,
https://cdn.entero.ru/mp@2x/91/ed/91ed5d425841a4e51f29d2bf894442cb.jpg,Емкость Kocateq MA5,Емкость Kocateq MA5,0,RUB,Нет,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/114789,"<p>Круглая емкость <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/114789"">Kocateq MA5</a></b> с крышкой используется совместно с термоконтейнером <a href=""https://entero.ru/item/41421"">СН1</a> для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Изделие выполнено из меламина.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 110 мм</li>
<li>Высота: 45 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлен термоконтейнер СН1 с емкостями.</span></em></p>",114789,,,,,,,,,0,https://entero.ru/manuals/114242/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,,
https://cdn.entero.ru/mp@2x/14/0c/140c342bda9329fcf9c0553ad3034a30.jpg,Набор посуды для термоподноса Tribeca 6 предметов (фарфор),Набор посуды для термоподноса Tribeca 6 предметов (фарфор),0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/375163,"<p>Набор посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375163""><b class=""b"">Tribeca 6 предметов</b></a> используется совместно с <a href=""https://entero.ru/search.php?text=%D0%A2%D0%B5%D1%80%D0%BC%D0%BE%D0%BF%D0%BE%D0%B4%D0%BD%D0%BE%D1%81+Tribeca"">термоподносами</a> службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для транспортировки приготовленных. Посуда выполнена из форфора, крышки - из пластика.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Тарелка круглая 23 см с крышкой</li>
<li>Тарелка прямоугольная 17 см - 2 шт</li>
<li>Тарелка прямоугольная 14 см</li>
<li>Чашка 250 мл</li>
<li>Миска 12 см с крышкой</li>
</ul>",375163,,,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/9e/1f/9e1f91242ca032bfacc2c97e1e7b5f8a.jpg,Крышка для чашки чайной AVATHERM,Крышка для чашки чайной AVATHERM,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/191534,"<p>Герметичная крышка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/191534""><b class=""b"">AVATHERM </b></a>используется совместно с чашкой чайной для доставки напитков в термоподносах с термоподносами <a href=""https://entero.ru/item/149872"" target=""_blank"">Resital</a> и <a href=""https://entero.ru/search.php?text=AVATHERM+Prestige"">Prestige</a> до индивидуального пользователя в больницах и ЛПУ. Модель выполнена из качественного силикона.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер: 74х74 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На изображении представлена крышка с чайной чашкой, которая приобретается отдельно.</span></em></p>",191534,,,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/fc/32/fc3266e6406d101352a8156a5e105929.jpg,Крышка для тарелки AVATHERM,Крышка для тарелки AVATHERM,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/191537,"<p>Крышка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/191537""><b class=""b"">AVATHERM </b></a>используется совместно с тарелкой для <a href=""https://entero.ru/item/191536"" target=""_blank"">салата/десерта</a> для доставки продуктов питания в термоподносахс термоподносами <a href=""https://entero.ru/item/149872"" target=""_blank"">Resital</a> и <a href=""https://entero.ru/search.php?text=AVATHERM+Prestige"">Prestige</a> до индивидуального пользователя в больницах и ЛПУ. Модель выполнена из качественного полипропилена.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: 110х110 мм</li>
</ul>",191537,,,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/e0/33/e033f65523575c73c74976e0ee965bc9.jpg,Чаша для салата/десерта AVATHERM,Чаша для салата/десерта AVATHERM,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/191536,"<p>Чаша <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/191536""><b class=""b"">AVATHERM </b></a>используется совместно с термоподносом с термоподносами <a href=""https://entero.ru/item/149872"" target=""_blank"">Resital</a> и <a href=""https://entero.ru/search.php?text=AVATHERM+Prestige"">Prestige</a> для доставки салатов, десертов до индивидуального пользователя в больницах и ЛПУ. Модель выполнена из качественного поликарбоната.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 300 мл</li>
<li>Размеры: 110х110х51 мм</li>
<li>Цвет: белый</li>
</ul>",191536,,,,,,,,,0,,,,,
https://entero.ru/i/nofoto-m.jpg,"Чаша для супа AVATHERM 0,4 л.","Чаша для супа AVATHERM 0,4 л.",0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/210685,"<p>Чаша для супа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/210685""><b class=""b"">AVATHERM </b></a>используется совместно с термоподносом <a href=""https://entero.ru/search.php?text=AVATHERM+Prestige"" target=""_blank"">Prestige</a> для поддержания в течение длительного времени готовых первых блюд в разогретом виде и их доставки до индивидуального пользователя в больницах и ЛПУ. Модель выполнена из качественного полипропилена.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 400 мл</li>
<li>Размеры: 110x110х70 мм</li>
<li>Цвет: белый</li>
</ul>",210685,,,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/5f/db/5fdb12dbd71b14d4439de812b807df48.jpg,Тарелка для хлеба с крышкой AVATHERM,Тарелка для хлеба с крышкой AVATHERM,0,RUB,Нет,,Профоборудование,Оборудование для кейтеринга,Термоподносы,https://entero.ru/item/191535,"<p>Тарелка с крышкой <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/191535""><b class=""b"">AVATHERM </b></a>используется совместно с термоподносом <a href=""https://entero.ru/item/149872"" target=""_blank"">Resital</a> для доставки хлеба до индивидуального пользователя в больницах и ЛПУ. Модель выполнена из качественного поликарбоната.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 250 мл</li>
<li>Размеры: 140х112х33 мм</li>
<li>Высота с крышкой: 48 мм</li>
<li>Цвет:
<ul>
<li>Тарелка: белый</li>
<li>Крышка: прозрачный</li>
</ul>
</li>
</ul>",191535,,,,,,,,,0,,,,,
