Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Страна производства,Остаток,Файлы,Старая цена,Вес (без упаковки),Назначение
https://cdn.entero.ru/mp@2x/bc/5f/bc5fa12e4149d94f157575e7b950dafa.jpg;https://cdn.entero.ru/mp@2x/75/89/7589721e9670add172659ee3feb973a5.jpg;https://cdn.entero.ru/mp@2x/3f/c2/3fc2ea485cb285debef81b980d70c6c8.jpg;https://cdn.entero.ru/mp@2x/98/e3/98e3bab70cd6d0ad4d42a5f7123c708c.jpg;https://cdn.entero.ru/mp@2x/9f/53/9f5362a08b44cb001ac58f7d171c0c1b.jpg;https://cdn.entero.ru/mp@2x/2a/39/2a39c537c20a6067a47d2a20b5c7282c.jpg;https://cdn.entero.ru/mp@2x/23/2c/232c2167d0633a388928a33b5fc6c751.jpg,Термосумка Luxstahl на 5-6 пицц 450х450х300 мм фольгированная XXL с вентиляцией красная,641,4470,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/125268,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125268""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5-6 пицц диаметром 40 см</li>
<li>Ширина коробки: до 40 см</li>
<li>Люверс: 6 мм</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: красный</li>
</ul>",125268,450 мм,450 мм,300 мм,Китай,0,https://entero.ru/manuals/507961/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/e8/6b/e86b010891cc2cfcb340e0b7e700b5b2.jpg;https://cdn.entero.ru/mp@2x/df/49/df49e50d7b7e4ac3f03f57e9274e120a.jpg;https://cdn.entero.ru/mp@2x/35/9e/359e1b54990f272c38b1b7a82303af6c.jpg;https://cdn.entero.ru/mp@2x/5f/d1/5fd1fb0f6b31e6a35bdfbad64c014fcd.jpg;https://cdn.entero.ru/mp@2x/e5/f6/e5f692b43f822b330f8c2b7aff603515.jpg;https://cdn.entero.ru/mp@2x/2f/f5/2ff59a7b54608fc584c49b406d7252a7.jpg;https://cdn.entero.ru/mp@2x/ba/a8/baa8e9ffb1980f316d0eff86595d1099.jpg,Термосумка Luxstahl на 5-6 пицц 450х450х300 мм фольгированная XXL с вентиляцией черная,1612,4470,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/125269,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125269""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5-6 пицц диаметром 40 см</li>
<li>Ширина коробки: до 40 см</li>
<li>Люверс: 6 мм</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: черный</li>
</ul>",125269,450 мм,450 мм,300 мм,Китай,0,https://entero.ru/manuals/507962/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,5588,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/e0/2d/e02d4518610bcbe48d49b3a6f94db5de.jpg;https://cdn.entero.ru/mp@2x/45/14/4514dca42cfab54dc8c2f97042f4f4ed.jpg;https://cdn.entero.ru/mp@2x/92/1b/921b8d5945a9bcb33b30c9f53a0d400c.jpg;https://cdn.entero.ru/mp@2x/9a/73/9a73079247ac093a32e4715c6954bc67.jpg,Термосумка Luxstahl для обедов 500х250х350 мм фольгированная красная,1930,4470,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/125272,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125272""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Объем: 44 л</li>
<li>Цвет: красный</li>
</ul>",125272,500 мм,250 мм,350 мм,Китай,0,,,,для горячих блюд
https://cdn.entero.ru/mp@2x/3b/f0/3bf0c80e43237397c13c7c3eb1053725.jpg;https://cdn.entero.ru/mp@2x/1e/04/1e043ebd3fcfbbf31ea97e0faa749648.jpg;https://cdn.entero.ru/mp@2x/1a/25/1a2512df75dc5f1f6148c54c41785948.jpg;https://cdn.entero.ru/mp@2x/09/46/09463e15970fbfc9d356cc482219832a.jpg;https://cdn.entero.ru/mp@2x/46/33/46337516fe5b0006e644fbf782a89b90.jpg;https://cdn.entero.ru/mp@2x/bb/24/bb24f38f709308eacaae01fc5c97fc90.jpg;https://cdn.entero.ru/mp@2x/fa/3d/fa3d55ea84020bead215bd05abd837f8.jpg;https://cdn.entero.ru/mp@2x/0e/45/0e455a8200486803429109706f58db58.jpg;https://cdn.entero.ru/mp@2x/f4/10/f4108b66d2af1106be84f5641e25bf51.jpg;https://cdn.entero.ru/mp@2x/c5/17/c5178ed5d309796924fc3a914d3c3433.jpg,Термосумка Libhof Holiday TW-21H,41808,5007,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/200715,"<p>Термосумка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/200715"">Libhof Holiday TW-21H</a> </b>предназначена для хранения и транспортировки приготовленных блюд, напитков, свежих фруктов и других пищевых продуктов в автономных изотермических условиях во время небольших путешествий. Модель оснащена вертикально ориентированным основным отделением и 3 наружными карманами. Модель выполнена из высококачественной плотной полиэстеровой ткани меланж, подкладка – из стопроцентного полиэстера, теплоизоляционный слой – из полиэтиленвинилацетата (PEVA), рукоятка – из металла с пластиковой накладкой, боковые карманы – из эластичного сетчатого материала.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология длительного сохранения температуры содержимого</li>
<li>Крышка на липучке для быстрого доступа </li>
<li>Длинная телескопическая рукоятка с фиксатором, регулируемый съемный наплечный ремень, колеса сзади и опоры спереди для легкости траспортировки</li>
<li>Жесткое дно и каркасная рама на спинке для минимизации деформации</li>
<li>Качественные молнии и липучки для надежной фиксации и герметичности</li>
<li>Влагоотталкивающая подкладка</li>
<li>Легкость очистки и дезинфекции внутренних поверхностей</li>
<li>Компактные габариты для удобства хранения </li>
<li>Прочные износостойкие материалы для длительного срока эксплуатации</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность волокон ткани меланж: 600 ден</li>
<li>Плотность волокон подкладки: 210 ден</li>
<li>Объем: 21 л</li>
<li>Максимальная нагрузка: 21 кг</li>
<li>Длительность сохранения температуры: 12 ч</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/search.php?text=Libhof+AX-30"" target=""_blank"">Гелевый хладоаккумулятор, 700 г </a></li>
</ul>",200715,310 мм,250 мм,380 мм,Словакия,0,,6181,2.3 кг,"для горячих блюд, для напитков"
https://cdn.entero.ru/mp@2x/94/e4/94e4fe3f81c9f7994b47cc1a4575a7c5.jpg;https://cdn.entero.ru/mp@2x/5a/16/5a16af9d418eb0ca4eacb5cbdf123e2b.jpg;https://cdn.entero.ru/mp@2x/05/85/05851a3b45e5d5222ca7252b8d593381.jpg;https://cdn.entero.ru/mp@2x/f7/34/f734466932580c19c17f824959fba9a7.jpg;https://cdn.entero.ru/mp@2x/0d/a1/0da19a2300380c2bf9890c0a23480504.jpg;https://cdn.entero.ru/mp@2x/9f/b1/9fb14d505d71387a4f6d9d9464249a07.jpg,Термосумка Luxstahl на 9-10 пицц 350х350х500 мм фольгированная с вентиляцией красная,10512,5153,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/125257,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125257""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 9-10 пицц диаметром 30 см</li>
<li>Ширина коробки: до 30 см</li>
<li>Люверс: 6 мм</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: красный</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",125257,350 мм,350 мм,500 мм,Китай,0,https://entero.ru/manuals/507966/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/3a/62/3a624fb0cbe2a353338fd7e6d066b4fa.jpg;https://cdn.entero.ru/mp@2x/63/f8/63f8a3063b8dcf518bb168ce83686ee4.jpg;https://cdn.entero.ru/mp@2x/e1/8e/e18e82faf258a1dea69dcf02da7328fe.jpg;https://cdn.entero.ru/mp@2x/cc/7c/cc7ce2326020b72746024430012f9a9f.jpg;https://cdn.entero.ru/mp@2x/9d/a2/9da2fec9eac7602cbf8594c1c82641d0.jpg;https://cdn.entero.ru/mp@2x/8d/18/8d18d10481c4ba1480c3b1f1236c9280.jpg,Термосумка Luxstahl на 9-10 пицц 350х350х500 мм фольгированная с вентиляцией черная,16080,5153,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/125258,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125258""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 9-10 пицц диаметром 30 см</li>
<li>Ширина коробки: до 30 см</li>
<li>Люверс: 6 мм</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: черный</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",125258,350 мм,350 мм,500 мм,Китай,0,https://entero.ru/manuals/507968/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,6362,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/49/73/49734211fefb784d30bb663b4f946f6f.jpg;https://cdn.entero.ru/mp@2x/f1/e9/f1e9075a0a9bc2924c5e4b54f54f27ba.jpg;https://cdn.entero.ru/mp@2x/a3/11/a31179061c770212f5d1aa15dc20f348.jpg;https://cdn.entero.ru/mp@2x/b2/28/b228d4d01293c6d7e7d130b5653914c9.jpg;https://cdn.entero.ru/mp@2x/7e/e8/7ee86270141da055d2d7a8ab0eec1643.jpg;https://cdn.entero.ru/mp@2x/f7/e7/f7e7be49426137b3bc18327c64e6edeb.jpg;https://cdn.entero.ru/mp@2x/6e/3b/6e3b5aacbc77f4ab3178efe4cd9295ee.jpg;https://cdn.entero.ru/mp@2x/b2/2d/b22d6deeaeec6151c927ba089abbcf8d.jpg,Терморюкзак Luxstahl для обедов 400х300х600 мм фольгированный черный,тр2069,5565,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/266998,"<p>Терморюкзак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266998""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Рюкзак оснащен съемными лямками для удобства переноски. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: черный</li>
</ul>",266998,400 мм,300 мм,600 мм,Китай,0,https://entero.ru/manuals/507972/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,7729,,для горячих блюд
https://cdn.entero.ru/mp@2x/8a/1c/8a1c4bad05b2307ec0ce0b9d6ad50ec2.jpg;https://cdn.entero.ru/mp@2x/76/84/76841ccdb3df06788c28bf9eb282029d.jpg;https://cdn.entero.ru/mp@2x/28/61/2861a1d472ad1b65c217c36556917731.jpg;https://cdn.entero.ru/mp@2x/d0/40/d0408fd90504078f2acdb5447c6c7dc0.jpg;https://cdn.entero.ru/mp@2x/e4/1d/e41d4ce2544a9f1410f1cc068a7e5818.jpg;https://cdn.entero.ru/mp@2x/81/b9/81b9e2208d97271b032b0bb63717d9ff.jpg;https://cdn.entero.ru/mp@2x/34/ac/34ac21048917a65619bb89ab54fe48d9.jpg,Термосумка Luxstahl на 9-10 пицц 450х450х500 мм фольгированная с вентиляцией красная,10641,5905,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/125270,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125270""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 9-10 пицц диаметром 40 см</li>
<li>Ширина коробки: до 40 см</li>
<li>Люверс: 6 мм</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: красный</li>
</ul>",125270,450 мм,450 мм,500 мм,Китай,0,https://entero.ru/manuals/507974/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,7669,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/d2/c4/d2c448babe8cc65e3cbefa689314ef9e.jpg;https://cdn.entero.ru/mp@2x/26/5c/265c384477c5f07c2af37fdae781332c.jpg;https://cdn.entero.ru/mp@2x/99/14/99146cfcc7e22083933ea9ad0f70e93b.jpg;https://cdn.entero.ru/mp@2x/7e/52/7e5213b9e8c6df8cf14016e8dd96f0b3.jpg;https://cdn.entero.ru/mp@2x/fc/9f/fc9fbf179ae526ba4c6edc2276a25c71.jpg;https://cdn.entero.ru/mp@2x/03/ab/03aba0f22643497a6b00d95f54cab0f4.jpg;https://cdn.entero.ru/mp@2x/76/a2/76a240cafd8edd7be1f370574796a5e6.jpg;https://cdn.entero.ru/mp@2x/1c/9e/1c9ef3769f9655b35cd543957a521bc9.jpg;https://cdn.entero.ru/mp@2x/9a/fb/9afbfe4b52c460bf2dcf539d7890e7ea.jpg;https://cdn.entero.ru/mp@2x/bf/de/bfde709f504c3b3f426710c8f75e5496.jpg;https://cdn.entero.ru/mp@2x/4a/77/4a778fbe8daa8fe4a37d2dfe46e7c36e.jpg,Термосумка Luxstahl на 9-10 пицц 450х450х500 мм фольгированная с вентиляцией черная,101612,5905,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/266370,"<p>Термосумка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266370""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 9-10 пицц диаметром 40 см</li>
<li>Ширина коробки: до 40 см</li>
<li>Люверс: 6 мм</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: черный</li>
</ul>",266370,450 мм,450 мм,500 мм,Китай,0,https://entero.ru/manuals/507976/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,7571,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/6a/4b/6a4b5d6dbf70458af1797b8f7ceddd6a.jpg;https://cdn.entero.ru/mp@2x/5a/8a/5a8aceb3fba36ba0b652bfe6f9be1626.jpg;https://cdn.entero.ru/mp@2x/2f/17/2f174bf6da2a50382cc647008498338e.jpg,Терморюкзак Luxstahl для пицц 350х350х400 мм фольгированный с вентиляцией черный,тр2080,5905,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/267005,"<p>Терморюкзак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/267005""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Рюкзак оснащен съемными лямками для удобства переноски. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - плёнка на полипропиленовой основе с отражающим покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 81 л</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: черный</li>
</ul>",267005,350 мм,350 мм,400 мм,Китай,0,https://entero.ru/manuals/507978/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/b3/70/b3707bd52ff152d4631448c07dd2b8e4.jpg;https://cdn.entero.ru/mp@2x/a0/17/a01761ebf254175e6ca5c341029b364f.jpg;https://cdn.entero.ru/mp@2x/b2/f2/b2f2d8604dfcfd9a931e8cf399918e8b.jpg,Терморюкзак Luxstahl для пицц 420х420х400 мм фольгированный с вентиляцией черный,тр2081,6339,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/267004,"<p>Терморюкзак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/267004""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Рюкзак оснащен съемными лямками для удобства переноски. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - плёнка на полипропиленовой основе с отражающим покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 81 л</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: черный</li>
</ul>",267004,420 мм,420 мм,400 мм,Китай,0,https://entero.ru/manuals/507979/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/bf/64/bf644a4272c602e66d9241450007d1fa.jpg;https://cdn.entero.ru/mp@2x/9a/1a/9a1a4c2c5cba094a66cdceb77851d41d.jpg;https://cdn.entero.ru/mp@2x/61/ac/61acaf2f5c966b69d00a34a3e5d37662.jpg,Терморюкзак Luxstahl для пицц 450х450х400 мм фольгированный с вентиляцией черный,тр2082,6391,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/267003,"<p>Терморюкзак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/267003""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель с вентиляцией позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Люверсы предназначены для вывода излишков влаги из термосумки. Рюкзак оснащен съемными лямками для удобства переноски. Верхний материал выполнен из ткани Оксфорд 1680D c полиуретановой водоотталкивающей пропиткой PU, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - плёнка на полипропиленовой основе с отражающим покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 81 л</li>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: черный</li>
</ul>",267003,450 мм,450 мм,400 мм,Китай,0,https://entero.ru/manuals/507981/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,"для пиццы, для горячих блюд"
https://cdn.entero.ru/mp@2x/23/e6/23e6f8db8aea068296119934f93d9c86.jpg;https://cdn.entero.ru/mp@2x/fc/da/fcda1a524265d7c884580a25475c376b.jpg;https://cdn.entero.ru/mp@2x/55/ca/55ca15a72aa0891032bfba268ea47aac.jpg,Терморюкзак Luxstahl 400х250х450 мм фольгированный черный,тр2090,6444,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термосумки,https://entero.ru/item/267002,"<p>Терморюкзак <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/267002""><b class=""b"">Luxstahl</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки пиццы и других готовых блюд. Модель позволяет сохранять температуру своего содержимого неизменной на протяжении длительного периода времени. Рюкзак оснащен несъемными лямками для удобства переноски, жестким и вторым дном, светоотражающей лентой на крышке для безопасности в темное время суток. Верхний материал выполнен из ткани Оксфорд 1680D, утеплитель - нетканый материал, состоящий из полых волокон в форме пружин, внутренняя фольга - высокопрочная полиэфирная пленка, покрытая слоем алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Утеплитель: холлофайбер ХАРД 650 гр, толщина 2 см</li>
<li>Цвет: черный</li>
</ul>",267002,400 мм,250 мм,450 мм,Китай,0,https://entero.ru/manuals/507982/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,,,для горячих блюд
