Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Установка,Управление,Масса заготовки,Тип заготовок,Подпекание заготовок,Диаметр заготовки,Формование борта
https://cdn.entero.ru/mp@2x/8e/53/8e53513ed8984ce452866e56ccf686c7.jpg,Пресс для пиццы Solis Shaping 33,P06PF02018,181930,RUB,Да,Solis,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/72298,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72298"">Solis Shaping 33</a></b> используется на предприятиях общественного питания и торговли для получения круглой тестовой основы (краста) с кромкой. Оборудование оснащено регулировкой толщины теста.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим рабочих поверхностей: от 130 до 170 °С</li>
</ul>",72298,380 В,4.75 кВт,470 мм,590 мм,830 мм,93 кг,,,0,,197750,,,,Италия,,настольная,электронное,от 0.13 до 0.25 кг,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/f2/80/f280364bb4d443b47712d9b1aa44d011.jpg,Пресс для коно-пиццы Kocateq PA01,PA-01,300995,RUB,Да,Kocateq,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/25864,"<p>Механический пресс для коно-пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25864"">Kocateq PA01</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для формирования 1 конуса. Модель оснащена кнопочным управлением. Корпус выполнен из эмалированной конструкционной стали, конусы - из алюминия.</p>

<p>В комплект поставки входит 16 пар конусов размера 155x70 и 105x50 мм.</p>

<p>Пресс для коно-пиццы входит в набор для приготовления коно-пиццы.</p>

<p><b>Набор оборудования для приготовления коно-пиццы:</b></p>

<ul>
<li>Термопресс для коно-пиццы <a href=""https://entero.ru/item/41258"">PA02M</a></li>
<li>Печь ротационная для коно-пиццы <a href=""https://entero.ru/item/25860"">FPE</a></li>
<li>Полка для тепловой витрины <a href=""https://entero.ru/item/182890"">ConoPizzaShelf</a>​</li>
<li>Витрина тепловая <a href=""https://entero.ru/item/33592"">RTR108L</a></li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Формование предварительно округленной тестовой заготовки между сжимаемой плунжером парой конусов</li>
<li>Плунжер с наконечником для фиксирования внутреннего конуса и автоматическим возвратно-поступательным движением</li>
<li>Э​лектрический привод</li>
<li>Двигатель с охлаждением вентилятором и защитой от перегрузок</li>
<li>Основание с фиксатором для внешнего конуса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 4 конуса/мин.</li>
<li>Габариты в упаковке: 410x510x1200 мм</li>
</ul>",25864,220 В,0.373 кВт,380 мм,380 мм,1100 мм,,,,0,https://entero.ru/manuals/111311/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279816/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20PA01.pdf,327168,,,,Ю. Корея,,настольная,электромеханическое,,коно-пицца,,,
https://cdn.entero.ru/mp@2x/ff/e3/ffe30e8d19e226cada78f87560eb6529.jpg,Пресс для пиццы Sigma SPRIZZA 40,Пресс для пиццы Sigma SPRIZZA 40,525575,RUB,Да,Sigma,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/182615,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182615"">Sigma SPRIZZA 40</a></b> используется в пиццериях и ресторанах, на предприятиях пищевого производства, общественного питания и торговли для формирования круглых тестовых заготовок для пиццы методом холодного раскатывания.</p>

<p>В комплект поставки входят 2 фетровые прокладки диаметром 400 мм и силиконовый диск диаметром 290 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Запатентованная система микро-прокатки</li>
<li>Регулируемая толщина заготовки</li>
<li>Формовка корки</li>
<li>Автоматические запуск и остановка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 700x850x1100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",182615,220 В,0.55 кВт,570 мм,720 мм,770 мм,,,,0,https://entero.ru/manuals/212111/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sigma%20SPRIZZA%2040%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,105 кг,Италия,Италия,от 200 до 250 шт/час,настольная,электромеханическое,,традиционная пицца,,310 мм,Да
https://cdn.entero.ru/mp@2x/a4/c7/a4c7482b04a67baf7568841f6b339d97.jpg;https://cdn.entero.ru/mp@2x/28/8b/288bfcea25ee655febaa9dc1b334f72f.jpg;https://cdn.entero.ru/mp@2x/8f/eb/8feb3761c1a67928ba5695b10b6e9a56.jpg;https://cdn.entero.ru/mp@2x/d7/8a/d78a4c5751cb917e62fed6c62df2a865.jpg,Пресс для пиццы OEM-ALI PF/35MT/SV2,OM05788,600631,RUB,Да,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/124666,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124666"">OEM-ALI PF/35MT/SV2</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулятор толщины тестовой заготовки</li>
<li>Таймер регулирования времени формования</li>
<li>Края верхней и нижней пластины загнуты на 2 мм для формования заготовки с бортиком</li>
<li>Включение привода только в случае нажатия кнопки управления и при опущенном защитном колпаке из поликарбоната</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура нагрева основы: до 180 °C</li>
<li>Время формования: до 3 сек.</li>
</ul>",124666,380 В,3.4 кВт,582 мм,429 мм,781 мм,,,,0,https://entero.ru/manuals/424167/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OEM-ALI%20PF_35MT_SV2.pdf;https://entero.ru/manuals/424168/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,645840,,,,Италия,300 шт/час,настольная,электронное,,традиционная пицца,Да,350 мм,
https://cdn.entero.ru/mp@2x/99/65/996543fc75877dd35ca608ffecc074c7.jpg;https://cdn.entero.ru/mp@2x/9e/78/9e78bf6e035ff0c99040cf16b716e596.jpg;https://cdn.entero.ru/mp@2x/61/02/6102c52beba667648b104dc4e058bfc9.jpg;https://cdn.entero.ru/mp@2x/f7/e5/f7e54cf77f1893dd2108d4267938b913.jpg;https://cdn.entero.ru/mp@2x/da/59/da594f3c8f0a63da7458017f7023bb92.jpg;https://cdn.entero.ru/mp@2x/4c/ba/4cba47d4e6230d14ae296e98eb7fc5e7.jpg;https://cdn.entero.ru/mp@2x/78/9c/789c3e3a908e06496117851dc47a6a22.jpg,Пресс для пиццы Cuppone Pizzaform PZF/30DS,Пресс для пиццы Cuppone Pizzaform PZF/30DS,410367,RUB,Нет,Cuppone,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/22589,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/22589"">Cuppone Pizzaform PZF/30DS</a></b> используется на предприятиях общественного питания и торговли для изготовления основ для пицц. Модель оснащена 2 светодиодными дисплеями, показывающими температуру верхней и нижней пластин, таймером и функцией подсчета ударов. Под действием температуры пластин создается тонкий твердый крахмальный слой на внешней стороне теста. Корпус выполнен из нержавеющей стали, пластины - из хромированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины теста с помощью рычага</li>
<li>Электронный контроль температуры пластин</li>
<li>Двигатель со встроенной тепловой защитой</li>
<li>Защита от попадания инородных предметов между пластинами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 400 шт/час</li>
<li>Высота рабочей поверхности: 550 мм</li>
<li>Среднее энергопотребление: 2,9 кВт</li>
<li>Габариты в упаковке: 540х680х970 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка SPZF</li>
</ul>",22589,380 В,4.2 кВт,500 мм,610 мм,670 мм,,,,0,https://entero.ru/manuals/113567/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cuppone%20Pizzaform%20PZF_30DS.pdf;https://entero.ru/manuals/113570/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Cuppone%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20Pizzaform.pdf,436561,,143 кг,,Италия,400 шт/час,настольная,электронное,,традиционная пицца,Да,300 мм,
https://cdn.entero.ru/mp@2x/1e/9b/1e9b67c22a9d28386093577935288dde.jpg,Пресс для пиццы термический OEM-ALI PF46MT SV.2,OM07114,0,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195382,"<p>Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195382"">OEM-ALI PF46MT SV.2</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерскихдля получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
<li style=""text-align: justify;"">Высота бортика: 2 мм</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд с ящиком</li>
<li style=""text-align: justify;"">Закрытый стенд с ящиком </li>
<li style=""text-align: justify;"">Колёса</li>
</ul>",195382,380 В,6.4 кВт,545 мм,716 мм,840 мм,,,,0,https://entero.ru/manuals/227716/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227717/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Италия,300 шт/час,настольная,электромеханическое,,традиционная пицца,,460 мм,Да
https://cdn.entero.ru/mp@2x/ec/43/ec43d962508ad6aea5611c5f9bb1d0d8.jpg,Пресс для пиццы OEM-ALI PF500450,5736,0,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/41917,"<p style=""text-align: justify;"">Пресс-формователь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41917"">OEM-ALI PF500450</a></b> позволяет автоматизировать наиболее трудоемкую операцию формования плоского тестового основания пиццы на предприятиях общественного питания.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Корпус машины и формирующие пластины из нержавеющей стали AISI304</li>
<li style=""text-align: justify;"">Верхняя пластина неподвижна, а нижняя пластина подвижна</li>
<li style=""text-align: justify;"">Пресс с выпуклой верхней пластиной высотой 2 мм, для получения заготовки с приподнятым краем</li>
<li style=""text-align: justify;"">Механический привод</li>
<li style=""text-align: justify;"">Раздельные термостаты для контроля температуры верхней и нижней пластин</li>
<li style=""text-align: justify;"">Защитные термостаты нагревательных элементов</li>
<li style=""text-align: justify;"">Защита двигателя от перегрузки</li>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае нажатия кнопки управления и закрывания блока формования прозрачным защитным колпаком из поликарбоната</li>
<li style=""text-align: justify;"">Дополнительно поставляются стенды с колесами и без</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
</ul>",41917,380 В,7.95 кВт,700 мм,550 мм,810 мм,,,,0,,,,,,Италия,,настольная,электронное,,традиционная пицца,Да,450 мм,
https://cdn.entero.ru/mp@2x/19/60/19605772ef6671bdc6bb2f0257f32f4a.jpg,Пресс для пиццы Sigma SPZ 50,SPZ50,0,RUB,Нет,Sigma,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/41557,"<p>Пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41557"">Sigma SPZ 50</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для качественной и равномерной обработки теста для пиццы методом «холодного» раскатывания. Модель оснащена неподвижным верхним диском со встроенными подвижными элементами, обеспечивающими микро раскатывание. Нижний диск поднимается вверх путем нажатия на рычаг, который располагается с правой стороны машины. Процесс формования не сопровождается термической обработкой.</p>",41557,220 В,0.75 кВт,550 мм,820 мм,830 мм,,,,0,https://entero.ru/manuals/55572/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sigma%20SPZ%2050%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240595&hd=2&autoplay=0,150 кг,,Италия,,настольная,электромеханическое,,традиционная пицца,,500 мм,
https://cdn.entero.ru/mp@2x/92/fa/92fa9ec62b24e6a783095fca97979f61.jpg;https://cdn.entero.ru/mp@2x/e2/80/e280dc208f72bf3294bba3ac4d234084.jpg;https://cdn.entero.ru/mp@2x/82/39/823951435489f4f3fa5a32e80151935c.jpg;https://cdn.entero.ru/mp@2x/13/9a/139a228f7de12bcafa394e258fdd2983.jpg;https://cdn.entero.ru/mp@2x/f2/7e/f27ea3ff338855ece1234f902192ed5f.jpg;https://cdn.entero.ru/mp@2x/4f/c8/4fc8b225383b2d30192e2bb78e0a405a.jpg;https://cdn.entero.ru/mp@2x/e4/aa/e4aa47a725d69d7de09111efac90b385.jpg;https://cdn.entero.ru/mp@2x/37/f5/37f509f75aee5569aef610ea92abd4c9.jpg,Пресс для пиццы Pizza Group PF-33,P06PF02018 ита338,0,RUB,Нет,Pizza Group,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/37869,"<p>Пресс <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37869"">Pizza Group PF-33</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для изготовления круглых тестовых основ для пиццы. Модель оснащена 2 формующими пластинами со скошенными краями и вмонтированными в них спиралеобразными ТЭНами, двумя термостатами и таймером, устанавливающим время контакта. Стальная защитная решетка полностью закрывает рабочие поверхности, гарантируя безопасность оператору. <span style=""font-size: 12px;"">ТЭНы модели выполнены из нержавеющей стали.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Механический привод</li>
<li>Функция корректировки толщины заготовок</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления тестовой заготовки: 1,4 сек.</li>
<li>Допустимая температура: до 200 °C</li>
<li>Диаметр поверхности (верхняя / нижняя): 330 / 330 мм</li>
<li>Расстояние между поверхностями: 1050 мм</li>
<li>Габариты в упаковке: 800x720x990 мм</li>
</ul>",37869,380 В,4.75 кВт,470 мм,590 мм,830 мм,,,,0,https://entero.ru/manuals/31474/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Pizza%20Group%20PF33.pdf;https://entero.ru/manuals/57900/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/310838/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Pizza%20Group%20PF-33.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240322&hd=2&autoplay=0,96 кг,,Италия,,настольная,электромеханическое,от 0.13 до 0.25 кг,традиционная пицца,Да,330 мм,
https://cdn.entero.ru/mp@2x/4b/00/4b008a14d327e9d0a3f5d9e842d04565.jpg,Пресс для пиццы термический OEM-ALI PF46MT PIANO,OM07115,0,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195378,"<p style=""text-align: justify;"">Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195378"">OEM-ALI PF46MT PIANO</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы и тортильи. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Заготовки без бортика</li>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд</li>
<li style=""text-align: justify;"">Колеса</li>
</ul>",195378,380 В,6.4 кВт,545 мм,716 мм,840 мм,,,,0,https://entero.ru/manuals/227713/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227714/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,460 мм,
https://cdn.entero.ru/mp@2x/5d/80/5d80f5062ad3e2c46c2286e8453396b3.jpg,Пресс для пиццы термический OEM-ALI PF46MT SV.4,OM07113,0,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195390,"<p>Термический пресс для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195390""><b class=""b"">OEM-ALI PPF46MT SV.4 </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
<li style=""text-align: justify;"">Общая высота бортиков: 4 мм</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд</li>
<li style=""text-align: justify;"">Колёса</li>
</ul>",195390,380 В,6.4 кВт,545 мм,716 мм,840 мм,,,,0,https://entero.ru/manuals/227731/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227732/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,460 мм,Да
https://cdn.entero.ru/mp@2x/74/0d/740d53ce32e9dbd9f44501ed55156856.jpg,Пресс для пиццы термический OEM-ALI PF50MT PIANO,OM07126,0,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195398,"<p style=""text-align: justify;"">Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195398"">OEM-ALI PF50MT PIANO</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы и тортильи. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Заготовки без бортика</li>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае синхронного нажатия кнопок управления левой и правой рукой</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд</li>
<li style=""text-align: justify;"">Колёса</li>
</ul>",195398,380 В,6.4 кВт,545 мм,716 мм,840 мм,,,,0,https://entero.ru/manuals/227739/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227740/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Италия,250 шт/час,настольная,электромеханическое,,традиционная пицца,,500 мм,
https://cdn.entero.ru/mp@2x/d6/82/d6822d8bae7ccd7d14abb1a84302d651.jpg,Пресс для пиццы термический OEM-ALI PF50MT SV.2,OM07125,0,RUB,Нет,OEM-ALI,Профоборудование,Хлебопекарное,Прессы для пиццы,https://entero.ru/item/195405,"<p>Термический пресс для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195405"">OEM-ALI PF50MT SV.2</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли, в пекарнях и кондитерских для получения круглой тестовой основы (краста) для дальнейшего приготовления пиццы. Модель оснащена механическим приводом и раздельными термостатами для контроля температуры верхней и нижней пластин.</p>

<p style=""text-align: justify;""><b>Особенности:</b></p>

<ul>
<li style=""text-align: justify;"">Регулятор толщины тестовой заготовки</li>
<li style=""text-align: justify;"">Таймер регулирования времени формования</li>
<li style=""text-align: justify;"">Включение привода только в случае нажатия кнопки управления и при опущенном защитном стекле из поликарбоната</li>
</ul>

<p style=""text-align: justify;""><b>Дополнительные характеристики:</b></p>

<ul>
<li style=""text-align: justify;"">Максимальная температура: 180 °C</li>
<li style=""text-align: justify;"">Максимальное время формования заготовки: 3 сек.</li>
<li style=""text-align: justify;"">Высота бортика: 2 мм</li>
</ul>

<p style=""text-align: justify;""><b>Опции (заказываются отдельно):</b></p>

<ul>
<li style=""text-align: justify;"">Открытый стенд с ящиком</li>
<li style=""text-align: justify;"">Закрытый стенд с ящиком </li>
<li style=""text-align: justify;"">Колёса</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без колпака из поликарбоната</span></em></p>",195405,380 В,6.4 кВт,545 мм,716 мм,840 мм,,,,0,https://entero.ru/manuals/227743/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20OEM-ALI%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/227744/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Италия,300 шт/час,настольная,электромеханическое,,традиционная пицца,,500 мм,Да
