Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней,Вес (с упаковкой),Центрифуга для зелени
https://cdn.entero.ru/mp@2x/5b/f2/5bf2b4e956d2e2571310fbaeffbf5e55.jpg,Сушилка для овощей и фруктов Airhot FD-12 GLASS-B,Дегидратор FD-12 GLASS-B,17491,RUB,Да,Airhot,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/327590,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/327590"">Airhot FD-12 GLASS-B</a></b> используется на предприятиях общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав. Модель оснащена сенсорной панелью управления. Корпус выполнен из нержавеющей стали, решетки - из стали 304.</p>

<p>В комплект поставки входят 12 съемных решеток.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер для установки длительности сушки</li>
<li>Подсветка внутреннего объема</li>
<li>Прозрачное остекление двери для визуального контроля процесса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 59 л</li>
<li>Диапазон регулировки длительности сушки: от 0 мин. до 24 ч</li>
<li>Температурный шаг: 5 °С</li>
<li>Размер решеток: 290x290 мм</li>
<li>Размер ячеек решеток: 3х3 мм</li>
<li>Расстояние между решетками: 30 мм</li>
<li>Максимальная нагрузка на 1 решетку: 3 кг</li>
<li>Уровень шума: 50 дБ</li>
</ul>",327590,от 20 до 90 °С,220 В,0.8 кВт,420 мм,315 мм,450 мм,12 кг,1,495x370x505 мм,0,https://entero.ru/manuals/404676/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20FD-12%20GLASS-B.pdf;https://entero.ru/manuals/482016/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,11 кг,Китай,Китай,12,,
https://cdn.entero.ru/mp@2x/1f/a5/1fa5a2936896f736723e7181d14ad463.jpg;https://cdn.entero.ru/mp@2x/c6/a9/c6a98198f9dee38dc07677e196197a32.jpg,Сушилка для овощей и фруктов VIATTO VA-FD-1,Дегидратор VA-FD-1 4630169227633,18583,RUB,Да,VIATTO,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/215832,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215832""><b class=""b"">VIATTO VA-DG10SS </b></a>предназначен для равномерной сушки овощей, грибов, фруктов, ягод, трав, орехов посредством конвекции, а также для приготовления пастилы, овощных, фруктовых чипсов, хлебцев, сушеного мяса, рыбы и других продуктов на предприятиях общественного питания и торговли. Модель оснащена дверцей с термовыводящими отверстиями и механической панелью управления. Корпус выполнен из нержавеющей стали, решетки – из железа с никелированным покрытием.</p>

<p>В комплект поставки входят 10 съемных решеток.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры и длительности сушки с помощью поворотных переключателей</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная заданная длительность: 12 ч</li>
<li>Габариты решетки: 405х358 мм</li>
<li>Габариты в упаковке: 510х600х510 мм</li>
</ul>",215832,от 40 до 75 °С,220 В,1 кВт,435 мм,508 мм,435 мм,14 кг,1,510x600x510 мм,41,https://entero.ru/manuals/408365/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-FD-1.pdf;https://entero.ru/manuals/408366/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19769,,12 кг,,Китай,10,,
https://cdn.entero.ru/mp@2x/d1/87/d187bc9a9da610466011110d8e65c231.jpg,Сушилка для зелени ProBar JD-S339,Сушилка для салата JD-S339,19005,RUB,Да,,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/217341,"<p>Ручная центрифуга для сушки зелени<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217341""><b class=""b""> ProBar JD-S339</b></a> используется на предприятиях общественного питания и торговли для сушки и удаления воды из салатов, шпината, зелени и других нарезанных листовых овощей. Изделие выполнено из пластика.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 25 л</li>
<li>Диаметр: 415 мм</li>
<li>Цвет: оранжевый</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",217341,,,,415 мм,415 мм,400 мм,,,,0,https://entero.ru/manuals/258202/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,20435,,,,Китай,,,Да
https://cdn.entero.ru/mp@2x/f1/21/f121e35a315a2a56fe5fbf8989b3d684.jpg,Сушилка для овощей и фруктов Starfood FD10A,Дегидратор FD10A,20149,RUB,Да,Starfood,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/228253,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228253"">Starfood FD10A</a></b> используется на предприятиях общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав. Модель оснащена панелью управления с поворотными регуляторами температуры и длительности. Корпус и решетки выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 10 решеток.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный уровень шума: 42 дБ</li>
<li>Регулировка длительности сушки: до 15 ч</li>
<li>Габариты решеток: 396x396 мм</li>
<li>Габариты в упаковке: 500х610х490 мм</li>
</ul>",228253,от 30 до 70 °С,220 В,1 кВт,420 мм,580 мм,400 мм,16.4 кг,1,500x610x490 мм,0,,,,16 кг,,Китай,10,,
https://cdn.entero.ru/mp@2x/df/ff/dfffa1fe4e2773c1f0c7a589a9393bef.jpg;https://cdn.entero.ru/mp@2x/56/98/5698fb232ae030417806e6f631f85b63.jpg,Сушилка для зелени Dynamic E10 E001,Сушилка для салата E10 E001,20811,RUB,Да,Dynamic,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/41782,"<p>Сушилка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41782"">Dynamic E10 E001</a></b> предназначена для удаления воды из салата и других листовых овощей на предприятиях общественного питания. Устройство позволит сократить время, затрачиваемое на приготовление блюд с использованием вышеуказанных ингредиентов.</p>

<p>Прибор оснащен удобным в использовании ручным приводом, гарантирующим максимально аккуратное обращение с овощами. В нижней части центрифуги располагается силиконовая трубка, посредством которой осуществляется вывод лишней воды. Корпус сушилки выполнен из высокопрочного полипропилена.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Рекомендуемая загрузка: 2-3 головки салата</li>
<li>Объем сушильного барабана: 10 л</li>
<li>Габариты: 330х330х420 мм</li>
<li>Габариты в упаковке: 380х380х480 мм</li>
<li>Вес: 2,4 кг</li>
<li>Вес с упаковкой: 3,1 кг</li>
</ul>",41782,,,,330 мм,330 мм,420 мм,3.1 кг,1,340x340x450 мм,10,https://entero.ru/manuals/30580/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Dynamic.pdf,21906,,2.4 кг,Франция,,,,Да
https://cdn.entero.ru/mp@2x/b8/d2/b8d2dd49f409bfef8ac11fce639aa339.jpg;https://cdn.entero.ru/mp@2x/42/35/4235c1f7bfb1c2cf95aaca26f8e587d3.jpg;https://cdn.entero.ru/mp@2x/5e/32/5e32d5738e77c1e415bb855975960f49.jpg;https://cdn.entero.ru/mp@2x/5a/d2/5ad2f91c1c76fa5affd6c9cf5bc7eef6.jpg,Сушилка для овощей и фруктов Kocateq DHFD10,Дегидратор DHFD10,21999,RUB,Да,Kocateq,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/139723,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/139723""><b class=""b""><font color=""#3383d0"">Kocateq DHFD10</font></b></a> используется на предприятиях общественного питания и торговли, в производственных цехах, а также в домашних условиях для сушки овощей, грибов, фруктов и ягод. Модель оснащена аналоговой панелью управления с термостатом. Корпус выполнен из нержавеющей стали Aisi 201, решетки - из нержавеющей стали Aisi 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемая температура</li>
<li>Таймер</li>
<li>Стеклянное окно в двери для контроля за процессом сушки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер решетки: 396х396 мм</li>
<li>Расстояние между уровнями решетки: 35 мм</li>
<li>Размер ячейки в решетке: 8 мм</li>
<li>Общая площадь для сушки: 1,57 м<sup>2</sup></li>
<li>Уровень шума: от 45 до 50 дБ</li>
<li>Габариты в упаковке: 635х505х480 мм</li>
</ul>",139723,от 40 до 90 °С,220 В,1 кВт,545 мм,420 мм,380 мм,,,,0,https://entero.ru/manuals/279809/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20DHFD10.pdf,23403,,,,Южная Корея,10,,
https://cdn.entero.ru/mp@2x/97/0f/970f92b6eaa1595e40b871b1b5c5e474.jpg,Сушилка для зелени Paderno 49888-10,Сушилка для салата 49888-10,22060,RUB,Да,Paderno,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/104835,"<p>Центрифуга для сушки зелени <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104835"">Paderno 49888-10</a></b> используется на предприятиях общественного питания и торговли для сушки и удаления воды из зелени, шпината, салатов и других листовых овощей. Изделие имеет ручной привод для максимально нежного обращения с продуктами. Центрифуга выполнена из полипропилена.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 12 л</li>
</ul>

<p><em>* Размеры указаны без учета длины ручки.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",104835,,,,330 мм,330 мм,430 мм,,,,0,https://entero.ru/manuals/95036/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Paderno%202016%20_%202017%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,23720,,2.9 кг,,Италия,,,Да
https://cdn.entero.ru/mp@2x/3a/68/3a680a81b4e929f421b38100c6b41409.jpg,Сушилка для овощей и фруктов Hurakan HKN-DHD16M,Дегидратор HKN-DHD16M,30810,RUB,Да,Hurakan,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/234740,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234740"">Hurakan HKN-DHD16M</a></b> предназначен для сушки ягод, фруктов, овощей и грибов на предприятиях общественного питания и торговли. Модель оснащена таймером от 30 мин. до 24 часов. Корпус и решетки выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 16 решеток.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер решетки: 490x370 мм</li>
<li>Расстояние между решетками: 35 мм</li>
</ul>",234740,от 30 до 90 °С,220 В,1 кВт,520 мм,510 мм,670 мм,28 кг,1,600x650x730 мм,27,https://entero.ru/manuals/415993/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/412510/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/453856/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DHD16M.pdf,32777,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241349&hash=dfd83c6c10f1e366,21.4 кг,,Китай,16,,
https://cdn.entero.ru/mp@2x/3b/1b/3b1b88b3bfcc95ec74de06fb41e84ab4.jpg;https://cdn.entero.ru/mp@2x/f6/01/f6011ef451810d918e49130fbffbfb41.jpg,Сушилка для зелени ROAL SAS-12Q,00-00000954,9493,RUB,Да,ROAL,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/370295,"<p>Сушилка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370295""><b class=""b"">ROAL SAS-12Q</b></a> предназначена для удаления воды из салата и других листовых овощей на предприятиях общественного питания. Устройство позволит сократить время, затрачиваемое на приготовление блюд с использованием вышеуказанных ингредиентов. Модель оснащена ручным приводом и дренажной трубкой. Корпус выполнен из высокопрочного полипропилена.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем сушильного барабана: 12 л</li>
</ul>",370295,,,,320 мм,320 мм,440 мм,,,,0,,,,,Китай,,,,Да
https://cdn.entero.ru/mp@2x/15/9d/159d2824698e10f71436b2056894250a.jpg;https://cdn.entero.ru/mp@2x/d0/b3/d0b329f95c1d8829161fb853d75517d9.jpg;https://cdn.entero.ru/mp@2x/a3/fc/a3fc903c449fbf9add10747893144c97.jpg,Сушилка для овощей и фруктов Airhot FD-6 GLASS-L,Дегидратор FD-6 GLASS-L,11424,RUB,Да,Airhot,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/335045,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335045"">Airhot FD-6 GLASS-L</a></b> используется на предприятиях общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав. Модель оснащена камерой с вентилятором в задней стенке, откидной дверью с горизонтальной рукояткой и электронной панелью управления с функциональными клавишами и цифровым дисплеем. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 6 съемных решеток.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры</li>
<li>Таймер для установки длительности сушки</li>
<li>Подсветка внутреннего объема</li>
<li>Цифровая индикация настроек</li>
<li>Прозрачное остекление двери для визуального контроля процесса</li>
<li>Интегрированные в боковые стенки рукоятки для удобства транспортировки</li>
<li>Устойчивые нескользящие опоры</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки длительности сушки: от 30 мин. до 24 ч</li>
<li>Максимальная нагрузка на 1 решетку: 0,7 кг</li>
<li>Объем: 23 л</li>
<li>Габариты решеток: 300x280 мм</li>
<li>Таймер: 30 минут - 24 часа</li>
<li>Расстояние между уровнями: 35 мм</li>
</ul>",335045,от 30 до 90 °С,220 В,0.7 кВт,345 мм,395 мм,225 мм,9 кг,1,410x500x320 мм,0,https://entero.ru/manuals/410053/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20FD-6%20GLASS-L.pdf;https://entero.ru/manuals/482009/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,8 кг,,Китай,6,,
https://cdn.entero.ru/mp@2x/ac/c5/acc573c9c1d9be35cfa61b403fd63d29.jpg;https://cdn.entero.ru/mp@2x/ba/77/ba7720166f3a55f36d3edc2a7032ea66.jpg;https://cdn.entero.ru/mp@2x/e9/77/e977057b704fbc02203f8d505a2a1233.jpg;https://cdn.entero.ru/mp@2x/98/36/9836556d95fef2b97be655cb5497e006.jpg;https://cdn.entero.ru/mp@2x/2d/30/2d309fd1104da7a82faa5d7b71b9b221.jpg,Сушилка для овощей и фруктов Rosso HFD-6,Сушилка для овощей и фруктов Rosso HFD-6,13617,RUB,Да,Rosso,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/365265,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365265""><b class=""b"">Hualian HFD-6</b></a> используется на предприятиях общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав, а также вяления рыбы, расстойки теста и приготовления сухариков и йогурта. Модель оснащена камерой с 6 уровнями направляющих для решеток с продукцией, расположенными в задней стенке кольцевым электронагревателем и вентилятором, распашной дверью и электромеханическим управлением. Корпус и решетки выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 6 съемных решеток.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальный обдув с равномерным распределением тепла</li>
<li>Регулировка температуры и длительности сушки</li>
<li>Надежная фиксация двери с помощью петельной защелки</li>
<li>Низкое энергопотребление</li>
<li>Термоизолированная рукоятка на двери</li>
<li>Складная рукоятка на верхней панели для удобства транспортировки</li>
<li>Съемный кабель питания</li>
<li>Возможность мойки решеток в посудомоечной машине</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон заданной длительности: от 0 до 24 ч</li>
<li>Толщина прутьев решеток: 1 мм</li>
<li>Расстояние между уровнями: 46 мм</li>
<li>Расстояние между верхним уровнем и крышей: 32 мм</li>
<li>Размер решетки: 285x200 мм</li>
</ul>",365265,от 30 до 90 °С,220 В,0.4 кВт,360 мм,300 мм,360 мм,6 кг,1,415x355x390 мм,0,,14801,,5.6 кг,Китай,Китай,6,,
https://cdn.entero.ru/mp@2x/52/d0/52d0dc419749c085c9a7bcfe24572489.jpg,Сушилка для овощей и фруктов Hurakan HKN-DHD10M (с уценкой),Дегидратор HKN-DHD10M,14701,RUB,Да,Hurakan,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/372273,"<p>Дегидратор Hurakan <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372273""><b class=""b"">HKN-DHD10M</b></a> предназначен для сушки ягод, фруктов, овощей и грибов на предприятиях общественного питания и торговли. Корпус и решетки выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 10 решеток.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер решетки: 385х285 мм</li>
<li>Расстояние между решетками: 46 мм</li>
<li>Габариты в упаковке: 670х540х498 мм</li>
</ul>",372273,от 30 до 90 °С,220 В,0.4 кВт,550 мм,425 мм,375 мм,11 кг,1,540x470x495 мм,0,https://entero.ru/manuals/498682/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DHD10M.pdf;https://entero.ru/manuals/498684/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/498683/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/498685/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-DHD10M.pdf,18376,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241349&hash=dfd83c6c10f1e366,,,Китай,10,,
https://cdn.entero.ru/mp@2x/48/ce/48ce756a6717e5018d88be7af65ecc24.jpg;https://cdn.entero.ru/mp@2x/1e/db/1edb553838a68157c60ba79c7ac18c7b.jpg,Сушилка для овощей и фруктов Airhot FD-12 GLASS-L,Дегидратор FD-12 GLASS-L,16719,RUB,Да,Airhot,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/348015,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348015"">Airhot FD-12 GLASS-L</a></b> используется на предприятиях общественного питания и торговли для сушки овощей, фруктов, ягод, грибов и трав. Модель оснащена электронной панелью управления и вентилятором на задней стенке. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 12 съемных решеток.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер для установки длительности сушки от 30 мин. до 24 часов</li>
<li>Прозрачное остекление двери для визуального контроля процесса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер решеток: 300x280 мм</li>
<li>Расстояние между решетками: 30 мм</li>
<li>Максимальная нагрузка на 1 решетку: 0,7 кг</li>
</ul>",348015,от 30 до 90 °С,220 В,0.8 кВт,350 мм,450 мм,380 мм,17 кг,1,525x405x560 мм,0,https://entero.ru/manuals/428468/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20FD-12%20GLASS-L.pdf;https://entero.ru/manuals/461885/%D0%9A%D0%BD%D0%B8%D0%B3%D0%B0%20%D1%80%D0%B5%D1%86%D0%B5%D0%BF%D1%82%D0%BE%D0%B2%20%D0%B4%D0%BB%D1%8F%20%D0%B4%D0%B5%D0%B3%D0%B8%D0%B4%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%BE%D0%B2.pdf;https://entero.ru/manuals/482017/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Китай,Китай,12,,
https://cdn.entero.ru/mp@2x/dd/d9/ddd98f1fe01080d3e89859fc411183a3.jpg;https://cdn.entero.ru/mp@2x/ca/d4/cad45b6bd08a83de24c2e0aca19be49d.jpg;https://cdn.entero.ru/mp@2x/bb/5a/bb5ac30c9bf08ab4d07d1a70cb3161a3.jpg;https://cdn.entero.ru/mp@2x/c0/72/c07257f19abb1425c4357bfc272c178e.jpg;https://cdn.entero.ru/mp@2x/77/3b/773b6482470acaad3dc2709b7065f7b9.jpg;https://cdn.entero.ru/mp@2x/0b/c2/0bc2bd0990d0a327c43214acab2ad3a8.jpg;https://cdn.entero.ru/mp@2x/dd/05/dd056349b9ef644ebefdb283456fd5e5.jpg,Сушилка для овощей и фруктов HENDI Profi Line 229033,Дегидратор Profi Line 229033,25421,RUB,Да,HENDI,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/289546,"<p>Дегидратор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289546"">HENDI Profi Line 229033</a></b> предназначен для сушки ягод, фруктов, овощей и грибов на предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления и таймером (до 24 часов). Корпус и решетки выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тихие вентиляторы</li>
<li>Прозрачная дверца</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Шаг регулировки таймера: 30 мин</li>
<li>Шаг регулировки температуры: 5 °C</li>
<li>Размер решетки: 305x330 мм</li>
</ul>",289546,от 35 до 75 °С,220 В,0.65 кВт,450 мм,340 мм,311 мм,,,,0,https://entero.ru/manuals/496475/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10.6 кг,,Китай,6,,
https://cdn.entero.ru/mp@2x/94/6f/946f46eb6beffe301e3e8cc8ffebf331.jpg;https://cdn.entero.ru/mp@2x/67/3b/673b344ceaf4b926fadf4391022f1002.jpg;https://cdn.entero.ru/mp@2x/87/df/87dfe9a7a7d9e474316bb9b55f1c9fce.jpg;https://cdn.entero.ru/mp@2x/26/42/2642c7601791dd55e1519e5c9427e44a.jpg,Сушилка для овощей и фруктов Kocateq DH FD 16 NW DIGITAL,Сушилка для овощей и фруктов Kocateq DH FD 16 NW DIGITAL,25815,RUB,Да,Kocateq,Профоборудование,Тепловое,Дегидраторы,https://entero.ru/item/372496,"<p>Дегидратор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372496""><b class=""b""><font color=""#3383d0"">Kocateq DHFD16 NW DIGITAL</font></b></a> используется на предприятиях общественного питания и торговли, в производственных цехах, а также в домашних условиях для сушки овощей, грибов, фруктов и ягод. Модель оснащена электронной панелью управления с термостатом. Корпус выполнен из нержавеющей стали Aisi 201, решетки - из нержавеющей стали Aisi 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>16 уровней</li>
<li>Регулируемая температура</li>
<li>Таймер до 15 ч.</li>
<li>Подсветка</li>
<li>Защитный термостат</li>
<li>Два вентилятора</li>
<li>Стеклянное окно в двери для контроля за процессом сушки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Регулировка температуры: от 30 до 90 °С</li>
<li>Размер решетки: 400х400 мм</li>
<li>Расстояние между уровнями решетки: 30 мм</li>
<li>Размер ячейки в решетке: 8 мм</li>
<li>Общая площадь для сушки: 2,5 м<sup>2</sup></li>
</ul>",372496,от 30 до 90 °С,220 В,1.5 кВт,475 мм,560 мм,600 мм,38 кг,1,640x540x680 мм,0,https://entero.ru/manuals/499146/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20DHFD16.pdf,27758,,,,Южная Корея,16,,
