Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Конструкция,Загрузка,Объем бункера
https://cdn.entero.ru/mp@2x/11/33/113324bf86cb9a95f1b9b6b29a84d4cc.jpg,Фаршемешалка Hualian BWL-100 (HRF),Фаршемешалка Hualian BWL-100 (HRF),272136,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/355757,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355757"">Hualian BWL-100 (HRF)</a></b> используется на мясоперерабатывающих производствах, в пельменных и колбасных цехах, на предприятиях общественного питания и торговли для смешивания мясного и мясоовощного фарша с различными специями и вкусовыми добавками, а также для перемешивания фарша большой влажности, других вязких и пастообразных продуктов. Модель оснащена станиной, дежой, верхней крышкой, редуктором и приводным выгрузным механизмом. Все соприкасающиеся с продуктом компоненты изготовлены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Спиральный месильный орган с расположенными на нем лопатками для тщательного и равномерное смешивания всех компонентов фарша</li>
<li>Быстрая и удобная смена месильного органа</li>
<li>Интуитивно понятное управление</li>
<li>Высокий уровень безопасности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения месильного органа: 62 об/мин.</li>
<li>Время замеса: от 35 до 40 мин.</li>
</ul>",355757,электрическая,380 В,1.47 кВт,1080 мм,480 мм,1100 мм,174 кг,1,1080x600x1100 мм,0,,,,,Китай,Китай,напольная,70 кг,100 л
https://cdn.entero.ru/mp@2x/18/e2/18e2329acc4e75db5fd6c22fe0889ff9.jpg;https://cdn.entero.ru/mp@2x/c6/ab/c6ab5a5716bda22a62055975c17586c3.jpg;https://cdn.entero.ru/mp@2x/ee/86/ee8641b85e6b4e3e663eef41ab3b2b68.jpg;https://cdn.entero.ru/mp@2x/4d/5f/4d5fdf58c03a87637e3b8a02a4fca3d0.jpg;https://cdn.entero.ru/mp@2x/e4/be/e4bed45c28e0ce5f44653be43cda8446.jpg;https://cdn.entero.ru/mp@2x/15/b6/15b6cbd9156c7f30c1e0baa1f5e4204a.jpg;https://cdn.entero.ru/mp@2x/9e/f6/9ef6243f15ec48e3a9018674f8e4c6a4.jpg;https://cdn.entero.ru/mp@2x/f1/ce/f1ce747a261c70af86ff6ff3ada7f8a5.jpg;https://cdn.entero.ru/mp@2x/75/dc/75dc3bee6876b31fd1aa8931f54566a4.jpg;https://cdn.entero.ru/mp@2x/59/70/59708ca2eadb08d19dd7820d0ba79ac8.jpg;https://cdn.entero.ru/mp@2x/fd/13/fd1348645fb6aee603dde58e8fa620a2.jpg;https://cdn.entero.ru/mp@2x/6d/f8/6df8ae18b4fd695a170a6903f04ff719.jpg;https://cdn.entero.ru/mp@2x/d5/32/d532c561c68335c697a22d7fbd5203ec.jpg;https://cdn.entero.ru/mp@2x/ca/4f/ca4f82673fb7a9da7f392e4f7d138b27.jpg,Подъёмник дежеопрокидыватель Foodatlas TS-200 1865х900х2960 мм напольный,TS-200,683369,RUB,Да,Foodatlas,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/372679,"<p>Подъёмник дежеопрокидыватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372679""><b class=""b"">Foodatlas TS-200 </b></a>предназначен для автоматизации работы цехов по производству полуфабрикатов и готовых блюд, пищевого производства, а также компаний, работающих с продуктами питания в значительных объемах. Оборудование поднимает и опрокидывает тележку для пищевых продуктов в автоматизированном режиме. Используется на предприятиях пищевой промышленности, общественного питания и торговли для механизированной разгрузки подкатной дежи на стол, в бункер автоматического делителя или подготовленные емкости. Модель оснащена подъемным механизном с цепным приводом, колесными опорами для удобства транспортировки и электромеханической панелью управления, дежа в комплекте. Изделие выполнено из высококачественной нержавеющей стали, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с её компонентами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция устанавливается в определенном месте и не подразумевает перемещения в ходе эксплуатации</li>
<li>Механизированное устройство колонного типа</li>
<li>Цепной тип привода отличается надежностью и запасом прочности</li>
<li>Не предусмотрено регулировки скорости подъема</li>
<li>Упаковка фанерный ящик</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время подъема и опрокидывания дежи: не более 30 сек</li>
<li>Высота разгрузки: 1900 мм</li>
<li>Цвет: нерж. сталь</li>
</ul>",372679,электрическая,380 В,0.75 кВт,1865 мм,900 мм,2960 мм,430 кг,1,1020x580x3040 мм,0,,726988,,,Китай,Китай,напольная,250 кг,
https://cdn.entero.ru/mp@2x/3e/cb/3ecb6d93f440103964f6a0b6d85abe48.jpg,Фаршемешалка Hualian JBZK-650,Фаршемешалка Hualian JBZK-650,1809728,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/294018,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294018""><b class=""b"">Hualian JB-650 </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли для равномерного перемешивания ингридиентов для приготовления мясного, рыбного, мясоовощного фарша, паштетов, салатов и различных начинок. Модель оснащена несъемной дежой с крышкой, 2 месильными органами в виде лопастных валов и механической панелью управления. Модель изготовлена из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обработка сырья в вакуумной среде для увеличения сроков годности продукции</li>
<li>Оптимальный объем дежи для производств средней и большой емкости</li>
<li>Полностью герметичная дежа и изолированная по всему периметру крышка</li>
<li>Поднятие и опускание крышки производится переключателем на панели управления</li>
<li>Наличие концевого выключателя на крышке</li>
<li>Прочная станина выдерживает большую нагрузку</li>
<li>Регулируемая степень вакуума</li>
<li>Реверсное движение месильных валов для удобной выгрузки готового фарша</li>
<li>Сертификаты гигиены и безопасности ЕС и стран</li>
<li>Рекомендуется использовать масляный воздушный компрессор</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения головного вала: 54 / 42 об/мин.</li>
<li>Габариты в упаковке: 2180х1760х1950 мм</li>
<li>Степень вакуума: 0,09 мПа</li>
<li>Минимальная температура продукта: +10°C</li>
</ul>

<p><b>Дополнительные опции (приобретаются отдельно):</b></p>

<ul>
<li>Цифровой температурный контроллер</li>
</ul>

<p><span style=""color:#FF0000;"">Внимание! Компрессор не входит в базовую комплектацию машины и приобретается отдельно!</span></p>",294018,электрическая,380 В,7.1 кВт,1600 мм,1300 мм,1600 мм,,,,0,,,,980 кг,Китай,Китай,напольная,от 440 до 490 кг,650 л
https://cdn.entero.ru/mp@2x/f2/db/f2dbb85fa4cb16aabd6be6670d60c9b4.jpg,Фаршемешалка Hurakan HKN-MM90A,Фаршемешалка Hurakan HKN-MM90A,228270,RUB,Нет,Hurakan,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/245827,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/245827"">Hurakan HKN-MM90A</a></b> используется на предприятиях общественного питания и торговли для перемешивания мясного, рыбного и колбасного фарша и доведения его до однородной консистенции. Модель оснащена 4 колесами, 2 из которых с тормозом. Корпус выполнен из нержавеющей стали.</p>",245827,электрическая,220 В,1.5 кВт,860 мм,510 мм,1050 мм,210 кг,1,940x600x1150 мм,0,https://entero.ru/manuals/297668/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-MM90A.pdf;https://entero.ru/manuals/297669/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454775/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-MM90A.pdf,242840,,178 кг,,Китай,напольная,70 кг,90 л
https://cdn.entero.ru/mp@2x/92/af/92af08647cd2df35cae617052d3b2d42.jpg,Фаршемешалка Sirman IP30M Y14 380В,IP30M Y14 3Ф,216197,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/128806,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128806""><b class=""b"">Sirman IP30M Y14</b></a> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена вентилируемым асинхронным двигателем. Корпус и лопасть выполнены из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичный редуктор с закаленными и шлифованными косозубыми шестернями помещен в масляную ванн</li>
<li>Крышка с предохранительным микровыключателем</li>
<li>Легкое снятие лопасти без инструментов</li>
<li>Класс защиты: IP54</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер ванны: 300x400 мм</li>
<li>Габариты в упаковке: 720x570x770 мм</li>
</ul>",128806,электрическая,380 В,1.472 кВт,680 мм,365 мм,530 мм,,,,0,https://entero.ru/manuals/419107/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IP30M%20Y14%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/312732/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IP30M%20Y14.pdf;https://entero.ru/manuals/419719/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/419720/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,234997,,49 кг,,Италия,напольная,30 кг,42 л
https://cdn.entero.ru/mp@2x/30/62/3062a5efa5f6a3f9a496a7e2aa1c07f7.jpg,Фаршемешалка Sirman IP30M Y14 220В,IP30M Y14 1Ф/49846,210154,RUB,Нет,Sirman,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/173671,"<p>Фаршемешалка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/173671""><b class=""b"">Sirman IP30M Y14</b></a> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена вентилируемым асинхронным двигателем. Корпус и лопасть выполнены из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Герметичный редуктор с закаленными и шлифованными косозубыми шестернями помещен в масляную ванну</li>
<li>Крышка с предохранительным микровыключателем</li>
<li>Легкое снятие лопасти без инструментов</li>
<li>Класс защиты: IP54</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер ванны: 300x400 мм</li>
<li>Габариты в упаковке: 720x570x700 мм</li>
</ul>",173671,электрическая,220 В,1.1 кВт,680 мм,365 мм,530 мм,,,,0,https://entero.ru/manuals/419105/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20IP30M%20Y14%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/419106/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20IP30M%20Y14.pdf;https://entero.ru/manuals/419716/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/419717/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,218910,,49 кг,,Италия,,30 кг,42 л
https://cdn.entero.ru/mp@2x/d7/71/d7719705e4c11c949fa34a9f4a4691cf.jpg,Фаршемешалка Hualian JBZK-300,Фаршемешалка Hualian JBZK-300,1482575,RUB,Нет,Hualian,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/294031,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294031"">Hualian JBZK-300</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли для равномерного перемешивания ингридиентов для приготовления мясного, рыбного, мясоовощного фарша, паштетов, салатов и различных начинок. Модель оснащена несъемной дежой с крышкой, 2 месильными органами в виде лопастных валов и механической панелью управления. Модель изготовлена из высококачественной пищевой нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обработка сырья в вакуумной среде для увеличения сроков годности продукции</li>
<li>Оптимальный объем дежи для производств средней и большой емкости</li>
<li>Полностью герметичная дежа и изолированная по всему периметру крышка</li>
<li>Поднятие и опускание крышки производится переключателем на панели управления</li>
<li>Наличие концевого выключателя на крышке</li>
<li>Прочная станина выдерживает большую нагрузку</li>
<li>Регулируемая степень вакуума</li>
<li>Реверсное движение месильных валов для удобной выгрузки готового фарша</li>
<li>Сертификаты гигиены и безопасности ЕС и стран</li>
<li>Рекомендуется использовать масляный воздушный компрессор</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Степень вакуума: 0,09 мПа</li>
<li>Минимальная температура продукта: +10°C</li>
<li>
<p>Габариты в упаковке: 1880х1480х1880 мм</p>
</li>
</ul>

<p><b>Дополнительные опции (приобретаются отдельно):</b></p>

<ul>
<li>Цифровой температурный контроллер</li>
</ul>

<p><span style=""color:#FF0000;"">Внимание! Компрессор не входит в базовую комплектацию машины и приобретается отдельно!</span></p>",294031,электрическая,380 В,5.5 кВт,1500 мм,1000 мм,1500 мм,,,,0,,,,689 кг,Китай,Китай,напольная,от 220 до 265 кг,300 л
https://cdn.entero.ru/mp@2x/0d/85/0d8521dd3ed276a679fa69b00fd4efbc.jpg,Фаршемешалка AlexanderSolia AW MI 165,543 000 000,0,RUB,Нет,AlexanderSolia,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/94950,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94950"">AlexanderSolia AW MI 165</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции, а также для смешивания творога и овощной смеси. Корпус и инструменты для перемешивания выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 мотора</li>
<li>Перемешивание происходит в 3-х пространственных направлениях</li>
<li>Начало и остановка работы через аварийный выключатель</li>
<li>Подвижная верхняя часть машины с пневматическим амортизатором</li>
<li>Опрокидываемая вперёд чаша для легкого опорожения</li>
<li>Запатентованный интструмент для перемешивания</li>
<li>Ролики с фиксатором</li>
<li>Степень защиты: IP 54</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Предохранитель: 16 А</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Бесступенчатое переключение скорости смешивания</li>
</ul>",94950,электрическая,380 В,1.87 кВт,910 мм,1170 мм,1640 мм,,,,0,,,,202 кг,,Германия,напольная,100 кг,165 л
https://cdn.entero.ru/mp@2x/73/1f/731fdf5669d3e45788f2554ff274df20.jpg,Фаршeмешалка Minerva C/E MB50 380 В,C/E MB50 трехфазный 380 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/142150,"<p>Фаршемешалка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142150"">Minerva C/E MB50 380 В</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции, а также для смешивания творога и овощной смеси. Модель оснащена двигателем непрерывного использования с вентиляцией, 4 колесами, 2 из которых с тормозом. Корпус, бункер, лопасти и крышка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опрокидывающийся бункер для выгрузки готового фарша</li>
<li>Легко съемные лопасти дают возможность очистить бункер </li>
<li>Крышка бункера при открывании фиксируется в двух положениях и снабжена микро выключателями</li>
<li>Низковольтная цепь управления обеспечивает режимы ""Вперед"" - ""Стоп"" - ""Назад""</li>
<li>Свободный доступ к механическим и электрическим частям для быстрого обслуживания</li>
<li>Электрические элементы размещены в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 2 шт</li>
</ul>

<p><br>
</p>",142150,электрическая,380 В,1.85 кВт,815 мм,500 мм,1190 мм,,,,0,https://entero.ru/manuals/165816/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20MB50%20380%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,127 кг,,Италия,напольная,50 кг,
https://cdn.entero.ru/mp@2x/a3/fd/a3fdbb8a4a0ae56bdc44a7cc18c5c756.jpg,Фаршeмешалка Minerva C/E MM50 380 В,C/E MM50 трехфазный 380 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/142091,"<p>Фаршемешалка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142091"">Minerva C/E MM50 380 В</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции, а также для смешивания творога и овощной смеси. Модель оснащена двигателем непрерывного использования с вентиляцией, 4 колесами, 2 из которых с тормозом. Корпус, бункер, лопасти и крышка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опрокидывающийся бункер для выгрузки готового фарша</li>
<li>Легко съемная лопасть дает возможность очистить бункер </li>
<li>Крышка фиксируется в двух положениях и снабжена микро выключателями</li>
<li>Низковольтная цепь управления обеспечивает режимы ""Вперед"" - ""Стоп"" - ""Назад""</li>
<li>Свободный доступ к механическим и электрическим частям для быстрого обслуживания</li>
<li>Электрические элементы размещены в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 1шт</li>
</ul>

<p><br>
</p>",142091,электрическая,380 В,1.5 кВт,785 мм,400 мм,1190 мм,,,,0,https://entero.ru/manuals/165728/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20MM50%20380%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,85 кг,,Италия,напольная,50 кг,
https://cdn.entero.ru/mp@2x/fa/dd/faddc82e3532f678798a673ae1408177.jpg,Фаршемешалка Roal Meat WM-12.5J,н0000203464,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/189529,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189529"">Roal Meat WM-12.5J</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена электромагнитной панелью управления с кнопкой экстренной остановки поворотного типа с фиксацией положения, крышкой со смотровым окном и поворотными колесами со стопорами. Поверхность корпуса обработана методом порошкового окрашивания, бункер и месильный орган выполнены из нержавеющей стали, смотровое окно - из оргстекла, все детали, контактирующие с пищевыми продуктами, изготовлены из материалов, допущенных к применению в пищевой промышленности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Жесткая рама</li>
<li>Месильный орган Н-образной формы, расположенный горизонтально</li>
<li>Увеличенная толщина стенок бункера</li>
<li>Цепная передача вращения</li>
<li>Функция реверса</li>
<li>Система концевых выключателей автоматически отключает питание:
<ul>
<li>При поднятии крышки бункера</li>
<li>При открытии затворов бункера</li>
<li>При опрокидывании бункера</li>
</ul>
</li>
<li>Дополнительные отсекатели внутри бункера для сокращения времени и повышения качества перемешивания</li>
<li>Упаковано в фанерный ящик</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: 12,5 л</li>
<li>Производительность: до 80 кг/ч</li>
<li>Количество лопастей: 4</li>
<li>Толщина смотрового окна: 5 мм</li>
<li>Габариты в упаковке: 810х580х930 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",189529,электрическая,220 В,1.5 кВт,700 мм,460 мм,820 мм,,,,0,https://entero.ru/manuals/345538/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20WM-12.5J.pdf,,,110 кг,,Китай,напольная,,36 л
https://cdn.entero.ru/mp@2x/07/f2/07f270bb7293665c494b97a20e23b870.jpg,Фаршемешалка Roal Meat WM-25J,н0000203465,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/189530,"<p>Фаршемешалка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189530"">Roal Meat WM-25J</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции. Модель оснащена электромагнитной панелью управления с кнопкой экстренной остановки поворотного типа с фиксацией положения, крышкой со смотровым окном и поворотными колесами со стопорами. Поверхность корпуса обработана методом порошкового окрашивания, бункер и месильный орган выполнены из нержавеющей стали, смотровое окно - из оргстекла, все детали, контактирующие с пищевыми продуктами, изготовлены из материалов, допущенных к применению в пищевой промышленности.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Жесткая рама</li>
<li>Месильный орган Н-образной формы, расположенный горизонтально</li>
<li>Увеличенная толщина стенок бункера</li>
<li>Цепная передача вращения</li>
<li>Функция реверса</li>
<li>Система концевых выключателей автоматически отключает питание:
<ul>
<li>При поднятии крышки бункера</li>
<li>При открытии затворов бункера</li>
<li>При опрокидывании бункера</li>
</ul>
</li>
<li>Дополнительные отсекатели внутри бункера для сокращения времени и повышения качества перемешивания</li>
<li>Упаковано в фанерный ящик</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 150 кг/ч</li>
<li>Количество лопастей: 4</li>
<li>Толщина смотрового окна: 5 мм</li>
<li>Габариты в упаковке: 870х680х1080 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",189530,электрическая,220 В,2.2 кВт,760 мм,530 мм,970 мм,,,,0,https://entero.ru/manuals/345539/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20WM-25J.pdf,,,145 кг,,Китай,напольная,25 кг,52 л
https://cdn.entero.ru/mp@2x/bf/df/bfdf6cfb282624ad954e0b014424b93a.jpg,Фаршeмешалка Minerva C/E MM30 380 В,C/E MM30 трехфазный 380 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/142082,"<p>Фаршемешалка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142082"">Minerva C/E MM30 380 В</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции, а также для смешивания творога и овощной смеси. Модель оснащена двигателем непрерывного использования с вентиляцией. Корпус, бункер, лопасти и крышка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опрокидывающийся бункер для выгрузки готового фарша</li>
<li>Легко съемная лопасть дает возможность очистить бункер </li>
<li>Крышка фиксируется в двух положениях и снабжена микро выключателями</li>
<li>Низковольтная цепь управления обеспечивает режимы ""Вперед"" - ""Стоп"" - ""Назад""</li>
<li>Свободный доступ к механическим и электрическим частям для быстрого обслуживания</li>
<li>Электрические элементы размещены в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 1шт</li>
</ul>",142082,электрическая,220 В,0.75 кВт,800 мм,305 мм,790 мм,,,,0,https://entero.ru/manuals/165726/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20MM30%20380%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,55 кг,,Италия,напольная,30 кг,
https://cdn.entero.ru/mp@2x/b7/14/b71450e70cf515500279a11176309c61.jpg,Фаршeмешалка Minerva C/E MM30 220 В,C/E MM30 однофазный 220 В,0,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Фаршемешалки,https://entero.ru/item/142088,"<p>Фаршемешалка<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/142088"">Minerva C/E MM30 220 В</a></b> используется на предприятиях общественного питания и торговли для перемешивания различных видов фарша до однородной консистенции, а также для смешивания творога и овощной смеси. Модель оснащена двигателем непрерывного использования с вентиляцией. Корпус, бункер, лопасти и крышка выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опрокидывающийся бункер для выгрузки готового фарша</li>
<li>Легко съемная лопасть дает возможность очистить бункер </li>
<li>Крышка фиксируется в двух положениях и снабжена микро выключателями</li>
<li>Низковольтная цепь управления обеспечивает режимы ""Вперед"" - ""Стоп"" - ""Назад""</li>
<li>Свободный доступ к механическим и электрическим частям для быстрого обслуживания</li>
<li>Электрические элементы размещены в водонепроницаемом коробе</li>
<li>Класс защиты: IP 56</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество лопастей: 1шт</li>
</ul>

<p><br>
</p>",142088,электрическая,220 В,0.75 кВт,800 мм,305 мм,790 мм,,,,0,https://entero.ru/manuals/165727/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Minerva%20C_E%20MM30%20220%20%D0%92%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,55 кг,,Италия,напольная,30 кг,
