Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Установка,Диаметр чаши,Материал ловителя,Терморегулятор
https://cdn.entero.ru/mp@2x/9e/eb/9eeb3ea1867b160e71d11fddd4afe51d.jpg,Аппарат для сахарной ваты Airhot CF-3,Аппарат для сахарной ваты Airhot CF-3,20211,RUB,Да,Airhot,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/52178,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52178"">Airhot CF-3</a> </b>используется на предприятиях общественного питания и торговли. Прибор установлен на тележку. На металлический бокс конструкции ставится специальная чаша из нержавеющей стали, где тонкие нити накручиваются на палочку и становятся сладкой ватой. Модель проста и удобна в использовании. Корпус выполнен из окрашенной стали, чаша-ловитель - из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входият тележка и мерная ложка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ящик для сахара и ароматизаторов</li>
<li>Съемный кабель питания</li>
</ul>",52178,220 В,0.9 кВт,945 мм,520 мм,895 мм,21 кг,Китай,1,530x530x485 мм,0,https://entero.ru/manuals/96083/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Airhot%20CF-3.pdf;https://entero.ru/manuals/96082/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20CF-3.pdf;https://entero.ru/manuals/481825/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,20 кг,3 кг/ч,напольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/c7/21/c721de310173b7d38c2298e5151c1910.jpg;https://cdn.entero.ru/mp@2x/d9/24/d924e1d883b9c24139e6daf5fd4ad091.jpg,Аппарат для сахарной ваты RoboLabs Monster,75411,99507,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/37618,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37618""><b class=""b"">ТТМ Monster</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена регулятором точной настройки мощности, индикатором мощности нагрева (стрелочным вольтметром) и защитой регулятора настройки.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входят пластиковый ловитель, сетка для ловителя и комплект держателей для сетки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>ТЭН для нагрева</li>
<li>Горизонтальная подача</li>
<li>Предохранитель</li>
<li>2 пары щеток</li>
<li>Сетчатый диффузор</li>
<li>Снижение вибраций на корпусе за счет пружинной подвески шасси двигателя</li>
<li>Жесткая фиксация шасси в транспортном положении</li>
<li>Ручки для удобной транспортировки</li>
<li>Окно для обслуживание щеточного узла</li>
<li>
<p>Сохранение работоспособности при падении напряжения до 160 В</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления одной порции: от 20 до 25 сек.</li>
<li>Время разогрева: 30 сек.</li>
<li>Вместимость головы аппарата: 0,7 кг</li>
<li>Частота вращения: 2750 об/мин.</li>
<li>Размер без ловителя: 440х420х410 мм</li>
<li>Цвет корпуса: серебристый металлик</li>
</ul>",37618,220 В,2 кВт,700 мм,680 мм,480 мм,28 кг,Россия,1,675x685x695 мм,0,https://entero.ru/manuals/417264/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20RoboLabs%20Monster.pdf;https://entero.ru/manuals/502731/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,25 кг,от 7 до 8 кг/ч,настольная,670 мм,пластик,Да
https://cdn.entero.ru/mp@2x/7d/88/7d88ee3f93a47648234c40938a06894a.jpg;https://cdn.entero.ru/mp@2x/51/49/514932bde5cebb102281ca30edddf55d.jpg;https://cdn.entero.ru/mp@2x/67/34/6734f8c0b242c2e9ad2eb75c87703bcc.jpg;https://cdn.entero.ru/mp@2x/b3/7a/b37a27526667b77b92ab3a6323a78ea4.jpg,Аппарат для сахарной ваты Clatronic ZWM 3478,261661 / ZWM 3478 weiss,7499,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/283602,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/283602"">Clatronic ZWM 3478</a></b> используется на предприятиях общественного питания и торговли, а также в домашних условиях. Модель оснащена кварцевым нагревательным элементом, съемной чашей, кабелем питания с вилкой и расположенной на фронтальной панели кнопкой выключателя. Корпус круглого сечения выполнен из пластика белого цвета, ограждение – из прозрачного полимера.</p>

<p>В комплект поставки входят мерная ложка и 10 деревянных палочек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемные каплеуловитель и ограждение для защиты от брызг </li>
<li>Возможность мойки чаши и крышки в посудомоечной машине</li>
<li>Устойчивое основание с опорами-присосками</li>
<li>Компактные габариты для удобства транспортировки </li>
<li>Эргономичный дизайн</li>
</ul>",283602,220 В,0.5 кВт,275 мм,275 мм,235 мм,1.4 кг,Китай,1,280x280x250 мм,0,https://entero.ru/manuals/350661/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Clatronic%20ZWM%203478.pdf,10713,,1.55 кг,,настольная,270 мм,платик,
https://cdn.entero.ru/mp@2x/f7/db/f7db73a2b62188e979ce912d728a6801.jpg;https://cdn.entero.ru/mp@2x/0b/27/0b27abbdd3c2b50dcead104121d83706.jpg;https://cdn.entero.ru/mp@2x/11/91/11916325c4976b60ef0bbdc7b71e37da.jpg;https://cdn.entero.ru/mp@2x/f7/ca/f7ca74c30d980080d5b5f5bed8e0579b.jpg,Аппарат для сахарной ваты Hurakan HKN-C2 (с уценкой),149920,9889,RUB,Да,Hurakan,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/373175,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373175"">Hurakan HKN-C2</a></b><b class=""b""> </b>используется на предприятиях общественного питания и торговли. Корпус выполнен из крашеного металла, чаша-ловитель - из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входит ложка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Нагрев: 0,9 кВт</li>
<li>Двигатель: 0,08 кВт</li>
</ul>
</li>
<li>Габариты в упаковке: 540x540x430 мм</li>
</ul>",373175,220 В,0.9 кВт,520 мм,520 мм,500 мм,10.5 кг,Китай,1,530x530x410 мм,0,https://entero.ru/manuals/500689/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-C2.pdf;https://entero.ru/manuals/500690/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-C2.pdf;https://entero.ru/manuals/500691/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-C2.pdf;https://entero.ru/manuals/500692/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/500693/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,14542,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241016&hash=80fd0202ef8104e0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241090&hash=edecb465b4f9188d,,2.8 кг/ч,настольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/5c/92/5c92bd8ef4ca62dc452fcf37b7eb5028.jpg,Аппарат для сахарной ваты Hualian HEC-03,Аппарат для сахарной ваты Hualian HEC-03,14352,RUB,Да,Hualian,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/125144,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/125144"">Hualian HEC-03</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена съемной чашей и выдвижным ящиком для принадлежностей. Чаша выполнена из нержавеющей стали.</p>",125144,220 В,0.9 кВт,460 мм,460 мм,500 мм,12 кг,Китай,1,530x530x410 мм,0,,15432,,,3 кг/ч,настольная,460 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/74/5c/745c76d3da4107729c9cbd581fcbbdb7.jpg;https://cdn.entero.ru/mp@2x/af/5b/af5bb900071b1b1e12480b07e36480c3.jpg;https://cdn.entero.ru/mp@2x/26/fb/26fb593590a19d7c24b7a05588a56e81.jpg,Аппарат для сахарной ваты ROAL GLD-520,Аппарат для сахарной ваты ROAL GLD-520,14451,RUB,Да,ROAL,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/261704,"<p>Аппарат для сахарной ваты​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/261704"">ROAL GLD-520</a></b> используется на предприятиях общественного питания и торговли. Изделие подходит для использования в помещении и на открытом воздухе. Модель оснащена электромеханической панелью управления, выдвижным ящиком для хранения и устойчивыми ножками. Корпус выполнен из крашеного металла, чаша - из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входит ложка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления порции: 30 сек.</li>
<li>Скорость вращения: 3000 об./мин.<br>
</li>
</ul>",261704,220 В,1.03 кВт,520 мм,520 мм,500 мм,,Китай,,,0,https://entero.ru/manuals/345503/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20GLD-520.pdf,,,10 кг,,настольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/bb/23/bb23c295b0e81936960a527f583ee67d.jpg;https://cdn.entero.ru/mp@2x/d4/6a/d46aed7eeaa8e7764bbd5a64f4f48816.jpg;https://cdn.entero.ru/mp@2x/88/6b/886b5908214812d7da5ae14aba9b52dd.jpg;https://cdn.entero.ru/mp@2x/df/47/df473563dd6bf3b07a96e7759d08fa2e.jpg;https://cdn.entero.ru/mp@2x/c9/f2/c9f25b8170f034dfd83c6c072a38f34d.jpg;https://cdn.entero.ru/mp@2x/90/bb/90bb177d0e34c3fd584eb490125f0677.jpg,Аппарат для сахарной ваты Rosso HEC-03,Аппарат для сахарной ваты Rosso HEC-03,14540,RUB,Да,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/271346,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271346"">Rosso HEC-03</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена рабочей головкой с ТЭНом, термостатом, вольтметром и выдвижным ящиком для принадлежностей. Чаша-ловитель выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 30 секунд</li>
<li>Мощность мотора: 0,08 кВт</li>
<li>Время предварительного нагрева: от 5 до 6 мин.</li>
</ul>",271346,220 В,0.93 кВт,520 мм,520 мм,490 мм,11 кг,Китай,1,530x530x460 мм,0,https://entero.ru/manuals/333992/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HEC-03.pdf,15634,,10 кг,3 кг/ч,настольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/e6/25/e6256a25c2d816398a6b627312af1900.jpg,Аппарат для сахарной ваты Hurakan HKN-C2-T (с тележкой) (с уценкой),161306,16871,RUB,Да,Hurakan,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/373176,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373176""><b class=""b"">Hurakan HKN-C2-T</b></a> используется на предприятиях общественного питания и торговли. Модель оснащена тележкой. Корпус выполнен из крашеного металла, чаша - из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p>В комплект поставки входит ложка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 540x530x500 мм</li>
</ul>",373176,220 В,0.9 кВт,940 мм,520 мм,890 мм,19.5 кг,Китай,1,540x530x500 мм,0,https://entero.ru/manuals/500697/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-C2-T.docx;https://entero.ru/manuals/500699/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-C2-T.pdf;https://entero.ru/manuals/500698/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/500700/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,21629,,,2.8 кг/ч,напольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/23/57/23576b66712e75ba4513f3d1fe42daed.jpg,Аппарат для сахарной ваты Hurakan HKN-C3,Аппарат для сахарной ваты Hurakan HKN-C3,17230,RUB,Да,Hurakan,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/84375,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84375"">Hurakan HKN-C3</a></b><b class=""b""> </b>используется на предприятиях общественного питания и торговли. Корпус выполнен из крашеного металла, чаша-ловитель - из нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>",84375,220 В,0.9 кВт,730 мм,730 мм,500 мм,16 кг,Китай,1,740x760x420 мм,23,https://entero.ru/manuals/414682/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-C3.pdf;https://entero.ru/manuals/414683/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-C3.pdf;https://entero.ru/manuals/414684/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-C3.pdf;https://entero.ru/manuals/414685/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/414688/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,18527,,15 кг,3 кг/ч,настольная,730 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/db/47/db4723d895cfea66580ada317780367e.jpg,Аппарат для сахарной ваты Hualian HEC-04C с тележкой,Аппарат для сахарной ваты Hualian HEC-04C с тележкой,21508,RUB,Да,Hualian,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/288790,"<p>Аппарат для сахарной ваты <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/288790""><b class=""b"">Hualian HEC-04C</b></a> используется на предприятиях общественного питания и торговли в кинотеатрах, развлекательных центрах, парках и зонах отдыха. Модель оснащена электродвигателем, рабочей головкой с трубчатым электронагревателем (ТЭНом), термостатом и электромеханической панелью управления. Корпус выполнен из стали с антикоррозийным покрытием, чаша-ловитель цилиндрической формы – из пищевой нержавеющей стали.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность создания фигур различных размеров и форм благодаря вертикальной подаче продукта</li>
<li>Вольтметр для индикации текущего напряжения</li>
<li>Кнопки колыбельного типа с интегрированными светодиодными индикаторами питания и готовности к работе работы</li>
<li>Автоматический предохранитель для защиты от перегрузки с ручным перезапуском</li>
<li>Выдвижной ящик для хранения принадлежностей</li>
<li>Тележка с 2 большими колесами и стояночными опорами для удобства транспортировки</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный яркий дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность двигателя: 0,08 кВт</li>
<li>Длительностьприготовления 1 порции: 30 сек.</li>
<li>Рекомендуемый режим работы / перерыва: 1 ч / 20 мин.</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",288790,220 В,0.9 кВт,945 мм,730 мм,895 мм,,Китай,,,0,,23127,,,4 кг/ч,напольная,730 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/ec/af/ecaf4dcc42410dc1fc3ab51a9e7e9486.jpg;https://cdn.entero.ru/mp@2x/01/af/01afa1eba3298f4ae355ef6e4908d1f4.jpg,Аппарат для сахарной ваты RoboLabs Twister M2,122458,68783,RUB,Да,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/91563,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91563"">RoboLabs Twister M2</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена регулятором точной настройки мощности и защитой регулятора настройки.</p>

<p>В комплект поставки входят пластиковый ловитель, сетка для ловителя и комплект держателей для сетки.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>ТЭН для нагрева</li>
<li>Горизонтальная подача</li>
<li>Предохранитель</li>
<li>2 пары щеток</li>
<li>Сетчатый диффузор</li>
<li>Снижение вибраций на корпусе за счет пружинной подвески шасси двигателя</li>
<li>Жесткая фиксация шасси в транспортном положении</li>
<li>Ручки для удобной транспортировки</li>
<li>Окно для обслуживание щеточного узла</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения: 2850 об/мин.</li>
<li>Цвет корпуса: розовый (RAL4010)</li>
</ul>",91563,220 В,1.4 кВт,520 мм,520 мм,470 мм,,Россия,,,0,https://entero.ru/manuals/475743/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20RoboLabs%20Twister%20M2.pdf;https://entero.ru/manuals/502730/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,15 кг,3 кг/ч,настольная,660 мм,платик,Да
https://cdn.entero.ru/mp@2x/4f/1c/4f1c799cbb7712d7f50ddf44d11a811d.jpg;https://cdn.entero.ru/mp@2x/0f/3e/0f3e30912e5e5cdf191233fc8aa59e34.jpg;https://cdn.entero.ru/mp@2x/0d/bf/0dbf303299a03ad8bdd03b7b2e7bd743.jpg;https://cdn.entero.ru/mp@2x/ca/47/ca4767ec73a2fb5908ef685432102503.jpg;https://cdn.entero.ru/mp@2x/82/0c/820ca4256115cb341fbe866adb499e7b.jpg,Аппарат для сахарной ваты Enigma CC-3E (с уценкой),CC-3E (w/o cart),11700,RUB,Да,Enigma,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/374001,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374001"">Enigma CC-3E</a> </b>используется на предприятиях общественного питания и торговли. Прибор оснащен ТЭНом для нагрева, прямым (безременным) приводом головки. Ловитель выполнен из алюминия.</p>

<p><span style=""color:#ff0000;"">Купол в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальная подача ваты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренний диаметр ловителя: 500 мм</li>
<li>Производительность: 200 порций/ч</li>
<li>Вес порции: 15 г</li>
<li>Высота ловителя: 180 мм</li>
</ul>",374001,220 В,0.945 кВт,670 мм,520 мм,1100 мм,8.5 кг,Китай,1,565x585x445 мм,0,https://entero.ru/manuals/504007/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Enigma%20CC-3E.pdf;https://entero.ru/manuals/506566/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,3 кг/ч,настольная,520 мм,алюминий,
https://cdn.entero.ru/mp@2x/6a/83/6a832a5c1f5558329ac50d47b593a415.jpg;https://cdn.entero.ru/mp@2x/00/0a/000a15119365b54a283b95ce4978edfe.jpg;https://cdn.entero.ru/mp@2x/82/59/8259a2cfe8d679074e091838424358c1.jpg;https://cdn.entero.ru/mp@2x/0e/20/0e2075b397269ee1d624f339a7f648c5.jpg,Аппарат для сахарной ваты Foodatlas CC-3702 Eco,CC-3702 FoodAtlas Eco,13890,RUB,Да,Foodatlas,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/84970,"<p>Аппарат для сахарной ваты​ <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84970"">Foodatlas CC-3702 Eco</a></b> используется на предприятиях общественного питания и торговли.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: от 0 до 200 °С</li>
<li>Скорость: 2800 об/мин.</li>
<li>Время подготовки к работе: от 2 до 3 мин.</li>
<li>Время приготовления порции: 30 сек.</li>
<li>Глубина чаши: 170 мм</li>
<li>Мощность двигателя: 0,03 кВт</li>
<li>Габариты в упаковке: 540x540x335 мм</li>
</ul>",84970,220 В,1 кВт,520 мм,520 мм,385 мм,,Китай,,,0,https://entero.ru/manuals/351469/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20CC-3702%20Eco.pdf,14621,,8.5 кг,,настольная,520 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/3f/a1/3fa15055f02b1bae1f70203b4a40ddbb.jpg;https://cdn.entero.ru/mp@2x/34/06/3406f3191274488d2a241195a6ed44e8.jpg;https://cdn.entero.ru/mp@2x/35/30/35300e2dac255aec7bf5824ca67e90aa.jpg;https://cdn.entero.ru/mp@2x/ce/94/ce945cae4f05e7aa58db548c1323923a.jpg,Аппарат для сахарной ваты Rosso HEC-01,Аппарат для сахарной ваты Rosso HEC-01,14540,RUB,Да,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/271275,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271275"">Rosso HEC-01</a></b> используется на предприятиях общественного питания. Модель оснащена рабочей головкой с ТЭНом, термостатом и вольтметром. Чаша-ловитель выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления 1 порции: 30 секунд</li>
<li>Мощность мотора: 0,08 кВт</li>
<li>Время предварительного нагрева: от 5 до 6 мин.</li>
</ul>",271275,220 В,0.93 кВт,520 мм,520 мм,490 мм,11 кг,Китай,1,530x530x520 мм,0,https://entero.ru/manuals/333918/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HEC-01.pdf,15146,,11 кг,3 кг/ч,настольная,460 мм,нерж. сталь,
https://cdn.entero.ru/mp@2x/33/d8/33d8bd31f0da000a8538ab1839fff939.jpg,Аппарат для сахарной ваты GASTRORAG HEC-01,Аппарат для сахарной ваты GASTRORAG HEC-01,15680,RUB,Да,GASTRORAG,Профоборудование,Оборудование фаст-фуд,Аппараты для сахарной ваты,https://entero.ru/item/83272,"<p>Аппарат для сахарной ваты <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83272"">GASTRORAG HEC-01</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена рабочей головкой с ТЭНом, терморегулятором и вольтметром. Корпус выполнен из эмалированной стали, чаша-ловитель - из нержавеющей стали.</p>

<p>В комплект поставки входят мерная ложка и выдвижной ящик для сахара и ароматизаторов.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер корпуса: 460x460 мм</li>
</ul>",83272,220 В,0.9 кВт,520 мм,520 мм,500 мм,,Китай,,,0,https://entero.ru/manuals/58104/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20HEC-01.docx,,,18 кг,3 кг/ч,,520 мм,,
