Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Вес (с упаковкой),Линия 700,Линия 900,Оснащение,Формат,Тип гастроемкости,Материал каркаса,Тип подставки,Количество рядов направляющих,Количество уровней направляющих,Направляющие под посудомоечные кассеты 500x500 мм,Тип посудомоечных кассет
https://cdn.entero.ru/mp@2x/73/9a/739ae65e110c7ccd807ad0af35b6d960.jpg,"Подставка Restoinox ППР-10,1/8.5/9.1 под печь для пиццы Аpach AML 4/4+4, Itpizza ML 4/4+4, GGF-X 44, GAM MD4/SB4/MS4","Подставка Restoinox ППР-10,1/8.5/9.1 под печь для пиццы Аpach AML 4/4+4, Itpizza ML 4/4+4, GGF-X 44, GAM MD4/SB4/MS4",0,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/254492,"<p>Подставка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/254492""><b class=""b""> Restoinox ППР-10,1/8.5/9.1</b></a> предназначена для размещения печей для пиццы Аpach AML 4/4+4, Itpizza ML 4/4+4, GGF-X 44, GAM MD4/SB4/MS4 на предприятиях общественного питания и торговли. Модель оснащена обвязкой с 4-х сторон и регулируемыми по высоте опорами. Разборный каркас выполнен из трубы 40х40 мм нержавеющей стали Aisi 430, столешница - из нержавеющей стали Aisi 430.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Ножки: 1,2 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",254492,1010 мм,850 мм,910 мм,32 кг,Россия,1,1020x860x150 мм,0,https://entero.ru/manuals/523301/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,под печь для пиццы,,,,,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/eb/5c/eb5c158f1e0a6922d8d0b9428b5d1c39.jpg;https://cdn.entero.ru/mp@2x/25/e6/25e69e0725e3d0abfd0ed8033aea1281.jpg;https://cdn.entero.ru/mp@2x/bc/eb/bceb0b40eaf25d19bd9fff43299fcb01.jpg;https://cdn.entero.ru/mp@2x/30/e9/30e927364ff0e9e8db5a87e0be9d87f2.jpg,Подтоварник КОБОР ПТ-60/60 (600х600х420),Подтоварник КОБОР ПТ-60/60 (600х600х420),0,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/126688,"<p>Подтоварник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126688"">Кобор ПТ-60/60 (600х600х420)</a></b> используется на предприятиях общественного питания и торговли, а также в производственных цехах для временного складирования кухонного инвентаря и продуктов питания, а также размещения оборудования. Модель имеет обвязку. Столешница выполнена из нержавеющей стали AISI 430, каркас - из уголка из оцинкованной стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",126688,600 мм,600 мм,420 мм,,Россия,,,0,https://entero.ru/manuals/137721/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%9F%D0%A2-60_60%20%28600%D1%85600%D1%85420%29.pdf;https://entero.ru/manuals/401391/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240462&hd=2&autoplay=0,9 кг,универсальная,,,,,подтоварник,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/e9/c7/e9c7bbd50b62df41c8eebbdd9480c4a5.jpg;https://cdn.entero.ru/mp@2x/67/79/677969d50c148b38d620f4ea2a6f3fb5.jpg,Подставка под посудомоечную машину Luxstahl 625х625х550,Подставка под посудомоечную машину Luxstahl 625х625х550,0,RUB,Нет,Luxstahl,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/236151,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236151"">Luxstahl 625х625х550</a></b> предназначена для установки посудомоечных машин и другого оборудования на предприятиях общественного питания и торговли. Модель оснащена прямоугольной столешницей и направляющими для размещения посудомоечных кассет. Столешница выполнена из высококачественной нержавеющей стали AISI 430, каркас – из профиля трубы из нержавеющей стали AISI 430, подпятники опор – из прочного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>4-сторонняя обвязка для усиления конструкции</li>
<li>Разборная конструкция</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты профиля каркаса: 40х40 мм</li>
<li>Максимальная высота кассет 170 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",236151,625 мм,625 мм,550 мм,,Россия,,,0,https://entero.ru/manuals/284797/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Luxstahl.pdf,,,,под посудомоечную машину,,,,,подставка,,нерж. сталь,открытый,1,2,Да,500x500 мм
https://cdn.entero.ru/mp@2x/1b/d9/1bd9ce91e4793ace04f40004967764f1.jpg,Подставка ATA К7ННВ10,OPEN CABINET 800,0,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/257551,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257551""><b class=""b"">ATA OPEN CABINET 800</b></a> предназначена для размещения теплового оборудования на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте ножками. Корпус и ножки выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0,54 м<sup>3</sup></li>
</ul>",257551,800 мм,610 мм,613 мм,,Италия,,,0,https://entero.ru/manuals/317295/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ATA%20OPEN%20CABINET%20800%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,10 кг,универсальная,,,,,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/72/22/72225d210e1bfab34affe402be3a9329.jpg,Подставка под пароконвектомат Luxstahl 850х700х900,Подставка под пароконвектомат Luxstahl 850х700х900,0,RUB,Нет,Luxstahl,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/236138,"<p>Подставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236138"">Luxstahl 850х700х900</a></b> спредназначена для установки пароконвектоматов в ресторанах, пиццериях, столовых и на других предприятиях общественного питания. Модель оснащена прямоугольной столешницей и направляющими для размещения гастроемкостей и противней. Столешница и каркас выполнены из высококачественной нержавеющей стали AISI 430, подпятники опор – из прочного пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Кромка с подгибом для безопасной эксплуатации и удобства очистки</li>
<li>Прочная устойчивая конструкция</li>
<li>Эргономичный дизайн</li>
</ul>",236138,850 мм,700 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/284810/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Luxstahl.pdf,,,,под пароконвектомат,,,,,подставка,GN 1/1,нерж. сталь,открытый,2,6,,
https://cdn.entero.ru/mp@2x/98/2a/982a1cb857f427147422240816830b41.jpg,Подтоварник ПищТех ПМО-1500х600х300 мм,ПМО-15/6 н0000120550,0,RUB,Нет,ПищТех,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/96553,"<p>Подтоварник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/96553""><b class=""b"">Пищевые Технологии ПМО-1500х600х300 мм</b></a> используется на предприятиях общественного питания и торговли для хранения посуды, инвентаря, сухих продуктов и оборудования. Модель оснащена регулируемыми по высоте ножками. Каркас выполнен из стальной трубы, покрытой порошковой краской, столешница - стали, покрытой порошковой краской.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка: 200 кг</li>
<li>Размер трубы: 40х40 мм</li>
<li>Габариты в упаковке: 1510х610х100 мм</li>
<li>Объем упаковки: 0,09 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",96553,1500 мм,600 мм,320 мм,,Россия,,,0,https://entero.ru/manuals/401624/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D0%B5%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20%D0%9F%D0%9C%D0%9E-1500%D1%85600%D1%85300%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/423014/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,,30.2 кг,универсальная,,,,,подтоварник,,окрашенная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/fa/32/fa321ebed86752ddd4b2c0328c1da3a6.jpg,Подставка для пароконвектомата Mecon Profi Ral ПДПп 900х700х700 мм для противней,ПДП-1PR907070-6-6040,0,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348775,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348775""><b class=""b"">Mecon Profi Ral ПДПп</b></a> используется на предприятиях общественного питания совместно с пароконвектоматом. Модель оснащена столешницей с усилением, каркасом из профильной трубы, торцевыми ограничителями, клепочным креплением направляющих к ножкам каркаса и регулируемыми опорами. Столешница и направляющие выполнены из нержавеющей стали, каркас - из стали с полимерно-порошковым покрытием, усиление - из ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Направляющие и профиль трубы каркаса: 1,5 мм</li>
</ul>
</li>
<li>Размер сечения профиля каркаса: 40х40 мм</li>
<li>Высота столешницы: 40 мм</li>
<li>Толщина ЛДСП: 16 мм</li>
<li>Объем: 0,44 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348775,900 мм,700 мм,700 мм,,Россия,,,0,,,,,под пароконвектомат,,,,,подставка,противни 600x400 мм,окрашенная сталь,открытый,1,6,,
https://cdn.entero.ru/mp@2x/9c/0d/9c0d5a315e4d69c542007a722b15ec6a.jpg,Подставка для пароконвектомата Mecon Profi Ral ПДПп 800х800х900 мм,ПДП-1PR808090-7-1/1,0,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348682,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348682""><b class=""b"">Mecon Profi Ral ПДПп</b></a> используется на предприятиях общественного питания совместно с пароконвектоматами. Модель оснащена столешницей с усилением, каркасом из профильной трубы, торцевыми ограничителями, клепочным креплением направляющих к ножкам каркаса и регулируемыми опорами. Столешница и направляющие выполнены из нержавеющей стали, усиление - из ЛДСП, каркас - из стали с полимерно-порошковым покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Направляющие: 1,5 мм</li>
</ul>
</li>
<li>Размер сечения профиля каркаса: 40х40 мм</li>
<li>Высота столешницы: 40 мм</li>
<li>Толщина ЛДСП: 16 мм</li>
<li>Объем: 0,58 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348682,800 мм,800 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/430062/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%9F%D0%94%D0%9F%D0%BF.pdf;https://entero.ru/manuals/430063/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Ral%20%D0%9F%D0%94%D0%9F%D0%BF.pdf;https://entero.ru/manuals/430064/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,под пароконвектомат,,,,,подставка,GN 1/1,окрашенная сталь,открытый,1,7,,
https://cdn.entero.ru/mp@2x/95/c3/95c354f0e3789d4d9b1fcccb42545784.jpg,Подтоварник KRONER ППЭ-600/400,Подтоварник KRONER ППЭ-600/400,0,RUB,Нет,KRONER,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/346832,"<p>Подтоварник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346832"">KRONER ППЭ-600/400</a></b> предназначен для использования на предприятиях общественного питания, а также на продуктовых складах и магазинах, для временного складирования кухонного инвентаря и продуктов питания. Модель оснащена столешницей, усиленной ребром жёсткости, сборным каркасом из уголка, обвязкой с 4-х сторон и регулируемыми по высоте опорами ножек. Столешница выполнена из нержавеющей стали AISI 430, каркас и обвязка - из оцинкованной стали, опоры - из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Обвязка: 1,5 мм</li>
</ul>
</li>
<li>Размер уголка каркаса: 40х40 мм</li>
<li>Максимальная нагрузка: 150 кг</li>
<li>Объем: 0,096 м³</li>
<li>Габариты в упаковке: 435x610x70 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",346832,600 мм,400 мм,400 мм,,Россия,,,0,https://entero.ru/manuals/425605/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KRONER%20%D0%9F%D0%9F%D0%AD-600_400.pdf;https://entero.ru/manuals/425606/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KRONER.pdf,,,,универсальная,,,,,подтоварник,,оцинкованная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/8e/1d/8e1dc68aa001df33eee6e01838a4e7ae.jpg,Подставка Getinox ПОН–7/6,ПОН – 7 / 6,0,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/287589,"<p>Подставка<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287589""><b class=""b""> GTinox ПОН–7/6 </b></a>серии Стандарт Плюс Н<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287589""><b class=""b""> </b></a>предназначена для установки кухонного оборудования на предприятиях общественного питания и торговли. Столешница, каркас и нижняя полка-обвязка выполнены из высококачественной нержавеющей стали, центральная часть столешницы имеет дополнительное усиление.</p>

<p>В комплект поставки входит нижняя полка-обвязка из углового профиля.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Столешница имеет двойные подгибы кромок по всему периметру, что минимизирует возможность получения травмы персоналом при сборке, эксплуатации и санитарной обработке изделия</li>
<li>Угловой профиль ножки с уникальной конструкцией опорного элемента (запатентованная технология)</li>
<li>
<p>Легкий уход</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая суммарная нагрузка: 120 кг</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",287589,700 мм,600 мм,300 мм,,Россия,,,0,,,,,универсальная,,,,полка,подставка,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/e2/11/e2116fcb5b9dbd4d5fb6154909673b91.jpg;https://cdn.entero.ru/mp@2x/d4/65/d4651ec7b2544a92099b82e5d1bda1e9.jpg;https://cdn.entero.ru/mp@2x/be/ee/beeede0282f3be7d066e2f1abb53a827.jpg;https://cdn.entero.ru/mp@2x/18/80/1880c0bc2c53f3422bc126f110389f99.jpg;https://cdn.entero.ru/mp@2x/00/7b/007b4336cbb6c769d866de63ec93a5af.jpg;https://cdn.entero.ru/mp@2x/29/dc/29dcf63ea64480971045169f658adad1.jpg,Подтоварник Restoinox ПТ-6/4/3,Подтоварник Restoinox ПТ-6/4/3,0,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/158768,"<p>Подтоварник<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158768"">Restoinox ПТ-6/4/3</a></b> предназначен для хранения посуды, инвентаря, сухих продуктов и оборудования на предприятиях общественного питания и торговли. Модель оснащена регулируемыми по высоте опорами. Разборный каркас выполнен из нержавеющей стали Aisi 430, ножки - из квадратной трубы 40х40 мм нержавеющей стали Aisi 430, столешница - из нержавеющей стали Aisi 430, усиленная ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Ножки: 1,2 мм</li>
</ul>
</li>
<li>Максимальная нагрузка: 150 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",158768,600 мм,400 мм,300 мм,,Россия,,,0,,,,,универсальная,,,,,подтоварник,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/c7/06/c70641ee0e3ce38c2ce0fbff71c8e649.jpg,Подтоварник ТТМ ПТ-060/6,48631,0,RUB,Нет,ТТМ,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/110443,"<p>Подтоварник <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110443"">ТТМ ПТ-060/6</a></b> бизнес-класса предназначен для хранения продуктов, не требующих специального температурного режима, а также в качестве дополнительного места для установки кухонных приборов на предприятиях общественного питания и торговли. Разборная модель полностью выполнена из нержавеющей стали AISI 430, каркас и ножки - из квадратной трубы 40х40 мм.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 150 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",110443,600 мм,600 мм,300 мм,,Россия,,,0,,,,9 кг,универсальная,,,,,подтоварник,,нерж. сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/ad/06/ad067d850afbe384235fe9562475e1fb.jpg,Подтоварник ПищТех ПМК-1000х600х300 мм,ПМК 10/6 н0000120551,0,RUB,Нет,ПищТех,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/96304,"<p>Подтоварник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/96304""><b class=""b"">Пищевые Технологии ПМК-1000х600х300 мм</b></a> используется на предприятиях общественного питания и торговли для хранения посуды, инвентаря, сухих продуктов и оборудования. Модель оснащена регулируемыми по высоте ножками. Каркас выполнен из стальной трубы, покрытой порошковой краской, столешница - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Допустимая нагрузка: 200 кг</li>
<li>Размер трубы: 40х40 мм</li>
<li>Габариты в упаковке: 1030х620х100 мм</li>
<li>Объем упаковки: 0,6 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",96304,1000 мм,600 мм,320 мм,,Россия,,,0,https://entero.ru/manuals/401708/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D0%B5%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20%D0%9F%D0%9C%D0%9A-1000%D1%85600%D1%85300%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/423020/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,,20.5 кг,универсальная,,,,,подтоварник,,окрашенная сталь,открытый,,,,
https://cdn.entero.ru/mp@2x/03/8e/038ec0f99ebed0d9b3294542c2c71af4.jpg,Подставка для пароконвектомата Mecon Profi Inox ПДПп 800х800х700 мм,ПДП-1PIn808070-6-1/1,0,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348697,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348697""><b class=""b"">Mecon Profi Inox ПДПп</b></a> используется на предприятиях общественного питания совместно с пароконвектоматами. Модель оснащена столешницей с усилением, каркасом из профильной трубы, торцевыми ограничителями, клепочным креплением направляющих к ножкам каркаса и регулируемыми опорами. Столешница, каркас и направляющие выполнены из нержавеющей стали, усиление - из ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Направляющие и профиль трубы каркаса: 1,5 мм</li>
</ul>
</li>
<li>Размер сечения профиля каркаса: 40х40 мм</li>
<li>Высота столешницы: 40 мм</li>
<li>Толщина ЛДСП: 16 мм</li>
<li>Объем: 0,47 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348697,800 мм,800 мм,700 мм,,Россия,,,0,https://entero.ru/manuals/430110/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%9F%D0%94%D0%9F%D0%BF.pdf;https://entero.ru/manuals/430111/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%9F%D0%94%D0%9F%D0%BF.pdf;https://entero.ru/manuals/430112/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,под пароконвектомат,,,,,подставка,GN 1/1,нерж. сталь,открытый,1,6,,
https://cdn.entero.ru/mp@2x/fd/2a/fd2a77cc85ac5d5235af296688536ebe.jpg,Подставка для пароконвектомата Mecon Profi Inox ПДПп 900х700х700 мм,ПДП-2PIn907070-6-1/1,0,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348718,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348718""><b class=""b"">Mecon Profi Inox ПДПп</b></a> используется на предприятиях общественного питания совместно с пароконвектоматами. Модель оснащена столешницей с усилением, каркасом из профильной трубы, торцевыми ограничителями, клепочным креплением направляющих к ножкам каркаса и регулируемыми опорами. Столешница, каркас и направляющие выполнены из нержавеющей стали, усиление - из ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Направляющие и профиль трубы каркаса: 1,5 мм</li>
</ul>
</li>
<li>Размер сечения профиля каркаса: 40х40 мм</li>
<li>Высота столешницы: 40 мм</li>
<li>Толщина ЛДСП: 16 мм</li>
<li>Объем: 0,47 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348718,900 мм,700 мм,700 мм,,Россия,,,0,https://entero.ru/manuals/430174/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%9F%D0%94%D0%9F%D0%BF.pdf;https://entero.ru/manuals/430175/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Mecon%20Profi%20Inox%20%D0%9F%D0%94%D0%9F%D0%BF.pdf;https://entero.ru/manuals/430176/%D0%A0%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.pdf,,,,под пароконвектомат,,,,,подставка,GN 1/1,нерж. сталь,открытый,2,6,,
https://cdn.entero.ru/mp@2x/c2/eb/c2eb75e53d490f2af03174c91ac45748.jpg,Подставка для пароконвектомата Mecon Profi Ral ПДПп 1000х1000х700 мм для противней,ПДП-1PR10010070-6-6040,0,RUB,Нет,,Профоборудование,Нейтральное,Подставки и подтоварники,https://entero.ru/item/348786,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/348786""><b class=""b"">Mecon Profi Ral ПДПп</b></a> используется на предприятиях общественного питания совместно с пароконвектоматом. Модель оснащена столешницей с усилением, каркасом из профильной трубы, торцевыми ограничителями, клепочным креплением направляющих к ножкам каркаса и регулируемыми опорами. Столешница и направляющие выполнены из нержавеющей стали, каркас - из стали с полимерно-порошковым покрытием, усиление - из ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Столешница: 0,8 мм</li>
<li>Направляющие и профиль трубы каркаса: 1,5 мм</li>
</ul>
</li>
<li>Размер сечения профиля каркаса: 40х40 мм</li>
<li>Высота столешницы: 40 мм</li>
<li>Толщина ЛДСП: 16 мм</li>
<li>Объем: 0,7 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",348786,1000 мм,1000 мм,700 мм,,Россия,,,0,,,,,под пароконвектомат,,,,,подставка,противни 600x400 мм,окрашенная сталь,открытый,1,6,,
