Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Вес (с упаковкой),Цвет,Материал корпуса,Разновидность,Скорость вращения,Использование,Принцип работы,Напольная
https://cdn.entero.ru/mp@2x/d9/93/d9933d4b8351cfcf96e103ad8aeda246.jpg;https://cdn.entero.ru/mp@2x/d5/b3/d5b3dbb8a63ceef6f6d1f1447d7fba36.jpg;https://cdn.entero.ru/mp@2x/ed/c5/edc58ddbe79e8efbd5e8dd1c5d2d1017.jpg;https://cdn.entero.ru/mp@2x/49/49/4949a6dd1b3a7060ea3e4d70082cdd48.jpg,"Соковыжималка автоматическая для цитрусовых Zumex Versatile Pro отводящий конвейер, корзина, подставка для бутылок",09965-UE-X5-Orange-3,238734,RUB,Да,Zumex,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/369330,"<p>Cоковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369330""><b class=""b"">Zumex Versatile Pro</b></a> предназначена для приготовления натурального сока из различных видов цитрусовых в ресторанах, кафе, отелях, на предприятиях общественного питания и торговли. Модель оснащена новым комплектом 1Step Extraction Kit, новым краном и улучшенной системой подачи, а также интуитивно понятным цифровым дисплеем Touch Control. Корпус выполнен из нержавеющей стали.</p>

<p>Подставка под соковыжималку Versatile Pro оснащена с каплесборником,<br>
2-мя отверстиями для сброса жмыха и колесами для удобства перемещения. Модель закрыта с 3х сторон и оборудована распашной дверцей. Корпус выполнен из нержавеющей стали.</p>

<p>Подставка для бутылок оснащена 2 сплошными полками с ограничителями. Каркас изготовлен из нержавеющего профиля 30х30 с нижней обвязкой с 3-х сторон.</p>

<p>В комплект поставки входят отводящий конвейер, подставка для бутылок на колесах с каплесборником и корзина.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Самообслуживание - подача сока в стакан или бутылку нажатием на клавишу дозатора</li>
<li>Автоматический - с помощью программатора для непрерывного обслуживания</li>
</ul>
</li>
<li>Управление одним касанием</li>
<li>Полный или частичный счетчик отжатых фруктов</li>
<li>Оптимизированное вращение в новой системе подачи</li>
<li>1 ступенчатый комплект для извлечения: для быстрого и легкого извлечения всего отжимного устройства</li>
<li>Система 1Step Extraction Kit - быстрая и легкая очистка за 5 минут</li>
<li>Легкость обслуживания - все детали можно мыть в посудомоечной машине</li>
<li>Мобильность - перемещение на колесах</li>
<li>Компактная настольная модель для любого помещения</li>
<li>Максимальная автоматизация процессов</li>
<li>Эргономичный дизайн для коммерческого использования</li>
<li>Профессиональная надежность</li>
</ul>

<p><b>Дополнительные характеристики</b></p>

<ul>
<li>Скорость отжима: 22 фрукта/мин.</li>
<li>Диаметр фруктов: от 65 до 81 мм</li>
<li>Вместимость бункера: 10 кг</li>
<li>Диаметр колес: 75 мм</li>
</ul>",369330,220 В,0.38 кВт,480 мм,550 мм,855 мм,54 кг,Испания,1,564x660x1020 мм,0,https://entero.ru/manuals/490381/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Zumex%20Versatile%20Pro%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,356319,,,,,оранжевый,нерж. сталь,электрическая,,для цитрусовых,,
https://cdn.entero.ru/mp@2x/33/ee/33eee3911fe56ec39b663231c729e6ea.jpg;https://cdn.entero.ru/mp@2x/05/6f/056f4ba80a8ef6cdf789bdb52ceb32e6.jpg;https://cdn.entero.ru/mp@2x/e9/c8/e9c882e75f7dfa76e8e433a99c5a3d48.jpg;https://cdn.entero.ru/mp@2x/c1/b4/c1b4b3d1266f344d809f5a75d25b5bfc.jpg;https://cdn.entero.ru/mp@2x/27/16/27163cda2c74d854baca598b75d09380.jpg,Соковыжималка автоматическая для цитрусовых Zumex Essential Pro UE (Orange),04873-UE-Orange,349453,RUB,Да,Zumex,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/256834,"<p>Соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256834""><b class=""b"">Zumex Essential Pro UE</b></a> предназначена для приготовления натурального сока из различных видов цитрусовых на предприятиях общественного питания и торговли. Модель оснащена счетчиком фруктов, сенсорной панелью управления с цифровым дисплеем и 2 встроенными баками для отходов. Корпус выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Два режима управления:
<ul>
<li>Режим самообслуживания - подача сока в стакан нажатием на клавишу дозатора</li>
<li>Автоматический - с помощью фотоэлементов в подающем желобе</li>
</ul>
</li>
<li>Кран самообслуживания с защитой от капель</li>
<li>Блокировка крана самообслуживания в автоматическом режиме</li>
<li>Original System исключает контакт сока с кожурой и его загрязнение эфирными маслами и кислотами</li>
<li>Система отжима с антибактериальной технологией ASP на основе ионов серебра, подавляющая рост бактерий </li>
<li>Датчик заклинивания мотора</li>
<li>2 детектора безопасности</li>
<li>Защита от влаги IPX4</li>
<li>Легко разбирается для очистки</li>
<li>Рекомендовано для заведений со средним уровнем потребления</li>
<li>Встроенные 23 языка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость отжима: 22 апельсина/мин.</li>
<li>Вместимость подающего желоба: от 4 до 5 апельсинов</li>
<li>Диаметр фруктов: от 65 до 81 мм</li>
<li>Мощность: 
<ul>
<li>0,3 кВт / 0,4 л.с.</li>
<li>0,32 кВт / 0,43 л.с.</li>
</ul>
</li>
</ul>",256834,220 В,,470 мм,500 мм,750 мм,,Испания,,,0,https://entero.ru/manuals/316430/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Zumex%20Essential%20Pro%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/316431/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Zumex%20Essential%20Pro%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/316432/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%BE%D1%87%D0%B8%D1%81%D1%82%D0%BA%D0%B5%20Zumex%20Essential%20Pro%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/316429/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Zumex%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,45.5 кг,,,оранжевый,пластик,электрическая,,для цитрусовых,,
https://cdn.entero.ru/mp@2x/62/19/621907e24a15542e2d68401ce9f42499.jpg,Соковыжималка автоматическая для цитрусовых Zumoval MINIMATIC 15,MINIMATIC 15 С КРАНОМ,496317,RUB,Да,Zumoval,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/32766,"<p>Автоматическая соковыжималка для цитрусовых <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32766"">ZUMOVAL MINIMATIC 15</a></b> предназначена для плодов диаметром 60-80 мм. В комплект входит кран для прерывания и подачи сока.</p>

<ul>
<li>Вместимость загрузочного бункера: 6 кг</li>
<li>Бункер для отходов: 9 кг</li>
<li>Производительность: 15 шт/мин.</li>
</ul>",32766,220 В,550 кВт,330 мм,450 мм,930 мм,,Испания,,,0,,,,56 кг,,,оранжевый,пластик,электрическая,,для цитрусовых,,
https://cdn.entero.ru/mp@2x/e4/b2/e4b2d174f3af5426bcccfa2b6d59d0b4.jpg;https://cdn.entero.ru/mp@2x/b1/a1/b1a1c81d0490290524c0dc68a8a7428f.jpg;https://cdn.entero.ru/mp@2x/cd/45/cd45c09f70fa2bbdc6691870b53a0887.jpg;https://cdn.entero.ru/mp@2x/bc/4c/bc4c459bf050885f572d80474ec66d45.jpg,Соковыжималка автоматическая для цитрусовых Zumex New Versatile Pro UE (Black),10216-UE-Black,581118,RUB,Да,Zumex,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/260638,"<p>Cоковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/260638""><b class=""b"">Zumex Versatile Pro</b></a> предназначена для приготовления натурального сока из различных видов цитрусовых на предприятиях общественного питания и торговли. Модель оснащена программатором, счетчиком фруктов, сенсорной панелью управления с цифровым дисплеем и 2 встроенными баками для отходов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Два режима управления:
<ul>
<li>Режим самообслуживания - подача сока в стакан нажатием на клавишу дозатора</li>
<li>Автоматический - с помощью программатора</li>
</ul>
</li>
<li>Возможность зафиксировать в памяти количество апельсинов на одну порцию сока</li>
<li>Кран самообслуживания с защитой от капель</li>
<li>Блокировка крана самообслуживания в автоматическом режиме</li>
<li>Original System исключает контакт сока с кожурой и его загрязнение эфирными маслами и кислотами</li>
<li>Система отжима 1Step M с антибактериальной технологией ASP на основе ионов серебра, подавляющая рост бактерий</li>
<li>Датчик заклинивания мотора</li>
<li>2 детектора безопасности</li>
<li>Защита от влаги IPX4</li>
<li>Легко разбирается для очистки</li>
<li>Рекомендовано для заведений с высоким уровнем потребления</li>
<li>Встроенные 23 языка</li>
</ul>

<p><b>Дополнительные характеристики</b></p>

<ul>
<li>Скорость отжима: 22 апельсина/мин.</li>
<li>Вместимость бункера: 16 кг</li>
<li>Диаметр фруктов: от 65 до 81 мм</li>
<li>Мощность: 
<ul>
<li>0,38 кВт / 0,51 л.с.</li>
<li>0,32 кВт / 0,43 л.с.</li>
</ul>
</li>
</ul>",260638,220 В,0.38 кВт,470 мм,550 мм,850 мм,64.8 кг,Испания,1,564x660x1020 мм,0,https://entero.ru/manuals/321382/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Zumex%20New%20Versatile%20Pro%20UE%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/321383/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%BE%D1%87%D0%B8%D1%81%D1%82%D0%BA%D0%B5%20%D0%BD%D0%B0%20Zumex%20New%20Versatile%20Pro%20UE%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/321384/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Zumex%20New%20Versatile%20Pro%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/321416/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Zumex%20New%20Versatile%20Pro%20UE%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,54 кг,,,черный,,электрическая,,для цитрусовых,,
https://cdn.entero.ru/mp@2x/cd/68/cd680464dc95d0b06f65632255ce3d6c.jpg,Пресс для цитрусовых JAU J-120 красная,J-120 RED,5798,RUB,Да,JAU,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/204582,"<p>Соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204582""><b class=""b"">JAU J-120 </b></a>предназначена для приготовления натурального сока из различных видов цитрусовых на малых предприятиях общественного питания и торговли и в барах. Модель оснащена коническим фильтром, предотвращающим попадание нежелательных частей цитрусовых в стакан с соком. Каркас выполнен из крашенного металла, фильтр - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр рабочей части: 97 мм</li>
<li>Габариты в упаковке: 293x193x435 мм</li>
</ul>",204582,,,280 мм,180 мм,420 мм,6 кг,Китай,1,293x193x435 мм,0,https://entero.ru/manuals/238824/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20JAU%20J-120.pdf,,,5.5 кг,,,красный,,механическая,,для цитрусовых,,
https://cdn.entero.ru/mp@2x/9b/c6/9bc6b259319ef1c7242d409b5a51f9e7.jpg,Соковыжималка для цитрусовых Vema SP2067/M,SP 2067/M,37139,RUB,Да,Vema,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/284493,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284493"">Vema SP2067/M</a></b> предназначена для приготовления натурального сока из различных видов цитрусовых на предприятиях общественного питания и торговли. Благодаря своим размерам она может устанавливаться непосредственно на стойку бармена, позволяя приготовить восхитительный свежий фреш на глазах у клиента. Модель оснащена моторедуктором, конусом для использования лимона, апельсина и грейпфрута и полностью съемными емкостями для оптимальной очистки. Металлизированный корпус выполнен из ABS-пластика, чаша - из нержавеющей стали.</p>

<p>В комплект поставки входят выжимной конус и сито из поликарбоната.</p>",284493,220 В,,210 мм,240 мм,300 мм,6 кг,Италия,1,310x350x400 мм,0,https://entero.ru/manuals/416639/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vema%20SP2067_M.pdf;https://entero.ru/manuals/507901/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,40368,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241492&hash=56b3cfd81d6a914e,4 кг,,,серый,пластик,,200 об/мин.,для цитрусовых,,
https://cdn.entero.ru/mp@2x/12/3d/123d96c42d01d27ba0d21e3e686b21c8.jpg;https://cdn.entero.ru/mp@2x/f0/a7/f0a714ec5e8428d4cf9b047142514746.jpg;https://cdn.entero.ru/mp@2x/83/3d/833dc56dced4f86a146915a3228dee19.jpg,Соковыжималка для цитрусовых JOHNY AK/7-AUT ECO золотая,Соковыжималка для цитрусовых JOHNY AK/7-AUT ECO золотая,40088,RUB,Да,JOHNY,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/345407,"<p>Соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345407""><b class=""b"">JOHNY AK/7-AUT ECO</b></a> предназначена для приготовления натурального сока из лимонов, апельсинов и грейпфрутов на предприятиях общественного питания и торговли. Модель оснащена дополнительным пластиковым контейнером внутри для герметизации и противоскользящими ножками. Корпус и сито выполнены из нержавеющей стали, крышка - из прозрачного поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Водонепроницаемый переключатель Вкл/Выкл с подсветкой</li>
<li>Автоматический режим: двигатель запускается нажатием ручки вниз</li>
<li>Противоскользящие ножки</li>
<li>Механический предохранительный выключатель, останавливающий работу устройства при поднятии крышки</li>
</ul>",345407,220 В,0.4 кВт,210 мм,295 мм,380 мм,9 кг,Греция,1,310x250x400 мм,0,https://entero.ru/manuals/422368/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20JOHNY%20AK_7-AUT%20ECO.pdf,43574,,8.5 кг,,,золотой,пластик,электрическая,1300 об/мин.,для цитрусовых,центробежная,
https://cdn.entero.ru/mp@2x/d2/31/d23112181ec4510c91c79c7dd72f953c.jpg,Соковыжималка Foodatlas HR-A2000,Соковыжималка Foodatlas HR-A2000,44004,RUB,Да,Foodatlas,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/345146,"<p>Настольная электрическая соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/345146"">Foodatlas HR-A2000</a></b> предназначена для приготовления натурального сока из различных фруктов и овощей на предприятиях общественного питания и торговли. Модель оснащена крышкой, толкателем, чашей с наклонным носиком для сока, сетчатым фильтром и широким патрубком для сброса шмыха в подготовленную емкость. Корпус цилиндрической формы выполнен из металла с серебристой поверхностью, упаковка – фанерный ящик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Надежная фиксация крышки с помощью защелок</li>
<li>Устойчивые нескользящие опоры</li>
<li>Лгкость сборки и демонтажа для удобства очистки</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 120 кг/ч</li>
</ul>",345146,220 В,0.55 кВт,430 мм,350 мм,450 мм,21 кг,Китай,1,425x335x530 мм,0,https://entero.ru/manuals/421506/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Foodatlas.pdf,,,19 кг,,,нерж. сталь,,электрическая,,универсальная,центробежная,
https://cdn.entero.ru/mp@2x/18/c9/18c95aac7a9e91090f59b5d3be4e7c92.jpg;https://cdn.entero.ru/mp@2x/df/0d/df0d1cf71869129689e0e426c58c91e1.jpg;https://cdn.entero.ru/mp@2x/2b/7a/2b7a49358fe2824de47edc8659df3aaf.jpg;https://cdn.entero.ru/mp@2x/8d/c4/8dc4d53837267e7b1ee06807aa7471da.jpg;https://cdn.entero.ru/mp@2x/d0/44/d044038160e898a0b3c606946e72c7c5.jpg;https://cdn.entero.ru/mp@2x/41/16/4116b284316f42fe5d9a67c81118f051.jpg;https://cdn.entero.ru/mp@2x/87/ab/87ab027e83d38172889dd7b8ceba844c.jpg,Соковыжималка универсальная Bartscher Powerfresh,150197 / 150.197,82425,RUB,Да,Bartscher,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/189185,"<p>Соковыжималка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189185"">Bartscher Powerfresh</a></b> используется на предприятиях общественного питания и торговли для получения сока из различных видов фруктов и овощей. Корпус выполнен из нержавеющей стали и пластика, тонкое сито - из высококачественной стали.</p>

<p>В комплект поставки входит щетка для чистки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мощный бесшумный двигатель</li>
<li>Большое загрузочное отверстие для целых фруктов</li>
<li>Предохранительный выключатель</li>
<li>Закрываемый слив </li>
<li>Съемные части можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр шахты заполнения: 80 мм</li>
<li>Объем емкости для мякоти: 7 л </li>
<li>Высота слива: 210 мм </li>
</ul>",189185,220 В,0.7 кВт,260 мм,450 мм,505 мм,,Германия,,,0,https://entero.ru/manuals/220047/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Bartscher%20Powerfresh.pdf;https://entero.ru/manuals/220048/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20Powerfresh.pdf;https://entero.ru/manuals/220049/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%20%D1%80%D0%B0%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%BD%D0%BD%D0%BE%D0%BC%20%D0%B2%D0%B8%D0%B4%D0%B5.pdf;https://entero.ru/manuals/507852/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,12.9 кг,,,серый,"нерж. сталь, пластик",электрическая,3000 об/мин.,универсальная,центробежная,
https://cdn.entero.ru/mp@2x/b0/44/b0442bb3cf8b2317895da814a1ce5270.jpg;https://cdn.entero.ru/mp@2x/22/ea/22ead10d00f88890d95df299ff3f9588.jpg;https://cdn.entero.ru/mp@2x/2a/a1/2aa13c495cda83154a7ec14476c32177.jpg;https://cdn.entero.ru/mp@2x/b9/3a/b93aef3adf3bdb7f58140dc33d696f73.jpg;https://cdn.entero.ru/mp@2x/9d/76/9d766035c1e94a282533e1aa6a94cf5c.jpg;https://cdn.entero.ru/mp@2x/5b/a0/5ba085049a0102543478ba497501000e.jpg;https://cdn.entero.ru/mp@2x/48/e2/48e25ad6029db0d487708c1a0ee3d7aa.jpg,"Соковыжималка автоматическая для цитрусовых Zumex Soul Series 2 UE, белый - дымчатый",10268-UE-White Smoke Grey,240606,RUB,Да,Zumex,Профоборудование,Электромеханическое,Соковыжималки,https://entero.ru/item/163318,"<p>Автоматическая соковыжималка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163318""><b class=""b"">Zumex Soul Series 2</b></a> предназначена для приготовления натурального сока из различных видов цитрусовых на предприятиях общественного питания и торговли. Модель оснащена модулем Wi-Fi, усиленной конической системой отжима и вместительным баком для отходов. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Smart- технологии для дистанционного контроля и управления:
<ul>
<li>Получение уведомлений о сбоях и устранение неисправностей</li>
<li>Профилактическое обслуживание</li>
<li>Отслеживание данных по интенсивности и производительности соковыжималки</li>
<li>Настройка конфигураций</li>
</ul>
</li>
<li>Режим безналичной оплаты Cashless, с возможностью оплаты любым типом бесконтактной карты</li>
<li>Получение сока нажатием одной кнопки</li>
<li>Conical System максимально центрирует фрукт для быстрого и аккуратного извлечения сока</li>
<li>Система отжима с антибактериальной технологией ASP на основе ионов серебра, подавляющая рост бактерий</li>
<li>Автоматическая система удаления мякоти и семечек PulpOut </li>
<li>Эргономичная конструкция крана</li>
<li>Центрирование струи с прямой подсветкой стакана</li>
<li>Компактный корпус</li>
<li>Легко разбирается для очистки</li>
<li>Каждая зона открывается отдельно, для оптимизации удаления отходов</li>
<li>Все детали, контактирующие с соком, можно мыть в посудомоечной машине</li>
<li>Рекомендовано для заведений со средним уровнем потребления</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость отжима:
<ul>
<li>Комплект S/M: 18 фруктов/мин.</li>
<li>Комплект XS: 36 фруктов/мин.</li>
</ul>
</li>
<li>Вместимость подающего желоба: 
<ul>
<li>Апельсины: от 3 до 6</li>
<li>Лаймы: от 7 до 8</li>
</ul>
</li>
<li>Диаметр фруктов:
<ul>
<li>Комплект M: от 64 до 81 мм</li>
<li>Комплект S: от 45 до 65 мм</li>
<li>Комплект XS: от 42 до 52 мм</li>
</ul>
</li>
<li>Емкость бака для отходов: 7 л / от 12 до 14 апельсинов</li>
<li>Мощность: 0,1 кВт / 0.134 л.с.</li>
<li>Уровень шума: до 60 дБ</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подиум Juice Kart </li>
<li>Диспенсер для стаканов</li>
<li>Модуль безналичных расчетов</li>
<li>Система сброса отходов</li>
</ul>

<p> </p>

<p> </p>",163318,220 В,0.1 кВт,300 мм,480 мм,537 мм,,Испания,,,0,https://entero.ru/manuals/189956/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Zumex%20Soul%20Series%202%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/189954/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Zumex%20Soul%20Series%202%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/189937/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Zumex%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,261528,,32 кг,,,серый,,электрическая,,для цитрусовых,,
