Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Источник тепла,Диаметр пиццы,Вместимость (пицц),Количество камер (подов),Количество пицц в одной камере,Внутренние размеры камеры
https://cdn.entero.ru/mp@2x/fd/c6/fdc60a81af81881b03db124e3cb1d380.jpg,Печь для пиццы Foodatlas PZ-1T 460x375x190 мм настольная,PZ-1T,8990,RUB,Да,Foodatlas,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/372583,"<p>Печь для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/372583""><b class=""b"">Foodatlas PZ-1T</b></a> создана для приготовления настоящей итальянской пиццы с хрустящей корочкой и нежной начинкой. Предназначена для использования на предприятиях общественного питания и торговли , а также в домашних условиях. Модель оснащена двойной система нагрева (верх + низ), ненагревающейся ручкой, съемным поддоном для сбора крошек, каменным подом и дверцей со смотровым окном. Корпус изготовлен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Контроль приготовления без потери тепла</li>
<li>Температура до 350°C для аутентичной пиццы ""аль форно""</li>
<li>Контроль степени прожарки</li>
<li>Устойчивость на любой поверхности</li>
<li>Низкое энергопотребление при высокой мощности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления: 90 сек</li>
<li>Цвет: нерж. сталь</li>
</ul>",372583,от 50 до 350 °С,1.4 кВт,460 мм,375 мм,190 мм,10 кг,Китай,1,500x430x215 мм,0,,,,,220 В,32 см,1,1,1,350x350x50 мм
https://cdn.entero.ru/mp@2x/ff/9c/ff9cbde95f155491f3b4c41c2125fa0a.jpg,Печь для пиццы Campbon ZH-1M,Печь для пиццы Campbon ZH-1M,15586,RUB,Да,,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/367535,"<p>Электрическая печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367535"">Campbon ZH-1M</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, термостатом, таймером, внутренней подсветкой и дверцей со смотровым окном. Камень для выпечки гарантирует равномерный нагрев. Корпус выполнен из нержавеющей стали, поверхность для выпечки - из огнеупорного материала шамота, окно - из жаропрочного стекла, ручка дверцы - из термостойкого материала.</p>

<p>В комплект поставки входит решетка для выпечки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний и нижний ТЭНы с независимой регулировкой</li>
<li>Световые индикаторы нагрева</li>
<li>Замок фиксации дверцы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
</ul>",367535,от 50 до 350 °С,2 кВт,570 мм,585 мм,265 мм,19 кг,Китай,1,630x580x305 мм,0,,,,,220 В,,,1,,400х400х150 мм
https://cdn.entero.ru/mp@2x/6e/3d/6e3d8e3d0543f936aa21575dce99b6b5.jpg,Печь для пиццы Hualian HEP-1ST (1 ярус),Печь для пиццы Hualian HEP-1ST (1 ярус),15640,RUB,Да,Hualian,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/290709,"<p>Печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290709""><b class=""b"">Hualian HEP-1ST </b></a>предназначена для выпечки и разогрева пиццы, а также приготовления других изделий, не требующих пароувлажнения: фокаччи, хачапури, слоек, запеченных овощей и запеканок на предприятиях общественного питания и торговли. Модель оснащена камерой с мощными трубчатыми электронагревателями (ТЭНами), откидной дверью и электромеханической панелью управления. Корпус и внутренняя облицовка камеры выполнены из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка температуры верхних и нижних ТЭНов с помощью поворотных переключателей</li>
<li>Таймер для настройки длительности приготовления с помощью поворотного переключателя</li>
<li>Под из огнеупорного камня для равномерного распределения тепла и предотвращения пригорания</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Выключатели колыбельного типа</li>
<li>Быстрый разогрев</li>
<li>Прозрачное жаропрочное остекление для визуального контроля процесса </li>
<li>Подсветка внутреннего объема </li>
<li>Термоизолированная рукоятка</li>
<li>Устойчивые нескользящие прорезиненные опоры</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты пода: 400х400 мм</li>
<li>Габариты в упаковке: 610х570х320 мм</li>
</ul>",290709,от 0 до 350 °С,2 кВт,560 мм,570 мм,280 мм,,Китай,,,0,,16292,,24 кг,220 В,,,1,,
https://cdn.entero.ru/mp@2x/01/2d/012db63f9323d2ce853e20bccb6e0fbd.jpg;https://cdn.entero.ru/mp@2x/1c/51/1c51861099a13019c975710b38acd5b0.jpg,Печь для пиццы Starfood SFE1A,Печь для пиццы Starfood SFE1A,15792,RUB,Да,Starfood,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/228273,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/228273"">Starfood SFE1A</a></b> используется на предприятиях общественного питания и торговли для выпечки пиццы и других хлебобулочных изделий. Модель оснащена механической панелью управления и дверцей со смотровым окном.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер для установки длительности приготовления</li>
<li>Быстрый разогрев и выпекание</li>
<li>Компактные габариты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 320x570x640 мм</li>
</ul>",228273,от 0 до 300 °С,2 кВт,560 мм,485 мм,120 мм,27 кг,Китай,1,320x570x640 мм,10,,16981,,24 кг,220 В,,1,1,1,415х400х120 мм
https://cdn.entero.ru/mp@2x/12/02/12020f437c9ab2d2f87a6a1473b31197.jpg,Печь для пиццы Crazy Pan CP-POL01,Печь для пиццы Crazy Pan CP-POL01,15983,RUB,Да,,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/121586,"<p>Печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121586"">Crazy Pan CP-POL01</a> </b>предназначена для выпечки пиццы на предприятиях общественного питания и торговли. Модель оснащена терморегуляторами, таймером, подовым камнем и дверцей со смотровым стеклом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Размер подового камня: 400x400 мм</li>
</ul>",121586,от 50 до 350 °С,2 кВт,560 мм,570 мм,280 мм,,Китай,,,0,https://entero.ru/manuals/126868/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-POL01.docx,,,17 кг,220 В,40 см,1,1,,415x400x120 мм
https://cdn.entero.ru/mp@2x/f3/e0/f3e047b532080813d5646a731ffeba0f.jpg,Печь для пиццы Rock Kitchen RK-PO1ST-CST,Печь для пиццы Rock Kitchen RK-PO1ST-CST,17309,RUB,Да,Rock Kitchen,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/375806,"<p>Электрическая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375806"">Rock Kitchen RK-PO1ST-CST</a></b> используется на предприятиях общественного питания и торговли для выпекания пиццы и хлебобулочных изделий, требующих высокой температуры приготовления. Модель оснащена 1 камерой, внутренней подсветкой, таймером и дверцей со смотровым окном. Керамический камень для выпечки гарантирует равномерный нагрев. Корпус выполнен из нержавеющей стали, ручки у ножа и скребка - из термопластичной резины.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер:
<ul>
<li>Нож: 10х76 мм</li>
<li>Скребок: 10х263х60 мм</li>
</ul>
</li>
</ul>",375806,от +50 до +360 °С,2 кВт,560 мм,485 мм,280 мм,17 кг,Китай,1,625x595x345 мм,0,https://entero.ru/manuals/513150/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rock%20Kitchen%20RK-PO1ST-CST.pdf;https://entero.ru/manuals/513151/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/513152/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Rock%20Kitchen%20RK-PO1ST-CST.xlsx,18612,,,220 В,,1,1,1,400х400х150 мм
https://cdn.entero.ru/mp@2x/4f/35/4f3593a85611a4ed90997bd557f1c128.jpg;https://cdn.entero.ru/mp@2x/1a/14/1a1459462cc20fcebd7ec7f259aad123.jpg;https://cdn.entero.ru/mp@2x/f2/4b/f24bfbca173d3e518d20beb7926568f3.jpg;https://cdn.entero.ru/mp@2x/4a/34/4a34190c0485ca6c0fc250d6f04b5b94.jpg;https://cdn.entero.ru/mp@2x/00/ad/00ad8e1a72399222aff6abf16be8fb86.jpg;https://cdn.entero.ru/mp@2x/2b/8b/2b8b576b64504592ca8f9c58719cfa69.jpg;https://cdn.entero.ru/mp@2x/fb/3d/fb3d3be98110cefd31427e74f65c236e.jpg;https://cdn.entero.ru/mp@2x/15/b4/15b488aa72d1e99bd83bbec95609e017.jpg,Печь для пиццы HENDI 220306,Печь для пиццы HENDI 220306,17603,RUB,Да,HENDI,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/276988,"<p>Печь для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/276988""><b class=""b"">HENDI 220306</b></a> используется на предприятиях общественного питания и торговли для приготовления и разогрева пиццы, горячих бутербродов, хлеба и хлебобулочных изделий. Модель оснащена 2 нагревательными элементами в верхней и нижней частях камеры, поддоном для крошек, удобной в использовании механической панелью управления, дверцей с эргономичной ручкой и устойчивыми ножками. Изделие выполнено из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер решетки: 340x340 мм</li>
<li>Таймер: до 15 мин.</li>
</ul>

<p> </p>",276988,,1.45 кВт,480 мм,420 мм,195 мм,,Китай,,,0,https://entero.ru/manuals/344418/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20220306.pdf;https://entero.ru/manuals/344419/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20HENDI%20220306.pdf;https://entero.ru/manuals/496459/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,8.1 кг,220 В,30 см,1,1,1,340x340 мм
https://cdn.entero.ru/mp@2x/aa/ab/aaaba9679e30d74f2c950e3a2097498d.jpg,Печь для пиццы Campbon ZH-2M-A,Печь для пиццы Campbon ZH-2M-A,21875,RUB,Да,,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/367536,"<p>Электрическая печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/367536"">Campbon ZH-2M-A</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена 2 камерами, электромеханической панелью управления, термостатом, таймером, внутренней подсветкой и дверцами со смотровыми окнами. Камень для выпечки гарантирует равномерный нагрев. Корпус выполнен из окрашенной стали, передняя панель - из нержавеющей стали, поверхность для выпечки - из огнеупорного материала шамота, окно - из жаропрочного стекла, ручка дверцы - из термостойкого материала. </p>

<p>В комплект поставки входит решетка для выпечки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний и нижний ТЭНы с независимой регулировкой</li>
<li>Световые индикаторы нагрева</li>
<li>Замок фиксации дверцы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц </li>
</ul>",367536,от 50 до 350 °С,3 кВт,560 мм,556 мм,435 мм,29 кг,Китай,1,630x580x490 мм,0,,,,,220 В,,,2,,400х400х150 мм
https://cdn.entero.ru/mp@2x/5d/4b/5d4b2a4ee1e5eb1157ea94a24de81c4f.jpg,Печь для пиццы Rock Kitchen RK-PO2ST-CST,Печь для пиццы Rock Kitchen RK-PO2ST-CST,22682,RUB,Да,Rock Kitchen,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/375805,"<p>Электрическая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375805"">Rock Kitchen RK-PO2ST-CST</a></b> используется на предприятиях общественного питания и торговли для выпекания пиццы и хлебобулочных изделий, требующих высокой температуры приготовления. Модель оснащена 2 камерами, внутренней подсветкой, таймером и дверцами со смотровыми окнами. Керамический камень для выпечки гарантирует равномерный нагрев. Корпус выполнен из нержавеющей стали.</p>",375805,от +50 до +360 °С,3 кВт,560 мм,485 мм,440 мм,27 кг,Китай,1,640x640x490 мм,41,https://entero.ru/manuals/513147/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rock%20Kitchen%20RK-PO2ST-CST.pdf;https://entero.ru/manuals/513148/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/513149/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Rock%20Kitchen%20RK-PO2ST-CST.xlsx,,,,220 В,,2,2,1,400х400х150 мм
https://cdn.entero.ru/mp@2x/91/2e/912e6e27a6d83b573cbeba846a638089.jpg,Печь для пиццы Starfood SFE11A,Печь для пиццы Starfood SFE11A,23685,RUB,Да,Starfood,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/243930,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/243930"">Starfood SFE11A</a></b> используется на предприятиях общественного питания и торговли для выпечки пиццы и других хлебобулочных изделий. Модель оснащена механической панелью управления и дверцей со смотровым окном.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер для установки длительности приготовления</li>
<li>Быстрый разогрев и выпекание</li>
<li>Компактные габариты</li>
</ul>",243930,от 0 до 300 °С,3 кВт,485 мм,560 мм,430 мм,35 кг,Китай,1,600x670x520 мм,0,,,,33 кг,220 В,,,2,,415x400x120 мм
https://cdn.entero.ru/mp@2x/13/38/1338f40a7e498c972260d9995b0adab6.jpg,Печь для пиццы Tatra TPO 1 NW,Печь для пиццы Tatra TPO 1 NW,29479,RUB,Да,Tatra,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/262719,"<p>Печь для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/262719""><b class=""b"">Tatara TPO 1 NW</b></a> используется на предприятиях общественного питания и торговли для выпекания пиццы, осетинских пирогов, лепешек, а также других хлебобулочных изделий. Модель оснащена электромеханической панелью управления и глухой дверцей. Внизу камеры располагается шамотный камень из огнеупорной глины толщиной 14 мм, который накапливает тепло и равномерно прогревает продукт. Корпус выполнен из оцинкованной стали, камера - из алюминизированной стали, дверца - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка нагрева низа и верха камеры</li>
<li>Индикаторы нагрева </li>
</ul>",262719,от 100 до 300 °С,3 кВт,580 мм,570 мм,265 мм,31.2 кг,Турция,1,696x684x318 мм,17,https://entero.ru/manuals/418573/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TPO%201%20NW.pdf;https://entero.ru/manuals/324668/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TPO%201%20NW.pdf;https://entero.ru/manuals/324669/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Tatra%20TPO%201%20NW.pdf;https://entero.ru/manuals/418574/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/418575/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/473824/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TPO%201%20NW.pdf;https://entero.ru/manuals/509705/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,32042,,26 кг,220 В,40 см,,1,1,410х410х110 мм
https://cdn.entero.ru/mp@2x/5a/85/5a858dfd349cd1d2dc8368819464b129.jpg,Печь для пиццы Kocateq EPC 01 S EN,Печь для пиццы Kocateq EPC 01 S EN,31829,RUB,Да,Kocateq,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/372876,"<p>Подовая печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372876"">Kocateq EPC 01 S EN</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для выпечки пиццы, горячих сэндвичей и хлебобулочных изделий. Модель оснащена механической панелью управления и термостатом верхних и нижних ТЭНов для регулировки температуры. Корпус выполнен из нержавеющей стали AISI 201, под - из керамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер до 60 мин.</li>
<li>Откидная дверь со смотровым окном</li>
<li>Постоянно открытый нерегулируемый шибер</li>
<li>Подсветка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали: 1 мм</li>
</ul>",372876,от 50 до 350 °С,4.2 кВт,870 мм,600 мм,345 мм,,Ю. Корея,,,0,https://entero.ru/manuals/499936/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,33155,,,220 В,,,1,,640х438х140 мм
https://cdn.entero.ru/mp@2x/94/22/9422a82118ff6a5468ad3c6efa7dbd33.jpg,Печь для пиццы Tatra TPO 1,Печь для пиццы Tatra TPO 1,32404,RUB,Да,Tatra,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/262717,"<p>Печь для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/262717""><b class=""b"">Tatara TPO 1</b></a> используется на предприятиях общественного питания и торговли для выпекания пиццы, осетинских пирогов, лепешек, а также других хлебобулочных изделий. Модель оснащена электромеханической панелью управления и дверцей со смотровым окном. Внизу камеры располагается шамотный камень из огнеупорной глины толщиной 14 мм, который накапливает тепло и равномерно прогревает продукт. Корпус выполнен из оцинкованной стали, камера - из алюминизированной стали, дверца - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка нагрева низа и верха камеры</li>
<li>Индикаторы нагрева</li>
<li>Подсветка</li>
</ul>",262717,от 100 до 300 °С,3.05 кВт,580 мм,570 мм,265 мм,28 кг,Турция,1,620x630x340 мм,12,https://entero.ru/manuals/324665/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TPO%201.pdf;https://entero.ru/manuals/324666/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TPO%201.pdf;https://entero.ru/manuals/324674/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Tatra%20TPO%201.pdf;https://entero.ru/manuals/418576/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/418577/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/473823/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TPO%201.pdf;https://entero.ru/manuals/509706/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,34109,,25 кг,220 В,40 см,,1,1,410х410х110 мм
https://cdn.entero.ru/mp@2x/d0/fd/d0fdc0b7058cb2eff01a5c79f6dec626.jpg;https://cdn.entero.ru/mp@2x/b9/4e/b94e2c0ad3c99768401dc4ed12763d92.jpg;https://cdn.entero.ru/mp@2x/89/7c/897c8c29e5a64dfddc4db83d9af61d95.jpg;https://cdn.entero.ru/mp@2x/d3/95/d3952e44a172209445e3ea92624de085.jpg,Печь для пиццы Prismafood BASIC 1/40,1F010750,33101,RUB,Да,Prismafood,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/43671,"<p>Печь для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/43671"">Prismafood BASIC 1/40</a></b> используется в кафе, ресторанах, барах, кинотеатрах и других заведениях общепита для выпекания запеканок и пиццы. Модель оснащена глухой дверью и дном, выложенным из огнеупорного камня. Корпус выполнен из нержавеющей и окрашенной листовой стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Изоляция камеры из волоконной минеральной ваты</li>
<li>Особопрочные стальные ТЭНы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность верхних ТЭНов: 1х 0,8 кВт</li>
<li>Мощность нижних ТЭНов: 1х 0,8 кВт</li>
<li>Объем: 0,16 м<sup>3</sup></li>
<li>Габариты в упаковке: 670x600x410 мм</li>
</ul>",43671,от 50 до 320 °С,1.6 кВт,568 мм,500 мм,280 мм,,Италия,,,8,https://entero.ru/manuals/53381/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Prismafood.pdf;https://entero.ru/manuals/422359/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Prismafood%20BASIC%201_40.pdf,,,18 кг,220 В,32 см,1,1,1,410x360x90 мм
https://cdn.entero.ru/mp@2x/44/c9/44c947b645f3222ca75f93eae284201c.jpg,Печь для пиццы Eletto S14,Печь для пиццы Eletto S14,44715,RUB,Да,,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/368824,"<p>Печь для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368824""><b class=""b"">Eletto S14 </b></a>используется на предприятиях общественного питания и торговли для выпечки пиццы и хлеба. Модель оснащена механическим управлением. Корпус выполнен из нержавеющей стали, под - из огнеупорного камня.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Газовая мощность: 2,9 кВт</li>
<li>Максимальная температура: 400°C</li>
</ul>",368824,,,500 мм,500 мм,300 мм,28 кг,Турция,,,0,,47068,,,газ,36 см,,1,1,
https://cdn.entero.ru/mp@2x/05/94/05944fbd83463ca8191ae8bf8ce5ec79.jpg,Печь для пиццы Enigma EP-01-1,Печь для пиццы Enigma EP-01-1,46858,RUB,Да,Enigma,Профоборудование,Тепловое,Печи для пиццы,https://entero.ru/item/377022,"<p>Печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377022"">Enigma EP-01-1</a> </b>предназначена для приготовления и разогрева пиццы, горячих бутербродов, хлеба и хлебобулочных изделий на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления. Корпус выполнен из нержавеющей стали, под - из огнеупорного камня.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Раздельная регулировка верхних и нижних нагревательных элементов</li>
<li>Таймер на 120 мин.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер окна дверцы: 485х100 мм</li>
<li>Толщина камня: 16 мм</li>
</ul>",377022,от 50 до 500 °С,4.2 кВт,900 мм,980 мм,440 мм,70 кг,Китай,1,960x1050x615 мм,0,,48810,,,220 В,30 см,4,1,4,600x600x150 мм
