Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Цвет,Обьем
https://cdn.entero.ru/mp@2x/aa/76/aa769bfa1eed0f1beaab51a2192a2523.jpg,Аппарат для горячего шоколада Vema CI 2080/8,Аппарат для горячего шоколада Vema CI 2080/8,84396,RUB,Нет,Vema,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/182868,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182868"">Vema CI 2080/8</a></b> используется на предприятиях общественного питания и торговли для приготовления всевозможных горячих напитков из молока, вина, шоколада, чаев и поддержания их в горячем виде. Модель оснащена термостатом для регулировки температуры, краном для розлива напитков и электронагревательным элементом, обеспечивающим оптимальную гигиеничность и отсутствие бактерий. Корпус выполнен из поликарбоната, контейнер - из стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольная модель</li>
<li>Защита от перепадов напряжения</li>
<li>Съемный контейнер, в котором можно хранить приготовленный напиток в холодильнике</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 280x340x520 vvv</li>
<li>Цвет: коричневый</li>
</ul>",182868,от 0 до 90 °C,220 В,1. кВт,260 мм,320 мм,500 мм,,Италия,,,0,https://entero.ru/manuals/212597/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vema%20CI%202080_8.pdf;https://entero.ru/manuals/212598/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Vema%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,12 кг,,8 л
https://cdn.entero.ru/mp@2x/6f/f4/6ff48d2092af0df900b51804a874f9c6.jpg,Аппарат для горячего шоколада Koreco Chocofairy 5,Chocofairy5,0,RUB,Нет,Koreco,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/34183,"<p>Аппарат для горячего шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34183"">Koreco Chocofairy 5</a></b> используется на предприятиях общественного питания и торговли для приготовления и хранения в горячем состоянии с постоянным перемешиванием шоколада, молока, чая, какао, инстантных супов, горячего вина (глинтвейна) и других напитков. Бойлер выполнен из нержавеющей стали AISI 304<b> </b>, емкость - из поликарбоната, прозрачная крышка - из стекла.</p>

<p>Модель поставляется в черном, белом или кофейном цвете.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система термостатированного нагрева через водяную баню с защитным термостатом для исключения включения без воды</li>
<li>Бойлер c тепловой защитой</li>
<li>Разборный кран с системой очистки от сгустков</li>
<li>Усиленная мешалка для перемешивания вязких жидкостей</li>
<li>Съемная емкость</li>
<li>Простой слив воды из емкости мармитного бойлера</li>
<li>Большой каплесборник</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 390х390х540 мм</li>
</ul>",34183,,220 В,1 кВт,280 мм,410 мм,465 мм,,Ю. Корея,,,0,https://entero.ru/manuals/109467/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Koreco.pdf,,,9 кг,,5 л
https://cdn.entero.ru/mp@2x/9a/1f/9a1f8df14615cede96c255a96f1f7ca3.jpg,Аппарат для горячего шоколада UGOLINI DELICE SILVER 3л,DELICE 3LT SILVER,62873,RUB,Нет,UGOLINI,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/36658,"<p>Аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36658""><b class=""b"">UGOLINI DELICE 3LT SILVER</b></a> предназначен для приготовления горячего шоколада. Терморегулятор позволяет настраивать температуру напитка в зависимости от предпочтений. Чаша прибора выполнена из противоударного поликарбоната.</p>


<p><b>Внимание!</b> Перед выключением аппарата необходимо установить термостат на 0 ºС, чтобы смеситель продолжил вращение. Если при охлаждении шоколад не будет перемешиваться, то он присохнет к еще горячему дну контейнера.</p>",36658,,220 В,1.5 кВт,245 мм,295 мм,410 мм,,Италия,,,0,https://entero.ru/manuals/9946/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGOLINI%20DELICE.pdf;https://entero.ru/manuals/87453/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,67605,,6 кг,,3 л
https://cdn.entero.ru/mp@2x/30/e0/30e0072d3988babb61f0f6dc26412202.jpg,Аппарат для горячего шоколада Vema CI 2080/5/TR,Аппарат для горячего шоколада Vema CI 2080/5/TR,81350,RUB,Нет,Vema,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/26676,"<p>Диспенсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/26676"">Vema CI 2080/5/TR</a></b> используется на предприятиях общественного питания и торговли для приготовления всевозможных горячих напитков из молока, вина, шоколада, чаев на основе рецептур и поддержания их, в горячем виде. Электронагревательный элемент обеспечивает оптимальную гигиеничность и исключает риск появления вредных бактерий. Корпус выполнен из нержавеющей стали, контейнер - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры</li>
<li>Защита от перепадов напряжения</li>
<li>Съемный контейнер</li>
</ul>",26676,,220 В,0.75 кВт,260 мм,320 мм,500 мм,,Италия,,,0,https://entero.ru/manuals/212584/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Vema%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/416856/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Vema%20CI%202080_5_TR.pdf,87473,,9 кг,,5 л
https://cdn.entero.ru/mp@2x/a9/b2/a9b2b1aa5ca1abc3e92bef11d798357b.jpg;https://cdn.entero.ru/mp@2x/0d/14/0d14667994c3f5109a1ea76780ffb166.jpg;https://cdn.entero.ru/mp@2x/4e/7b/4e7be15714fafe761752535432e8ff5b.jpg;https://cdn.entero.ru/mp@2x/51/25/512583d7c4535cffeae7e3e9496668ca.jpg;https://cdn.entero.ru/mp@2x/d7/26/d7269b3b29d9783b06de5be2897e68fa.jpg;https://cdn.entero.ru/mp@2x/01/2a/012ac3b2dcb3002a84a6ef6e760338e0.jpg;https://cdn.entero.ru/mp@2x/c6/95/c6951d6cf921dcbbb19776ce3303e977.jpg,Подогреватель напитков Kocateq DHC02,DHC 02,32546,RUB,Нет,Kocateq,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/48876,"<p>Подогреватель напитков <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/48876"">Kocateq DHC02</a></b> используется на предприятиях общественного питания и торговли для поддержания в горячем виде ниже температуры кипения с одновременным перемешиванием шоколада, молока, вина и других напитков. Модель оснащена механическим термостатом для регулировки темперауры. Емкость выполнена из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Контактный равномерный нагрев без водяной бани</li>
<li>2-ходовый кран для розлива густых напитков легко разбирается для очистки</li>
<li>Скребковая мешалка для равномерности температуры напитка и сбалансированности консистенции</li>
<li>Емкость снимается с основания без сливания её содержимого</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 340х280х530 мм</li>
<li>Цвет: бежевый, золотой, черный, красный</li>
</ul>",48876,,220 В,1 кВт,320 мм,260 мм,490 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111306/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278942/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20DHC02.pdf,,,,,5 л
https://cdn.entero.ru/mp@2x/5e/e3/5ee3ace115c8c6a9d66e7cc34300f272.jpg,Аппарат для горячего шоколада UGOLINI DELICE GOLD 3л,DELICE 3LT GOLD,56175,RUB,Нет,UGOLINI,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/36657,"<p>Аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36657""><b class=""b"">UGOLINI DELICE 3LT GOLD</b></a> предназначен для приготовления горячего шоколада. Терморегулятор позволяет настраивать температуру напитка в зависимости от предпочтений. Чаша прибора выполнена из противоударного поликарбоната.</p>


<p><b>Внимание!</b> Перед выключением аппарата необходимо установить термостат на 0 ºС, чтобы смеситель продолжил вращение. Если при охлаждении шоколад не будет перемешиваться, то он присохнет к еще горячему дну контейнера.</p>",36657,,220 В,1.5 кВт,240 мм,290 мм,410 мм,,Италия,,,0,https://entero.ru/manuals/9945/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGOLINI%20DELICE%20GOLD.pdf;https://entero.ru/manuals/87451/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,,,6 кг,,3 л
https://cdn.entero.ru/mp@2x/7c/02/7c029019d25ef4443ea4658c634b3c75.jpg,Аппарат для горячего шоколада Sencotel CH-05 NG,SL9LD051128,59597,RUB,Нет,Sencotel,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/73443,"<p>Аппарат для горячего шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73443"">Sencotel CH-05 NG</a></b> используется на предприятиях общественного питания и торговли для приготовления шоколада на водяной бане, а также чая, кофе, молока, глинтвейна и других напитков. Для поддержания стабильной температуры модель оснащена термостатом. Бойлер выполнен из нержавеющей стали с теплоизоляцией.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагревание продукта методом водяной бани исключает его пригорание</li>
<li>Непрерывное перемешивание поддерживает однородную консистенцию</li>
<li>Конструкция крана исключает его закупорку</li>
<li>Легко снимаемый контейнер</li>
<li>Большой поддон с индикатором переполнения</li>
<li>Емкость для горячей воды с удобной системой слива</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 340x340x520 мм</li>
</ul>",73443,,220 В,1 кВт,260 мм,260 мм,470 мм,,Испания,,,0,,64083,,6 кг,,5 л
https://cdn.entero.ru/mp@2x/c5/e5/c5e55f367051cb42c9fee0e42677d79d.jpg,Аппарат для горячего шоколада Sencotel CH-10 NG,SL9LD101128,61908,RUB,Нет,Sencotel,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/73444,"<p>Аппарат для горячего шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73444"">Sencotel CH-10 NG</a></b> используется на предприятиях общественного питания и торговли для приготовления шоколада на водяной бане, а также чая, кофе, молока, глинтвейна и других напитков. Для поддержания стабильной температуры модель оснащена термостатом. Бойлер выполнен из нержавеющей стали с теплоизоляцией.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагревание продукта методом водяной бани исключает его пригорание</li>
<li>Непрерывное перемешивание поддерживает однородную консистенцию</li>
<li>Конструкция крана исключает его закупорку</li>
<li>Легко снимаемый контейнер</li>
<li>Большой поддон с индикатором переполнения</li>
<li>Емкость для горячей воды с удобной системой слива</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 340x340x580 мм</li>
</ul>",73444,,220 В,1 кВт,260 мм,260 мм,550 мм,,Испания,,,0,,,,7 кг,,10 л
https://cdn.entero.ru/mp@2x/ea/7c/ea7c2f587b8c52483440e83d00a1b206.jpg,Аппарат для горячего шоколада Bras Scirocco White,Аппарат для горячего шоколада Bras Scirocco White,62259,RUB,Нет,Bras,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/21407,"<p>Аппарат для горячего шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/21407"">Bras Scirocco White</a></b> используется для приготовления всевозможных горячих напитков из молока, вина, шоколада, чаев на основе рецептур. Аппарат также позволяет поддерживать напитки в горячем виде. Диспенсер незаменим на выездных мероприятиях, шведских столах, банкетах и т.д.</p>

<p><strong>Особенности</strong></p>

<ul>
<li>Прозрачный съемный контейнер из поликарбоната</li>
<li>Напиток постоянно перемешивается, что обеспечивает однородную консистенцию без комочков</li>
<li>Термостат для поддержания постоянной температуры</li>
<li>Защита от перепадов напряжения.</li>
<li>Материал корпуса - хромированная сталь</li>
<li>Уровень шума: не более 70 Дб</li>
</ul>",21407,,220 В,0.25 кВт,260 мм,320 мм,495 мм,,Италия,,,0,,,,7 кг,,5 л
https://cdn.entero.ru/mp@2x/d8/ef/d8efc55f573f551ed8e1d8432018b0d7.jpg,Аппарат для горячего шоколада UGOLINI DELICE GOLD 5л,Аппарат для горячего шоколада UGOLINI DELICE GOLD 5л,66516,RUB,Нет,UGOLINI,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/17514,"<p>Аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/17514""><b class=""b"">UGOLINI DELICE GOLD</b></a> предназначен для приготовления горячего шоколада. Терморегулятор позволяет настраивать температуру напитка в зависимости от предпочтений. Чаша прибора выполнена из противоударного поликарбоната.</p>


<p><b>Внимание!</b> Перед выключением аппарата необходимо установить термостат на 0 ºС, чтобы смеситель продолжил вращение. Если при охлаждении шоколад не будет перемешиваться, то он присохнет к еще горячему дну контейнера.</p>",17514,,220 В,1.5 кВт,240 мм,320 мм,490 мм,,Италия,,,0,https://entero.ru/manuals/5334/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGOLINI%20DELICE%20GOLD.pdf;https://entero.ru/manuals/87452/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,,,7 кг,,5 л
https://cdn.entero.ru/mp@2x/6a/c1/6ac1204fe73dda9ee9310d8ec979908c.jpg,Аппарат для горячего шоколада Bras Scirocco Gold,Аппарат для горячего шоколада Bras Scirocco Gold,73882,RUB,Нет,Bras,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/21406,"<p>Аппарат для горячего шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/21406"">Bras Scirocco Gold</a></b> используется для приготовления всевозможных горячих напитков из молока, вина, шоколада, чаев на основе рецептур. Аппарат также позволяет поддерживать напитки в горячем виде. Диспенсер незаменим на выездных мероприятиях, шведских столах, банкетах и т.д.</p>

<p><strong>Особенности</strong></p>

<ul>
<li>Прозрачный съемный контейнер из поликарбоната</li>
<li>Напиток постоянно перемешивается, что обеспечивает однородную консистенцию без комочков</li>
<li>Термостат для поддержания постоянной температуры</li>
<li>Защита от перепадов напряжения.</li>
<li>Материал корпуса - хромированная сталь</li>
<li>Уровень шума: не более 70 Дб</li>
</ul>",21406,,220 В,0.25 кВт,260 мм,320 мм,495 мм,,Италия,,,0,,,,7 кг,,5 л
https://cdn.entero.ru/mp@2x/8f/14/8f1408615432761887414e113cba992e.jpg,Аппарат для горячего шоколада Bras Scirocco Silver,Аппарат для горячего шоколада Bras Scirocco Silver,73882,RUB,Нет,Bras,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/21405,"<p>Аппарат для горячего шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/21405"">Bras Scirocco Silver</a></b> используется для приготовления всевозможных горячих напитков из молока, вина, шоколада, чаев на основе рецептур. Аппарат также позволяет поддерживать напитки в горячем виде. Диспенсер незаменим на выездных мероприятиях, шведских столах, банкетах и т.д.</p>

<p><strong>Особенности</strong></p>

<ul>
<li>Прозрачный съемный контейнер из поликарбоната</li>
<li>Напиток постоянно перемешивается, что обеспечивает однородную консистенцию без комочков</li>
<li>Термостат для поддержания постоянной температуры</li>
<li>Защита от перепадов напряжения.</li>
<li>Материал корпуса - хромированная сталь</li>
<li>Уровень шума: не более 70 Дб</li>
</ul>",21405,,220 В,0.25 кВт,260 мм,320 мм,495 мм,,Италия,,,0,https://entero.ru/manuals/3869/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bras%20Scirocco%20Silver.pdf,76960,,7 кг,,5 л
https://cdn.entero.ru/mp@2x/d1/78/d17869c0d82a55ad4358fe376b6161ef.jpg,Аппарат для горячего шоколада UGOLINI DELICE SILVER 5л,Аппарат для горячего шоколада UGOLINI DELICE SILVER 5л,75095,RUB,Нет,UGOLINI,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/17515,"<p>Аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/17515""><b class=""b"">UGOLINI DELICE SILVER</b></a> предназначен для приготовления горячего шоколада. Терморегулятор позволяет настраивать температуру напитка в зависимости от предпочтений. Чаша прибора выполнена из противоударного поликарбоната.</p>


<p><b>Внимание!</b> Перед выключением аппарата необходимо установить термостат на 0 ºС, чтобы смеситель продолжил вращение. Если при охлаждении шоколад не будет перемешиваться, то он присохнет к еще горячему дну контейнера.</p>",17515,,220 В,1.5 кВт,240 мм,320 мм,490 мм,,Италия,,,0,https://entero.ru/manuals/5335/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20UGOLINI%20DELICE%20SILVER.pdf;https://entero.ru/manuals/87454/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,79047,,7 кг,,5 л
https://cdn.entero.ru/mp@2x/cb/88/cb8808ad7db710b4a45b14f5049d3c65.jpg,Аппарат для горячего шоколада EKSI Hot Chocolate-10L black,HCD 10L black,0,RUB,Нет,EKSI,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/94389,"<p>Аппарат для горячего шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94389""><b class=""b"">EKSI Hot Chocolate-10L </b></a>используется на предприятиях общественного питания и торговли для нагрева и розлива горячего шоколада и кофе. Модель оснащена электромеханической панелью управления, постоянно вращающимися лопастями для идеальной консистенции продукта, регулятором температуры и съемным прозрачным контейнером. Контейнер выполнен из поликарбоната.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Цвет: черный</li>
</ul>",94389,от 30 до 100 °C,220 В,,410 мм,280 мм,580 мм,,Китай,,,0,,,,7.5 кг,,10 л
https://cdn.entero.ru/mp@2x/05/36/0536373c1ab959f68b680e1d2d59a581.jpg,Аппарат для горячего шоколада GASTRORAG HC03,Аппарат для горячего шоколада GASTRORAG HC03,0,RUB,Нет,GASTRORAG,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/52843,"<p>Аппарат для горячего шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52843""><b class=""b"">GASTRORAG HC03 </b></a>используется на предприятиях общественного питания и торговли для нагрева и розлива горячего шоколада и кофе. Модель оснащена краном для розлива с защитой от засорения. Корпус и резервуар выполнены из пластмассы.</p>",52843,85 °C,220 В,1.2 кВт,375 мм,375 мм,630 мм,,Китай,,,0,https://entero.ru/manuals/65085/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20HC03.pdf;https://entero.ru/manuals/116557/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,7.5 кг,,10 л
https://cdn.entero.ru/mp@2x/df/4f/df4f38f8d75ffdefedf8bf2fa2e67184.jpg,Аппарат для горячего шоколада CAB Ciocab,NEW CIOCAB,0,RUB,Нет,CAB,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/44626,"<p>Аппарат для горячего шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/44626"">CAB Ciocab</a></b> оснащен инновационной и технологически продвинутой системой приготовления шоколада премиум-класса. Это позволяет повысить производительность водяной бани и снизить энергопотребление.</p>


<p><b>Особенности:</b></p>

<ul>
<li>Материал корпуса: нержавеющая сталь</li>
<li>Материал емкости: стекло</li>
</ul>",44626,,220 В,"0.90,9 кВт",230 мм,,500 мм,,Италия,,,0,,,,,,5 л
https://cdn.entero.ru/mp@2x/1e/56/1e5675b5c21a19999f1c897d6e022f5f.jpg,Чаша для аппарата для горячего шоколада UGOLINI 5л в сборе для DELICE,Чаша для аппарата для горячего шоколада UGOLINI 5л в сборе для DELICE,18051,RUB,Нет,UGOLINI,Профоборудование,Для баров,Аппараты для горячего шоколада,https://entero.ru/item/369009,"<p>Чаша 33800-09903 предназначена для аппарата <a href=""https://entero.ru/item/17513""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369009""><b class=""b"">UGOLINI DELICE </b></a></a>для приготовления горячего шоколада. </p>",369009,,,,,,,,,,,0,https://entero.ru/manuals/487573/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20UGOLINI.pdf,19203,,,,
