Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Вес (с упаковкой),Конструкция,Дискретность,Размеры платформы (ШxГ),Класс точности,Стойка,Максимальный предел взвешивания,Минимальный предел взвешивания,Светодиодный индикатор,Трехдиапазонные
https://cdn.entero.ru/mp@2x/81/f0/81f08707d77329146788f2c8efc67b79.jpg,Весы напольные CAS BW-60RB,Весы напольные CAS BW-60RB,39267,RUB,Да,CAS,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/41024,"<p>Напольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41024"">CAS BW-60RB</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем на стойке с подсветкой и возможностью поворота в двух плоскостях и автоматическим отключением.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Уравновешивание тары</li>
<li>Взвешивание нестабильных грузов</li>
<li>Режим дозирования</li>
<li>Счетный режим (определение количества одинаковых предметов)</li>
<li>Водо- и пылезащитное исполнение (IP 56)</li>
<li>Питание от сети через адаптер или от аккумуляторных батарей (6 шт. типа AA)</li>
<li>Интерфейс RS-232</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -10 до 40 °С</li>
<li>Габариты в упаковке: 530x750x360 мм</li>
</ul>",41024,220 В,,410 мм,660 мм,750 мм,18.3 кг,Южная Корея,1,530x750x360 мм,10,https://entero.ru/manuals/40821/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20BW-60RB.pdf;https://entero.ru/manuals/117759/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20CAS.pdf;https://entero.ru/manuals/402291/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20BW-60RB.pdf,42223,,15.3 кг,товарные,,платформенные,20 гр,370х500 мм,,Да,60 кг,0.4 кг,,
https://cdn.entero.ru/mp@2x/9d/63/9d6359ab1732d9dd9918e4ffafffd0ec.jpg;https://cdn.entero.ru/mp@2x/0f/50/0f50f7ceb660e4334bd9cb17c9618181.jpg;https://cdn.entero.ru/mp@2x/92/aa/92aac487e938150ee5cb638f28459147.jpg,Весы торговые МАССА-К TB-S-60.2-A3,TB-S-60-A3,18847,RUB,Да,МАССА-К,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/32330,"<p>Торговые весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32330""><b class=""b"">МАССА-К TB-S-60.2-A3</b></a> используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ЖК-дисплеем, аккумулятором и ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p>В комплект поставки входит сетевой адаптер.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Совместимость с учетными системами:
<ul>
<li>Передача веса в учетные системы: 1С:Предприятие, Айтида, и др.</li>
<li>Передача веса на рабочее место кассира (ПК или POS-терминал) с помощью «АТОЛ: Драйвер электронных весов»</li>
<li>Передача веса в смарт-терминал ЭВОТОР с помощью ""Приложения ЭВОТОР""</li>
</ul>
</li>
<li>Счетный режим</li>
<li>Процентное взвешивание</li>
<li>Компараторный режим взвешивания (достижение заданного веса сопровождается звуковым и визуальным сигналами)</li>
<li>Подсчет суммарной массы товара</li>
<li>Дозаторный режим</li>
<li>Масса тары устанавливается нажатием кнопки «T»</li>
<li>Возможность подключения дозатора</li>
<li>Степень защиты терминала: IP54</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
<li>Интерфейс связи: RS-232</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 30 кг</li>
<li>Время работы от встроенного аккумулятора: 80 ч</li>
<li>Размеры терминала: 260х105х55 мм</li>
</ul>",32330,220 В,0.006 кВт,400 мм,605 мм,800 мм,,Россия,,,0,https://entero.ru/manuals/121588/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-60.2-A3.pdf,19632,,12.1 кг,товарные,,платформенные,от 10 до 20 гр,400х510 мм,,Да,60 кг,0.2 кг,,
https://cdn.entero.ru/mp@2x/4b/62/4b620b59c58664dc1a2c90dbe6e035a2.jpg,Весы напольные CAS DBII-300 800x900,DB II-300 8090 / DBII-300 8090,39188,RUB,Да,CAS,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/41037,"<p>Напольные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41037""><b class=""b"">CAS DBII-300</b></a> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с поворотной головкой на стойке, тензометрическим типом измерения, выражением массы в количестве изделий (счетный режим), усреднением показаний массы при нестабильной нагрузке и индикацией разрядки батареи.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер питания и шестигранный ключ 3 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: средний</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Режим дозирования со звуковой сигнализацией</li>
<li>Взвешивание в процентах</li>
<li>Двухдиапазонный режим взвешивания</li>
<li>Суммирование результатов измерений</li>
<li>Установка времени</li>
<li>Диагностика неисправностей</li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Интерфейс RS-232C </li>
<li>Питание от сети через адаптер или от батарей</li>
<li>Мембранная клавиатура</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перезаряжаемый аккумулятор</li>
<li>Настенный кронштейн</li>
<li>Принтер DEP-50M или DLP-50M</li>
</ul>",41037,220 В,0.01 кВт,800 мм,1025 мм,965 мм,52 кг,Южная Корея,1,1305x935x235 мм,8,https://entero.ru/manuals/40699/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20DBII-300.pdf;https://entero.ru/manuals/402290/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20DBII-300%20800x900.pdf,,,31.6 кг,товарные,,платформенные,от 50 до 100 гр,800х900 мм,,Да,300 кг,,,
https://cdn.entero.ru/mp@2x/cf/71/cf714d3756a3869b6ec97be0f6456110.jpg;https://cdn.entero.ru/mp@2x/93/e9/93e98a9e810a888a61330bfe66a36c36.jpg;https://cdn.entero.ru/mp@2x/cf/ed/cfed76bb07ea54895b2fc74c1f7b0af5.jpg;https://cdn.entero.ru/mp@2x/e5/eb/e5ebe3031b0b582f29c96649e3760fe6.jpg,Весы напольные CAS DBII-300 600x700,DB II-300 6070 / DBII-300 6070 / DB II-300 (600х700),33822,RUB,Да,CAS,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/41033,"<p>Напольные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41033""><b class=""b"">CAS DBII-300</b></a> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с поворотной головкой на стойке, тензометрическим типом измерения, выражением массы в количестве изделий (счетный режим), усреднением показаний массы при нестабильной нагрузке и индикацией разрядки батареи.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер питания и шестигранный ключ 3 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: средний</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Режим дозирования со звуковой сигнализацией</li>
<li>Взвешивание в процентах</li>
<li>Двухдиапазонный режим взвешивания</li>
<li>Суммирование результатов измерений</li>
<li>Установка времени</li>
<li>Диагностика неисправностей</li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Интерфейс RS-232C </li>
<li>Питание от сети через адаптер или от батарей</li>
<li>Мембранная клавиатура</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Перезаряжаемый аккумулятор</li>
<li>Настенный кронштейн</li>
<li>Принтер DEP-50M или DLP-50M</li>
</ul>",41033,220 В,0.01 кВт,600 мм,825 мм,865 мм,64 кг,Южная Корея,1,1205x740x235 мм,8,https://entero.ru/manuals/40696/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20DBII-300.pdf;https://entero.ru/manuals/402276/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20DBII-300%20600x700.pdf,35981,,31.6 кг,товарные,,платформенные,от 50 до 100 гр,600х700 мм,,Да,300 кг,,,
https://cdn.entero.ru/mp@2x/69/9a/699a9821fd0beef65b03c53c1e0d0cc5.jpg,Весы напольные CAS HB-150,Весы напольные CAS HB-150,25740,RUB,Да,CAS,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/244896,"<p>Напольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244896"">CAS HB-150</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем на стойке с подсветкой и возможностью поворота в двух плоскостях. Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232 с поддержкой протокола AD</li>
<li>9 функциональных клавиш на индикаторе</li>
<li>Индикация на дисплее:
<ul>
<li>Стабильность</li>
<li>Обнуление</li>
<li>Масса брутто и нетто</li>
<li>Состояние батареи</li>
<li>Hi-Ok-Lo</li>
<li>Единицы измерения (кг, г, фунты, унции)</li>
</ul>
</li>
<li>Взвешивание нестабильных грузов</li>
<li>Счетный режим (определение количества одинаковых предметов)</li>
<li>Режим сравнения (компараторный)</li>
<li>Автоматическое отключение</li>
<li>Питание от сети через адаптер AC 12В или встроенного перезаряжаемого кислотного аккумулятора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -10 до 40 °С</li>
<li>Число разрядов индикации результата взвешивания: 6</li>
<li>Нулевой диапазон: ± 2 %</li>
<li>Время стабилизации: ≤ 2 сек.</li>
<li>Число поверочных делений (n): 7500</li>
<li>Продолжительность работы от аккумулятора: 80 ч</li>
<li>Время зарядки: 12 ч</li>
<li>Внутренняя разрешающая способность: 1/600000</li>
<li>Габариты в упаковке: 960x480x350 мм</li>
</ul>",244896,220 В,,500 мм,720 мм,760 мм,21.5 кг,Южная Корея,1,960x480x350 мм,0,https://entero.ru/manuals/295718/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20HB-150.pdf;https://entero.ru/manuals/295717/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20CAS.pdf;https://entero.ru/manuals/402265/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20HB-150.pdf,27095,,15 кг,товарные,,платформенные,20 гр,400х500 мм,III,Да,150 кг,0.4 кг,,
https://cdn.entero.ru/mp@2x/11/43/11431ede516123a7e38f8dadea345583.jpg;https://cdn.entero.ru/mp@2x/3e/0a/3e0a6cec5e9ec61763406464597c613b.jpg,Весы напольные CAS DB-200H,DB-1H 200 / DB-1H (200AS),26898,RUB,Да,CAS,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/41028,"<p>Напольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41028"">CAS DB-200H</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена флуоресцентным дисплеем на стойке, тензометрическим типом измерения, усреднением показаний массы при нестабильной нагрузке и автоматической установкой нуля. Платформа выполнена из из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Заглушка стойки</li>
<li>Кабель RS-232</li>
<li>Провод заземления</li>
<li>2 болта с шестигранной головкой М6х1х100</li>
<li>2 шайбы плоских М6</li>
<li>2 гайки колпачковых под винт М6х1</li>
<li>3 винта самонарезающих М3х7</li>
<li>Винт М4х8</li>
<li>Предохранитель 250 мА</li>
<li>Кабельный обжим</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: средний</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Двухдиапазонный режим взвешивания</li>
<li>Диагностика неисправностей</li>
<li>Интерфейс RS232C </li>
<li>Питание от сети</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Плоская платформа с защитной дугой Hobart</li>
<li>Принтер DEP-50 или DLP-50</li>
</ul>",41028,220 В,0.007 кВт,420 мм,680 мм,765 мм,19 кг,Южная Корея,1,520x750x340 мм,6,https://entero.ru/manuals/40805/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20DB-200H.pdf;https://entero.ru/manuals/402259/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20DB-200H.pdf,28019,,16.8 кг,товарные,,платформенные,от 50 до 100 гр,370х500 мм,,Да,200 кг,,,
https://cdn.entero.ru/mp@2x/e1/03/e1037fea2c69bf2f5832a88cb2acea79.jpg;https://cdn.entero.ru/mp@2x/8b/01/8b019ae09c071b35d0f6507845e089e7.jpg;https://cdn.entero.ru/mp@2x/54/4b/544b43ad84f6ac622a12d7d2cb9253ad.jpg;https://cdn.entero.ru/mp@2x/2f/52/2f522c14d0b0736b23926c54cd5f422e.jpg;https://cdn.entero.ru/mp@2x/bf/9a/bf9a9391e7a3c6f79245f7ccc31c8b93.jpg;https://cdn.entero.ru/mp@2x/86/c2/86c21a674fa6beb15a34e1818002e9b5.jpg,Весы торговые МАССА-К ТВ-S-200.2-А2,ТВ-S- 200.2-А2 / TB-S-200.2-A2,19952,RUB,Да,МАССА-К,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/118962,"<p>Торговые весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118962"">МАССА-К ТВ-S-200.2-А2</a></b> используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ЖК-дисплеем, аккумулятором и ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p>В комплект поставки входит сетевой адаптер.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Совместимость с учетными системами:
<ul>
<li>Передача веса в учетные системы: 1С:Предприятие, Айтида, и др.</li>
<li>Передача веса на рабочее место кассира (ПК или POS-терминал) с помощью «АТОЛ: Драйвер электронных весов»</li>
<li>Передача веса в смарт-терминал ЭВОТОР с помощью ""Приложения ЭВОТОР""</li>
</ul>
</li>
<li>Счетный режим</li>
<li>Процентное взвешивание</li>
<li>Компараторный режим взвешивания (достижение заданного веса сопровождается звуковым и визуальным сигналами)</li>
<li>Подсчет суммарной массы товара</li>
<li>Дозаторный режим</li>
<li>Масса тары устанавливается нажатием кнопки «T»</li>
<li>Возможность подключения дозатора</li>
<li>Степень защиты терминала: IP54</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
<li>Интерфейс связи: RS-232</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 60 кг</li>
<li>Время работы от встроенного аккумулятора: 80 ч</li>
<li>Размеры терминала: 260х105х55 мм</li>
</ul>",118962,,0.006 кВт,448 мм,675 мм,550 мм,,Россия,,,0,https://entero.ru/manuals/121581/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20%D0%A2%D0%92-S-200.2-%D0%902.pdf;https://entero.ru/manuals/505827/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,21226,,9.7 кг,товарные,,платформенные,от 20 до 50 гр,400х510 мм,,Да,200 кг,0.4 кг,,
https://cdn.entero.ru/mp@2x/fd/7e/fd7e8a6c387ca566dc3023116080879d.jpg;https://cdn.entero.ru/mp@2x/62/1b/621b803aacec7a2ed8ec3e871bd1cfff.jpg,Весы счетные CAS AC-100,Весы счетные CAS AC-100,31063,RUB,Да,CAS,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/41652,"<p>Счетные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41652"">CAS AC-100</a></b> используются на предприятиях общественного питания и торговли. Модель оснащена флуоресцентным дисплеем на стойке, тензометрическим типом измерения, автоматической установкой нуля и выражением массы в количестве изделий (счетный режим).</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Крышка стойки</li>
<li>Кронштейн индикатора</li>
<li>Провод заземления</li>
<li>Провод питания</li>
<li>Платформа</li>
<li>4 болта М6х16</li>
<li>4 пластмассовых колпака болта</li>
<li>3 винта М5х10</li>
<li>Запасной предохранитель</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: средний</li>
<li>Выборка массы тары из диапазона взвешивания</li>
<li>Учет массы тары</li>
<li>Обнуление показаний в случае отклонения при пустой платформе</li>
<li>Указатели слишком малой штучной массы или слишком малой массы пробы</li>
<li>Диагностика неисправностей</li>
<li>Питание от сети</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
</ul>",41652,220 В,0.01 кВт,420 мм,610 мм,825 мм,16.4 кг,Южная Корея,1,750x525x335 мм,11,https://entero.ru/manuals/40815/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20AC-100.pdf;https://entero.ru/manuals/402275/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20AC-100.pdf,33764,,15.2 кг,товарные,,паллетные,20 гр,390х510 мм,III,Да,100 кг,,,
https://cdn.entero.ru/mp@2x/84/b5/84b54a50bd6fd770c54062825edab677.jpg;https://cdn.entero.ru/mp@2x/24/a5/24a5734842805a56804c19bc5390a3a1.jpg;https://cdn.entero.ru/mp@2x/f8/d4/f8d4ad0a42ba46508fcc05b318c77a68.jpg;https://cdn.entero.ru/mp@2x/e7/15/e715d5585b213474e2cd00574f0a0f05.jpg,Напольные весы Foodatlas ВТН-150 (150кг/50гр),150кг/50гр ВТН-150,4345,RUB,Да,Foodatlas,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/106954,"<p>Напольные торговые весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106954""><b class=""b"">Foodatlas ВТН-150 </b></a>используются на предприятиях общественного питания и торговли. Модель оснащена клавиатурой, жидкокристаллическим дисплеем, регулируемыми ножками весов и яркими ЖК-индикаторами с подсветкой: вес, цена, стоимость. Память аппарата рассчитана на 6 товаров. Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция суммирования (до 99 шт.)</li>
<li>Функция автоматического отключения весов </li>
<li>Вычитание массы тары</li>
<li>Автоматическая установка нуля</li>
<li>Индикатор низкого заряда батареи и перегрузки</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальный предел взвешивания: 150 кг</li>
<li>Дискретность отсчета: 50 гр</li>
<li>Напряжение: 220 В</li>
<li>Класс точности: III</li>
<li>Время непрерывной работы от аккумулятора: до 70 часов</li>
<li>Время зарядки аккумулятора: 12 часов</li>
<li>Температура окружающей среды: от -10 до 40 °С</li>
<li>Максимальная влажность окружающей среды: 80%</li>
<li>Габариты: 300x400x730 мм</li>
<li>Вес: 8 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",106954,220 В,,300 мм,400 мм,730 мм,,Китай,,,0,https://entero.ru/manuals/98481/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20%D0%92%D0%A2%D0%9D-150.pdf;https://entero.ru/manuals/479854/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,5717,,8 кг,товарные,,платформенные,50 гр,,III,Да,150 кг,,,
https://cdn.entero.ru/mp@2x/bb/12/bb12f1aee1e9acc520dd20f63a7b1ee6.jpg;https://cdn.entero.ru/mp@2x/9f/67/9f67e8483d93425a4b6d6a392b7d0ebc.jpg;https://cdn.entero.ru/mp@2x/3c/37/3c3736ff95dc5826b4865d98040bae7b.jpg;https://cdn.entero.ru/mp@2x/75/f2/75f277b9da983df3f7c4f24f8487b6b7.jpg;https://cdn.entero.ru/mp@2x/07/4b/074b0e2bb144877e90d66c533c3c9b57.jpg,Напольные весы Foodatlas ВТН-300 (300кг/100гр),300кг/100гр ВТН-300,5478,RUB,Да,Foodatlas,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/87001,"<p>Напольные торговые весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87001""><b class=""b"">Foodatlas ВТН-300 </b></a>используются на предприятиях общественного питания и торговли. Модель оснащена клавиатурой и яркими ЖК-индикаторами с подсветкой: вес, цена, стоимость. Память аппарата рассчитана на 5 товаров. Платформа выполнена из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Время непрерывной работы от аккумулятора: до 200 часов</li>
<li>Температура окружающей среды: от -10 до 40 °С</li>
<li>Максимальная влажность окружающей среды: 80%</li>
</ul>",87001,220 В,,400 мм,500 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/67198/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20%D0%92%D0%A2%D0%9D-300.pdf;https://entero.ru/manuals/479853/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,9.4 кг,товарные,,платформенные,100 гр,400х500 мм,III,Да,300 кг,,,
https://cdn.entero.ru/mp@2x/5e/74/5e748f30f89c8223f0e0755b78f3980f.jpg;https://cdn.entero.ru/mp@2x/17/1d/171db53d0c1cb3cd1d93be544cd14b2f.jpg,Весы напольные MAS ProMAS PM1B-100-4050,PM1B-100-4050,14042,RUB,Да,MAS,Профоборудование,Весовое,Весы напольные,https://entero.ru/item/90698,"<p>Напольные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90698""><b class=""b"">MAS PM1B-100-4050 </b></a>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена мембранной влагостойкой клавиатурой и ярким ЖК-дисплеем. Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция компаратор (Hl-Ok-Lo)</li>
<li>Функция чистый / полный вес (Net / Gross)</li>
<li>Высокая скорость взвешивания</li>
<li>Счетный режим</li>
<li>Вычитание массы тары до 100% от максимальной нагрузки</li>
<li>Автоматическая установка нуля при включении</li>
<li>​Светодиодная подсветка дисплея с автоматическим уменьшением яркости</li>
<li>Комбинированное питание</li>
<li>Класс точности: III</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Цена поверочного деления, действительная цена деления: 10 г (от 0,2 до 50 кг) / 20 г (от 50 до 100 кг)</li>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Время непрерывной работы от аккумулятора: до 40 часов</li>
<li>Размер символов дисплея: 23 мм</li>
</ul>

<p><b>Опции (заказываются отдельно)</b></p>

<ul>
<li>Интерфейс RS-232</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",90698,220 В,0.005 кВт,400 мм,600 мм,850 мм,13 кг,Россия,1,540x890x175 мм,0,https://entero.ru/manuals/78470/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MAS%20PM1B-100-4050.pdf;https://entero.ru/manuals/495441/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20ProMAS%20%D0%B4%D0%BE%2027.03.2027.pdf,14627,,,товарные,,платформенные,,400х500 мм,III,Да,100 кг,0.2 кг,,
