Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Количество емкостей,Обьем одной емкости
https://cdn.entero.ru/mp@2x/35/b0/35b0e35e1121ec2ce61a74b2a80f613e.jpg;https://cdn.entero.ru/mp@2x/46/8d/468dc454320f087770475bfbccf36670.jpg,Сокоохладитель Cooleq JD-12+12 (с уценкой),JD 12+12,29572,RUB,Да,Cooleq,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/371098,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371098"">Cooleq JD-12+12</a></b> предназначен для хранения в охлажденном состоянии и последующей раздачи чая, соков, кофе и прохладительных напитков на предприятиях общественного питания и торговли. Модель оснащена лопастной системой перемешивания, которая гарантирует однородность консистенции и температуры продукта, а кран - бесперебойную подачу содержимого сокоохладителя. Корпус выполнен из нержавеющей стали, бункер - из прочного поликарбоната.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Общий объём: 24 л</li>
</ul>",371098,сокоохладитель,от 7 до 12 °C,220 В,0.32 кВт,410 мм,410 мм,660 мм,25 кг,Китай,,,0,https://entero.ru/manuals/495480/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Cooleq%20JD-12+12.pdf;https://entero.ru/manuals/495481/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20JD-12+12.pdf;https://entero.ru/manuals/495482/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,34791,,,,2,12 л
https://cdn.entero.ru/mp@2x/90/3d/903d5533b3675e00b8a626c554052595.jpg,Сокоохладитель EKSI JDB-2x10L,JDB-2x10L (BYD-LYJ10L),30787,RUB,Да,EKSI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/115334,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115334"">EKSI JDB-2x10L</a></b> используется на предприятиях общественного питания и торговли для постоянного охлаждения и перемешивания соков, а также для их разлива фиксированными порциями. Модель оснащена лопастной системой перемешивания, которая гарантирует однородность консистенции и температуры продукта, а кран - бесперебойную подачу содержимого сокоохладителя. Корпус выполнен из нержавеющей стали и меди, емкости - из пищевого полиуретана.</p>",115334,сокоохладитель,от 7 до 12 °C,220 В,0.2 кВт,335 мм,445 мм,678 мм,22 кг,Китай,1,390x465x725 мм,17,https://entero.ru/manuals/520592/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20JDB-2x10L.pdf,43982,,19 кг,,2,10 л
https://cdn.entero.ru/mp@2x/62/6f/626f346751b24b766d01c68c9a5b8ab7.jpg;https://cdn.entero.ru/mp@2x/b1/b1/b1b1481a9bf18a0063d137ba3c34556f.jpg;https://cdn.entero.ru/mp@2x/23/fd/23fd93ce0b2b53042d004c2415128cbc.jpg,Сокоохладитель Rosso LSP10Lx1,Сокоохладитель Rosso LSP10Lx1,33065,RUB,Да,Rosso,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/365284,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365284"">Rosso LSP10Lx1</a></b> предназначен для охлаждения и розлива соков, морсов, нектаров, холодного чая и растворимых напитков на основе сухих концентратов. Модель оснащена холодильным агрегатом с компрессором и прозрачным резервуаром. Корпус выполнен из нержавеющей стали и пластика.</p>",365284,сокоохладитель,от 7 до 12 °C,220 В,0.18 кВт,210 мм,360 мм,670 мм,17 кг,Китай,1,230x460x680 мм,0,,35940,,14 кг,,1,10 л
https://cdn.entero.ru/mp@2x/6b/a6/6ba62a850523b3c09790e024c31d65e9.jpg,Сокоохладитель Kocateq SP9Lx1,Сокоохладитель Kocateq SP9Lx1,34247,RUB,Да,Kocateq,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/92685,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92685"">Kocateq SP9Lx1</a></b> используется на предприятиях общественного питания и торговли для хранения в охлажденном состоянии и последующей дозированной подачи различных напитков, соков, морсов и воды. Модель оснащена термостатом для регулировки температуры. Корпус выполнен из нержавеющей стали AISI 403, емкость - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое поддержание температуры напитка на заданном уровне</li>
<li>Холодильный агрегат с воздушным охлаждением конденсатора</li>
<li>Охлаждение напитка за счет непрерывного контакта нагнетаемого помпой потока напитка с цилиндром</li>
<li>Специальные краны с защитой от непроизвольного открывания и подкапывания</li>
<li>Съемный каплесборник</li>
<li>Простая разборка всех компонентов для очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 240х450х700 мм</li>
</ul>",92685,сокоохладитель,от 7 до 12 °C,220 В,0.18 кВт,210 мм,390 мм,670 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111342/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279805/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20SP9Lx1.pdf,35674,,,,1,9 л
https://cdn.entero.ru/mp@2x/cb/c0/cbc09b48a6f98cd2c766021fa44fd409.jpg,Сокоохладитель CAB ZIPPY 1,Сокоохладитель CAB ZIPPY 1,61176,RUB,Да,CAB,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/251356,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251356"">CAB ZIPPY 1</a></b> предназначен для охлаждения соков, холодного чая, других различных напитков и дальнейшего их розлива для подачи клиенту. Инновационная система охлаждения позволяет прибору не терять высокую производительность даже в самых экстремальных условиях. Корпус выполнен из нержавеющей стали, контейнер - из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Запатентованный механизм вращающихся лопастей позволяет избежать образования пены</li>
<li>Возможность регулировки температуры емкости</li>
<li>Контейнер легко снимается для облегчения чистки</li>
<li>Низкое энергопотребление</li>
</ul>",251356,сокоохладитель,от 2 до 8 °C,220 В,0.18 кВт,200 мм,400 мм,650 мм,16 кг,Италия,1,250x510x780 мм,0,https://entero.ru/manuals/308608/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20CAB%20ZIPPY%201.pdf,63725,,14 кг,,1,12 л
https://cdn.entero.ru/mp@2x/8b/13/8b13143bed1fd6909af4f2e2ee0d5b2f.jpg;https://cdn.entero.ru/mp@2x/0d/b4/0db42b76655cbf2a3a68f82098f67a45.jpg,Гранитор Cooleq SM-10 с подсветкой,Гранитор Cooleq SM-10 с подсветкой,76835,RUB,Да,Cooleq,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/356248,"<p>Гранитор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356248""><b class=""b"">Cooleq SM-10</b></a> используется для приготовления охлажденных десертов на фруктовой основе, с сиропом или слабоалкогольным напитком на предприятиях общественного питания и торговли. Ночной режим хранит продукт в нерабочие часы при сниженном энергопотреблении и продлевает срок службы компрессора. Подсветка в верхней крышке бункера обеспечивает приятный внешний вид аппарата и десертов при низком освещении.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима:
<ul>
<li>Замораживание для приготовления фруктового льда</li>
<li>Охлаждение/ночной режим для прохладительных напитков и хранения продукта в нерабочие часы</li>
</ul>
</li>
<li>Климатический класс: N/ST/T</li>
<li>Хладагент R290</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура:
<ul>
<li>Замораживание: от -2 до -3 °С</li>
<li>Охлаждение/ночной режим: от 7 до 12 °С</li>
</ul>
</li>
</ul>

<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""font-size: 11px; border: 0px; border-collapse: collapse; color: rgb(51, 51, 51); font-family: Arial; background-color: rgb(192, 33, 38); width: 280px;"">
<tbody>
<tr>
<td style=""vertical-align: middle; padding: 0px; line-height: 1.3em;""> </td>
</tr>
</tbody>
</table>",356248,гранитор,от -3 до -2 °C,220 В,0.4 кВт,220 мм,490 мм,760 мм,40 кг,Китай,1,280x550x880 мм,0,https://entero.ru/manuals/453954/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20SM-10.pdf;https://entero.ru/manuals/483040/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,29 кг,,1,10 л
https://cdn.entero.ru/mp@2x/6d/38/6d38aa3ea7f87a2a27a8fccb79915093.jpg;https://cdn.entero.ru/mp@2x/8e/b8/8eb82da8a544c8d5a1f28348e99d7bba.jpg,Сокоохладитель iPilot Lexus 10Lх2,Сокоохладитель iPilot Lexus 10Lх2,109120,RUB,Да,,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/340280,"<p>Сокоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340280""><b class=""b"">iPilot Lexus 10Lх2</b></a> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для охлаждения и розлива не только натуральных фруктовых соков, но и кофе, чая и пр. Модель оснащена специальной двухуровневой крышкой. Емкости выполнены из ударопрочного пластика.</p>",340280,сокоохладитель,от 7 до 55 °C,220 В,0.6 кВт,365 мм,445 мм,665 мм,,Китай,,,0,,,,28 кг,,2,10 л
https://cdn.entero.ru/mp@2x/66/c2/66c2ed676424e0b2d3841601077208df.jpg;https://cdn.entero.ru/mp@2x/9f/09/9f0931ce8863f32ba7929690af3cebe6.jpg,Сокоохладитель iPilot Lexus 18Lх2,Сокоохладитель iPilot Lexus 18Lх2,113520,RUB,Да,,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/341639,"<p>Сокоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341639""><b class=""b"">iPilot Lexus 18Lх2</b></a> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для охлаждения и розлива не только натуральных фруктовых соков, но и кофе, чая и пр. Модель оснащена специальной двухуровневой крышкой. Емкости выполнены из ударопрочного пластика.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",341639,сокоохладитель,от 7 до 55 °C,220 В,0.6 кВт,490 мм,445 мм,705 мм,,Китай,,,0,,,,32 кг,,2,18 л
https://cdn.entero.ru/mp@2x/b0/b3/b0b36662e3a072d7ca62842847de2174.jpg,Сокоохладитель OMAKE SBY01.E25 фонтан черный,Сокоохладитель OMAKE SBY01.E25 фонтан черный,116362,RUB,Да,,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/344365,"<p>Сокоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344365""><b class=""b"">OMAKE SBY01.E25</b></a> предназначен для хранения в охлажденном состоянии и последующей раздачи чая, соков, кофе и прохладительных напитков на предприятиях общественного питания и торговли. Модель оснащена разбрызгивателем. Боковые и передние панели выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая система небьющегося крана</li>
<li>Бесшумный редукторный двигатель</li>
<li>Тихий, прочный, мощный компрессор</li>
<li>Простота обслуживания и очистки</li>
</ul>",344365,сокоохладитель,,220 В,0.72 кВт,715 мм,390 мм,750 мм,36 кг,Турция,1,750x440x820 мм,0,https://entero.ru/manuals/419179/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OMAKE%20SBY01.E25%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,125120,,30.5 кг,,2,11 л
https://cdn.entero.ru/mp@2x/a7/a8/a7a86dd2ca9f52cbb36a206c650a5824.jpg,Сокоохладитель OMAKE SBY01.E25 фонтан,Omk.SBY01.E25.0201.Z5F,118600,RUB,Да,,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/333978,"<p>Аппарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/333978""><b class=""b"">OMAKE SBY01.E25</b></a> применяется на предприятиях общественного питания и торговли для поддержания постоянной низкой температуры соков и газированных напитков, а также их дозированной выдачи и перемешивания. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Фонтанный тип перемешивания</li>
<li>Новая система небьющегося крана</li>
<li>Электромагнитный насос</li>
<li>Тихий мотор-редуктор</li>
<li>Тихий, долговечный, мощный компрессор</li>
<li>Превосходная эффективность охлаждения</li>
<li>Простота обслуживания и очистки</li>
</ul>",333978,сокоохладитель,,220 В,0.72 кВт,715 мм,390 мм,750 мм,35 кг,Турция,1,750x440x820 мм,0,https://entero.ru/manuals/394765/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OMAKE%20SBY01.E25%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,128913,,19 кг,,2,11 л
https://cdn.entero.ru/mp@2x/1b/98/1b98f2d32a7783c01e270c2a9481e524.jpg,Гранитор CAB Blaze Maxi 2 черный,Гранитор CAB Blaze Maxi 2 черный,186152,RUB,Да,CAB,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/287346,"<p>Гранитор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287346""><b class=""b"">CAB Blaze Maxi 2</b></a> используется на предприятиях общественного питания и торговли для охлаждения и порционной раздачи десертов, приготовленных на основе сиропов, соков, йогуртов, концентратов, превращенных в густую снегообразную массу. Модель оснащена электромеханическим управлением.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вертикальная мешалка: идеальная однородность продукта без вспенивания</li>
<li>Отсутствие швов: исключение проникновения продукта внутрь машины</li>
<li>Высокоэффективная циркуряция воздуха</li>
<li>Сиситема самоочистки: очищение крана при каждом дозировании</li>
<li>Работа в ночном режиме: очень низкое энергопотребление</li>
<li>Легкая очистка</li>
<li>Простота эксплуатации</li>
</ul>",287346,гранитор,от -6 до -2 °C,220 В,0.65 кВт,400 мм,430 мм,700 мм,32 кг,Италия,1,510x460x980 мм,0,,,,30 кг,,2,5.5 л
https://cdn.entero.ru/mp@2x/85/9d/859d6ca0ad50b8e5740b5d0e46a74260.jpg;https://cdn.entero.ru/mp@2x/bd/72/bd720484d2d2b28db4cb561a39c9bfc5.jpg,"Гранитор CAB BLAZE MAXI 2 белый 2Х5,5 л","Гранитор CAB BLAZE MAXI 2 белый 2Х5,5 л",186152,RUB,Да,CAB,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/340205,"<p>Гранитор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340205""><b class=""b"">CAB BLAZE MAXI 2</b></a> используется на предприятиях общественного питания и торговли для приготовления и дозирования холодных фруктовых и молочных десертов: граниты, йогурта, сорбета, крема. Модель оснащена системой вертикального перемешивания и электромеханическим управлением. Корпус гранитора изготовлен из пластика.</p>

<p>В комплект поставки входят два поддона для сбора капель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система вертикального перемешивания обеспечивает идеальную однородность продукта без вспенивания и предотвращает попадание жидкости внутрь прибора</li>
<li>Улучшенная циркуляция воздуха </li>
<li>Система самоочистки для очищения крана при каждом дозировании</li>
<li>Ночной режим позволяет хранить продукт при низком энергопотреблении</li>
<li>Инновационный дизайн</li>
<li>Компактные размеры </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: Белый</li>
<li>Тип хладагента: R134a/r290a</li>
<li>Температура готового продукта: -6 до -2°С</li>
</ul>

<p> </p>

<p> </p>",340205,гранитор,от -6 до 5 °C,220 В,0.65 кВт,400 мм,430 мм,700 мм,32 кг,Италия,1,510x460x980 мм,0,,202339,,30 кг,,2,5.5 л
https://cdn.entero.ru/mp@2x/54/8a/548a95bdc6b45e6c478191d528483fc0.jpg;https://cdn.entero.ru/mp@2x/0b/09/0b09347b2ffb75407aa31e070306d979.jpg;https://cdn.entero.ru/mp@2x/f2/99/f299b53292f96421ed151da7d63ed482.jpg;https://cdn.entero.ru/mp@2x/66/a3/66a31724fc5b1edd9ce722e2b0893923.jpg;https://cdn.entero.ru/mp@2x/ce/2f/ce2f8e23eb1fb54805b375d94d17904e.jpg;https://cdn.entero.ru/mp@2x/68/84/6884135dd98a51432a2fac12f806fb64.jpg;https://cdn.entero.ru/mp@2x/b6/3d/b63d5c74ba470d5bc20573ab67bb8329.jpg,Гранитор HENDI 274224,F0000017595,268573,RUB,Да,HENDI,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/275717,"<p>Гранитор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275717""><b class=""b"">HENDI 274224</b></a> используется для приготовления охлажденных десертов на фруктовой основе с сиропом, слабоалкогольных напитков и пюре из фруктов и ягод на предприятиях общественного питания и торговли. Модель оснащена конструкцией горизонтального шнека, которая предотвращает засахаривание подвижных частей устройства в ёмкости, увеличивая срок службы гранитора, кранами для порционирования, крышкой с подсветкой и сливным поддоном. Изделие выполнено из поликарбоната и нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Система охлаждения и перемешивания</li>
<li>Электронный контроллер температуры в режиме холодных напитков и напитков типа «Фруктовый снег»</li>
<li>Высокопроизводительный компрессор</li>
<li>Легкосъемные резервуары для легкой очистки</li>
<li>Хладагент: R290</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температур в режиме «Фруктовый снег»: от -7 °C до -2 °C</li>
</ul>",275717,гранитор,,220 В,0.74 кВт,520 мм,470 мм,810 мм,,Китай,,,0,https://entero.ru/manuals/340338/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20HENDI%20274224.pdf;https://entero.ru/manuals/340339/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20HENDI%20274224.pdf;https://entero.ru/manuals/340340/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20HENDI%20274224%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,282708,,52.85 кг,,2,12 л
https://cdn.entero.ru/mp@2x/3c/48/3c487e3b336ef665de457399bcfee87f.jpg;https://cdn.entero.ru/mp@2x/c9/6a/c96a99d4ef4675886315fbe44c978330.jpg,Гранитор Hurakan HKN-MT1,164132,74377,RUB,Нет,Hurakan,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/86470,"<p>Гранитор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/86470"">Hurakan HKN-MT1</a></b> используется на предприятиях общественного питания и торговли для приготовления граниты на основе сиропов, соков или пюре из фруктов и ягод. Модель оснащена лотком для сбора жидкости. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 360х630х840 мм</li>
</ul>",86470,гранитор,от -3 до -2 °C,220 В,0.5 кВт,288 мм,550 мм,740 мм,48 кг,Китай,1,390x620x900 мм,0,https://entero.ru/manuals/65733/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-MT1.doc;https://entero.ru/manuals/414513/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-MT1.pdf;https://entero.ru/manuals/414514/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,78292,,40 кг,,1,15 л
https://cdn.entero.ru/mp@2x/90/36/9036c4eea45c50a47558a629ee49e963.jpg,Сокоохладитель Bras Maestrale Jolly 5.3,Сокоохладитель Bras Maestrale Jolly 5.3,0,RUB,Нет,Bras,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/21279,"<p>Аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/21279"">Bras Maestrale Jolly 5.3</a></b> применяется для охлаждения соков и напитков без газа в уличной торговли, кафе, ресторанах, барах. Корпус с пластиковыми вставками сделан из нержавеющей стали.</p>

<p>Сокоохладитель снабжен воздушным охлаждением, герметичным компрессором, регулируемым термостатом и защитой от перепадов напряжения. Контейнеры из поликарбоната имеют регулирование температуры. За 15-18 минут можно охладить напитки при комнатной температуре.</p>",21279,сокоохладитель,,220 В,0.3 кВт,370 мм,400 мм,550 мм,,Италия,,,0,https://entero.ru/manuals/83993/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bras%20Maestrale%20Jolly%205.3.doc,,,22 кг,,3,5 л
https://cdn.entero.ru/mp@2x/76/4a/764ac3ead84b89f9377c863e10e24357.jpg;https://cdn.entero.ru/mp@2x/8f/34/8f34a0992b492a10d3c4503e9c8bb4e5.jpg,Сокоохладитель Bras Maestrale Jolly 5.2,Сокоохладитель Bras Maestrale Jolly 5.2,0,RUB,Нет,Bras,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/21278,"<p>Аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/21278"">Bras Maestrale Jolly 5.2</a></b> применяется для охлаждения соков и напитков без газа в уличной торговли, кафе, ресторанах, барах. Корпус с пластиковыми вставками сделан из нержавеющей стали.</p>

<p>Сокоохладитель снабжен воздушным охлаждением, герметичным компрессором, регулируемым термостатом и защитой от перепадов напряжения. Контейнеры из поликарбоната имеют регулирование температуры. За 15-18 минут можно охладить напитки при комнатной температуре.</p>",21278,сокоохладитель,,220 В,0.3 кВт,250 мм,400 мм,550 мм,,Италия,,,0,https://entero.ru/manuals/83992/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bras%20Maestrale%20Jolly%205.2.doc,,,17 кг,,2,5 л
https://cdn.entero.ru/mp@2x/03/d0/03d07db968af108abc2e1710758e1d24.jpg;https://cdn.entero.ru/mp@2x/c2/5e/c25ec76df80c8e3b9c9d0a98a82e1db0.jpg;https://cdn.entero.ru/mp@2x/8a/28/8a28af670de3b16bfc0ab29c460d29be.jpg;https://cdn.entero.ru/mp@2x/51/52/515282279434ddfb9188bed74abf2d20.jpg;https://cdn.entero.ru/mp@2x/9d/0e/9d0e5998db99ff5a3605263a105cb220.jpg;https://cdn.entero.ru/mp@2x/2b/a7/2ba71c8c04b63ae28fd49e0ed56044e0.jpg,Гранитор Enigma MK-SM312,154667,0,RUB,Нет,Enigma,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/164001,"<p>Гранитор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/164001"">Enigma MK-SM312</a></b> используется на предприятиях общественного питания и торговли для охлаждения и порционной раздачи десертов, приготовленных на основе сиропов, соков, йогуртов, концентратов, превращенных в густую снегообразную массу. Модель оснащена электронным термостатом и системой слива конденсата из под емкости. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Прозрачные небьющиеся съёмные ванны</li>
<li>Специальная форма крана для легкого ухода</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 645x610x870 мм</li>
</ul>",164001,гранитор,от 0 до +6 °C,220 В,0.9 кВт,630 мм,550 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/190690/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20MK-SM312.pdf,,,35 кг,,3,12 л
https://cdn.entero.ru/mp@2x/84/d4/84d4dac2ea67b517f7c85d9e41594945.jpg,Сокоохладитель VIATTO LSP12LX3,Сокоохладитель VIATTO LSP12LX3,0,RUB,Нет,VIATTO,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/117545,"<p>Сокоохладитель гейзерного типа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117545"">VIATTO LSP12LX3</a></b> предназначен для охлаждения сока и других напитков на предприятиях общественного питания и торговли. </p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 640x450x700 мм</li>
</ul>",117545,сокоохладитель,от 2 до 7 °C,220 В,0.32 кВт,600 мм,410 мм,660 мм,,Китай,,,0,,,,36 кг,,3,12 л
https://cdn.entero.ru/mp@2x/56/8e/568e232eb1977bc3647c6a1f65cd4bab.jpg,Сокоохладитель ROAL LSJ9X3,н0000118008,0,RUB,Нет,ROAL,Профоборудование,Для баров,Сокоохладители и граниторы,https://entero.ru/item/87848,"<p>Сокоохладитель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87848"">ROAL LSJ9X3</a> </b>используется на предприятиях общественного питания и торговли для хранения в охлажденном состоянии и последующей дозированной подачи различных напитков из фруктов, молока и морсов. Модель оснащена встроенным автоматическим датчиком температуры. Корпус выполнен из нержавеющей стали и пищевого пластика.</p>

<p>В комплект поставки входят 3 контейнера для хранения.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройство для размешивания напитков для равномерного охлаждения</li>
<li>Возможность смешивания 3-х видов напитков</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 500x470x710 мм</li>
</ul>",87848,сокоохладитель,от 7 до 12 °C,220 В,0.38 кВт,430 мм,460 мм,690 мм,,Китай,,,0,https://entero.ru/manuals/69059/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20LSJ9X3.pdf,,,26 кг,,3,9 л
