Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Рабочая ширина
https://cdn.entero.ru/mp@2x/04/d2/04d20108d5da2858e65d23c49120e5fd.jpg;https://cdn.entero.ru/mp@2x/52/22/52228bc9c14df1312e1d69e6fb7b97ce.jpg,Насос для перекачки теста Danler Hopper Topper GH-20,Насос для перекачки теста Danler Hopper Topper GH-20,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/315012,"<p>Насос для перекачки теста <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315012"">Danler Hopper Topper GH-20</a></b> используется на предприятиях пищевой промышленности, в пекарнях и кондитерских для используется для перекачки теста из дежы миксера в бункер отсадочной машины. Модель оснащена пневмо цилиндром. Корпус изготовлен из нержавеющей стали SUS 304, элементы контактирующие с продуктом - из пищевой нержавеющей стали SUS 316.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Для полужидких и густых масс с вкраплениями до 3см</li>
<li>
<p>Автоматически поднимается и опускается </p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 900-1500 л/час</li>
<li>Напряжение: 220 В</li>
<li>Потребление воздуха, л/мин 200л/мин; 5,5 Bar</li>
<li>Габариты: 930х960х1900 мм</li>
</ul>",315012,,,,,,,,,0,https://entero.ru/manuals/378672/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Danler%20Hopper%20Topper%20GH-20.pdf;https://entero.ru/manuals/477332/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BF%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Danler%20Hopper%20Topper%20GH-20.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/e3/50/e3504ddb53ffac9d2484326b0aba62c1.jpg,Насадка-игла для машины для отсадки начинок Pavoni F3090,Насадка-игла для машины для отсадки начинок Pavoni F3090,11634,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203283,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203283"">Pavoni F3090</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие работает непосредственно без переходников.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 82,5 мм</li>
<li>Диаметр: 12 мм</li>
<li>Габариты без упаковки: 83х12х12 мм</li>
<li>Вес без упаковки: 0,04 кг</li>
</ul>",203283,,,,,,,,,0,https://entero.ru/manuals/238030/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238031/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238032/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Pavoni%20F3090.jpg,12377,,,,,,
https://cdn.entero.ru/mp@2x/30/ec/30ec11dab2ed46ce5f9971873c7ab386.jpg,Насадка-игла для машины для отсадки начинок Pavoni F3076,Насадка-игла для машины для отсадки начинок Pavoni F3076,6170,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203303,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203303"">Pavoni F3076</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. </p>

<p><b class=""o"">Изделие работает только в комплекте с наконечником <a href=""http://entero.ru/item/39583"" target=""_blank"">FS-3305</a>, который в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 61 мм</li>
<li>Диаметр: 8 мм</li>
<li>Габариты без упаковки: 61х20х20 мм</li>
<li>Вес без упаковки: 0,25 кг</li>
<li>Габариты в упаковке: 67х22х22 мм</li>
<li>Вес с упаковкой: 0,3 кг</li>
</ul>",203303,,,,,,,,,0,https://entero.ru/manuals/238054/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238055/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238056/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Pavoni%20F3076.jpg,,,,,,,
https://cdn.entero.ru/mp@2x/dd/db/dddbc119fd47e70c42c5973bf135f2c0.jpg,Насадка-игла для машины для отсадки начинок Pavoni F3014,Насадка-игла для машины для отсадки начинок Pavoni F3014,6870,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203292,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203292"">Pavoni F3014</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. </p>

<p><b class=""o"">Изделие работает только в комплекте с наконечником <a href=""http://entero.ru/item/39583"" target=""_blank"">FS-3305</a>, который в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 82,5 мм</li>
<li>Диаметр: 12 мм</li>
</ul>",203292,,,,,,,,,0,https://entero.ru/manuals/238044/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238045/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238046/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Pavoni%20F3014.jpg,9814,,,,,,
https://cdn.entero.ru/mp@2x/00/c1/00c1115003d80ebd295eea3507e8c3a9.jpg,Насадка-игла для машины для отсадки начинок Pavoni F3013,Насадка-игла для машины для отсадки начинок Pavoni F3013,7680,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203294,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203294"">Pavoni F3013</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. </p>

<p><b class=""o"">Изделие работает только в комплекте с наконечником <a href=""http://entero.ru/item/39583"" target=""_blank"">FS-3305</a>, который в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 127 мм</li>
<li>Диаметр: 12 мм</li>
<li>Габариты без упаковки: 127х12х12 мм</li>
<li>Вес без упаковки: 0,06 кг</li>
</ul>",203294,,,,,,,,,0,https://entero.ru/manuals/238047/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238048/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238049/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Pavoni%20F3013.jpg,10240,,,,,,
https://cdn.entero.ru/mp@2x/9c/d0/9cd061444e878debe7fc774a3061c861.jpg,Насадка-игла для машины для отсадки начинок Pavoni F3066,Насадка-игла для машины для отсадки начинок Pavoni F3066,9107,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203285,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203285"">Pavoni F3066</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. </p>

<p><b class=""o"">Изделие работает только в комплекте с наконечником <a href=""http://entero.ru/item/39583"" target=""_blank"">FS-3305</a>, который в комплект поставки не входит и приобретается отдельно.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 60 мм</li>
<li>Диаметр: 6 мм</li>
<li>Габариты без упаковки: 45х35х35 мм</li>
<li>Вес без упаковки: 0,33 кг</li>
<li>Габариты в упаковке: 50х39х39 мм</li>
<li>Вес с упаковкой: 0,4 кг</li>
</ul>",203285,,,,,,,,,0,https://entero.ru/manuals/238033/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238034/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238035/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Pavoni%20F3066.jpg,,,,,,,
https://cdn.entero.ru/mp@2x/32/b2/32b23e68520f7e2410272962c57033cc.jpg,Насадка-игла для машины для отсадки начинок Pavoni F3091,Насадка-игла для машины для отсадки начинок Pavoni F3091,12489,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203286,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203286"">Pavoni F3091</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие работает непосредственно без переходников.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 127 мм</li>
<li>Диаметр: 12 мм</li>
<li>Габариты без упаковки: 127х30х30 мм</li>
<li>Вес без упаковки: 0,25 кг</li>
<li>Габариты в упаковке: 140х33х33 мм</li>
<li>Вес с упаковкой: 0,3 кг</li>
</ul>",203286,,,,,,,,,0,https://entero.ru/manuals/238037/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238040/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238041/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Pavoni%20F3091.jpg,,,,,,,
https://cdn.entero.ru/mp@2x/b6/2d/b62d28f8812cd8d68e706d189c197dc2.jpg,Насадка-игла для машины для отсадки начинок Pavoni F3095,Насадка-игла для машины для отсадки начинок Pavoni F3095,12877,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203282,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203282"">Pavoni F3095</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие работает непосредственно без переходников.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 111 мм</li>
<li>Диаметр: 8 мм</li>
<li>Габариты без упаковки: 111х30х30 мм</li>
<li>Вес без упаковки: 0,25 кг</li>
<li>Габариты в упаковке: 122х33х33 мм</li>
<li>Вес с упаковкой: 0,3 кг</li>
</ul>",203282,,,,,,,,,0,https://entero.ru/manuals/238027/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238028/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238029/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Pavoni%20F3095.jpg,13846,,,,,,
https://cdn.entero.ru/mp@2x/db/2e/db2ef2e7b08637b9f149db1ea3b1a65d.jpg,Педаль для управления Pavoni P3026,Педаль для управления Pavoni P3026,13243,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/334792,"<p>Педаль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334792"">Pavoni P3026</a></b> предназначена для управления машиной для отсадки начинок<a href=""https://entero.ru/item/106403"" target=""_blank""> DOSIPLUS PRO</a>.</p>",334792,,,,,,,,,0,,13940,,,,,,
https://cdn.entero.ru/mp@2x/23/c0/23c0c677739dccc17d16336526d87c78.jpg,Насадка для машины для отсадки начинок Pavoni F2887,Насадка для машины для отсадки начинок Pavoni F2887,14176,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203313,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203313"">Pavoni F2887</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> и машиной для наполнения начинкой <a href=""https://entero.ru/item/23028"" target=""_blank"">NEW DOSIPLUS</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для отсадки начинок и кондитерских масс. </p>

<p><b class=""o"">Изделие используется только в комплекте с адаптером <a href=""http://entero.ru/item/203314"" target=""_blank"">F-3141</a> и шлангом <a href=""https://entero.ru/item/203315"" target=""_blank"">FS-3000</a>, которые в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 9,5 мм</li>
<li>Габариты без упаковки: 15х15х20 мм</li>
<li>Вес без упаковки: 0,1 кг</li>
</ul>",203313,,,,,,,,,0,https://entero.ru/manuals/238060/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238061/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/a7/d9/a7d9524bb4dc0a9166942d77f983871b.jpg,Насадка-адаптер для машины для отсадки начинок Pavoni F3141,Насадка-адаптер для машины для отсадки начинок Pavoni F3141,26436,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203314,"<p>Насадка-адаптер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203314"">Pavoni F3141</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для отсадки начинок и кондитерских масс. </p>

<p><b class=""o"">Изделие используется только в комплекте с насадкой <a href=""http://entero.ru/item/203313"" target=""_blank"">F-2887</a> и шлангом <a href=""http://entero.ru/item/203315"" target=""_blank"">FS-3000</a>, которые в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр: 22,2 мм</li>
<li>Габариты в упаковке: 190х80х40 мм</li>
<li>Вес с упаковкой: 0,3 кг</li>
</ul>",203314,,,,,,,,,0,https://entero.ru/manuals/238062/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238063/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,
https://cdn.entero.ru/mp@2x/27/dc/27dc8278bb443e29c72b47483122d665.jpg,Плита DITO Group для начинки,Плита DITO Group для начинки,32802,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80477,"<p>Плита для начинки используется совместно с тестоотсадочной машиной <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80477""><b class=""b"">DITO Group TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для производства двухцветного изделия диафрагма с начинкой внутри.</p>",80477,,,,,,,,,0,,34528,,,,,,
https://cdn.entero.ru/mp@2x/bb/e3/bbe3ec6ec0a4382df4fbdaf185f7af77.jpg,Насадка-игла для машины для отсадки начинок Pavoni F3101,Насадка-игла для машины для отсадки начинок Pavoni F3101,47266,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203279,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203279"">Pavoni F3101</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Изделие работает непосредственно без переходников.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 37 мм</li>
<li>Диаметр: 6 мм х 3</li>
<li>Габариты в упаковке: 37х40х15 мм</li>
<li>Вес с упаковкой: 0,1 кг</li>
</ul>",203279,,,,,,,,,0,https://entero.ru/manuals/238025/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238026/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Pavoni%20F3101.jpg,49754,,,,,,
https://cdn.entero.ru/mp@2x/9a/4f/9a4f0064c9555b9e27a1cee67d4f3408.jpg,Насадка для машины для отсадки начинок Pavoni F3071,Насадка для машины для отсадки начинок Pavoni F3071,51393,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203312,"<p>Насадка-игла <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203312"">Pavoni F3071</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель оснащена 4 носиками.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 485 мм</li>
<li>Диаметр: 8 мм</li>
</ul>",203312,,,,,,,,,0,https://entero.ru/manuals/238058/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/238059/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%9D%D0%B0%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D0%BE%D1%82%D1%81%D0%B0%D0%B4%D0%BA%D0%B8%20%D0%BD%D0%B0%D1%87%D0%B8%D0%BD%D0%BE%D0%BA%20DOSIPLUS%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,55862,,,,,,
https://cdn.entero.ru/mp@2x/52/53/525337d41e366f187aaa27f84069fb0a.jpg,Насадка для машины для отсадки начинок Pavoni FS3271,Насадка для машины для отсадки начинок Pavoni FS3271,58814,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/203325,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203325"">Pavoni FS3271</a></b> используется совместно с машиной для отсадки начинок <a href=""http://entero.ru/item/106403"" target=""_blank"">DOSIPLUS PRO</a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для подогрева бункера. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Терморегулятор: от 0 до 180° С</li>
<li>Мощность: 0,65 кВт</li>
<li>Напряжение: 220 В</li>
<li>Габариты без упаковки: 500х250х5 мм</li>
<li>Вес без упаковки: 2 кг</li>
</ul>",203325,,,,,,,,,0,https://entero.ru/manuals/238076/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,62568,,,,,,
https://cdn.entero.ru/mp@2x/f7/16/f7160a3a255cc95aef3624e92a803cc8.jpg,Плита DITO Group для соломки и шариков,Плита DITO Group для соломки и шариков,80500,RUB,Нет,DITO Group,Профоборудование,Кондитерское,Отсадочные машины,https://entero.ru/item/80519,"<p>Плита для соломки и шариков используется совместно с тестоотсадочными машина​ми <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80519""><b class=""b"">DITO Group DUOMIX 600 </b></a>и<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80519""><b class=""b""> TRIOMIX 600</b></a> в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для отсаживания маленьких изделий в форме шарика, соломки, заварных профитролей и т.д.</p>",80519,,,,,,,,,0,,,,,,,,
