Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Камбузное оборудование,Количество полок,Материал полок,Конструкция дверей,Максимальная нагрузка на полку,Для хлеба
https://cdn.entero.ru/mp@2x/cc/21/cc21a0abee5c9601edfb206967822b8d.jpg,Шкаф кухонный ЦМИ Профи ШПДК4-120/40/180,Шкаф кухонный ЦМИ Профи ШПДК4-120/40/180,49130,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312415,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312415""><b class=""b"">ЦМИ​ Профи ШПДК4-120/40/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена дверьми-купе. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312415,1200 мм,400 мм,1800 мм,,,,0,,52266,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,купе,50 кг,
https://cdn.entero.ru/mp@2x/24/87/2487e63bcedbe8238acc86ff62777eb9.jpg,Шкаф кухонный ЦМИ Профи ШПДК4-100/50/180,Шкаф кухонный ЦМИ Профи ШПДК4-100/50/180,49850,RUB,Нет,ЦМИ,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312464,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312464""><b class=""b"">ЦМИ​ Профи ШПДК4-100/50/180</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена дверьми-купе. Изделие выполнено из нержавеющей стали AISI 430 толщиной 0,8 мм, основание - из нержавеющей трубы AISI 430 40х40х1,2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 полки внутри шкафа</li>
<li>Надежная и устойчивая конструкция</li>
<li>
<p>Квадратное коробчатое сечение ножек с пластиковыми заглушками и регулируемыми по высоте опорами, позволяющими компенсировать неровности пола</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Нагрузка на полку в стандартном исполнении: 50 кг</li>
<li>Суммарная нагрузка на изделие: 200 кг</li>
<li>Высота регулировки: до 20 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",312464,1000 мм,500 мм,1800 мм,,,,0,,,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,купе,50 кг,
https://cdn.entero.ru/mp@2x/3d/53/3d53877013c45a4ab41243293af62ee7.jpg,"Шкаф кухонный Finist 1200x600x1800 мм, нержавеющий, двери распашные","Шкаф кухонный Finist 1200x600x1800 мм, нержавеющий, двери распашные",53878,RUB,Нет,Finist,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/319499,"<p>Кухонный шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319499""><b class=""b"">Finist</b></a> используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена распашными дверьми и 3 промежуточными полками. Каркас выполнен из сварной трубы нержавеющей стали.</p>",319499,1200 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/519475/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,56714,,,Россия,Россия,для посуды и инвентаря,,4,нержавеющая сталь,распашные,50 кг,
https://cdn.entero.ru/mp@2x/a0/aa/a0aafbe74fbdcd46bc79f816b88bcd67.jpg,Шкаф кухонный KAYMAN ШПИ-222/0906-А,Шкаф кухонный KAYMAN ШПИ-222/0906-А,54483,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/311730,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311730"">KAYMAN ШПИ-222/0906-А</a></b> используется для хранения посуды и кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена дверями купе с замком. Материал шкафа - нержавеющая сталь, дна и задней стенки - оцинкованная сталь. Профиль ножек - круглая труба.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция шкафа позволяет изменять высоту полок с шагом 100 мм</li>
<li>Сборная бескаркасная конструкция</li>
<li>Предназначен для использования в различных цехах предприятий общественного питания:
<ul>
<li>моечные отделения: для кратковременного и длительного хранения посуды, баков, котлов</li>
<li>кладовые: для хранения сухих видов продуктов</li>
<li>специализированные цеха (горячие, салатные, мясные и т. д.), где требуется размещение посуды или продуктов в непосредственной близости от рабочего места повара</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки ножек: +/- 20 мм</li>
<li>Толщина стали элементов шкафа: 0,8 мм</li>
<li>Толщина стали дна и задней стенки: 1,2 мм</li>
</ul>",311730,900 мм,600 мм,1730 мм,,,,0,https://entero.ru/manuals/403464/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,73 кг,Россия,Россия,для посуды и инвентаря,,2,оцинкованная сталь,купе,30 кг,
https://cdn.entero.ru/mp@2x/f2/db/f2db8a2750ceec495d9fb17695ac6764.jpg,Шкаф кухонный KAYMAN ШПИ-222/09506-А,Шкаф кухонный KAYMAN ШПИ-222/09506-А,55775,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/311732,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311732"">KAYMAN ШПИ-222/09506-А</a></b> используется для хранения посуды и кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена дверями купе с замком. Материал шкафа - нержавеющая сталь, дна и задней стенки - оцинкованная сталь. Профиль ножек - круглая труба.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция шкафа позволяет изменять высоту полок с шагом 100 мм</li>
<li>Сборная бескаркасная конструкция</li>
<li>Предназначен для использования в различных цехах предприятий общественного питания:
<ul>
<li>моечные отделения: ;для кратковременного и длительного хранения посуды, баков, котлов</li>
<li>кладовые: для хранения сухих видов продуктов</li>
<li>специализированные цеха (горячие, салатные, мясные и т. д.), где требуется размещение посуды или продуктов в непосредственной близости от рабочего места повара</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки ножек: +/- 20 мм</li>
<li>Толщина стали элементов шкафа: 0,8 мм</li>
<li>Толщина стали дна и задней стенки: 1,2 мм</li>
</ul>",311732,950 мм,600 мм,1730 мм,,,,0,https://entero.ru/manuals/403466/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,60625,,75.5 кг,Россия,Россия,для посуды и инвентаря,,2,оцинкованная сталь,купе,30 кг,
https://cdn.entero.ru/mp@2x/90/79/907944b641559804c175c4d8dfeaefcb.jpg,Шкаф кухонный Hessen ШР 10*6,ШР 10х6,56099,RUB,Нет,Hessen,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/227354,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227354"">Hessen ШР 10*6</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для хранения оборудования, посуды, инвентаря и сухих продуктов. Шкаф оснащен 3 сплошными полками и распашными дверцами. Изделие произведено с использованием программы Technology without Injuries - комплекса технологических решений, направленных на уменьшение травмоопасности для персонала, работающего на оборудовании. Корпус полностью выполнен из пищевой нержавеющей стали.</p>",227354,1000 мм,600 мм,1750 мм,,,,0,https://entero.ru/manuals/344653/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,60977,,,,Россия,,,3,нержавеющая сталь,распашные,,
https://cdn.entero.ru/mp@2x/64/5c/645c4772466696f0965315f909b87f2a.jpg,Шкаф для посуды и инвентаря KAYMAN ШПИ-221/1205,Шкаф для посуды и инвентаря KAYMAN ШПИ-221/1205,57369,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/183037,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/183037""><b class=""b"">KAYMAN ШПИ-222/1205 </b></a>используется в производственных цехах, на предприятиях общественного питания и торговли для хранения кухонной утвари, инвентаря и сухих продуктов. Модель оснащена 3 полками и дверями-купе. Корпус выполнен из легированной нержавеющей стали AISI 430 толщиной 0,8 мм, задняя стенка - из оцинкованной стали толщиной 0,5 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Невосприимчивость материала к избыточной влаге и химическим веществам</li>
<li>Соответствует стандартам, предъявляемым к специальной мебели</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 1505x505x160 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с другим количеством полок.</span></em></p>",183037,1200 мм,500 мм,1750 мм,,,,0,https://entero.ru/manuals/403468/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,61031,,57 кг,,Россия,для посуды и инвентаря,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/22/00/22005ac5bf38f53943140fbee3753ccf.jpg,Шкаф кухонный ATESY ШЗК-С-900.600-02-К,Шкаф ШЗК-С- 900.600-02-К,57711,RUB,Нет,ATESY,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/119396,"<p>Кухонный шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119396"">ATESY ШЗК-С-900.600-02-К</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для хранения столовой и кухонной посуды и инвентаря, а также продуктов питания, не требующих особых условий хранения. Модель оснащена дверями-купе с замком. Дно и задняя стенка выполнены из оцинкованной стали, остальные детали - из нержавеющей стали AISI 430 толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 полки внутри шкафа</li>
<li>Возможность изменения высоты полок с шагом 100 мм</li>
<li>Сборная бескаркасная конструкция</li>
<li>Регулируемые по высоте ножки из нержавеющей стали с пластиковой опорной частью (диапазон регулировки ±20 мм)</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",119396,900 мм,600 мм,1730 мм,82 кг,1,653x910x1774 мм,0,https://entero.ru/manuals/132273/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D0%BE%20%D0%BF%D1%80%D0%BE%D0%B8%D1%81%D1%85%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D0%B0.pdf;https://entero.ru/manuals/132274/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/132275/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf;https://entero.ru/manuals/282226/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,62055,,73 кг,,Россия,,,2,,купе,30 кг,
https://cdn.entero.ru/mp@2x/82/c0/82c0885ca9893171873ca37ee4a290b5.jpg,Шкаф кухонный Restoinox ШКР-12/5,Шкаф кухонный Restoinox ШКР-12/5,60900,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/150958,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150958"">Restoinox ШКР-12/5</a></b> предназначен для хранения кухонной утвари, инвентаря и сухих продуктов на предприятиях общественного питания и торговли. Модель оснащена 3 полками. Корпус и полки выполнены из нержавеющей стали AISI 430, задняя стенка - из оцинкованной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция разборная</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",150958,1200 мм,500 мм,1700 мм,,,,0,https://entero.ru/manuals/406955/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Restoinox%20%D0%A8%D0%9A%D0%A0-12_5.pdf,,,,,Россия,,,3,нержавеющая сталь,распашные,80 кг,
https://cdn.entero.ru/mp@2x/b1/63/b163fd8fd69375374a3ff8ef2fff9b7d.jpg,Шкаф кухонный KAYMAN ШПИ-222/1306-А,Шкаф кухонный KAYMAN ШПИ-222/1306-А,61302,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/312074,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312074"">KAYMAN ШПИ-222/1306-А</a></b> используется для хранения посуды и кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена дверями купе с замком. Материал шкафа - нержавеющая сталь, дна и задней стенки - оцинкованная сталь. Профиль ножек - круглая труба.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция шкафа позволяет изменять высоту полок с шагом 100 мм</li>
<li>Сборная бескаркасная конструкция</li>
<li>Предназначен для использования в различных цехах предприятий общественного питания:
<ul>
<li>моечные отделения: для кратковременного и длительного хранения посуды, баков, котлов</li>
<li>кладовые: для хранения сухих видов продуктов</li>
<li>специализированные цеха (горячие, салатные, мясные и т. д.), где требуется размещение посуды или продуктов в непосредственной близости от рабочего места повара</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки ножек: +/- 20 мм</li>
<li>Толщина стали элементов шкафа: 0,8 мм</li>
<li>Толщина стали дна и задней стенки: 1,2 мм</li>
</ul>",312074,1300 мм,600 мм,1730 мм,,,,0,https://entero.ru/manuals/403472/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,93 кг,Россия,Россия,для посуды и инвентаря,,2,оцинкованная сталь,купе,30 кг,
https://cdn.entero.ru/mp@2x/4c/46/4c4643cb7c9c4720172c93a2179e56a2.jpg,Шкаф для хлеба KAYMAN ШХ-252/1506-А,Шкаф для хлеба KAYMAN ШХ-252/1506-А,63369,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/311726,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311726"">KAYMAN ШХ-252/1506-А</a></b> используется на предприятиях общественного питания и торговли для хранения хлеба и хлебобулочных изделий. Модель оснащена распашными дверями с замком. Материал элементов шкафа (кроме дна и задней стенки) AISI430, материал дна и задней стенки - оцинкованная сталь, полки - из древесины. Профиль ножек - круглая труба.</p>

<p><b class=""o"">Полки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Надежная и устойчивая конструкция</li>
<li>Сборная бескаркасная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки ножек: +/- 20 мм</li>
<li>Диаметр ножек: 50 мм</li>
<li>Толщина стали элементов шкафа: 0,8 мм</li>
<li>Толщина стали дна и задней стенки: 1,2 мм</li>
</ul>",311726,1500 мм,600 мм,1730 мм,,,,0,https://entero.ru/manuals/403475/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,68879,,102 кг,Россия,Россия,для хлеба,,12,дерево,распашные,10 кг,Да
https://cdn.entero.ru/mp@2x/41/7c/417cbc00cfd9a4af3963e9e28d1bca4b.jpg,Шкаф для хлеба KAYMAN ШХ-252/1206-А,Шкаф для хлеба KAYMAN ШХ-252/1206-А,63436,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/311723,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/311723"">KAYMAN ШХ-252/1206-А</a></b> используется на предприятиях общественного питания и торговли для хранения хлеба и хлебобулочных изделий. Модель оснащена распашными дверями с замком. Материал элементов шкафа (кроме дна и задней стенки) AISI430, материал дна и задней стенки - оцинкованная сталь, полки - из древесины. Профиль ножек - круглая труба.</p>

<p><b class=""o"">Полки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Надежная и устойчивая конструкция</li>
<li>Сборная бескаркасная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки ножек: +/- 20 мм</li>
<li>Диаметр ножек: 50 мм</li>
<li>Толщина стали элементов шкафа: 0,8 мм</li>
<li>Толщина стали дна и задней стенки: 1,2 мм</li>
</ul>",311723,1200 мм,600 мм,1730 мм,,,,0,https://entero.ru/manuals/403476/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,89 кг,Россия,Россия,для хлеба,,12,дерево,распашные,10 кг,Да
https://cdn.entero.ru/mp@2x/ec/0e/ec0e3654ecaca66a294a1b8a31906b5d.jpg,Шкаф для посуды и инвентаря KAYMAN ШПИ-221/1505,Шкаф для посуды и инвентаря KAYMAN ШПИ-221/1505,63954,RUB,Нет,KAYMAN,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/258122,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258122"">KAYMAN ШПИ-221/1505</a> </b>используется в производственных цехах, на предприятиях общественного питания и торговли для хранения кухонной утвари, инвентаря и сухих продуктов. Модель оснащена 3 полками и дверями-купе. Корпус, двери и полки выполнены из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Невосприимчивость материала к избыточной влаге и химическим веществам</li>
<li>Соответствует стандартам, предъявляемым к специальной мебели</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Толщина металла: 0,8 мм</li>
<li>Габариты в упаковке: 1505x505x160 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с другим количеством полок.</span></em></p>",258122,1500 мм,500 мм,1750 мм,64.6 кг,1,1505x505x160 мм,0,https://entero.ru/manuals/317901/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/403477/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,64 кг,,Россия,для посуды и инвентаря,,3,нержавеющая сталь,купе,,
https://cdn.entero.ru/mp@2x/c4/e4/c4e43dd218f9931a7ecaf2a712c7f574.jpg;https://cdn.entero.ru/mp@2x/4d/10/4d105617cbe46d482b17db5d2077b4b3.jpg,"Шкаф для хлеба Finist 1500x600x1800 мм, 3 полки, вентилируемые отверстия в боковых стенках","Шкаф для хлеба Finist 1500x600x1800 мм, 3 полки, вентилируемые отверстия в боковых стенках",66011,RUB,Нет,Finist,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/319487,"<p>Шкаф <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319487""><b class=""b"">Finist 1500x600x1800 мм</b></a> используется на предприятиях общественного питания и торговли для хранения хлеба и хлебобулочных изделий. Модель оснащена 3 промежуточными полками и вентилируемыми отверстиями в боковых стенках. Каркас выполнен из сварной трубы нержавеющей стали.</p>",319487,1500 мм,600 мм,1800 мм,,,,0,https://entero.ru/manuals/519476/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,69485,,,Россия,Россия,для хлеба,,,,распашные,10 кг,Да
https://cdn.entero.ru/mp@2x/3e/63/3e635decacca7797aec01ebaac48bbcc.jpg,Шкаф кухонный Restoinox ШКК-12/6,Шкаф кухонный Restoinox ШКК-12/6,68723,RUB,Нет,Restoinox,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/150950,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/150950"">Restoinox ШКК-12/6</a></b> предназначен для хранения кухонной утвари, инвентаря и сухих продуктов на предприятиях общественного питания и торговли. Модель оснащена 3 полками. Корпус и полки выполнены из нержавеющей стали AISI 430, задняя стенка - из оцинкованной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конструкция разборная</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",150950,1200 мм,600 мм,1700 мм,,,,0,https://entero.ru/manuals/406935/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Restoinox%20%D0%A8%D0%9A%D0%9A-12_6.pdf;https://entero.ru/manuals/508969/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Россия,,,3,нержавеющая сталь,купе,80 кг,
https://cdn.entero.ru/mp@2x/fe/97/fe97d5599031aa05dc05af61911ff93b.jpg,Шкаф для хлеба ATESY ШЗХ-С-1400.600-02-К,Шкаф для хлеба ATESY ШЗХ-С-1400.600-02-К,70352,RUB,Нет,ATESY,Профоборудование,Нейтральное,Шкафы кухонные,https://entero.ru/item/124047,"<p>Шкаф <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124047"">ATESY ШЗХ-С-1400.600-02-К</a></b> серии Стандарт используется на предприятиях общественного питания и торговли для хранения хлеба и хлебобулочных изделий. Модель оснащена дверями-купе с перфорацией и замком. Корпус выполнен из нержавеющей стали AISI 430, полки - из древесины.</p>

<p><b class=""o"">Полки в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Надежная и устойчивая конструкция</li>
<li>Все кромки имеют подгиб, что полностью исключает получение травмы персоналом при эксплуатации и санитарной обработке шкафа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина металла:
<ul>
<li>Элементы шкафа: 0,8 мм</li>
<li>Дно и задняя стенка: 1,2 мм</li>
</ul>
</li>
<li>Диаметр профиля ножек: 50 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",124047,1400 мм,600 мм,1730 мм,108 кг,1,653x1410x1879 мм,0,https://entero.ru/manuals/282191/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,74055,,98 кг,,Россия,для хлеба,,,,купе,,Да
