Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Скорость,Количество скоростей,Количество стаканов,Объем одного стакана
https://cdn.entero.ru/mp@2x/79/d2/79d2090555a5c568d750b1aa862719e5.jpg;https://cdn.entero.ru/mp@2x/31/2a/312acaf21acbc3205df0d554a1493c7c.jpg;https://cdn.entero.ru/mp@2x/49/47/49473e316067ee10aa424c8c8d490c39.jpg,"Миксер для молочных коктейлей JOHNY AK/2-2TA ECO красный, без таймера",379763,14969,RUB,Да,JOHNY,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/227552,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227552""><b class=""b"">JOHNY AK/2-2TA ECO</b></a> используется в барах, кафе, ресторанах и на предприятиях фаст-фуда для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Корпус и стакан выполнены из ABS-пластика.</p>

<p>В комплект поставки входит стакан и венчик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Держатель контейнера с автоматическим выключателем</li>
<li>Устойчивые ножки из противоскользящего материала </li>
</ul>",227552,220 В,0.4 кВт,175 мм,170 мм,465 мм,4.5 кг,Греция,1,655x209x204 мм,0,https://entero.ru/manuals/431169/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20JOHNY%20AK_2-2TA%20ECO.pdf,,,4 кг,от 18000 до 26000 об/мин.,2,1,1 л
https://cdn.entero.ru/mp@2x/e5/c3/e5c341100ea0748c29ec833c9ca70010.jpg;https://cdn.entero.ru/mp@2x/6f/33/6f33af1455d3f19b6ec8cb9dbba24791.jpg;https://cdn.entero.ru/mp@2x/18/e2/18e25f54126eba188c76d06054da2691.jpg;https://cdn.entero.ru/mp@2x/8d/fd/8dfdd8c073f64083477ed90810d8e60d.jpg,Миксер для молочных коктейлей JOHNY AK/2-2T PR ECO красный,Миксер для молочных коктейлей JOHNY AK/2-2T PR ECO красный,16839,RUB,Да,JOHNY,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/229295,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229295""><b class=""b"">JOHNY AK/2-2T PR ECO</b></a> используется в барах, кафе, ресторанах и на предприятиях фаст-фуда для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена вентилируемым мотором с устройством отключения при перегреве. Корпус выполнен из ABS-пластика, передняя часть и стакан - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2-позиционная направляющая для стаканов 2-х размеров</li>
<li>Устойчивые ножки из противоскользящего материала</li>
</ul>",229295,220 В,0.4 кВт,170 мм,175 мм,465 мм,4.62 кг,Греция,1,190x185x555 мм,0,https://entero.ru/manuals/431174/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20JOHNY%20AK_2-2T%20PR%20ECO.pdf,17914,,4.1 кг,от 14000 до 20000 об/мин.,2,1,1 л
https://cdn.entero.ru/mp@2x/13/74/1374c79c6708d6bb20cff1daea4ecc3a.jpg;https://cdn.entero.ru/mp@2x/b2/05/b2050cd783f3fc8ef30773bb66680419.jpg,Миксер для молочных коктейлей Sirman Sirio 1 Chrome,Sirio-1 Chrome,22205,RUB,Да,Sirman,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/66546,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66546""><b class=""b"">Sirman Sirio 1</b></a> предназначен для приготовления муссов, шейков, молочных и фруктовых коктейлей, а также других десертов на предприятиях общественного питания и торговли. Модель оснащена мощным вентилируемым двигателем и микровыключателем, который автоматически срабатывает при снятии стакана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опускание и подъем стакана осуществляется вручную</li>
<li>Поверхность без углов и швов для легкой чистки</li>
<li>Колонна миксера из прессованного алюминия</li>
<li>Стакан из нержавеющей стали</li>
<li>Насадка из прочного металла</li>
<li>Основа отлита под давлением, что обеспечивает устойчивость и стабильность устройства</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 210x250x520 мм</li>
</ul>",66546,220 В,0.1 кВт,150 мм,195 мм,485 мм,3.5 кг,Италия,1,190x240x510 мм,0,https://entero.ru/manuals/35845/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20Sirio%201.pdf;https://entero.ru/manuals/35844/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20Sirio%201.doc;https://entero.ru/manuals/46776/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20Sirio%201.jpg;https://entero.ru/manuals/292318/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/72807/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,23374,,2.5 кг,14000 об/мин.,1,1,0.55 л
https://cdn.entero.ru/mp@2x/ce/ff/ceff037e403046ed1021cca99889a0cc.jpg;https://cdn.entero.ru/mp@2x/8b/c2/8bc27788e9f13a1f87949bd13bc66530.jpg;https://cdn.entero.ru/mp@2x/8b/cc/8bcccc7f006220533053914c0d4a743b.jpg,Миксер для молочных коктейлей Macap F4 серый,F4 C10 / F4 НЕРЖ,25872,RUB,Да,Macap,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/32082,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/32082""><b class=""b"">Macap F4</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена автоматическим отключением при снятии стакана с держателя. Корпус выполнен из нержавеющей стали в светло-сером цвете, стакан - из нержавеющей стали.</p>",32082,220 В,0.15 кВт,200 мм,220 мм,500 мм,3 кг,Италия,1,250x270x550 мм,9,https://entero.ru/manuals/358557/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Macap.pdf;https://entero.ru/manuals/498239/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Macap%20F4%20%D1%81%D0%B5%D1%80%D1%8B%D0%B9.pdf,27523,,2.8 кг,15000 об/мин.,,1,0.8 л
https://cdn.entero.ru/mp@2x/eb/7a/eb7a5af756c274237b0b8f26b0a55a19.jpg;https://cdn.entero.ru/mp@2x/d2/dd/d2dddae4d16c49897714160cf4244cdc.jpg,Миксер для молочных коктейлей VIATTO NX301H,NX-301H,6609,RUB,Да,VIATTO,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/92757,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92757"">VIATTO NX301H</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Корпус и стакан выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,18 кВт</li>
</ul>",92757,220 В,,185 мм,185 мм,520 мм,2.7 кг,Китай,1,230x250x570 мм,0,https://entero.ru/manuals/409449/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20NX301H.pdf;https://entero.ru/manuals/409450/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/86287/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf;https://entero.ru/manuals/464195/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20NX301H.png,,,2.7 кг,18000 об/мин.,,1,0.65 л
https://cdn.entero.ru/mp@2x/6c/c9/6cc9c0b518d384dd96f1023c0e31311d.jpg;https://cdn.entero.ru/mp@2x/4c/8f/4c8f9e11265aaab0446d6e959b031b18.jpg;https://cdn.entero.ru/mp@2x/12/68/1268288ba0cfb6d904d6dec62ea226e5.jpg;https://cdn.entero.ru/mp@2x/ff/f8/fff8329565fa813965cefa3af51cb6ef.jpg;https://cdn.entero.ru/mp@2x/2b/62/2b6256bad7036049e24e6325302d1aab.jpg,Миксер для молочных коктейлей Starfood DM-L2,Миксер для молочных коктейлей Starfood DM-L2,10371,RUB,Да,Starfood,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/360371,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360371"">Starfood DM-L2</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей с ледяной крошкой, сорбе и других напитков на основе молока. Корпус и стаканы выполнены из нержавеющей стали.</p>",360371,220 В,0.36 кВт,230 мм,185 мм,520 мм,6.5 кг,Китай,1,255x300x570 мм,26,,11273,,,,2,2,1 л
https://cdn.entero.ru/mp@2x/d5/5c/d55c1eada0fdb3877adbdf0189ae55f2.jpg,Миксер для молочных коктейлей GASTRORAG W-DM-A,Миксер для молочных коктейлей GASTRORAG W-DM-A,11444,RUB,Да,GASTRORAG,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/40811,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/40811"">GASTRORAG W-DM-A</a> </b>используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей с ледяной крошкой, сорбе и т.д. Корпус выполнен из пластмассы, стакан - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная длительность непрерывной работы: 60 сек.</li>
</ul>",40811,220 В,0.4 кВт,208 мм,158 мм,500 мм,,Китай,,,0,https://entero.ru/manuals/65107/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20GASTRORAG%20W-DM-A.pdf;https://entero.ru/manuals/116250/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GASTRORAG.pdf,,,6.5 кг,от 15000 до 18000 об/мин.,2,1,0.95 л
https://cdn.entero.ru/mp@2x/84/db/84db22868ded52731f6614d65b488a53.jpg;https://cdn.entero.ru/mp@2x/5f/45/5f451d3259402699329e3e88ad62a196.jpg;https://cdn.entero.ru/mp@2x/00/ed/00edc6075d839793d58c9a634e6feaf9.jpg;https://cdn.entero.ru/mp@2x/bb/3f/bb3f2fccbc4bb70d621b3597b8591657.jpg;https://cdn.entero.ru/mp@2x/81/ad/81adbd9574118224fa73977f93574bf6.jpg;https://cdn.entero.ru/mp@2x/bc/a1/bca1a85c783e297cc077fe415f40175d.jpg;https://cdn.entero.ru/mp@2x/53/a6/53a6b5dd2834d65f4a599751708d2340.jpg,Миксер для молочных коктейлей VIATTO VA-DM-A,4630169227466,13013,RUB,Да,VIATTO,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/215802,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215802"">VIATTO VA-DM-A</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена устойчивыми опорами и кнопкой регулировки частоты вращения. Корпус выполнен из окрашенного металла, стакан – из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем стакана: 0,6 л</li>
<li>Минимальный объем взбиваемого продукта: 0,2 л</li>
<li>Габариты в упаковке: 255х210х560 мм</li>
</ul>",215802,220 В,0.4 кВт,208 мм,158 мм,500 мм,7.2 кг,Китай,1,255x210x560 мм,0,,,,6.5 кг,от 10000 до 15000 об/мин.,2,1,0.975 л
https://cdn.entero.ru/mp@2x/8b/95/8b955a41563354e1d596ba23137d1e04.jpg;https://cdn.entero.ru/mp@2x/4c/3a/4c3a44a16171bbe5fb2e91dc37750b52.jpg;https://cdn.entero.ru/mp@2x/e5/ac/e5ac4e7336b9692c0c9e3d5fec6f51d6.jpg;https://cdn.entero.ru/mp@2x/a4/27/a4279d6b639d733d8ed54e45e5e08e41.jpg;https://cdn.entero.ru/mp@2x/c7/96/c796e17e9696cb4943306170a705386b.jpg,Миксер для молочных коктейлей Rosso HBL-018,Миксер для молочных коктейлей Rosso HBL-018,14045,RUB,Да,Rosso,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/291899,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291899"">Rosso HBL-018</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Корпус выполнен из алюминия, стакан - из нержавеющей стали.</p>",291899,220 В,0.36 кВт,230 мм,185 мм,530 мм,6 кг,Китай,1,250x200x550 мм,0,https://entero.ru/manuals/354373/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HBL-018.docx,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241408&hash=435bfd142d32000f,,18000 об/мин.,1,2,0.8 л
https://cdn.entero.ru/mp@2x/27/78/2778600233e4cda5e02fdfbeefa42726.jpg;https://cdn.entero.ru/mp@2x/0d/f7/0df730c44133df9734507632a0421917.jpg;https://cdn.entero.ru/mp@2x/e5/72/e5728b2fa5cf3d9f3a1aa7d970291a26.jpg,Миксер для молочных коктейлей Enigma IBL-018,105493,17447,RUB,Да,Enigma,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/79484,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79484"">Enigma IBL-018</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Корпус выполнен в серебристом цвете.</p>

<p>В комплект поставки входят 2 стакана.</p>",79484,220 В,0.6 кВт,340 мм,270 мм,510 мм,4.7 кг,Китай,1,255x300x585 мм,0,https://entero.ru/manuals/475962/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20IBL-018.pdf,18964,,4.3 кг,14000 об/мин.,1,2,1 л
https://cdn.entero.ru/mp@2x/ff/90/ff90684899b364419e62f4c91da1b7e5.jpg,Миксер для молочных коктейлей Macap F6 серый,F6 C10,23274,RUB,Да,Macap,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/25501,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25501""><b class=""b"">Macap F6</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена автоматическим отключением при снятии стакана с держателя. Корпус выполнен из нержавеющей стали в светло-сером цвете.</p>

<p>В комплект поставки входит стакан из пластика.</p>",25501,220 В,0.15 кВт,200 мм,220 мм,500 мм,,Италия,,,0,https://entero.ru/manuals/358558/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Macap.pdf;https://entero.ru/manuals/408978/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/408981/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Macap%20F6%20%D1%81%D0%B5%D1%80%D1%8B%D0%B9.pdf,,,2.8 кг,15000 об/мин.,,1,0.8 л
https://cdn.entero.ru/mp@2x/46/7d/467d43246f1ebec7bba2868c0de9d95e.jpg,Миксер для молочных коктейлей Vema FZ 2075/E,Миксер для молочных коктейлей Vema FZ 2075/E,37022,RUB,Да,Vema,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/306766,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/306766"">Vema FZ 2075/E</a></b> предназначен для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого на предприятиях общественного питания и торговли. Плавное обтекаемое исполнение корпуса легко чиститься и препятствует скапливанию грязи. Основание выполнено из алюминия, колонна - из анодированного алюминия, хромированная голова - из АБС пластика, диски для взбивания - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция Frozen: измельчение полых кубиков льда в ледяную крошку во время взбивания коктейля вместе с фруктами, ликерами и сиропами</li>
<li>Настольная установка</li>
</ul>",306766,220 В,0.18 кВт,180 мм,210 мм,520 мм,4 кг,Италия,1,200x230x550 мм,0,https://entero.ru/manuals/416631/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vema%20FZ%202075_E.pdf;https://entero.ru/manuals/507914/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,40241,,3 кг,20000 об/мин.,2,1,0.8 л
https://cdn.entero.ru/mp@2x/2c/69/2c692f852d515b5d324f837e60d41643.jpg;https://cdn.entero.ru/mp@2x/d2/86/d28664a76d1b69f0645e9aacdb53f465.jpg,Миксер для молочных коктейлей VEROTERM VTF4D нерж. сталь,Миксер для молочных коктейлей VEROTERM VTF4D нерж. сталь,44989,RUB,Да,VEROTERM,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/349838,"<p>Настольный миксер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349838""><b class=""b"">VEROTERM VTF4D</b></a> используется в барах, ресторанах, на других предприятиях общественного питания и торговли для приготовления муссов и коктейлей на основе молока, йогуртов или мороженого. Модель оснащена прочными мешалками для возможности измельчения льда и других твердых ингредиентов. Корпус выполнен из металла с поверхностью серого оттенка, стаканы – из нержавеющей стали.</p>

<p> В стандартную комплектацию входит стакан из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Хромированная головка миксера</li>
<li>Вентилируемый двигатель защищает от перегрева</li>
<li>Стакан опускается и поднимается вручную</li>
<li>Система защиты активируется при снятии стакана</li>
</ul>

<p> </p>

<p> </p>

<p> </p>",349838,220 В,0.3 кВт,330 мм,220 мм,500 мм,6 кг,Италия,1,363x242x550 мм,0,https://entero.ru/manuals/461170/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VTF4D%20%D0%BD%D0%B5%D1%80%D0%B6.%20%D1%81%D1%82%D0%B0%D0%BB%D1%8C.pdf,,,5.1 кг,15000 об/мин.,1,2,0.8 л
https://cdn.entero.ru/mp@2x/d8/40/d840e6865f68bb301f39c6ce0f2ab36b.jpg;https://cdn.entero.ru/mp@2x/49/1f/491f6ec98877ce668bfbd8e0ed3ff2df.jpg;https://cdn.entero.ru/mp@2x/d3/73/d37382019d2a5cd9ba6ce91af806d75b.jpg;https://cdn.entero.ru/mp@2x/c8/34/c834c5f78e35b7b8f82776de840ac129.jpg;https://cdn.entero.ru/mp@2x/91/ba/91bad1787490e7365223978619efc70f.jpg;https://cdn.entero.ru/mp@2x/d9/75/d9751990d9f24fec170222598cdc471c.jpg;https://cdn.entero.ru/mp@2x/ec/0a/ec0af5edeb75f9fb8843036bb5267503.jpg,Миксер для молочных коктейлей Macap F6D серый,F6D C10,47711,RUB,Да,Macap,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/25502,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25502""><b class=""b"">Macap F6D</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена автоматическим отключением при снятии стакана с держателя. Корпус выполнен из нержавеющей стали в светло-сером цвете, 2 стакана - из поликарбоната.</p>",25502,220 В,0.3 кВт,330 мм,220 мм,500 мм,7 кг,Италия,1,390x270x670 мм,0,https://entero.ru/manuals/358559/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Macap.pdf;https://entero.ru/manuals/408979/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/408982/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Macap%20F6D%20%D1%81%D0%B5%D1%80%D1%8B%D0%B9.pdf;https://entero.ru/manuals/498240/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Macap%20F6D%20%D1%81%D0%B5%D1%80%D1%8B%D0%B9.pdf,,,5.1 кг,15000 об/мин.,,2,0.8 л
https://cdn.entero.ru/mp@2x/eb/3d/eb3db4b0d4de847ad5df263874149359.jpg,Миксер для молочных коктейлей Clatronic BM 3472,Миксер для молочных коктейлей Clatronic BM 3472,5990,RUB,Да,,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/227007,"<p>Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227007""><b class=""b"">Clatronic BM 3472</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, сальса-соусов, детского питания, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена вспенивающей насадкой, держателем чаши с предохранителем и устойчивыми опорами. Чаша и вспенивающая насадка выполнены из нержавеющей стали.</p>",227007,220 В,0.065 кВт,135 мм,175 мм,370 мм,,Китай,,,0,,8205,,,,2,1,0.65 л
https://cdn.entero.ru/mp@2x/d2/42/d242cf9504e1cf49c041a91e1398cc1b.jpg;https://cdn.entero.ru/mp@2x/a5/5f/a55f1e256969100b56f8455f8bd52eca.jpg;https://cdn.entero.ru/mp@2x/07/5c/075c8766f63fbbdc3151688c39b90091.jpg;https://cdn.entero.ru/mp@2x/98/b3/98b3a008f54cff10c04a30666670e82b.jpg;https://cdn.entero.ru/mp@2x/97/dd/97dda7601a6ee5c9ac62fc5576f1ba83.jpg,Миксер для молочных коктейлей Hurakan HKN-FR1C,179877,6107,RUB,Да,Hurakan,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/99705,"<p>​Миксер для молочных коктейлей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99705""><b class=""b"">Hurakan HKN-FR1GM</b></a> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей на основе молока, йогуртов или мороженого. Модель оснащена влагозащитным переключателем. Корпус выполнен из пластика, стакан - из поликарбоната, мешалка - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная длительность непрерывной работы: 60 сек.</li>
</ul>",99705,220 В,0.18 кВт,180 мм,200 мм,495 мм,3 кг,Китай,1,260x250x560 мм,20,https://entero.ru/manuals/413803/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-FR1C.pdf;https://entero.ru/manuals/413805/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-FR1C.pdf;https://entero.ru/manuals/415585/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413806/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454229/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-FR1C.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241062&hash=146090e344669d6f;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241085&hash=7a41101b8b2264d6,2 кг,8500 об/мин.,1,1,0.7 л
https://cdn.entero.ru/mp@2x/2c/94/2c942c8db0a4aefb9c4c23154f591c5f.jpg;https://cdn.entero.ru/mp@2x/66/90/66909c6463dcbd0d6494264ac99a4a80.jpg;https://cdn.entero.ru/mp@2x/27/bb/27bb4ef663504334901ea8a01f0430ef.jpg;https://cdn.entero.ru/mp@2x/14/21/1421ca75c6749f4d040281e890379c0b.jpg;https://cdn.entero.ru/mp@2x/e8/5d/e85d77d53ba4c3cd348217ded2f8369a.jpg;https://cdn.entero.ru/mp@2x/38/e4/38e4f7ee154adfe8f694cd67a9d36d36.jpg,Миксер для молочных коктейлей Starfood DM-L1,Миксер для молочных коктейлей Starfood DM-L1,6597,RUB,Да,Starfood,Профоборудование,Для баров,Миксеры для молочных коктейлей,https://entero.ru/item/360290,"<p>Миксер для молочных коктейлей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360290"">Starfood DM-L1</a></b> используется на предприятиях общественного питания и торговли для приготовления шейков, муссов, коктейлей с ледяной крошкой, сорбе и других напитков на основе молока. Корпус и стакан выполнены из нержавеющей стали.</p>",360290,220 В,0.18 кВт,185 мм,185 мм,530 мм,3.5 кг,Китай,1,230x230x575 мм,27,,,,,,2,1,1 л
