Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность
https://cdn.entero.ru/mp@2x/3a/0f/3a0fc0c8872515575ec2e47a69ba0b3d.jpg,Мясорыхлитель-тендерайзер Kocateq GETS737,Мясорыхлитель-тендерайзер Kocateq GETS737,49132,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/41345,"<p>Мясорыхлитель-тендерайзер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41345"">Kocateq GETS737</a></b> используется на предприятиях общественного питания и торговли для прорезания твердых жил и волокон кусков мяса, сшивания обрезков мяса, используемого для приготовления стейков. Модель оснащена электрическим приводом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Принцип работы: встречное вращение рядных дисковых фрез, которые втягивают и прорезают продукт, выпадающий снизу</li>
<li>Асинхронный двигатель с защитой от перегрузок</li>
<li>Легкое снятие насадки-рыхлителя для очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ножей: 37х2</li>
<li>Максимальная ширина куска: 175 мм</li>
<li>Размеры привода: 300х200х400 мм</li>
</ul>",41345,электрический,220 В,0.3 кВт,330 мм,185 мм,290 мм,,,,0,https://entero.ru/manuals/111204/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279826/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20GETS737.docx,51718,,,,Ю. Корея,
https://cdn.entero.ru/mp@2x/84/8d/848d67266422b166515a381f08a308cd.jpg;https://cdn.entero.ru/mp@2x/24/46/2446ff46a2a1d4d10b3255d8fcb93e6c.jpg;https://cdn.entero.ru/mp@2x/23/a5/23a5d985454997ec14c0e79c317d95aa.jpg,Мясорыхлитель-тендерайзер Kocateq JG+JG-TDA,JG/JG TDA,63077,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/183377,"<p>Мясорыхлитель-тендерайзер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/183377""><b class=""b"">Kocateq JG+JG-TDA </b></a>предназначен для прорезания твердых жил и волокон кусков мяса, сшивания обрезков мяса, используемого для приготовления стейков на предприятиях общественного питания и торговли. Модель оснащена аналоговой панелью управления и ножками, обеспечивающими надежную фиксацию прибора на столе. Корпус привода и насадка выполнены из нержавеющей стали, ножки - из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сменная насадка</li>
<li>Тепловая защита двигателя</li>
<li>Скругленные углы корпуса</li>
<li>Простое использование и очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты насадки: 240х130х120 мм</li>
<li>Габариты в упаковке: 560х310х560 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насадка-ломтерезка <a href=""https://entero.ru/item/183389"">JG-MSA</a></li>
<li>Насадка для имитации отбивания мяса <a href=""https://entero.ru/item/183395"">JG-TDB</a></li>
</ul>",183377,электрический,220 В,0.35 кВт,560 мм,305 мм,560 мм,,,,0,https://entero.ru/manuals/213581/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,20 кг,,Ю. Корея,
https://cdn.entero.ru/mp@2x/97/51/9751de8d78e3eab08b98972ff870085b.jpg,Мясорыхлитель-тендерайзер Koneteollisuus Oy (KT) PK 220В,KT-PK (220В) / 080802-013-004,209421,RUB,Нет,Koneteollisuus Oy (KT),Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/19835,"<p>Мясорыхлитель-тендерайзер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/19835""><b class=""b"">Koneteollisuus Oy (KT) PK </b></a>предназначен для рыхления мяса и рыбы, изготовления отбивных и стейков на предприятиях пищевой промышленности и торговли. Мотор останавливается автоматически, если кожух снимается при работающем двигателе. Ножи и предохранительная крышка съемные и моются в посудомоечной машине. Корпус изготовлен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Зубчатая передача механизма вращения</li>
<li>Шнек</li>
<li>Валы с шарикоподшипниками</li>
<li>Стальная загрузочная воронка</li>
<li>Кожух</li>
<li>74 ножа</li>
<li>2 валка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения валков: 90 об/мин.</li>
<li>Отверстие: 30х170 мм</li>
</ul>",19835,электрический,220 В,0.37 кВт,430 мм,470 мм,445 мм,,,,0,,225184,,36 кг,,Финляндия,1200 шт/час
https://cdn.entero.ru/mp@2x/dc/b3/dcb37867824bf3218100d943b1de1f20.jpg,Мясорыхлитель-тендерайзер Kocateq GMTS737,Мясорыхлитель-тендерайзер Kocateq GMTS737,21818,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/41348,"<p>Мясорыхлитель-тендерайзер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41348"">Kocateq GMTS737</a></b> используется на предприятиях общественного питания и торговли для прорезания твердых жил и волокон кусков мяса, сшивания обрезков мяса, используемого для приготовления стейков. Модель оснащена меxаническим приводом, вращаемым рукой ручки. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Принцип работы: встречное вращение рядных дисковых фрез, которые втягивают и прорезают продукт, выпадающий снизу</li>
<li>Понижающий редуктор, снижающий нагрузку, испытываемую оператором</li>
<li>Легкое снятие насадки-рыхлителя для очистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ножей: 37х2</li>
<li>Максимальная ширина куска: 175 мм</li>
<li>Габариты в упаковке: 390x260x270 мм</li>
</ul>",41348,механический,,,330 мм,185 мм,290 мм,,,,0,https://entero.ru/manuals/111205/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279827/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20GMTS737.docx,23460,,,,Ю. Корея,
https://cdn.entero.ru/mp@2x/4e/e0/4ee06324b60f4fef4742ab374eb0699c.jpg,Мясорыхлитель-тендерайзер VIATTO VA-TR8SH,Мясорыхлитель-тендерайзер VIATTO VA-TR8SH,55836,RUB,Нет,VIATTO,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/220084,"<p>Мясорыхлитель-тендерайзер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220084""><b class=""b"">VIATTO VA-TR8SH</b></a> предназначен для размягчения ломтиков сырого и отварного мяса без костей, филе птицы и филе морской рыбы на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит насадка VA-TDA.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная ширина загружаемого куска мяса: 30 мм</li>
<li>Габариты в упаковке: 560х305х560 мм</li>
</ul>",220084,электрический,220 В,0.35 кВт,465 мм,234 мм,464 мм,,,,0,https://entero.ru/manuals/408233/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-TR8SH.pdf;https://entero.ru/manuals/408234/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,60039,,18 кг,,Китай,
https://cdn.entero.ru/mp@2x/b3/bd/b3bd4b4a946e1916c3ced539cc7d66b5.jpg,Мясорыхлитель-тендерайзер Roal Meat SY-80,Мясорыхлитель-тендерайзер Roal Meat SY-80,25748,RUB,Нет,,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/250469,"<p>Мясорыхлитель-тендерайзер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250469"">Roal Meat SY-80</a> </b>используется на предприятиях общественного питания и торговли для автоматического отбивания порционных кусков мяса до нежной рыхлой консистенции для приготовления стейков, шницелей, антрекотов, ромштексов и других мясных блюд. Модель оснащена устойчивыми опорами и кнопочной панелью управления. Корпус выполнен из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Низкий уровень шума</li>
<li>Легкость очистки</li>
<li>Простота и удобство эксплуатации</li>
<li><b>​​</b>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота вращения: 220 об/мин.</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/250468"">Сменная насадка для отбивания</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Цвет и форма изделия могут отличатся от представленных на фото.</span></em></p>",250469,электрический,220 В,0.65 кВт,450 мм,225 мм,315 мм,,,,0,https://entero.ru/manuals/307227/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20SY-80.pdf,26821,,,Китай,Китай,
https://cdn.entero.ru/mp@2x/53/4d/534d58aefd917dfe83240987703e42ba.jpg,Мясорыхлитель-тендерайзер Feuma TFS 542910+545909+542290,Мясорыхлитель-тендерайзер Feuma TFS 542910+545909+542290,343506,RUB,Нет,Feuma,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/124886,"<p>Мясорыхлитель-тендерайзер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124886"">Feuma TFS 542910+545909+542290</a></b> предназначена для измельчения мяса и рыбы на фарш, повторного измельчения котлетной массы и набивки колбас на предприятиях общественного питания и торговли. Модель оснащена 2 вращающимися в противоположные стороны цилиндрами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 580x400x340 мм</li>
</ul>",124886,электрический,380 В,0.58 кВт,457 мм,200 мм,500 мм,,,,0,https://entero.ru/manuals/134129/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Feuma%20TFS%20542900+545578+542290.pdf,365432,,31 кг,,Германия,2300 шт/час
https://cdn.entero.ru/mp@2x/27/64/2764fc9d4e97e4c5dcb913c840efbb04.jpg;https://cdn.entero.ru/mp@2x/73/97/7397556f569491666841c91a17e2a17a.jpg,Тендерайзер EKSI EETS737,Тендерайзер EKSI EETS737,0,RUB,Нет,EKSI,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/96125,"<p>Тендерайзер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/96125"">EKSI EETS737</a> </b>предназначен для размягчения ломтиков сырого и отварного мяса без костей, филе птицы и филе морской рыбы на предприятиях общественного питания и торговли. Модель оснащена электромеханическим управлением. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит насадка с 2 валами с 37 ножами на каждом.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер загрузочного отверстия: 177x25 мм</li>
</ul>",96125,электрический,220 В,0.37 кВт,540 мм,220 мм,400 мм,,,,0,,,,24.4 кг,,Италия,
https://cdn.entero.ru/mp@2x/61/84/61841c91b5202489ed14936e099719d8.jpg,Тендерайзер VIATTO MTS737S,Тендерайзер VIATTO MTS737S,0,RUB,Нет,VIATTO,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/106272,"<p>Тендерайзер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/106272"">VIATTO MTS737S</a></b> предназначен для размягчения ломтиков сырого и отварного мяса без костей, филе птицы и филе морской рыбы на предприятиях общественного питания и торговли. Модель оснащена механическим приводом, рабочей головкой с 2 валками, на которых расположено по 37 лезвий и защитной крышкой с загрузочным отверстием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная ширина загружаемого куска мяса: 175 мм</li>
<li>Габариты в упаковке: 410x365x265 мм</li>
</ul>",106272,механический,,,330 мм,185 мм,290 мм,,,,0,https://entero.ru/manuals/409432/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20MTS737S.pdf;https://entero.ru/manuals/97472/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf,,,5.8 кг,Россия,Россия,
https://cdn.entero.ru/mp@2x/5b/fd/5bfd54f9f0ac3e088314e64d0083be0f.jpg,Тендерайзер EKSI GRT-MT12,Тендерайзер EKSI GRT-MT12,0,RUB,Нет,EKSI,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/368505,"<p>Тендерайзер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368505"">EKSI GRT-MT12</a></b> предназначен для рыхления мяса и рыбы на предприятиях общественного питания и торговли. Модель оснащена 33 вращающимися ножами и 2 гребенками. Корпус выполнен из нержавеющей стали 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина рыхления: от 3 до 22 мм</li>
<li>Длина рыхления: от 6 до 168 мм</li>
<li>Длина лезвия: 168 мм</li>
</ul>",368505,электрический,220 В,0.75 кВт,385 мм,240 мм,415 мм,22 кг,1,355x485x395 мм,0,https://entero.ru/manuals/486530/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20GRT-MT12.pdf,,,,,Китай,
https://cdn.entero.ru/mp@2x/a3/52/a3524a0e07a1ef42dc6467b127a8e7b6.jpg;https://cdn.entero.ru/mp@2x/a4/0e/a40edca19ade75558004e4d12998ce48.jpg,Тендерайзер Hakka ETS737,Тендерайзер Hakka ETS737,0,RUB,Нет,Hakka,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/39386,"<p>Тендерайзер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39386"">Hakka ETS737</a></b> предназначен для размягчения ломтиков сырого и отварного мяса без костей, филе птицы и филе морской рыбы.</p>


<p>Функционально тендерайзер позволят прорезать твердые жилы и волокна кусков мяса, используемого для приготовления стейков. С помощью него можно также сшивать обрезки мяса для получения стейков. Мясо после рыхлителя имеет лучшие потребительские качества, легче поддается кулинарной обработке.</p>


<p>Принцип работы тендерайзера заключается во встречном вращении рядных дисковых фрез, через которые втягивают и прорезают продукт, выпадающий снизу.</p>


<p><b>Характеристики:</b></p>

<ul>
<li>Тип: электрический</li>
<li>Толщина куска: 25 мм</li>
<li>Размеры входного отверстия: 177х25 мм</li>
<li>Кол-во ножей: 37 шт.</li>
<li>Мощность: 0,37 кВт</li>
<li>Напряжение: 220 В</li>
<li>Габариты: 540х220х405 мм</li>
<li>Вес: 22 кг</li>
</ul>",39386,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/5c/23/5c23146f0be7526c7b328baf5ab29ccb.jpg;https://cdn.entero.ru/mp@2x/42/80/4280cb956ed07a2e2575e2ca42c35b41.jpg;https://cdn.entero.ru/mp@2x/f5/56/f556833482f9c968ecc8e4d5a973b18b.jpg,Мясопресс Koneteollisuus Oy (KT) KT-LP,080802-013-002 2881,0,RUB,Нет,Koneteollisuus Oy (KT),Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/20558,"<p>Автоматический пресс <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20558"">Koneteollisuus Oy (KT) KT-LP</a></b> используется на предприятиях общественного питания и торговли для отбивания кусков мяса, используемого для приготовления стейков, свиных, бараньих и куриных отбивных. Модель оснащена бесступенчатым регулятором толщины отбивной. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерная толщина продукта</li>
<li>Безопасное включение обеими руками одновременно</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная толщина стейка: 30 мм</li>
<li>Толщина готового продукта: от 1 до 4,5 мм</li>
<li>Рабочее давление: 100 бар</li>
<li>Габариты в упаковке: 660x960x980 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка из нержавеющей стали</li>
<li>Гладкая плита для мяса птицы</li>
</ul>",20558,электрический,380 В,1.1 кВт,500 мм,800 мм,850 мм,,,,0,https://entero.ru/manuals/219149/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Koneteollisuus%20Oy%20%28KT%29%20KT-LP.pdf,,,136 кг,Финляндия,Финляндия,500 шт/час
https://cdn.entero.ru/mp@2x/74/03/74033777f1886d34ed00b7a43d2c5024.jpg,Насадка для мясорыхлителя Hurakan HKN-MSA,Насадка для мясорыхлителя Hurakan HKN-MSA,36095,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/123668,"<p>Насадка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123668"">Hurakan HKN-MSA</a></b> используется совместно с мясорыхлителем <a href=""https://entero.ru/item/51668"">HKN-PK</a> на предприятиях общественного питания и торговли для нарезания мяса полосками. Аксессуар выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Ширина нарезки: 4,8 мм</li>
<li>Длина отсека: 200 мм</li>
</ul>",123668,,,,,,,,,,6,,39234,,,,,
https://cdn.entero.ru/mp@2x/ec/57/ec5769bb685a1db5942534957b42cef6.jpg,Насадка для мясорыхлителя Roal Meat SY-80,Насадка для мясорыхлителя Roal Meat SY-80,12322,RUB,Да,,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/250468,"<p>Насадкая <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250468"">Roal Meat SY-80</a></b> используется совместно с мясорыхлителем SY-80 для автоматического отбивания порционных кусков мяса.</p>

<p><strong>Характеристики</strong>:</p>

<ul>
<li>Габариты: 150х150х200 мм </li>
</ul>",250468,,,,,,,,,,0,https://entero.ru/manuals/307226/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roal%20Meat%20SY-80.pdf,13393,,,,,
https://cdn.entero.ru/mp@2x/8d/65/8d65fec0d0204e6cdd6dda76e3beec2b.jpg,Насадка для мясорыхлителя Hurakan HKN-TDB,Насадка для мясорыхлителя Hurakan HKN-TDB,15508,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/136598,"<p>Насадка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/136598""><b class=""b"">Hurakan HKN-ТDB</b></a> используется совместно с мясорыхлителем <a href=""https://entero.ru/item/51668"">HKN-PK</a> на предприятиях общественного питания и торговли для ручного отбивания порционных кусков мяса. Аксессуар выполнен из нержавеющей стали.</p>

<p> </p>",136598,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/7f/fc/7ffcac145330c51a0ebca44bc4011570.jpg,Привод для тендерайзера и фаршемешалки Starfood TC-8,Привод для тендерайзера и фаршемешалки Starfood TC-8,29191,RUB,Да,Starfood,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/25543,"<p>Привод <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/25543""><b class=""b"">Starfood </b></a>предназначен для совместного использования с тендерайзером MTS 737 и MTS 720 или фаршмешалкой TC-8 на предприятиях общественного питания и производственных цехах, чья деятельность связана с выпуском гастрономических товаров. Корпус выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 0,3 кВт</li>
<li>Напряжение: 220 В</li>
<li>Габариты: 210х210х315 мм</li>
</ul>",25543,,,,,,,,,,0,,30727,,,,,
https://cdn.entero.ru/mp@2x/0b/60/0b60a62cffd91fadfc19a7599c33a952.jpg;https://cdn.entero.ru/mp@2x/10/a4/10a4ee994243d12702557e176b19f323.jpg,Насадка-ломтерезка Kocateq JG-MSA,Насадка-ломтерезка Kocateq JG-MSA,27946,RUB,Да,Kocateq,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/183389,"<p>Сменная насадка-ломтерезка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/183389""><b class=""b"">Kocateq JG-MSA</b></a> используется совместно с универсальным приводом <a href=""https://entero.ru/item/183377"">JG</a> для нарезания свежего мяса на предприятиях общественного питания и торговли. Изделие выполнено из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 240х130х120 мм</li>
<li>Габариты в упаковке: 280х180х180 мм</li>
<li>Вес с упаковкой: 4 кг</li>
</ul>",183389,,,,,,,,,,0,https://entero.ru/manuals/213582/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,,
https://cdn.entero.ru/mp@2x/54/99/549970fd15966cd1facf0ec6367b340e.jpg;https://cdn.entero.ru/mp@2x/4b/5e/4b5ef3f160ff42757339497744f88e4f.jpg,Насадка для имитации отбивания мяса Kocateq JG-TDB,Насадка для имитации отбивания мяса Kocateq JG-TDB,13538,RUB,Нет,Kocateq,Профоборудование,Мясоперерабатывающее,Мясорыхлители и прессы,https://entero.ru/item/183395,"<p>Сменная насадка для имитации отбивания мяса <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/183395""><b class=""b"">Kocateq JG-TDB</b></a> используется совместно с универсальным приводом <a href=""https://entero.ru/item/183377"">JG</a> для механического расплющивания мяса на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали, барабаны из пищевого пластика.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 240х130х120 мм</li>
</ul>",183395,,,,,,,,,,0,https://entero.ru/manuals/213593/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,14557,,,,,
