Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Подключение,Количество шампуров,Длина зоны нагрева
https://cdn.entero.ru/mp@2x/7a/c2/7ac20fba7dabfa3025616e7f43507f5c.jpg,Шашлычница электрическая Кебаб Sikom МК-22.8Э,МК-22 8Э МК-22.8/15Э,70423,RUB,Нет,Sikom,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/39246,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39246""><b class=""b"">Sikom МК-22.4Э</b></a> ""Кебаб"": рабочих шампуров 8.</p>

<p>Идеальное приготовление мяса и других продуктов обеспечено автоматически вращающимися шампурами и тщательно подобранным излучателем. Каждый ряд вращающихся шампуров имеет надежный независимый привод.</p>

<p>Шашлычницы просты в обслуживании и уборке, съемный поддон-жиросборник позволит всегда держать аппарат в чистоте. Использование лотока для угля добавит аромата приготовляемым блюдам. Ручки шампуров, сделанные из бука, долговечны и удобны в использовании.</p>",39246,автоматическая,220 В,5.13 кВт,860 мм,460 мм,560 мм,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456239737&hd=2&autoplay=0,32 кг,,Россия,220 В,8,
https://cdn.entero.ru/mp@2x/1a/56/1a56d9364a6fb125532924627abc932f.jpg,Шашлычница KAYMAN ГШЭ-4-ГД А,Шашлычница KAYMAN ГШЭ-4-ГД А,80594,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/247719,"<p>Электрическая шашлычница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/247719"">KAYMAN ГШЭ-4-ГД А</a></b> используется на предприятиях общественного питания и торговли для приготовления шашлыков из мяса, птицы, рыбы, морепродуктов и овощей. Модель оснащена дымогенератором, 4 садками с индивидуальными таймерами и стеклянной дверцей с замком.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Гриль карусельного типа</li>
<li>2 режима работы:
<ul>
<li>Жар</li>
<li>Жар + Дым</li>
</ul>
</li>
<li>Контроль температуры в камере</li>
<li>Дымогенератор работает на щепе фруктовых пород древесины</li>
<li>Крышка дымогенератора закрывается при открывании двери, исключая возгорание щепы, и открывается при закрывании двери, обеспечивая свободную подачу дыма в камеру</li>
<li>Уплотнитель двери препятствует выходу дыма из камеры в помещение кухни</li>
<li>Световое и звуковое оповещение о готовности продукта</li>
<li>Подсветка рабочей камеры</li>
<li>Фиксатор двери в открытом состоянии обеспечивает удобство и безопасность загрузки/ разгрузки продукта и исключает ожог рук повара при самопроизвольном закрытии горячей двери</li>
<li>Поддон для сбора влаги и жира, стекающего с продукта</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка:
<ul>
<li>Садок: 2 порции по 0,4 кг</li>
<li>Общая: 8 порций / 3,2 кг</li>
</ul>
</li>
<li>Диапазон температуры в камере: от 50 до 250 °С</li>
<li>Диапазон установки таймера: от 10 до 60 минут</li>
<li>Габариты в упаковке: 700х510х545 мм</li>
</ul>",247719,автоматическая,220 В,3.65 кВт,640 мм,485 мм,530 мм,38 кг,1,700x510x545 мм,0,https://entero.ru/manuals/302218/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,35 кг,,Россия,220 В,,
https://cdn.entero.ru/mp@2x/36/e2/36e25df3c2db0b984547c5d2da03f2de.jpg;https://cdn.entero.ru/mp@2x/99/41/9941c62a91192173d0af11954589137c.jpg;https://cdn.entero.ru/mp@2x/6e/43/6e438341fa693f353d6212cb18b9250d.jpg,Шашлычница электрическая Grill Master Ф6ШШЭ,21304,174250,RUB,Нет,Grill Master,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/336446,"<p>Электрическая шашлычница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336446"">Grill Master Ф6ШШЭ</a></b> предназначена для приготовления шашлыков, кур, мяса и прочих продуктов на предприятиях общественного питания и уличной торговли. Модель оснащена автоматическим вращением шампуров с цепным электроприводом, подвижной крышей с ТЭНами, закрытым с боков стендом и 4 колёсами со стопорами. Изделие выполнено из нержавеющей стали, отличающейся прочностью и долговечностью.</p>

<p>В комплект поставки входит поддон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Напольная модель</li>
<li>Возможность отдельного включения ТЭНов для экономии</li>
<li>Дополнительная регулировка температуры приготовления за счет подвижного механизма крыши</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина рабочей части шампура: 580 мм</li>
<li>Расстояние:
<ul>
<li>От ТЭНов до шампуров:
<ul>
<li>Минимальное: 40 мм</li>
<li>Максимальное: 200 мм</li>
</ul>
</li>
<li>Между шампурами: 120 мм</li>
</ul>
</li>
<li>Время приготовления: от 15 до 20 мин.</li>
</ul>",336446,автоматическая,380 В,15 кВт,1628 мм,840 мм,1161 мм,140 кг,1,1704x920x1410 мм,0,https://entero.ru/manuals/397405/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A46%D0%A8%D0%A8%D0%AD.pdf,,,115 кг,Россия,Россия,380 В,11,
https://cdn.entero.ru/mp@2x/5a/c9/5ac9aa132e204707a0796ef424d854b0.jpg,"Шашлычница электрическая Вулкан ETK-BST5 ""Синабунг""",6412251,657790,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148859,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148859""><b class=""b"">Вулкан ETK-BST5 ""Синабунг"" </b></a>предназначена для жарки различных продуктов на предприятиях общественного питания и торговли. Модель в напольном исполнении оснащена плавной регулировкой мощности, лавовыми камнями и выдвижными поддонами для сбора жира.</p>

<p>В комплект поставки входит набор шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 5х5,4 кВт</li>
</ul>",148859,механическая,380 В,,1600 мм,700 мм,850 мм,,,,0,,692411,,,,Россия,380 В,,
https://cdn.entero.ru/mp@2x/d0/07/d00713b8fcb9ca6bbd5b21cc65b837e8.jpg;https://cdn.entero.ru/mp@2x/56/2f/562fa3d1a99a9b6416d577ea8cb56e7e.jpg,Шашлычница газовая Grill Master Ф2ШГ,11301,132500,RUB,Нет,Grill Master,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/336447,"<p>Газовая шашлычница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336447"">Grill Master Ф2ШГ</a></b> предназначена для приготовления шашлыков, кур, мяса и прочих продуктов на предприятиях общественного питания и уличной торговли. Модель оснащена подъемной крышей для регулировки степени тепловой обработки продуктов, 2 газовыми кранами с системой газ-контроль для защиты от утечек газа и 2 колесами для удобства перемещения. Автоматически вращающиеся шампуры обеспечивают равномерность приготовления вкусной пищи. Изделие выполнено из нержавеющей стали, отличающейся прочностью и долговечностью.</p>

<p>В комплект поставки входят поддон и 10 шампуров.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Напольная модель</li>
<li>Плавная регулировка интенсивности горелок</li>
<li>Электропривод всех шампуров</li>
<li>Ручное вращение при отсутствии электричества</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина рабочей части шампура: 438 мм</li>
<li>Расстояние между шампурами: 86 мм</li>
<li>Время приготовления: от 20 до 25 мин.</li>
<li>Расход:
<ul>
<li>Балонного газа: 1,35 кг/ч</li>
<li>Природного газа: 1,1 кг/ч</li>
</ul>
</li>
</ul>",336447,автоматическая,220 В,9 кВт,1120 мм,600 мм,1190 мм,98 кг,1,1220x700x1440 мм,0,,138021,,73 кг,Россия,Россия,220 В,10,
https://cdn.entero.ru/mp@2x/f6/89/f689d9c8af36f4548daf2bc449719a5b.jpg,"Шашлычница электрическая Вулкан ETK-BST2 ""Бромо""",6412121,259050,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148850,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148850""><b class=""b"">Вулкан ETK-BST2 ""Бромо"" </b></a>предназначена для жарки различных продуктов на предприятиях общественного питания и торговли. Модель в настольном исполнении оснащена плавной регулировкой мощности, лавовыми камнями и выдвижным поддоном для сбора жира.</p>

<p>В комплект поставки входит набор шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 2х5,4 кВт</li>
</ul>",148850,автоматическая,380 В,,700 мм,700 мм,350 мм,,,,0,,275585,,,,Россия,380 В,,
https://cdn.entero.ru/mp@2x/0b/b0/0bb0a871449e851adee3e312e1572193.jpg,Шашлычница ПищТех ШШЭ-2,н0000139739,24914,RUB,Нет,ПищТех,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/88374,"<p>Шашлычница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88374""><b class=""b"">Пищевые Технологии ШШЭ-2</b></a> используется на предприятиях общественного питания и торговли для приготовления шашлыков из свинины, баранины и курицы, а также мясной начинки для шаурмы. Модель оснащена 1 вертелом для шаурмы, 5 шампурами, герметичным поддоном, для стекания жира и сбора отрезанных кусочков мяса и регулируемыми опорами. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность за 1 загрузку: 15 кг</li>
<li>Количество ТЭНов: 2</li>
</ul>",88374,механическая,220 В,3 кВт,515 мм,770 мм,690 мм,,,,0,https://entero.ru/manuals/422400/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%A8%D0%A8%D0%AD-2.pdf;https://entero.ru/manuals/422401/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,26789,,19 кг,,Россия,220 В,5,
https://cdn.entero.ru/mp@2x/3b/f0/3bf085f825a47e0345d127100c32a5cf.jpg;https://cdn.entero.ru/mp@2x/51/28/51289797b143b4b800c117aa6bd2ace2.jpg;https://cdn.entero.ru/mp@2x/f8/3b/f83b76a5cee30f2351af34206c1f6961.jpg,Гриль-мангал Kocateq DH Churrasco 20/1.5,Гриль-мангал Kocateq DH Churrasco 20/1.5,29825,RUB,Нет,Kocateq,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/128683,"<p>Гриль-мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128683"">Kocateq DH Churrasco 20/1.5</a> </b>используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для приготовления мяса и овощей на шпажках. Модель оснащена сенсорной панелью управления. Корпус, втулки, площадка под воду выполнены из нержавеющей стали AISI 304, остальные части - из нержавеющей стали AISI 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>ИК-нагрев</li>
<li>Бесступенчатое регулирование скорости вращения</li>
<li>Кварцевая колба с нагреваемой нихромовой спиралью, размещенная вертикально, ограничивает зону приготовления</li>
<li>Вода под шпажками исключает подгорание выделяющегося при жарке</li>
<li>Степень и скорость жарки регулируется путем изменения скорости вращения втулок</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина зоны нагрева: 200 мм</li>
<li>Ресурс работы: 10000 часо</li>
<li>Габариты в упаковке 430x400x480 мм</li>
</ul>",128683,автоматическая,220 В,1.5 кВт,280 мм,319 мм,425 мм,,,,0,https://entero.ru/manuals/141817/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279811/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20DH%20Churrasco%2020_1.5.pdf,31395,,,,Ю. Корея,220 В,21,200 мм
https://cdn.entero.ru/mp@2x/a6/fe/a6fe3213a9000693585061f391583000.jpg;https://cdn.entero.ru/mp@2x/f5/83/f58361a0d85550e0fbaa038d1b304690.jpg,Гриль-мангал Kocateq DH Churrasco 30/1.8,Гриль-мангал Kocateq DH Churrasco 30/1.8,35902,RUB,Нет,Kocateq,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/128684,"<p>Гриль-мангал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128684"">Kocateq DH Churrasco 30/1.8</a> </b>используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для приготовления мяса и овощей на шпажках. Модель оснащена сенсорной панелью управления. Корпус, втулки, площадка под воду выполнены из нержавеющей стали AISI 304, остальные части - из нержавеющей стали AISI 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>ИК-нагрев</li>
<li>Бесступенчатое регулирование скорости вращения</li>
<li>Кварцевая колба с нагреваемой нихромовой спиралью, размещенная вертикально, ограничивает зону приготовления</li>
<li>Вода под шпажками исключает подгорание выделяющегося при жарке</li>
<li>Степень и скорость жарки регулируется путем изменения скорости вращения втулок</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальное количество шпажек: 21 шт.</li>
<li>Длина зоны нагрева: 200 мм</li>
<li>Ресурс работы: 10000 часов</li>
<li>Габариты в упаковке 430x400x590 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",128684,автоматическая,220 В,1.8 кВт,280 мм,319 мм,510 мм,,,,0,https://entero.ru/manuals/141818/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/279812/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20DH%20Churrasco%2030_1.8.pdf,38194,,10 кг,,Ю. Корея,220 В,21,200 мм
https://cdn.entero.ru/mp@2x/da/8e/da8e1bdd5a13510d6756b3be5adcafa4.jpg,"Шашлычница электрическая ""Кебаб"" Sikom МК-22.4Э",МК-22 4Э,53432,RUB,Нет,Sikom,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/39245,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39245""><b class=""b"">Sikom МК-22.4Э</b></a> ""Кебаб"": рабочих шампуров 4, всего с приводом 7. Идеальное приготовление мяса и других продуктов обеспечено автоматически вращающимися шампурами и тщательно подобранным излучателем. Каждый ряд вращающихся шампуров имеет надежный независимый привод.</p>

<p>Шашлычницы просты в обслуживании и уборке, съемный поддон-жиросборник позволит всегда держать аппарат в чистоте. Использование лотока для угля добавит аромата приготовляемым блюдам. Ручки шампуров, сделанные из бука, долговечны и удобны в использовании.</p>",39245,автоматическая,220 В,2.63 кВт,560 мм,460 мм,560 мм,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456239737&hd=2&autoplay=0,23.5 кг,,Россия,220 В,,
https://cdn.entero.ru/mp@2x/fb/48/fb48020a6a26eb3af93b3c38610795b3.jpg,Шашлычница газовая Grill Master Ф2ШУГ,11302,117500,RUB,Нет,Grill Master,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/336448,"<p>Шашлычница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/336448"">Grill Master Ф2ШУГ</a></b> предназначена для приготовления шашлыков, кур, мяса и прочих продуктов на предприятиях общественного питания и уличной торговли. Процесс приготовления шашлыка облегчается, а время приготовления существенно уменьшается. Модель оснащена 2 газовыми кранами с системой газ-контроль для защиты от утечек газа. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят поддон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка интенсивности горелок</li>
<li>Электропривод шампуров</li>
<li>Подъемная крыша, регулирующая уровень тепловой обработки продукта</li>
<li>Колеса со стопорами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между шампурами: 86 мм</li>
<li>Время приготовления: от 20 до 25 мин.</li>
<li>Расход:
<ul>
<li>Балонного газа: 1,35 кг/ч</li>
<li>Природного газа: 0,67 м<sup>3</sup>/час</li>
</ul>
</li>
<li>Мотор-редуктор напряжение: 220 В</li>
<li>Подключение: 1/2""</li>
<li>Газовая мощность: 7 кВт</li>
</ul>",336448,автоматическая,220 В,,900 мм,600 мм,1190 мм,83 кг,1,1000x700x1140 мм,0,,,,58 кг,Россия,Россия,газ,6,438 мм
https://cdn.entero.ru/mp@2x/07/5f/075f06cf7f2451f98c03770518bc3d09.jpg,"Шашлычница электрическая Вулкан ETK-BST1 ""Агунг""",6412111,191900,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148848,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148848""><b class=""b"">Вулкан ETK-BST1 ""Агунг"" </b></a>предназначена для жарки различных продуктов на предприятиях общественного питания и торговли. Модель в настольном исполнении оснащена плавной регулировкой мощности, лавовыми камнями и выдвижным поддоном для сбора жира.</p>

<p>В комплект поставки входит набор шампуров.</p>",148848,автоматическая,380 В,5.4 кВт,400 мм,700 мм,350 мм,,,,0,,202000,,,,Россия,380 В,,
https://cdn.entero.ru/mp@2x/84/b7/84b7b5a70f2062960fe674559d77b00c.jpg,"Шашлычница электрическая Вулкан ETK-BST1 ""Батур""",6412211,206275,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148849,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148849""><b class=""b"">Вулкан ETK-BST1 ""Батур"" </b></a>предназначена для жарки различных продуктов на предприятиях общественного питания и торговли. Модель в напольном исполнении оснащена плавной регулировкой мощности, лавовыми камнями и выдвижным поддоном для сбора жира.</p>

<p>В комплект поставки входит набор шампуров.</p>",148849,автоматическая,380 В,5.4 кВт,400 мм,700 мм,850 мм,,,,0,,219441,,,,Россия,380 В,,
https://cdn.entero.ru/mp@2x/f5/74/f5741f9a6e31cf8b0bed6f198157a381.jpg,"Шашлычница Вулкан BPD 02 ""Спит"" 8007",8007,227195,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/79425,"<p>Шашлычница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/79425""><b class=""b"">Вулкан BPD 02 ""Спит"" </b></a>предназначена для жарки различных продуктов предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом, запальной горелкой и защитный борт от разбрызгивания. Решетка выполнена из чугуна.</p>

<p>В комплект поставки набор из 11-ти шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность конфорок: 2х 6,2 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,30 м<sup>3</sup>/час</li>
<li>1,01 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
<li>Габариты мангала: 700х290х100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><b>​</b>Произвольная ширина мангала</li>
</ul>",79425,механическая,,,800 мм,410 мм,200 мм,,,,0,,246951,,,,Россия,,11,
https://cdn.entero.ru/mp@2x/3f/0f/3f0f40242c332e2928db7daf899bef84.jpg;https://cdn.entero.ru/mp@2x/e5/43/e543852d3431dd9b3b05ddd18491bc7a.jpg;https://cdn.entero.ru/mp@2x/0d/6a/0d6ae5c16b7da0880b984d3bd553b5a2.jpg,"Шашлычница Вулкан BPD 02 ""Карадаг"" 8008",8008,256240,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/79427,"<p>Шашлычница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79427""><b class=""b"">Вулкан BPD 02 ""Карадаг"" </b></a>предназначена для жарки различных продуктов предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом, запальной горелкой и защитный борт от разбрызгивания.</p>

<p>В комплект поставки набор из 11-ти шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность конфорок: 2х 6,2 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,30 м<sup>3</sup>/час</li>
<li>1,01 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
<li>Габариты мангала: 700х290х100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Высота 700 мм</li>
<li>Произвольная ширина мангала</li>
<li>Съемный мангал с чугунными решетками</li>
<li>Передвижная шашлычница</li>
</ul>",79427,механическая,,,800 мм,410 мм,850 мм,,,,0,,272596,,,,Россия,газ,11,290 мм
https://cdn.entero.ru/mp@2x/f0/56/f0569e4b4c623e5af84dc26965a413a2.jpg,"Шашлычница газовая Вулкан BPD 03 ""Аюдаг""",8009,318885,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148710,"<p>Шашлычница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/148710""><b class=""b"">Вулкан BPD 03 ""Аюдаг"" </b></a>предназначена для жарки различных продуктов предприятиях общественного питания и торговли. Модель в настольном исполнении оснащена газ-контролем, пьезорозжигом, запальной горелкой и защитным бортом от разбрызгивания.</p>

<p>В комплект поставки набор из 13-ти шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность конфорок: 3х 5,7 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,30 м3/час</li>
<li>1,01 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
<li>Габариты мангала: 900х290 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Произвольная ширина мангала</li>
<li>Съемный мангал с чугунными решетками</li>
</ul>",148710,механическая,,,1000 мм,410 мм,350 мм,,,,0,,332172,,,,Россия,газ,13,290 мм
https://cdn.entero.ru/mp@2x/6c/32/6c325697f724381c80ee1494de5466c3.jpg,"Шашлычница электрическая Вулкан ETK-BST3 ""Сламет""",6412131,347785,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148852,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/148852""><b class=""b"">Вулкан ETK-BST3 ""Сламет"" </b></a>предназначена для жарки различных продуктов на предприятиях общественного питания и торговли. Модель в настольном исполнении оснащена плавной регулировкой мощности, лавовыми камнями и выдвижным поддоном для сбора жира.</p>

<p>В комплект поставки входит набор шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 3х5,4 кВт</li>
</ul>",148852,механическая,380 В,,1000 мм,700 мм,350 мм,,,,0,,,,,,Россия,380 В,,
https://cdn.entero.ru/mp@2x/90/f9/90f975d7af432e1708a186b43f141206.jpg,"Шашлычница газовая Вулкан BPD 03 ""Кастель""",8010,353390,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148717,"<p>Шашлычница <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148717""><b class=""b"">Вулкан BPD 03 ""Кастель"" </b></a>предназначена для жарки различных продуктов предприятиях общественного питания и торговли. Модель в напольном исполнении оснащена газ-контролем, пьезорозжигом, запальной горелкой и защитным бортом от разбрызгивания.</p>

<p>В комплект поставки набор из 13-ти шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность конфорок: 3х 5,7 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,74 м3/час</li>
<li>1,35 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
<li>Габариты мангала: 900х290 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Произвольная ширина мангала</li>
<li>Съемный мангал с чугунными решетками</li>
<li>Высота 700 мм</li>
<li>Передвижная шашлычница</li>
</ul>",148717,механическая,,,1000 мм,410 мм,850 мм,,,,0,,368115,,,,Россия,газ,13,290 мм
https://cdn.entero.ru/mp@2x/c9/ec/c9ecd70be893c5eb9ee185e8367a7adf.jpg,"Шашлычница электрическая Вулкан ETK-BST4 ""Тамбора""",6412141,425350,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148856,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148856""><b class=""b"">Вулкан ETK-BST4 ""Тамбора"" </b></a>предназначена для жарки различных продуктов на предприятиях общественного питания и торговли. Модель в настольном исполнении оснащена плавной регулировкой мощности, лавовыми камнями и выдвижными поддонами для сбора жира.</p>

<p>В комплект поставки входит набор шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 4х5,4 кВт</li>
</ul>",148856,механическая,380 В,,1300 мм,700 мм,350 мм,,,,0,,,,,,Россия,380 В,,
https://cdn.entero.ru/mp@2x/e7/0d/e70da4f48df95d7426b07a4cbc44bdca.jpg,"Шашлычница электрическая Вулкан ETK-BST5 ""Мерапи""",6412151,606835,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148857,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148857""><b class=""b"">Вулкан ETK-BST5 ""Мерапи"" </b></a>предназначена для жарки различных продуктов на предприятиях общественного питания и торговли. Модель в настольном исполнении оснащена плавной регулировкой мощности, лавовыми камнями и выдвижными поддонами для сбора жира.</p>

<p>В комплект поставки входит набор шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 5х5,4 кВт</li>
</ul>",148857,механическая,380 В,,1600 мм,700 мм,350 мм,,,,0,,,,,,Россия,380 В,,
https://cdn.entero.ru/mp@2x/a1/ff/a1ffe957379a8a217ee21d66654b96a9.jpg,"Шашлычница электрическая Вулкан ETK-BST6 ""Керинчи""",6412161,695570,RUB,Нет,Вулкан,Профоборудование,Тепловое,Шашлычницы,https://entero.ru/item/148860,"<p>Шашлычница электрическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/148860""><b class=""b"">Вулкан ETK-BST6 ""Керинчи"" </b></a>предназначена для жарки различных продуктов на предприятиях общественного питания и торговли. Модель в настольном исполнении оснащена плавной регулировкой мощности, лавовыми камнями и выдвижными поддонами для сбора жира.</p>

<p>В комплект поставки входит набор шампуров.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 6х5,4 кВт</li>
</ul>",148860,механическая,380 В,,1900 мм,700 мм,350 мм,,,,0,,732179,,,,Россия,380 В,,
