Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Борт,Объем,Материал,Формат,Тип дверей,Температурный режим камеры,Количество дверей,Тип стола,Сквозной,Температурный режим столешницы,Открытый
https://cdn.entero.ru/mp@2x/3c/ff/3cffa56b706bd695d78bfa512c8dda1e.jpg,Стол тепловой КОБОР HT6-10S,HT6-10S сквозной,60541,RUB,Нет,КОБОР,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/88665,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88665"">Кобор HT6-10S</a></b> предназначен для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена электронной регулировкой температуры, дверями-купе и регулируемыми по высоте перфорированной полкой и ножками. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88665,220 В,1.6 кВт,1000 мм,600 мм,870 мм,,Россия,,,0,https://entero.ru/manuals/90242/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,63727,,66 кг,,280 л,нерж. сталь,тепловой шкаф,,от 0 до 60 °С,4,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/bf/8c/bf8c9619de4c5f81ce455cf728fb2a3c.jpg;https://cdn.entero.ru/mp@2x/65/e0/65e00d9339f50220122ca0d65405e8c5.jpg;https://cdn.entero.ru/mp@2x/e7/b9/e7b9c9465ff0d67ded153e067cd2e09e.jpg;https://cdn.entero.ru/mp@2x/e3/95/e395869d91592a92613ef245a588b277.jpg;https://cdn.entero.ru/mp@2x/1c/70/1c70d4c8d3633f251d6a38cfc8748fcc.jpg;https://cdn.entero.ru/mp@2x/c2/f5/c2f5ea2d8c61efc51235e90b5c1695f7.jpg;https://cdn.entero.ru/mp@2x/94/77/9477ff45dcb2df145c5d6e10abd6ddcd.jpg;https://cdn.entero.ru/mp@2x/93/f3/93f330ccdd9432cdf88adad1d876d693.jpg;https://cdn.entero.ru/mp@2x/fa/f5/faf576f0dfb2509b936c5980fdbd0232.jpg;https://cdn.entero.ru/mp@2x/de/ca/decaeabe1ffc54b47f6e8b69490dd4a1.jpg,Стол тепловой Restoinox Т-СПЗК-10/7-Б закрытый с бортом,Стол тепловой Restoinox Т-СПЗК-10/7-Б закрытый с бортом,63344,RUB,Нет,Restoinox,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/225103,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225103""><b class=""b"">Restoinox Т-СПЗК-10/7-Б</b></a> используется для подогрева и хранения в подогретом виде посуды, готовых блюд и напитков перед подачей, а также в качестве рабочей поверхности для приготовления на предприятиях общественного питания и торговли. Модель оснащена расположенным сбоку нагревательным отсеком с панелью управления, обогреваемыми столешницей с задним бортом и камерой с дверьми-купе. Корпус, столешница и полка выполнены из высококачественной шлифованной нержавеющей стали AISI 430, опоры – из квадратного профиля стальной трубы AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью трубчатого электронагревателя (ТЭНа)</li>
<li>Плавная регулировка температуры</li>
<li>Регулируемая по высоте перфорированная полка</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Воздухозаборная решетка с декоративной перфорацией</li>
<li>Быстрые сборка и демонтаж</li>
<li>Легкость очистки и дезинфекции</li>
<li>Пристенное размещение</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная распределенная статическая нагрузка на столешницу: 120 кг</li>
<li>Толщина стали:
<ul>
<li>Столешница и полка: 8 мм</li>
<li>Опоры: 1,2 мм</li>
</ul>
</li>
<li>Габариты профиля опор: 40х40 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Распашные двери</li>
<li>Сплошная полка</li>
<li>Нейтральное исполнение (без нагревателя)</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",225103,,1.5 кВт,1000 мм,700 мм,850 мм,67 кг,Россия,1,1020x720x850 мм,0,https://entero.ru/manuals/520026/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,67387,,,Да,,нерж. сталь,тепловой стол,двери-купе,от 30 до 50 °С,2,обогреваемые камера и столешница,,от 30 до 50 °C,
https://cdn.entero.ru/mp@2x/85/c3/85c343670ab88798edb34afd8c022e53.jpg,Стол тепловой КОБОР HT7-10S,HT7-10S сквозной,63916,RUB,Нет,КОБОР,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/88671,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88671"">Кобор HT7-10S</a></b> предназначен для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена электронной регулировкой температуры, дверями-купе и регулируемыми по высоте перфорированной полкой и ножками. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88671,220 В,1.6 кВт,1000 мм,700 мм,870 мм,,Россия,,,0,https://entero.ru/manuals/90260/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,72 кг,,340 л,нерж. сталь,тепловой шкаф,,от 0 до 60 °С,4,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/a2/8c/a28cdddf844e67f7a109712aaf3f58b3.jpg,Стол тепловой KAYMAN ТСЦ-11/1007,Стол тепловой KAYMAN ТСЦ-11/1007,65133,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/198378,"<p>Центральный тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198378""><b class=""b"">KAYMAN ТСЦ-11/1007</b></a> используется для подогрева тарелок перед сервировкой, а также для сохранения блюд и напитков в горячем виде на предприятиях общественного питания и торговли. Модель оснащена микроконтроллером, 2 дверями-купе и полкой. Корпус, двери, полка и рабочая поверхность выполнены из нержавеющей стали AISI 430, столешница усилена ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материалов:
<ul>
<li>Сталь рабочая поверхность: 0,8 мм</li>
<li>Сталь корпус: 0,8 мм</li>
<li>Сталь полка: 0,8 мм</li>
<li>Сталь задняя стенка: 0,5 мм</li>
<li>ЛДСП столешница: 32 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 1020х720х870 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",198378,220 В,2 кВт,1000 мм,700 мм,850 мм,63.7 кг,Россия,1,1020x720x870 мм,0,,68561,,57.91 кг,,,нерж. сталь,тепловой стол,двери-купе,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/a4/b8/a4b83ead8eb744ff29364e34182d4d6d.jpg;https://cdn.entero.ru/mp@2x/d7/a5/d7a5ab0640284ccda4ea33e6ec22068a.jpg;https://cdn.entero.ru/mp@2x/a0/2d/a02d8b4951effa754dbf66cf332d99c1.jpg,Стол тепловой Gastrolux СТС-166,Стол тепловой Gastrolux СТС-166,66751,RUB,Нет,Gastrolux,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/67179,"<p>Открытый тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/67179""><b class=""b"">Gastrolux СТС-166 </b></a>с подогреваемой столешницей предназначен для демонстрации и поддержания в горячем состоянии готовых блюд на предприятиях общественного питания и торговли. Оборудование имеет обвязку с 4-х сторон.</p>

<p>Возможно исполнение с бортом или без.</p>

<p><b>Опции (приобретаются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",67179,220 В,0.31 кВт,1600 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/488879/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,72555,,29.9 кг,,,нерж. сталь,тепловой стол,,,,подогреваемая столешница,,от 30 до 80 °C,
https://cdn.entero.ru/mp@2x/7c/d5/7cd5b45ff0f94a892f294d19e7939c14.jpg,Стол тепловой KAYMAN ТСП-11/1206,Стол тепловой KAYMAN ТСП-11/1206,67090,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/204147,"<p>Пристенный тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204147""><b class=""b"">KAYMAN ТСП-11/1206</b></a> используется для подогрева тарелок перед сервировкой, а также для сохранения блюд и напитков в горячем виде на предприятиях общественного питания и торговли. Модель оснащена микроконтроллером, 2 дверями-купе и полкой. Корпус, двери, полка и рабочая поверхность выполнены из нержавеющей стали AISI 430, столешница усилена ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материалов:
<ul>
<li>Сталь рабочая поверхность: 0,8 мм</li>
<li>Сталь корпус: 0,8 мм</li>
<li>Сталь полка: 0,8 мм</li>
<li>Сталь задняя стенка: 0,5 мм</li>
<li>ЛДСП столешница: 32 мм</li>
</ul>
</li>
<li>Высота борта: 70 мм</li>
<li>Габариты в упаковке: 1220х620х870 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",204147,220 В,2 кВт,1200 мм,600 мм,850 мм,,Россия,,,0,,,,68.18 кг,Да,,нерж. сталь,тепловой стол,двери-купе,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/98/42/98420fbedfa1f63cb797bb3f392e944c.jpg,Стол тепловой Техно-ТТ СПС-834/900Т,Стол тепловой Техно-ТТ СПС-834/900Т,67647,RUB,Нет,Техно-ТТ,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/110125,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110125"">Техно-ТТ СПС-834/900Т</a></b> предназначен для подогрева тарелок перед выкладыванием на них продуктов питания, а также кратковременного хранения и поддержания блюд в подогретом виде на предприятиях общественного питания и торговли. Модель оснащена 1 распашной дверцей, перфорированной полкой и регулируемыми по высоте ножками, что позволяет компенсировать неровности пола. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 430 и ЛДСП толщиной 32 мм, задняя стенка - из оцинкованной стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры, не более: 15 мин.</li>
<li>Объем упаковки: 0,5 м<sup>3</sup></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с 2 дверями-купе.</span></em></p>",110125,220 В,1.5 кВт,900 мм,600 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/105230/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%A1-834_900%D0%A2.doc;https://entero.ru/manuals/103559/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2.pdf,72739,,53.4 кг,,,нерж. сталь,тепловой стол,,55 °С,1,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/a9/95/a9951a7154ada591e876d19e825f5f49.jpg;https://cdn.entero.ru/mp@2x/08/8a/088ab4a1b7a95a8833f7856aafba2101.jpg;https://cdn.entero.ru/mp@2x/70/30/7030d7f09292995a0f07d3add1761667.jpg;https://cdn.entero.ru/mp@2x/37/e2/37e2bac7a5b2f7ba58955f26c61371e4.jpg;https://cdn.entero.ru/mp@2x/6e/03/6e0312564eb25e4648e6bb27dc7813f3.jpg;https://cdn.entero.ru/mp@2x/ba/a6/baa658ef426017cfaa93a3ba3c2e52da.jpg;https://cdn.entero.ru/mp@2x/2f/a3/2fa3a402ab1424623ab9481202830942.jpg;https://cdn.entero.ru/mp@2x/3f/19/3f19a3872300d5cd0f19c3abd6c1bf9c.jpg;https://cdn.entero.ru/mp@2x/e2/92/e292f23574e5f2991ab53511369ca209.jpg;https://cdn.entero.ru/mp@2x/90/7b/907b40e0afe6fb9e35729a5c6d730466.jpg;https://cdn.entero.ru/mp@2x/98/91/98917fa39a5e1b8a149a3364222675bb.jpg;https://cdn.entero.ru/mp@2x/ae/d6/aed62ad633af811c9263b86ba2678b81.jpg,Стол тепловой Restoinox Т-СПЗК-13/6 закрытый,Стол тепловой Restoinox Т-СПЗК-13/6 закрытый,68408,RUB,Нет,Restoinox,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/225078,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225078""><b class=""b"">Restoinox Т-СПЗК-13/6</b></a> используется для подогрева и хранения в подогретом виде посуды, готовых блюд и напитков перед подачей, а также в качестве рабочей поверхности для приготовления на предприятиях общественного питания и торговли. Модель оснащена расположенным сбоку нагревательным отсеком с панелью управления, обогреваемыми столешницей и камерой с дверьми-купе. Корпус, столешница и полка выполнены из высококачественной шлифованной нержавеющей стали AISI 430, опоры – из квадратного профиля стальной трубы AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью трубчатого электронагревателя (ТЭНа)</li>
<li>Плавная регулировка температуры</li>
<li>Регулируемая по высоте перфорированная полка</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Воздухозаборная решетка с декоративной перфорацией</li>
<li>Быстрые сборка и демонтаж</li>
<li>Легкость очистки и дезинфекции</li>
<li>Островное либо пристенное размещение</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная распределенная статическая нагрузка на столешницу: 120 кг</li>
<li>Толщина стали:
<ul>
<li>Столешница и полка: 8 мм</li>
<li>Опоры: 1,2 мм</li>
</ul>
</li>
<li>Габариты профиля опор: 40х40 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Распашные двери</li>
<li>Сплошная полка</li>
<li>Нейтральное исполнение (без нагревателя)</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",225078,,1.5 кВт,1300 мм,600 мм,850 мм,74 кг,Россия,1,1320x620x850 мм,0,https://entero.ru/manuals/519957/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,72774,,,,,нерж. сталь,тепловой стол,двери-купе,от 30 до 50 °С,2,обогреваемые камера и столешница,,от 30 до 50 °C,
https://cdn.entero.ru/mp@2x/70/56/7056b82a32d4ee60acf40b69f2c61e61.jpg;https://cdn.entero.ru/mp@2x/74/9b/749b04fbc287a7e4c363450a7286aa89.jpg;https://cdn.entero.ru/mp@2x/4a/15/4a1504e969bacbb9807619853f0ccf52.jpg;https://cdn.entero.ru/mp@2x/46/f4/46f4063edf26a70e02b01d10db198b36.jpg;https://cdn.entero.ru/mp@2x/7d/85/7d852f87cb080a40ac973611d71989f6.jpg;https://cdn.entero.ru/mp@2x/40/73/4073384159334988b9a6132c51564f87.jpg;https://cdn.entero.ru/mp@2x/db/f3/dbf320defddd751a179b2a88bbb0eb9f.jpg;https://cdn.entero.ru/mp@2x/cb/c9/cbc9d42b1139bbdbdfaa7390c88b1d63.jpg;https://cdn.entero.ru/mp@2x/8a/ae/8aaefd55becb0498865b44e4023cfb0f.jpg;https://cdn.entero.ru/mp@2x/35/c8/35c8ec6a5e5c9b97507658ebf2248a94.jpg,Стол тепловой Restoinox Т-СПЗК-12/7-Б закрытый с бортом,Стол тепловой Restoinox Т-СПЗК-12/7-Б закрытый с бортом,68408,RUB,Нет,Restoinox,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/225105,"<p>Тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225105""><b class=""b"">Restoinox Т-СПЗК-12/7-Б</b></a> используется для подогрева и хранения в подогретом виде посуды, готовых блюд и напитков перед подачей, а также в качестве рабочей поверхности для приготовления на предприятиях общественного питания и торговли. Модель оснащена расположенным сбоку нагревательным отсеком с панелью управления, обогреваемыми столешницей с задним бортом и камерой с дверьми-купе. Корпус, столешница и полка выполнены из высококачественной шлифованной нержавеющей стали AISI 430, опоры – из квадратного профиля стальной трубы AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подогрев с помощью трубчатого электронагревателя (ТЭНа)</li>
<li>Плавная регулировка температуры</li>
<li>Регулируемая по высоте перфорированная полка</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Воздухозаборная решетка с декоративной перфорацией</li>
<li>Быстрые сборка и демонтаж</li>
<li>Легкость очистки и дезинфекции</li>
<li>Пристенное размещение</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная распределенная статическая нагрузка на столешницу: 120 кг</li>
<li>Толщина стали:
<ul>
<li>Столешница и полка: 8 мм</li>
<li>Опоры: 1,2 мм</li>
</ul>
</li>
<li>Габариты профиля опор: 40х40 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Распашные двери</li>
<li>Сплошная полка</li>
<li>Нейтральное исполнение (без нагревателя)</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",225105,,1.5 кВт,1200 мм,700 мм,850 мм,75 кг,Россия,1,1220x720x850 мм,0,https://entero.ru/manuals/520023/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,Да,,нерж. сталь,тепловой стол,двери-купе,от 30 до 50 °С,2,обогреваемые камера и столешница,,от 30 до 50 °C,
https://cdn.entero.ru/mp@2x/9b/17/9b17dac46004b51f9d0cc229fe7391ce.jpg,Стол тепловой КОБОР HT7-13,HT7-13 без борта,69033,RUB,Нет,КОБОР,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/88656,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88656"">Кобор HT7-13</a></b> предназначен для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена электронной регулировкой температуры, дверями-купе и регулируемыми по высоте перфорированной полкой и ножками. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88656,220 В,2 кВт,1300 мм,700 мм,870 мм,,Россия,,,0,https://entero.ru/manuals/90205/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20HT7-13.pdf;https://entero.ru/manuals/90267/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,94 кг,,468 л,нерж. сталь,тепловой шкаф,,от 0 до 60 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/47/98/4798fb63370e87344b2a550c5fcd0136.jpg,Стол тепловой КОБОР HT6-14B,HT6-14B с бортом,69575,RUB,Нет,КОБОР,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/88648,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88648"">Кобор HT6-14B</a></b> предназначен для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена электронной регулировкой температуры, дверями-купе и регулируемыми по высоте перфорированной полкой и ножками. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88648,220 В,2 кВт,1400 мм,600 мм,870 мм,,Россия,,,0,https://entero.ru/manuals/90200/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20HT6-14B.pdf;https://entero.ru/manuals/90253/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,72474,,99 кг,Да,428 л,нерж. сталь,тепловой шкаф,,от 0 до 60 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/66/ae/66ae69efac47f6e8386ab57c996b9fb8.jpg,Стол тепловой KAYMAN ТСЦ-11/1207,Стол тепловой KAYMAN ТСЦ-11/1207,70519,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/204132,"<p>Центральный тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/204132""><b class=""b"">KAYMAN ТСЦ-11/1207</b></a> используется для подогрева тарелок перед сервировкой, а также для сохранения блюд и напитков в горячем виде на предприятиях общественного питания и торговли. Модель оснащена микроконтроллером, 2 дверями-купе и полкой. Корпус, двери, полка и рабочая поверхность выполнены из нержавеющей стали AISI 430, столешница усилена ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материалов:
<ul>
<li>Сталь рабочая поверхность: 0,8 мм</li>
<li>Сталь корпус: 0,8 мм</li>
<li>Сталь полка: 0,8 мм</li>
<li>Сталь задняя стенка: 0,5 мм</li>
<li>ЛДСП столешница: 32 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 1220х720х870 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",204132,220 В,2 кВт,1200 мм,700 мм,850 мм,,Россия,,,0,,76651,,66.84 кг,,,нерж. сталь,тепловой стол,двери-купе,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/2f/9d/2f9d575c90128fa1ca92c4a36c14f93b.jpg,Стол тепловой KAYMAN ТСП-11/1207,Стол тепловой KAYMAN ТСП-11/1207,70519,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/227660,"<p>Пристенный тепловой стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227660""><b class=""b"">KAYMAN ТСП-11/1207</b></a> используется для подогрева тарелок перед сервировкой, а также для сохранения блюд и напитков в горячем виде на предприятиях общественного питания и торговли. Модель оснащена микроконтроллером, 2 дверями-купе и полкой. Корпус, двери, полка и рабочая поверхность выполнены из нержавеющей стали AISI 430, столешница усилена ЛДСП.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина материалов:
<ul>
<li>Сталь рабочая поверхность: 0,8 мм</li>
<li>Сталь корпус: 0,8 мм</li>
<li>Сталь полка: 0,8 мм</li>
<li>Сталь задняя стенка: 0,5 мм</li>
<li>ЛДСП столешница: 32 мм</li>
</ul>
</li>
<li>Высота борта: 70 мм</li>
<li>Габариты в упаковке: 1220х620х870 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",227660,220 В,2 кВт,1200 мм,700 мм,850 мм,,Россия,,,0,,,,68.18 кг,Да,,нерж. сталь,тепловой стол,двери-купе,55 °С,2,обогреваемая камера,,,
https://cdn.entero.ru/mp@2x/e7/39/e739a0ad177767f3c8c23cad447bf5b8.jpg,Стол тепловой КОБОР HT6-15,HT6-15 без борта,71761,RUB,Нет,КОБОР,Профоборудование,Тепловое,Столы и шкафы тепловые,https://entero.ru/item/88642,"<p>Тепловой стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88642"">Кобор HT6-15</a></b> предназначен для демонстрации, подогрева и поддержания в теплом состоянии различных блюд на предприятиях общественного питания и торговли. Модель оснащена электронной регулировкой температуры, дверями-купе и регулируемыми по высоте перфорированной полкой и ножками. Корпус выполнен из нержавеющей стали AISI 430.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88642,220 В,2 кВт,1500 мм,600 мм,870 мм,,Россия,,,0,https://entero.ru/manuals/90201/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20HT6-15.pdf;https://entero.ru/manuals/90255/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,77162,,105 кг,,462 л,нерж. сталь,тепловой шкаф,,от 0 до 60 °С,2,обогреваемая камера,,,
