Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Объем воды,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (в упаковке)
https://cdn.entero.ru/mp@2x/12/43/124317b221c3b6a852d3bfd10a8c7c5e.jpg;https://cdn.entero.ru/mp@2x/39/c7/39c7625ccd70298e5421ba405ddac8be.jpg;https://cdn.entero.ru/mp@2x/82/f7/82f7c919e95b7d9e2b48fdaf6678f2f3.jpg;https://cdn.entero.ru/mp@2x/f1/a8/f1a8dac3662a53a3bed6e224ce80c48d.jpg,Ротационный кипятильник (термостат) Sirman SOFTCOOKER WI-FOOD,Ротационный кипятильник (термостат) Sirman SOFTCOOKER WI-FOOD,79291,RUB,Да,Sirman,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/85076,"<p>Термостат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/85076"">Sirman SOFTCOOKER WI-FOOD</a></b> предназначен для приготовления широкого спектра блюд по технологии Sous Vide на предприятиях общественного питания. Модель оснащена приложением, позволяющим управлять несколькими машинами, объединенными в группу, и вести варку в несколько этапов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитное автоматическое устройство при «холостом» использовании</li>
<li>Управление через бесплатное приложение для Android и iOS</li>
<li>10 программ</li>
<li>​Сенсорный дисплей 5” с классом защиты IP 67</li>
<li>Точная регулировка температуры ±0,3 °C</li>
<li>Корпус из анодированного алюминия</li>
<li>Ручка для удобства переноски машины</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 330x455x240 мм</li>
</ul>",85076,погружной,80 л,от 24 до 99 °С,220 В,2 кВт,174 мм,203 мм,377 мм,4.5 кг,Италия,1,330x240x455 мм,0,https://entero.ru/manuals/62608/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Sirman%20SOFTCOOKER%20WI-FOOD.pdf;https://entero.ru/manuals/419123/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sirman%20SOFTCOOKER%20WI-FOOD.pdf;https://entero.ru/manuals/62609/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Sirman%20SOFTCOOKER%20WI-FOOD.jpg;https://entero.ru/manuals/72786/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Sirman%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/501567/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,
https://cdn.entero.ru/mp@2x/6e/c5/6ec5df3ebccb99f605270650f9518192.jpg;https://cdn.entero.ru/mp@2x/66/f3/66f3c1dd8a8727541bef2bed83d388f6.jpg;https://cdn.entero.ru/mp@2x/99/74/9974ec6c828b973d83d09329f664afc6.jpg;https://cdn.entero.ru/mp@2x/15/1d/151d931f4c80fc42b501abf91523403d.jpg;https://cdn.entero.ru/mp@2x/e3/db/e3db2af86d6e0d94e38489db8ed9788b.jpg;https://cdn.entero.ru/mp@2x/0c/98/0c98872135769e9d8de6959eca0e7ad3.jpg,Аппарат Sous Vide Steba SV 120 Professional,SV 120,28757,RUB,Да,,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/158193,"<p>Аппарат Sous Vide <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/158193"">Steba SV 120 Professional</a></b> используется в частных домах и квартирах для приготовления пищи в герметичных пакетах в горячей воде при невысоких температурах, что позволяет сохранить в продуктах все питательные вещества, витамины и минералы и обеспечить насыщенный вкус мяса и овощей. Модель оснащена электронной панелью управления с дисплеем. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Циркуляция воды</li>
<li>Метки минимального и максимального уровня жидкости</li>
<li>Кнопка включения / отключения</li>
<li>Полностью водостойкий (IPX7)</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Пропускная способность: 85 л/мин.</li>
<li>Шаг установки температуры: 0,1 °C</li>
<li>Минимальная глубина посуды: 150 мм</li>
<li>Время нагрева 30 л воды до 56 °C: 45 мин.</li>
</ul>",158193,погружной,30 л,от 0 до 90 °С,220 В,2 кВт,95 мм,160 мм,370 мм,2.3 кг,Германия,,,0,,31258,,
https://cdn.entero.ru/mp@2x/5b/f1/5bf1220020237ca5401120b49ba3151e.jpg;https://cdn.entero.ru/mp@2x/ea/02/ea02b3828d85e0adfd3df3706dc04e34.jpg;https://cdn.entero.ru/mp@2x/ab/98/ab98cc4f1c9c0022813e06f43cc5d912.jpg;https://cdn.entero.ru/mp@2x/7e/54/7e54aa130a4399032f8dbc9f31bbe7b7.jpg;https://cdn.entero.ru/mp@2x/22/06/220696272b0b87c80bd9b5f2147bae14.jpg;https://cdn.entero.ru/mp@2x/5f/e9/5fe92e07920c2356dace11d648f2c81e.jpg;https://cdn.entero.ru/mp@2x/8d/81/8d81ee67a2a7e247e7ef4c32549b72f1.jpg;https://cdn.entero.ru/mp@2x/32/10/32105801c68c3531e39d6f701e9f3394.jpg;https://cdn.entero.ru/mp@2x/52/0c/520cf652ef6513bd614a6ca68e8c47d6.jpg;https://cdn.entero.ru/mp@2x/bf/c4/bfc4c8d8c675822e75b60402346cedd3.jpg;https://cdn.entero.ru/mp@2x/19/b7/19b7f25a43eabda262c1a754dab23953.jpg;https://cdn.entero.ru/mp@2x/96/de/96de4a2000198d926e270139faa589e4.jpg,Ротационный кипятильник (термостат) InnoCook Vortex на 75 литров,Ротационный кипятильник (термостат) InnoCook Vortex на 75 литров,64900,RUB,Да,,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/127666,"<p>Ротационный кипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127666""><b class=""b"">InnoCook Vortex </b></a>предназначен для приготовления широкого спектра блюд по технологии Sous Vide на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления. Корпус полностью выполнен из пищевой нержавеющей стали.</p>

<p>В комплект поставки входит термощуп.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Циркуляция воды через механизм турбинной помпы</li>
<li>Управление при помощи энкодера</li>
<li>Возможность добавления в память 3 личных программ приготовления: ""Мясо"", ""Рыба"" и ""Овощи""</li>
<li>Режим удержания температуры после окончания времени</li>
<li>Режим калибровки температурных датчиков</li>
<li>Функция автостарта</li>
<li>Функция контроля температуры мотора</li>
<li>Защита от прегерева</li>
<li>Индикация градусов в C° или F°</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Точность температуры: 0,1 °С</li>
<li>Потенциал работы мотора: 50000 ч</li>
<li>Макс. рабочая глубина: 100 мм</li>
<li>Длина шнура питания: 250 см</li>
</ul>",127666,погружной,75 л,от 20 до 95 °С,220 В,1.8 кВт,130 мм,260 мм,380 мм,3.8 кг,Россия,1,215x405x265 мм,0,https://entero.ru/manuals/498750/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20InnoCook%20Vortex.pdf,69043,,
https://cdn.entero.ru/mp@2x/54/bc/54bccdb5f62b8690fbf253ccbf2c4d04.jpg;https://cdn.entero.ru/mp@2x/f6/06/f606cc950cad48204081cf63b3e5e79f.jpg,Термостат-ванна Apach ASV 1/1 GN R New,Термостат-ванна Apach ASV 1/1 GN R New,66317,RUB,Да,Apach,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/198168,"<p>Термостат-ванна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198168"">Apach ASV 1/1 GN R New</a></b> предназначена для приготовления широкого спектра блюд по технологии Sous Vide на предприятиях общественного питания и торговли. Модель оснащена мощными нагревательными элементами с противоударным покрытием, удобными ручками для переноски и сливным краном. Корпус и емкость выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая интуитивно понятная панель управления</li>
<li>Обновленный дисплей и программное обеспечение</li>
<li>Высокоточный нагреватель с электронным контролем температуры ±0,3 °С</li>
<li>Статический нагрев</li>
<li>Возможность программирования и сохранения 25 программ</li>
<li>Клавиша ""DISPLAY"": помогает отслеживать процесс приготовления и облегчает планирование по времени</li>
<li>Функция ""Отложенный старт"": позволяет отсрочить старт программы на время от 10 минут до 24 часов (с шагом настройки 10 минут)</li>
<li>Система ""Electronics care"": автоматическая вентиляция устройства в конце цикла приготовления, при этом сам термостат может оставаться в ванне с водой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер емкости: GN 1/1</li>
<li>Габариты в упаковке: 600х500х420 мм</li>
</ul>",198168,с ванной,25 л,от 30 до 99 °С,220 В,1.7 кВт,575 мм,370 мм,300 мм,16.5 кг,Италия,1,600x500x420 мм,13,https://entero.ru/manuals/290019/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B8%20%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E%20%D0%BD%D0%B0%20Apach%20ASV%201_1%20GN%20R%20New.pdf;https://entero.ru/manuals/290020/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20ASV%201_1%20GN%20R%20New.pdf;https://entero.ru/manuals/290021/%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%20%D0%BD%D0%B8%D0%B7%D0%BA%D0%BE%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BF%D1%80%D0%B8%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20Sous%20Vide.pdf;https://entero.ru/manuals/290022/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,70550,,
https://cdn.entero.ru/mp@2x/5d/74/5d74ae4dae4d58d9e4d75ab82c589d63.jpg;https://cdn.entero.ru/mp@2x/8e/0d/8e0dc3fb04ef288c846fbdba5a7f091e.jpg;https://cdn.entero.ru/mp@2x/fa/ed/faed0e70aec2db40d9ec6386a3ab5461.jpg;https://cdn.entero.ru/mp@2x/ff/01/ff01803c8d7b84f9ef021ac03c7bfe68.jpg;https://cdn.entero.ru/mp@2x/ee/bc/eebc678d5b59345533bf3b457aba7e3b.jpg;https://cdn.entero.ru/mp@2x/5d/72/5d7249c01c4f33bbf97070b529b09e48.jpg,Ротационный кипятильник (термостат) VAC-STAR SousVide Chef 2 Classic черный,SVC_Classic_sw-EU / Sous Vide Chef 2 Classic / SousVideChef2Classic,88500,RUB,Да,VAC-STAR,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/116937,"<p>Ротационный кипятильник <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116937""><b class=""b"">VAC-STAR ​SousVide Chef 2 Classic</b></a> используется на предприятиях общественного питания и позволяет готовить деликатесные блюда по технологии Sous Vide, придавая им нежнейший вкус и сохраняя все важные микроэлементы продуктов. Особенность данного оборудования состоит в том, что продукты перед непосредственным приготовлением помещают в упаковку, из которой полностью удаляется воздух. Затем вакуумные пакеты помещают в воду и готовят. Циркуляционный нагрев равномерно распределяет температуру в емкости. Корпус выполнен из высококачественного безопасного пищевого пластика, нагревательный элемент - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Мощный циркуляционный насос, обеспечивающий ротацию жидкости</li>
<li>SSR система контроля (нет механического реле включения / выключения нагревательного элемента)</li>
<li>Водонепроницаемая панель управления</li>
<li>Интуитивно понятное управление</li>
<li>ЖК-дисплей с подсветкой и крупными легко читаемыми цифрами в °C или °F</li>
<li>Датчик низкого уровня воды со звуковым предупреждением и системой автоматического отключения</li>
<li>PID-регулятор температуры</li>
<li>Программируемый таймер (до 99 часов)</li>
<li>Защита от скачков напряжения</li>
<li>Защита от перегрева</li>
<li>Специальная вентиляция для охлаждения электронных компонентов</li>
<li>Защита от разбрызгивания воды</li>
<li>Защита от сухого хода</li>
<li>Глубина погружения отмечена специальными рисками Мin и Мax</li>
<li>Защитная сетка из нержавеющей стали перед всасывающим коллектором</li>
<li>Удобство снятия сервисной крышки для обслуживания нагревательного элемента</li>
<li>Удобство использования в ёмкостях с круглыми или плоскими стенками</li>
<li>Произведен и собран в Европе</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность насоса: 16 л/мин.</li>
<li>Точность устанавливаемой температуры: 0,1 °C</li>
<li>Чувствительность: 0,05 °C</li>
<li>Глубина погружения: от 80 до 170 мм</li>
<li>Цвет: черный</li>
</ul>",116937,погружной,40 л,от 0 до 90 °С,220 В,1.3 кВт,360 мм,100 мм,160 мм,2.4 кг,Швейцария,,,0,https://entero.ru/manuals/117708/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VAC-STAR%20SousVide%20Chef%202%20Classic.pdf;https://entero.ru/manuals/117709/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,95161,https://vk.com/video_ext.php?oid=-177656185&id=456240032&hd=2&autoplay=0,
https://cdn.entero.ru/mp@2x/70/0e/700e5d57c7fa3cd542f2671d19d0c547.jpg,Термостат-ванна Apach ASV 2/3 GN New,Термостат-ванна Apach ASV 2/3 GN New,46093,RUB,Да,Apach,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/198166,"<p>Термостат-ванна <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/198166"">Apach ASV 2/3 GN New</a></b> предназначена для приготовления широкого спектра блюд по технологии Sous Vide на предприятиях общественного питания и торговли. Модель оснащена мощными нагревательными элементами с противоударным покрытием и удобными ручками для переноски. Корпус и емкость выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Новая интуитивно понятная панель управления</li>
<li>Обновленный дисплей и программное обеспечение</li>
<li>Высокоточный нагреватель с электронным контролем температуры ±0,3 °С</li>
<li>Возможность программирования и сохранения 25 программ</li>
<li>Клавиша ""DISPLAY"": помогает отслеживать процесс приготовления и облегчает планирование по времени</li>
<li>Функция ""Отложенный старт"": позволяет отсрочить старт программы на время от 10 минут до 24 часов (с шагом настройки 10 минут)</li>
<li>Система ""Electronics care"": автоматическая вентиляция устройства в конце цикла приготовления, при этом сам термостат может оставаться в ванне с водой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер емкости: GN 2/3</li>
<li>Габариты в упаковке: 600х500х420 мм</li>
</ul>",198166,с ванной,14 л,от 30 до 99 °С,220 В,1.15 кВт,390 мм,360 мм,300 мм,5.5 кг,Италия,1,540x470x410 мм,0,https://entero.ru/manuals/230884/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/290008/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B8%20%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E%20%D0%BD%D0%B0%20Apach%20ASV%202_3%20GN%20New.pdf;https://entero.ru/manuals/290011/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20ASV%202_3%20GN%20New.pdf;https://entero.ru/manuals/290012/%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F%20%D0%BD%D0%B8%D0%B7%D0%BA%D0%BE%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D1%83%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%BF%D1%80%D0%B8%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20Sous%20Vide.pdf;https://entero.ru/manuals/290013/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,48519,,
https://cdn.entero.ru/mp@2x/04/bd/04bd33c5c904a97afa602562572e2556.jpg;https://cdn.entero.ru/mp@2x/2d/e2/2de2fa957da131535f6cb75c0ee4ef5f.jpg;https://cdn.entero.ru/mp@2x/a3/d0/a3d0bcdb31a375a583e5105b758adb4f.jpg;https://cdn.entero.ru/mp@2x/4e/e2/4ee2ff58a0fa19dd1aa049fbebf1ff40.jpg,Аппарат Sous Vide FIMAR EasyLine FZ03A,Аппарат Sous Vide FIMAR EasyLine FZ03A,54444,RUB,Да,FIMAR,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/124535,"<p>Аппарат Sous Vide <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124535"">FIMAR EasyLine FZ03A</a></b> используется на предприятиях общественного питания и торговли для приготовления блюд по технологии Sous Vide, придавая им нежнейший вкус и сохраняя все важные микроэлементы продуктов. Модель оснащена электронной панелью управления. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защита от сухого хода</li>
<li>Дисплей</li>
<li>Датчик температуры</li>
<li>Датчик уровня воды</li>
<li>Точность температурной обработки +/- 0,5 °С</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 220х190х410 мм</li>
</ul>",124535,погружной,30 л,от 0 до 99 °С,220 В,1.5 кВт,140 мм,110 мм,332 мм,2.5 кг,Китай,1,220x190x410 мм,0,https://entero.ru/manuals/196386/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20FIMAR%20EasyLine%20FZ03A.doc;https://entero.ru/manuals/375878/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20FIMAR%20EasyLine%20FZ03A.pdf;https://entero.ru/manuals/375879/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/375880/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,58542,,
https://cdn.entero.ru/mp@2x/48/c1/48c1e3d873ce6b45d2a851a0a7ccfee6.jpg;https://cdn.entero.ru/mp@2x/99/6f/996f226dea095bac034843f62ec2b31d.jpg,Термостат погружной ROAL SV-2209,Термостат погружной ROAL SV-2209,7863,RUB,Да,ROAL,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/315133,"<p>Погружной термостат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315133"">ROAL SV-2209</a></b> используется на предприятиях общественного питания и торговли для обеспечения установленной температуры воды и поддержания ее в течение заданного времени при приготовления блюд по технологии Sous Vide, придавая им нежнейший вкус и сохраняя все важные микроэлементы продуктов. Модель оснащена сенсорной панелью управления и электронным таймером до 99 часов. Сенсорная панель выполнена из пластика, погружная часть корпуса - из нержавеющей стали.</p>

<p>В комплект поставки входит крепление к ёмкости.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настройка температуры в C° и F°</li>
<li>LED дисплей</li>
<li>Электронный таймер до 99 часов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость перемешивания: 4,5±15% л/мин.</li>
<li>Глубина:
<ul>
<li>Минимальная: около 75 мм (в зависимости от шкалы уровня воды в продукте)</li>
<li>Максимальная: около 135 мм (в зависимости от шкалы уровня воды в продукте)</li>
</ul>
</li>
</ul>",315133,погружной,15 л,от 25 до 90 °С,220 В,1.1 кВт,72 мм,72 мм,383 мм,17 кг,Китай,1,150x115x420 мм,0,https://entero.ru/manuals/378977/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20SV-2209.pdf,,,
https://cdn.entero.ru/mp@2x/52/90/5290a2eea028e1e2db037ce79b0cfe0e.jpg;https://cdn.entero.ru/mp@2x/3c/5a/3c5a96d8a18288a1da19ffc08ae668da.jpg;https://cdn.entero.ru/mp@2x/bb/2d/bb2d8eff3618705a0dda0b3a035a9182.jpg;https://cdn.entero.ru/mp@2x/e6/35/e635e5b0d4d1b60ea2403fdc3aa9d842.jpg;https://cdn.entero.ru/mp@2x/62/94/6294ee73a894b8c0022f170cc627fd70.jpg,Ротационный кипятильник (термостат) Airhot SOUS-VIDE SV-30E,SOUSVIDE SV-30E,18940,RUB,Да,Airhot,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/363908,"<p>Термостат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363908"">Airhot SOUS-VIDE SV-30E</a></b> используется на предприятиях общественного питания и торговли для обеспечения установленной температуры воды и поддержания ее в течение заданного времени при приготовления блюд по технологии Sous Vide, придавая им нежнейший вкус и сохраняя все важные микроэлементы продуктов. Модель оснащена электронной панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Циркуляционный насос обеспечивает постоянную температуру приготовления</li>
<li>Настройка температуры в C° и F°</li>
<li>Защита от попадания влаги внутрь</li>
<li>Таймер на 24 часа</li>
</ul>",363908,погружной,30 л,от 5 до 99 °С,220 В,1.2 кВт,145 мм,115 мм,320 мм,2.1 кг,Китай,1,200x200x395 мм,0,https://entero.ru/manuals/472895/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20SOUS-VIDE%20SV-30E.pdf,,,
https://cdn.entero.ru/mp@2x/80/de/80de783ffc27e52d6baa3d9c3766227e.jpg;https://cdn.entero.ru/mp@2x/69/67/6967038af5391323e9bf57abcdde3322.jpg;https://cdn.entero.ru/mp@2x/1e/a4/1ea4bd87ec148613e4bca5f2967b0d56.jpg,Аппарат Sous Vide Steba SV 100 Professional,SV 100,37651,RUB,Да,,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/131745,"<p>Аппарат Sous Vide <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131745"">Steba SV 100 Professional</a></b> используется в частных домах и квартирах для приготовления пищи в герметичных пакетах в горячей воде при невысоких температурах, что позволяет сохранить в продуктах все питательные вещества, витамины и минералы и обеспечить насыщенный вкус мяса и овощей. Модель оснащена панелью управления с ЖК-дисплеем. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Циркуляция воды</li>
<li>Используется с любой термостойкой посудой</li>
<li>Метки минимального и максимального уровня жидкости</li>
<li>Таймер до 99 ч </li>
<li>Отображаемая на дисплее информация:
<ul>
<li>текущая температура</li>
<li>заданная температура</li>
<li>таймер</li>
</ul>
</li>
<li>Кнопка включения / отключения</li>
<li>Полностью водостойкий (IPX7)</li>
<li>Винтовое крепление</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Пропускная способность: 7,5 л/мин.</li>
<li>Шаг установки температуры: 0,1 °C</li>
<li>Минимальная глубина посуды: 150 мм</li>
<li>Время нагрева 30 л воды до 56 °C: 45 мин.</li>
</ul>",131745,погружной,,от 5 до 99 °С,220 В,1.5 кВт,145 мм,130 мм,320 мм,2 кг,Германия,,,0,https://entero.ru/manuals/148686/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Steba%20SV%20100%20Professional.pdf,,,
https://cdn.entero.ru/mp@2x/27/34/273480adb6929b8765a39bea411b4524.jpg,Аппарат Sous Vide Vortmax VS 1/1 с крышкой,Аппарат Sous Vide Vortmax VS 1/1 с крышкой,57453,RUB,Да,Vortmax,Профоборудование,Тепловое,Аппараты Sous Vide,https://entero.ru/item/91638,"<p>Аппарат Sous Vide <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91638""><b class=""b"">Vortmax VS 1/1</b></a> используется на предприятиях общественного питания и торговли для приготовления блюд по технологии Sous Vide. Модель оснащена электронной панелью управления с цифровым дисплеем показывающим текущую температуру и удобными ручками для переноски. Контейнер и крышка выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит крышка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 программ</li>
<li>Защита от холостого хода</li>
<li>Защита нагревательного элемента с помощью панели из нержавеющей стали</li>
<li>Установка температуры с шагом 0,2 °C</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер емкости: GN 1/1</li>
<li>Объем:
<ul>
<li>Полезный: 22 л</li>
</ul>
</li>
</ul>",91638,с ванной,26.5 л,от 24 до 99 °С,220 В,1.7 кВт,565 мм,360 мм,300 мм,11.5 кг,Италия,1,685x355x395 мм,0,,59847,,
