Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Установка,Вес (с упаковкой),Цвет,Камбузное оборудование,Объем дежи,Механизм поднятия головы,Число скоростей,Скорость вращения венчика,Вращение дежи,Уровень шума
https://cdn.entero.ru/mp@2x/af/f7/aff7080b65abae971346c808c257367c.jpg,Миксер планетарный Gastromix B 50C 380 В,Миксер планетарный Gastromix B 50C 380 В,209364,RUB,Да,Gastromix,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/118785,"<p>Планетарный миксер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118785""><b class=""b"">Gastromix B 50C</b></a> предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Корпус выполнен из крашенного металла, съемная дежа и защитная решетка - из нержавеющей стали.</p>

<p>В комплект поставки входят венчик, лопатка и крюк из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая система управления</li>
<li>Механизм подъема дежи</li>
<li>Съемная дежа</li>
<li>Прочная конструкция и надежные внутренние компоненты</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения насадки: 74 / 150 / 288 об/мин.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",118785,380 В,1.8 кВт,690 мм,622 мм,1200 мм,229 кг,Китай,1,1395x720x1395 мм,0,https://entero.ru/manuals/121192/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gastromix%20B%2050C.pdf;https://entero.ru/manuals/481649/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,220383,,200 кг,,напольный,,"металлический, нерж. сталь",,50 л,фиксированная траверса,3,от 74 до 288 об/мин.,,
https://cdn.entero.ru/mp@2x/62/39/62399e5d2002108218aed943ec31f675.jpg;https://cdn.entero.ru/mp@2x/39/c2/39c295afb727cd4b26eef1306b8f12f3.jpg;https://cdn.entero.ru/mp@2x/31/1e/311efc4a0d00de87607beef913ab758c.jpg;https://cdn.entero.ru/mp@2x/9b/a9/9ba9e2ebd93e9792758bb1a885d21bd8.jpg;https://cdn.entero.ru/mp@2x/db/6e/db6e09a22c7717fc7ed1d7dd69ad9787.jpg;https://cdn.entero.ru/mp@2x/82/5e/825edc9224489b95d17c2357a37155d5.jpg;https://cdn.entero.ru/mp@2x/d3/de/d3deb207f8d0fd481fbd49811af430b9.jpg;https://cdn.entero.ru/mp@2x/7d/f0/7df0966e2d617f80bf07504ed9a9481c.jpg;https://cdn.entero.ru/mp@2x/72/c5/72c510fb74a665b265a5852fe9434c4d.jpg;https://cdn.entero.ru/mp@2x/41/de/41de4c57ecda3c7264cd1d4889f3f7fb.jpg;https://cdn.entero.ru/mp@2x/21/c7/21c71d0bd086bde49d465806961c31b9.jpg;https://cdn.entero.ru/mp@2x/b9/20/b920a0d6684bfa1c83ab9c29a1042e6c.jpg,Миксер планетарный Foodatlas B-60A Eco,B-60A FoodAtlas Eco,215376,RUB,Да,Foodatlas,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/117214,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/117214"">Foodatlas B-60A Eco</a> </b>используется на предприятиях общественного питания и торговли для приготовления кремов, теста и соусов. Модель устанавливается на полу. Подъем и опускание дежи производится поворотом ручки. Все детали выполнены из материалов, разрешенных в пишевой промышленности.</p>

<p>В комлект поставки входят съемная дежа, подкатная тележка под дежу, венчик, лопатка, крюк и защитная решетка над дежой.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",117214,380 В,3 кВт,700 мм,870 мм,1440 мм,,Китай,,,0,https://entero.ru/manuals/310154/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20B-60A%20Eco.pdf;https://entero.ru/manuals/418304/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,224350,,345 кг,,напольный,,серебряный,,60 л,подъемная траверса,3,от 77 до 290 об/мин.,,
https://cdn.entero.ru/mp@2x/40/d7/40d7e80e4b8b363348345a32bcd949fd.jpg,Миксер планетарный Spar SP30HA,SP 30 HA,333627,RUB,Да,Spar,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/33965,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33965"">Spar SP30HA</a> </b>служит для замеса различного теста, творога и фарша, а также для взбивания кремов, муссов и приготовления пюре, соусов и коктейлей. Тесто может быть песочным, слоеным, заварным, дрожжевым, бисквитным и может использоваться для выпечки рогаликов, хлеба, пиццы, печенья и пр.</p>

<p>Месильный орган вращается вокруг своей оси и оси дежи, тем самым обеспечивая получение однородной массы. Миксер оснащен механической коробкой передач и ручным подъемом дежи. </p>

<p>Управление происходит с помощью электромеханической панели. Аппарат оснащен автоматическим отключением, защитой двигателя от перезагрузок. Можно загружать продукты без остановки работы миксера благодаря защитной решетке.</p>

<p>В комплект поставки входят венчик, мешалка и крюк.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Cкорость: 99/176/320 об./мин.</li>
<li>Механический таймер: 15 мин.</li>
</ul>",33965,380 В,0.75 кВт,550 мм,670 мм,1170 мм,,Тайвань,,,0,https://entero.ru/manuals/29339/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Spar%20SP30HA.pdf,354922,,180 кг,Канада,напольный,,"нерж. сталь, металлический",,30 л,подъемная траверса,3,от 99 до 320 об/мин.,,
https://cdn.entero.ru/mp@2x/07/7c/077c2bd39f6b3f0e1453bb0ced8e780f.jpg,Миксер планетарный Electrolux Professional MBE40 (602073),40lt PLANETARY MIXER ELECTROLUX MBE40,379680,RUB,Да,Electrolux Professional,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/220900,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220900"">Electrolux Professional MBE40 (602073)</a></b> предназначен для замеса теста для пиццы. Модель оснащена плоской водонепроницаемой панелью управления с дисплеем. Усиленный корпус полностью выполнен из нержавеющей стали, дежа - из нержавеющей стали AISI 302.</p>

<p>В комплект поставки входят дежа и спиральный крюк.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Профессиональный миксер, способный удовлетворить самые высокие требования, предъявляемые к хлебобулочным и кондитерским изделиям</li>
<li>Мощный асинхронный двигатель с высоким пусковым моментом</li>
<li>3 фиксированные скорости работы + вариатор скорости</li>
<li>Специальный рычаг для подъема и опускания дежи с ее автоматической блокировкой в поднятом положении</li>
<li>Устройство безопасности автоматически останавливает работу машины, когда чаша опускается</li>
<li>Усиленный корпус, опоры и трансмиссия для работы в условиях повышенной нагрузки</li>
<li>Регулируемые ножки для идеальной устойчивости</li>
<li>Класс защиты IP23</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с защитным экраном.</span></em></p>",220900,380 В,2.2 кВт,655 мм,850 мм,1370 мм,,Франция,,,0,https://entero.ru/manuals/263083/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Electrolux%20Professional%20MBE40%20%28602073%29.pdf;https://entero.ru/manuals/263088/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D0%BB%D0%B0%D0%BD%D0%B5%D1%82%D0%B0%D1%80%D0%BD%D1%8B%D1%85%20%D0%BC%D0%B8%D0%BA%D1%81%D0%B5%D1%80%D0%BE%D0%B2%20Electrolux%20Professional.pdf;https://entero.ru/manuals/263090/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D1%80%D0%B8%D0%B3%D0%BE%D1%82%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%BF%D0%B8%D1%89%D0%B8%20Electrolux%20Professional.pdf,,,,,напольный,,белый,,40 л,,"3, вариатор (плавная регулировка)",,,
https://cdn.entero.ru/mp@2x/da/31/da314e8aa2e1942b9b17065e8367f06b.jpg,Миксер планетарный Spar SP40HA,SP 40 HA,456251,RUB,Да,Spar,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/33967,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33967"">Spar SP40HA</a></b> служит для замеса различного теста, творога и фарша, а также для взбивания кремов, муссов и приготовления пюре, соусов и коктейлей. Тесто может быть песочным, слоеным, заварным, дрожжевым, бисквитным и может использоваться для выпечки рогаликов, хлеба, пиццы, печенья и пр.</p>

<p>Месильный орган вращается вокруг своей оси и оси дежи, тем самым обеспечивая получение однородной массы. Миксер оснащен механической коробкой передач и ручным подъемом дежи. </p>

<p>Управление происходит с помощью электромеханической панели. Аппарат оснащен автоматическим отключением, защитой двигателя от перезагрузок. Можно загружать продукты без остановки работы миксера благодаря защитной решетке.</p>

<p>В комплект поставки входят венчик, мешалка и крюк.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Cкорость: 99/176/320 об./мин.</li>
<li>Механический таймер: 15 мин.</li>
</ul>",33967,380 В,1.2 кВт,650 мм,750 мм,1310 мм,,Тайвань,,,0,https://entero.ru/manuals/29335/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Spar%20SP40HA.pdf,490592,,250 кг,Канада,напольный,,"нерж. сталь, металлический",,40 л,подъемная траверса,3,от 99 до 320 об/мин.,,
https://cdn.entero.ru/mp@2x/60/df/60df88d92de59072d402f0af153b9274.jpg,Миксер планетарный CONTI PL16 40VE с подъемом чаши,Миксер планетарный CONTI PL16 40VE с подъемом чаши,482404,RUB,Да,,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/284501,"<p>Планетарный миксер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/284501""><b class=""b"">CONTI PL16 40VE</b></a> предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок на предприятиях общественного питания и торговли, в пекарнях и кондитерских. Модель оснащена ручной панелью управления, ножками с неподвижными фиксирующими опорами, пластиковым защитным экраном</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подъемная чаша</li>
<li>Три скорости</li>
<li>Электронный вариатор скорости</li>
<li>Три рабочих органа: венчик, спираль, лопата (шпатель)</li>
<li>Механическая часть реализована на шестеренчатом редукторе</li>
<li>Надежность и долговременность бесперебойной работы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка: 9 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/284503"">Дополнительная дежа 40 литров</a></li>
<li>Дежа 20 литров + три рабочих органа</li>
<li>Цифровая панель управления</li>
<li>Таймер с программированием</li>
<li>Тележка</li>
<li>Скребок</li>
</ul>",284501,"220 В, 380 В",1.5 кВт,770 мм,900 мм,1600 мм,,Италия,,,0,,,,,,настольный,,серый,,40 л,фиксированная траверса,"3, вариатор (плавная регулировка)",от 40 до 150 об/мин.,,
https://cdn.entero.ru/mp@2x/e6/60/e6608b04df59cde7f0ad531658002805.jpg,Миксер планетарный Spar SP60HA-DM,SP60HA DM,544306,RUB,Да,Spar,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/112097,"<p>Планетарный миксер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112097""><b class=""b"">Spar SP60HA-DM</b></a> используется на предприятиях общественного питания и торговли для замеса различного теста, творога и фарша, а также для взбивания кремов, муссов и приготовления пюре, соусов и коктейлей. Модель оснащена электромеханической панелью управления и защитной решеткой с отверстием для загрузки ингредиентов без остановки процесса перемешивания. Дежа изготовлена из нержавеющей стали.</p>

<p>В комплект поставки входят венчик, мешалка и крюк.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной подъем дежи</li>
<li>Цифровой таймер с установкой до 15 минут</li>
<li>Защита двигателя от перегрузок</li>
<li>Идеальное перемешивание с минимум налипания ингридиентов на поверхность дежи</li>
<li>Вал отбора мощности для использования насадок овощерезки V99S и мясорубки VH12</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения: 83 / 149 / 267 об/мин.</li>
<li>Габариты в упаковке: 720х850х1530 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Скребок</li>
<li>Жесткий венчик</li>
<li>J- образный крюк</li>
<li>Насадка лопатка из нержавеющей стали</li>
<li>Тележка</li>
<li>Дежа меньшего размера</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с механическим таймером.</span></em></p>",112097,380 В,2.25 кВт,650 мм,780 мм,1310 мм,,Тайвань,,,0,https://entero.ru/manuals/310256/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Spar%20SP60HA-DM.pdf,572954,,,Канада,напольный,,"нерж. сталь, металлический",,60 л,фиксированная траверса,3,от 83 до 267 об/мин.,,
https://cdn.entero.ru/mp@2x/9b/47/9b47ffcea57d0baffa043bd7fad9b64e.jpg;https://cdn.entero.ru/mp@2x/61/15/6115de37833706dd88d9792528548539.jpg;https://cdn.entero.ru/mp@2x/07/9b/079ba1be77e3beacd28f7bf2684c9f1c.jpg;https://cdn.entero.ru/mp@2x/10/82/108211aa03eedbb53fba60ea7ba8306b.jpg;https://cdn.entero.ru/mp@2x/0d/3a/0d3a9014c27fe94d23615f1c7164b504.jpg;https://cdn.entero.ru/mp@2x/88/9d/889dbc43f083a7f838430694a5d071d8.jpg;https://cdn.entero.ru/mp@2x/23/4f/234fd65f042a61e84beb0b9100708123.jpg;https://cdn.entero.ru/mp@2x/50/dc/50dcc534ac073adcb72b9e50e125cc62.jpg;https://cdn.entero.ru/mp@2x/41/81/4181ed923f0cd754e94bed771e73cd98.jpg,Миксер планетарный Maunfeld MF-431CH,Миксер планетарный Maunfeld MF-431CH,10839,RUB,Да,,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/257152,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257152"">Maunfeld MF-431CH</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли, а также в домашних условиях для замеса теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также приготовления кремов и соусов. Модель оснащена электромеханической панелью управления. Корпус выполнен из стали и пластика с покрытием вишневого цвета, дежа и рабочие элементы насадок – из высококачественной нержавеющей стали с глянцевой поверхностью, упаковка – картонная коробка.</p>

<p>В комлект поставки входят 3 сменные насадки: крюк для теста, лопатка для перемешивания и венчик для взбивания, инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ступенчатая регулировка частоты вращения с помощью круглой рукоятки</li>
<li>Подъем и фиксация траверсы с помощью поворотного рычага</li>
<li>Импульсный режим</li>
<li>Съемная прозрачная крышка для защиты от разбрызгивания смеси с горловиной для добавления ингридиентов в процессе работы</li>
<li>Кожух на верхнюю часть насадки для дополнительной защиты от брызг</li>
<li>Съемная дежа для удобства выгрузки смеси и очистки</li>
<li>Подставка с углублением для надежной фиксации дежи</li>
<li>Нескользящие резиновые опоры-присоски</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Средний срок эксплуатации: 3 г.</li>
<li>Рекомендуемая длительность непрерывной работы / перерыва: 10 / 10 мин.</li>
<li>Максимальная загрузка муки: 1,5 кг</li>
<li>Загрузка яиц: от 3 до 12</li>
</ul>",257152,220 В,1 кВт,345 мм,270 мм,310 мм,,Китай,,,0,https://entero.ru/manuals/317331/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Maunfeld%20MF-431CH.pdf,,,4.2 кг,,настольный,,вишневый,,5 л,подъемная траверса,6,,,
https://cdn.entero.ru/mp@2x/6a/06/6a06e4197542d4a12affe8f6937a0c28.jpg;https://cdn.entero.ru/mp@2x/15/89/15892fba92e84ed3736f254cfb96a482.jpg;https://cdn.entero.ru/mp@2x/49/ca/49ca0e37ed6e88ded3dd2055031ec6f6.jpg;https://cdn.entero.ru/mp@2x/92/b1/92b1cb3490ed27065b85b20008d14e8b.jpg;https://cdn.entero.ru/mp@2x/9b/c1/9bc114eb2b8c40eff2b5dfc31f7a5da3.jpg;https://cdn.entero.ru/mp@2x/5e/03/5e0379499a733d9e0fb7fbdad2ead786.jpg;https://cdn.entero.ru/mp@2x/84/68/8468394612463feded1c74c1b772f0be.jpg;https://cdn.entero.ru/mp@2x/25/04/2504c46d85e8a7a2c012d0e8b3525ba2.jpg;https://cdn.entero.ru/mp@2x/84/95/84952e3d42a1f9500fecca29f2ad2eb7.jpg;https://cdn.entero.ru/mp@2x/d8/e3/d8e3956ebe0277bde01c08da82b6bb98.jpg;https://cdn.entero.ru/mp@2x/7d/9d/7d9deaa0caf86a9ef6e497c53aba0fac.jpg,Миксер планетарный Maunfeld MF-432R,Миксер планетарный Maunfeld MF-432R,17490,RUB,Да,,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/257155,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257155"">Maunfeld MF-432R</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли, а также в домашних условиях для замеса теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также приготовления кремов и соусов. Модель оснащена электромеханической панелью управления. Корпус выполнен из прочного АБС-пластика с покрытием красного цвета, дежа и рабочие элементы насадок – из высококачественной нержавеющей стали с глянцевой поверхностью, упаковка – картонная коробка.</p>

<p>В комлект поставки входят 3 сменные насадки: крюк для теста, лопатка для перемешивания и венчик для взбивания, инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ступенчатая регулировка частоты вращения с помощью круглой рукоятки</li>
<li>Подъем и фиксация траверсы с помощью кнопки</li>
<li>Импульсный режим</li>
<li>Съемная прозрачная крышка для защиты от разбрызгивания смеси с горловиной для добавления ингридиентов в процессе работы</li>
<li>Съемная дежа для удобства выгрузки смеси и очистки</li>
<li>Надежная фиксация дежи</li>
<li>Яркая голубая светодиодная подсветка переключателя</li>
<li>Нескользящие резиновые опоры-присоски</li>
<li>Класс электрозащиты: II</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Средний срок эксплуатации: 3 г.</li>
<li>Рекомендуемая длительность непрерывной работы / перерыва: 10 / 10 мин.</li>
<li>Максимальная загрузка: 2,5 кг</li>
<li>Загрузка яиц: от 3 до 20</li>
<li>Длина кабеля питания: 1200 мм</li>
</ul>",257155,220 В,1.5 кВт,413 мм,262 мм,370 мм,,Китай,,,0,https://entero.ru/manuals/317332/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Maunfeld%20MF-432R.pdf,,,6.39 кг,,настольный,,красный,,10 л,подъемная траверса,6,,,
https://cdn.entero.ru/mp@2x/87/73/877399e23daf270bc695a8db98e284c7.jpg;https://cdn.entero.ru/mp@2x/9c/d3/9cd3deaa270fa8909229c93ee3da2080.jpg;https://cdn.entero.ru/mp@2x/df/c4/dfc4cba0ac0052ce4190cd0ce156391a.jpg;https://cdn.entero.ru/mp@2x/b9/b1/b9b13a70c5f008ca6594bd6c3cf5e08a.jpg;https://cdn.entero.ru/mp@2x/40/72/4072914343400787dc076e5490f97692.jpg;https://cdn.entero.ru/mp@2x/c1/a1/c1a1128eaa12e73e6d80cf7935d9999a.jpg;https://cdn.entero.ru/mp@2x/da/2b/da2b78009f76be1504b6e4896ac62d7e.jpg,Миксер планетарный Foodatlas B-7A Foodatlas Eco черный,B-7A Foodatlas Eco,21867,RUB,Да,Foodatlas,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/265741,"<p>Планетарный миксер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265741""><b class=""b"">Foodatlas B-7A Eco </b></a>используется на предприятиях пищевой промышленности, общественного питания и торговли для замеса теста жидкой консистенции, а также приготовления кремов и соусов. Модель оснащена кабелем питания с вилкой и электромеханической панелью управления. Дежа и насадки выполнены из высококачественной нержавеющей стали, корпус обтекаемой формы с глянцевой поверхностью черного цвета.</p>

<p>В комлект поставки входят съемная дежа и 3 насадки: крюк, лопатка и венчик.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ступенчатая регулировка скорости с помощью круглого поворотного переключателя</li>
<li>Прозрачная крышка с загрузочной горловиной для добавления ингридиентов, визуального контроля замешивания и защиты от брызг в процессе работы</li>
<li>Система концевых выключателей для мнгновенного отключения при отсутствии дежи, подъеме и опускании траверсы</li>
<li>Кнопка аварийной остановки</li>
<li>Простое управление</li>
<li>Устойчивое основание с нескользящими опорами</li>
<li>Климатическое исполнение: УХЛ 4.2. по ГОСТ 15150-69</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная производительность: 15 кг/ч</li>
<li>Диапазон частоты вращения: от 115 д 650 об/мин.</li>
<li>Рекомендуемые длительность работы / перерыва / объем загрузки при работе с насадками:
<ul>
<li>Венчик: 15 / 15 мин. / 60%</li>
<li>Лопатка: 20 / 20 мин. / 40%</li>
<li>Крюк: 20 / 20 мин. / 30%</li>
</ul>
</li>
<li>Максимальный объем загрузки: 5 л</li>
<li>Диаметр дежи: 220 мм</li>
<li>Толщина корпуса дежи: 1 мм</li>
</ul>",265741,220 В,0.3 кВт,225 мм,390 мм,420 мм,20 кг,Китай,1,500x325x525 мм,0,https://entero.ru/manuals/329639/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20B-7A%20Eco.pdf;https://entero.ru/manuals/417794/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,18 кг,,настольный,,черный,,7 л,подъемная траверса,11,,,
https://cdn.entero.ru/mp@2x/17/35/1735dfa80b40578f05c127f9c2c53b1f.jpg,Миксер планетарный Hualian B7,Миксер планетарный Hualian B7,26496,RUB,Да,Hualian,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/125184,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125184"">Hualian B7</a></b> предназначен для замеса различного вида теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также для приготовления пюре, майонеза, различных соусов, взбитых сливок на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена пластиковой защитной крышкой, которая обеспечивает безопасность и препятствует разбрызгиванию продукта. Дежа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входят венчик, лопатка и крюк.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",125184,220 В,0.5 кВт,380 мм,240 мм,405 мм,,Китай,,,0,,28490,,,,настольный,,белый,,7.5 л,подъемная траверса,вариатор (плавная регулировка),,,
https://cdn.entero.ru/mp@2x/a7/b7/a7b76f0f5682edc9b2d305032d82819d.jpg,Миксер планетарный Enigma B20,Миксер планетарный Enigma B20,39439,RUB,Да,Enigma,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/343932,"<p>Планетарный миксер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343932""><b class=""b"">Enigma B20</b></a> используется на предприятиях общественного питания и торговли для замеса различных видов теста жидкой консистенции, а также приготовления кремов и соусов. Модель оснащена электромеханической панелью управления, съемной дежой с ручным подъемом и защитной решеткой. Дежа и защитная решетка выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разовая загрузка: 6 кг</li>
<li>Скорость вращения дежи: 108 / 180 / 408 об./мин.</li>
<li>Габариты в упаковке: 475х615х900 мм</li>
</ul>",343932,220 В,1.1 кВт,520 мм,420 мм,760 мм,78 кг,Китай,1,475x615x900 мм,0,https://entero.ru/manuals/417401/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Enigma%202023.pdf,41956,,75 кг,,напольный,,белый,,20 л,,3,,Да,
https://cdn.entero.ru/mp@2x/d6/3d/d63d57cfd4846141d4b3e2a37cd826f5.jpg,Миксер планетарный Starfood B15M,Миксер планетарный Starfood B15M,40789,RUB,Да,Starfood,Профоборудование,Электромеханическое,Миксеры планетарные,https://entero.ru/item/344693,"<p>Планетарный миксер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344693"">Starfood B15M</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли для замеса теста жидкой консистенции, в том числе белкового, заварного, дрожжевого, бисквитного, а также приготовления кремов и соусов. Модель оснащена электромеханическим управлением. Съемная дежа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входят съемная дежа, крюк, лопатка и проволочный венчик.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка при замешивании: 1,5 кг</li>
<li>Габариты в упаковке: 420х530х780 мм</li>
</ul>",344693,220 В,0.37 кВт,360 мм,444 мм,650 мм,47 кг,Китай,1,420x530x780 мм,7,,43393,,40 кг,,напольный,,,,15 л,фиксированная траверса,3,155 / 251 / 502 об/мин.,,
