Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Количество зон нагрева,Вес (с упаковкой),Газовая мощность,Привод,Максимальная загрузка,Длина вертела
https://cdn.entero.ru/mp@2x/8f/03/8f03667eed6ec6d8185294d7d1b80cf6.jpg,Гриль для шаурмы Roller Grill GR 60 E,GR60E GR 60 E,82715,RUB,Да,Roller Grill,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/27423,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/27423"">Roller Grill GR 60 E</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Конструкция на шарикоподшипниках способна выдерживать большой вес мяса без перекрашивания. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 нагревательных элемента с независимой регулировкой мощности</li>
<li>Герметичное основание, защищающее двигатель от стекающих соков и жира</li>
</ul>",27423,,5.8 кВт,580 мм,660 мм,860 мм,,Франция,,,0,https://entero.ru/manuals/20608/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,89908,,31 кг,380 В,,,,электрический,25 кг,600 мм
https://cdn.entero.ru/mp@2x/32/97/32972bb07f0e1456e37170c9057bae62.jpg,Гриль для шаурмы электрический Tatra TDM E 4T M,Гриль для шаурмы электрический Tatra TDM E 4T M,120949,RUB,Да,Tatra,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/370174,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370174"">Tatra TDM E 4T M</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Равномерное приготовление мяса происходит благодаря вращению заготовки вокруг своей оси около нагревательных элементов, по мере готовности прожаренный слой срезается электрическим или обычным ножом. Модель оснащена вертикально-ориентированным жарочным блоком с 4 трубчатыми нагревательными элементами и электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний электропривод</li>
<li>Инфракрасный нагрев</li>
<li>Независимая регулировка мощности нагрева каждой зоны</li>
<li>Функция реверса вращения вертела</li>
<li>Регулировка вертела вперед и назад соответственно объему загружаемого сырья</li>
<li>Боковые отражатели для эффективного распределения тепла</li>
<li>Жаропрочный стеклокерамический термоэкран легкой очистки</li>
<li>Поддон для сбора жира</li>
<li>Гигиеничная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",370174,,7.2 кВт,450 мм,560 мм,1150 мм,32 кг,Турция,1,540x600x1150 мм,0,https://entero.ru/manuals/493748/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202025.pdf;https://entero.ru/manuals/493752/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf,,,,380 В,4 шт.,,,электрический,80 кг,
https://cdn.entero.ru/mp@2x/cb/62/cb62192160b223e7db1b93439b9b4842.jpg,Газовый гриль для шаурмы OZTI 4GD,8859.00GD4.8T,122218,RUB,Да,OZTI,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/27429,"<p>Газовый гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27429"">OZTI 4GD</a></b> предназначен для обжарки большого количества различных видов мяса и птицы на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая работа нагревательных элементов</li>
<li>Система с двумя направляющими для выбора положения мяса: рядом, вдали или под углом</li>
<li>Выбор направления вращения вертела</li>
<li>Может работать как на природном, так и на сжиженном газе</li>
<li>Верхний привод</li>
<li>Предохранительный газовый клапан</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота насадки мяса: 630 мм</li>
<li>Скорость вращения вертела: 1 об/мин.</li>
<li>Напряжение: 220 В</li>
<li>Потребляемая электрическая мощность (вращение вертела): 3,7 кВт</li>
</ul>",27429,,,560 мм,450 мм,1150 мм,,Турция,,,0,https://entero.ru/manuals/421228/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20OZTI%204GD%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/90830/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%204GD.doc;https://entero.ru/manuals/421234/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%204GD.pdf;https://entero.ru/manuals/421244/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,31.25 кг,газ,,,13 кВт,электрический,80 кг,630 мм
https://cdn.entero.ru/mp@2x/bd/03/bd032bb0b11be218e9681cdad1b5decd.jpg,Гриль для шаурмы North DKE6,Гриль для шаурмы North DKE6,123303,RUB,Да,North,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/182467,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/182467"">North DKE6</a></b> используется на предприятиях общественного питания и торговли для приготовления жаренного рубленного мяса. Модель оснащена верхним электрическим двигателем для автоматического вращения спицы и круглым основанием с дренажной поверхностью. Корпус выполнен из нержавеющей стали AISI 304, нагревательные элементы - из стеклокерамики.</p>

<p><b>Особенности:</b></p>

<ul>
<li>ИК нагревательные элементы: сокращение потребляемой мощности до 40 %</li>
<li>Регулируемая по высоте спицы интенсивность нагрева</li>
<li>Съемный лоток для сбора жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: от 35 до 45 кг</li>
<li>Габариты в упаковке: 550х560х1010 мм</li>
</ul>",182467,,4.2 кВт,500 мм,480 мм,870 мм,27 кг,Греция,1,560x550x1010 мм,0,https://entero.ru/manuals/212063/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20North%20DKE6%20%28%D0%B3%D1%80%D0%B5%D1%87._%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/212066/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/288833/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20North%20DKE6%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/288834/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20North%20DKE6.pdf,,,25 кг,220 В,3 шт.,,,электрический,45 кг,600 мм
https://cdn.entero.ru/mp@2x/be/39/be3934f8033ddc2e9d1a081916f0e040.jpg,Гриль для шаурмы электрический Tatra TDM E 3BW M,Гриль для шаурмы электрический Tatra TDM E 3BW M,138245,RUB,Да,Tatra,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/370178,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370178"">Tatra TDM E 3BW M</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Равномерное приготовление мяса происходит благодаря вращению заготовки вокруг своей оси около нагревательных элементов, по мере готовности прожаренный слой срезается электрическим или обычным ножом. Модель оснащена вертикально-ориентированным жарочным блоком с 3 трубчатыми нагревательными элементами и электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний электропривод</li>
<li>Инфракрасный нагрев</li>
<li>Независимая регулировка мощности нагрева каждой зоны</li>
<li>Функция реверса вращения вертела</li>
<li>Регулировка вертела вперед и назад соответственно объему загружаемого сырья</li>
<li>Боковые отражатели для эффективного распределения тепла</li>
<li>Жаропрочный стеклокерамический термоэкран легкой очистки</li>
<li>Подогрев лотка для поддержания готового продукта в теплом состоянии</li>
<li>Съемный поддон для сбора жира</li>
<li>Гигиеничная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",370178,,5.4 кВт,530 мм,650 мм,780 мм,30 кг,Турция,1,620x690x910 мм,0,https://entero.ru/manuals/493737/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202025.pdf;https://entero.ru/manuals/493741/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf,144005,,,380 В,3 шт.,,,электрический,40 кг,
https://cdn.entero.ru/mp@2x/9e/32/9e32643552099d6ecd82ee490cbdc621.jpg,Гриль для шаурмы Osba ALT-05E,110065,142498,RUB,Да,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/286962,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286962"">Osba ALT-05E</a></b> предназначен для обжарки большого количества различных видов мяса и птицы для приготовления начинки для шаурмы, донера и других блюд на предприятиях общественного питания и торговли. Модель оснащена 5 ТЭНами, нижним мотором и керамическим стеклом для защиты нагревательных элементов от попадания масла. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима мощности нагрева</li>
<li>Каждый ТЭН регулируется отдельно</li>
<li>Система с двумя направляющими для регулировки расстояния от мяса до зоны нагрева или жарки под углом к нагревательным элементам</li>
<li>Поднос с подогревом</li>
<li>Простой уход и очистка</li>
</ul>",286962,,5.6 кВт,550 мм,750 мм,1350 мм,,Турция,,,0,,149998,,38 кг,"220 В, 380 В",5 шт.,,,электрический,60 кг,
https://cdn.entero.ru/mp@2x/36/e2/36e271145c08f0167161bba59f57a1f9.jpg,Гриль для шаурмы электрический Tatra TDM E 4BW M,Гриль для шаурмы электрический Tatra TDM E 4BW M,147940,RUB,Да,Tatra,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/370175,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370175"">Tatra TDM E 4BW M</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Равномерное приготовление мяса происходит благодаря вращению заготовки вокруг своей оси около нагревательных элементов, по мере готовности прожаренный слой срезается электрическим или обычным ножом. Модель оснащена вертикально-ориентированным жарочным блоком с 4 трубчатыми нагревательными элементами и электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний электропривод</li>
<li>Инфракрасный нагрев</li>
<li>Независимая регулировка мощности нагрева каждой зоны</li>
<li>Функция реверса вращения вертела</li>
<li>Регулировка вертела вперед и назад соответственно объему загружаемого сырья</li>
<li>Боковые отражатели для эффективного распределения тепла</li>
<li>Жаропрочный стеклокерамический термоэкран легкой очистки</li>
<li>Подогрев лотка для поддержания готового продукта в теплом состоянии</li>
<li>Съемный поддон для сбора жира</li>
<li>Гигиеничная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",370175,,7.2 кВт,530 мм,650 мм,1070 мм,35 кг,Турция,1,620x690x1100 мм,0,https://entero.ru/manuals/493747/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202025.pdf;https://entero.ru/manuals/493753/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf,159075,,,380 В,4 шт.,,,электрический,80 кг,
https://cdn.entero.ru/mp@2x/60/00/60002d5b4996b7b87484f211e1abe39d.jpg,Гриль для шаурмы электрический Tatra TDM E 5BW M,Гриль для шаурмы электрический Tatra TDM E 5BW M,159764,RUB,Да,Tatra,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/370173,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370173"">Tatra TDM E 5BW M</a></b> используется на предприятиях общественного питания и торговли для приготовления мясной начинки для шаурмы. Равномерное приготовление мяса происходит благодаря вращению заготовки вокруг своей оси около нагревательных элементов, по мере готовности прожаренный слой срезается электрическим или обычным ножом. Модель оснащена вертикально-ориентированным жарочным блоком с 5 трубчатыми нагревательными элементами и электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нижний электропривод</li>
<li>Инфракрасный нагрев</li>
<li>Независимая регулировка мощности нагрева каждой зоны</li>
<li>Функция реверса вращения вертела</li>
<li>Регулировка вертела вперед и назад соответственно объему загружаемого сырья</li>
<li>Боковые отражатели для эффективного распределения тепла</li>
<li>Жаропрочный стеклокерамический термоэкран легкой очистки</li>
<li>Подогрев лотка для поддержания готового продукта в теплом состоянии</li>
<li>Съемный поддон для сбора жира</li>
<li>Гигиеничная и безопасная эксплуатация</li>
<li>Эргономичный дизайн</li>
</ul>",370173,,9 кВт,530 мм,650 мм,1360 мм,41 кг,Турция,1,620x690x1290 мм,0,https://entero.ru/manuals/493749/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202025.pdf;https://entero.ru/manuals/493751/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf,168173,,,380 В,5 шт.,,,электрический,120 кг,
https://cdn.entero.ru/mp@2x/09/7c/097cfa46029be3000914f6e8b808c3b3.jpg,Газовый гриль для шаурмы OZTI 4GUD-W,8859.0GUD4.W0,164145,RUB,Да,OZTI,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/27427,"<p>Газовый гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27427"">OZTI 4GUD-W</a></b> предназначен для обжарки большого количества различных видов мяса и птицы на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая работа нагревательных элементов</li>
<li>Подвижный корпус нагревателя для регулировки степени прожарки</li>
<li>Выбор направления вращения вертела</li>
<li>Нижний подогрев для поддержания мяса в теплом состоянии</li>
<li>Может работать как на природном, так и на сжиженном газе</li>
<li>Нижний привод</li>
<li>Предохранительный газовый клапан</li>
<li>Съемный ящик для сбора жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная высота насадки мяса: 630 мм</li>
<li>Скорость вращения вертела: 1 об/мин.</li>
</ul>",27427,,13 кВт,530 мм,650 мм,1070 мм,,Турция,,,0,https://entero.ru/manuals/421229/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20OZTI%204GUD-W%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/90832/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%204GUD-W.doc;https://entero.ru/manuals/421236/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%204GUD-W.pdf;https://entero.ru/manuals/421245/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,35.2 кг,газ,,,,электрический,90 кг,630 мм
https://cdn.entero.ru/mp@2x/78/c7/78c712013910d7661f905638350252c8.jpg,Гриль для шаурмы Grill Master Ф3ШМС/1 (с мотором),Ф3ШМС/1 (С МОТОРОМ) 21212/213486,57131,RUB,Нет,Grill Master,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/176072,"<p>Электрический гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176072""><b class=""b"">Grill Master Ф3ШМС/1</b></a> предназначен для запекания специально подготовленного свиного, говяжьего, бараньего и куриного мяса, используемого для приготовления шаурмы, на предприятиях общественного питания и торговли. Модель оснащена 3 независимо регулируемыми нагревательными элементами и лотком для сбора жира. Все корпусные элементы выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стеклокерамическая поверхность</li>
<li>3 спиральных нагревателя с регуляторами мощности</li>
<li>4 режима работы нагревателей</li>
<li>Усиленный мотор с верхним расположением</li>
<li>Моментальный выход на рабочий режим</li>
<li>Низкая ужарка и оптимальная сочность готового продукта</li>
<li>Боковые съемные экраны для сохранения жара и защиты от брызг</li>
<li>Низкое энергопотребление</li>
<li>Современный внешний вид</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая зона шампура: 570 мм</li>
<li>Габариты в упаковке: 530х900х1080 мм</li>
</ul>",176072,,4 кВт,431 мм,776 мм,960 мм,34 кг,Россия,1,530x900x1080 мм,0,https://entero.ru/manuals/204674/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Grill%20Master%20%D0%A43%D0%A8%D0%9C%D0%A1_1.jpg;https://entero.ru/manuals/451660/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A43%D0%A8%D0%9C%D0%A1_1.pdf,61431,,25 кг,220 В,3 шт.,,,электрический,70 кг,665 мм
https://cdn.entero.ru/mp@2x/5a/a9/5aa955c5b585c41c9255ef7556d23fb8.jpg,Гриль для шаурмы Hurakan HKN-GR30,149923,28879,RUB,Нет,Hurakan,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/81616,"<p style=""text-align: justify;""><span style=""text-align: left;"">Гриль для шаурмы </span><b class=""b"" style=""text-align: left;""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81616"">Hurakan HKN-GR30</a></b><span style=""text-align: left;""> используется на предприятиях общественного питания и торговли для запекания специально подготовленного свиного, говяжьего, бараньего и куриного мяса. Модель оснащена 3 зонами нагрева, 6 ТЭНами, электроприводом вращения спицы и регулируемым расстоянием между тэнами и мясом. Корпус выполнен из нержавеющей стали.</span></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения: 2,5 об/мин.</li>
<li>Габариты в упаковке: 640х660х1035 мм</li>
</ul>",81616,,8.1 кВт,534 мм,607 мм,960 мм,31.6 кг,Китай,1,630x670x1030 мм,0,https://entero.ru/manuals/414925/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-GR30.pdf;https://entero.ru/manuals/414926/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/414927/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/470692/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-GR30.pdf,,,31 кг,380 В,3 шт.,,,электрический,60 кг,650 мм
https://cdn.entero.ru/mp@2x/6c/bb/6cbb49485b3b29ad4b8e9f4ee4923661.jpg,Гриль для шаурмы Grill Master Ф4ШМС/1 (с мотором),Ф4ШМС/1 (С МОТОРОМ) 21213/374308,60153,RUB,Нет,Grill Master,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/228684,"<p>Электрический гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/228684""><b class=""b"">Grill Master Ф4ШМС/1</b></a> предназначен для запекания специально подготовленного свиного, говяжьего, бараньего и куриного мяса, используемого для приготовления шаурмы, на предприятиях общественного питания и торговли. Модель оснащена 4 независимо регулируемыми нагревательными элементами, лотком для сбора жира и вертикальным шампуром. Все корпусные элементы выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стеклокерамическая поверхность</li>
<li>4 спиральных нагревателя с регуляторами мощности</li>
<li>4 режима работы нагревателей</li>
<li>Усиленный мотор с верхним расположением</li>
<li>Моментальный выход на рабочий режим</li>
<li>Низкая ужарка и оптимальная сочность готового продукта</li>
<li>Боковые съемные экраны для сохранения жара и защиты от брызг</li>
<li>Низкое энергопотребление</li>
<li>Современный внешний вид</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 570х570х1060 мм</li>
</ul>",228684,,5.4 кВт,431 мм,776 мм,1156 мм,,Россия,,,0,https://entero.ru/manuals/275112/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Grill%20Master%20%D0%A44%D0%A8%D0%9C%D0%A1_1.jpg,63319,,30 кг,220 В,4 шт.,,,электрический,110 кг,750 мм
https://cdn.entero.ru/mp@2x/14/46/14465f09e9dd51028796f5c69b9f52f9.jpg,Гриль для шаурмы T-LUX SMU-3,Гриль для шаурмы T-LUX SMU-3,54172,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/341846,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341846""><b class=""b"">T-LUX SMU-3</b></a> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Модель оснащена ТЭНами с керамическим термостойким защитным стеклом Robax, предотвращающим попадание масла на них. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний привод вращения</li>
<li>Регулируемый вертел</li>
<li>2-ступенчатая регулировка температуры приготовления: низкая и высокая</li>
<li>Механическое управление</li>
<li>Независимая регулировка каждого ТЭНа с 2 режимами работы</li>
<li>Равномерное приготовление мяса благодаря вращению заготовки вокруг своей оси напротив нагревательных элементов</li>
<li>Простота очистки</li>
</ul>",341846,,4.2 кВт,545 мм,660 мм,900 мм,26 кг,Турция,1,565x660x950 мм,0,,,,23 кг,220 В,3 шт.,,,ручной,30 кг,
https://cdn.entero.ru/mp@2x/67/99/67993a07d8d939bab4c35133384ef43f.jpg,Гриль для шаурмы T-LUX SMU-5,Гриль для шаурмы T-LUX SMU-5,69554,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/341842,"<p>Гриль для шаурмы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341842""><b class=""b"">T-LUX SMU-5</b></a> используется на предприятиях общественного питания и торговли для обжарки большого количества различных видов мяса и птицы для приготовления начинки из рубленного мяса для шаурмы и других блюд. Модель оснащена ТЭНами с керамическим термостойким защитным стеклом Robax, предотвращающим попадание масла на них. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхний привод вращения</li>
<li>Регулируемый вертел</li>
<li>2-ступенчатая регулировка температуры приготовления: низкая и высокая</li>
<li>Механическое управление</li>
<li>Независимая регулировка каждого ТЭНа с 2 режимами работы</li>
<li>Равномерное приготовление мяса благодаря вращению заготовки вокруг своей оси напротив нагревательных элементов</li>
<li>Простота очистки</li>
</ul>",341842,,7 кВт,540 мм,660 мм,1215 мм,33 кг,Турция,1,570x670x1300 мм,0,,75602,,29 кг,220 В,5 шт.,,,ручной,60 кг,
https://cdn.entero.ru/mp@2x/91/05/9105c3390135c9958ee7dc04674041b3.jpg,Гриль для шаурмы Osba MED-04E,110062,0,RUB,Нет,,Профоборудование,Оборудование фаст-фуд,Грили для шаурмы,https://entero.ru/item/286952,"<p>Гриль для шаурмы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/286952"">Osba MED-04E</a></b> предназначен для обжарки большого количества различных видов мяса и птицы для приготовления начинки для шаурмы, донера и других блюд на предприятиях общественного питания и торговли. Модель оснащена 4 ТЭНами, верхним мотором и керамическим стеклом для защиты нагревательных элементов от попадания масла. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 режима мощности нагрева</li>
<li>Каждый ТЭН регулируется отдельно</li>
<li>Система с двумя направляющими для регулировки расстояния от мяса до зоны нагрева или жарки под углом к нагревательным элементам</li>
<li>Простой уход и очистка</li>
</ul>",286952,,5.6 кВт,460 мм,550 мм,1000 мм,,Турция,,,0,,,,,"220 В, 380 В",4 шт.,,,электрический,50 кг,
