Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Количество уровней
https://cdn.entero.ru/mp@2x/cb/24/cb24ee9f6afd0c176c809796b53f69a3.jpg,Тележка официантская KAPP 34266022,Тележка официантская KAPP 34266022,40943,RUB,Да,KAPP,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/73615,"<p>Официантская тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73615"">KAPP 34266022</a></b> предназначена для сервировки столов, транспортировки столовых приборов, тарелок с готовыми блюдами, грязной посуды и т.д. на предприятиях общественного питания.</p>",73615,сервировочная,600 мм,220 мм,900 мм,,,,0,,,,,,,3
https://cdn.entero.ru/mp@2x/d0/4a/d04ac4a05babce9250e06884f1ffaa28.jpg,Тележка сервировочная REDGASTRO FR-M2,Тележка сервировочная REDGASTRO FR-M2,8242,RUB,Да,,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/335172,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335172"">REDGASTRO FR-M2</a></b> используется для транспортировки столовых приборов, тарелок с готовыми блюдами, грязной посуды на предприятиях общественного питания. Модель оснащена 2 вместительными полками и 4 колесами, 2 из которых с фиксаторами. Изделие выполнено из нержавеющей стали, которая отличается прочностью и долговечностью.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колеса: 100 мм</li>
</ul>",335172,сервировочная,,,,,,,53,,,,,,Китай,2
https://cdn.entero.ru/mp@2x/15/1c/151cce05d02179bfccf11b86bab55136.jpg,Тележка сервировочная ATESY ТС-С-2-850.530.900-02,Тележка сервировочная ТС-С-2-850.530.900-02 (ТС-2-Э разборная),14949,RUB,Да,ATESY,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/124125,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/124125"">ATESY ТС-С-2-850.530.900-02</a></b> серии Стандарт используется на предприятиях общественного питания для перемещения готовых блюд, напитков и посуды в зал приема пищи, а также для подачи грязной посуды из зала в моечное отделение. Модель оснащена 2 вместительными полками с бортиками. Полки выполнены из нержавеющей стали AISI 430, рамы - из нержавеющей трубы AISI 201 диаметром 25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Полки фиксируются к рамам с помощью болтового соединения</li>
<li>4 поворотных колеса, 2 из которых оснащены тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между уровнями: 550 мм</li>
<li>Макс. нагрузка на тележку: 40 кг</li>
<li>Макс. нагрузка на полку: 20 кг</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",124125,сервировочная,530 мм,850 мм,900 мм,17 кг,1,538x833x128 мм,0,https://entero.ru/manuals/132373/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%A1-%D0%A1-2-850.530.900-02.pdf;https://entero.ru/manuals/282078/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,16249,,14 кг,Россия,Россия,2
https://cdn.entero.ru/mp@2x/1f/00/1f0076355dda41f50cf090bb456b5bdd.jpg,Тележка сервировочная ATESY ТС-Л-3-850.530.900-02,Тележка сервировочная ATESY ТС-Л-3-850.530.900-02,26589,RUB,Да,ATESY,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/119196,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119196"">ATESY ТС-Л-3-850.530.900-02</a></b> серии Люкс используется на предприятиях общественного питания для перемещения готовых блюд, напитков и посуды в зал приема пищи, а также для подачи грязной посуды из зала в моечное отделение. Модель оснащена 3 вместительными полками с герметичными бортиками. Полки выполнены из нержавеющей стали AISI 304, рамы - из нержавеющей трубы AISI 304 сечением 25х25 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>4 поворотных колеса, 1 из которых оснащено тормозом</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расстояние между уровнями: 285 мм</li>
<li>Макс. нагрузка на тележку: 150 кг</li>
<li>Макс. нагрузка на полку: 50 кг</li>
<li>Высота борта полок: 20 мм</li>
<li>Диаметр колес: 75 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",119196,сервировочная,530 мм,850 мм,900 мм,18 кг,1,586x915x925 мм,0,https://entero.ru/manuals/122207/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A2%D0%A1-%D0%9B-3-850.530.900-02.pdf;https://entero.ru/manuals/282080/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,,16 кг,Россия,Россия,3
https://cdn.entero.ru/mp@2x/44/9f/449faf789255c521179891e4c2ac40b6.jpg;https://cdn.entero.ru/mp@2x/61/e2/61e2522046a201cdce3829ccbbf4b867.jpg;https://cdn.entero.ru/mp@2x/bd/7e/bd7e83921fa49bdf2f18ca478737743e.jpg;https://cdn.entero.ru/mp@2x/b9/d9/b9d910dfff353f2b503452a330ad5aca.jpg,Тележка для сбора посуды КОБОР ТСП-80/50,5113,16670,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/49948,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/49948"">Кобор ТСП-80/50</a></b> предназначена для сбора грязной посуды из зала общественного питания в моечное отделение. Тележка оснащена двумя уровнями глубиной 100 мм изготовленных из нержавеющей стали, каркас произведен из нержавеющей квадратной трубы 25х25 мм. Перемещение тележки осуществляется за счет четырех поворотных колес диаметром 100 мм, два из которых имеют тормоз.</p>",49948,для сбора посуды,800 мм,500 мм,940 мм,,,,0,https://entero.ru/manuals/90213/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A2%D0%A1%D0%9F-80_50.pdf;https://entero.ru/manuals/401180/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239641&hd=2&autoplay=0,17 кг,Россия,Россия,2
https://cdn.entero.ru/mp@2x/6c/44/6c44e9aa2f7c5237332d6e00aec72946.jpg,Тележка сервировочная КОБОР ТС3-80/50,Тележка сервировочная КОБОР ТС3-80/50,17510,RUB,Нет,КОБОР,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/49947,"<p>Тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/49947""><b class=""b"">Кобор ТС2-80/50</b></a> применяется для перевозки готовых блюд, продуктов, а также инвентаря на кухне и из зала общественного питания. <br>
Тележка оснащена 3 полками глубиной 30 мм, изготовленных из нержавеющей стали, каркас произведен из нержавеющей квадратной трубы 25х25 мм. Перемещение тележки осуществляется за счет четырех поворотных колес диаметром 100 мм, два из которых имеют тормоз.</p>",49947,сервировочная,800 мм,500 мм,930 мм,,,,0,https://entero.ru/manuals/90212/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20%D0%A2%D0%A13-80_50.pdf;https://entero.ru/manuals/401182/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,19 кг,,,3
https://cdn.entero.ru/mp@2x/35/52/35522e7ba7dacd239fee030c68c693b3.jpg;https://cdn.entero.ru/mp@2x/f7/ff/f7ff4740cda3dafa3c85a770234173d9.jpg;https://cdn.entero.ru/mp@2x/0d/c9/0dc993d20835a84b7f2ad1f5d16fab53.jpg;https://cdn.entero.ru/mp@2x/10/27/1027e750f203b568f10e9921d61b00d8.jpg;https://cdn.entero.ru/mp@2x/a5/e4/a5e43dd4edcec070dd48a34196a768cc.jpg,Тележка сервировочная Bartscher TSA300V 3 уровня,300055,0,RUB,Нет,Bartscher,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/360854,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360854""><b class=""b"">Bartscher TSA300V</b></a> используется на предприятиях общественного питания для транспортировки готовых блюд, напитков и посуды в зал приема пищи, а также грязной посуды из зала в моечное отделение. Модель оснащена 3 сплошными полками с герметичными бортиками. Полки и стенки выполнены из черного пластика, каркас – из трубчатого алюминиевого профиля круглого сечения.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 бесшумных поворотных колеса, включая 2 со стопорныи ограничителями</li>
<li>Дугообразные поручни с 2 сторон</li>
<li>Гигиеничная конструкция со сплошными стенками с 3 сторон</li>
<li>Легкость очистки и дезинфекции</li>
<li>Простой монтаж</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на 1 полку: 40 кг</li>
<li>Диаметр колес: 100 мм</li>
<li>Высота бортика: 20 мм</li>
<li>Габариты полки: 785х485 мм</li>
<li>Расстояние между уровнями: 295 мм</li>
</ul>",360854,универсальная,1000 мм,495 мм,920 мм,18 кг,1,1000x500x200 мм,0,,,,15.4 кг,,Китай,3
https://cdn.entero.ru/mp@2x/f6/df/f6dfa12374f40b474ad082e9c3807608.jpg,Тележка сервировочная ПищТех ТОО-3,н0000044814,0,RUB,Нет,ПищТех,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/96881,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/96881""><b class=""b"">Пищевые Технологии ТОО-3 </b></a>предназначена для транспортировки сервированных блюд, напитков, кухонного инвентаря, демонстрации различных блюд на предприятиях общественного питания и торговли. Модель оснащена 4 колесиками, со стопором на одном колесе. Сварной каркас выполнен из трубы, покрытой порошковой краской.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Грузоподъемность: 100 кг</li>
<li>Глубина полок: 30 мм</li>
<li>Размер трубы: 20х20 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель из нержавеющей стали.</span></em></p>",96881,сервировочная,840 мм,540 мм,925 мм,,,,0,https://entero.ru/manuals/424754/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,,,,,3
https://cdn.entero.ru/mp@2x/81/1e/811e00250c587ec399631072bfae92b6.jpg,Тележка сервировочная Kocateq BTM2,Тележка сервировочная Kocateq BTM2,0,RUB,Нет,Kocateq,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/41403,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41403"">Kocateq BTM2</a></b> предназначена для транспортировки бутылок на предприятиях общественного питания и торговли. Несущая основа рамы выполнена из квадратной трубы, ограждения - из прутка диаметром 14 мм, корпус - из нержавеющей стали AISI 304.</p>

<p>Сервировочная тележка поставляется в разобранном виде в плоской упаковке. В комплект поставки входит ключ для сборки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сборная конструкция</li>
<li>2 полки со штампованным бортиком и ограждениями</li>
<li>4 колеса с блокираторами</li>
<li>Без бамперов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота борта: 10 мм</li>
<li>Габариты в упаковке: 890х490х160 мм</li>
</ul>",41403,сервировочная,850 мм,450 мм,900 мм,,,,0,https://entero.ru/manuals/111428/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,12 кг,,,2
https://cdn.entero.ru/mp@2x/f5/0e/f50ebf1fc193f06ae6f4bc65259d089e.jpg,Тележка для тарелок Cambro ADCSC 480,Тележка для тарелок Cambro ADCSC 480,0,RUB,Нет,Cambro,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/229560,"<p>Тележка для обслуживания <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/229560"">Cambro ADCSC 480</a> </b> предназначена для хранения и транспортировки тарелок и другой посуды на предприятиях общественного питания. Изделие значительно облегчает и ускоряет процесс перемещения посуды. Корпус выполнен из полиэтилена.</p>

<p>В комплект поставки входит защитный чехол для хранения с верхним карманом для идентификации.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Удобное перемещение и блокировка стоек CamLever в верхней части</li>
<li>Литые ручки с четырех сторон</li>
<li>4 поворачиваемых колеса с цинковым покрытием, с тормозами и высокопрочными термополиэтиленовыми покрышками, не оставляющими следов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость: 350 тарелок (Ø 22,9 см)</li>
<li>Диаметр тарелок: от 229 до 305 мм</li>
<li>Грузоподъемность: 227 кг</li>
<li>Диаметр колес: 127 мм</li>
<li>Цвет: серый в крапинку</li>
</ul>",229560,сервировочная,686 мм,686 мм,807 мм,,,,0,https://entero.ru/manuals/276402/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Cambro%202016-2017.pdf,,,35.2 кг,,США,
https://cdn.entero.ru/mp@2x/c3/c0/c3c0c2a2c68b750f79da8eb3065e4675.jpg,Тележка для сбора посуды ПищТех ТОСПб-2,н0000044810,0,RUB,Нет,ПищТех,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/96875,"<p>Тележка для сбора посуды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/96875""><b class=""b"">Пищевые Технологии ТОСПб-2 </b></a>используется на предприятиях общественного питания и торговли для транспортировки чистой или использованной посуды. Модель оснащена 4 колесиками, со стопором на одном колесе. Сварной каркас выполнен из нержавеющей трубы.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина полок: 80 мм</li>
<li>Размер трубы: 20х20 мм</li>
<li>Габариты в упаковке: 840х540х925 мм</li>
<li>Объем упаковки: 0,42 м<sup>3</sup></li>
</ul>",96875,для сбора посуды,735 мм,535 мм,925 мм,,,,0,https://entero.ru/manuals/401438/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D0%B5%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20%D0%A2%D0%9E%D0%A1%D0%9F%D0%B1-2.pdf;https://entero.ru/manuals/424755/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,,11.5 кг,,Россия,2
https://cdn.entero.ru/mp@2x/2d/1f/2d1fcaafe152a12bce93cc034cdb91ee.jpg,Тележка сервировочная Assum ТС-3 Н (600х500х850),Тележка сервировочная Assum ТС-3 Н (600х500х850),0,RUB,Нет,Assum,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/235637,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235637""><b class=""b"">Assum ТС-3 Н</b></a> используется на предприятиях общественного питания для транспортировки готовых блюд, напитков и посуды в зал приема пищи, а также грязной посуды из зала в моечное отделение. Модель оснащена 3 полками с бортиками и 2 ручками. Полки выполнены из высококачественной нержавеющей стали AISI 430, каркас – из профиля трубы квадратного сечения из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>4 маневренных поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0,255 м³</li>
<li>Объем в упаковке: 0,591146 м³</li>
<li>Диаметр колес: 75 мм</li>
<li>Глубина полок: 20 мм</li>
<li>Толщина стали:
<ul>
<li>Полки: 0,7 мм</li>
<li>Каркас: 1,2 мм</li>
</ul>
</li>
<li>Габариты профиля каркаса: 20х20 мм</li>
</ul>",235637,сервировочная,600 мм,500 мм,850 мм,,,,0,,,,,Россия,Россия,3
https://cdn.entero.ru/mp@2x/14/99/149982af8ce6e9d5e7bb862aa6f19a09.jpg,Тележка сервировочная KRONER ТСК-2,Тележка сервировочная KRONER ТСК-2,0,RUB,Нет,KRONER,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/346897,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346897"">KRONER ТСК-2</a></b> используется для хранения и перевозки пищи, сбора посуды в рабочем процессе на предприятиях общественного питания и торговли. Модель оснащена сварным каркасом из квадратной профильной трубы, 2 полками и 4 поворотными колесами, 2 из которых с тормозом. Каркас и полки выполнены из нержавеющей стали AISI 430, бампер колес - из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Каркас: 1,2 мм</li>
<li>Полки: 0,8 мм</li>
</ul>
</li>
<li>Сечение профильной трубы: 25х25 мм</li>
<li>Диаметр колес: 100 мм</li>
<li>Объем: 0,34 м³</li>
<li>Габариты в упаковке: 535x815x190 мм</li>
</ul>",346897,универсальная,800 мм,500 мм,850 мм,,,,0,https://entero.ru/manuals/425809/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KRONER.pdf,,,,Россия,Россия,2
https://cdn.entero.ru/mp@2x/b9/7a/b97a9bcc1706cfbc96676752331e2c9b.jpg,Тележка Craven CDT2,Тележка Craven CDT2,0,RUB,Нет,Craven,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/34676,"<p>Тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34676"">Craven CDT2</a></b> для столовых подносов и столовой посуды может быть установлена в линию раздачи.</p>

<p>Тележка изготовлена из коррозионно устойчивой эмалированной стали. Соединенные кверху боковые стойки облегчают перемещение тележки. На высоте 15 см от пола установлена полка для подносов, изготовленная из нержавеющей стали. Установлено 2 уровня направляющих для пластиковых контейнеров размером 540х320 мм для хранения столовых принадлежностей. Каждый контейнер разделен на 4 емкости размером 105х252х96 мм.</p>

<p>В комплект поставки входят 2 контейнера. Устанавливается на 4 колесах высотой 13 см, 2 из которых снабжены тормозами. На ножках установлены бамперы.</p>",34676,сервировочная,608 мм,450 мм,1190 мм,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/cb/41/cb415bc00d177aaff05fb48a39a6bb7d.jpg;https://cdn.entero.ru/mp@2x/90/b4/90b47846e26172e0cae7ed04fcbf3b19.jpg;https://cdn.entero.ru/mp@2x/cb/4b/cb4bc576cd1dff12e737f02ffefa327a.jpg,Тележка сервировочная GiMetal SME-2100 1030х530х920 мм 2 уровня,SME-2100,0,RUB,Нет,,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/250876,"<p>Сервировочная тележка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250876""><b class=""b"">GiMetal SME-2100</b></a> используется на предприятиях общественного питания для перемещения готовых блюд, напитков и посуды в зал приема пищи, а также грязной посуды из зала в моечное отделение. Модель оснащена трубчатым каркасом, 2 фиксированными полками с бортиками и 2 дугообразными рукоятками. Изделие выполнено из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология высокоточной 3D лазерной обработки деталей</li>
<li>Маневренные поворотные колеса для удобства транспортировки</li>
<li>Разборная конструкция каркаса</li>
<li>Устойчивость к механическим повреждениям и коррозии</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка: 140 кг</li>
<li>Диаметр колес: 100 мм</li>
<li>Диаметр профиля трубы: 25 мм</li>
</ul>",250876,сервировочная,1030 мм,530 мм,920 мм,,,,0,https://entero.ru/manuals/307772/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20GiMetal%202022.pdf,,,14 кг,Италия,Италия,2
https://cdn.entero.ru/mp@2x/dd/bc/ddbc99a935264ca71a51227c294bc666.jpg;https://cdn.entero.ru/mp@2x/9e/90/9e906db4e2ae3553d03d6280ee4e597e.jpg;https://cdn.entero.ru/mp@2x/b8/7d/b87d21e7920359c6abafa3a62c9bf0cb.jpg;https://cdn.entero.ru/mp@2x/cd/e5/cde5f9177fb13724207b1a81215e3763.jpg;https://cdn.entero.ru/mp@2x/cd/cb/cdcb4e33c5dd92fcb39a532344960c0a.jpg;https://cdn.entero.ru/mp@2x/7b/6f/7b6f51a8eccad0ed32f7919e175888b1.jpg;https://cdn.entero.ru/mp@2x/b9/b6/b9b6791f14fb65cde0d561872391f860.jpg;https://cdn.entero.ru/mp@2x/7d/86/7d86be998bc7f6dd1d632e599a894665.jpg;https://cdn.entero.ru/mp@2x/af/4a/af4ab1b2874050bbe6cdec629854d6e7.jpg;https://cdn.entero.ru/mp@2x/26/f9/26f9dec9974d269455ed7cb10fe85695.jpg,Тележка для обслуживания Cambro BC340KD 480 серая,BC340KD-480 / BC340KD сер.CH,22964,RUB,Нет,Cambro,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/39406,"<p>Тележка для обслуживания <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39406""><b class=""b"">Cambro BC340KD 480</b></a> предназначена для транспортировки посуды, инвентаря, продуктов, пищевых отходов и предметов сервировки на предприятиях общественного питания, в медицинских учреждениях, санаториях и отелях. Изделие значительно облегчает и ускоряет процесс перемещения. Корпус выполнен из алюминия, полки - из полипропилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>На каждой полке помещаются одна полноразмерная стойка для тарелок или два стандартных ящика для перевозки посуды.</li>
<li>Текстурированная поверхность полок препятствуют смещению содержимого при перевозке</li>
<li>Ограждения судового типа</li>
<li>Долговечная, не покрывающаяся пятнами поверхность легко очищается</li>
<li>4 покрытых молотковой краской стальных поворотных ролика обеспечивают бесшумную перевозку и устойчивость тележки при маневрировании</li>
<li>Поставляется в разобранном виде, сборка занимает всего несколько минут</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Грузоподъемность: 180 кг</li>
<li>Размеры полки: 800x520x298 мм</li>
<li>Диаметр колес: 127 мм</li>
<li>Цвет: серый в крапинку</li>
</ul>",39406,сервировочная,1015 мм,540 мм,950 мм,,,,0,https://entero.ru/manuals/93028/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Cambro%202016-2017.pdf,,,17.3 кг,,,3
https://cdn.entero.ru/mp@2x/1c/84/1c8485d8e45ac75120622cbd9804d2a3.jpg,Тележка сервировочная Kocateq RP3L,Тележка сервировочная Kocateq RP3L,7755,RUB,Нет,Kocateq,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/183995,"<p>Сервировочная тележка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/183995"">Kocateq RP3L</a></b> предназначена для транспортировки инвентаря, посуды, продуктов, пищевых отходов и предметов сервировки на предприятиях общественного питания и торговли. Модель оснащена 4 колесами, 2 из которых с блокираторами, и ножками с бампером. Корпус выполнен из нержавеющей стали AISI 201.</p>

<p>Сервировочная тележка поставляется в разобранном виде в плоской упаковке. В комплект поставки входит ключ для сборки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сборная конструкция</li>
<li>3 полки со штампованным бортиком</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали:
<ul>
<li>Полки: 0,5 мм</li>
<li>Труба: 0,9 мм</li>
</ul>
</li>
<li>Высота борта: 10 мм</li>
<li>Габариты в упаковке: 910х530х160 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",183995,сервировочная,950 мм,500 мм,950 мм,,,,0,,10340,,15 кг,Ю. Корея,Ю. Корея,3
https://cdn.entero.ru/mp@2x/c1/5f/c15f5bf518e4a01d00d1e11641debd8a.jpg,Тележка для сбора посуды Abat ТС-100,21000801114 / ТС -100,49170,RUB,Нет,Abat,Профоборудование,Нейтральное,Тележки для сервировки и сбора посуды,https://entero.ru/item/24879,"<p>Тележка для сбора посуды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24879"">Abat ТС-100</a></b> предназначена для транспортировки использованных тарелок, стаканов, столовых приборов и инвентаря на предприятиях общественного питания и торговли. Модель оснащена 2 фиксированными и 2 поворотными колесами.</p>

<p>Конструкция выполнена из высококачественной нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на полку: 40 кг</li>
<li>Вместимость гастроемкостей: 
<ul>
<li>1х GN 2/1 глубиной 200 мм</li>
<li>1x GN 1/1 глубиной 150 мм</li>
</ul>
</li>
</ul>",24879,для сбора посуды,1168 мм,574 мм,986 мм,,,,0,https://entero.ru/manuals/108498/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%A1-100.pdf;https://entero.ru/manuals/416302/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%A1-100.pdf;https://entero.ru/manuals/510928/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,52309,,25 кг,,Россия,2
