Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Конструкция
https://cdn.entero.ru/mp@2x/37/2a/372ac0992cdc1438542e4c098c11e916.jpg,Шприц колбасный Hualian TV-10L,Шприц колбасный Hualian TV-10L,20416,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/296590,"<p>Вертикальный колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296590"">Hualian TV-10L</a> </b>используется на предприятиях пищевой промышленности при производстве колбасных изделий и аналогичных продуктов для наполнения различными видами фарша оболочек из натурального и искусственного сырья. Модель оснащена сменными цевками. Оборудование выполнено из пищевой нержавеющей стали.</p>

<p>В комплект поставки входят сменные цевки различного диаметра: 15, 18, 24 и 37 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Открытый механизм работы шприца позволяет оператору контролировать ход процесса</li>
<li>Регулировка скорости и плотности наполнения</li>
</ul>",296590,механический,,,850 мм,330 мм,305 мм,,,,0,,22191,,12 кг,,Китай,10 л,вертикальный
https://cdn.entero.ru/mp@2x/76/bb/76bb590ce5f227f5c8d8d3f9f396ca3a.jpg,Шприц для колбас Kocateq SV10,Шприц для колбас Kocateq SV10,20725,RUB,Да,Kocateq,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/58896,"<p>Вертикальный механический шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58896"">Kocateq SV10</a></b> используется на предприятиях общественного питания и торговли для изготовления купат и домашних колбас. Модель оснащена механическим редуктором с 2 приводами, отличающиеся передаточным числом. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки вxодит 4 воронки-цевки из нержавеющей стали с входным диаметром 16, 22, 32 и 38 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цилиндр с перемещающимся во внутреннем объеме поршнем</li>
<li>На конце цилиндра с помощью накидной гайки крепится воронка-цевка, на которую одевается оболочка, набиваемая фаршем</li>
<li>Разборная конструкция</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер цилиндра: 219х270 мм</li>
<li>Габариты в упаковке: 640х400х360 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насадка для формования котлет 602201</li>
<li>Клипсатор G8100000</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",58896,механический,,,330 мм,370 мм,600 мм,,,,0,https://entero.ru/manuals/111586/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278985/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20SV10.pdf,21589,,14 кг,,Южная Корея,10 л,вертикальный
https://cdn.entero.ru/mp@2x/16/55/1655a08d61538f2a7230e863bda3eef9.jpg,Шприц колбасный Hurakan HKN-ISE30,209647,94199,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/131960,"<p>Вертикальный колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/131960"">Hurakan HKN-ISE30</a></b> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Все основные элементы конструкции колбасного шприца изготовлены из высококачественной пищевой нержавеющей стали. </p>

<p>В комплект поставки входят 4 насадки диаметром 38, 32, 22 и 16 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Уникальная система выдавливания - поршень быстро возвращается в исходное положение, что значительно ускоряет процесс заполнения шприца</li>
<li>Тип управления: автоматический </li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",131960,электрический,220 В,0.25 кВт,475 мм,345 мм,1052 мм,61 кг,1,1130x570x440 мм,0,https://entero.ru/manuals/417107/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-ISE30.pdf;https://entero.ru/manuals/417108/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454846/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-ISE30.pdf,98124,,54 кг,,Китай,30 л,вертикальный
https://cdn.entero.ru/mp@2x/0e/a1/0ea1baae4b1d7574ff711b935a65b223.jpg,Шприц колбасный Hurakan HKN-ISA35,165334,201078,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/91150,"<p>Автоматический колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91150"">Hurakan HKN-ISA35</a></b> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Уникальная система выдавливания позволяет быстро возвращать поршень в исходное положение, что значительно ускоряет процесс заполнения шприца. Корпус и бункер для фарша выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки диаметром 38, 25, 19 и 15 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 600 л/час</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",91150,электрический,220 В,1.1 кВт,735 мм,560 мм,1240 мм,,,,0,https://entero.ru/manuals/417113/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-ISA35.pdf;https://entero.ru/manuals/417114/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-ISA35.pdf;https://entero.ru/manuals/417115/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454843/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-ISA35.pdf,213913,,180 кг,,Китай,35 л,вертикальный
https://cdn.entero.ru/mp@2x/c5/fd/c5fdd70eac1607d1b55382648af785f0.jpg;https://cdn.entero.ru/mp@2x/a6/51/a65125c7ded9d82efc328c64f337d6f3.jpg;https://cdn.entero.ru/mp@2x/d6/f4/d6f412a825a0f3dac041c2f257e81b03.jpg;https://cdn.entero.ru/mp@2x/54/4f/544f30816ed0631a142b1fcfbb251425.jpg,Шприц колбасный Rosso TG-3L,Шприц колбасный Rosso TG-3L,10166,RUB,Да,Rosso,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/358312,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/358312"">Rosso TG-3L</a></b> используется на предприятиях общественного питания и торговли для набивки в оболочку колбас, сосисок, сарделек, паштетов, шпикачек и сыров.</p>

<p>В комплект поставки входят 4 насадки с диаметром 16, 19, 25 и 38 мм, длиной 180 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",358312,механический,,,420 мм,230 мм,140 мм,11 кг,1,470x300x280 мм,0,,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240965&hash=6323b24c6ae78cfc,10 кг,,Китай,3 л,горизонтальный
https://cdn.entero.ru/mp@2x/c5/db/c5db22cbb3354d522f5011b3eb0b547c.jpg;https://cdn.entero.ru/mp@2x/53/17/5317f12023a699bfb915dca29f91c0c8.jpg;https://cdn.entero.ru/mp@2x/b6/c1/b6c174d96ef9cc8d54ee7d7c74f56b06.jpg;https://cdn.entero.ru/mp@2x/04/9c/049cad28608946fcc46cfc6df07d8bf6.jpg;https://cdn.entero.ru/mp@2x/a5/ee/a5ee38bc32e5b0d64abb62b8da677ef1.jpg,Шприц колбасный VIATTO TV-3L,Шприц колбасный VIATTO TV-3L,10801,RUB,Да,VIATTO,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/257396,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257396"">VIATTO TV-3L</a></b> используется на предприятиях общественного питания и торговли для изготовления колбас, сосисок, сарделек и шпикачек. Корпус выполнен из нержавеющей стали. </p>

<p> </p>",257396,механический,,,360 мм,220 мм,500 мм,10 кг,1,390x300x260 мм,9,https://entero.ru/manuals/407714/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20TV-3L.pdf;https://entero.ru/manuals/462780/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,11251,,9.2 кг,,Китай,3 л,вертикальный
https://cdn.entero.ru/mp@2x/22/65/2265118ac16807f146e678cc5625a06f.jpg,Шприц колбасный Hurakan HKN-ISH3,206302,11245,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/122256,"<p>Ручной колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122256"">Hurakan HKN-ISH3</a></b> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена 2 скоростями хода поршня для мощного выдавливания и быстрого возврата. Уникальная система выдавливания позволяет быстро возвращать поршень в исходное положение, что значительно ускоряет процесс заполнения шприца. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки из нержавеющей стали диаметром 38, 32, 22 и 16 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 470x260x260 мм</li>
</ul>",122256,механический,,,380 мм,183 мм,160 мм,10 кг,1,480x260x260 мм,17,https://entero.ru/manuals/413658/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-ISH3.pdf;https://entero.ru/manuals/413660/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413662/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/420330/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-ISH3.pdf,11837,,9 кг,,Китай,3 л,горизонтальный
https://cdn.entero.ru/mp@2x/c5/2f/c52f24879dced6b4cd934eab3f3648aa.jpg,Шприц колбасный Hualian TV-3L,Шприц колбасный Hualian TV-3L,11258,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/125168,"<p>Ручной колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125168"">Hualian TV-3L</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для наполнения оболочек мясом, паштетом, мягким маслом, творогом и другими различными начинками. Модель имеет вертикальное исполнение. Корпус и все соприкасающиеся с продуктом элементы выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки: 15 , 18 , 24 и 37 мм.</p>",125168,механический,,,330 мм,305 мм,550 мм,,,,0,,11727,,11 кг,,Китай,3 л,вертикальный
https://cdn.entero.ru/mp@2x/09/50/0950e930aebec9013b86f1c100cbcbd1.jpg,Шприц для колбас Airhot SH-5,Шприц для колбас Airhot SH-5,13194,RUB,Да,Airhot,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/125395,"<p>Шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125395"">Airhot SH-5</a></b> используется на предприятиях общественного питания и торговли для приготовления купат, колбас, сосисок, сарделек, шпикачек и прочих мясных изделий. Модель оснащена обратным воздушным клапаном, обеспечивающим подъем поршня без усилия, и 2 скоростями хода поршня. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки из нержавеющей стали: Ø 16, 22, 32 и 38 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер цилиндра: 140х320 мм</li>
<li>Габариты в упаковке: 565х252х265 мм</li>
</ul>",125395,механический,,,590 мм,230 мм,240 мм,,,,0,https://entero.ru/manuals/134987/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20SH-5.pdf;https://entero.ru/manuals/481704/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,13744,,9.5 кг,,Китай,5 л,горизонтальный
https://cdn.entero.ru/mp@2x/5c/a4/5ca4938b3ac424ef4e0fc1ac77556f84.jpg,Шприц колбасный Hualian TV-7L,Шприц колбасный Hualian TV-7L,14536,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/125170,"<p>Ручной колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125170"">Hualian TV-7L</a></b> используется на производственных площадках, предприятиях пищевой промышленности, общественного питания и торговли для наполнения оболочек мясом, паштетом, мягким маслом, творогом и другими различными начинками. Модель имеет вертикальное исполнение. Корпус и все соприкасающиеся с продуктом элементы выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки: 15 , 18 , 24 и 37 мм.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",125170,механический,,,330 мм,305 мм,820 мм,,,,0,,,,13 кг,,Китай,7 л,вертикальный
https://cdn.entero.ru/mp@2x/59/a4/59a4d949afdeea33519c5d8282f5aed8.jpg;https://cdn.entero.ru/mp@2x/91/cb/91cb1a450904fcc88ac88291d712fa8a.jpg;https://cdn.entero.ru/mp@2x/77/51/7751e3fac5958ef89a29a488143ce316.jpg;https://cdn.entero.ru/mp@2x/a8/f6/a8f6169e2558309a5ae47c62def6657d.jpg;https://cdn.entero.ru/mp@2x/84/67/8467d9216d67d394a2499cb727006b99.jpg;https://cdn.entero.ru/mp@2x/a2/e3/a2e3f076a9d5df9448609bd6a9f3f508.jpg,Шприц колбасный Hurakan HKN-ISV7,149943,14790,RUB,Да,Hurakan,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/81614,"<p>Ручной колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81614"">Hurakan HKN-ISV7</a></b> используется на предприятиях общественного питания и торговли для наполнения колбас, сосисок, сарделек и шпикачек. Модель оснащена 2 скоростями хода поршня для мощного выдавливания и быстрого возврата. Уникальная система выдавливания позволяет быстро возвращать поршень в исходное положение, что значительно ускоряет процесс заполнения шприца. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 насадки из нержавеющей стали диаметром 38, 25, 19 и 15 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 850х360х330 мм</li>
</ul>",81614,механический,,,820 мм,330 мм,305 мм,14 кг,1,790x340x300 мм,24,https://entero.ru/manuals/414810/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-ISV7.pdf;https://entero.ru/manuals/414811/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-ISV7.pdf;https://entero.ru/manuals/414812/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/414813/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454850/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-ISV7.pdf,,,13 кг,,Китай,7 л,вертикальный
https://cdn.entero.ru/mp@2x/9a/c2/9ac23d4516b9d57406b52d88ba25b6b9.jpg,Шприц колбасный Hualian TV-12L,Шприц колбасный Hualian TV-12L,21210,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/296591,"<p>Вертикальный колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/296591"">Hualian TV-12L</a> </b>используется на предприятиях пищевой промышленности при производстве колбасных изделий и аналогичных продуктов для наполнения различными видами фарша оболочек из натурального и искусственного сырья. Модель оснащена сменными цевками. Оборудование выполнено из пищевой нержавеющей стали.</p>

<p>В комплект поставки входят сменные цевки различного диаметра: 15, 18, 24 и 37 мм. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Открытый механизм работы шприца позволяет оператору контролировать ход процесса</li>
<li>Регулировка скорости и плотности наполнения</li>
</ul>",296591,механический,220 В,,850 мм,330 мм,305 мм,,,,0,,,,14 кг,,Китай,12 л,вертикальный
https://cdn.entero.ru/mp@2x/90/ba/90ba34c8bdcf07c38acd11bf52c59d3d.jpg,Шприц для колбас Kocateq SV15,Шприц для колбас Kocateq SV15,24477,RUB,Да,Kocateq,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/58898,"<p>Вертикальный механический шприц для колбас <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58898"">Kocateq SV15</a></b> используется на предприятиях общественного питания и торговли для изготовления купат и домашних колбас. Модель оснащена механическим редуктором с 2 приводами, отличающиеся передаточным числом. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки вxодит 4 воронки-цевки из нержавеющей стали с входным диаметром 16, 22, 32 и 38 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цилиндр с перемещающимся во внутреннем объеме поршнем</li>
<li>На конце цилиндра с помощью накидной гайки крепится воронка-цевка, на которую одевается оболочка, набиваемая фаршем</li>
<li>Разборная конструкция</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Размер цилиндра: 219х400 мм</li>
<li>Габариты в упаковке: 780х390х360 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насадка для формования котлет 602201</li>
<li>Клипсатор G8100000</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото представлена аналогичная модель другого размера.</span></em></p>",58898,механический,,,330 мм,370 мм,730 мм,,,,0,https://entero.ru/manuals/111590/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/278987/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20SV15.pdf,25497,,20 кг,,Южная Корея,15 л,вертикальный
https://cdn.entero.ru/mp@2x/42/dc/42dc573b15f93b695b1a27de9a0f2fb1.jpg,Шприц колбасный Apach ASF3,144654,35221,RUB,Да,Apach,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/60137,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60137"">Apach ASF3</a></b> используется на предприятиях общественного питания и торговли для заполнения натуральной или искусственной оболочки различными пастообразными продуктами. Модель имеет горизонтальное исполнение. Сменные насадки позволяют получать различные колбасные изделия. Труба выполнена из нержавеющей стали, поршень - из нейлона.</p>

<p>В комплект поставки входят 4 насадки: 10,5, 19,5, 25 и 34,5 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество скоростей: 1</li>
<li>Габариты в упаковке: 320х470х300 мм</li>
</ul>",60137,механический,,,220 мм,370 мм,200 мм,,,,0,https://entero.ru/manuals/81586/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/521890/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,37469,https://vk.com/video_ext.php?oid=-177656185&id=456240324&hd=2&autoplay=0,8 кг,,Италия,3 л,горизонтальный
https://cdn.entero.ru/mp@2x/e9/9a/e99af244e71dfe59356d383e31df82c7.jpg,Шприц колбасный Apach ASF8,144656,42602,RUB,Да,Apach,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/60139,"<p>Колбасный шприц <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60139"">Apach ASF8</a></b> используется на предприятиях общественного питания и торговли для заполнения натуральной или искусственной оболочки различными пастообразными продуктами. Модель имеет горизонтальное исполнение. Сменные насадки позволяют получать различные колбасные изделия. Труба выполнена из нержавеющей стали, поршень - из нейлона.</p>

<p>В комплект поставки входят 4 насадки: 10,5, 19,5, 25 и 34,5 мм.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество скоростей: 2</li>
<li>Габариты в упаковке: 850х330х340 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",60139,механический,,,750 мм,230 мм,240 мм,17 кг,1,850x330x340 мм,0,https://entero.ru/manuals/81588/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/521888/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,46307,https://vk.com/video_ext.php?oid=-177656185&id=456240324&hd=2&autoplay=0,13 кг,,Италия,8 л,горизонтальный
https://cdn.entero.ru/mp@2x/2f/fd/2ffdcf1a934f966b4685839bb1ea5b9b.jpg,Шприц колбасный Hualian TV-15L (электрический привод),Шприц колбасный Hualian TV-15L (электрический привод),50140,RUB,Да,Hualian,Профоборудование,Мясоперерабатывающее,Шприцы колбасные,https://entero.ru/item/289982,"<p>Колбасный шприц <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289982""><b class=""b"">Hualian TV-15L </b></a>используется на предприятиях пищевой промышленности при производстве колбасных изделий и аналогичных продуктов для наполнения начинкой подготовленных оболочек. Модель оснащена электромеханической панелью управления. Корпус и насадки выполнены из высококачественной нержавеющей стали марки AISI304.</p>

<p>В комплект поставки входят ножная педаль и 5 сменных насадок различного диаметра.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Моторизованный поршень</li>
<li>Регулировка скорости с помощью поворотного переключателя</li>
<li>Удобное управление с помощью ножной педали</li>
<li>Съемный кабель питания</li>
<li>Простая и безопасная эксплуатация</li>
<li>Легкость обслуживания</li>
<li>Компактный вертикальноориентированный корпус для оптимизации рабочего пространства</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр насадок: 16 / 22 / 25 / 32 / 38 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",289982,электрический,220 В,0.12 кВт,480 мм,380 мм,860 мм,,,,0,,52229,,33 кг,Китай,Китай,15 л,вертикальный
