Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Тип гриля,Количество кур,Количество ТЭНов,Электрическая мощность,Газовая мощность
https://cdn.entero.ru/mp@2x/3e/64/3e6491a5803f7915428bbec4c7dcefa7.jpg,Гриль для кур ATESY Командор-2/5-Э,Командор-2/5 Э / «КОМАНДОР»-2/5-Э,111444,RUB,Да,ATESY,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/73432,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/73432"">ATESY Командор-2/5-Э</a></b> используется на предприятиях общественного питания и торговли для обжаривания целых тушек кур на вертелах (шампурах). Модель оснащена 2 рядами шампуров: 3 дальних шампура предназначены для жарки кур, 2 ближних - для поддержания готовых кур в горячем состоянии. Корпус и все внутренние элементы, контактирующие с продуктами, выполнены из пищевой нержавеющей стали AISI 430, двери - из закаленного термостойкого стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Приготовление тушек осуществляется благодаря инфракрасному излучению 3 пар ТЭНов, расположенных на задней стенке гриля</li>
<li>ТЭНы имеют специальные отражатели, повышающие эффективность нагрева продукта</li>
<li>Интенсивность нагрева регулируется терморегулятором, ручка которого расположена на передней панели</li>
<li>Одновременное вращение 5 шампуров осуществляется 1 электродвигателем</li>
<li>Постоянная скорость вращения шампуров и оптимальное расстояние от тушки до ТЭНов обеспечивают равномерную прожарку кур и высокую производительность гриля</li>
<li>Шампур имеет 3 спицы и оснащен торцевыми фиксаторами кур, исключающими проворачивание кур во время приготовления</li>
<li>Специальный узел вращения и поддержки шампура обеспечивает быструю установку и выемку шампура из гриля</li>
<li>Поддон для сбора жира в основании гриля</li>
<li>В положении открытых дверей шампуры с курами легко вынимаются из гриля</li>
<li>Дверцы имеют магнитный фиксатор закрытого положения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество шампуров: 5</li>
<li>Максимальное количество одновременно загружаемых тушек (1 / 1,7 кг): 25 / 20</li>
<li>Время полного оборота вертела: 30 сек.</li>
<li>Время приготовления при полной загрузке камеры: от 80 до 100 мин.</li>
</ul>",73432,от 50 до 250 °С,220 В,945 мм,560 мм,825 мм,,Россия,,,0,https://entero.ru/manuals/124270/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%BE%D1%80-2_5-%D0%AD.pdf;https://entero.ru/manuals/124271/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6%20ATESY%20%D0%9A%D0%BE%D0%BC%D0%B0%D0%BD%D0%B4%D0%BE%D1%80-2_5-%D0%AD.pdf;https://entero.ru/manuals/124272/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%281%29.pdf;https://entero.ru/manuals/124273/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%282%29.pdf,,,52.8 кг,электричество,шампурный,25,6,7.3 кВт,
https://cdn.entero.ru/mp@2x/6e/6e/6e6ef133ae5102a776568e23a19178b0.jpg,Гриль для кур электрический Hualian HEJ-268,Гриль для кур электрический Hualian HEJ-268,48418,RUB,Да,Hualian,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/289658,"<p>Гриль для кур карусельного типа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289658"">Hualian HEJ-268</a> </b>используется на предприятиях общественного питания и торговли для запекания цельных тушек домашней птицы, а также куриных окорочков, грудок и аналогичной продукции. Модель оснащена электронагревателями трубчатого типа (ТЭНами) и расположенной с правой стороны фронта электромеханической панелью управления. Корпус выполнен из нержавеющей стали, остекление – из жаропрочного стекла.</p>

<p>В комплект поставки входят 4 решетчатые корзины.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка температуры ТЭНов с помощью термостатов с поворотными переключателями</li>
<li>Автоматический контроль заданной температуры</li>
<li>Подсветка внутреннего объема </li>
<li>Выключатель и кнопка подсветки колыбельного типа</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Быстрый разогрев </li>
<li>Съемный поддон для сбора жира</li>
<li>Двери с 2 сторон для удобства эксплуатации</li>
<li>Прозрачное обзорное остекление для визуального контроля процесса и демонстрации продукции</li>
<li>Экономичное энергопотребление</li>
<li>Колеса для удобства транспортировки</li>
<li>Легкость очистки</li>
<li>Эргономичный стильный дизайн</li>
</ul>",289658,,220 В,1030 мм,600 мм,800 мм,,Китай,,,0,,,,81 кг,электричество,карусельный,от 12 до 16,,6.2 кВт,
https://cdn.entero.ru/mp@2x/bc/68/bc684069dd6e312d1444f02d09857aa5.jpg;https://cdn.entero.ru/mp@2x/de/f0/def065758da872d27833183f33be432f.jpg,Гриль для кур ROAL EB-268,н0000233693,55271,RUB,Да,ROAL,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/87803,"<p>Электрический карусельный гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87803"">ROAL EB-268</a> </b>используется на предприятиях общественного питания и торговли для равномерного запекания куриных тушек, окорочков, грудок и крылышек. Модель оснащена терморегулятором, 4 корзинками, чашей для масла и 4 колесами. Дверца с жаропрочным стеклом и внутренняя подсветка позволяют контролировать процесс приготовления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления: от 40 до 50 мин.</li>
<li>Габариты в упаковке: 1060x680x960 мм</li>
</ul>",87803,от 0 до 250 °С,220 В,1010 мм,630 мм,800 мм,,Китай,,,0,https://entero.ru/manuals/69063/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ROAL%20EB-268.pdf,58799,,71 кг,электричество,карусельный,от 12 до 18,6,6 кВт,
https://cdn.entero.ru/mp@2x/1a/b8/1ab85de23545b41cba9703db799c24aa.jpg;https://cdn.entero.ru/mp@2x/85/56/855677ccee16143245fa9730791a443b.jpg,Гриль для кур Hurakan HKN-OGE16,144245,60426,RUB,Да,Hurakan,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/61039,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/61039"">Hurakan HKN-OGE16</a></b> используется на предприятиях общественного питания и торговли для зажаривания цыплят целиком, грудок, окорочков и других продуктов. Модель оснащена внутренней подсветкой и жаропрочным стеклом. Корпус выполнен из нержавеющей стали.</p>",61039,200 °С,220 В,1010 мм,630 мм,800 мм,130 кг,Китай,1,1100x800x800 мм,0,https://entero.ru/manuals/66039/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-OGE16.pdf;https://entero.ru/manuals/415964/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-OGE16.pdf;https://entero.ru/manuals/415965/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415966/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,62944,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241046&hash=74fc04cc3e3d2ad2,117 кг,электричество,карусельный,от 12 до 20,,6 кВт,
https://cdn.entero.ru/mp@2x/da/1e/da1e4b5b5ba7500b9b11d8049f3f52e4.jpg;https://cdn.entero.ru/mp@2x/16/82/168260904003f69c03bad82aa27319c0.jpg,Гриль для кур Sikom МК-8.8В,Гриль для кур Sikom МК-8.8В,71984,RUB,Да,Sikom,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/20339,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/20339"">Sikom МК-8.8В</a></b> предназначен для приготовления кур-гриль в заведениях быстрого питания, супермаркетах и уличной торговли. Модель оснащена электромеханической панелью управления, таймером и встроенной боковой витриной.</p>

<p>В комплект поставки входит съемный вертел, 4 люльки-корзины, поддон, кассета витрины и поддон витрины.</p>

<p><b> Особенности:</b></p>

<ul>
<li>Самоочищающаяся зубчатая муфта: облегчает установку вертела, устраняет люфт при неравномерной загрузке и продлевает срок службы электродвигателя</li>
<li>Выдвигаемый стеллаж витрины: облегчение загрузки и выемки продукта</li>
<li>Лампы подсветки вынесены за пределы зоны нагрева: улучшение освещенности рабочей камеры и рабочей зоны, повышение безопасности эксплуатации</li>
<li>Конструкция подвеса исключает случайное падение люльки</li>
<li>Поддон со сливной пробкой</li>
<li>Съемные отражатели</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость витрины: 9 кур</li>
<li>Габариты в упаковке: 690х920х640 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подставка Т-8.12</li>
<li>Шампур для жарки окорочков и крылышек</li>
</ul>",20339,от 50 до 250 °С,220 В,850 мм,650 мм,580 мм,47 кг,Россия,1,690x920x640 мм,0,https://entero.ru/manuals/11639/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sikom%20%D0%9C%D0%9A-8.8%D0%92.pdf,77402,https://vk.com/video_ext.php?oid=-177656185&id=456239202&hd=2&autoplay=0;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241114&hash=5a7b435395598740,45 кг,электричество,карусельный,8,,3.55 кВт,
https://cdn.entero.ru/mp@2x/c5/e6/c5e6b3207537fccad1b794be038716cf.jpg,Печь-гриль статическая Kocateq EPC 2 FISH для 2 рыб,EPC 2 FISH,253045,RUB,Да,Kocateq,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/346148,"<p>Печь-гриль статическая <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346148""><b class=""b"">Kocateq EPC 2 FISH</b></a> предназначен для приготовления жареной рыбы супермаркетах, фудкортах, закусочных, киосках и на предприятиях общественного питания. Модель оснащена аналоговой панелью управления с регулятором температуры.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Печь статическая электрическая слотового типа</li>
<li>Регулируемый шибер</li>
<li>2 решетки</li>
<li>Сверхскоростной разогрев печи до 500 градусов Цельсия</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления рыбы: 6-8 мин</li>
</ul>

<p> </p>",346148,от 0 до 500 °С,380 В,810 мм,810 мм,1630 мм,,Ю. Корея,,,0,https://entero.ru/manuals/423833/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,272091,,84 кг,электричество,,,,8.55 кВт,
https://cdn.entero.ru/mp@2x/a7/27/a7271abf66025baa2cdcdcc0c8ed159c.jpg,Гриль для кур Grill Master Ф6Ш2Г,11119,177580,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/128312,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128312"">Grill Master Ф6Ш2Г</a></b> используется на предприятиях общественного питания и торговли для приготовления тушек кур, куриных окорочков, грудок и других продуктов. Модель оснащена системой газ-контроля, 6 съемными автономными инфракрасными горелками, 6 газовыми кранами и внутренней подсветкой. Корпус выполнен из нержавеющей стали, двери - из закаленного стекла.</p>

<p>В комплект поставки входят 11 горизонтальных шампуров из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 шампуров в первом ряду</li>
<li>5 шампуров во втором ряду</li>
<li>Нет задней стенки</li>
<li>Отражатели у горелок</li>
<li>Цепная передача вращения шампуров</li>
<li>Рамная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления: 55 мин.</li>
<li>Расход газа: 2,7 кг/час</li>
<li>Газовое подключение: 1/2""</li>
<li>Габариты в упаковке: 1397х685х1566 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>
<p>Исполнение в цвете</p>
</li>
</ul>",128312,,220 В,1297 мм,558 мм,1316 мм,,Россия,,,0,,184979,,144 кг,газ,шампурный,55,,,27 кВт
https://cdn.entero.ru/mp@2x/e2/db/e2dbd1cc5f205f43daacb6daf15ed20f.jpg,Гриль для кур Grill Master Ф8Ш1Э,21133,202800,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/119335,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119335"">Grill Master Ф8Ш1Э</a></b> используется на предприятиях общественного питания и торговли для приготовления тушек кур, куриных окорочков, грудок и других продуктов. Модель оснащена подсветкой. Корпус и шампуры выполнены из нержавеющей стали, дверь - из стекла.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Количество шампуров: 8 шт.</li>
<li>Время приготовления: 55 мин.</li>
<li>Габариты в упаковке: 1398х594х1836 мм</li>
</ul>",119335,,380 В,1298 мм,507 мм,1560 мм,,Россия,,,0,https://entero.ru/manuals/308220/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A48%D0%A81%D0%AD.pdf,,,160 кг,электричество,шампурный,40,8,19.2 кВт,
https://cdn.entero.ru/mp@2x/17/8e/178eddc6db4acfe833fb7437274c0536.jpg,Гриль для кур Grill Master Ф6У1Г,11122,139280,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/128306,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128306"">Grill Master Ф6У1Г</a></b> используется на предприятиях общественного питания и торговли для приготовления тушек кур, куриных окорочков, грудок и других продуктов. Модель оснащена системой газ-контроля, 6 съемными автономными инфракрасными горелками и 6 газовыми кранами и внутренней подсветкой. Корпус выполнен из нержавеющей стали, двери - из закаленного стекла.</p>

<p>В комплект поставки входят 6 горизонтальных шампуров из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Шампуры в один ряд</li>
<li>Цепная передача вращения шампуров</li>
<li>Рамная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время приготовления: 55 мин.</li>
<li>Расход газа: 1,9 кг/час</li>
<li>Газовое подключение: 1/2""</li>
<li>Габариты в упаковке: 1067х617х1566 мм</li>
</ul>",128306,,220 В,967 мм,517 мм,1316 мм,,Россия,,,0,,148170,,112 кг,газ,шампурный,24,,,21 кВт
https://cdn.entero.ru/mp@2x/9b/56/9b56e368dd0f6c8628c24636d8a0de46.jpg,Гриль для кур Grill Master Ф3К1Э,21101,145700,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/51350,"<p>Гриль для кур <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/51350"">Grill Master Ф3К1Э</a></b> используется на предприятиях общественного питания и торговли для приготовления тушек кур, куриных окорочков, грудок и других продуктов. Модель оснащена подсветкой в камере. Оборудование полностью сделано из нержавеющей стали, двери - из термостойкого стекла.</p>",51350,,380 В,1360 мм,625 мм,740 мм,,Россия,,,0,https://entero.ru/manuals/21053/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/308217/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Grill%20Master%20%D0%A43%D0%9A1%D0%AD.pdf,155000,,110 кг,электричество,карусельный,30,3,7.5 кВт,
https://cdn.entero.ru/mp@2x/27/c3/27c3d2dbbaa7daa5f05685e4d7fb51b3.jpg;https://cdn.entero.ru/mp@2x/0a/c7/0ac7a19f0440534459eb5e0966e86a3e.jpg,Гриль для кур Grill Master Ф3Кк1Э,22119,205000,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/64300,"<p>Гриль для кур <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/64300""><b class=""b"">Grill Master Ф2БкрЭ</b></a> используется на предприятиях общественного питания и торговли для приготовления тушек кур, куриных окорочков, грудок и других продуктов. Модель оснащена подсветкой и поддоном для сбора масла и жира. Оборудование полностью выполнено из нержавеющей стали, дверь и задняя стенка - из жаростойкого стекла.</p>

<p>Комплект шампуров для кур, комплект корзин для кур и субпродуктов и стенд для гриля в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическая панель управления</li>
<li>Конвекция (вентилятор с дополнительными нагревательными элементами)</li>
<li>Высокотоный термометр</li>
<li>Функция прокрутки основного барабана гриля</li>
<li>Термостат для регулирования температуры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость шампура: от 2 до 3 кур</li>
<li>Максимальное количество:
<ul>
<li>Корзин: 6</li>
<li>Шампуров: 6</li>
</ul>
</li>
<li>Внутренние размеры: 590x630x630 мм</li>
</ul>",64300,от 50 до 250 °С,380 В,870 мм,790 мм,730 мм,,Россия,,,0,https://entero.ru/manuals/32556/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%93%D1%80%D0%B8%D0%BB%D1%8C-%D0%BC%D0%B0%D1%81%D1%82%D0%B5%D1%80%20%D0%A43%D0%9A%D0%BA1%D0%AD.pdf;https://entero.ru/manuals/32555/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,222826,,60 кг,электричество,карусельный,от 12 до 18,3,8.0 кВт,
https://cdn.entero.ru/mp@2x/c3/cb/c3cbe44378c4cee0f6f2bfe343b8af2c.jpg,Гриль для кур Eurast 105E,1053054E,0,RUB,Нет,Eurast,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/33706,"<p>Гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33706""><b class=""b"">Eurast 105E</b></a> предназначен для приготовления кур-гриль в заведениях быстрого питания, супермаркетах и на предприятиях уличной торговли.</p>

<p><b> Особенности:</b></p>

<ul>
<li>​Изготовлен из нержавеющей стали AISI 304</li>
<li>Съёмный лоток</li>
<li>Подсветка камеры</li>
<li>Количество вертелов: 1 шт.</li>
</ul>",33706,,380 В,1000 мм,440 мм,550 мм,,Испания,,,0,,,,,электричество,шампурный,5,,2.5 кВт,
https://cdn.entero.ru/mp@2x/b9/53/b953a7a4ecdf3a681dfaf7bedb68754c.jpg,Гриль для кур Kocateq YXD268,Гриль для кур Kocateq YXD268,0,RUB,Нет,Kocateq,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/33708,"<p>Гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33708"">Kocateq YXD268</a></b> используется на предприятиях общественного питания и торговли для приготовления куриных тушек, окорочков, крылышек и грудок, свиных рулек, шашлыка, кебаб и других мясных блюд, рыбы и овощей. Модель оснащена механической панелью управления и термостатом для регулировки температуры. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный термометр показывает температуру воздуха в камере</li>
<li>2 источника нагрева в верхней и нижней частях для равномерного обжаривания</li>
<li>4 люльки</li>
<li>Выдвижной поддон</li>
<li>Сплошное стекло со стороны покупателя</li>
<li>Сдвигающаяся вверх дверца со стороны обслуживающего персонала</li>
</ul>",33708,от 80 до 200 °С,220 В,1100 мм,630 мм,800 мм,,Ю. Корея,,,0,https://entero.ru/manuals/110541/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/280267/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20YXD268.doc,,,78 кг,электричество,карусельный,от 8 до 16,2,6 кВт,
https://cdn.entero.ru/mp@2x/57/22/57221e00a218ce5ce6fd5e96e5f10a03.jpg,Гриль для кур Grill Master ФЗК1Э,Гриль для кур Grill Master ФЗК1Э,0,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336537,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336537"">Grill Master ФЗК1Э</a>/1</b> предназначен для приготовления кур-гриль и субродуктов в заведениях быстрого питания и супермаркетах. Модель оснащена подсветкой и 2 распашными дверьми. Равномерное запекание тушек обеспечивается благодаря непрерывному вращению непосредственно возле нагревателей. Изделие и корзины выполнены из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость 1 корзины: 6 тушек</li>
<li>Количество корзин: 6</li>
<li>Время приготовления: 55 мин.</li>
</ul>",336537,,380 В,1360 мм,625 мм,740 мм,,Россия,,,0,,,,110 кг,электричество,карусельный,30,3,7.5 кВт,
https://cdn.entero.ru/mp@2x/ae/2b/ae2bf382fcf787ce9204881d415d0f9a.jpg,Гриль для кур Grill Master Ф3КЭЛ/1+ВГТЭ,22141,0,RUB,Нет,Grill Master,Профоборудование,Тепловое,Грили для кур,https://entero.ru/item/336517,"<p>Электрический гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336517"">Grill Master Ф3КЭЛ/1+ВГТЭ</a></b> предназначен для приготовления кур-гриль и субпродуктов в заведениях быстрого питания и супермаркетах. Модель оснащена яркой галогеновой подсветкой, термощупом, электронной панелью управления и подставкой-витриной снизу. Распашные двери гарантируют доступ в камеру гриля с двух сторон. Равномерное запекание тушек обеспечивается благодаря непрерывному вращению непосредственно возле нагревателей. Изделие и корзины для кур выполнены из пищевой нержавеющей стали, дверцы - из термостойкого стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Конвекционная модель</li>
<li>4 рабочих режима гриля: разогрев, приготовление, подрумянивание и хранение</li>
<li>Тепловая витрина с пароувлажнением</li>
<li>Электронный термостат и таймер</li>
<li>Витрина со съемными колесами со стопорами</li>
<li>Возможно одновременное использование корзин и спиц для приготовления</li>
<li>Полностью разборный барабан для легкой мойки</li>
<li>Двери с термосберегающим покрытием</li>
<li>Поддон для жира со сливным краном специальной конструкции</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество корзин и спиц: 8</li>
<li>Вместимость на 1 спицу: 5 тушек весом от 1,3 до 1,8 кг</li>
<li>Время приготовления: от 55 до 60 мин.</li>
<li>Подсветка камеры: 4х150 Вт</li>
<li>Вместимость витрины: 4 противня</li>
<li>Размер противня: 653х657 мм</li>
<li>Шаг установки противня: 178 мм</li>
<li>Установка температуры: +30 °С до +90 °С</li>
<li>Высота витрины: 950 мм</li>
<li>Потребляемая мощность:
<ul>
<li>Гриль: 13,1 кВт</li>
<li>Витрина: 3кВт</li>
</ul>
</li>
<li>Цвет: черный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Корзины для кур и субпродуктов</li>
<li>Угловые шампуры для кур</li>
</ul>",336517,от +50 до +250 °С,380 В,1030 мм,860 мм,2050 мм,,Россия,,,0,https://entero.ru/manuals/397461/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%B3%D1%80%D0%B8%D0%BB%D1%8C%20Grill%20Master%20%D0%A43%D0%9A%D0%AD%D0%9B_1.pdf;https://entero.ru/manuals/397462/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%B2%D0%B8%D1%82%D1%80%D0%B8%D0%BD%D1%83%20Grill%20Master%20%D0%92%D0%93%D0%A2%D0%AD.pdf,,,391 кг,электричество,карусельный,40,,13.1 кВт,
