Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Тип установки,Применение,Инфракрасный нагрев,Количество зон нагрева / ламп,Гастронормированный,Размер зоны нагрева
https://cdn.entero.ru/mp@2x/99/a1/99a12c1299521f12d3dc8a3c1de81fb9.jpg,Лампа тепловая VIATTO VA-HL250,4630169227602,4790,RUB,Да,VIATTO,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/215829,"<p>Тепловая лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215829"">VIATTO VA-HL250</a> </b>предназначена для поддержания в горячем состоянии готовых блюд на предприятиях общественного питания и торговли. Модель оснащена плафоном на регулируемом кабеле с выключателем. Плафон выполнен из металла с покрытием краской серебристого цвета.</p>

<p>В комплект поставки входит инфракрасная лампа.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки кабеля: от 280 до 1600 мм</li>
<li>Диаметр плафона: 179 мм</li>
<li>Габариты в упаковке: 200х185х390 мм</li>
</ul>

<p> </p>",215829,,220 В,0.25 кВт,178 мм,178 мм,720 мм,1.5 кг,Китай,1,200x185x390 мм,22,https://entero.ru/manuals/408375/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-HL250.pdf;https://entero.ru/manuals/408376/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/462977/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20VA-HL250.pdf,,,1.1 кг,подвесной,"для блюд, для тарелок, для чашек",Да,1,,
https://cdn.entero.ru/mp@2x/32/04/3204a38e4786435930d65804aa035cdf.jpg,Лампа инфракрасная Airhot IR-S-800 серебряный,Лампа инфракрасная Airhot IR-S-800 серебряный,4944,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/122061,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122061""><b class=""b"">Airhot IR-S-800</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашенного металла.</p>

<p>В комплект поставки входит лампочка 250 Вт.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
<li>Цвет: серебряный</li>
</ul>",122061,,220 В,0.25 кВт,270 мм,270 мм,305 мм,1.8 кг,Китай,1,285x285x310 мм,0,https://entero.ru/manuals/128114/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20IR-S-800.pdf;https://entero.ru/manuals/481626/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,1.03 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/c2/fa/c2fa48819035f63d19c4e5e31dabca3f.jpg,Лампа инфракрасная Airhot IR-S-825 серебряный,Лампа инфракрасная Airhot IR-S-825 серебряный,4982,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/122062,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122062""><b class=""b"">Airhot IR-S-825</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашенного металла.</p>

<p>В комплект поставки входит лампочка 250 Вт.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
<li>Диаметр / высота нижнего цоколя: 70 / 30 мм</li>
<li>Диаметр / высота верхнего крепления: 90 / 125 мм</li>
<li>Диаметр абажура: 175 мм</li>
<li>Цвет: серебряный</li>
</ul>",122062,,220 В,0.25 кВт,175 мм,175 мм,305 мм,1.6 кг,Китай,1,215x215x310 мм,0,https://entero.ru/manuals/128115/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20IR-S-825.pdf;https://entero.ru/manuals/481625/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/481890/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,1.2 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/48/27/4827c99ab57eb5d132efeeea27e5c737.jpg,Лампа инфракрасная Airhot IR-C-825 бронзовый,C9465,5003,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/122070,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122070""><b class=""b"">Airhot IR-C-825</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашенного металла.</p>

<p>В комплект поставки входит лампочка 250 Вт.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
<li>Цвет: бронзовый</li>
</ul>",122070,,220 В,0.25 кВт,175 мм,175 мм,305 мм,1.6 кг,Китай,1,215x215x310 мм,0,https://entero.ru/manuals/128121/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20IR-C-825.pdf;https://entero.ru/manuals/481630/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,1.2 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/9a/bc/9abc24cf9cdbcde8a3dfef3f0125cfe0.jpg;https://cdn.entero.ru/mp@2x/86/47/8647dfb8eac3429b5aea53317dbd4edf.jpg;https://cdn.entero.ru/mp@2x/a7/fb/a7fb6ea06a2590662b926912ac1b7bc2.jpg;https://cdn.entero.ru/mp@2x/c4/38/c4389b7e0db457261cc08e753c7d89b8.jpg,Лампа инфракрасная Hurakan HKN-DL825 бронзовая,153687,5072,RUB,Да,Hurakan,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/80037,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/80037""><b class=""b"">Hurakan HKN-DL825</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит лампочка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр плафона: 175 мм</li>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
</ul>",80037,,220 В,0.25 кВт,175 мм,175 мм,600 мм,1 кг,Китай,1,240x260x390 мм,50,https://entero.ru/manuals/414029/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-DL825.pdf;https://entero.ru/manuals/414030/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DL825.pdf;https://entero.ru/manuals/414031/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-DL825.pdf;https://entero.ru/manuals/414032/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,1.2 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/d4/c6/d4c6dbb6dd97315f27e5e99f811b185c.jpg,Лампа-подогреватель Kocateq DH637G NW,DH 637G NW 33228,5353,RUB,Да,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/168027,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168027"">Kocateq DH637G NW</a> </b>используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p>В комплект поставки входит ИК-лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 185 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Высота плафона: 225 мм</li>
<li>Цвет плафона: золотой</li>
</ul>",168027,,220 В,0.275 кВт,185 мм,185 мм,1500 мм,,Ю. Корея,,,0,,6776,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/02/ac/02ac831a10b9770e032479384df294c8.jpg,Лампа-подогреватель Kocateq DH639B NW,DH 639B NW 33258,6541,RUB,Да,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/168031,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168031"">Kocateq DH639B NW</a></b> используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p>В комплект поставки входит ИК-лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 290 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Высота плафона: 150 мм</li>
<li>Цвет плафона: синий</li>
<li>Габариты в упаковке: 320x320x350 мм</li>
</ul>",168031,,220 В,0.275 кВт,290 мм,290 мм,1500 мм,,Ю. Корея,,,0,,8960,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/32/0c/320cb5084b5fe25d72c3b9a4279cd61a.jpg,Лампа-подогреватель Kocateq DH633SS NW,DH 633SS NW 33243,6707,RUB,Да,Kocateq,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/168016,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168016"">Kocateq DH633SS NW</a></b> используется на предприятиях общественного питания и торговли для поддержания тарелок, готовых блюд и продуктов в разогретом состоянии. Источником инфракрасного излучения является ИК-элемент, который создает на поверхности тепловое пятно круглой формы при помощи декоративного рефлектора со специальным внутренним покрытием.</p>

<p>В комплект поставки входит ИК-лампа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стандартный цоколь E27</li>
<li>Выключатель в верхней поверхности рефлектора</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр:
<ul>
<li>Плафон: 270 мм</li>
<li>Тепловое пятно: 440 мм</li>
</ul>
</li>
<li>Высота плафона: 225 мм</li>
<li>Цвет плафона: стальной</li>
<li>Габариты в упаковке: 300x300x330 мм</li>
</ul>",168016,,220 В,0.275 кВт,270 мм,270 мм,1500 мм,,Ю. Корея,,,0,,8599,,,подвесной,"для блюд, для тарелок",Да,1,,
https://cdn.entero.ru/mp@2x/5f/62/5f62824e9ef61b6f147cb91b3b953a0f.jpg;https://cdn.entero.ru/mp@2x/8d/cf/8dcf6082b1a7ffb8469fdfb10d16e6f4.jpg,Лампа-подогреватель Scholl 22001/S,22001/S (B0023),50999,RUB,Да,Scholl,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/197173,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/197173"">Scholl 22001/S</a></b> используется на предприятиях общественного питания и торговли для кратковременного поддержания в разогретом состоянии сервированных горячих блюд и готовых горячих продуктов. Поддержание температуры осуществляется по принципу передачи ИК-излучения от лампы на подогреваемую поверхность. За счет инфракрасного излучения помимо нагрева происходит частичная стерилизация продукта.</p>

<p>В комплект поставки входит белая инфракрасная лампа мощностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Спиральный кабель изменяемой длины для регулирования степени нагрева путем изменения расстояния от лампы до подогреваемой поверхности</li>
<li>Выключатель на корпусе</li>
<li>Верхняя защитная манжета черного цвета для скрытия монтажных элементов</li>
<li>Подключение как у обычных светильников</li>
<li>Потолочный монтаж</li>
<li>Хромированный гибкий кронштейн и плафон из полированной нержавеющей стали черного цвета </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр верхней манжеты: 100 мм</li>
<li>Габариты в упаковке: 340х340х370 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Красная инфракрасная лампа мощностью 250 Вт</li>
<li>Укороченный спиральный кабель длиной 500-1000 мм</li>
</ul>",197173,от 40 до 60 °C,220 В,0.25 кВт,225 мм,225 мм,1700 мм,,Германия,,,0,https://entero.ru/manuals/230155/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BB%D0%B0%D0%BC%D0%BF-%D0%BF%D0%BE%D0%B4%D0%BE%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D0%B5%D0%B9%20Scholl.pdf;https://entero.ru/manuals/398299/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Scholl%2022001_S.pdf,53683,,,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/2a/22/2a222616d453cf7f063bd72f5f7dd91e.jpg;https://cdn.entero.ru/mp@2x/48/89/488936ab33073372ed48826488dd8b0f.jpg;https://cdn.entero.ru/mp@2x/a3/9e/a39e1052aa5cf901a12ee369822fcefd.jpg,Лампа-подогреватель Scholl 23001/C хром,B0031,51195,RUB,Да,Scholl,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/361000,"<p>Лампа-подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361000""><b class=""b"">Scholl 23001/С</b></a> используется на предприятиях общественного питания и торговли для кратковременного поддержания в разогретом состоянии сервированных горячих блюд и готовых горячих продуктов. Поддержание температуры осуществляется по принципу передачи ИК-излучения от лампы на подогреваемую поверхность. За счет инфракрасного излучения помимо нагрева происходит частичная стерилизация продукта. Корпус изгоовлен из кращенного металла цвета хром.</p>

<p>В комплект поставки входит белая инфракрасная лампа мощностью 250 Вт.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Спиральный кабель изменяемой длины для регулирования степени нагрева путем изменения расстояния от лампы до подогреваемой поверхности</li>
<li>Выключатель на корпусе</li>
<li>Верхняя защитная манжета черного цвета для скрытия монтажных элементов</li>
<li>Подключение как у обычных светильников</li>
<li>Потолочный монтаж</li>
<li>Хромированный гибкий кронштейн и плафон из полированной нержавеющей стали цвета хром</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр верхней манжеты: 100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Красная инфракрасная лампа мощностью 250 Вт</li>
<li>Укороченный спиральный кабель длиной 500-1000 мм</li>
</ul>",361000,от 40 до 60 °C,220 В,0.25 кВт,240 мм,240 мм,1700 мм,,Германия,,,0,https://entero.ru/manuals/463384/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BB%D0%B0%D0%BC%D0%BF-%D0%BF%D0%BE%D0%B4%D0%BE%D0%B3%D1%80%D0%B5%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D0%B5%D0%B9%20Scholl.pdf;https://entero.ru/manuals/463389/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/09/44/0944ef1669d5252612d0ac633f7fc241.jpg,Лампа инфракрасная Airhot IR-B-775 черный,Лампа инфракрасная Airhot IR-B-775 черный,5099,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/93952,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/93952""><b class=""b"">Airhot IR-B-775</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашенного металла.</p>

<p>В комплект поставки входит лампочка 250 Вт.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
<li>Цвет: черный</li>
</ul>",93952,,220 В,0.25 кВт,175 мм,175 мм,305 мм,1.6 кг,Китай,1,215x215x310 мм,0,https://entero.ru/manuals/128125/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20IR-B-775.pdf;https://entero.ru/manuals/481627/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,1.2 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/d6/15/d61593b5baecd03a59441f012d090f0c.jpg,Лампа инфракрасная Airhot IR-B-750 черный,Лампа инфракрасная Airhot IR-B-750 черный,5405,RUB,Да,Airhot,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/122071,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/122071""><b class=""b"">Airhot IR-B-750</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашенного металла.</p>

<p>В комплект поставки входит лампочка 250 Вт.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки по высоте: от 600 до 1500 мм</li>
<li>Цвет: черный</li>
</ul>",122071,,220 В,0.25 кВт,290 мм,290 мм,285 мм,1.8 кг,Китай,1,305x300x310 мм,0,https://entero.ru/manuals/128122/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20IR-B-750.pdf;https://entero.ru/manuals/481632/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,1.23 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/87/e9/87e97d7d930ee2d2a323905cf2959249.jpg;https://cdn.entero.ru/mp@2x/15/6f/156f920fa2e533b76a75fa7588dae9cd.jpg;https://cdn.entero.ru/mp@2x/3a/d8/3ad8f38a3cfbe57b3cd7f5dffc247c31.jpg;https://cdn.entero.ru/mp@2x/7c/a6/7ca62ba1b72621ac2a0119fb6d84661b.jpg;https://cdn.entero.ru/mp@2x/76/da/76da9de6ac12480885ecff35452cdb77.jpg;https://cdn.entero.ru/mp@2x/5c/26/5c26f11350e5ef07ec1315c400abad56.jpg,Лампа для подогрева EKSI EL-500-R Black,Лампа для подогрева EKSI EL-500-R Black,5533,RUB,Да,EKSI,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/94341,"<p>Лампа для подогрева <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94341""><b class=""b"">EKSI EL-500-R</b></a> предназначена для поддержания блюд в теплом состоянии на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте и расположенным сверху выключателем. Корпус выполнен из крашеного металла.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Рабочая высота: от 600 до 1800 мм</li>
<li>Цвет: черный</li>
</ul>",94341,,220 В,0.25 кВт,180 мм,180 мм,670 мм,1.4 кг,Китай,1,260x235x380 мм,0,https://entero.ru/manuals/478106/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20EL-500-R%20Black.pdf;https://entero.ru/manuals/498432/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,6831,,0.9 кг,подвесной,для блюд,Да,1,,175 мм
https://cdn.entero.ru/mp@2x/ba/29/ba29d760ef46bcb1279dc9213000efd6.jpg,Лампа инфракрасная Hurakan HKN-DL750 серебряная,213455,5647,RUB,Да,Hurakan,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/127028,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127028""><b class=""b"">Hurakan HKN-DL750</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит лампочка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр плафона: 290 мм</li>
<li>Диапазон регулировки по высоте: от 600 до 2000 мм</li>
</ul>",127028,,220 В,0.25 кВт,290 мм,290 мм,600 мм,1 кг,Китай,1,340x340x380 мм,47,https://entero.ru/manuals/414084/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-DL750.pdf;https://entero.ru/manuals/414085/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DL750.pdf;https://entero.ru/manuals/414086/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/476903/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-DL750%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D1%8F%D0%BD%D0%B0%D1%8F.pdf,,,1.3 кг,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/a0/a5/a0a5e1248576aa5fa9f19075a4af5e1f.jpg,Лампа-подогреватель Enigma A032 Black,122916,5694,RUB,Да,Enigma,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/94656,"<p>Лампа-подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94656"">Enigma A032 Black</a></b> предназначена для поддержания готовых блюд в теплом состоянии на предприятиях общественного питания. Модель оснащена регулируемым по высоте проводом.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр абажура: 175 мм</li>
<li>Регулируемая высота: от 600 до 1800 мм</li>
<li>Цвет абажура: черный</li>
</ul>",94656,,220 В,0.25 кВт,175 мм,175 мм,1800 мм,1.4 кг,Китай,1,310x310x330 мм,0,https://entero.ru/manuals/475891/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20A032%20Black.pdf,7908,,,подвесной,для блюд,Да,1,,
https://cdn.entero.ru/mp@2x/41/be/41befa35ee2eae572aa8a262cc467cd3.jpg,Лампа инфракрасная Hurakan HKN-DL750 латунь,Лампа инфракрасная Hurakan HKN-DL750 латунь,6068,RUB,Да,Hurakan,Профоборудование,Тепловое,Подогреватели блюд и посуды,https://entero.ru/item/127027,"<p>Инфракрасная лампа <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127027""><b class=""b"">Hurakan HKN-DL750</b></a> предназначена для поддержания в горячем состоянии готовых блюд перед подачей на предприятиях общественного питания и торговли. Модель оснащена механизмом регулировки и фиксации по высоте. Корпус выполнен из крашеного металла.</p>

<p>В комплект поставки входит лампочка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр плафона: 290 мм</li>
<li>Диапазон регулировки по высоте: от 600 до 2000 мм</li>
</ul>",127027,,220 В,0.25 кВт,290 мм,290 мм,600 мм,1 кг,Китай,1,340x340x370 мм,34,https://entero.ru/manuals/414081/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-DL750.pdf;https://entero.ru/manuals/414082/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-DL750.pdf;https://entero.ru/manuals/414083/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,1.5 кг,подвесной,для блюд,Да,1,,
