Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Количество роликов,Поддон для сбора жира,Экран,Ширина загрузки,Количество термостатов,Ящик для подогрева булочек
https://cdn.entero.ru/mp@2x/85/80/85808f14ca2d9a4884e74a43da8f03b4.jpg;https://cdn.entero.ru/mp@2x/21/97/2197a46595365cbaba07f589d376a290.jpg;https://cdn.entero.ru/mp@2x/99/89/99893f984f8ec10f1e526f627c6fe3ac.jpg;https://cdn.entero.ru/mp@2x/52/95/5295b8733008f7bc2439425d48b4eae3.jpg;https://cdn.entero.ru/mp@2x/72/f0/72f0a797f657d006b7eeb99ffc0dd7ae.jpg,Гриль роликовый Foodatlas CY-7A,Гриль роликовый Foodatlas CY-7A,8283,RUB,Да,Foodatlas,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/259622,"<p>Роликовый гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/259622""><b class=""b"">Foodatlas CY-7A</b></a> предназначен для быстрого равномерного обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Модель оснащена 2 терморегуляторами, 7 ТЭНами, уплотнительными силиконовыми кольцами на торцах роликов и подсветкой. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вращающиеся ролики защищают продукты от подгорания</li>
<li>Автоматический нагрев позволяет сохранить вкусовые свойств продуктов</li>
<li>Привод с помощью звезд и цепи</li>
<li>Защитные крышки на всех механизмах</li>
<li>Доступная система управления</li>
<li>Компактность</li>
</ul>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Производительность: 24 шт.</li>
<li>Температурный режим: от 0 до 300 °С</li>
<li>Ширина ролика: 470 мм</li>
<li>Диаметр ролика: 25 мм</li>
<li>Расстояние между роликами: 10 мм</li>
</ul>

<p>* Производительность указана для сосисок стандартного размера.</p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",259622,220 В,1.05 кВт,570 мм,330 мм,220 мм,8 кг,1,640x400x280 мм,0,https://entero.ru/manuals/319639/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20CY-7A.pdf;https://entero.ru/manuals/496401/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,6 кг,Китай,Китай,,7,,,,,
https://cdn.entero.ru/mp@2x/56/dd/56dd6e22bd7b0b1e94c3cb8c68f3c156.jpg;https://cdn.entero.ru/mp@2x/ad/c1/adc1104d7571d4692834114ad4088178.jpg;https://cdn.entero.ru/mp@2x/83/bb/83bb7513a3f2dc56c7836dd1e55742d0.jpg;https://cdn.entero.ru/mp@2x/8d/88/8d886870115b12b0746d58c42693b3c1.jpg;https://cdn.entero.ru/mp@2x/95/54/955442ca1e39ec77791fed92344648d4.jpg;https://cdn.entero.ru/mp@2x/13/8b/138b902feb0545c37dc1cf8e45c2f599.jpg;https://cdn.entero.ru/mp@2x/9b/ce/9bce25e0c1268182bd56ec86bdfbec44.jpg;https://cdn.entero.ru/mp@2x/de/c8/dec8f849cfe9d0e147421bdb3faf415a.jpg,Гриль роликовый Foodatlas CY-5,CY-5 FoodAtlas,8768,RUB,Да,Foodatlas,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/87143,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87143"">Foodatlas CY-5</a></b> предназначен для быстрого равномерного обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, 5 ТЭНами и подсветкой. Корпус, ролики и поддон выполнены из нержавеющей стали.</p>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Производительность: 16 шт.</li>
<li>Температурный режим: от 50 до 300 °С</li>
<li>Габариты в упаковке: 630x375x530 мм</li>
</ul>

<p><br>
<em>* Производительность указана для сосисок стандартного размера.</em></p>",87143,220 В,0.75 кВт,570 мм,280 мм,460 мм,,,,0,https://entero.ru/manuals/351311/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20CY-5.pdf;https://entero.ru/manuals/496399/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10 кг,Тайвань,Китай,,5,,Да,,1,
https://cdn.entero.ru/mp@2x/89/8f/898fd55eeb9e96dc8dcee7f62f5ddad9.jpg,Гриль роликовый Enigma HHD-07T,Гриль роликовый Enigma HHD-07T,8945,RUB,Да,Enigma,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/373125,"<p>Настольный электрический роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/373125"">Enigma HHD-07T</a> </b>предназначен для обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Постоянное вращение роликов обеспечивает прожаривание продуктов со всех сторон. Оборудование оснащено электромеханическим управлением и выдвижным поддоном для сбора жира. ТЭНы и корпус выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 независимых термостата регулируют нагрев задней и передней групп роликов</li>
<li>Ролики покрыты тефлоном</li>
<li>Нескользящие ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: от 50 до 300°C</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",373125,220 В,1.4 кВт,580 мм,330 мм,215 мм,9 кг,1,610x375x230 мм,0,https://entero.ru/manuals/506605/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Китай,,7,Да,,,,
https://cdn.entero.ru/mp@2x/c0/f0/c0f05953c69fbb129dc75fdb5409c2e9.jpg,Гриль роликовый Hualian HHD-07,Гриль роликовый Hualian HHD-07,9303,RUB,Да,Hualian,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/290705,"<p>Настольный роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/290705"">Hualian HHD-07</a></b> предназначен для обжаривания, подогрева и поддержания в горячем виде сосисок, сарделек, рыбных палочек, наггетсов и аналогичной продукции на предприятиях общественного питания и торговли. Модель оснащена рабочей поверхностью в виде вращающихся роликов и электромеханической панелью управления. Корпус и ролики выполнены из нержавеющей стали, ролики с антипригарным тефлоновым покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью 2 термостатов с поворотными переключателями</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Выключатель колыбельного типа</li>
<li>Съемный поддон для сбора жира</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Диапазон рабочей температуры: от 50 до 300 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",290705,220 В,1.4 кВт,560 мм,330 мм,190 мм,,,,0,,,,9 кг,Китай,Китай,,7,Да,,,2,
https://cdn.entero.ru/mp@2x/5b/31/5b310cffb6f2761fdbe95f93a0bd9410.jpg;https://cdn.entero.ru/mp@2x/8f/c0/8fc014c53ce90f419e29a59a47fcdf48.jpg;https://cdn.entero.ru/mp@2x/f1/f6/f1f62bbaa420afecf5fee78a29c85ab2.jpg;https://cdn.entero.ru/mp@2x/c9/26/c926774c82c9b4cf4814134b6972fd31.jpg;https://cdn.entero.ru/mp@2x/86/fb/86fbdf05352f76f155d738e5e6fc1aae.jpg;https://cdn.entero.ru/mp@2x/55/7b/557b0b24994a790495411bb19a95a3e7.jpg;https://cdn.entero.ru/mp@2x/0f/fd/0ffdba99c7c71221d8a212960e212e85.jpg;https://cdn.entero.ru/mp@2x/11/26/1126f73743201a40b5b5d5f72c6dd4f6.jpg,Гриль роликовый Foodatlas CY-7,CY-7 FoodAtlas,9403,RUB,Да,Foodatlas,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/87144,"<p>Роликовый гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87144""><b class=""b"">Foodatlas CY-7</b></a> предназначен для быстрого равномерного обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Модель оснащена 2 терморегуляторами, 7 ТЭНами и подсветкой. Корпус, ролики и поддон выполнены из нержавеющей стали.</p>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Производительность: 24 шт.</li>
<li>Температурный режим: от 50 до 300 °С</li>
<li>Ширина ролика: 470 мм</li>
<li>Габариты в упаковке: 630x375x530 мм</li>
</ul>

<p><br>
<em>* Производительность указана для сосисок стандартного размера.</em></p>",87144,220 В,1.05 кВт,570 мм,320 мм,450 мм,,,,0,https://entero.ru/manuals/351310/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20CY-7.pdf;https://entero.ru/manuals/496398/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239451&hd=2&autoplay=0,12.5 кг,Китай,Китай,,7,,Да,,2,
https://cdn.entero.ru/mp@2x/a3/14/a3141dbba378c76917a13648d6c888c8.jpg;https://cdn.entero.ru/mp@2x/4e/0c/4e0c01c8c5f51c53fbc4e14a368d8025.jpg,Гриль роликовый Rosso HHD-05,Гриль роликовый Rosso HHD-05,9742,RUB,Да,Rosso,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/370633,"<p>Настольный роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370633"">Rosso HHD-05</a></b> предназначен для обжаривания, подогрева и поддержания в горячем виде сосисок, сарделек, рыбных палочек, наггетсов и аналогичной продукции на предприятиях общественного питания и торговли. Модель оснащена рабочей поверхностью в виде вращающихся роликов и электромеханической панелью управления. Корпус и ролики выполнены из нержавеющей стали, ролики с антипригарным тефлоновым покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью 2 термостатов с поворотными переключателями</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Выключатель колыбельного типа</li>
<li>Съемный поддон для сбора жира</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Диапазон рабочей температуры: от 50 до 300 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",370633,220 В,1 кВт,560 мм,255 мм,178 мм,8 кг,1,570x265x190 мм,0,,,,,Китай,Китай,,5,Да,,,2,
https://cdn.entero.ru/mp@2x/2d/f4/2df45feb628dfccaab9413a428a4a276.jpg;https://cdn.entero.ru/mp@2x/de/31/de31a9001e16d70576e3ecad69d3f860.jpg,Гриль роликовый Rosso HHD-07,Гриль роликовый Rosso HHD-07,11438,RUB,Да,Rosso,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/370634,"<p>Настольный роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370634"">Rosso HHD-07</a></b> предназначен для обжаривания, подогрева и поддержания в горячем виде сосисок, сарделек, рыбных палочек, наггетсов и аналогичной продукции на предприятиях общественного питания и торговли. Модель оснащена рабочей поверхностью в виде вращающихся роликов и электромеханической панелью управления. Корпус и ролики выполнены из нержавеющей стали, ролики с антипригарным тефлоновым покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью 2 термостатов с поворотными переключателями</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Выключатель колыбельного типа</li>
<li>Съемный поддон для сбора жира</li>
<li>Устойчивые нескользящие опоры</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>​Диапазон рабочей температуры: от 50 до 300 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",370634,220 В,1.4 кВт,560 мм,330 мм,190 мм,9 кг,1,630x385x210 мм,0,,,,,Китай,Китай,,7,Да,,,2,
https://cdn.entero.ru/mp@2x/e3/a9/e3a9305203f4ab2010861c960b124af9.jpg,Гриль роликовый VIATTO RG-9H,Гриль роликовый VIATTO RG-9H,12899,RUB,Да,VIATTO,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/355355,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355355"">VIATTO RG-9H</a></b> предназначен для обжаривания мясных и рыбных батончиков, сарделек и сосисок на предприятиях общественного питания и торговли. Модель оснащена 2 независимыми зонами нагрева с 2 терморегуляторами, 9 роликами, в каждый из которых встроен нагревательный элемент, и съемным поддоном для сбора жира. Корпус и ролики выполнены из нержавеющей стали.</p>",355355,220 В,1.8 кВт,560 мм,410 мм,178 мм,11 кг,1,325x445x230 мм,14,https://entero.ru/manuals/451650/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20RG-9H.pdf;https://entero.ru/manuals/451651/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20VIATTO%20RG-9H.pdf;https://entero.ru/manuals/451652/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,14021,,10.5 кг,,Китай,,9,Да,,,2,
https://cdn.entero.ru/mp@2x/fd/1b/fd1bdd9e9355ca7daf4a2ceea137dafe.jpg;https://cdn.entero.ru/mp@2x/f4/77/f47754525952477bbe381742c051ac18.jpg;https://cdn.entero.ru/mp@2x/33/2f/332f2c52e387cf99ece610ddeec64719.jpg;https://cdn.entero.ru/mp@2x/49/a6/49a66191cdf5688d4dc2815ff1fe517c.jpg,Гриль роликовый Rosso HHD-09,Гриль роликовый Rosso HHD-09,13374,RUB,Да,Rosso,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/370635,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370635"">Rosso HHD-09</a></b> предназначен для обжаривания сосисок, сарделек, рыбных палочек и колбасок на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена механической панелью управления с 2 терморегуляторами и съемным поддоном для сбора жира. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Температурный режим: от 50 до 300 °С</li>
</ul>",370635,220 В,1.8 кВт,560 мм,410 мм,190 мм,13 кг,1,580x430x200 мм,0,https://entero.ru/manuals/494422/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,14078,,,Китай,Китай,,9,Да,,,2,
https://cdn.entero.ru/mp@2x/f7/06/f706cfc124d8e592530d067c25cc9e79.jpg,Гриль роликовый Enigma IHD-09,102568,15649,RUB,Да,Enigma,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/72271,"<p>Настольный электрический роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72271"">Enigma IHD-09</a> </b>предназначен для обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Постоянное вращение роликов обеспечивает прожаривание продуктов со всех сторон. Оборудование оснащено электромеханическим управлением. ТЭНы и корпус выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 независимых термостата для регулировки задней / передней группы роликов</li>
<li>Термостат для регулировки температуры в ящике</li>
<li>ТЭНы с вращением на 360°</li>
<li>Ящик для подогрева булочек</li>
<li>Выдвижной жиросборник</li>
<li>Ролики с антипригарным покрытием</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Количество роликов: 9</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 1,2 кВт</li>
<li>Габариты: 460х515х385 мм</li>
<li>Вес: 17 кг</li>
</ul>",72271,220 В,1.2 кВт,580 мм,405 мм,300 мм,17.48 кг,1,300x485x615 мм,0,https://entero.ru/manuals/476034/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20IHD-09.pdf;https://entero.ru/manuals/506561/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,16827,,17 кг,,Китай,,9,Да,,,2,Да
https://cdn.entero.ru/mp@2x/6b/7a/6b7a99915484662a7a309483e4670b70.jpg,Гриль роликовый Hurakan HKN-GW11C,Гриль роликовый Hurakan HKN-GW11C,16665,RUB,Да,Hurakan,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/357822,"<p>Гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357822""><b class=""b"">Hurakan HKN-GW11C</b></a> предназначен для обжаривания и поддержания в горячем состоянии сосисок, сарделек, мясных и рыбных батончиков, используемых для приготовления хот-догов, в заведениях быстрого питания и уличной торговли. Модель оснащена 11 роликами, лотком для сбора жира и защитным экраном. Корпус и ролики выполнены из нержавеющей стали, экран - из стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей зоны: 450x405 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без экрана.</span></em></p>",357822,220 В,1.65 кВт,,,,12 кг,1,610x530x210 мм,6,https://entero.ru/manuals/495287/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Китай,,11,Да,Да,450 мм,,
https://cdn.entero.ru/mp@2x/ee/93/ee93df01ea31da930eb0b1bac73478e5.jpg,Гриль роликовый Hurakan HKN-GW9C с экраном,Гриль роликовый Hurakan HKN-GW9C с экраном,17324,RUB,Да,Hurakan,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/357823,"<p>Гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357823""><b class=""b"">Hurakan HKN-GW9C</b></a> предназначен для обжаривания и поддержания в горячем состоянии сосисок, сарделек, мясных и рыбных батончиков, используемых для приготовления хот-догов, в заведениях быстрого питания и уличной торговли. Модель оснащена 9 роликами, 2 зонами нагрева, лотком для сбора жира и защитным экраном. Корпус и ролики выполнены из нержавеющей стали, экран - из стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина без ручек: 427 мм</li>
</ul>

<p><em><span style=""color:#ff0033;"">Внимание! На фото аналогичная модель без экрана.</span></em></p>",357823,220 В,1.35 кВт,560 мм,427 мм,178 мм,10 кг,1,610x440x210 мм,8,https://entero.ru/manuals/495288/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/495722/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-GW9C%20%D1%81%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%BE%D0%BC.pdf,18430,,,,Китай,,9,Да,Да,,2,
https://cdn.entero.ru/mp@2x/96/d2/96d2f702a933b018e1077da8309e5427.jpg,Гриль роликовый Enigma HDP-7ST,Гриль роликовый Enigma HDP-7ST,20340,RUB,Да,Enigma,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/363194,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363194"">Enigma HDP-7ST</a> </b>предназначен для обжаривания сосисок, сарделек и колбасок на предприятиях общественного питания и торговли. Постоянное вращение роликов обеспечивает прожаривание продуктов со всех сторон. Модель оснащена 7 вращающимися роликами и 1 жарочной поверхностью. Ролики выполнены из нержавеющей стали с антипригарным тефлоновым покрытием, жарочная поверхность - из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 независимых термостата</li>
<li>Съемный жиросборник</li>
<li>Электромеханическое управление</li>
</ul>

<p><b>Дополнительные характеристики</b>:</p>

<ul>
<li>Мощность:
<ul>
<li>Ролики: 1,4 кВт</li>
<li>Жарочная поверхность: 1,4 кВт</li>
</ul>
</li>
<li>Рабочая температура: от 50 до 300℃</li>
<li>Размер жарочной поверхности: 440х265х30 мм</li>
</ul>",363194,220 В,2.8 кВт,560 мм,660 мм,210 мм,18 кг,1,640x640x275 мм,0,https://entero.ru/manuals/506610/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Китай,,7,Да,,,2,
https://cdn.entero.ru/mp@2x/81/f2/81f2be08c4816fe6ae8dca883598f554.jpg,Гриль роликовый Airhot RG-9BW,Гриль роликовый Airhot RG-9BW,23455,RUB,Да,Airhot,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/267814,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/267814"">Airhot RG-9BW</a></b> предназначен для обжаривания мясных и рыбных батончиков, сарделек и сосисок на предприятиях общественного питания и торговли. Модель оснащена раздельной регулировкой нагрева передней и задней группы роликов, отделением для подогрева булочек и поддоном для сбора жира. Постоянное вращение роликов способствует прожариванию продуктов со всех сторон. Корпус и ролики выполнены из нержавеющей стали</p>

<p><b>Дополнительные храктеристики:</b></p>

<ul>
<li>Температурный режим: от 110 до 300 ºС</li>
</ul>",267814,220 В,1.65 кВт,580 мм,425 мм,300 мм,13 кг,1,610x460x330 мм,0,https://entero.ru/manuals/481851/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,12 кг,Китай,Китай,,9,Да,,475 мм,2,Да
https://cdn.entero.ru/mp@2x/4f/62/4f624320947ef87782bb5f1c3840d643.jpg,Гриль роликовый Hurakan HKN-GW9H,Гриль роликовый Hurakan HKN-GW9H,23936,RUB,Да,Hurakan,Профоборудование,Тепловое,Грили роликовые,https://entero.ru/item/338418,"<p>Роликовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/338418"">Hurakan HKN-GW9H</a> </b>предназначен для обжаривания сосисок и сарделек, мясных и рыбных рулетов на предприятиях общественного питания и торговли. Модель оснащена отделением для подогрева булочек. Корпус и ролики выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 450x620x220 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель без экрана.</span></em></p>",338418,220 В,1.35 кВт,560 мм,410 мм,180 мм,14 кг,1,620x450x220 мм,6,https://entero.ru/manuals/414666/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/412359/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/453773/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-GW9H.pdf,24933,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241064&hash=6c058bab5ead6cbf,13 кг,,,,9,,,,,
