Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Установка,Вес (с упаковкой),Материал корпуса,Масса заготовки,Диаметр заготовки,Лапшерезка,Ширина раскатки,Толщина раскатки,Тесто
https://cdn.entero.ru/mp@2x/01/8f/018f8db8273028f57b413f7fca87bd80.jpg,Тестораскаточная машина GGF S32/A,GGFSTS32/A S32,78649,RUB,Да,GGF,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/315222,"<p>Тестораскаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/315222"">GGF S32/A</a></b> предназначена для формирования ровных тестовых заготовок различного диаметра для пиццы, хлеба и пресных лепёшек в пекарнях, кондитерских и на предприятиях общественного питания и торговли. Модель оснащена ножным приводом и двумя парами косых валков. Все составляющие части машины, находящиеся в непосредственном контакте с тестом, выполнены из сертифицированных материалов.</p>",315222,тестораскатка для пиццы,220 В,0.37 кВт,440 мм,340 мм,640 мм,32 кг,Италия,1,505x675x430 мм,11,https://entero.ru/manuals/379130/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GGF.pdf,81926,,27 кг,,настольная,,нерж. сталь,от 0.08 до 0.21 кг,от 140 до 310 мм,,310 мм,,круглое
https://cdn.entero.ru/mp@2x/4e/5f/4e5fc82ebcc6628784b9de5e57273c9f.jpg,Машина тестораскаточная для пельменных кружков Roal Meat D85,Машина тестораскаточная для пельменных кружков Roal Meat D85,79525,RUB,Да,,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/361593,"<p>Тестораскаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361593"">Roal Meat D85</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для формирования тестовых кружков, используемых для производства вареников, пельменей, гедза и аналогичных полуфабрикатов. Модель оснащена частотным преобразователем, расположенным под наклоном загрузочным лотком и ленточным конвейером для выгрузки. Корпус выполнен из нержавеющей стали марки 201, контактирующие с продуктом компоненты с тефлоновым покрытием.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина загрузочного лотка: 120 мм</li>
<li>Длина транспортера: 180 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",361593,тестораскатка для пельменных кружков,220 В,0.25 кВт,520 мм,320 мм,360 мм,45 кг,Китай,1,490x400x470 мм,0,,85511,,30 кг,,настольная,,нерж. сталь,,85 мм,,120 мм,2 мм,
https://cdn.entero.ru/mp@2x/5f/44/5f447c259ecd3b3cf08f0d2da7793991.jpg;https://cdn.entero.ru/mp@2x/56/16/561658b53287c77e655fa161c005c871.jpg;https://cdn.entero.ru/mp@2x/da/86/da861bdb83c2eea7caeaeb38a0e768e3.jpg;https://cdn.entero.ru/mp@2x/bd/b4/bdb4cc10de2ffdf6317085ae288fb8c7.jpg;https://cdn.entero.ru/mp@2x/4e/08/4e0889e1e84e58d188a54e9dce4ca5f6.jpg,Тестораскаточная машина Foodatlas YP-350 380В,YP-350 Foodatlas (380V),92373,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/250267,"<p>Тестораскаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/250267"">Foodatlas YP-350 380В</a></b> используется на предприятиях общественного питания и торговли для равномерной раскатки порционного крутого или слоеного теста для пельменей, мантов, вареников и хлебобулочных изделий. Модель оснащена панелью управления с электромагнитными кнопками и дублирующей системой управления, приемочным и выгрузочным лотком и специальной системой очистки валов. Валки, лотки и корпус выполнены из нержавеющей стали, внешние панели - из металла и окрашены эпоксидными эмалями.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Комбинированная система передачи вращения:
<ul>
<li>Ременная</li>
<li>Зубчатая</li>
</ul>
</li>
<li>Шестеренчатый тип привода</li>
<li>Внешние панели корпуса закрывают доступ к подвижным частям оборудования, обеспечивая безопасность эксплуатации</li>
<li>Крепкая рама продлевает срок службы оборудования за счет снижения нагрузки на основные детали</li>
<li>Аварийная кнопка поворотного типа с фиксацией положения</li>
<li>Эксцентриковая система регулировки зазора между валами с ручной регулировкой</li>
<li>Защита пользователей с помощью подвижной решетки с конечным выключателем ""Геркон""</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр вала: 120 мм</li>
<li>Зазор между валами: от 1 до 22 мм</li>
<li>Скорость вращения валков: 90 об/мин.</li>
<li>Рабочая ширина валков: 350 мм</li>
<li>Регламентированное время работы / отдыха: 30 / 10 мин.</li>
</ul>",250267,традиционная тестораскатка,380 В,1.5 кВт,600 мм,430 мм,880 мм,130 кг,Китай,1,660x520x960 мм,0,https://entero.ru/manuals/306821/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20YP-350%20380%D0%92.pdf,98269,,105 кг,от 50 до 90 кг/ч,напольная,,нерж. сталь,,,,350 мм,от 1 до 22 мм,прямоугольное
https://cdn.entero.ru/mp@2x/46/b8/46b87a08d5b1f5999459d1b351f89a4b.jpg,Тестораскаточная машина для пиццы Prismafood DSA 420,1D010028,92968,RUB,Да,Prismafood,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/43679,"<p>Тестораскаточная машина для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/43679"">Prismafood DSA 420</a> </b>используется на предприятиях общественного питания: в ресторанах, столовых, кафе, пиццериях и тратториях для раскатки не крутого теста на пласты и приготовления пиццы, хлеба, фокаччи, коржей и пр. Толщина пласта регулируется, если менять расстояние между валиками.</p>

<p>Модель оснащена 2 верхними и нижними рядами валиков из поликарбоната, загрузочным отсеком и серпообразным балансиром. Ее отличительной особенностью является низкое потребление электроэнергии. Поверхность выполнена из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина валиков: 420 мм</li>
<li>Габариты в упаковке: 625х475х810 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Обязательным условием для корректной работы является выполнение монтажа и пуско-наладочных работ силами авторизованного сервисного центра.</span></em></p>",43679,тестораскатка для пиццы,220 В,0.37 кВт,540 мм,410 мм,720 мм,39.4 кг,Италия,1,645x545x880 мм,8,,,,37 кг,,настольная,,нерж. сталь,от 0.21 до 0.7 кг,от 260 до 400 мм,,,от 0 до 5 мм,круглое
https://cdn.entero.ru/mp@2x/23/0c/230c34d221d5c4968cf7ffa7437e9800.jpg,Тестораскаточная машина PANERO SP 500,E2521,203695,RUB,Да,PANERO,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/185263,"<p>Настольная тестораскаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/185263"">PANERO SP 500</a></b> используется в пекарнях и кондитерских и мучных цехах, на предприятиях общественного питания и торговли для раскатки слоеного, песочного и крутого теста. Модель оснащена джойтиком для управления, защитными решектами с микровыключателем, рычагом для регулировки зазора между валками, емкостью для муки и поддоном для сбора муки. Корпус выполнен из окрашенной стали, защитные решетки и столики для теста- из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без конвейера</li>
<li>Надежный цепной привод, обеспечивающий длительный срок службы</li>
<li>Точная регулировка толщины раскатки</li>
<li>Минимальное техническое оснащение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 1000x630x810 мм</li>
</ul>",185263,"традиционная тестораскатка, конвейерная тестораскатка",220 В,0.37 кВт,950 мм,1010 мм,565 мм,76 кг,Италия,1,1000x630x810 мм,0,,219027,,68 кг,,настольная,,окрашенная сталь,,,,500 мм,от 0.1 до 40 мм,
https://cdn.entero.ru/mp@2x/51/60/51604a08a3948a58302aa62c8ad71b6b.jpg;https://cdn.entero.ru/mp@2x/2a/45/2a45ea74c33e3efcd3856c8f52b9c2ba.jpg;https://cdn.entero.ru/mp@2x/02/42/024296299a4ee3d4c0a0ad485a33292d.jpg;https://cdn.entero.ru/mp@2x/2c/06/2c0616f00243ceb54808e59de203c036.jpg;https://cdn.entero.ru/mp@2x/1c/12/1c122236f1857901f5fb9468a5529677.jpg;https://cdn.entero.ru/mp@2x/89/de/89de9f646024c1d46878393f01358cda.jpg;https://cdn.entero.ru/mp@2x/56/93/56939965bab3d9dd5832c2c038dea999.jpg;https://cdn.entero.ru/mp@2x/15/c0/15c0dbbcf1eb65e4a799e76024202a15.jpg;https://cdn.entero.ru/mp@2x/51/2b/512bfd36641b30165c80663dc3c9d823.jpg,Тестораскаточная машина Foodatlas SP-500 Eco,SP-500 Foodatlas Eco,206045,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/110228,"<p>Тестораскаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/110228"">Foodatlas SP-500 Eco</a></b> используется на предприятиях общественного питания и торговли для равномерной раскатки песочного, вязкого и других видов теста. Модель оснащена механической панелью управления с ручной регулировкой толщины раскатки. Корпус выполнен из металла, окрашенного порошковой аэрозолью, ролик - из нержавеющей стали 304, мотор - из меди.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ременной привод</li>
<li>Тканевый складываемый конвейер</li>
<li>Уровень водонепроницаемости: IPX1</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 8 до 16 шт/мин.</li>
<li>Длина конвейера: 2000 мм</li>
<li>Диаметр ролика: 88 мм</li>
<li>Толщина материала корпуса: 2 мм</li>
<li>Габариты в упаковке: 930x730x1680 мм</li>
</ul>",110228,конвейерная тестораскатка,220 В,от 0.75 до 1.1 кВт,2430 мм,880 мм,1230 мм,250 кг,Китай,1,930x730x1680 мм,0,https://entero.ru/manuals/351164/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20SP-500%20Eco.pdf,,,240 кг,120 кг/ч,напольная,,окрашенная сталь,,,,520 мм,от 0.3 до 35 мм,круглое
https://cdn.entero.ru/mp@2x/dd/9a/dd9a42b70d057ed51dac8aaaa84962b1.jpg;https://cdn.entero.ru/mp@2x/dd/7f/dd7fa159839f9b82e0df5c00f8fe3472.jpg;https://cdn.entero.ru/mp@2x/fb/c7/fbc77853b299c0f0e7f1d0090dc1bd37.jpg;https://cdn.entero.ru/mp@2x/b6/8e/b68e5bd0574ec7ec35a4bfcd77bf9fe7.jpg;https://cdn.entero.ru/mp@2x/7b/56/7b566b4d75479b75f83d19ecfb503c02.jpg,Тестораскаточная машина Danler KDT-450 (220 В),Тестораскаточная машина Danler KDT-450 (220 В),239690,RUB,Да,Danler,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/83237,"<p>Тестораскаточная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83237""><b class=""b"">Danler KDT-450</b></a> используется в пекарнях, кондитерских, на предприятиях общественного питания, пищевой промышленности и торговли для автоматизации процесса раскатки различных видов теста: слоеного дрожжевого и бездрожжевого, песочного и получения равномерно раскатанного пласта теста необходимой толщины.​</p>

<p>В комплект поставки входит скалка для установки на конвейерный стол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Легко регулируемая толщина раскатываемого теста - оператор выбирает толщину слоя поворотом рычага без необходимости его дополнительной фиксации</li>
<li>Высокая степень точности настроенной и фактической толщины заготовки</li>
<li>Изменение толщины раскатывания непосредственно во время работы оборудования без его остановки</li>
<li>Система сматывания/разматывания теста на специальную скалку</li>
<li>Различные скорости принимающего и подающего конвейера, для предотвращения замятия раскатываемой заготовки</li>
<li>Система безопасности для предотвращения травмирования оператора</li>
<li>Система очистки валов от налипания теста в виде специальных скребков для предотвращения<br>
необходимости остановки машины с целью ее очистки</li>
<li>Подъемные столы для экономии пространства в то время, когда машина не используется</li>
<li>Износостойкое полотно конвейерных лент</li>
<li>Валы из нержавеющей стали, покрытые хромом</li>
<li>Корпус из стали AISI 304</li>
<li>Винтовые ножки с резиновыми колпаками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер конвейерных лент (каждой): 430х810 мм</li>
<li>Длина валков: 450 мм</li>
<li>Диаметр валков: 87 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Педали управления реверсивным движением конвейерной ленты</li>
<li>Версия с напряжением 380 В</li>
</ul>",83237,конвейерная тестораскатка,220 В,0.55 кВт,1765 мм,836 мм,635 мм,,Китай,,,0,https://entero.ru/manuals/114971/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Danler%20KDT-450.pdf;https://entero.ru/manuals/477374/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Danler%20KDT-450%20%28220%20%D0%92%29.pdf,249677,,117 кг,,настольная,,нерж. сталь,,,,430 мм,от 0.5 до 42 мм,прямоугольное
https://cdn.entero.ru/mp@2x/e6/d8/e6d893958bc32927d564577b834a33db.jpg;https://cdn.entero.ru/mp@2x/0e/91/0e91eb3004c185951ba4ddf5589ad108.jpg;https://cdn.entero.ru/mp@2x/c2/26/c226b6292dab9a73f6651053ed0bd949.jpg;https://cdn.entero.ru/mp@2x/eb/71/eb71b25cdb8f15b63a5313d82bbd8bd4.jpg;https://cdn.entero.ru/mp@2x/3d/c8/3dc8a6ac9975993768469d139cc0b1a7.jpg,Тестораскаточная машина для слоеного теста Danler KDT-520 (380 В),Тестораскаточная машина для слоеного теста Danler KDT-520 (380 В),276184,RUB,Да,Danler,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/83238,"<p>Тестораскаточная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83238""><b class=""b"">Danler KDT-520</b></a> используется в пекарнях, кондитерских, на предприятиях общественного питания, пищевой промышленности и торговли для автоматизации процесса раскатки различных видов теста: слоеногодрожжевого и бездрожжевого, песочного и получения равномерно раскатанного пласта теста необходимой толщины.​</p>

<p>В комплект поставки входит скалка для установки на конвейерный стол.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Легко регулируемая толщина раскатываемого теста - оператор выбирает толщину слоя поворотом рычага без необходимости его дополнительной фиксации</li>
<li>Высокая степень точности настроенной и фактической толщины заготовки</li>
<li>Изменение толщины раскатывания непосредственно во время работы оборудования без его остановки</li>
<li>Система сматывания/разматывания теста на специальную скалку</li>
<li>Различные скорости принимающего и подающего конвейера, для предотвращения замятия раскатываемой заготовки</li>
<li>Система безопасности для предотвращения травмирования оператора</li>
<li>Система очистки валов от налипания теста в виде специальных скребков для предотвращения<br>
необходимости остановки машины с целью ее очистки</li>
<li>Подъемные столы для экономии пространства в то время, когда машина не используется</li>
<li>Износостойкое полотно конвейерных лент</li>
<li>Валы из нержавеющей стали, покрытые хромом</li>
<li>Корпус из стали AISI 304</li>
<li>Винтовые ножки с резиновыми колпаками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер конвейерных лент (каждой): 500х1050 мм</li>
<li>Длина валков: 520 мм</li>
<li>Диаметр валков: 87 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Педали управления реверсивным движением конвейерной ленты</li>
<li>Версия с напряжением 220 В</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",83238,конвейерная тестораскатка,380 В,0.56 кВт,2145 мм,910 мм,635 мм,,Китай,,,0,https://entero.ru/manuals/115127/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Danler%20KDT-520.pdf;https://entero.ru/manuals/477375/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Danler%20KDT-520%20%28380%20%D0%92%29.pdf,,,125 кг,,настольная,,нерж. сталь,,,,500 мм,от 0.5 до 42 мм,прямоугольное
https://cdn.entero.ru/mp@2x/01/3b/013b64a7c994e6bc61e51df1a6d0eac8.jpg,Машина тестораскаточная Hualian YP-520,Машина тестораскаточная Hualian YP-520,300288,RUB,Да,Hualian,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/280392,"<p>Автоматическая тестораскаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280392"">Hualian YP-520</a></b> используется на предприятиях общественного питания и торговли для равномерной раскатки плотного и вязкого теста: песочного, слоеного, пресного и крутого. Модель оснащена ограничительной пластиной, защитным рычагом, бункером для муки и позиционным фиксатором вала. Толщина раскатки регулируется зазором между раскаточным валом и рабочей поверхностью с помощью специальной ручки, а направление раскатки теста - с помощью переключения рычага. Корпус машины и раскаточный вал выполнены из пищевой нержавеющей стали, конвейер – из тканого полотна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Складывающееся полотно</li>
<li>Компакатная и устойчивая напольная конструкция</li>
<li>Высокая производительность</li>
</ul>

<p><br><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",280392,конвейерная тестораскатка,380 В,0.55 кВт,2550 мм,880 мм,1180 мм,200 кг,Китай,1,960x730x1650 мм,0,,326400,,190 кг,,напольная,,нерж. сталь,5 кг,,,500 мм,от 1 до 35 мм,прямоугольное
https://cdn.entero.ru/mp@2x/ff/4e/ff4e354a33203ac5e8f1959bcc8c2849.jpg,Тестораскаточная машина Gastromix TDR-630F,Тестораскаточная машина Gastromix TDR-630F,312026,RUB,Да,Gastromix,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/277318,"<p>Тестораскаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/277318"">Gastromix TDR-630F</a></b> используется на предприятиях общественного питания, в пекарнях и кондитерских для раскатки теста и формирования тестовых заготовок, предназначенных для приготовления пиццы, лепешек, хлебобулочных изделий и т.д. Корпус выполнен из крашенного металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая система управления</li>
<li>Реверсивный режим раскатки теста</li>
<li>Регулируемая толщина теста на выходе</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения валика: 133 об/мин.</li>
<li>Диаметр валков: 80 мм</li>
<li>
<p>Длина конвейерной ленты: 2800 мм</p>
</li>
</ul>",277318,конвейерная тестораскатка,380 В,0.75 кВт,3480 мм,1110 мм,1820 мм,290 кг,Китай,1,1140x880x1820 мм,0,https://entero.ru/manuals/359622/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,339159,,260 кг,,напольная,,нерж. сталь,,,,610 мм,от 1 до 40 мм,прямоугольное
https://cdn.entero.ru/mp@2x/ee/c8/eec8ae0030db77b2c87f819aaee607b2.jpg,Тестораскаточная машина GGF GP-B 500-800 380 В,GP-B 500-8001V,380079,RUB,Да,GGF,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/263022,"<p>Тестораскаточная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/263022""><b class=""b"">GGF GP-B 500-800 </b></a>предназначена для формирования ровных тестовых заготовок различного диаметра для пиццы, фокаччи и пресных лепёшек в пекарнях, кондитерских и на предприятиях общественного питания и торговли. Модель оснащена ленточным конвейером с дифференцированной скоростью. Корпус выполнен из стали, покрытой устойчивым лаком.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 скорость</li>
<li>Удобная система подъема рабочих столов при выключенной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 500x800 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Педаль</li>
<li>Система нарезки (стандартная) </li>
</ul>",263022,конвейерная тестораскатка,380 В,0.55 кВт,2050 мм,955 мм,555 мм,138 кг,Италия,1,2460x1146x666 мм,0,https://entero.ru/manuals/325446/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GGF.pdf,,,115 кг,,настольная,,окрашенная сталь,8 кг,,,500 мм,от 0.1 до 34 мм,прямоугольное
https://cdn.entero.ru/mp@2x/77/cb/77cb687c1ce8affa5c3bac9aa46f8e62.jpg,Тестораскаточная машина GGF GP-B 500-1000 380 В,GGFSFGP-B 500-10001V,388018,RUB,Да,GGF,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/263027,"<p>Тестораскаточная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/263027""><b class=""b"">GGF GP-B 500-1000 </b></a>предназначена для формирования ровных тестовых заготовок различного диаметра для пиццы, фокаччи и пресных лепёшек в пекарнях, кондитерских и на предприятиях общественного питания и торговли. Модель оснащена ленточным конвейером с дифференцированной скоростью. Корпус выполнен из стали, покрытой устойчивым лаком.</p>

<p><b>Особенности:</b></p>

<ul>
<li>1 скорость</li>
<li>Удобная система подъема рабочих столов при выключенной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 500x1000 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Педаль</li>
<li>Система нарезки (стандартная) </li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",263027,конвейерная тестораскатка,380 В,0.55 кВт,2450 мм,955 мм,555 мм,145.2 кг,Италия,1,2940x1146x666 мм,0,https://entero.ru/manuals/325453/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20GGF.pdf,417224,,121 кг,,настольная,,окрашенная сталь,8 кг,,,500 мм,от 0.1 до 34 мм,прямоугольное
https://cdn.entero.ru/mp@2x/12/aa/12aa91a13f70b983f088a4b0bcb88c9f.jpg,Тестораскаточная машина Apach Bakery Line ASH500/1000B,208746,409575,RUB,Да,Apach,Профоборудование,Хлебопекарное,Тестораскаточные машины,https://entero.ru/item/79652,"<p>Тестораскаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79652"">Apach Bakery Line ASH500/1000B</a></b> используется на предприятиях общественного питания и торговли для формирования пласта из теста для последующего приготовления кондитерских, хлебобулочных и других видов изделий. Модель оснащена удобной системой подъема рабочих поверхностей, джойстиком для управления и защитными решетками. Корпус выполнен из окрашенной стали.</p>

<p>В комплект поставки входит скалка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество скоростей: 1</li>
<li>Диаметр вала: 60 мм</li>
<li>Размер рабочих поверхностей: 488х1000 мм</li>
<li>Габариты в упаковке: 1000х720х1280 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Двухскоростной двигатель</li>
<li><a href=""https://entero.ru/item/118582"">Педаль</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",79652,конвейерная тестораскатка,380 В,0.55 кВт,2450 мм,955 мм,555 мм,145 кг,Италия,1,1010x720x1280 мм,0,https://entero.ru/manuals/131755/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/81534/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/291522/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B8%20%D0%BE%D0%B1%D1%81%D0%BB%D1%83%D0%B6%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8E%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20ASH500_1000B.pdf;https://entero.ru/manuals/291582/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20ASH500_1000B.pdf;https://entero.ru/manuals/291583/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/291584/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/521866/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,130 кг,120 кг/ч,настольная,,окрашенная сталь,8 кг,,,488 мм,от 0.1 до 34 мм,прямоугольное
