Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель
https://cdn.entero.ru/mp@2x/22/e1/22e18d7af89c5dfcea58f11f95ae02dd.jpg,Индикатор весовой CAS PDI,Индикатор весовой CAS PDI,10626,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244860,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244860"">CAS PDI</a></b> используется совместно с платформенными и напольными весами на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена ЖК-дисплеем. Корпус выполнен из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>​Подключение до 4 тензодатчиков (при условии сопротивления тензодатчика 350Ω)</li>
<li>Усреднение показаний нестабильных грузов: можно взвешивать емкости с жидкостью, животных, или проводить взвешивания в условиях вибрационных нагрузок на производстве</li>
<li>Запоминание показаний при непредвиденном отключении питания</li>
<li>Функция диагностики</li>
<li>Настенное крепление</li>
<li>Автоматическое отключение</li>
<li>Работа от перезаряжаемых аккумуляторов или адаптера</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Класс точности: III</li>
<li>Число разрядов индикации результата взвешивания: 6</li>
<li>Высота цифр: 30 мм</li>
<li>Напряжение: 220 В</li>
<li>Максимальное число поверочных делений весов (nind): 3000</li>
<li>​Габариты: 611x65x355 мм</li>
<li>Вес: 0,6 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подключение интерфейсов Ethernet / WiFi</li>
</ul>",244860,,,,,,,47,https://entero.ru/manuals/295661/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20PDI.pdf;https://entero.ru/manuals/295659/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,11426,,,
https://cdn.entero.ru/mp@2x/62/fa/62fac1dca678b3369e81660a34e3f097.jpg,Индикатор весовой CAS CI-601A,Индикатор весовой CAS CI-601A,37168,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244845,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244845"">CAS CI-601A</a></b> используется совместно с дозаторами и платформенными, автомобильными и предельными весами на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена 4.3"" графическим цветным ЖК-дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>Подключение до 8 тензодатчиков (при условии сопротивления тензодатчика 350Ω)</li>
<li>Усреднение показаний нестабильных грузов: можно взвешивать емкости с жидкостью, животных, или проводить взвешивания в условиях вибрационных нагрузок на производстве</li>
<li>Ввод тары с клавиатуры</li>
<li>Запоминание показаний при непредвиденном отключении питания</li>
<li>Функция диагностики</li>
<li>Встраивание в шкаф</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Класс точности: III, IV</li>
<li>Скорость АЦП: 200 Гц</li>
<li>Чувствительность: 1 μV/d</li>
<li>Напряжение: 5В DC</li>
<li>Предел установки нуля: 0,05-30 мВ</li>
<li>Внешняя разрешающая способность: 1/10000 АЦП</li>
<li>Максимальное число поверочных делений весов (nind): 10000</li>
<li>Габариты: 193x99x191 мм</li>
<li>Вес: 2 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подключение интерфейсов Ethernet / WiFi</li>
<li>Аналоговый выход 4..20мА / 0..10V</li>
<li>Релейный выход 4/6, вход 6/8</li>
<li>RS-485</li>
<li>Режим дозирования</li>
</ul>",244845,,,,,,,38,https://entero.ru/manuals/295628/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CI-601A.pdf;https://entero.ru/manuals/295629/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,39124,,,
https://cdn.entero.ru/mp@2x/39/b6/39b66c05df03fbdbc1a94d4f6009ac79.jpg;https://cdn.entero.ru/mp@2x/04/0d/040d7c2af04e7862bceffbfa11becd0c.jpg;https://cdn.entero.ru/mp@2x/f4/62/f4629dbcf9ff262ad55655adb9568d6d.jpg,Терминал весовой МАССА-К AB,Терминал весовой МАССА-К AB,13729,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/121114,"<p>Весовой терминал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121114"">МАССА-К AB</a></b> используется совместно с весами на предприятиях общественного питания и торговли. Модель оснащена светодиодным дисплеем с подсветкой. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят сетевой адаптер, переходной кабель 4D и кронштейны для крепления терминала на стене и к стойке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Счетный режим</li>
<li>Процентное взвешивание</li>
<li>Компараторный режим взвешивания (достижение заданного веса сопровождается звуковым и визуальным сигналами)</li>
<li>Взвешивание ""подвижного"" груза, в том числе и животных</li>
<li>Масса тары устанавливается:
<ul>
<li>Нажатием кнопки «T»</li>
<li>Вводом массы тары с клавиатуры терминал</li>
</ul>
</li>
<li>Высокий уровень влагозащиты</li>
<li>Степень защиты терминала: IP66</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -30 до 40 °С</li>
<li>Время работы от аккумулятора: 80 ч</li>
<li>Габариты: 260х161х52 мм</li>
<li>Вес: 2 кг</li>
</ul>",121114,,,,,,,0,https://entero.ru/manuals/125783/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20AB.pdf,14605,2 кг,,
https://cdn.entero.ru/mp@2x/db/a8/dba814bfc02e14031e64093826ec53e2.jpg,Термопринтер МАССА-К PT541A-BB-LEFT,Термопринтер МАССА-К PT541A-BB-LEFT,9069,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/121631,"<p>Термопринтер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121631""><b class=""b"">МАССА-К PT541A-BB-LEFT </b></a>используется совместно с терминалом <a href=""https://entero.ru/item/121258"">RP</a>.</p>",121631,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/83/eb/83eb19161d5768d1e5c7b54c83a781db.jpg;https://cdn.entero.ru/mp@2x/0c/d5/0cd57bec77894e90ecd3ce4d0f9f3833.jpg;https://cdn.entero.ru/mp@2x/77/c8/77c8389e48b7a322e9f4bd3ca9f088ab.jpg,Терминал весовой МАССА-К RA,Терминал весовой МАССА-К RA,12644,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/119920,"<p>Весовой терминал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119920"">МАССА-К RA</a></b> используется совместно с весами на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой.</p>

<p>В комплект поставки входят сетевой адаптер, кронштейны для крепления к стене и на стойке ST4D.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Работа с учетными системами:
<ul>
<li>Загрузка товаров из учетных систем: 1С:Предприятие, Айтида, Excel, Microinvest и др.</li>
<li>Загрузка справочников операторов, складов и контрагентов из учетных систем: 1С:Предприятие, Айтида, Excel, Microinvest и др.</li>
<li>Выгрузка готовых документов и отчетов в учетные системы: 1С:Предприятие, Айтида, Excel, Microinvest и др</li>
</ul>
</li>
<li>Работа с весовыми, штучными и счетными товарами</li>
<li>Регистрация операций приема, отпуска, списания и инвентаризации товаров с передачей данных в учетные программы предприятий</li>
<li>Поддержка языков: русский, английский, французский, казахский, туркменский, болгарский, латышский, азербайджанский</li>
<li>Масса тары устанавливается:
<ul>
<li>Нажатием кнопки «T»</li>
<li>Вводом массы тары с клавиатуры терминала</li>
<li>Вызовом тары из памяти</li>
<li>Чтением штрихкода массы тары</li>
<li>Автоустановкой из справочника товаров</li>
</ul>
</li>
<li>Возможно подключение выносного индикатора DI4D, сканера штрихкодов и дозатора</li>
<li>
<p>Интерфейс связи: RS-232, USB, Ethernet</p>
</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -20 до 40 °С</li>
<li>Время работы от аккумулятора: до 13,5 ч</li>
<li>Габариты: 260x102x60 мм</li>
<li>Вес: 1,4 кг</li>
<li>Вес с упаковкой: 1,8 кг</li>
</ul>",119920,,,,,,,0,https://entero.ru/manuals/123385/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20RA.pdf,13596,,,
https://cdn.entero.ru/mp@2x/f7/dd/f7ddefece36ee191a8f0acab5a11a3a1.jpg,Индикатор весовой CAS CI-1560А,Индикатор весовой CAS CI-1560А,23101,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244840,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244840"">CAS CI-1560А</a></b> используется совместно с напольными, платформенными, автомобильными, упаковочными и контрольными весами на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена вакуумно-люминесцентным дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>Подключение до 6 тензодатчиков (при условии сопротивления тензодатчика 350Ω)</li>
<li>​Ввод тары с клавиатуры</li>
<li>Режим дозирования и предельный режим</li>
<li>​Запоминание показаний при непредвиденном отключении питания</li>
<li>Функция диагностики</li>
<li>Экранирование от радиочастотных и электромагнитных помех</li>
<li>Встраивание в шкаф</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Класс точности: III</li>
<li>Число разрядов индикации результата взвешивания: 7</li>
<li>Скорость АЦП: 10 Гц</li>
<li>Чувствительность: 2 μV/d</li>
<li>Напряжение: 220 В</li>
<li>Предел установки нуля: 0,05-5 мВ</li>
<li>Внутренняя разрешающая способность: 1/130000 АЦП</li>
<li>Внешняя разрешающая способность: 1/10000 АЦП</li>
<li>Габариты: 110x66x148 мм</li>
<li>Вес: 1,5 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подключение интерфейсов Ethernet / WiFi</li>
</ul>",244840,,,,,,,51,https://entero.ru/manuals/295588/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CI-1560%D0%90.pdf;https://entero.ru/manuals/295580/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,24317,,,
https://cdn.entero.ru/mp@2x/40/33/4033155dd0a09e74fba77c2a5585f5b5.jpg,Весовой индикатор CAS BI-100RB,Весовой индикатор CAS BI-100RB,26205,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/41111,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41111"">CAS BI-100RB</a></b> используется совместно с платформенными и балочными весами UFS, BFS, HFS, R, A, D и др. на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена жидкокристаллическим дисплеем с подсветкой, выражением массы в количестве изделий (счетный режим) и усреднением показаний при нестабильной загрузке.</p>

<p><em><span style=""color:#FF0000;"">Изделие по отдельности не продается, возможно к заказу только при обязательной покупке весов серий UFS, BFS, HFS, R, A и D.</span></em></p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS232</li>
<li>Режим суммирования</li>
<li>Класс защиты: IP 65</li>
<li>Питание от батареи</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Напряжение: 220 В</li>
<li>Напряжение питания датчика: 5 В</li>
<li>Входное напряжение установки нулевых показаний: 0,05-5 мВ</li>
<li>Внутренняя разрешающая способность: 1/100000 АЦП</li>
<li>Максимальная внешняя разрешающая способность: 1/10000 АЦП</li>
<li>Частота обновления показаний дисплея: 10 Гц</li>
<li>Габариты: 210x230x90 мм</li>
<li>Вес: 1,6 кг</li>
</ul>",41111,,,,,,,17,https://entero.ru/manuals/41182/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20BI-100RB.pdf,,,,
https://cdn.entero.ru/mp@2x/6c/a5/6ca5fb9d5985a47a54cb1bf561607d03.jpg;https://cdn.entero.ru/mp@2x/c2/0b/c20b9a7611373087abc024b071b60ec2.jpg;https://cdn.entero.ru/mp@2x/4d/f7/4df714790edd3b250ecb76ad10efc247.jpg,Терминал весовой МАССА-К RL,Терминал весовой МАССА-К RL,33872,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/121260,"<p>Весовой терминал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121260"">МАССА-К RL</a></b> используется совместно с весами на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой.</p>

<p>В комплект поставки входят сетевой адаптер, крепление терминала к модулю взвешивающему ТВ-S и кронштейны для крепления терминала на стене.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регистрация операций приема, отпуска, списания, инвентаризации и продажи товаров с передачей данных в учетные программы предприятий</li>
<li>Работа с учетными системами 1С:Предприятие, Айтида, Excel, Microinvest и др.:
<ul>
<li>Загрузка товаров</li>
<li>Выгрузка готовых документов и отчетов</li>
</ul>
</li>
<li>8 форматов штрихкодов</li>
<li>Печать этикеток при работе в счетном режиме</li>
<li>Печать этикеток на продукцию с примесями</li>
<li>Изготовление этикеток на весовые и штучные товары</li>
<li>Печать на этикетке до 35 динамических параметров, в том числе: состав товара (до 1000 знаков), оператора, получателя товара (контрагент)</li>
<li>Изготовление этикеток любой длины и сложности от 10 мм до 1 метра</li>
<li>Работа со штрихкодами типов: EAN 13, EAN 13+5, EAN 128, GS1 Databar, CODE128, CODE 39, ITF 14, Interleaved 2 of 5</li>
<li>Поддержка языков: русский, английский, французский, казахский, туркменский, болгарский, латышский, азербайджанский</li>
<li>Работа с весовыми, штучными и счетными товарами</li>
<li>Настройка шаблонов этикеток:
<ul>
<li>Режим LITE - быстрая настройка шаблонов простых этикеток</li>
<li>Режим PRO - Свободно программируемые шаблоны этикеток</li>
</ul>
</li>
<li>Масса тары устанавливается:</li>
<li>Нажатием кнопки «T»
<ul>
<li>Вводом массы тары с клавиатуры терминала</li>
<li>Вызовом тары из памяти</li>
<li>Чтением штрихкода массы тары</li>
<li>Автоустановкой из справочника товаров</li>
</ul>
</li>
<li>Возможность подключения сканера штрихкодов, выносного индикатора DI4D и дозатора</li>
<li>Внутренняя память на 20 000 товаров, 300 операторов, 60 складов, 100 контрагентов, 40 шаблонов этикеток</li>
<li>Встроенный графический редактор</li>
<li>Степень защиты терминала: IP54</li>
<li>Интерфейс связи: RS-232, USB, Ethernet</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от 0 до 40 °С</li>
<li>Ширина рулона с чековой лентой: 58 мм</li>
<li>Ширина рулона / этикеток: 60 / 58 мм</li>
<li>Ресурс термоголовки: 150 км</li>
<li>Скорость печати: 60 мм/сек.</li>
<li>Габариты: 358х131х377 мм</li>
<li>Вес: 2,9 кг</li>
<li>Вес с упаковкой: 4,5 кг</li>
</ul>",121260,,,,,,,0,https://entero.ru/manuals/126224/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20RL.pdf,,,,
https://cdn.entero.ru/mp@2x/57/9f/579fb9d3435a14a744d24229b99be987.jpg;https://cdn.entero.ru/mp@2x/44/e6/44e64db252ac7a02526834716c92271a.jpg;https://cdn.entero.ru/mp@2x/a8/23/a823f91e4ef5319329d2addee50f837b.jpg;https://cdn.entero.ru/mp@2x/23/59/235968ea0e1bba76e3da4c5be2ee998e.jpg,Терминал весовой МАССА-К А(RUEW),Терминал весовой МАССА-К А(RUEW),10315,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/121100,"<p>Весовой терминал <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121100"">МАССА-К А(RUEW)</a></b> используется совместно с весами на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой.</p>

<p>В комплект поставки входят сетевой адаптер, переходной кабель 4D и кронштейны для крепления терминала на стене и к стойке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Совместимость с учетными системами:
<ul>
<li>Передача веса в учетные системы: 1С:Предприятие, Айтида, и др.</li>
<li>Передача веса на рабочее место кассира (ПК или POS-терминал) с помощью «АТОЛ: Драйвер электронных весов»</li>
<li>Передача веса в ККТ: ЭВОТОР, ПОРТ, VIKI и др.</li>
</ul>
</li>
<li>Счетный режим</li>
<li>Процентное взвешивание</li>
<li>Компараторный режим взвешивания (достижение заданного веса сопровождается звуковым и визуальным сигналами)</li>
<li>Взвешивание ""подвижного"" груза, в том числе и животных</li>
<li>Дозаторный режим</li>
<li>Масса тары устанавливается:
<ul>
<li>Нажатием кнопки «T»</li>
<li>Вводом массы тары с клавиатуры терминал</li>
</ul>
</li>
<li>Возможность подключения выносного индикатора и дозатора</li>
<li>Степень защиты терминала: IP54</li>
<li>Интерфейс связи: RS-232, USB, Ethernet, Wi-Fi</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -20 до 40 °С</li>
<li>Время работы от аккумулятора: 15 ч</li>
<li>Габариты: 265x105x60 мм</li>
<li>Вес: 1,4 кг</li>
</ul>",121100,,,,,,,0,https://entero.ru/manuals/125774/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20%D0%90%28RUEW%29.pdf,,,,
https://cdn.entero.ru/mp@2x/d2/d1/d2d11e0af77c708da354534721628fc4.jpg;https://cdn.entero.ru/mp@2x/d4/d6/d4d61c9877655df6048219c2b5962ac5.jpg,Дисплей внешний CAS CD-3030,Дисплей внешний CAS CD-3030,38363,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244780,"<p>Внешний дисплей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244780"">CAS CD-3030</a></b> используется на складах, в логистических центрах, предприятиях розничной и оптовой торговли и различных других производствах для дублирования показаний весоизмерительных устройств в удаленных местах при взвешивании автомобилей, железнодорожных вагонов и других грузов. Благодаря яркой и крупной светодиодной индикации, применение дублирующего дисплея обеспечивает удобство считывания показаний даже с больших расстояний. Модель оснащена светодиодным дисплеем.</p>

<p>Совместим для использования с любыми типами индикаторов CAS.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>6 отображаемых знаков</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Диапазон рабочих температур: от -10 до 40 °С</li>
<li>Размер цифр: 43x76 мм</li>
<li>Напряжение питания: 85 В ~ 264 В</li>
<li>Потребление энергии: 2 В</li>
<li>Габариты: 425x190x150 мм</li>
<li>Вес: 4,9 кг</li>
<li>Вес с упаковкой: 10,85 кг</li>
</ul>",244780,,,,,,,0,,41251,,,
https://cdn.entero.ru/mp@2x/c5/22/c522ac3a42905ee148389abead022772.jpg,Стойка для индикатора Scale для СКИ,Стойка для индикатора Scale для СКИ,1809,RUB,Да,,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244773,"<p>Стойка используется совместно с весовыми индикаторами <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244773""><b class=""b"">Scale СКИ</b></a> на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях для удобства взвешивания габаритных грузов. Регулировка стойки позволяет выводить информацию на уровне глаз. Удобно использовать при отсутствии стен.</p>",244773,,,,,,,52,,2548,,,
https://cdn.entero.ru/mp@2x/9a/00/9a00f54e034ab7b5162a3c67a0af69f9.jpg,Коробка соединительная CAS JB-4H серая,Коробка соединительная CAS JB-4H серая,5471,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/375196,"<p>Соединительная коробка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375196""><b class=""b"">CAS JB-4H</b></a> используется совместно с весовыми терминалами серии CI при изготовлении весовых систем для соединения нескольких тензодатчиков в одну схему, для защиты резисторов подстрйки от воздействия факторов окружающей среды, а также для размещения элементов защиты от грозы. Модель оснащена 4 входами для подключения тензометрических датчиков.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Класс влагозащищенности: IP65</li>
<li>Температура эксплуатации: от -40°C до 40°C</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с 8 входами.</span></em></p>",375196,,,,,,,0,,,,,
https://cdn.entero.ru/mp@2x/18/19/1819265f463e1717c7dfb15a24d8071f.jpg,Индикатор весовой CAS CI-200S,Индикатор весовой CAS CI-200S,26467,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244843,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244843"">CAS CI-200S</a></b> используется совместно с платформенными и напольными весами на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена светодиодным дисплеем. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>Счетный режим - возможность подсчета количества одинаковых деталей</li>
<li>Подключение до 8 тензодатчиков (при условии сопротивления тензодатчика 350Ω)</li>
<li>Усреднение показаний нестабильных грузов: можно взвешивать емкости с жидкостью, животных, или проводить взвешивания в условиях вибрационных нагрузок на производстве</li>
<li>Использование ID товаров</li>
<li>Ввод тары с клавиатуры</li>
<li>Запоминание показаний при непредвиденном отключении питания</li>
<li>Функция диагностики</li>
<li>Настенное крепление и крепление на стойку</li>
<li>Автоматическое отключение</li>
<li>Работа от перезаряжаемых аккумуляторов или адаптера</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Класс точности: III</li>
<li>Высота цифр: 25 мм</li>
<li>Скорость АЦП: 80 Гц</li>
<li>Чувствительность: 2 μV/d</li>
<li>Напряжение: 220 В</li>
<li>Предел установки нуля: 0-2 мВ</li>
<li>Внутренняя разрешающая способность: 1/520000 АЦП</li>
<li>Внешняя разрешающая способность: 1/10000 АЦП</li>
<li>Габариты: 139x92x206 мм</li>
<li>Вес: 1,3 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подключение интерфейсов RS-422 / RS-485</li>
</ul>",244843,,,,,,,22,https://entero.ru/manuals/295600/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CI-200S.pdf;https://entero.ru/manuals/295601/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,
https://cdn.entero.ru/mp@2x/bb/ca/bbca7ffe80868e9f54ac0aed1afe9977.jpg,Индикатор весовой CAS CI-605A,Индикатор весовой CAS CI-605A,41389,RUB,Да,CAS,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/244846,"<p>Весовой индикатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/244846"">CAS CI-605A</a></b> используется совместно с дозаторами и платформенными, автомобильными и предельными весами на перерабатывающих предприятиях, складских комплексах и в транспортных компаниях. Модель оснащена 4.3"" графическим цветным ЖК-дисплеем.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Интерфейс RS-232</li>
<li>Подключение до 8 тензодатчиков (при условии сопротивления тензодатчика 350Ω)</li>
<li>Усреднение показаний нестабильных грузов: можно взвешивать емкости с жидкостью, животных, или проводить взвешивания в условиях вибрационных нагрузок на производстве</li>
<li>Ввод тары с клавиатуры</li>
<li>Запоминание показаний при непредвиденном отключении питания</li>
<li>Функция диагностики</li>
<li>Встраивание в шкаф</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Класс точности: III, IV</li>
<li>Скорость АЦП: 200 Гц</li>
<li>Чувствительность: 1 μV/d</li>
<li>Напряжение: 5В DC</li>
<li>Предел установки нуля: 0,05-30 мВ</li>
<li>Внешняя разрешающая способность: 1/10000 АЦП</li>
<li>Максимальное число поверочных делений весов (nind): 10000</li>
<li>Габариты: 193x99x191 мм</li>
<li>Вес: 2 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Подключение интерфейсов Ethernet / WiFi</li>
<li>Аналоговый выход 4..20мА / 0..10V</li>
<li>Релейный выход 4/6, вход 6/8</li>
<li>RS-485</li>
<li>Режим дозирования</li>
</ul>",244846,,,,,,,16,https://entero.ru/manuals/295630/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20CI-605A.pdf;https://entero.ru/manuals/295631/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,,
https://cdn.entero.ru/mp@2x/68/71/6871e9cffd298c13c3234eebfb4bd140.jpg,Сканер штрих-кодов МАССА-К MJ-4209,Сканер штрих-кодов МАССА-К MJ-4209,6390,RUB,Да,МАССА-К,Профоборудование,Весовое,Весовые терминалы,https://entero.ru/item/121633,"<p>Сканер штрих-кодов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121633""><b class=""b"">МАССА-К MJ-4209 </b></a>используется совместно с терминалами серии <a href=""https://entero.ru/search.php?text=Терминал+весовой+МАССА-К+R"">R</a>.</p>",121633,,,,,,,0,,9000,,,
