Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Установка,Управление,Объем бункера,Количество бункеров
https://cdn.entero.ru/mp@2x/eb/b9/ebb9e077f4551ce71a66037f2fa9d3b9.jpg,"Дозатор для соуса Prince Castle 7,5 мл желтая ручка","Дозатор для соуса Prince Castle 7,5 мл желтая ручка",11321,RUB,Да,Prince Castle,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/335967,"<p>Дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/335967""><b class=""b"">Prince Castle</b></a> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для наполнения изделий соусом, таким как майонез, сметана и гуакамоле. </p>

<p><b class=""o"">Тубы для соуса не входят в комплект и приобретаются отдельно.</b></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозировки: 7,5 мл</li>
</ul>",335967,,,,,,,,,0,,12305,,,,Китай,,механическое,,
https://cdn.entero.ru/mp@2x/92/2e/922eb592bfc900f8c8caed0878b17a7a.jpg;https://cdn.entero.ru/mp@2x/97/1a/971af147efb88464e2452586be8c5e19.jpg;https://cdn.entero.ru/mp@2x/5c/55/5c552ce3197a4a83222bf117959c98eb.jpg;https://cdn.entero.ru/mp@2x/3f/dc/3fdc01939204a1d671b5291c14c89916.jpg;https://cdn.entero.ru/mp@2x/d4/58/d45801376bf850cadd5bd900fc0f906a.jpg;https://cdn.entero.ru/mp@2x/bb/d8/bbd8f780551477202710009bab3f767f.jpg;https://cdn.entero.ru/mp@2x/d9/2a/d92aa54d67c904a521a9350412abfaaa.jpg;https://cdn.entero.ru/mp@2x/56/4d/564d34c1bd79d725c21a5750d9c14951.jpg;https://cdn.entero.ru/mp@2x/0d/40/0d407203ef54fca7ac5e1b84797116d3.jpg;https://cdn.entero.ru/mp@2x/a0/47/a047efbe7d0108fda2c184bb61a1fa86.jpg;https://cdn.entero.ru/mp@2x/8c/57/8c5788bc80ecce7eff0ec25153349a3d.jpg;https://cdn.entero.ru/mp@2x/2b/d4/2bd40523a0e990a22d5e9573397a4ca5.jpg;https://cdn.entero.ru/mp@2x/5c/7f/5c7fc50db600c3091f88f93bf006b4d1.jpg;https://cdn.entero.ru/mp@2x/8b/ce/8bce734295ef75cc7313af18de9f3600.jpg;https://cdn.entero.ru/mp@2x/e0/db/e0dbfe185ffeb028068e31425dc94b42.jpg,Дозатор универсальный Kocateq OMJ 30 AFD,Дозатор универсальный Kocateq OMJ 30 AFD,264826,RUB,Да,Kocateq,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/349830,"<p>Универсальный дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/349830"">Kocateq OMJ 30 AFD</a> </b>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских для заполнения начинкой пончиков, эклеров, профитролей, кексов, булочек, круассанов и других кондитерских и кулинарных изделий. В качестве начинки можно использовать сливочные, кремовые и полужидкие массы, а также густые начинки. Модель оснащена шестереночным насосом для нагнетания начинки. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Педаль </li>
<li>Иглы с внешним диаметром 4 мм (1шт), 6 мм (2 шт), 8 мм (2 шт), 10 мм (1 шт)</li>
<li>Насадка-трубка длинная угловая с внешним диаметром 10 мм, длиной 190 мм</li>
<li>Двойная насадка для игл</li>
<li>Насадка - трубка длинная угловая с внешним диаметром 10 мм, длиной 190 мм на шланге длиной 1,5 м с включателем</li>
<li>Насадка для коржей угловая с отверстием размером 60х20 мм на шланге длиной 1,5 м с включателем</li>
<li>Круглая насадка диаметром 10 см из фторопласта с трубками с внешним диаметром 8 мм на шланге длиной 1,5 м с включателем</li>
<li>Квадратная насадка размером 8х8 см с трубками диаметром 8 мм на шланге длиной 1,5 м с включателем</li>
<li>Насадка прямая длиной 25 см из белого фторопласта со сменной кондитерской насадкой звездочкой (диаметр широкого отверстия 2,5 см, диаметр узкого отверстия 1 см, длина 4 см) на шланге длиной 117 см с включателем</li>
<li>Уплотнительные резинки</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Память до 6 программ</li>
<li>Русскоязычная сенсорная панель управления</li>
<li>Автоматический и полуавтоматический режимы работы с возможностью программировать скорость и объем заполнения и перекачки</li>
<li>Легкоразборная конструкция крепления игл, насоса и различных насадок: для простоты обслуживания и проведения санитарногигиенических мероприятий</li>
</ul>",349830,220 В,0.55 кВт,580 мм,520 мм,680 мм,,,,0,,,,,,Южная Корея,настольная,электронное,30 л,1
https://cdn.entero.ru/mp@2x/f1/3e/f13e74ba33ec54612374576978cec041.jpg,Шестеренчатый дозатор Confimec COMBI,Шестеренчатый дозатор Confimec COMBI,384742,RUB,Да,Confimec,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/76797,"<p>Шестеренчатый дозатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76797"">Confimec COMBI</a></b> предназначен для наполнения начинкой из кремов и джемов кондитерских изделий в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель оснащена электронной сенсорной панелью управления Touch Screen, позволяющей работать в нескольких режимах: ручном, автоматическом и последовательном.</p>

<p>Корпус выполнен из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Игла диаметром 8 мм</li>
<li>Игла диаметром 6 мм</li>
<li>Двухигольчатая насадка 2х 6 мм</li>
<li>Педаль</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>В автоматическом и последовательном режимах:
<ul>
<li>Память до 7 программ</li>
<li>Настройка скорости и времени дозирования</li>
<li>Настройка времени обратного вращения шестерен</li>
<li>Настройка паузы между дозами</li>
</ul>
</li>
<li>Увеличенное отверстие воронки бункера</li>
<li>Частотный инвертор регулирует скорость вращения шестеренок</li>
<li>Усиленные двигатель и редуктор</li>
</ul>",76797,220 В,0.37 кВт,400 мм,350 мм,650 мм,,,,0,,409300,,27 кг,Италия,Италия,настольная,электронное,15 л,
https://cdn.entero.ru/mp@2x/9b/f4/9bf4eec04f8971b4794b19a6c36491c6.jpg;https://cdn.entero.ru/mp@2x/48/fc/48fcad9ae70ebbe250f00bf13052902b.jpg;https://cdn.entero.ru/mp@2x/fa/d1/fad1b77b68c3490d900a68672b1dcda6.jpg;https://cdn.entero.ru/mp@2x/c6/44/c6441adca494ca313cc9778b3f08442f.jpg;https://cdn.entero.ru/mp@2x/d4/71/d47121d032175374159ab1300992eb08.jpg;https://cdn.entero.ru/mp@2x/90/2b/902bbe2b6b8b8c6be9e521bd3b390a93.jpg;https://cdn.entero.ru/mp@2x/3a/5a/3a5ae061f6451c87643d7e58c1154aef.jpg,"Дозатор для соусов Kocateq SVDD3.5, подвесной 3,5 л",SVDD3.5,3268,RUB,Да,Kocateq,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/360246,"<p>Дозатор для соусов <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360246""><b class=""b"">Kocateq SVDD3.5 </b></a> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для наполнения изделий соусом, таким как майонез, сметана и гуакамоле. Модель оснащена силиконовой головкой для удобного дозирования соуса.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Подвесное исполнение помогает сохранить свободное место на рабочем столе</li>
<li>Благодаря полупрозрачному пластику, легко следить за количество продукта в бутыли</li>
<li>Прост в очистке</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 3,5 л</li>
<li>Размеры: 192 х 192 х435 мм</li>
</ul>",360246,,,195 мм,195 мм,435 мм,,,,0,,4416,,,,Южная Корея,настольная,механическое,3.5 л,1
https://cdn.entero.ru/mp@2x/ff/04/ff0417d0bd873aadd8712d7994f1f497.jpg,Дозатор-шприц начинки Kalando KD022,32927,18037,RUB,Да,,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/123941,"<p>Дозатор-шприц начинки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123941"">Kalando KD022</a></b> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для наполнения кондитерских изделий начинками из шоколада, меда, джема или заварного крема. Емкость для соуса выполнена из прозрачного поликарбоната, игла и пружина - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозировки: до 30 мл</li>
<li>Внутренний диаметр иглы: 10 мм</li>
</ul>",123941,,,110 мм,110 мм,480 мм,,,,0,,18789,,,Турция,,настольная,механическое,2 л,1
https://cdn.entero.ru/mp@2x/55/5b/555ba181c0744e75f4d9c03604e1dd9f.jpg;https://cdn.entero.ru/mp@2x/cf/df/cfdf0016df68945f49a4d92dc03c1dd2.jpg,Дозатор начинки Kalando KD1750,32914,0,RUB,Нет,,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/123940,"<p>Дозатор начинки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123940"">Kalando KD1750</a></b> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для наполнения кондитерских изделий горячими начинками из шоколада, меда, джема или заварного крема. Изделие оснащено механическим термостатом для установки температуры соуса, световыми индикаторами нагрева и подключения к сети и защелками для крепления крышки. Рычаг, игла и емкость для соуса выполнены из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозировки: до 35 мл</li>
<li>Внутренний диаметр иглы: 10 мм</li>
</ul>",123940,220 В,0.9 кВт,180 мм,180 мм,500 мм,,,,0,,,,,Турция,,настольная,электронное,3 л,1
https://cdn.entero.ru/mp@2x/1d/c0/1dc02a179fdabb8bdef5874447760661.jpg;https://cdn.entero.ru/mp@2x/f3/28/f32841705b50feca3db5dd80172bfdc1.jpg;https://cdn.entero.ru/mp@2x/98/f3/98f3cc36904dd4934b674dfaf0a36bdc.jpg,Шприц-дозатор Danler NG-20 с сенсором,Шприц-дозатор Danler NG-20 с сенсором,0,RUB,Нет,Danler,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/116049,"<p>Шприц-дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116049""><b class=""b"">Danler NG-20</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/116049""><b class=""b""> </b></a>используется на предприятиях пищевой промышленности, общественного питания, в пекарнях и кондитерских для заполнения начинкой пончиков, эклеров, профитролей, кексов, булочек, круассанов и других кондитерских и кулинарных изделий. В качестве начинки можно использовать сливочные, кремовые и полужидкие массы, а также густые начинки.</p>

<p>В комплект поставки входят бункер, педаль управления, насадка для одновременного использования двух игл, 2 иглы внешним диаметром 6 мм, 2 иглы внешним диаметром 8 мм и комплект ЗИП.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Неограниченная масса максимального дозирования</li>
<li>Автоматический режим позволяет задавать все необходимые параметры работы для поточного впрыска и заниматься только подносом заполняемых изделий</li>
<li>Полуавтоматический режим дает возможность управлять машиной с помощью педали или сенсорной панели - оператор дает команду на каждый впрыск начинки в заполняемое изделие</li>
<li>Повышенная мощность шагового двигателя обеспечивает отличную работу с густыми массами</li>
<li>Точность позиционирования ротора шагового двигателя гарантирует точность дозирования - отсутствует необходимость дополнительного контроля нагнетаемого/отсаживаемого объема начинки в/на изделие, гарантирует отсутствие отбракованных изделий</li>
<li>Русскоязычная сенсорная панель управления позволяет задать широкий спектр настроек для удобства эксплуатации:
<ul>
<li>Автоматический (последовательный) режим</li>
<li>Полуавтоматический режим</li>
<li>Непрерывный режим</li>
<li>Задание объема подачи и реверса</li>
<li>Задание скорости объема подачи и реверса</li>
<li>Программирование задержки дозы и реверса</li>
<li>Программирование интервала дозы</li>
</ul>
</li>
<li>Педаль управления освобождает руки оператора, повышает скорость и удобство выполнения операций нагнетания массы</li>
<li>Легкоразборная конструкция крепления игл, насоса и различных насадок для простоты обслуживания и проведения санитарно-гигиенических мероприятий</li>
<li>Корпус шприца, загрузочный бункер и насадка для подсоединения двух игл полностью из нержавеющей стали AISI 304</li>
<li>Винтовые ножки с резиновыми колпаками регулируются по высоте для компенсации неровностей опорной поверхности и придания машине устойчивого положения</li>
<li>Предназначен для настольной установки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Масса минимального дозирования: 1 г</li>
<li>Максимальная вязкость дозируемой массы: 180 Па*с</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Увеличенный бункер 30 л</li>
<li>Увеличенный бункер 40 л</li>
<li>Аппарат для подогрева загрузочного бункера</li>
<li>Различные удлиняющие и формообразующие насадки</li>
<li>Шланг с концевым пистолетом для наполнения/отсаживания масс</li>
<li>Шланг длиной 1 м</li>
<li>Шланг длиной 1,5 м</li>
<li>Шланг длиной 2 м</li>
<li>Большой выбор насадок</li>
</ul>",116049,220 В,0.4 кВт,675 мм,670 мм,670 мм,,,,0,https://entero.ru/manuals/136609/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Danler%20NG-20.pdf;https://entero.ru/manuals/136607/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BD%D0%B0%D1%81%D0%B0%D0%B4%D0%BE%D0%BA%20Danler.pdf;https://entero.ru/manuals/477038/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%B8%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83%20%D0%BD%D0%B0%20Danler%20NG-20%20%D1%81%20%D1%81%D0%B5%D0%BD%D1%81%D0%BE%D1%80%D0%BE%D0%BC.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240196&hd=2&autoplay=0,23 кг,,Китай,настольная,электронное,20 л,1
https://cdn.entero.ru/mp@2x/a2/53/a253d223cb97476993e31a4cfdec835b.jpg,Дозатор для соуса Prince Castle 20 мл синяя ручка,Дозатор для соуса Prince Castle 20 мл синяя ручка,0,RUB,Нет,Prince Castle,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/336044,"<p>Дозатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/336044""><b class=""b"">Prince Castle</b></a> используется на предприятиях общественного питания и торговли, в частных домах и квартирах для наполнения изделий соусом, таким как майонез, сметана и гуакамоле. </p>

<p><b class=""o"">Тубы для соуса не входят в комплект и приобретаются отдельно.</b></p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем дозировки: 20 мл</li>
</ul>",336044,,,,,,,,,0,,,,,,,,механическое,,
https://cdn.entero.ru/mp@2x/94/9b/949b6bbe8ad42e786e4820057adad349.jpg,Дозатор начинки Pavoni DOSIMINI,Дозатор начинки Pavoni DOSIMINI,87625,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/39582,"<p>Дозатор начинки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39582"">Pavoni DOSIMINI</a></b> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для наполнения кондитерских изделий начинкой из шоколада, меда, джема и заварного крема, кроме масляных кремов, взбитых сливок и орехово-шоколадных паст. Модель оснащена ручным режимом работы. Изделие крепится к столу. Ручка и загрузочный желоб - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят 3 сменные насадки.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Дозировка: от 1 до 12 г</li>
<li>Диаметр загрузочного желоба: 24 мм</li>
</ul>",39582,,,200 мм,250 мм,440 мм,,,,0,https://entero.ru/manuals/71956/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,2.7 кг,Италия,Италия,настольная,механическое,3 л,1
https://cdn.entero.ru/mp@2x/f5/3f/f53f12af52655e47cec20b8a9aff98dc.jpg,Дозатор начинок для пончиков Sikom ВР-3.2/Н-8,Дозатор начинок для пончиков Sikom ВР-3.2/Н-8,78107,RUB,Нет,Sikom,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/269195,"<p>Дозатор начинки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/269195"">Sikom ВР-3.2/Н-8</a></b> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для наполнения пончиков начинкой из шоколада, меда, джема и заварного крема. Модель оснащена 2 насадками с 8 иглами и 2 емкостями для начинок объемом 3 л. Корпус выполнен из нержавеющей стали, емкости - из стекла.</p>",269195,,,409 мм,140 мм,457 мм,8 кг,1,409x140x457 мм,0,https://entero.ru/manuals/331730/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,84899,,6 кг,,Россия,,механическое,,
https://cdn.entero.ru/mp@2x/2b/f1/2bf16fb39aaaf7a7a86fbc89c8c00a0b.jpg,Дозатор начинки Pavoni DOSIEMME,Дозатор начинки Pavoni DOSIEMME,155775,RUB,Нет,Pavoni,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/66180,"<p>Дозатор начинки <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/66180"">Pavoni DOSIEMME</a></b> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для наполнения кондитерских изделий начинкой из шоколада, меда, джема и заварного крема, кроме масляных кремов, взбитых сливок и орехово-шоколадных паст. Модель оснащена ручным режимом работы. Изделие крепится к столу. Корпус выполнен из алюминия, поршень, бункер-воронка, насадки и ручка - из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят 3 сменные насадки.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Дозировка: от 1 до 60 г</li>
<li>Диаметр загрузочного желоба: 31 мм</li>
</ul>",66180,,,380 мм,370 мм,520 мм,,,,0,https://entero.ru/manuals/72002/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,7.2 кг,,Италия,настольная,механическое,7 л,1
https://cdn.entero.ru/mp@2x/25/65/2565d0f9825c06a7a0f83a8942657959.jpg,Дозатор начинки ICB tecnlologie s.r.l. 12.DOSIC8,Дозатор начинки ICB tecnlologie s.r.l. 12.DOSIC8,491414,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194694,"<p>Дозатор начинки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194694""><b class=""b"">ICB tecnologie s.r.l. 12.DOSIC8</b></a> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для наполнения кремом пирожных, круассанов, эклеров, трубочек, профитролей. Модель оснащена шестеренчатым бункером и цифровой панелью управления, на которой можно настраивать оптимальное количество отсаживаемого крема, время дозирования и наполнения, интервал паузы и другие характеристики. Каркас и воронка выполнены из нержавеющей стали.</p>

<p>Насадки и дополнительные бункеры в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 режима использования на выбор: ручной, автоматический или последовательный</li>
<li>9 дозирующих программ</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты с бункером: 450х300х630 мм</li>
</ul>

<p><em>Размеры указаны без бункера.</em></p>",194694,220 В,0.18 кВт,450 мм,300 мм,330 мм,,,,0,https://entero.ru/manuals/226996/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20Dosicream.pdf,517278,,27 кг,Италия,Италия,настольная,электронное,8.5 л,1
https://cdn.entero.ru/mp@2x/65/9e/659e565d1d38c90d1a06c39ff4271762.jpg,Дозатор начинки ICB tecnlologie s.r.l. 12.DOSIC13,Дозатор начинки ICB tecnlologie s.r.l. 12.DOSIC13,503238,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194745,"<p>Дозатор начинки <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/194745""><b class=""b"">ICB tecnologie s.r.l. 12 DOSIC13</b></a> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для наполнения кремом пирожных, круассанов, эклеров, трубочек, профитролей. Модель оснащена шестеренчатым бункером и цифровой панелью управления, на которой можно настраивать оптимальное количество отсаживаемого крема, время дозирования и наполнения, интервал паузы и другие характеристики. Каркас и воронка выполнены из нержавеющей стали.</p>

<p>Насадки и дополнительные бункеры в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 режима использования на выбор: ручной, автоматический или последовательный</li>
<li>9 дозирующих программ</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты с бункером: 450х300х730 мм</li>
</ul>

<p><em>* Размеры указаны без бункера.</em></p>",194745,220 В,,450 мм,300 мм,330 мм,,,,0,https://entero.ru/manuals/227026/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.DOSIC13%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,546998,,27 кг,Италия,Италия,настольная,электронное,13 л,1
https://cdn.entero.ru/mp@2x/a1/b7/a1b71362f8789d9c6e59bdf4aacddb39.jpg,Дозатор начинки ICB tecnlologie s.r.l. 12.DOSI3C,Дозатор начинки ICB tecnlologie s.r.l. 12.DOSI3C,980199,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/194755,"<p>Дозатор начинки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/194755""><b class=""b"">ICB tecnologie s.r.l. 12 DOSI3C</b></a> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания для наполнения кремом пирожных, круассанов, эклеров, трубочек, профитролей. Модель оснащена тремя шестеренчатыми бункерами и цифровыми панелями управления, на которых можно настраивать оптимальное количество отсаживаемого крема, время дозирования и наполнения, интервал паузы и другие характеристики. Каркас и воронки выполнены из нержавеющей стали.</p>

<p>Насадки и дополнительные бункеры в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 режима использования на выбор: ручной, автоматический или последовательный</li>
<li>9 дозирующих программ</li>
<li>Легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Суммарный объем бункеров: 25,5 л</li>
<li>
<p>Габариты с бункером: 430х760х650 мм</p>
</li>
</ul>

<p><em>* Размеры указаны без бункеров.</em></p>",194755,220 В,0.54 кВт,760 мм,430 мм,300 мм,,,,0,https://entero.ru/manuals/227040/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2012.DOSI3C%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,69 кг,Италия,Италия,настольная,электронное,8.5 л,3
https://cdn.entero.ru/mp@2x/8f/c3/8fc3ae01567f43e47f5b97dbf6295bb2.jpg;https://cdn.entero.ru/mp@2x/bc/1b/bc1bbfb2b201363643ac27569c4c3dd4.jpg;https://cdn.entero.ru/mp@2x/cf/19/cf196de0d79faa4c6acb05d70e1900dc.jpg;https://cdn.entero.ru/mp@2x/db/df/dbdf6a29d75715bc50b55738df58c301.jpg;https://cdn.entero.ru/mp@2x/51/5d/515d96f176eebf71863bf1d2fb9cb4b3.jpg,Набор для приготовления печенья Imperia (La Monferrina) Cookies 580,65815,0,RUB,Нет,Imperia (La Monferrina),Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/113922,"<p>Набор для приготовления печенья <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/113922""><b class=""b"">Imperia Cookies 580</b></a> используется на предприятиях общественного питания и в домашних условиях для формовки печенья, а также для декорирования кондитерских изделий кремом, сливками или мороженым. Корпус выполнен из литого алюминия, насадки для печенья - из алюминия, насадки для крема - из пищевого пластика.</p>

<p>В комплект поставки входят 14 насадок для печенья и 4 насадки для крема.</p>",113922,,,250 мм,220 мм,300 мм,,,,0,https://entero.ru/manuals/123458/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Imperia%20Cookies%20580%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/123457/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Imperia%20Cookies%20580%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf,,,0.2 кг,Италия,,,механическое,,1
https://cdn.entero.ru/mp@2x/ad/da/addabaa334080470c809aeff9cf55cc8.jpg,Машина для отсадки начинок Vitella Blicklefiller 1 arm,Машина для отсадки начинок Vitella Blicklefiller 1 arm,0,RUB,Нет,Vitella,Профоборудование,Кондитерское,Дозаторы начинок,https://entero.ru/item/39622,"<p>Ручная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/39622"">Vitella Blicklefiller 1 arm</a></b> предназначена для добавления начинки из меда, джема и заварных кремов в круассаны, пончики и эклеры на предприятиях общественного питания. Модель выполнена из алюминия и нержавеющей стали, емкость - из пластика. </p>

<p>В комплект поставки входят емкость для начинки и насадка с одиночной иглой.</p>",39622,,,315 мм,345 мм,260 мм,,,,0,https://entero.ru/manuals/27317/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vitella%20Blicklefiller%201%20arm.pdf;https://entero.ru/manuals/27315/%D0%A2%D0%B5%D1%81%D1%82%D0%BE%D0%BE%D1%81%D0%B0%D0%B4%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%88%D0%B8%D0%BD%D1%8B%20Vitella.pdf,,,1.6 кг,Италия,Италия,настольная,механическое,5 л,1
