Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Вес (с упаковкой),Камбузное оборудование,Линия 700,Линия 900,Объем чаши,Опрокидывание,Площадь пода чаши
https://cdn.entero.ru/mp@2x/a2/4d/a24dc93541b945f666818e4faba2475b.jpg,Сковорода опрокидывающаяся KAYMAN СЭ-53-1,162445,126036,RUB,Да,KAYMAN,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/184146,"<p>Электрическая опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/184146"">KAYMAN СЭ-53-1</a></b> используется для тушения, жарения и других способов приготовления блюд. Корпус сковороды выполнен из нержавеющей стали, чаша - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезный объем: 50 л</li>
<li>Угол подъема: 60°</li>
<li>Внутренние размеры чаши: 660x470x150 мм</li>
<li>Габариты в упаковке: 890x1000x1178 мм</li>
</ul>",184146,от 50 до 300 °С,7.6 кВт,904 мм,800 мм,978 мм,205 кг,Россия,1,890x1000x1178 мм,0,https://entero.ru/manuals/482129/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,135523,,164 кг,380 В,,,,,60 л,ручное,31.7 м2
https://cdn.entero.ru/mp@2x/98/3e/983e84d3e9715edbe8ab00cb7941616e.jpg,Сковорода опрокидывающаяся Gabino PD9-70,N1002000002,136929,RUB,Да,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/188615,"<p>Опрокидывающаяся сковорода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188615""><b class=""b"">Gabino PD9-70</b></a> предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена откидной крышкой, панелью управления с терморегулятором и регулируемыми ножками. Чаша выполнена из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерный нагрев жарочной поверхности</li>
<li>Автоматическое поддержание заданной температуры на рабочей поверхности</li>
<li>Фиксатор для крепления крышки в верхнем (открытом) положении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ТЭНов: 12</li>
<li>Время разогрева сковороды до 230 °С: 15 мин.</li>
<li>Габариты в упаковке: 1480х922х1125 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",188615,300 °С,12 кВт,1045 мм,840 мм,940 мм,,Россия,,,0,https://entero.ru/manuals/219484/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Gabino%20PD9-70.pdf;https://entero.ru/manuals/219485/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,142634,,221 кг,380 В,,,,,70 л,ручное,0.5 м2
https://cdn.entero.ru/mp@2x/f1/11/f111f1881b342d2934ca961ae861aca8.jpg,"Сковорода опрокидывающаяся Abat ЭСК-80-0,27-40-К",21000001615,188450,RUB,Да,Abat,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/130545,"<p>Опрокидывающаяся сковорода<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/130545"">Abat ЭСК-80-0,27-40-К</a></b> с композитным дном предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки, тушения, припускания, пассерования, приготовления на пару и во фритюре на предприятиях общественного питания и торговли. Модель оснащена цельнотянутой сварной чашей, фиксацией ручки крышки в любом положении и регулируемыми по высоте ножками.</p>

<p>Облицовка и боковые панели выполнены из высококачественной аустенитной нержавеющей стали толщиной 1 мм, задняя обшивка из крашенного оцинкованного металла, чаша - из стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка температуры жарочной поверхности</li>
<li>Дно чаши удерживает тепло во время и после приготовления</li>
<li>Механизм подъема и опускания чаши для удобства очистки и обслуживания</li>
<li>Терморегулятор для автоматического поддержания заданной температуры</li>
<li>Аварийный термовыключатель</li>
<li>Воздуховод</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева сковороды до 230 °C: 12 мин.</li>
<li>Потребляемая мощность: 9 кВт</li>
<li>Количество ТЭНов: 3</li>
<li>Внутренние размеры чаши сковороды: 577х470х197 мм</li>
</ul>",130545,от 20 до 270 °С,9 кВт,800 мм,899 мм,950 мм,,Россия,,,0,https://entero.ru/manuals/145710/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%AD%D0%A1%D0%9A-80-0_27-40-%D0%9A.pdf;https://entero.ru/manuals/145709/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%AD%D0%A1%D0%9A-80-0_27-40-%D0%9A.pdf;https://entero.ru/manuals/411952/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/411953/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,101 кг,380 В,,,Да,,40 л,,0.27 м2
https://cdn.entero.ru/mp@2x/cd/6f/cd6f4b451110d3c30b931e7abf4afec0.jpg,Сковорода опрокидывающаяся Kovinastroj (Kogast) EKP-T7/40SL,55878,520118,RUB,Да,Kovinastroj (Kogast),Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/24944,"<p>Опрокидывающаяся сковорода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/24944""><b class=""b"">Kovinastroj EKP-T7/40SL</b></a> предназначена для жарки и тушения мясных, рыбных и овощных блюд на предприятиях общественного питания и торговли. Модель оснащена защитным термостатом и специально разработанной обработкой поверхности емкости NonStick, исключающей прилипание пищи во время выпечки. Чаша выполнена из нержавеющей стали AISI 304, дно чаши ThermoPlateAI - из нескольких слоев специальной стали, днище - из серого чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Массивная крышка с пружиной прикреплена к каркасу петлей, расположенной с задней стороны сковороды</li>
<li>Подъем сковороды производится при помощи резьбовой оси и колеса</li>
</ul>",24944,от 100 до 300 °С,6.5 кВт,800 мм,700 мм,900 мм,,Словения,,,0,https://entero.ru/manuals/308187/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kovinastroj%20%28Kogast%29%20EKP-T7_40SL.pdf,553317,,,380 В,,,Да,,40 л,ручное,
https://cdn.entero.ru/mp@2x/04/1d/041d7343d658e8e0d65c6cc6d7c17f98.jpg,Сковорода электрическая KAYMAN СЭ-40-1 МХ,Сковорода электрическая KAYMAN СЭ-40-1 МХ,90541,RUB,Да,KAYMAN,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/258093,"<p>Электрическая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258093"">KAYMAN СЭ-40-1 МХ</a></b> используется для тушения, жарения и других способов приготовления блюд на предприятиях общественного питания и торговли. Модель оснащена 3 ТЭНами.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до 240 °С: 15 мин.</li>
<li>Внутренние размеры чаши: 577x470x197 мм</li>
<li>Габариты в упаковке: 1120x1190x990 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",258093,от 20 до 280 °С,9 кВт,900 мм,915 мм,840 мм,163 кг,Россия,1,1120x1190x990 мм,0,https://entero.ru/manuals/317890/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/482128/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,110 кг,380 В,,,,,40 л,,
https://cdn.entero.ru/mp@2x/e2/d9/e2d909458362197ce6515666240cd486.jpg,Сковорода электрическая KAYMAN СЭ-70-1 МХ,Сковорода электрическая KAYMAN СЭ-70-1 МХ,115896,RUB,Да,KAYMAN,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/258094,"<p>Электрическая сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258094"">KAYMAN СЭ-70-1 МХ</a></b> используется для жарки продуктов основным способом, пассерования овощей, тушения, а также припускания мясных, рыбных и овощных блюд и других способов приготовления блюд на предприятиях общественного питания и торговли. Модель оснащена 4 ТЭНами. Корпус и каркас чаши изготовлен из нержавеющей стали AISI 430, дно чаши - углеродистая сталь.</p>

<p>Кабель для подключения в комплект поставки не входит и приобретается дополнительно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Используется самостоятельно или в составе технологических линий</li>
<li>Лицевая часть из нержавеющей стали</li>
<li>Сварная конструкция чаши с пескоструйной обработкой</li>
<li>
<p>Возможность регулировки высоты с помощью опор</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до 240 °С: 15 мин.</li>
<li>Внутренние размеры чаши: 754x622x197 мм</li>
<li>Диапазон регулирования температуры: +20… +270 С (+/-10 С)</li>
<li>Площадь дна чаши: 0,47 кв.м.</li>
<li>Габариты в упаковке: 1120x1190x990 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",258094,от 20 до 280 °С,12 кВт,1045 мм,915 мм,850 мм,181 кг,Россия,1,1120x1190x990 мм,0,https://entero.ru/manuals/317891/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf;https://entero.ru/manuals/482130/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/500842/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20KAYMAN%20%D0%A1%D0%AD-70-1%20%D0%9C%D0%A5.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241430&hash=bb55b0b66c365c3b,128 кг,380 В,,,,Да,70 л,,
https://cdn.entero.ru/mp@2x/09/41/0941e7bdeadacccc34d4cb8553945ea5.jpg;https://cdn.entero.ru/mp@2x/4d/4f/4d4f98003c6725b340d78d5e8e580d17.jpg,"Сковорода опрокидывающаяся Проммаш СЭЧ-0,45В","Сковорода опрокидывающаяся Проммаш СЭЧ-0,45В",184730,RUB,Да,Проммаш,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/263870,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/263870"">Проммаш СЭЧ-0,45В</a></b> используется на предприятиях общественного питания и торговли для жарения основным способом и во фритюре, для тушения, припускания, пассерования, а также для приготовления на пару мясных, рыбных, овощных блюд и кулинарных изделий. Модель полностью изготовлена из нержавеющей стали, чаша - из высокопрочного чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время разогрева до рабочей температуры: 30 мин</li>
</ul>",263870,280 °С,12 кВт,1400 мм,800 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/326476/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D1%80%D0%BE%D0%BC%D0%BC%D0%B0%D1%88%20%D0%A1%D0%AD%D0%A7-0_45%D0%92.doc;https://entero.ru/manuals/508392/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,194453,,225 кг,"220 В, 380 В",,,,,85 л,ручное,0.45 м2
https://cdn.entero.ru/mp@2x/dd/5b/dd5b3089beb48543efd665c5f6b571ff.jpg,Сковорода опрокидывающаяся INOKSAN INO-9DE080,Сковорода опрокидывающаяся INOKSAN INO-9DE080,417971,RUB,Да,INOKSAN,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/60022,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60022"">INOKSAN INO-9DE080</a></b> используется для разноплановой тепловой обработки блюд: жарения, тушения, пассерования и т.д. Сковорода является составной частью тепловой линии Perfect 900, но также подходит для установки островного типа.</p>

<p>Прочный корпус из высококачественной нержавеющей стали 18/8 Cr-Ni обеспечивает долговечность оборудования даже при сильных нагрузках. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Двойное дно для равномерного распределения и сохранения тепла</li>
<li>Опрокидывание под углом 850°</li>
<li>Втулка для наполнения или чистки котла</li>
<li>Аварийное отключение</li>
<li>Автоматическое отключение электроэнергии во время опрокидывания котла</li>
</ul>",60022,от 50 до 300 °С,12 кВт,800 мм,900 мм,850 мм,,Турция,,,0,,439969,,160 кг,380 В,,,,,80 л,ручное,
https://cdn.entero.ru/mp@2x/17/03/17036786a3c7213315920391dab3a477.jpg;https://cdn.entero.ru/mp@2x/c7/77/c7773ece0a8aaa195ff78bd0fc52a8a2.jpg;https://cdn.entero.ru/mp@2x/2c/12/2c123e2b3a3a509c54224353b5f09782.jpg;https://cdn.entero.ru/mp@2x/48/8b/488b8b23387ee78c6c6a12a7466c82a7.jpg;https://cdn.entero.ru/mp@2x/82/79/82799ffe155ab2e8653f18ba346a4f6a.jpg,Сковорода электрическая опрокидываемая Kocateq GHT6/2200SF,Сковорода электрическая опрокидываемая Kocateq GHT6/2200SF,44777,RUB,Да,Kocateq,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/311241,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/311241"">Kocateq GHT6/2200SF</a></b> предназначена для приготовления блюд с постоянным перемешиванием на предприятиях общественного питания и торговли. Модель оснащена сенсорной панелью управления, вращающейся чашей с регулируемым углом наклона и таймером на 24 ч. Чаша выполнена из нержавеющей стали толщиной 2 мм с антипригарным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Индукционный нагрев</li>
<li>7 уровней температуры: 65 °С, 85 °С, 98 °С, 130 °С, 160 °С, 190 °С, 210 °С</li>
<li>Регулировка угла наклона в 5 положениях: 0°, 45°, 60°, 75°, 135°</li>
<li>Предустановленные режимы: стир-фрай, тушение, варка риса, sous-vide, жарка, приготовление супа</li>
<li>Постоянное поддержание температуры и перемешивание</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения дежи: 24 об/мин.</li>
</ul>",311241,от 65 до 210 °С,2.2 кВт,385 мм,360 мм,405 мм,12 кг,Ю. Корея,1,475x455x515 мм,0,https://entero.ru/manuals/407503/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20GHT6_2200SF.docx,,,,220 В,,,,,6 л,электрическое,
https://cdn.entero.ru/mp@2x/73/d9/73d9fc01be4c89aeb6d28265b2008b68.jpg,Сковорода опрокидывающаяся Gabino PD9-40,N1002000001,110788,RUB,Да,,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/188614,"<p>Опрокидывающаяся сковорода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/188614""><b class=""b"">Gabino PD9-40</b></a> предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена откидной крышкой, панелью управления с терморегулятором и регулируемыми ножками. Чаша выполнена из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерный нагрев жарочной поверхности</li>
<li>Автоматическое поддержание заданной температуры на рабочей поверхности</li>
<li>Фиксатор для крепления крышки в верхнем (открытом) положении</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество ТЭНов: 6</li>
<li>Время разогрева сковороды до 230 °С: 12 мин.</li>
<li>Габариты в упаковке: 910х920х1125 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",188614,300 °С,6 кВт,800 мм,845 мм,940 мм,,Россия,,,0,https://entero.ru/manuals/219482/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Gabino%20PD9-40.pdf;https://entero.ru/manuals/219483/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,117860,,94 кг,380 В,,,,,40 л,ручное,0.25 м2
https://cdn.entero.ru/mp@2x/9e/a3/9ea3ef646bb41c1192c02786e33e525c.jpg,Сковорода опрокидывающаяся Tatra TEB.89,Сковорода опрокидывающаяся Tatra TEB.89,299031,RUB,Да,Tatra,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/327064,"<p>Опрокидывающаяся сковорода <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/327064"">Tatra TEB.89</a></b> предназначена для жарки, тушения, припускания и пассерования различных продуктов на предприятиях общественного питания и торговли. Модель оснащена краном для подачи воды в ванну и термостатом. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной механизм подъема и опускания ванны</li>
<li>Сбалансированная крышка с эргономичной ручкой: предотвращение потери тепла в процессе приготовления</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина столешницы: 2 мм</li>
<li>Габариты в упаковке: 1100х900х1050 мм</li>
</ul>",327064,от 50 до 300 °С,12 кВт,800 мм,930 мм,935 мм,168 кг,Турция,1,1100x900x1050 мм,0,https://entero.ru/manuals/417689/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TEB.89.pdf;https://entero.ru/manuals/417690/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TEB.89.pdf;https://entero.ru/manuals/418647/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/417693/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/473486/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TEB.89.pdf;https://entero.ru/manuals/509524/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,325034,,148 кг,380 В,,,,Да,80 л,ручное,
https://cdn.entero.ru/mp@2x/f5/bc/f5bc2acf59c988b820f064403fd39705.jpg,Сковорода опрокидывающаяся Giorik Unika 900 BE94XM 80 л с ручным опрокидыванием,BE94XM,706101,RUB,Да,Giorik,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/361299,"<p>Электрическая опрокидывающаяся сковорода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/361299""><b class=""b"">Giorik Unika 700 BE94XM</b></a> предназначена для приготовления большого ассортимента блюд из рыбы, мяса и овощей на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена емкостью прямоугольного сечения, крышкой с дугообразной рукояткой, расположенными на фронтальной стенке электромеханической панелью управления с 2 поворотными переключателями, круглым маховиком и краном заливного клапана. Внешняя облицовка корпуса и крышки выполнена из высококачественной нержавеющей стали, основание емкости – из прочного коррозионостойкого сплава Duplex 2304, трубчатые электронагреватели (ТЭНы) – из коррозионостойкого сплава Incoloy.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручной механизм опрокидывания с помощью маховика</li>
<li>Включение, выключение и регулировка мощности с помощью поворотных переключателей</li>
<li>Светодиодные индикаторы работы</li>
<li>Мощные армированные ТЭНы</li>
<li>Микровыключатель для автоматического отключения нагрева при наклоне емкости</li>
<li>Предохранительный термостат для защиты от перегрева</li>
<li>Заливной клапан</li>
<li>Простое управление</li>
<li>Крышка с противовесом для легкого открывания</li>
<li>Высококачественная термоизоляция для энергосбережения и минимизации нагрева наружных поверхностей</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Скругленные углы емкости для легкости очистки и дезинфекции</li>
<li>Эксплуатация в качестве отдельно стоящего прибора или в составе технологической линии</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр соединения подключения к воде: 1/2""</li>
<li>Толщина основания емкости: 10 мм</li>
<li>Диапазон регулировки опор: 45 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",361299,от 50 до 300 °С,15 кВт,800 мм,900 мм,900 мм,,Италия,,,0,https://entero.ru/manuals/464650/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Giorik%20Unika%20900%20BE94XM.pdf;https://entero.ru/manuals/464691/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Giorik%20Unika%20900%20BE94XM.jpg,743264,,170 кг,380 В,,,,Да,80 л,ручное,
https://cdn.entero.ru/mp@2x/65/d7/65d7ae82f274259404e4187b15982db4.jpg,Сковорода опрокидывающаяся Giorik Unika 900 BE94XA 80 л с автоматическим опрокидыванием,BE94XA,832088,RUB,Да,Giorik,Профоборудование,Тепловое,Сковороды опрокидывающиеся,https://entero.ru/item/361296,"<p>Электрическая опрокидывающаяся сковорода <a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/361296""><b class=""b"">Giorik Unika 900 BE94XA</b></a> предназначена для приготовления большого ассортимента блюд из рыбы, мяса и овощей на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена емкостью прямоугольного сечения, крышкой с дугообразной рукояткой, расположенными на фронтальной стенке электромеханической панелью управления с 2 поворотными переключателями, круглым маховиком и краном заливного клапана. Внешняя облицовка корпуса и крышки выполнена из высококачественной нержавеющей стали, основание емкости – из прочного коррозионостойкого сплава Duplex 2304, трубчатые электронагреватели (ТЭНы) – из коррозионостойкого сплава Incoloy.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Моторизованный механизм опрокидывания</li>
<li>Включение, выключение и регулировка мощности с помощью поворотных переключателей</li>
<li>Светодиодные индикаторы работы</li>
<li>Мощные армированные ТЭНы</li>
<li>Микровыключатель для автоматического отключения нагрева при наклоне емкости </li>
<li>Предохранительный термостат для защиты от перегрева</li>
<li>Заливной клапан</li>
<li>Простое управление</li>
<li>Крышка с противовесом для легкого открывания</li>
<li>Высококачественная термоизоляция для энергосбережения и минимизации нагрева наружных поверхностей</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Скругленные углы емкости для легкости очистки и дезинфекции</li>
<li>Эксплуатация в качестве отдельно стоящего прибора или в составе технологической линии</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр соединения подключения к воде: 1/2""</li>
<li>Толщина основания емкости: 10 мм</li>
<li>Диапазон регулировки опор: 45 мм</li>
</ul>",361296,от 50 до 300 °С,15 кВт,800 мм,900 мм,900 мм,,Италия,,,0,https://entero.ru/manuals/464647/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Giorik%20Unika%20900%20BE94XA.pdf;https://entero.ru/manuals/464688/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Giorik%20Unika%20900%20BE94XA.jpg,904443,,170 кг,380 В,,,,Да,80 л,электрическое,
