Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Вес (с упаковкой),Материал,Площадь действия
https://cdn.entero.ru/mp@2x/3a/42/3a42fb3c0e4a9423c1fe528a957328fc.jpg,Лампа инсектицидная Crazy Pan CP-LIN100,Лампа инсектицидная Crazy Pan CP-LIN100,3875,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/364739,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364739"">Crazy Pan CP-LIN100</a></b> предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей в залах кафе, ресторанов и на других предприятиях общественного питания. Модель оснащена 2 лампами. Корпус выполнен из окрашенного алюминиевого сплава толщиной 0,8 мм, силовой кабель - из меди.</p>

<p>В комплект поставки входят цепь для подвешивания и поддон для сбора насекомых.</p>",364739,ультрафиолетовый,220 В,0.03 кВт,505 мм,60 мм,260 мм,1 кг,1,525x75x280 мм,0,,,,1.4 кг,Китай,Китай,,алюминиевый сплав,100 м2
https://cdn.entero.ru/mp@2x/66/fa/66fa371d6ac7a71965cc7405cd9636f4.jpg,Лампа инсектицидная Crazy Pan CP-LIN150,Лампа инсектицидная Crazy Pan CP-LIN150,4037,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/364737,"<p>Инсектицидная лампа <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/364737"">Crazy Pan CP-LIN150</a></b> предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей в залах кафе, ресторанов и на других предприятиях общественного питания. Модель оснащена 2 лампами. Корпус выполнен из окрашенного алюминиевого сплава толщиной 0,8 мм, силовой кабель - из меди.</p>

<p>В комплект поставки входят цепь для подвешивания и поддон для сбора насекомых.</p>

<p><em><span style=""color:#ff0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",364737,ультрафиолетовый,220 В,0.04 кВт,655 мм,60 мм,260 мм,2 кг,1,680x75x280 мм,0,,,,1.7 кг,Китай,Китай,,алюминиевый сплав,150 м2
https://cdn.entero.ru/mp@2x/da/dc/dadc2266bd10b4be823d5a946af50843.jpg;https://cdn.entero.ru/mp@2x/c4/43/c44352c8311146918089317b1421bffc.jpg;https://cdn.entero.ru/mp@2x/c1/b5/c1b5042aa44479115bb9c6c9a5aadbaf.jpg;https://cdn.entero.ru/mp@2x/02/8e/028ebe4c6d5c131d1458f4f5a560783e.jpg;https://cdn.entero.ru/mp@2x/6f/10/6f10af2e83897a2ce9f9e4b693151457.jpg;https://cdn.entero.ru/mp@2x/dd/0b/dd0bb8a884ce499040de696b0506112a.jpg;https://cdn.entero.ru/mp@2x/71/b2/71b2e7a31121badc36ddc26ef4f02f88.jpg,Лампа инсектицидная FROJER PRO D20IN-FSL,Лампа инсектицидная FROJER PRO D20IN-FSL,7700,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323351,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323351""><b class=""b"">FROJER PRO D20IN-FSL </b></a>предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эксплуатация в помещении</li>
<li>Бесшумная работа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Выходное напряжение: от 2,5 до 3,5 кВт</li>
<li>Длина волны излучения: от 365 до 395 нм</li>
<li>Оптимальная высота от пола: от 1 до 2,5 м</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",323351,ультрафиолетовый,220 В,,,,,,,,0,,,,,Россия,Китай,,алюминиевый сплав,от 60 до 80 м2
https://cdn.entero.ru/mp@2x/6e/bc/6ebc1e4986603d8403d4adbc4ba1eaa9.jpg;https://cdn.entero.ru/mp@2x/cb/1a/cb1ac7741de2c20927d69bbc8a53add7.jpg;https://cdn.entero.ru/mp@2x/d3/17/d31708d226adef7a9122f4626468f362.jpg;https://cdn.entero.ru/mp@2x/fb/fe/fbfe5663888615a3cc7da0b29a0ffac3.jpg;https://cdn.entero.ru/mp@2x/88/9a/889a289abccc14e44f0981193cff9985.jpg;https://cdn.entero.ru/mp@2x/ab/30/ab306f19240350f98aa915cb1e3f1380.jpg;https://cdn.entero.ru/mp@2x/f2/bc/f2bcec54bf168b7c1647e1762201da7a.jpg;https://cdn.entero.ru/mp@2x/8b/7f/8b7f09610ac67f2f17db016b97cc144b.jpg,Лампа инсектицидная FROJER PRO DC3 Solar серебряная,Лампа инсектицидная FROJER PRO DC3 Solar серебряная,9100,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323428,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323428""><b class=""b"">FROJER PRO DC3 Solar </b></a>предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток на предприятиях общественного питания, в домашних условиях и на открытых локациях. Модель оснащена встроенным Li-ion аккумулятором. Влагозащитный корпус выполнен из листового металла с антикоррозийным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эксплуатация на улице и в помещении</li>
<li>Питание как от сети, так и от солнечного аккумулятора</li>
<li>Возможноть переключить на режим фонаря (белый свет)</li>
<li>LED светодиоды двойного свечения</li>
<li>Интеллектуальное управление: автоматически включает лампу в темное время суток и переходит в режим зарядки при наличии источника света</li>
<li>Бесшумная работа</li>
<li>Презентабельный внешний вид</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина волны излучения: от 365 до 395 нм</li>
<li>Емкость аккумулятора: 5200 А/ч</li>
<li>Время неприрывной работы от аккумулятора: 12 ч</li>
<li>Время зарядки:
<ul>
<li>От солнечной батреи: от 8 до 12 ч</li>
<li>От USB адаптера: от 1,5 до 3 ч</li>
</ul>
</li>
</ul>",323428,ультрафиолетовый,220 В,,290 мм,240 мм,400 мм,,,,0,,11974,https://vk.com/video_ext.php?oid=-177656185&id=456239085&hd=2&autoplay=0,3.1 кг,Россия,Китай,,окрашенный металл,100 м2
https://cdn.entero.ru/mp@2x/4d/4a/4d4a45c240e1a11efcabf4b53b8dc367.jpg;https://cdn.entero.ru/mp@2x/0f/43/0f439847cad70964b39dd1f503f17541.jpg;https://cdn.entero.ru/mp@2x/00/24/00240c08510be7811a3dfa0f2d734c60.jpg;https://cdn.entero.ru/mp@2x/8d/51/8d513c60f9ac9b8c5dca0698bca07ae6.jpg;https://cdn.entero.ru/mp@2x/f0/0b/f00bfac7bd198a3a4f85756726094726.jpg;https://cdn.entero.ru/mp@2x/d8/1c/d81cd15146faf1e65e1aa2f9444dc240.jpg;https://cdn.entero.ru/mp@2x/2d/8c/2d8cb847d04e6e425456479eca5922a8.jpg,Лампа инсектицидная FROJER PRO D30IN-FSL,Лампа инсектицидная FROJER PRO D30IN-FSL,9300,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323349,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323349""><b class=""b"">FROJER PRO D30IN-FSL </b></a>предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эксплуатация в помещении</li>
<li>Бесшумная работа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Выходное напряжение: от 2,5 до 3,5 кВт</li>
<li>Длина волны излучения: от 365 до 395 нм</li>
<li>Оптимальная высота от пола: от 1 до 2,5 м</li>
</ul>",323349,ультрафиолетовый,220 В,0.022 кВт,555 мм,130 мм,375 мм,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240055&hd=2&autoplay=0,3.2 кг,Россия,Китай,,алюминиевый сплав,от 80 до 100 м2
https://cdn.entero.ru/mp@2x/38/4c/384c100ba00ec72877bc672fa1de1b92.jpg;https://cdn.entero.ru/mp@2x/82/62/82623a193378a99b4ee96e7f0f57a05f.jpg;https://cdn.entero.ru/mp@2x/70/f9/70f9ae796e96d9cb3f2e2560cbecd1c2.jpg;https://cdn.entero.ru/mp@2x/11/ce/11ce8ba9cd5a2fb174a038217556f0af.jpg;https://cdn.entero.ru/mp@2x/a4/81/a481991d1ff69631ca59e3ff4541583a.jpg;https://cdn.entero.ru/mp@2x/ba/83/ba8313dca69768e3e2f64b4c4f80eb82.jpg;https://cdn.entero.ru/mp@2x/0d/64/0d640052627682b15d2f5d9830d7416f.jpg;https://cdn.entero.ru/mp@2x/5c/8a/5c8aca09267405720492b9374ed2a1b8.jpg;https://cdn.entero.ru/mp@2x/47/d5/47d535273887e6ebc1ce1414b217bb50.jpg;https://cdn.entero.ru/mp@2x/cc/7d/cc7dfc1cd2735cb684b66704c5551f64.jpg,Лампа инсектицидная FROJER PRO DL22 LED белая,Лампа инсектицидная FROJER PRO DL22 LED белая,9900,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323265,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323265""><b class=""b"">FROJER PRO DL22 LED</b></a> предназначена борьбы с комарами, мошками, мухами, молью и другими летающими насекомыми путем их привлечения ультрафиолетовым светом и улавливания клейкой лентой в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из ABS пластика.</p>

<p>В комплект постаки входят 10 сменных клеевых пластин.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лампа с защитным слоем сертифицирована CE RoHS UVA T5</li>
<li>Сменные пластины устойчивы к высыханию и УФ свету</li>
<li>Отличная адгезия, не дающая насекомому вырваться</li>
<li>Простота обслуживания</li>
<li>Элегантный дизайн</li>
</ul>",323265,ультрафиолетовый,220 В,0.01 кВт,375 мм,268 мм,156 мм,,,,0,,,,,Россия,Китай,,пластик,от 50 до 90 м2
https://cdn.entero.ru/mp@2x/32/3d/323d49d4833432e3f0a002c420e50c2b.jpg;https://cdn.entero.ru/mp@2x/9e/97/9e97309c66e7f31e3c20fa703a8091b6.jpg;https://cdn.entero.ru/mp@2x/de/62/de62bff7a6719d00b5807e16117bf426.jpg;https://cdn.entero.ru/mp@2x/c6/96/c696b56862396453c82ea77514648796.jpg;https://cdn.entero.ru/mp@2x/0b/89/0b89ca56180b15edf36b378af8d6b854.jpg;https://cdn.entero.ru/mp@2x/62/9b/629bdf26404ea38068db99cc5947cbe7.jpg;https://cdn.entero.ru/mp@2x/b4/e3/b4e3390a3c99e8bb02d705e3290931dd.jpg;https://cdn.entero.ru/mp@2x/17/10/1710358c513a7343d204082379437a96.jpg;https://cdn.entero.ru/mp@2x/19/0e/190e6e377a1cc571912b479ae586b284.jpg,Лампа инсектицидная FROJER PRO DL22 LED зеленая,Лампа инсектицидная FROJER PRO DL22 LED зеленая,9900,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323266,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323266""><b class=""b"">FROJER PRO DL22 LED</b></a> предназначена борьбы с комарами, мошками, мухами, молью и другими летающими насекомыми путем их привлечения ультрафиолетовым светом и улавливания клейкой лентой в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из ABS пластика.</p>

<p>В комплект постаки входят 10 сменных клеевых пластин.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лампа с защитным слоем сертифицирована CE RoHS UVA T5</li>
<li>Сменные пластины устойчивы к высыханию и УФ свету</li>
<li>Отличная адгезия, не дающая насекомому вырваться</li>
<li>Простота обслуживания</li>
<li>Элегантный дизайн</li>
</ul>",323266,ультрафиолетовый,220 В,0.01 кВт,375 мм,268 мм,156 мм,,,,0,,,,,Россия,Китай,,пластик,от 50 до 90 м2
https://cdn.entero.ru/mp@2x/36/31/3631d1c52afea53f366e49ec7a77f78e.jpg;https://cdn.entero.ru/mp@2x/a3/0b/a30ba0ace3856020d6dbaef4980c7c6d.jpg;https://cdn.entero.ru/mp@2x/d0/89/d0899c193dc77a0c0407ffc36c35f322.jpg;https://cdn.entero.ru/mp@2x/52/9a/529ada792d798fe77d19a00ca5f898f7.jpg;https://cdn.entero.ru/mp@2x/d5/b3/d5b3958088e06d2fc3f332459c7d8e34.jpg;https://cdn.entero.ru/mp@2x/49/5d/495dcda5f9d52063fbde0bd345dc4823.jpg;https://cdn.entero.ru/mp@2x/cd/47/cd47914a89a18223e46b4729fc18c242.jpg;https://cdn.entero.ru/mp@2x/33/08/33082db9aabc46d2b3a095927d922522.jpg,Лампа инсектицидная FROJER PRO DL22 LED коричневая,Лампа инсектицидная FROJER PRO DL22 LED коричневая,9900,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323267,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323267""><b class=""b"">FROJER PRO DL22 LED</b></a> предназначена борьбы с комарами, мошками, мухами, молью и другими летающими насекомыми путем их привлечения ультрафиолетовым светом и улавливания клейкой лентой в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из ABS пластика.</p>

<p>В комплект постаки входят 10 сменных клеевых пластин.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Лампа с защитным слоем сертифицирована CE RoHS UVA T5</li>
<li>Сменные пластины устойчивы к высыханию и УФ свету</li>
<li>Отличная адгезия, не дающая насекомому вырваться</li>
<li>Простота обслуживания</li>
<li>Элегантный дизайн</li>
</ul>",323267,ультрафиолетовый,220 В,0.01 кВт,375 мм,268 мм,156 мм,,,,0,,,,,Россия,Китай,,пластик,от 50 до 90 м2
https://cdn.entero.ru/mp@2x/9a/44/9a44ca0c795a7ec88d846c10468399bd.jpg;https://cdn.entero.ru/mp@2x/19/53/19536c6617f6a8cf2f5995d5677b7990.jpg;https://cdn.entero.ru/mp@2x/92/98/9298f2692c1a6cbe1e55ece26d900169.jpg;https://cdn.entero.ru/mp@2x/fc/28/fc28cef7d2e6d39c44596ec95c47685d.jpg;https://cdn.entero.ru/mp@2x/6c/df/6cdf3d0f84fdde745de8ebe0190e441e.jpg;https://cdn.entero.ru/mp@2x/9f/27/9f27141bb1096378cb81b31466a82b1c.jpg;https://cdn.entero.ru/mp@2x/54/69/546994d054211a8db9ea9fb8d2359854.jpg,Лампа инсектицидная FROJER PRO DC1 Solar черная,Лампа инсектицидная FROJER PRO DC1 Solar черная,10800,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323355,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323355""><b class=""b"">FROJER PRO DC1 Solar </b></a>предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток на предприятиях общественного питания, в домашних условиях и на открытых локациях. Модель оснащена встроенным Li-ion аккумулятором. Влагозащитный корпус выполнен из листового металла с антикоррозийным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эксплуатация на улице и в помещении</li>
<li>Питание как от сети, так и от солнечного аккумулятора</li>
<li>Возможноть переключить на режим фонаря (белый свет)</li>
<li>LED светодиоды двойного свечения</li>
<li>Интеллектуальное управление: автоматически включает лампу в темное время суток и переходит в режим зарядки при наличии источника света</li>
<li>Бесшумная работа</li>
<li>Презентабельный внешний вид</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина волны излучения: от 365 до 395 нм</li>
<li>Емкость аккумулятора: 5200 А/ч</li>
<li>Время неприрывной работы от аккумулятора: 12 ч</li>
<li>Время зарядки:
<ul>
<li>От солнечной батреи: от 8 до 12 ч</li>
<li>От USB адаптера: от 1,5 до 3 ч</li>
</ul>
</li>
</ul>",323355,ультрафиолетовый,220 В,,335 мм,270 мм,405 мм,,,,0,,11489,https://vk.com/video_ext.php?oid=-177656185&id=456240768&hd=2&autoplay=0,3.2 кг,Россия,Китай,,окрашенный металл,100 м2
https://cdn.entero.ru/mp@2x/e7/0e/e70e1338eab2226025e4faec7ae56add.jpg;https://cdn.entero.ru/mp@2x/ec/5a/ec5a35d0684c3db96122fb4b7608c354.jpg;https://cdn.entero.ru/mp@2x/f9/93/f99355ae3f79bfb6b95abb96473a69f4.jpg;https://cdn.entero.ru/mp@2x/0b/74/0b749fd84476bbd9d215f25d6c4856f6.jpg;https://cdn.entero.ru/mp@2x/a0/29/a029a8fe4c51d5b25d59191bf4907d9b.jpg;https://cdn.entero.ru/mp@2x/6c/8d/6c8dc538ea455674e15ae792720bab2d.jpg;https://cdn.entero.ru/mp@2x/68/b7/68b781f8a8ad2685df56d0ec6b3e5f5a.jpg;https://cdn.entero.ru/mp@2x/3c/f1/3cf1c41c8d89b0f44408b79f2933b7f1.jpg;https://cdn.entero.ru/mp@2x/27/c7/27c749631a00077d73842ce928263c2d.jpg,Лампа инсектицидная FROJER PRO DL22 Philips белая,Лампа инсектицидная FROJER PRO DL22 Philips белая,10900,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323271,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323271""><b class=""b"">FROJER PRO DL22 Philips</b></a> предназначена борьбы с комарами, мошками, мухами, молью и другими летающими насекомыми путем их привлечения ультрафиолетовым светом и улавливания клейкой лентой в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из ABS пластика.</p>

<p>В комплект поставки входит ультрафиолетовая лампа Philips.</p>",323271,ультрафиолетовый,220 В,0.018 кВт,375 мм,268 мм,156 мм,,,,0,,11720,,1 кг,Россия,Китай,,пластик,от 50 до 90 м2
https://cdn.entero.ru/mp@2x/b6/8a/b68ae37e1424d7b65e21b49390eed635.jpg;https://cdn.entero.ru/mp@2x/a9/a1/a9a1d177d7f50ffe9069753d1c1207e8.jpg;https://cdn.entero.ru/mp@2x/9c/30/9c30261caff3c2489b5f9bdf436869bd.jpg;https://cdn.entero.ru/mp@2x/88/80/8880fc4249d112d5cb1dba701a014b4d.jpg;https://cdn.entero.ru/mp@2x/2e/13/2e133ea0aec60d9256136d546c1a9f93.jpg;https://cdn.entero.ru/mp@2x/fe/d1/fed12e0ed37e70a4d7698ef7f6d109fa.jpg;https://cdn.entero.ru/mp@2x/7c/d3/7cd3307482c93c89ecad5d35da9533f5.jpg;https://cdn.entero.ru/mp@2x/4a/ee/4aee16bf120e95529b62cb7898db5853.jpg;https://cdn.entero.ru/mp@2x/2d/3d/2d3da3ba505504edfef74089eeda109b.jpg;https://cdn.entero.ru/mp@2x/45/e0/45e0f08f08146d82c1805eb598a4e4e3.jpg;https://cdn.entero.ru/mp@2x/bc/cf/bccfef249a49610612db885776e5f56e.jpg,Лампа инсектицидная FROJER PRO DL22 Philips зеленая,Лампа инсектицидная FROJER PRO DL22 Philips зеленая,10900,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323284,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323284""><b class=""b"">FROJER PRO DL22 Philips</b></a> предназначена борьбы с комарами, мошками, мухами, молью и другими летающими насекомыми путем их привлечения ультрафиолетовым светом и улавливания клейкой лентой в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из ABS пластика.</p>

<p>В комплект поставки входит ультрафиолетовая лампа Philips.</p>",323284,ультрафиолетовый,220 В,0.018 кВт,375 мм,268 мм,156 мм,,,,0,,,,1 кг,Россия,Китай,,пластик,от 50 до 90 м2
https://cdn.entero.ru/mp@2x/11/28/11281959f5aca755198ebf6be70fdadd.jpg;https://cdn.entero.ru/mp@2x/b0/a7/b0a728eba93586c4b76b4903407f67c5.jpg;https://cdn.entero.ru/mp@2x/63/a1/63a15839a36a81a1ab39f7ffa97b212c.jpg;https://cdn.entero.ru/mp@2x/6a/b7/6ab7449cc6566f95aac32776328a2377.jpg;https://cdn.entero.ru/mp@2x/46/f8/46f810db29fce661b4b9ac7777dc997c.jpg;https://cdn.entero.ru/mp@2x/5f/14/5f1436d3af653b26ea3fae1d90ff109d.jpg;https://cdn.entero.ru/mp@2x/55/bd/55bd5ce05c0e58e71634a5c710805fd3.jpg;https://cdn.entero.ru/mp@2x/82/70/8270cc45c5f5b4ed46792cbf5eabd650.jpg;https://cdn.entero.ru/mp@2x/70/13/701320e933440bad90fa407c3af22435.jpg,Лампа инсектицидная FROJER PRO DL22 Philips коричневая,Лампа инсектицидная FROJER PRO DL22 Philips коричневая,10900,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323285,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323285""><b class=""b"">FROJER PRO DL22 Philips</b></a> предназначена борьбы с комарами, мошками, мухами, молью и другими летающими насекомыми путем их привлечения ультрафиолетовым светом и улавливания клейкой лентой в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из ABS пластика.</p>

<p>В комплект поставки входит ультрафиолетовая лампа Philips.</p>",323285,ультрафиолетовый,220 В,0.018 кВт,375 мм,268 мм,156 мм,,,,0,,11474,,1 кг,Россия,Китай,,пластик,от 50 до 90 м2
https://cdn.entero.ru/mp@2x/1c/6b/1c6bfedd607d9579806eec3e1e312d2d.jpg;https://cdn.entero.ru/mp@2x/bd/33/bd33acdf2ac5551786403ec9cbf53fdb.jpg;https://cdn.entero.ru/mp@2x/96/76/9676391710f7408b6b284886466e1d2b.jpg;https://cdn.entero.ru/mp@2x/74/57/74573c914a27a5e3e1ba935dcb00e44a.jpg;https://cdn.entero.ru/mp@2x/5d/0d/5d0d52209a80e50ccb58ad5cae993c95.jpg;https://cdn.entero.ru/mp@2x/aa/91/aa9161b41b5ca93c21822074e2a324f4.jpg;https://cdn.entero.ru/mp@2x/90/67/9067ac46478abe2ff0f096dbd5096573.jpg;https://cdn.entero.ru/mp@2x/05/00/05007a9ca345618a2ff6ac9339aad561.jpg;https://cdn.entero.ru/mp@2x/76/47/764769d509760627d399e7af96731efc.jpg,Лампа инсектицидная FROJER PRO DX30WP,Лампа инсектицидная FROJER PRO DX30WP,11000,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323353,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323353""><b class=""b"">FROJER PRO DX30WP </b></a>предназначена для привлечения ультрафиолетовым излучением и уничтожения электрическим током комаров, мух, мотыльков и прочих летающих вредителей посредством находящихся под высоким напряжением металлических решеток в залах кафе, ресторанов и на других предприятиях общественного питания.</p>

<p>В комплект поставки входит цепь для подвешивания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эксплуатация на улице</li>
<li>Бесшумная работа</li>
<li>Автоматическая защита от перегрузок</li>
<li>Водонепроницаемость по стандарту IPX4 / IP65 </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Выходное напряжение: от 2,5 до 3,5 кВт</li>
<li>Длина волны излучения: от 365 до 395 нм</li>
<li>Оптимальная высота от пола: от 1 до 2,5 м</li>
</ul>",323353,ультрафиолетовый,220 В,0.009 кВт,555 мм,130 мм,375 мм,,,,0,,11579,https://vk.com/video_ext.php?oid=-177656185&id=456239936&hd=2&autoplay=0,3 кг,Россия,Китай,,,от 80 до 100 м2
https://cdn.entero.ru/mp@2x/ae/81/ae815819176e858b124c52cbb89b1a85.jpg;https://cdn.entero.ru/mp@2x/a2/2e/a22e89745d0e1d3f29f877e15ccc4bd9.jpg;https://cdn.entero.ru/mp@2x/f3/1e/f31e77ab505025e933d78bb9001cd39f.jpg;https://cdn.entero.ru/mp@2x/af/77/af77c0d7a3aa4f0ca84e3b8e8cf38ed8.jpg;https://cdn.entero.ru/mp@2x/e7/80/e78089493906378f101a6cebb9d022ce.jpg;https://cdn.entero.ru/mp@2x/c5/8e/c58e4d3db5e5b1f2e4022af6fa7cc164.jpg;https://cdn.entero.ru/mp@2x/49/d0/49d0baf1e7c9f05f3b3321e9ad322adb.jpg;https://cdn.entero.ru/mp@2x/f9/86/f9865e2105534dc81833f8dbb039fafd.jpg;https://cdn.entero.ru/mp@2x/e5/f2/e5f2623ba8abf3398e6405c4e7a81e92.jpg,Лампа инсектицидная FROJER PRO DL22-2-Philips белая,Лампа инсектицидная FROJER PRO DL22-2-Philips белая,11900,RUB,Да,,Профоборудование,Оборудование для дезинфекции и очистки,Инсектицидные лампы,https://entero.ru/item/323268,"<p>Инсектицидная лама <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/323268""><b class=""b"">FROJER PRO DL22-2-Philips</b></a> предназначена борьбы с комарами, мошками, мухами, молью и другими летающими насекомыми путем их привлечения ультрафиолетовым светом и улавливания клейкой лентой в залах кафе, ресторанов и на других предприятиях общественного питания. Корпус выполнен из ABS пластика с защитным слоем.</p>

<p>В комплект поставки входит ультрафиолетовая лампа Philips.</p>",323268,ультрафиолетовый,220 В,0.018 кВт,375 мм,268 мм,156 мм,,,,0,,,,1 кг,Россия,Китай,,пластик,от 50 до 90 м2
