Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Подогрев булочек
https://cdn.entero.ru/mp@2x/3f/9e/3f9ee2c25986aa66d6022deb3b3dd447.jpg;https://cdn.entero.ru/mp@2x/6b/dd/6bdd1add7db2d4bd6603a7dd5594ede5.jpg,Аппарат для хот-догов Hurakan HKN-Y04,Аппарат для хот-догов Hurakan HKN-Y04,14096,RUB,Да,Hurakan,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/91099,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91099"">Hurakan HKN-Y04</a></b> используется на предприятиях общественного питания и торговли для отваривания и хранения в горячем виде сосисок и подогрева булочек. Модель оснащена регулятором температуры, раздельным нагревом колбы и штырей, паровой баней и 4 нагреваемыми штырями. Корпус выполнен из нержавеющей стали и крашенного металла, штыри - из нержавеющей стали, колба - из стекла.</p>",91099,паровой,от 0 до 100 °С,220 В,0.65 кВт,540 мм,290 мм,410 мм,9 кг,1,560x375x435 мм,10,https://entero.ru/manuals/415899/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-Y04.pdf;https://entero.ru/manuals/415900/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-Y04.pdf;https://entero.ru/manuals/415901/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-Y04.pdf;https://entero.ru/manuals/415903/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/495284/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,15157,,9 кг,Китай,Китай,Да
https://cdn.entero.ru/mp@2x/02/31/0231cdc78ee22e57aac465a3b557fff0.jpg;https://cdn.entero.ru/mp@2x/36/97/3697406f8157749bf0fb225e8a6cbf10.jpg,Аппарат для хот-догов Hurakan HKN-Y06,161310,16408,RUB,Да,Hurakan,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/91100,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91100"">Hurakan HKN-Y06</a></b> используется на предприятиях общественного питания и торговли для отваривания и хранения в горячем виде сосисок и подогрева булочек. Модель оснащена регулятором температуры, раздельным нагревом колбы и штырей, паровой баней и 6 нагреваемыми штырями. Корпус выполнен из нержавеющей стали и крашенного металла, штыри - из нержавеющей стали, колба - из стекла.</p>",91100,паровой,,220 В,0.75 кВт,660 мм,290 мм,410 мм,10 кг,1,715x375x435 мм,6,https://entero.ru/manuals/415894/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-Y06.pdf;https://entero.ru/manuals/415895/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-Y06.pdf;https://entero.ru/manuals/415896/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-Y06.pdf;https://entero.ru/manuals/415898/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/495286/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,17455,,10 кг,Италия,Италия,Да
https://cdn.entero.ru/mp@2x/83/92/8392e635e8bb2dfdf283978aa1f6696a.jpg,Аппарат для хот-догов Rosso HHD-2,Аппарат для хот-догов Rosso HHD-2,10375,RUB,Да,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/365249,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365249"">Rosso HHD-2</a></b> предназначен для подогрева сосисок на предприятиях общественного питания и торговли. Модель оснащена регулятором температуры и работает по принципу парового нагрева. Корпус выполнен из нержавеющей стали, колба - из стекла.</p>",365249,паровой,95 °С,220 В,3 кВт,289 мм,337 мм,400 мм,7.3 кг,1,350x350x440 мм,0,,,,6.1 кг,Китай,Китай,
https://cdn.entero.ru/mp@2x/d1/63/d16336b405e321717f2c488edccf501c.jpg;https://cdn.entero.ru/mp@2x/79/19/7919fb0455c276debe590aed39ece4fe.jpg;https://cdn.entero.ru/mp@2x/95/1b/951bdb053959f2aa84f232e75113ca8b.jpg;https://cdn.entero.ru/mp@2x/c0/11/c0119271d800643d10d8fdfb292ab058.jpg;https://cdn.entero.ru/mp@2x/aa/c0/aac06c946629a24537a7247e7e01b0d8.jpg;https://cdn.entero.ru/mp@2x/1e/50/1e504d45141c7a6d5217798434f5d098.jpg;https://cdn.entero.ru/mp@2x/5e/6b/5e6b630203f847575652d7a33a296fdc.jpg,Аппарат для приготовления сосисок в яйце Rosso EES-10,Аппарат для приготовления сосисок в яйце Rosso EES-10,12539,RUB,Да,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/291846,"<p>Аппарат <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291846"">Rosso EES-10</a></b> предназначен для приготовления 10 сосисок в яйце одновременно на предприятиях общественного питания и торговли. Модель оснащена 10 решетчатыми трубками, главным выключателем питания и отдельным переключателем на каждый отсек. Материал: корпус из алюминия, части, соприкасающиеся с пищевыми продуктами, имеют антипригарное покрытие.</p>",291846,,110 °С,220 В,1.4 кВт,410 мм,200 мм,230 мм,5 кг,1,420x210x240 мм,0,https://entero.ru/manuals/354346/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Rosso%20EES-10.docx,13061,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456240964&hash=fb09d8b3dd2e7bbf,4 кг,Китай,Китай,
https://cdn.entero.ru/mp@2x/e0/24/e024332a66dadd58f13c48bbd8140edb.jpg;https://cdn.entero.ru/mp@2x/5a/60/5a603f5e6e73a12f708be6c72cbe9394.jpg;https://cdn.entero.ru/mp@2x/8e/e7/8ee72875e84bfbc5e9eb0631550dae2f.jpg;https://cdn.entero.ru/mp@2x/ca/b0/cab0057170104b58bbf25322645183b0.jpg;https://cdn.entero.ru/mp@2x/d0/31/d031bca2e740e8b3dfe8e1bb58633e79.jpg;https://cdn.entero.ru/mp@2x/d5/5c/d55cd914fe6f36d975c6c44e5109297d.jpg;https://cdn.entero.ru/mp@2x/3d/ca/3dcaaf0ba57b2c12993118ecdb7483a3.jpg,Аппарат для хот-догов VIATTO HHD-2,158159,12706,RUB,Да,VIATTO,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/128400,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128400"">VIATTO HHD-2</a></b> предназначен для подогрева сосисок на предприятиях общественного питания и торговли. Модель работает по принципу парового нагрева и оснащена контейнером для сосисок с 2 отсеками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр контейнера: 175 мм</li>
<li>Полезная высота: 210 мм</li>
</ul>",128400,паровой,от 0 до 95 °С,220 В,0.3 кВт,289 мм,337 мм,400 мм,7.3 кг,1,355x350x430 мм,0,https://entero.ru/manuals/409272/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HHD-2.pdf;https://entero.ru/manuals/409273/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/464013/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HHD-2.pdf,13235,,6.1 кг,Китай,Китай,
https://cdn.entero.ru/mp@2x/ab/19/ab19cfff000b8cb78eabd9c8871b2de2.jpg,Аппарат для хот-догов Rosso HHD-1,Аппарат для хот-догов Rosso HHD-1,13116,RUB,Да,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/365287,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365287"">Rosso HHD-1</a></b> предназначен для подогрева булочек и сосисок на предприятиях общественного питания и торговли. Модель работает по принципу парового нагрева и оснащена контейнером для сосисок с 2 отсеками и регулятором температуры. Корпус выполнен из нержавеющей стали, колба - из стекла.</p>",365287,паровой,,220 В,1.1 кВт,575 мм,340 мм,430 мм,12 кг,1,585x350x450 мм,0,,14103,,9.7 кг,Китай,Китай,Да
https://cdn.entero.ru/mp@2x/f8/38/f8380bbd70527ea1d071831b97981976.jpg,Аппарат для хот-догов Rosso HHD-04,Аппарат для хот-догов Rosso HHD-04,13188,RUB,Да,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/291850,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/291850"">Rosso HHD-04</a></b> используется на предприятиях общественного питания и торговли для приготовления сосисок на пару и поддержания оптимальной температуры уже обжаренных сосисок и булочек. Модель оснащена терморегулятором, ёмкостью для воды (паровой баней) и раздельным нагревом колбы и штырей для булочек. Материал корпуса и штырей нержавеющая сталь, материал колбы стекло.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество штырей: 4 </li>
<li>Количество ячеек: 4 </li>
<li>Длина штыря: 20 см</li>
</ul>",291850,паровой,,220 В,0.8 кВт,480 мм,310 мм,415 мм,10 кг,1,445x340x510 мм,0,https://entero.ru/manuals/354347/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HHD-04.doc,,,,Китай,Китай,Да
https://cdn.entero.ru/mp@2x/71/1b/711b0cc6e37c3e69aab455b0100e4d15.jpg,Аппарат для хот-догов Hualian HHD-03,Аппарат для хот-догов Hualian HHD-03,13281,RUB,Да,Hualian,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/125111,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125111"">Hualian HHD-03</a></b> предназначен для приготовления сосисок и подогрева булочек на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена механической панелью управления с терморегулятором, паровой закрытой камерой для сосисок с прозрачной крышкой и 3 нагреваемыми штырями для булочек. Корпус, бак для воды и штыри выполнены из нержавеющей стали, ТЭН - из конструкционной стали, камера - из боросиликатного стекла.</p>",125111,паровой,от 50 до 300 °С,220 В,0.7 кВт,467 мм,300 мм,385 мм,,,,0,,,,9 кг,Китай,Китай,Да
https://cdn.entero.ru/mp@2x/3b/ef/3bef1363299ddd5894408b1034c267ea.jpg;https://cdn.entero.ru/mp@2x/32/11/3211bb8eb6529d38234b0fcb42576035.jpg;https://cdn.entero.ru/mp@2x/40/62/40622e94675994e7615117a870ec4d8a.jpg,Аппарат для хот-догов Airhot HDS-02,Аппарат для хот-догов Airhot HDS-02,14009,RUB,Да,Airhot,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/163177,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163177"">Airhot HDS-02</a></b> используется на предприятиях общественного питания и торговли для приготовления сосисок на пару и поддержания оптимальной температуры уже обжаренных сосисок и булочек. Модель оснащена терморегулятором, ёмкостью для воды (паровой баней) и раздельным нагревом колбы и штырей для булочек. Корпус и штыри выполнены из нержавеющей стали, колба - из стекла.</p>",163177,паровой,,220 В,0.55 кВт,330 мм,290 мм,410 мм,7 кг,1,410x340x480 мм,0,https://entero.ru/manuals/189767/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20HDS-03.pdf;https://entero.ru/manuals/481831/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,7 кг,Китай,Китай,Да
https://cdn.entero.ru/mp@2x/54/f8/54f89feb5bb814b73f95810772bbefd1.jpg,Аппарат для хот-догов Hualian HHD-04,Аппарат для хот-догов Hualian HHD-04,14226,RUB,Да,Hualian,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/125113,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125113"">Hualian HHD-04</a></b> предназначен для приготовления сосисок и подогрева булочек на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена механической панелью управления с терморегулятором, паровой закрытой камерой для сосисок с прозрачной крышкой и 4 нагреваемыми штырями для булочек. Корпус, бак для воды и штыри выполнены из нержавеющей стали, ТЭН - из конструкционной стали, камера - из боросиликатного стекла.</p>",125113,паровой,от 50 до 300 °С,220 В,0.8 кВт,360 мм,360 мм,460 мм,,,,0,,15134,,10 кг,,Китай,Да
https://cdn.entero.ru/mp@2x/42/94/42942f778e887d1a39e3db8835d63800.jpg;https://cdn.entero.ru/mp@2x/52/b6/52b64aec4d661930ae0304e62b3825d6.jpg;https://cdn.entero.ru/mp@2x/88/84/8884728cec92758f86efd0451f372fa6.jpg;https://cdn.entero.ru/mp@2x/ab/2f/ab2f4c36458ba6e1f8fb037663380c1d.jpg;https://cdn.entero.ru/mp@2x/d6/67/d667f617debd62c1b8308afb82032d64.jpg;https://cdn.entero.ru/mp@2x/78/9e/789e6b1eed8f0c8f493376868d277d62.jpg;https://cdn.entero.ru/mp@2x/06/b8/06b879b42b55cb816e77247491583137.jpg,Аппарат для хот-догов VIATTO HHD-1,158158,15647,RUB,Да,VIATTO,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/128401,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128401"">VIATTO HHD-1</a></b> предназначен для подогрева булочек и сосисок на предприятиях общественного питания и торговли. Модель работает по принципу парового нагрева и оснащена контейнером для сосисок с 2 отсеками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость булочек: 4</li>
<li>Температура:
<ul>
<li>Контейнер: 95 °С</li>
<li>Штыри для булочек: 190 °С</li>
</ul>
</li>
<li>Диаметр контейнера: 175 мм</li>
<li>Полезная высота: 210 мм</li>
</ul>",128401,паровой,от 0 до 95 °С,220 В,0.6 кВт,528 мм,337 мм,400 мм,11.4 кг,1,350x585x450 мм,0,https://entero.ru/manuals/409270/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HHD-1.pdf;https://entero.ru/manuals/409271/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/464015/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HHD-1.pdf,,,9.7 кг,,Китай,Да
https://cdn.entero.ru/mp@2x/08/5a/085aea25139eb8c1baaa5544afe76331.jpg;https://cdn.entero.ru/mp@2x/d9/b6/d9b6ae48614067013b8a54a958aed192.jpg;https://cdn.entero.ru/mp@2x/c2/e0/c2e0ff51e9e80b211db36c71fffba9dd.jpg;https://cdn.entero.ru/mp@2x/fb/b9/fbb9969b7dc5ed9801327591b241ddb4.jpg;https://cdn.entero.ru/mp@2x/bf/f4/bff465b34112d88459caf26ba366e55e.jpg;https://cdn.entero.ru/mp@2x/05/b4/05b4ec9b3969d954ea4062b119e2337b.jpg;https://cdn.entero.ru/mp@2x/d4/93/d493a9ee551a54fca5e04d4c6bf745d4.jpg,Гриль для хот-догов Rosso SHG-09A,Гриль для хот-догов Rosso SHG-09A,25139,RUB,Да,Rosso,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/376934,"<p>Гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376934"">Rosso SHG-09A</a></b> предназначен для подготовки сосисок к приготовлению хот догов в заведениях быстрого питания и уличной торговли. Прибор оснащен подогревателем и прозрачным колпаком с крышкой, что позволяет поддерживать заданную температуру сосисок. Материал корпуса - пищевая нержавеющая сталь.</p>

<p> </p>

<p> </p>

<p> </p>",376934,,,220 В,,580 мм,320 мм,300 мм,13 кг,1,580x420x300 мм,0,,27325,,,,Китай,
https://cdn.entero.ru/mp@2x/db/46/db46e87f66823ba9de4c20343ad51679.jpg,Аппарат для хот-догов Roller Grill CS 3 E,CS 3E,44890,RUB,Да,Roller Grill,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/27414,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27414"">Roller Grill CS 3 E</a></b> предназначен для отваривания сосисок и подогрева булочек на предприятиях общественного питания и торговли. Модель оснащена паровой баней, системой регулировки мощности, 3 нагреваемыми штырями, корзиной с 2 отсеками и световым индикатором. Корпус выполнен из нержавеющей стали, штыри - из алюминия, цилиндр - из стекла.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>Сосисок: 40</li>
<li>Булочек: 3</li>
</ul>
</li>
<li>Напряжение: 220 В</li>
<li>Номинальная мощность: 0,65 кВт</li>
<li>Габариты: 440х300х400 мм</li>
<li>Масса: 9 кг</li>
</ul>",27414,паровой,,220 В,0.65 кВт,440 мм,300 мм,400 мм,12 кг,1,540x400x500 мм,0,https://entero.ru/manuals/20553/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/417228/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20CS%203%20E.pdf,,,9 кг,,Франция,Да
https://cdn.entero.ru/mp@2x/5a/fe/5afe8e833fd940a42c0ee6dbb79f9387.jpg;https://cdn.entero.ru/mp@2x/14/50/14506552d1c6367a2ac231df26abadc5.jpg;https://cdn.entero.ru/mp@2x/6e/8b/6e8b216fa9f562e0ccaf416fda91f5e6.jpg;https://cdn.entero.ru/mp@2x/b5/6a/b56acd8027efe98936a607435497b3a7.jpg,Аппарат для хот-догов Airhot HDS-06,Аппарат для хот-догов Airhot HDS-06,0,RUB,Нет,Airhot,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/125382,"<p>Аппарат для хот-догов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125382"">Airhot HDS-06</a></b> используется на предприятиях общественного питания и торговли для приготовления сосисок на пару и поддержания оптимальной температуры уже обжаренных сосисок и булочек. Модель оснащена терморегулятором, ёмкостью для воды (паровой баней) и раздельным нагревом колбы и 6-ти штырей для булочек. Корпус и штыри выполнены из нержавеющей стали, колба - из стекла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота штыря: 257 мм</li>
<li>Габариты в упаковке: 670х340х370 мм</li>
</ul>",125382,паровой,от 30 до 110 °С,220 В,0.75 кВт,680 мм,280 мм,410 мм,10 кг,1,664x289x387 мм,0,https://entero.ru/manuals/134967/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20HDS-06.pdf;https://entero.ru/manuals/481833/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,11 кг,Китай,Китай,Да
https://cdn.entero.ru/mp@2x/34/57/34575d3c51f4747eae68d63180891a80.jpg,Аппарат для приготовления сосисок в яйце Hurakan HKN-GEW10,Аппарат для приготовления сосисок в яйце Hurakan HKN-GEW10,0,RUB,Нет,Hurakan,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/91154,"<p>Аппарат для приготовления сосисок в яйце <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91154"">Hurakan HKN-GEW10</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена отдельным переключателем на каждый отсек.</p>

<p>В комплект поставки входят набор деревянных шпажек, шомпол для извлечения застрявших продуктов, ершик для мытья и ключ для откручивания заглушек на дне.</p>",91154,,,220 В,1.6 кВт,410 мм,200 мм,230 мм,,,,0,https://entero.ru/manuals/78503/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-GEW10.docx;https://entero.ru/manuals/415907/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415908/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240755&hd=2&autoplay=0,,,Китай,
https://cdn.entero.ru/mp@2x/f2/7c/f27c655d08d5a0471714c7a5ca94c6e3.jpg,Аппарат для хот-догов INOKSAN INO-PSH100,Аппарат для хот-догов INOKSAN INO-PSH100,0,RUB,Нет,INOKSAN,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/60247,"<p>Апарат <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/60247""><b class=""b"">INOKSAN INO-PSH100</b></a> предназначен для подогрева булочек и приготовления сосисок на паровой бане, используемых в дальнейшем для формирования хот-догов. Благодаря компактным размерам аппарат может размещаться на любой поверхности.</p>

<p>Прочный корпус из высококачественной нержавеющей стали 18/8 Cr-Ni обеспечивает долговечность оборудования даже при сильных нагрузках. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Механическое управление</li>
<li>Плавная регулировка температуры</li>
<li>Защитный термостат на 400 °C</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Кол-во штырей для булочек: 5 шт.</li>
<li>Диапазон температур: 0-300 °C</li>
<li>Напряжение: 220 В</li>
<li>Напряжение: 3 кВт</li>
<li>Габариты: 550х345х420 мм</li>
<li>Вес: 15 кг</li>
</ul>",60247,,,,,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/03/e7/03e7a9a25cf7f847a3d140f9c4716515.jpg,Станция для бургеров RoboLabs BKMD-TB,Станция для бургеров RoboLabs BKMD-TB,0,RUB,Нет,RoboLabs,Профоборудование,Оборудование фаст-фуд,Аппараты для хот-догов / гамбургеров,https://entero.ru/item/340244,"<p>Станция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340244""><b class=""b"">RoboLabs BKMD-TB</b></a> используется на предприятиях общественного питания и торговля для упаковки гамбургеров. Модель оснащена удлиненной с двух сторон, усиленной столешницей, обвязкой и направляющими для лотков. Оборудование полностью выполнено из нержавеющей стали AISI 304, ножки - из профильной трубы.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 1220х1080х930 мм</li>
</ul>",340244,,,,,1205 мм,1040 мм,910 мм,,,,0,https://entero.ru/manuals/502838/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,Россия,
