Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Вес (с упаковкой),Механизм поднятия головы,Вращение дежи,Загрузка теста,Обьем дежи,Кол-во скоростей,Механизм крепления чаши,Крутое тесто,Двуручный
https://cdn.entero.ru/mp@2x/59/44/594424ea9f9d9ddda1327226ab2a2453.jpg;https://cdn.entero.ru/mp@2x/29/bf/29bf5a3df58ed6ddaee9db3db8c35954.jpg,Тестомес спиральный Hurakan HKN-40CN,Тестомес спиральный Hurakan HKN-40CN,107636,RUB,Да,Hurakan,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/104096,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104096"">Hurakan HKN-40CN</a></b> предназначен для автоматизированного смешивания ингредиентов теста (дрожжей, муки, воды, сахара, масла и соли) в однородную массу, которая затем насыщается воздухом для создания благоприятных условий брожения. Используется для приготовления хлеба, выпечки, прочих мучных изделий, а также кондитерских масс на предприятиях общественного питания и торговли. Модель оснащена зубчатой передачей, что значительно снижает ее шум при работе. Корпус выполнен из крашеного металла, дежа и насадки - из нержавеющей стали.</p>

<p>Аппарат не предназначен для замешивания «крутых» видов теста, а именно теста с содержанием воды менее 45-50% от объема муки.</p>

<p>Аппарат не предназначен для обработки замороженных продуктов, продуктов, содержащие твердые элементы (кости), а также непищевых продуктов.</p>

<p>Оборудование предназначено для работы только в повторно-кратковременном режиме с длительностью рабочего цикла не более 30 мин. Это означает, что после каждых 30 мин работы необходима технологическая пауза продолжительностью не менее 20 мин.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения:
<ul>
<li>Дежа: 18 об/мин.</li>
<li>Насадка: 156 об/мин.</li>
</ul>
</li>
<li>Время замеса: от 12 до 18 мин.</li>
<li>Габариты в упаковке: 570х930х1115 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",104096,спиральный,220 В,2.2 кВт,860 мм,510 мм,1022 мм,205 кг,Китай,1,570x930x1110 мм,9,https://entero.ru/manuals/413529/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-40CN.pdf;https://entero.ru/manuals/413531/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-40CN.pdf;https://entero.ru/manuals/416205/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413532/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454611/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-40CN.pdf,115738,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241047&hash=7bcbd73c275f3b16,175 кг,,,подъемная траверса,Да,15 кг,40 л,1 скорость,съемная дежа,,
https://cdn.entero.ru/mp@2x/b6/bf/b6bf9f110f96bf04a6c4e94aa51bca32.jpg;https://cdn.entero.ru/mp@2x/db/02/db02f0b961549944b4711d1abd0aa138.jpg,Тестомес спиральный Abat ТМС-30НН-1Р LIGHT,41000000033,143890,RUB,Да,Abat,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/118151,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118151"">Abat ТМС-30НН-1Р LIGHT</a></b> ​используется на предприятиях общественного питания и торговли для замеса различного теста, используемого для приготовления хлебобулочных и кондитерских изделий. Модель оснащена регулируемыми по высоте ножками.</p>

<p>Корпус выполнен из высококачественной конструкционной стали с полимерным покрытием, металлические детали машины, контактирующие с продуктом во время замеса (спираль, дежа, нож) - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая панель управления</li>
<li>Цепной привод</li>
<li>Мотор-редуктор для стабильной работы электродвигателя и исключения его перегрева</li>
<li>Постоянная скорость вращения спирали</li>
<li>Защитная решетка дежи из нержавеющей стали</li>
<li>Скругленные внутренние углы дежи для облегчения чистки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время замеса порции теста: от 13 до 17 мин.</li>
<li>Потребляемая мощность: 1,1 кВт</li>
</ul>",118151,спиральный,380 В,,450 мм,790 мм,720 мм,131 кг,Россия,1,660x1000x960 мм,0,https://entero.ru/manuals/120235/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%9C%D0%A1-30%D0%9D%D0%9D-1%D0%A0%20LIGHT.pdf;https://entero.ru/manuals/120237/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%9C%D0%A1-30%D0%9D%D0%9D-1%D0%A0%20LIGHT.pdf;https://entero.ru/manuals/120236/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%9C%D0%A1-30%D0%9D%D0%9D-1%D0%A0%20LIGHT.pdf;https://entero.ru/manuals/120238/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,154720,,91.8 кг,80 кг/ч,,неподъемная траверса,,20 кг,30 л,1 скорость,несъемная дежа,,
https://cdn.entero.ru/mp@2x/d6/f1/d6f1ce7d6de33797b62b9985ca253923.jpg;https://cdn.entero.ru/mp@2x/39/b4/39b4e0750e0a3bda309bfeb01e06a4cf.jpg;https://cdn.entero.ru/mp@2x/30/69/3069afdf1e6c967056ef98e05356be31.jpg,Машина тестомесильная Abat ТМС-20НН-2Р,Машина тестомесильная Abat ТМС-20НН-2Р,154320,RUB,Да,Abat,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/225607,"<p>Тестомесильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/225607"">Abat ТМС-20НН-2Р</a></b> ​предназначена для замеса дрожжевого теста в хлебопекарных предприятиях, в кондитерских цехах и на предприятиях общественного питания. Модель оснащена электромеханической панелью управления и таймером. Спираль, дежа, нож и защитная решетка дежи изготовлены из качественной пищевой аустенитной нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тихая работа благодаря низкой скорости вращения элементов привода дежи</li>
<li>Мотор-редуктор для стабильной работы электродвигателя и исключения его перегрева</li>
<li>Повышенный запас прочности месильного органа (спирали) за счет большего сечения по сравнению с аналогами</li>
<li>Постоянная скорость вращения спирали</li>
<li>Оригинальная форма спирали для сокращения времени замеса теста</li>
<li>Скругленные внутренние углы дежи для облегчения гигиенической уборки машины</li>
<li>Равномерный замес теста</li>
<li>Прямой нож квадратного сечения или в виде полосы</li>
<li>Цепной привод</li>
<li>Цепи с высоким ресурсом и большим запасом прочности</li>
<li>Полимерное покрытие корпуса с повышенной стойкостью к химическому и физическому воздействию, высокой ударной прочностью, не скалывающееся при ударе</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения дежи: от 7,5 до 15 об/мин.</li>
<li>Скорость вращения спирали: до 160 об/мин.</li>
<li>Время замеса порции теста: от 10 до 14 мин.</li>
<li>Зазор между месильным органом и дном дежи: от 3 до 5 мм</li>
<li>Толщина стенок дежи: 1,5 мм</li>
</ul>",225607,спиральный,380 В,от 0.6 до 0.9 кВт,395 мм,750 мм,615 мм,122 кг,Россия,1,860x660x900 мм,0,https://entero.ru/manuals/272330/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%9C%D0%A1-20%D0%9D%D0%9D-2%D0%A0.pdf;https://entero.ru/manuals/272326/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,86 кг,60 кг/ч,,подъемная траверса,,от 1.5 до 12 кг,20 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/31/2f/312f03e625b030b047d8d548b9dd3409.jpg,Тестомес SUNMIX SUN15 W,SUN15_W,172325,RUB,Да,,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/279752,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/279752"">SUNMIX SUN15 W</a> </b>используется на предприятиях пищевой промышленности, общественного питания и торговли для замешивания различных видов теста с влажностью не менее 55%. Замешивание теста осуществляется одновременным вращением спирали и дежи. Модель оснащена однофазным двигателем и встроенным инвентором. Корпус изготовлен из окрашенной стали, дежа, месильный орган и защитный кожух - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Работа с любыми консистенциями: как с жидкой, так и густой массой</li>
<li>Легкая настройка в соответствии с задачами пользователя</li>
<li>Тихая работа </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>6 скоростей вращения: от 70 до 210 оборотов/мин.</li>
</ul>",279752,спиральный,220 В,0.55 кВт,340 мм,550 мм,450 мм,,Италия,,,0,https://entero.ru/manuals/344558/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20SUNMIX.pdf,,,37 кг,,,,Да,15 кг,18 л,вариатор (плавная регулировка),несъемная дежа,Да,
https://cdn.entero.ru/mp@2x/cd/e7/cde725961cea1988c4e9e7d51885b34b.jpg;https://cdn.entero.ru/mp@2x/0c/f2/0cf28e571572ab5efe9037d5be08c3c2.jpg;https://cdn.entero.ru/mp@2x/f5/c8/f5c8f62b94d05613b83f084d24becfd2.jpg;https://cdn.entero.ru/mp@2x/ed/a7/eda7c5f40b04f09d49dfee87dbe27c52.jpg;https://cdn.entero.ru/mp@2x/b3/80/b3800116104f442476eec0d008024f26.jpg;https://cdn.entero.ru/mp@2x/b4/e2/b4e26e68d1d62bb71ff07f157a30a84b.jpg;https://cdn.entero.ru/mp@2x/db/e8/dbe8adf5d404d5d0baee7136dc37ef3a.jpg;https://cdn.entero.ru/mp@2x/37/a1/37a1e800a33ad6d9f1c7865ed76621ba.jpg;https://cdn.entero.ru/mp@2x/ca/9f/ca9f63ad17218bdb7eb3d10dad7adabb.jpg,Машина тестомесильная Foodatlas HO-2,Машина тестомесильная Foodatlas HO-2,13668,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/83967,"<p>Тестомесильная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83967""><b class=""b"">Foodatlas HO-2 </b></a>используется на предприятиях общественного питания и торговли для замешивания теста различной плотности, перемешивания соусов и начинок. Модель оснащена Z-образным 2-лопастным месильным органом и опорными ножками. Привод и емкость для замеса не требуют обслуживания в течение всего срока эксплуатации. Корпус выполнен из толстой стали со специальным покрытием, месильный орган - из никеля, дежа - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Движение рабочего органа имитирует движение рук пекаря</li>
<li>Ременный привод</li>
<li>Плотная крышка предотвращает распыление муки при замесе</li>
<li>Конструктивно жесткий силовой каркас, продлевающий срок службы</li>
<li>Система концевых выключателей, обеспечивающая безопасное использование </li>
<li>Кнопка экстренной остановки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения мешалки: 38 об/мин.</li>
<li>Объем дежи:
<ul>
<li>Геометрический: 4 л</li>
<li>Рабочий: 2 л</li>
</ul>
</li>
<li>Время производственного цикла: 8 мин.</li>
<li>Максимальный угол поворота дежи: 110°</li>
<li>Габариты в упаковке: 410x280x410 мм</li>
</ul>",83967,горизонтальный,220 В,0.37 кВт,405 мм,275 мм,400 мм,19 кг,Китай,1,410x280x410 мм,0,https://entero.ru/manuals/271463/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/364359/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HO-2.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240241&hd=2&autoplay=0,18 кг,15 кг/ч,,,,,4 л,1 скорость,несъемная дежа,,
https://cdn.entero.ru/mp@2x/dd/be/ddbe5541d645ef7e522a50937a7be3f4.jpg;https://cdn.entero.ru/mp@2x/d2/b8/d2b8cbcd00ab63746cabda8d61a59089.jpg;https://cdn.entero.ru/mp@2x/00/40/004045ec52f25e38fcd8b79fe57c7d7f.jpg;https://cdn.entero.ru/mp@2x/03/bf/03bf0850a5b04910630c24739bfc6bf3.jpg;https://cdn.entero.ru/mp@2x/d1/ef/d1ef1e7d34f38b16b935b2f530084c8e.jpg;https://cdn.entero.ru/mp@2x/a0/f6/a0f65764a26db082980bcecf5d941096.jpg;https://cdn.entero.ru/mp@2x/f6/d4/f6d4bf0aab4390632fda6ad4df0fba77.jpg;https://cdn.entero.ru/mp@2x/ca/30/ca30d414fa83cc5c3dfd910eaefec4fa.jpg,Машина тестомесильная Foodatlas HO-15A,Машина тестомесильная Foodatlas HO-15A,38597,RUB,Да,Foodatlas,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/83965,"<p>Тестомесильная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/83965""><b class=""b"">Foodatlas HO-15А </b></a>используется на предприятиях общественного питания и торговли для замешивания теста различной плотности и перемешивания соусов и начинок. Привод и емкость для замеса не требуют обслуживания в течение всего срока эксплуатации. Корпус выполнен из толстой стали со специальным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Движение рабочего органа имитирует движение рук пекаря</li>
<li>Плотная крышка предотвращает распыление муки при замесе</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения мешалки: 26 об/мин.</li>
<li>Время замеса: от 3 до 10 мин.</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",83965,горизонтальный,220 В,1.5 кВт,670 мм,435 мм,800 мм,,"Китай, Италия",,,0,https://entero.ru/manuals/68534/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20HO-15A.doc;https://entero.ru/manuals/418367/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,41953,,55 кг,,,неподъемная траверса,,,12.5 л,1 скорость,несъемная дежа,,
https://cdn.entero.ru/mp@2x/11/16/111693e9a1b677b15aae10e153a9e734.jpg;https://cdn.entero.ru/mp@2x/5b/86/5b866caa6a4c89b00cdd88259b6aca10.jpg;https://cdn.entero.ru/mp@2x/0d/d6/0dd62ccace9294c70e3eeb822f215ad8.jpg;https://cdn.entero.ru/mp@2x/3c/3d/3c3d0ac92207cb0b4877171533137d4c.jpg;https://cdn.entero.ru/mp@2x/43/1e/431e11c5edb01552ea5e5877443f3cb0.jpg,Тестомесильная машина Kocateq HS HWH15,HSHWH15,56879,RUB,Да,Kocateq,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/119878,"<p>Тестомесильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119878"">Kocateq HS HWH15</a> </b>используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для замеса крутого теста с влажностью не более 40%. Модель оснащена механической панелью управления. Дежа и месильный крюк выполнены из нержавеющей стали AISI 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Опрокидывающаяся дежа</li>
<li>Месильный орган вращается по часовой и против часовой стрелки</li>
<li>Низкий уровень шума</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость перемешивания: 40 об/мин.</li>
<li>Габариты в упаковке: 750х520х820 мм</li>
</ul>",119878,горизонтальный,220 В,1.1 кВт,740 мм,510 мм,805 мм,,Ю. Корея,,,0,https://entero.ru/manuals/123335/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,85 кг,,,неподъемная траверса,,15 кг,,1 скорость,несъемная дежа,,
https://cdn.entero.ru/mp@2x/f6/d8/f6d87b1bc5bc176743e24ebdfe755075.jpg;https://cdn.entero.ru/mp@2x/c8/03/c8036b3e660c4552eed5554b9bea6b00.jpg,Тестомес спиральный VIATTO HS-20P,HS-20P 220В,58905,RUB,Да,VIATTO,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/92717,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92717"">VIATTO HS-20P</a></b> используется в пекарнях, кондитерских цехах, а также на предприятиях общественного питания и торговли для замеса дрожжевого теста.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения:
<ul>
<li>Месильный орган: 207 об/мин.</li>
<li>Дежа: 20 об/мин.</li>
</ul>
</li>
<li>Потребляемая мощность: 1,1 кВт</li>
<li>Цвет: серый металлик</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>

<p>
<em><span style=""color:#FF0000;"">Товар может быть поставлен как под брендом VIATTO, так и PYHL.</span></em></p>",92717,спиральный,220 В,,675 мм,427 мм,853 мм,105 кг,Китай,1,750x500x980 мм,0,https://entero.ru/manuals/409655/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20HS-20P.pdf;https://entero.ru/manuals/409656/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/86233/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20VIATTO.pdf;https://entero.ru/manuals/464370/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20VIATTO%20HS-20P.pdf,63339,,85 кг,,,неподъемная траверса,,8 кг,20 л,1 скорость,несъемная дежа,,
https://cdn.entero.ru/mp@2x/2d/c8/2dc88fba9331aed24adf7e79f809a995.jpg;https://cdn.entero.ru/mp@2x/19/af/19afcf12f33f5d5f895a7439f0cc0424.jpg;https://cdn.entero.ru/mp@2x/d0/84/d084ddb29096b6ccbdba5e6b89981995.jpg,Тестомесильная машина Kocateq TF20ECO,TR 20 2V ECO,59331,RUB,Да,Kocateq,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/105347,"<p>Тестомесильная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/105347"">Kocateq TF20ECO</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для замеса дрожжевого теста. Модель оснащена механической панелью управления и таймером до 30 минут. Дежа, месильный крюк, сепаратор и защитная решетка выполнены из нержавеющей стали, корпус - из эмалированного стального листа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двигатель с защитой от перегрузки и защитой, блокирующей вращение при поднятой решетке</li>
<li>Решетка для загрузки ингредиентов без остановки замеса</li>
<li>Кнопки пуска и аварийной остановки</li>
<li>Низкий уровень шума</li>
<li>Регулируемые ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения:
<ul>
<li>Спираль: 150 / 200 об/мин.</li>
<li>Дежа: 15 / 20 об/мин.</li>
</ul>
</li>
<li>Габариты в упаковке: 510х810х1030 мм</li>
</ul>",105347,спиральный,220 В,1.5 кВт,390 мм,730 мм,900 мм,,Ю. Корея,,,0,https://entero.ru/manuals/111457/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,,,85 кг,,,неподъемная траверса,,8 кг,21 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/1e/27/1e27e611fba1e1d3145856936e9ff055.jpg;https://cdn.entero.ru/mp@2x/1d/34/1d347c0cd7d8fb03bccd4c19027319a0.jpg;https://cdn.entero.ru/mp@2x/a3/7d/a37d25929473f707a3f64926bb7cde24.jpg;https://cdn.entero.ru/mp@2x/29/ce/29ced2e44cab06a062483dfe7e272c06.jpg,Тестомес спиральный Assum SH30,Тестомес спиральный Assum SH30,63190,RUB,Да,Assum,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/180408,"<p>Спиральный тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/180408"">Assum SH30</a> </b>предназначен для замеса различного вида теста на предприятиях общественного питания и торговли. Модель оснащена съемной дежой и защитной решеткой. Все элементы, контактирующие с пищевыми продуктами, выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Одновременное вращение дежи и месильного механизма</li>
<li>Ремённо-цепная передача</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная загрузка сухого продукта: 12 кг</li>
<li>Скорость:
<ul>
<li>Спираль: 123 / 264 об/мин.</li>
<li>Дежа: 13 / 26 об/мин. </li>
</ul>
</li>
<li>Габариты в упаковке: 770х550х850 мм</li>
</ul>",180408,спиральный,220 В,1.5 кВт,745 мм,430 мм,850 мм,,Китай,,,0,https://entero.ru/manuals/490608/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,65823,,100 кг,,,неподъемная траверса,,,30 л,2 скорости,несъемная дежа,,
https://cdn.entero.ru/mp@2x/05/b2/05b2e7822c30e29080849dcc5dcba432.jpg;https://cdn.entero.ru/mp@2x/01/a7/01a782ac2486fe22790f210f96a1e3ba.jpg;https://cdn.entero.ru/mp@2x/36/b8/36b8e2c7bdad52214792f9505039204a.jpg,Тестомес Crazy Pan CP-SMH25,Тестомес Crazy Pan CP-SMH25,71843,RUB,Да,,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/253915,"<p>Тестомес <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/253915"">Crazy Pan CP-SMH25</a> </b>используется на предприятиях общественного питания и торговли для замешивания крутого теста. Модель оснащена таймером и прорезиненными ножками, которые снижают вибрацию и уровень шума.</p>

<p>В комплект поставки входит вилка.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения насадки: 30 об./мин.</li>
</ul>",253915,горизонтальный,220 В,2.2 кВт,,,,,Китай,,,0,https://entero.ru/manuals/310966/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Crazy%20Pan.pdf,76429,,98 кг,,108 кг,,,25 кг,50 л,,,Да,
https://cdn.entero.ru/mp@2x/8e/61/8e61de7ae3a10fc5a9b6c0a74db78542.jpg,Тестомес спиральный Rosso RH-20AT,Тестомес спиральный Rosso RH-20AT,73487,RUB,Да,Rosso,Профоборудование,Хлебопекарное,Тестомесильные машины,https://entero.ru/item/121725,"<p>Спиральный тестомес<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121725""><b class=""b""> Rosso RH‐20AT </b></a>используется на предприятиях общественного питания и торговли для замешивания теста различной плотности, перемешивания соусов и начинок. Замешивание теста осуществляется одновременным вращением спирали и дежи. Модель оснащена защитным кожухом. Дежа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Коробка передач заполнена специальной смазкой</li>
<li>Степень водонепроницаемости: IPX1</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения: 105 / 158 об/мин.</li>
<li>Мощность: 0,85 / 1,1 кВт</li>
</ul>

<p> </p>",121725,спиральный,380 В,1.5 кВт,395 мм,705 мм,753 мм,145 кг,Китай,1,470x850x880 мм,0,https://entero.ru/manuals/286849/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20RH-20AT.pdf;https://entero.ru/manuals/344957/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%D0%BB%D1%8C%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%B5%D0%BB%D1%8F%20%D0%BD%D0%B0%20Rosso%20RH-20AT.docx;https://entero.ru/manuals/345135/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.jpg,77355,,137 кг,,,подъемная траверса,,8 кг,20 л,2 скорости,несъемная дежа,,
