Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Мощность,Ширина,Глубина,Высота,Вес,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Дискретность,Размеры платформы (ШxГ),Максимальный предел взвешивания,Минимальный диапазон взвешивания
https://cdn.entero.ru/mp@2x/6e/23/6e2391ebb59b0ab77ee88cb1961767df.jpg;https://cdn.entero.ru/mp@2x/bf/0c/bf0ca1c2df6ac94f460ccd602160b606.jpg,Модуль взвешивающий МАССА-К TB-S-32.2-1,ТВ-S- 32.2_1,13239,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121264,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121264"">МАССА-К TB-S-32.2-1</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевоего сплава.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 15 кг</li>
</ul>",121264,товарные,,520 мм,395 мм,95 мм,,0,https://entero.ru/manuals/126230/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-S-32.2-1.pdf;https://entero.ru/manuals/505849/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,8.2 кг,Россия,Россия,от 5 до 10 гр,520х395 мм,32 кг,0.1 кг
https://cdn.entero.ru/mp@2x/21/4b/214b5dacbc25298295fd70057101e15e.jpg;https://cdn.entero.ru/mp@2x/9a/37/9a37cb597018797ee5bfc135d34ade1d.jpg,Модуль взвешивающий МАССА-К TB-M-60.2-3,ТВ-М- 60.2_3 / ТВ-M-60.2-3,25802,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121281,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121281"">МАССА-К TB-M-60.2-3</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из конструкционной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 30 кг</li>
</ul>",121281,товарные,,600 мм,800 мм,750 мм,,0,https://entero.ru/manuals/126251/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-M-60.2-3.pdf;https://entero.ru/manuals/505833/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,34.3 кг,Россия,Россия,от 10 до 20 гр,600х800 мм,60 кг,0.2 кг
https://cdn.entero.ru/mp@2x/96/83/96834def4565d237cc447e48239f5013.jpg;https://cdn.entero.ru/mp@2x/ca/c4/cac453930dfa11e56664c0341f86a63a.jpg,Модуль взвешивающий МАССА-К TB-M-150.2-3,ТВ-М- 150.2_3 / ТВ-M-150.2-3,25802,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121290,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121290"">МАССА-К TB-M-150.2-3</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из конструкционной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 60 кг</li>
</ul>",121290,товарные,,600 мм,800 мм,750 мм,,0,https://entero.ru/manuals/126332/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-M-150.2-3.pdf;https://entero.ru/manuals/505835/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,34.3 кг,Россия,Россия,от 20 до 50 гр,600х800 мм,150 кг,0.4 кг
https://cdn.entero.ru/mp@2x/21/2f/212fa8e9792e8151f3c02791ab7a2516.jpg;https://cdn.entero.ru/mp@2x/91/fe/91fe82d46a7bf254b37d9f33703179c2.jpg,Модуль взвешивающий МАССА-К TB-M-300.2-3,ТВ-М- 300.2_3 / ТВ-M-300.2-3,25802,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121291,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121291"">МАССА-К TB-M-300.2-3</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из конструкционной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -20 до 40 °С</li>
<li>Диапазон тарирования: 150 кг</li>
</ul>",121291,товарные,,600 мм,800 мм,750 мм,,0,https://entero.ru/manuals/126333/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20TB-M-300.2-3.pdf;https://entero.ru/manuals/505836/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,27744,34.3 кг,Россия,Россия,от 50 до 100 гр,600х800 мм,300 кг,1 кг
https://cdn.entero.ru/mp@2x/f3/e2/f3e2cf8591f5d01b5c8f4a30cb52a859.jpg;https://cdn.entero.ru/mp@2x/d3/d0/d3d0c22563300b7037f0364878fd7835.jpg;https://cdn.entero.ru/mp@2x/a8/ee/a8ee134878f2cc10204d808d3ada22ae.jpg,Модуль взвешивающий МАССА-К 4D-U-1-2000,55040,38861,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121360,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121360"">МАССА-К 4D-U-1-2000</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модуль выполнен из конструкционной стали.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP68</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -30 до 40 °С</li>
<li>Диапазон тарирования: 2000 кг</li>
</ul>",121360,промышленные напольные,,1290 мм,840 мм,100 мм,,0,https://entero.ru/manuals/126443/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%204D-U-1-2000.pdf;https://entero.ru/manuals/505877/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,42240,31 кг,Россия,Россия,500 гр,1200х840 мм,2000 кг,10 кг
https://cdn.entero.ru/mp@2x/ff/98/ff98c7d3f21fe487db84ce2c885396ca.jpg,Модуль взвешивающий МАССА-К 4D-B-12/1-1000,56040,40398,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121363,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121363"">МАССА-К 4D-B-12/1-1000</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модуль выполнен из конструкционной стали.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP68</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -30 до 40 °С</li>
<li>Диапазон взвешивания: от 4 до 1000 кг</li>
<li>Дискретность отсчета: 200 г</li>
<li>Диапазон тарирования: 1000 кг</li>
<li>Размеры платформы: 1200х100 мм</li>
<li>Габариты: 1310х100х110 мм</li>
<li>Вес: 22 кг</li>
<li>Вес с упаковкой: 25 кг</li>
</ul>",121363,промышленные напольные,,1310 мм,100 мм,110 мм,,0,https://entero.ru/manuals/126446/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%204D-B-23-2000.pdf;https://entero.ru/manuals/505864/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,43439,22 кг,Россия,Россия,200 гр,1200х100 мм,1000 кг,4 кг
https://cdn.entero.ru/mp@2x/03/c9/03c9ef7ab48cb5c100f3d389e3a21e41.jpg,Модуль взвешивающий МАССА-К 4D-LM-10/10-2000,4D-LM-2-2000,52921,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121359,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121359"">МАССА-К 4D-LM-10/10-2000</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модуль выполнен из конструкционной стали.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP68</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -30 до 40 °С</li>
<li>Диапазон тарирования: 2000 кг</li>
<li>Высота наката: 45 мм</li>
</ul>",121359,промышленные напольные,,1400 мм,1160 мм,90 мм,,0,https://entero.ru/manuals/126442/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%204D-LM-2-2000.pdf;https://entero.ru/manuals/505875/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,86 кг,Россия,Россия,500 гр,1000х1000 мм,2000 кг,10 кг
https://cdn.entero.ru/mp@2x/4b/b4/4bb4c0ef6e7a819930f3e36a1536580f.jpg,Модуль взвешивающий МАССА-К 4D-LA-15/12-1000,4D-LA-4-1000,87869,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121325,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121325"">МАССА-К 4D-LA-15/12-1000</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модуль выполнен из конструкционной стали.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP68</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -30 до 40 °С</li>
<li>Диапазон тарирования: 1000 кг</li>
<li>Высота наката: 45 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",121325,промышленные напольные,,2010 мм,1430 мм,95 мм,,0,https://entero.ru/manuals/126370/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%204D-LA-4-1000.pdf;https://entero.ru/manuals/505869/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,95510,166 кг,Россия,Россия,200 гр,1500х1200 мм,1000 кг,4 кг
https://cdn.entero.ru/mp@2x/47/96/4796bbcd1e25decdb1786152ed9a00c8.jpg,Модуль взвешивающий МАССА-К 4D-LA-15/12-2000,4D-LA-4-2000,87869,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121326,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121326"">МАССА-К 4D-LA-15/12-2000</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модуль выполнен из конструкционной стали.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP68</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -30 до 40 °С</li>
<li>Диапазон тарирования: 2000 кг</li>
<li>Высота наката: 45 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",121326,промышленные напольные,,2010 мм,1430 мм,95 мм,,0,https://entero.ru/manuals/126377/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%204D-LA-4-2000.pdf;https://entero.ru/manuals/505870/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,166 кг,Россия,Россия,500 гр,1500х1200 мм,2000 кг,10 кг
https://cdn.entero.ru/mp@2x/9a/fe/9afe3272dd40a130bf5385b140d0e679.jpg,Модуль взвешивающий МАССА-К 4D-LA.S-10/10-500,Модуль взвешивающий МАССА-К 4D-LA.S-10/10-500,128549,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/371163,"<p>Взвешивающий модуль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371163""><b class=""b"">МАССА-К 4D-LA.S-10/10- 500 </b></a>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модуль выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит кабель.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP68</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -30 до 40 °С</li>
<li>Диапазон тарирования: 500 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",371163,промышленные напольные,,1615 мм,1230 мм,95 мм,103 кг,0,https://entero.ru/manuals/495647/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%204D-LA.S-2-500.pdf;https://entero.ru/manuals/505876/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,136754,,Россия,Россия,100 гр,1000х1000 мм,500 кг,2 кг
https://cdn.entero.ru/mp@2x/6a/9b/6a9b025424ec58ab78892d470778d8a8.jpg,Модуль взвешивающий МАССА-К 4D-LA.S-15/12-1000,4D-LA.S-4-1000,166788,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/121353,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121353"">МАССА-К 4D-LA.S-15/12-1000</a> </b>используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модуль выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит кабель длиной 5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Метрологические характеристики соответствуют среднему классу точности</li>
<li>Степень защиты взвешивающего модуля: IP68</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от -30 до 40 °С</li>
<li>Диапазон тарирования: 1000 кг</li>
<li>Высота наката: 45 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",121353,промышленные напольные,,2010 мм,1430 мм,95 мм,,0,https://entero.ru/manuals/126438/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%204D-LA.S-4-1000.pdf;https://entero.ru/manuals/505872/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,173738,166 кг,Россия,Россия,200 гр,1500х1200 мм,1000 кг,4 кг
https://cdn.entero.ru/mp@2x/87/44/8744bc54f088ed2e125648cff6ba6f0d.jpg;https://cdn.entero.ru/mp@2x/9f/46/9f46f4adee1aa0798d3976691a650f85.jpg;https://cdn.entero.ru/mp@2x/d3/83/d3839a6ac4a1f98ae4e7afab1bad1b41.jpg;https://cdn.entero.ru/mp@2x/57/c1/57c163cd3f54661d1602a8644b79081b.jpg;https://cdn.entero.ru/mp@2x/95/05/9505c9eda5c9de669f795b3e5a314c43.jpg;https://cdn.entero.ru/mp@2x/c1/d6/c1d63c7869ccfb938e31e968052a9ab0.jpg,Модуль взвешивающий МАССА-К МК-6.2-UI,50385,10311,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/184577,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184577"">МАССА-К МК-6.2-UI</a> </b>используются на предприятиях общественного питания и торговли для измерения массы товаров и передачи веса внешним устройствам (ПК, ноутбукам, кассам, POS-терминалам) и для торговых, учетных и технологических операциях. Модель оснащена встроенным интерфейсом USB, интерфейсом для подключения выносного индикатора и ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевого сплава.</p>

<p>В комплект поставки входят 1 выносной индикатор ИВ-3С, 1 кабель USB 2.0 USB A (m) – USB B (m) длиной 1,5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Средний класс точности</li>
<li>Питание и управление модулем с помощью внешнего устройства</li>
<li>Программа ""МАССА-К: Весовой терминал 100"" для подключения к ПК или ноутбуку</li>
<li>Передача веса в учетные системы: 1С:Предприятие, Айтида и другие</li>
<li>Передача веса на рабочее место кассира (ПК или POS-терминал): ""АТОЛ: драйвер электронных весов""</li>
<li>Передача веса в чек Касс: ЭВАТОР, Кассатка, Дримкас и другие</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
<li>Разъемы для подключения к ПК, POS и SMART-терминалам: USB</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 0 до 40 °С</li>
<li>Диапазон тарирования: 3 кг</li>
<li>Количество цифровых датчиков взвешивания: 1 шт.</li>
</ul>",184577,настольные,0.0002 кВт,340 мм,250 мм,60 мм,,0,https://entero.ru/manuals/214432/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20MK-6.2-UI.pdf;https://entero.ru/manuals/214433/%D0%9C%D0%B5%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.pdf;https://entero.ru/manuals/505743/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,10969,5 кг,Россия,Россия,от 1 до 2 гр,336х240 мм,6 кг,0.02 кг
https://cdn.entero.ru/mp@2x/2f/5f/2f5f60648283690b1c7904a5e8785db4.jpg;https://cdn.entero.ru/mp@2x/ea/bb/eabb3f01cf4bb844ba3de7075668f183.jpg;https://cdn.entero.ru/mp@2x/78/55/78556477bf3c5d49846ae70da09c513d.jpg;https://cdn.entero.ru/mp@2x/2c/21/2c21cfa8e6e9c85a50ae129104116b6f.jpg;https://cdn.entero.ru/mp@2x/70/eb/70eb5fe112ca79f4ef80c66a98561478.jpg;https://cdn.entero.ru/mp@2x/24/a9/24a9e552e396fb798f52172d821c219b.jpg,Модуль взвешивающий МАССА-К МК-15.2-UI,50386,10311,RUB,Да,МАССА-К,Профоборудование,Весовое,Модули взвешивающие,https://entero.ru/item/184593,"<p>Взвешивающий модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/184593"">МАССА-К МК-15.2-UI</a> </b>используются на предприятиях общественного питания и торговли для измерения массы товаров и передачи веса внешним устройствам (ПК, ноутбукам, кассам, POS-терминалам) и для торговых, учетных и технологических операциях. Модель оснащена встроенным интерфейсом USB, интерфейсом для подключения выносного индикатора и ножками, регулирующимися по высоте. Платформа выполнена из нержавеющей стали, рама - из алюминиевого сплава.</p>

<p>В комплект поставки входят 1 выносной индикатор ИВ-3С, 1 кабель USB 2.0 USB A (m) – USB B (m) длиной 1,5 м.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Средний класс точности</li>
<li>Питание и управление модулем с помощью внешнего устройства</li>
<li>Программа ""МАССА-К: Весовой терминал 100"" для подключения к ПК или ноутбуку</li>
<li>Передача веса в учетные системы: 1С:Предприятие, Айтида и другие</li>
<li>Передача веса на рабочее место кассира (ПК или POS-терминал): ""АТОЛ: драйвер электронных весов""</li>
<li>Передача веса в чек Касс: ЭВАТОР, Кассатка, Дримкас и другие</li>
<li>Степень защиты взвешивающего модуля: IP67</li>
<li>Разъемы для подключения к ПК, POS и SMART-терминалам: USB</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температура окружающей среды: от 0 до 40 °С</li>
<li>Диапазон тарирования: 6 кг</li>
<li>Количество цифровых датчиков взвешивания: 1 шт.</li>
</ul>",184593,настольные,0.0002 кВт,340 мм,250 мм,60 мм,,0,https://entero.ru/manuals/214453/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9C%D0%90%D0%A1%D0%A1%D0%90-%D0%9A%20MK-15.2-UI.pdf;https://entero.ru/manuals/214454/%D0%9C%D0%B5%D1%82%D1%80%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D1%81%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.pdf;https://entero.ru/manuals/505745/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,5 кг,Россия,Россия,от 2 до 5 гр,336х240 мм,15 кг,0.04 кг
