Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Количество емкостей,Общий объем,Потребляемая мощность,Способ установки,Помпа,Объем одной емкости,Ночное хранение
https://cdn.entero.ru/mp@2x/05/82/058206e897b3c08f4ace2d01a4a3d01d.jpg;https://cdn.entero.ru/mp@2x/7e/9f/7e9f3a3109c9d0c6d3ca6e4485f365dc.jpg,Фризер для мороженого Pasmo S230F,Фризер для мороженого Pasmo S230F,518958,RUB,Да,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/217360,"<p>Настольный фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/217360"">Pasmo S230F</a> </b>используется на предприятиях общественного питания и торговли для приготовления мягкого мороженого, замороженного йогурта, муссов или сорбетов 2 различных вкусов, а также их смешанного варианта. Модель оснащена воздушным насосом, 2 цилиндрами с шнеками, 2 бункерами с крышками, подставкой для готового продукта с каплесборником, устойчивыми опорами, диспенсером с 3 рукоятками, панелью управления с символьным меню и 2 информативными дисплеями. Корпус выполнен из нержавеющей стали с матовой поверхностью, емкости, шнеки и аэраторные трубки – из высококачественной пищевой нержавеющей стали SS304, рукоятки и фиксирующие винты диспенсера – из хромированного металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Панель управления:
<ul>
<li>​Кнопки:
<ul>
<li>AUTO: запуск приготовления порции для выгрузки</li>
<li>STAND BY (режим ожидания):
<ul>
<li>Предварительное охлаждение для оптимизации процесса приготовления в жаркую погоду</li>
<li>Ночное хранение оставшейся в бункерах смеси при оптимальной температуре</li>
</ul>
</li>
<li>CYCLE: повторное охлаждение и взбивание смеси в цилиндре в периоды низкой интенсивности выгрузки</li>
<li>WASH: быстрая очистка</li>
<li>OFF: отмена выполняемой программы</li>
<li>UP и DOWN: увеличение и понижение твердости смеси</li>
</ul>
</li>
<li>Светодиодные индикаторы:
<ul>
<li>MIX LOW: индикация низкого уровня смеси с акустической сигнализацией для предотвращения замерзания цилиндров </li>
<li>READY: готовность к выгрузке продукта</li>
</ul>
</li>
</ul>
</li>
<li>2 высокопроизводительных компрессора Aspera с преобразователями для плавного запуска и возможности длительной непрерывной работы</li>
<li>Эффективная система динамического охлаждения </li>
<li>Регулируемые аэраторные трубки с заливными отверстиями разного диаметра для коррекции интенсивности насыщения и консистенции смеси</li>
<li>Агитаторы (лопастные мешалки) в бункерах для поддержания необходимой консистенции смеси, в том числе предварительно охлажденной </li>
<li>Сложная архитектура шнеков с дополнительными съемными лопастями для тщательного равномерного перемешивания продукта в процессе подачи </li>
<li>Трансмиссия с безременной редукцией и низким уровнем шума</li>
<li>2 независимых блока управления для энергосбережения</li>
<li>Стационарные датчики уровня смеси в емкостях</li>
<li>Самодиагностика неисправностей с индикацией кодов на дисплеях</li>
<li>Рукоятки с пружинным возвратным механизмом для предотвращения вытекания продукта</li>
<li>Широкий диспенсер для удобства нанесения продукта на крупногабаритные куски фруктов или кондитерских изделий</li>
<li>Обтекаемая форма емкостей для предотвращения размножения микроорганизмов, легкости очистки и дезинфекции</li>
<li>Экологически безопасный хладагент R404a</li>
<li>Мойка машины 1 раз в 3 дня</li>
<li>Простота и безопасность эксплуатации </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры окружающей среды: от 10 до 38 °C</li>
<li>Диапазон температуры в режиме ночного хранения: от 1 до 4,5 °C</li>
<li>Номинальная сила тока: 20 А</li>
<li>Производительность: 30 л/ч</li>
<li>Длительность быстрой очистки (с интервалом повтора менее 1 мин.): 5 мин. (1 мин.)</li>
<li>Объем цилиндра: 1,6 л</li>
<li>Ширина диспенсера: 100 мм </li>
<li>Габариты в упаковке: 880х650х1100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/217475"">Светодиодный светильник в форме мороженого</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Для бесперебойной и длительной работы фризера требуется после каждой мойки смазывать все трущиеся детали пищевым вазелином, менять уплотнительные резинки 1 раз в 3 месяца и 1 раз в 6 месяцев, замена всех расходных материалов.</span></em></p>",217360,для мягкого мороженого,220 В,3 кВт,520 мм,770 мм,969 мм,,Китай,,,6,https://entero.ru/manuals/369117/%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Pasmo.ppt;https://entero.ru/manuals/396175/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Pasmo%20S230F.docx,546272,,168 кг,,2,,,,,9.5 л,Да
https://cdn.entero.ru/mp@2x/ad/8a/ad8a6fbf30504f78eb79e5398ece0352.jpg;https://cdn.entero.ru/mp@2x/27/cd/27cd43623618d74e038817ba7b013ca1.jpg,Фризер для мороженого Nemox Gelato 10K Crea i-Green,003B110250 / GELATO 10K i-Green,946000,RUB,Да,Nemox,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/181151,"<p>Фризер для мороженого <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/181151""><b class=""b"">Nemox i-Green Gelato 10K</b></a> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления мороженого кремообразной текстуры, сорбета, гранита и других холодных десертов. Модель оснащена простой интуитивно понятной панелью управления с 3 кнопками, индукционным двигателем с термостатом, фиксированной емкостью и крышкой с отверстием для добавления ингредиентов и датчиком, блокирующим вращение лопасти при ее подъеме. Корпус выполнен из нержавеющей стали AISI 304, емкость и лопасти для перемешивания - из нержавеющей стали.</p>

<p>В комплект поставки входят лопатка для мороженого, набор съемных насадок для лопастей, уплотнитель и щетка для очистки слива.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Технология ICEGREEN для защиты окружающей среды:
<ul>
<li>Хладагент R290 - природный, экологичный, эффективный газ</li>
<li>Снижение воздействия на выбросы на 99,95%</li>
<li>Использование меньшего количества газа с более низким давлением</li>
<li>Снижение потребления электроэнергии</li>
<li>Использование материалов, подлежащих вторичной переработке и имеющих низкий уровень воздействия на окружающую среду</li>
</ul>
</li>
<li>Воздушное охлаждение</li>
<li>Автоматический и ручной режимы управления</li>
<li>Программируемый режим хранения</li>
<li>Система электронного контроля плотности</li>
<li>Тепловая защита систем охлаждения и взбивания</li>
<li>Cистема прямого слива для легкой очистки</li>
<li>4 колеса, 2 из которых со стопорами</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность:
<ul>
<li>За час: 10 кг / 14 л</li>
<li>За цикл: 2 кг / 2,8 л</li>
</ul>
</li>
<li>Максимальное количество ингредиентов: 2 кг / 2,8 л</li>
<li>Среднее время приготовления: от 12 до 15 мин.</li>
<li>Скорость вращения двигателя: 75 об./мин.</li>
</ul>",181151,для мягкого мороженого,220 В,,450 мм,590 мм,1050 мм,77.5 кг,Италия,1,600x660x1350 мм,0,https://entero.ru/manuals/210690/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Nemox%20i-Green%20Gelato%2010K%20%28%D0%B8%D1%82%D0%B0%D0%BB.%29.pdf;https://entero.ru/manuals/210691/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20ICEGREEN.pdf;https://entero.ru/manuals/210692/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Nemox%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,66.1 кг,10 кг/ч,1,6 л,0.8 кВт,напольный,,6 л,Да
https://cdn.entero.ru/mp@2x/28/fe/28fe22d7c9f137ae98133d1d75beef9c.jpg;https://cdn.entero.ru/mp@2x/d8/18/d8185aa5748cc1e30ed258568162b7e2.jpg;https://cdn.entero.ru/mp@2x/7d/04/7d043e0d99f84ec4de2472482e05dc2e.jpg,Батч-фризер для мороженого STAF59 HTX200 A,Батч-фризер для мороженого STAF59 HTX200 A,988296,RUB,Да,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/344656,"<p>Батч-фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344656"">STAF59 HTX200 A</a></b> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления твердого мороженого и джелато. Модель оснащена прямым приводом с редукторами для снижения вибраций и колебаний, а также предотвращения проскальзывания, регулировки и замены ремней. Двойная дверная петля гарантирует герметичное закрывание. Мешалка с 3 скоростями предназначена для дозирования небольших объемов смеси с сохранением оптимальной структуры, а также для облегчения операций экстракции и очистки. Корпус, мешалка и дверь выполнены из нержавеющей стали, скребки - из полиоксиметилена, который отличается высокой прочностью и обеспечивает качественную очистку резервуара.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Воздушное охлаждение конденсатора</li>
<li>Вал мешалки с двойным уплотнением</li>
<li>Саморегулирующиеся и долговечные скребки для работы во влажных помещениях и при низких температурах</li>
<li>Переключатель размораживания резервуара для перезапуска каждой мешалки</li>
<li>Противоскользящее покрытие для бака</li>
<li>Инвертор с рампой ускорения для мешалки для защиты трансмиссии от любых механических нагрузок</li>
<li>Возможность активации цикла заморозки даже во время извлечения</li>
<li>Полная интеграция инвертора и электроники</li>
<li>Акустические и визуальные индикаторы неисправностей</li>
<li>Контроль консистенции Ad Hoc для производства кремообразного, плотного и сухого мороженого</li>
<li>Настраиваемые рецепты для получения нужной консистенции, плотности и удобоукладываемости</li>
<li>Горизонтальный цилиндр</li>
<li>Электронный контроллер</li>
<li>61 программа</li>
<li>Функция размораживания цилиндра</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка за цикл: от 1,15 до 3,7 кг</li>
<li>Производительность: 20 л/час</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/344805"">Подставка на колесах</a></li>
<li><a href=""https://entero.ru/item/344806"">Душирующее устройство</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344656,для твердого мороженого,220 В,1.6 кВт,435 мм,798 мм,692 мм,103 кг,Италия,1,550x900x850 мм,0,https://entero.ru/manuals/419628/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20STAF59%20HTX200%20A%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,90 кг,15 кг/ч,,,,,,,
https://cdn.entero.ru/mp@2x/df/8f/df8f2fa5dac37ab4825abdc47bcb8abb.jpg,Батч-фризер для мороженого CARPINI MASTER20 W,Батч-фризер для мороженого CARPINI MASTER20 W,993058,RUB,Да,CARPINI,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/376056,"<p>Напольный батч-фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376056"">CARPINI MASTER20 W</a></b> используется в барах, кафе и других предприятиях общественного питания, в специальных отделах развлекательных и торговых центров для приготовления и подачи твердого мороженого, джелато или сорбета. Модель оснащена горизонтальным цилиндром, трехлопастной мешалкой, электронным контроллером с сенсорным дисплеем TouchScreen, душирующим устройством и 4 поворотными колесами с тормозом Корпус выполнен из нержавеющей стали, цилиндр, дверь и основание мешалки - из нержавеющей стали AISI 304, лопасти мешалки - из полимера.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 автоматических режима</li>
<li>Ручной режим приготовления</li>
<li>Функция оттайки</li>
<li>Саморегулирующиеся скребки</li>
<li>Водяное охлаждение конденсатора</li>
<li>Герметичный компрессор</li>
<li>Опорная полка для установки емкости для мороженого</li>
<li>Большой размер выходного люка: для быстрого извлечения джелато в полуавтоматическом режиме</li>
<li>Климатический класс SN/N</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка за цикл: от 2,5 до 6 кг</li>
<li>Производительность: 30 кг/час (36 л/час)</li>
<li>Продолжительность цикла: от 10 до 15 мин.</li>
</ul>",376056,для твердого мороженого,380 В,3.5 кВт,560 мм,915 мм,1480 мм,230 кг,Китай,1,660x1005x1630 мм,0,,1079411,,,,1,10 л,,напольный,,10 л,
https://cdn.entero.ru/mp@2x/96/b9/96b9afe5f82b7f8dc47c3251a975001c.jpg,Батч-фризер для мороженого CARPINI MASTER30 W,Батч-фризер для мороженого CARPINI MASTER30 W,1188889,RUB,Да,CARPINI,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/356489,"<p>Напольный батч-фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356489"">CARPINI MASTER30 W</a></b> используется в барах, кафе и других предприятиях общественного питания, в специальных отделах развлекательных и торговых центров для приготовления и подачи твердого мороженого, джелато или сорбета. Модель оснащена горизонтальным цилиндром, трехлопастной мешалкой и электронным контроллером с сенсорным дисплеем TouchScreen. Корпус выполнен из нержавеющей стали, цилиндр, дверь и основание мешалки – из нержавеющей стали марки AISI 304, лопасти мешалки – из полимера.</p>

<p><b>Особенности:</b></p>

<ul>
<li>3 автоматических режима приготовления</li>
<li>Ручной режим</li>
<li>Широкая воронка для удобства загрузки ингредиентов</li>
<li>Быстрая выгрузка готового продукта в полуавтоматическом режиме через люк большого диаметра</li>
<li>Герметичный компрессор</li>
<li>Водяное охлаждение конденсатора</li>
<li>Функция оттайки</li>
<li>Высокопрочные саморегулирующиеся скребки</li>
<li>Опорная полка для тары под готовый продукт</li>
<li>Душирующее устройство для удобства очистки</li>
<li>4 поворотных колеса со стопорным ограничителем для легкой транспортировки</li>
<li>Экологически безопасный хладагент R404a</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 2 до 25 °С</li>
<li>Максимальная относительная влажность: 60%</li>
</ul>
</li>
<li>Максимальная производительность: 54 л/ч</li>
<li>Диапазон длительности цикла: от 10 до 15 мин.</li>
<li>Загрузка за цикл: от 3 до 9 кг</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",356489,для твердого мороженого,380 В,4.1 кВт,560 мм,915 мм,1480 мм,290 кг,Китай,1,660x1005x1630 мм,0,https://entero.ru/manuals/458515/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,250 кг,45 кг/ч,1,15 л,,напольный,,15 л,
https://cdn.entero.ru/mp@2x/79/98/7998956e2ebcb66c72632fb75ce2a24b.jpg;https://cdn.entero.ru/mp@2x/da/c1/dac16211f40c48ccf96cb655e7a7bf8d.jpg,Батч-фризер для мороженого STAF59 BFX400 W,Батч-фризер для мороженого STAF59 BFX400 W,1421423,RUB,Да,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/344661,"<p>Батч-фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/344661"">STAF59 BFX400 W</a></b> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления твердого мороженого и джелато. Модель оснащена прямым приводом с редукторами для снижения вибраций и колебаний, а также предотвращения проскальзывания, регулировки и замены ремней. Прозрачная двойная крышка позволяет контролировать трансформацию смеси на протяжении всего этапа работы и позволяет безопасно загрузить ингредиенты при работающей мешалке. Корпус и мешалка выполнены из нержавеющей стали, скребки - из полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Водяное охлаждение конденсатора</li>
<li>Вал мешалки с верхним уплотнением</li>
<li>Саморегулирующиеся и долговечные боковые и нижние скребки </li>
<li>Переключатель размораживания резервуара для облегчения перезапуска каждой мешалки</li>
<li>Противоскользящее покрытие для бака</li>
<li>Инвертор с рампой ускорения мешалки для защиты трансмиссии от любых механических нагрузок</li>
<li>Возможность активации цикла заморозки даже во время экстракции</li>
<li>Кран на уровне дна резервуара</li>
<li>Бортовой компьютер с 61 программой: каждая программа работает легко и автоматически, с заданными параметрами или вручную.</li>
<li>Регулировка скорости мешалки</li>
<li>1 программа смешивания: для смешивания, взбивания и мытья</li>
<li>40 программ заморозки партии с контролем плотности Ad Hoc</li>
<li>1 программа заморозки/охлаждения партии с контролем времени</li>
<li>5 программ пакетной заморозки/охлаждения/консервирования с контролем температуры</li>
<li>7 программ контроля плотности заморозки партии</li>
<li>7 цепных программ для комбинации до 5 различных программ</li>
<li>Динамическое изменение текущих циклов</li>
<li>Многоязычный дисплей с визуальными, буквенно-цифровыми или графическими сигналами текущего цикла</li>
<li>Изменяемая скорость мешалки для работы с джелато/мороженым с различной структурой</li>
<li>Регулирование температуры с помощью ПИД (пропорционально-интегрально-дифференциального)</li>
<li>Полная интеграция инвертора и электроники</li>
<li>Акустические и визуальные индикаторы неисправностей</li>
<li>Контроль консистенции Ad Hoc для производства кремообразного, плотного и сухого мороженого</li>
<li>Настраиваемые рецепты для получения нужной консистенции, плотности и удобоукладываемости</li>
<li>Вертикальный цилиндр с верхней загрузкой</li>
<li>Крышка с датчиком остановки вращения мешалки</li>
<li>Электронный контроллер</li>
<li>Функция размораживания цилиндра</li>
<li>Душирующее устройство</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер дисплея: 2,5""</li>
<li>Загрузка за цикл: от 2,3 до 5,75 кг</li>
<li>Производительность: 40 л/час</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",344661,для твердого мороженого,380 В,4 кВт,600 мм,836 мм,1335 мм,195 кг,Италия,1,710x950x1480 мм,0,https://entero.ru/manuals/419657/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20STAF59%20BFX400%20W%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,1545025,,180 кг,34 кг/ч,,,,напольный,,,
https://cdn.entero.ru/mp@2x/dd/79/dd79c18e6005c5acaa75ee449462f30a.jpg;https://cdn.entero.ru/mp@2x/3b/36/3b364f825a41e6ab6c3c7c603626459b.jpg;https://cdn.entero.ru/mp@2x/6c/48/6c484185e2dd93819e65b7088d33f8bc.jpg;https://cdn.entero.ru/mp@2x/4f/71/4f717e9444b1b2c75f43d4dccfa4b0f9.jpg,Фризер для мягкого мороженого CRYSTAL EFE 1600 AP,Фризер для мягкого мороженого CRYSTAL EFE 1600 AP,1432049,RUB,Да,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/368869,"<p>Фризер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368869""><b class=""b"">CRYSTAL EFE 1600 AP</b></a> используется на предприятиях общественного питания и торговли для приготовления мягкого мороженого и десертов путем смешивания сухой смеси с молоком или водой. Модель оснащена механическим управлением с переключателем режимов, гравитационной подачей смеси, воздушным или водяным охлаждением, мешалкой в бункере и помпой. Мешалка выполнена из нержавеющей стали, ножи - из пластика.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 250 порций по 75 г. в час</li>
<li>Загрузка за цикл:
<ul>
<li>Бункер: 11 л</li>
<li>Цилиндр: 1,7 л</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",368869,для мягкого мороженого,220 В,2.4 кВт,450 мм,670 мм,840 мм,125 кг,Турция,,,0,https://entero.ru/manuals/487358/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CRYSTAL.pdf,1523456,,,18.7 кг/ч,2,,,настольный,Да,11 л,
https://cdn.entero.ru/mp@2x/20/09/2009b5236ac563ae623212db911f886e.jpg,Батч-фризер для мороженого CRYSTAL Pro 9,Батч-фризер для мороженого CRYSTAL Pro 9,1767128,RUB,Да,,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/368648,"<p>Батч-фризер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368648""><b class=""b"">CRYSTAL Pro 9</b></a> используется в барах, кафе, на открытых летних площадках, в специальных отделах супермаркетов и торговых центрах для приготовления твердого мороженого джелато и сорбета. Модель оснащена сенсорной панелью управления для контроля количества смеси в цилиндре. Мешалка выполнена из нержавеющей стали, ножи - из пластика, душирующее устройство - из стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Водяное охлаждение</li>
<li>Возможность полностью приостановить и возобновить цикл приготовления во время работы</li>
<li>Конструкция с горизонтальным цилиндром прямого расширения</li>
<li>Функция двойного инвертора: для раздельного управления системой охлаждения и двигателем мешалки</li>
<li>Адаптивная технология охлаждения<br>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка за цикл: от 2 до 9 кг</li>
<li>Объем готового джелато: от 3 до 12,5 л</li>
</ul>",368648,для твердого мороженого,380 В,10.2 кВт,550 мм,730 мм,1420 мм,300 кг,Турция,,,0,,1900138,,,от 12 до 54 кг/ч,1,9 л,,напольный,,9 л,
https://cdn.entero.ru/mp@2x/5f/4e/5f4eb678c3512638ab0b0c17838ea1e1.jpg,Фризер для жареного мороженого Hurakan HKN-FIC10,Фризер для жареного мороженого Hurakan HKN-FIC10,45059,RUB,Нет,Hurakan,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/71815,"<p>Фризер для жареного мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71815"">Hurakan HKN-FIC10</a></b> используется на предприятиях общественного питания и торговли для приготовления мороженного ""жареный ролл"" на ""ультрахолодной сковороде"". Модель оснащена круглой рабочей поверхностью и колесами для легкого перемещения оборудования. </p>

<p>В комплект поставки входят 2 лопатки. </p>

<p><b>Особенности: </b></p>

<ul>
<li>Хладагент: R410a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр поверхности: 330 мм</li>
</ul>",71815,для жареного мороженого,220 В,1.3 кВт,580 мм,470 мм,660 мм,41.6 кг,Китай,1,670x550x730 мм,0,https://entero.ru/manuals/416883/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-FIC10.pdf;https://entero.ru/manuals/454778/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-FIC10.pdf;https://entero.ru/manuals/467289/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Hurakan.pdf,47935,https://vk.com/video_ext.php?oid=-177656185&id=456239293&hd=2&autoplay=0,25 кг,,1,,,настольный,,,
https://cdn.entero.ru/mp@2x/20/cf/20cf86dd7b23ec58d339a17c3c402482.jpg,Батч-фризер для мороженого CARPINI IC3 A,Батч-фризер для мороженого CARPINI IC3 A,381832,RUB,Нет,CARPINI,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/356487,"<p>Настольный батч-фризер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/356487"">CARPINI IC3 A</a></b> используется в барах, кафе и других предприятиях общественного питания, в специальных отделах развлекательных и торговых центров для приготовления и подачи твердого мороженого, джелато или сорбета. Модель оснащена вертикальным цилиндром с верхней загрузкой, электронным контроллером с цифровым дисплеем и устойчивыми опорами. Корпус выполнен из нержавеющей стали, цилиндр, мешалка и люк для выгрузки – из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматические режимы приготовления:
<ul>
<li>Время</li>
<li>Температура</li>
</ul>
</li>
<li>Быстрая выгрузка готового продукта в полуавтоматическом режиме через люк</li>
<li>Герметичный компрессор</li>
<li>Воздушное охлаждение конденсатора</li>
<li>Высокопрочные долговечные саморегулирующиеся скребки</li>
<li>Прозрачная крышка для визуального контроля процесса</li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Экологически безопасный хладагент R404a</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 2 до 25 °С</li>
<li>Максимальная относительная влажность: 60%</li>
</ul>
</li>
<li>Производительность: от 8 до 10 л/ч</li>
<li>Диапазон длительности цикла: от 15 до 20 мин.</li>
<li>Загрузка за цикл: от 1 до 2 кг</li>
</ul>",356487,для твердого мороженого,220 В,1 кВт,547 мм,554 мм,430 мм,74 кг,Китай,1,650x655x570 мм,0,https://entero.ru/manuals/458513/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,415035,,65 кг,,1,5 л,,настольный,,5 л,
https://cdn.entero.ru/mp@2x/93/b9/93b9488ad70a9a48ab85d1ca6a47093d.jpg,Фризер для мороженого Carpigiani Softybar,32348,0,RUB,Нет,Carpigiani,Профоборудование,Оборудование для кафе-мороженого,Фризеры для мороженого,https://entero.ru/item/112153,"<p>Фризер для мороженого <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112153"">Carpigiani Softybar</a></b> используется на предприятиях общественного питания и торговли для производства мягкого итальянского мороженого и замороженных йогуртов. Модель оснащена электронной панелью управления с многофункциональным дисплеем, на котором отображается консистенция мороженого, уровень смеси, взбитость продукта, режим мойки и ночного хранения.</p>

<p>В комплект поставки входят насадка для получения рожков традиционной формы и 2 дополнительные насадки для раскладки мороженого в стаканчики, трубочки и тарталетки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ночное хранение</li>
<li>Бункер установленный на выдвижном поддоне</li>
<li>Мешалка с двойной спиралью и контрвалом из нержавеющей стали</li>
<li>Перистальтическая (шестеренчатая) помпа нагнетает сырьё с воздухом в цилиндр, взбитость мороженого 0-40%</li>
<li>Заливка смеси снизу</li>
<li>Охлаждаемый вентилируемый отсек</li>
<li>Вертикальная вентиляция</li>
<li>Аппарат можно устанавливать непосредственно у стены, так как воздух, необходимый для охлаждения, засасывается с боков и выходит через верх</li>
<li>Все детали доступны и легко снимаются</li>
<li>Компактные размеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 180 порций в час</li>
<li>Вес порции: 75 г</li>
</ul>",112153,для мягкого мороженого,220 В,1.6 кВт,290 мм,580 мм,870 мм,,Италия,,,0,,,,88 кг,12 кг/ч,1,5 л,,настольный,,5 л,Да
