Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вместимость ножей
https://cdn.entero.ru/mp@2x/dd/be/ddbe82e0005b345e5b415e0d8c2ec4c1.jpg,Стерилизатор для ножей Airhot KS-15,D9486,15613,RUB,Да,Airhot,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/168348,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/168348"">Airhot KS-15</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена ультрафиолетовой обработкой, которая не разрушает структуру материала и препятствует распространению микроорганизмов, и таймером на 60 минут. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ресурс лампы: 1000 часов</li>
<li>Габариты в упаковке: 520x230x680 мм</li>
</ul>",168348,ультрафиолетовый,220 В,0.15 кВт,450 мм,160 мм,600 мм,10 кг,Китай,1,520x320x680 мм,0,https://entero.ru/manuals/194370/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20KS-15.pdf;https://entero.ru/manuals/359618/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,16435,,9 кг,от 15 до 20 шт.
https://cdn.entero.ru/mp@2x/94/48/9448952f829a67fd86026bf363c13df1.jpg,Стерилизатор для ножей ATESY СТУ-1-376-02-1,Стерилизатор для ножей ATESY СТУ-1-376-02-1,23362,RUB,Да,ATESY,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/125279,"<p>Стерилизатор<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125279"">ATESY СТУ-1-376-02-1</a> </b>предназначен для обеззараживания ножей и других инструментов на предприятиях общественного питания и торговли. Модель оснащена бактерицидными лампами низкого давления, таймером с 0 до 60 мин. и замком для сохранности ножей. Корпус выполнен из нержавеющей стали AISI430, дверь - из тонированного стекла, держатель - из нержавеющей стали, колба - из увиолевого стекла.</p>

<p>В комплект поставки входит магнитная планка, обеспечивающие размещение в стерилизаторе помимо ножей любого другого металлического кухонного инструмента.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутная лампа низкого давления ДРБ 8-1</li>
<li>Обеззараживание происходит за счет воздействия ультрафиолетовых лучей</li>
<li>Устройство автоматического отключения работы лампы при открывании двери</li>
<li>Для крепления к стене</li>
<li>Усиленные петли двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер ножа:
<ul>
<li>Длина ручки: 140 мм</li>
<li>Длина лезвия: 280 мм</li>
</ul>
</li>
<li>Длина магнитной планки: 376 мм</li>
<li>Мощность бактерицидного потока лампы: 0,00016 кВт</li>
<li>Средний срок службы лампы: 5000 часов</li>
<li>Таймер: до 60 мин.</li>
</ul>",125279,ультрафиолетовый,220 В,0.008 кВт,465 мм,145 мм,605 мм,25 кг,Россия,1,540x630x170 мм,0,https://entero.ru/manuals/134878/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A1%D0%A2%D0%A3-1-18-02-1.pdf;https://entero.ru/manuals/134879/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/134880/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/280382/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,24853,https://vk.com/video_ext.php?oid=-177656185&id=456239230&hd=2&autoplay=0,24 кг,
https://cdn.entero.ru/mp@2x/b0/05/b00571c6c831e04551beb9ba449d0491.jpg,Стерилизатор для ножей КОБОР SK-15,Стерилизатор для ножей КОБОР SK-15,24476,RUB,Да,КОБОР,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/77295,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/77295"">Кобор SK-15</a> </b>используется на предприятиях пищевых отраслей промышленности, торговли и общественного питания для обеззараживания ножей и других инструментов. Прибор оснащен съемным держателем для ножей, таймером и полупрозрачной дверцей с замком.</p>",77295,ультрафиолетовый,220 В,0.011 кВт,480 мм,150 мм,600 мм,,Россия,,,0,https://entero.ru/manuals/90186/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9A%D0%BE%D0%B1%D0%BE%D1%80%20SK-15.pdf;https://entero.ru/manuals/90220/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,26038,https://vk.com/video_ext.php?oid=-177656185&id=456240587&hd=2&autoplay=0,,15 шт.
https://cdn.entero.ru/mp@2x/f4/f0/f4f0947946e82cb035e9fa47465b9532.jpg;https://cdn.entero.ru/mp@2x/a6/bd/a6bd4e6613c339ad871735f036f0132b.jpg,Стерилизатор для ножей Luxstahl СН-1,мко737,28128,RUB,Да,Luxstahl,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/126084,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126084"">Luxstahl СН-1</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена обработкой с помощью ламп, которая не разрушает структуру материала и препятствует распространению микроорганизмов. Дверь выполнена из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемый таймер автоматического отключения</li>
<li>Концевой выключатель двери</li>
</ul>",126084,ультрафиолетовый,220 В,0.02 кВт,500 мм,170 мм,600 мм,,Россия,,,0,,,,,15 шт.
https://cdn.entero.ru/mp@2x/42/92/4292febb841e26ee48cb0ffe10f3906f.jpg,Стерилизатор для ножей Hurakan HKN-UVA12,213961,15961,RUB,Да,Hurakan,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/128733,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128733""><b class=""b"">Hurakan</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128733""><b class=""b"">HKN-UVA12</b></a> предназначена для обеззараживания и дезинфекции ножей на предприятиях общественного питания и торговли. Модель оснащена ультрафиолетовой лампой и таймером времени стерилизации. Корпус выполнен из нержавеющей стали, дверца - из пластика.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Макс. время обработки: 60 мин.</li>
</ul>",128733,ультрафиолетовый,220 В,0.01 кВт,500 мм,150 мм,615 мм,6.6 кг,Китай,1,530x180x640 мм,47,https://entero.ru/manuals/414894/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-UVA12.pdf;https://entero.ru/manuals/414895/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454556/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-UVA12.pdf,,,5.7 кг,12 шт.
https://cdn.entero.ru/mp@2x/8b/15/8b1588006bada6f454ff98476e5df423.jpg,Стерилизатор для ножей ITERMA СТН-18L,C8496,18601,RUB,Да,ITERMA,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/163548,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/163548"">ITERMA СТН-18L</a></b> используется для обеззараживания и дезинфекции различного кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена ультрафиолетовой лампой и дверцей с тонированным защитным стеклом. Конструктивные элементы стерилизатора выполнены из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитный микровыключатель в дверце</li>
<li>Защитная решетка УФ-лампы от механических повреждений</li>
<li>Съемный держатель ножей</li>
<li>Таймер на максимальное время обработки - 60 мин.</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина волны: от 205 до 315 нм</li>
<li>Габариты в упаковке: 450x200x610 мм</li>
</ul>",163548,ультрафиолетовый,220 В,0.008 кВт,400 мм,156 мм,605 мм,,Россия,,,0,https://entero.ru/manuals/522386/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20ITERMA%20%D0%A1%D0%A2%D0%9D-18L.jpg,19580,,4.3 кг,18 шт.
https://cdn.entero.ru/mp@2x/24/96/2496c12c82a917362d81ee19b70bddff.jpg,Стерилизатор для ножей VIATTO VA-UVKB2,Стерилизатор для ножей VIATTO VA-UVKB2,19754,RUB,Да,VIATTO,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/203702,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203702""><b class=""b"">VIATTO VA-UVKB2</b></a> используется для обеззараживания и дезинфекции ножей и другого кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена решеткой-держателем. Корпус выполнен из нержавеющей стали, дверца - из акрила с защитой от УФ-излучения.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Таймер: 60 мин</li>
<li>УФ-лампа: 8 Вт</li>
<li>
<p>Габариты в упаковке: 480х140х620 мм</p>
</li>
</ul>",203702,ультрафиолетовый,220 В,0.008 кВт,440 мм,125 мм,590 мм,6.95 кг,Китай,1,480x140x620 мм,19,https://entero.ru/manuals/408435/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-UVKB2.pdf;https://entero.ru/manuals/408438/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,20794,,6.05 кг,20 шт.
https://cdn.entero.ru/mp@2x/d5/75/d575d23ec00f10225d861cf67a80a9bf.jpg,Стерилизатор для ножей ATESY СТУ-2-752-02-1,Стерилизатор для ножей ATESY СТУ-2-752-02-1,35714,RUB,Да,ATESY,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/125280,"<p>Стерилизатор<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125280""><b class=""b""> ATESY СТУ-2-36-02 </b></a>предназначен для обеззараживания ножей и других инструментов на предприятиях общественного питания и торговли. Модель оснащена бактерицидными лампами низкого давления, таймером с 0 до 60 мин. и замком для сохранности ножей. Корпус выполнен из нержавеющей стали AISI430, дверь - из тонированного стекла, держатель - из нержавеющей стали, колба - из увиолевого стекла.</p>

<p>В комплект поставки входит нержавеющий магнитный держатель, обеспечивающий размещение в стерилизаторе помимо ножей любого другого металлического кухонного инструмента.</p>

<p><span style=""color:#FF0000;"">Минимальный заказ: 10 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Ртутная лампа низкого давления ДРБ 8-1</li>
<li>Обеззараживание происходит за счет воздействия ультрафиолетовых лучей</li>
<li>Устройство автоматического отключения работы лампы при открывании двери</li>
<li>Для крепления к стене</li>
<li>Усиленные петли двери</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальный размер ножа:
<ul>
<li>Длина ручки: 140 мм</li>
<li>Длина лезвия: 280 мм</li>
</ul>
</li>
<li>Длина магнитной планки: 376 мм</li>
<li>Мощность бактерицидного потока лампы: 0,00016 кВт</li>
<li>Средний срок службы лампы: 5000 часов</li>
</ul>",125280,ультрафиолетовый,220 В,0.08 кВт,900 мм,145 мм,605 мм,33 кг,Россия,1,640x935x170 мм,0,https://entero.ru/manuals/134883/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%A1%D0%A2%D0%A3-2-36-02.pdf;https://entero.ru/manuals/134881/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/134882/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/280395/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239230&hd=2&autoplay=0,32 кг,36 шт.
https://cdn.entero.ru/mp@2x/ab/cb/abcbff3fc6a78dd0c5e8bbe00f6bfb8a.jpg,Стерилизатор для ножей KAYMAN СН-1-18-Р А,381383,19107,RUB,Да,KAYMAN,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/232103,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232103"">KAYMAN СН-1-18-Р А</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена ртутной лампой, таймером от 0 до 60 мин., легкосъемной решеткой-держателем для ножей и дверью с замком. Корпус выполнен из нержавеющей стали AISI430, дверца - из тонированного стекла, обеспечивающего защиту персонала от ультрафиолетовых лучей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое отключение при открывании к двери</li>
<li>Крепление к стене</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность бактерицидного потока: 0,16 кВт</li>
<li>Максимальная длина:
<ul>
<li>Ручка ножа: 140 мм</li>
<li>Лезвие: 280 мм</li>
</ul>
</li>
<li>Ширина ячейки: 9 мм</li>
<li>Средний срок службы лампы: 5000 ч</li>
</ul>",232103,ультрафиолетовый,220 В,0.01 кВт,465 мм,145 мм,605 мм,25 кг,Россия,1,630x540x170 мм,29,https://entero.ru/manuals/520170/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20KAYMAN%20%D0%A1%D0%9D-1-18-%D0%A0%20%D0%90.pdf;https://entero.ru/manuals/520171/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,20327,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241491&hash=f4c5de4e5b573ae5,24 кг,18 шт.
https://cdn.entero.ru/mp@2x/b8/83/b883fee8a7ba3f145098f88bd5b99525.jpg,Стерилизатор для ножей VIATTO VA-UVKB1,Стерилизатор для ножей VIATTO VA-UVKB1,18316,RUB,Да,VIATTO,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/203686,"<p>Стерилизатор для ножей <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/203686""><b class=""b"">VIATTO VA-UVKB1</b></a> используется для обеззараживания и дезинфекции ножей и другого кухонного инвентаря на предприятиях общественного питания и торговли. Модель оснащена решеткой-держателем. Корпус выполнен из нержавеющей стали, дверца - из акрила с защитой от УФ-излучения.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Таймер: 60 мин.</li>
<li>УФ-лампа: 8 Вт.</li>
<li>
<p>Габариты в упаковке: 370х150х620 мм</p>
</li>
</ul>",203686,ультрафиолетовый,220 В,0.008 кВт,350 мм,125 мм,590 мм,6 кг,Китай,1,370x150x620 мм,6,https://entero.ru/manuals/408449/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-UVKB1.pdf;https://entero.ru/manuals/359594/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,19909,,5.15 кг,14 шт.
https://cdn.entero.ru/mp@2x/da/bd/dabd19af52f6f6f31733b0c5861bf166.jpg;https://cdn.entero.ru/mp@2x/0c/f0/0cf060fc4cd29265b3cf88b920de8006.jpg,Стерилизатор для ножей KAYMAN СН-1-18-Р-М А,381382,24782,RUB,Да,KAYMAN,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/232108,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/232108"">KAYMAN СН-1-18-Р-М А</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена ртутной лампой, таймером от 0 до 60 мин. и дверью с замком. Корпус выполнен из нержавеющей стали AISI430, дверца - из тонированного стекла, обеспечивающего защиту персонала от ультрафиолетовых лучей.</p>

<p>В комплект поставки входят решетка-держатель и магнитный держатель для ножей.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое отключение при открывании к двери</li>
<li>Крепление к стене</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Мощность бактерицидного потока: 0,16 кВт</li>
<li>Максимальная длина:
<ul>
<li>Ручка ножа: 140 мм</li>
<li>Лезвие: 280 мм</li>
</ul>
</li>
<li>Ширина ячейки: 9 мм</li>
<li>Средний срок службы лампы: 5000 ч</li>
</ul>",232108,ультрафиолетовый,220 В,0.01 кВт,465 мм,145 мм,605 мм,25 кг,Россия,1,630x540x170 мм,25,https://entero.ru/manuals/279169/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-UVA10.doc,,,24 кг,18 шт.
https://cdn.entero.ru/mp@2x/80/9f/809f9b60468d58ace5942075b3e702f7.jpg,Стерилизатор для ножей Airhot KS-20,Стерилизатор для ножей Airhot KS-20,18191,RUB,Да,Airhot,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/355078,"<p>Стерилизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355078"">Airhot KS-20</a></b> используется для дезинфекции ножей путем ультрафиолетового облучения на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена камерой с распашной дверью и электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер с поворотным переключателем для настройки длительности цикла</li>
<li>Автоматическое выключение при открывании двери</li>
<li>Прозрачная дверь с ультрафиолетовым фильтром</li>
<li>Настенный монтаж или настольное размещение</li>
<li>Длительный срок эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная заданная длительность: 20 мин.</li>
<li>Ресурс лампы: 8000 ч</li>
</ul>",355078,ультрафиолетовый,220 В,0.02 кВт,510 мм,160 мм,600 мм,11 кг,Китай,1,580x230x680 мм,0,https://entero.ru/manuals/465508/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Airhot%20KS-20.pdf,,,9.65 кг,20 шт.
https://cdn.entero.ru/mp@2x/bf/4e/bf4e1c25dcd5440d07d52c79e76c799c.jpg;https://cdn.entero.ru/mp@2x/23/62/2362b7c5b3faee31fd6b24dfc89889dc.jpg;https://cdn.entero.ru/mp@2x/5e/e6/5ee6c89e6582b2b568cb86253152c146.jpg,Стерилизатор для ножей Kocateq DH50KS,Стерилизатор для ножей Kocateq DH50KS,19041,RUB,Да,Kocateq,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/123469,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/123469"">Kocateq DH50KS</a> </b>используется на предприятиях общественного питания и торговли. Модель оснащена ультрафиолетовой обработкой, которая не разрушает структуру материала и препятствует распространению микроорганизмов, и таймером на 60 минут. Корпус выполнен из нержавеющей стали AISI 201 толщиной 0,8 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крепление типа гребенка</li>
<li>УФ-лампа Philips мощностью 8 Вт</li>
<li>Отключение лампы при открывании двери</li>
<li>Световые индикаторы подключения к сети и работы аппарата</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Максимальная ширина лезвия ножей: 30 мм</li>
<li>Габариты в упаковке: 550х200х640 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",123469,ультрафиолетовый,220 В,0.08 кВт,440 мм,125 мм,570 мм,,Ю. Корея,,,0,https://entero.ru/manuals/130747/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/280308/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20DH50KS.docx,,,,20 шт.
https://cdn.entero.ru/mp@2x/46/4a/464a5c5812775c149a3d0b4ab5d49351.jpg;https://cdn.entero.ru/mp@2x/7d/c4/7dc46f2632bf1a8bf972c8036a9e59a1.jpg,Стерилизатор для ножей HENDI 281246,Стерилизатор для ножей HENDI 281246,24322,RUB,Да,HENDI,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/290563,"<p>Стерилизатор для ножей <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/290563"">HENDI 281246</a></b> используется на предприятиях общественного питания и торговли. Модель оснащена таймером с индикатором. Корпус и внутренний стелаж выполнены из нержавеющей стали, дверца - из прозрачного плексигласа.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Таймер: 60 мин</li>
</ul>",290563,ультрафиолетовый,220 В,0.025 кВт,510 мм,160 мм,610 мм,,Китай,,,0,,25874,,7.5 кг,14 шт.
https://cdn.entero.ru/mp@2x/28/ce/28cec5c6941c394d0dc804a69c2552d7.jpg,Стерилизатор для ножей OZTI OUV 4757,7912.N1.00014.00 / OUV 4757,23125,RUB,Да,OZTI,Профоборудование,Оборудование для дезинфекции и очистки,Стерилизаторы для ножей,https://entero.ru/item/339987,"<p>Стерилизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/339987"">OZTI OUV 4757</a></b> используется для дезинфекции ножей путем ультрафиолетового облучения на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена камерой с распашной дверью и кабелем питания с вилкой. Корпус и корзина выполнены из нержавеющей стали.</p>

<p>В комплект поставки входят съемная корзина и ключ к замку.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер с поворотным переключателем для настройки длительности цикла</li>
<li>Автоматическое выключение при открывании двери</li>
<li>Дверной замок</li>
<li>Возможность настенного монтажа</li>
<li>Легкость очистки</li>
<li>Длительный срок эксплуатации</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная заданная длительность: 90 мин.</li>
<li>Объем камеры: 0,05 м³</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",339987,ультрафиолетовый,220 В,0.008 кВт,472 мм,120 мм,575 мм,,Турция,,,0,https://entero.ru/manuals/421118/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OUV%204757.pdf;https://entero.ru/manuals/421119/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,14 шт.
