Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Объем,Вес (с упаковкой),Цвет,Гастронормированный,Размер гастроемкости,Вместимость гастроемкостей,Время поддержания температуры,Глубина гастроемкости
https://cdn.entero.ru/mp@2x/2d/1f/2d1f6b28be856b7ab67127fbdfb5f7ac.jpg;https://cdn.entero.ru/mp@2x/cb/ab/cbab7eb7d124410368b732f592ff0149.jpg,Термоконтейнер Nilkamal RIC 100 л синий,RIC 100,21931,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/366159,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366159""><b class=""b"">Nilkamal RIC 100 </b></a>используется в рыбной, мясомолочной промышленности, птицеводстве и сельском хозяйстве для хранения и транспортировки замороженных рыбы, мяса и кондитерских изделий, мороженого, фруктов и овощей, охлажденных напитков, молочных и фармацевтических изделий, а также подходит для посола рыбы и овощей. Модель оснащена крышкой и отличается штабелированием. Корпус с двойными стенками выполнен методом ротоформовки из безопасного LLDPE пластика, изоляционное наполнение - из вспененного полиуретана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможно использование без крышки</li>
<li>Сертификация по ISO 9002</li>
<li>Гигиенический сертификат Российской Федерации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры камеры: 650х430х390 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка</li>
<li><a href=""https://entero.ru/item/366178"">Пробка</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото модель с крышкой, которая в комплект поставки не входит и приобретается отдельно.</span></em></p>",366159,"для пищевой промышленности, медицинский",от -30 до +75 °C,750 мм,530 мм,400 мм,,Индия,,,0,,23838,,14 кг,"для холодных блюд, для напитков, для выпечки, для лекарств",100 л,,синий,,,,,
https://cdn.entero.ru/mp@2x/d8/1b/d81b9856333428dc854ae2cb4cd3b0fc.jpg;https://cdn.entero.ru/mp@2x/24/0f/240f5201eabe621a9742cd2262824ca2.jpg,Термоконтейнер Luxstahl JW-INF100H,Термоконтейнер Luxstahl JW-INF100H,27027,RUB,Да,Luxstahl,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/266368,"<p>Термоконтейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/266368"">Luxstahl JW-INF100H</a></b> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки продуктов питания и готовых блюд с сохранением их температуры неизменной на протяжении относительно длительного периода времени.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость:
<ul>
<li>1х GN 1/1 глубиной 100 мм</li>
<li>2х GN 1/2 глубиной 100 мм</li>
<li>3х GN 1/3 глубиной 100 мм</li>
</ul>
</li>
</ul>",266368,для пищевой промышленности,,630 мм,440 мм,210 мм,,Китай,,,0,,28153,,,"для горячих блюд, для холодных блюд, для выпечки",,,серый,,"GN 1/1 (530х325), GN 1/2 (325x265), GN 1/3 (325x176)","1 шт., 2 шт., 3 шт.",4 ч,100
https://cdn.entero.ru/mp@2x/2d/0a/2d0ad354cb03200f09e3539f15f1062e.jpg,Термоконтейнер Nilkamal RIC 660 л бежевый,RIC 660,83302,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/366170,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366170""><b class=""b"">Nilkamal RIC 660 </b></a>используется в рыбной, мясомолочной промышленности, птицеводстве и сельском хозяйстве для хранения и транспортировки замороженных рыбы, мяса и кондитерских изделий, мороженого, фруктов и овощей, охлажденных напитков, молочных и фармацевтических изделий, а также подходит для посола рыбы и овощей. Модель оснащена крышкой. Корпус с двойными стенками выполнен методом ротоформовки из безопасного пластика, изоляционное наполнение - из вспененного полиуретана.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможно использование без крышки</li>
<li>Сертификация по ISO 9002</li>
<li>Гигиенический сертификат Российской Федерации</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренние размеры камеры: 1165х965х600 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Крышка <a href=""https://entero.ru/item/366174"">RIC 460/660</a></li>
<li><a href=""https://entero.ru/item/366178"">Пробка</a> </li>
<li><a href=""http://<li><a href=&quot;https://entero.ru/item/366182&quot;>Резинка</a></li> </ul>"">Резинка</a></li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото модель с крышкой и резинками, которые в комплект поставки не входят и приобретаются отдельно.</span></em></p>",366170,"для пищевой промышленности, медицинский",от -30 до +75 °C,1230 мм,1030 мм,820 мм,,Индия,,,0,,,,55 кг,"для холодных блюд, для напитков, для выпечки, для лекарств",660 л,,бежевый,,,,,
https://cdn.entero.ru/mp@2x/8b/41/8b41e9d8baf5ebcd7c3637d5f2689223.jpg;https://cdn.entero.ru/mp@2x/c7/37/c7371d303af53df86f5e13a429bca579.jpg;https://cdn.entero.ru/mp@2x/dc/dd/dcddae9752e42f16dd9363f7052dc661.jpg;https://cdn.entero.ru/mp@2x/9b/a7/9ba701a89f07aedad7e9d277b9b46e70.jpg;https://cdn.entero.ru/mp@2x/b0/70/b070d64393b5779f05ad0634fef06db3.jpg;https://cdn.entero.ru/mp@2x/5a/ac/5aac35da881d9a5cf8f5741cbc0f6082.jpg,Термоконтейнер TERMOBOX StP Pro 4332P 22 л 400х300х320 мм (полипропилен) черный,4332P,3126,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/328061,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/328061""><b class=""b"">TERMOBOX StP Pro 4332P </b></a>используется службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для хранения и транспортировки приготовленных блюд, напитков, льда, свежих фруктов и других пищевых продуктов в автономных изотермических условиях. Модель прямоугольно ориентированной формы оснащена съемной плотно прилегающей крышкой. Изделие выполнено из высококачественного вспененного полипропилена (EPP) черного цвета.</p>

<p><b>Особенности:</b> </p>

<ul>
<li>Преимущества материала:
<ul>
<li>Запатентованная технология производства сырьевых гранул</li>
<li>Вибродемпфирующая структура: ударопрочность</li>
<li>Низкая теплопроводность: высокоэффективная термоизоляция</li>
<li>Влагостойкость: предотвращение появления плесени</li>
<li>Устойчивость к температурным перепадам, солнечным лучам и химическим взаимодействиям</li>
<li>Сертифицированная безопасность для пищевой промышленности</li>
<li>​Малый вес </li>
</ul>
</li>
<li>Возможность использования в качестве сиденья либо столика</li>
<li>Текстурная поверхность для предотвращения скольжения</li>
<li>Выемки на уголках для легкого открывания</li>
<li>Интегрированные в боковые стенки рукоятки для удобства транспортировки</li>
<li>Возможность компактного штабелирования</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Плотность материала: 55 кг/м³</li>
<li>Максимальная грузоподъемность при захвате за рукоятки: 25 кг</li>
<li>Максимальная нагрузка при штабелировании: 125 кг</li>
<li>Толщина стенок: 25 мм</li>
<li><b>​</b>Внутренние габариты: 350х250х254 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Гелевый хладоаккумулятор Eutecma ICECATCH Gelpack:
<ul>
<li><a href=""https://entero.ru/item/328083"">230 г</a></li>
<li><a href=""https://entero.ru/item/328084"">460 г</a></li>
<li><a href=""https://entero.ru/item/328085"">690 г</a></li>
</ul>
</li>
<li> Ременная переноска <a href=""https://entero.ru/item/328080"">300х400 мм</a></li>
<li>Альтернативное цветовое исполнение</li>
</ul>",328061,для пищевой промышленности,от -40 до 120 °C,400 мм,300 мм,320 мм,,Россия,,,0,https://entero.ru/manuals/389635/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,0.8 кг,"для горячих блюд, для холодных блюд, для напитков",22 л,,черный,,,,24 ч,
https://cdn.entero.ru/mp@2x/23/ed/23edb205f4b246f30053304070fc6688.jpg;https://cdn.entero.ru/mp@2x/e3/48/e348e39f9ce09900a426621934909191.jpg;https://cdn.entero.ru/mp@2x/52/1f/521f544463dba20d89f768f05b4e03ba.jpg;https://cdn.entero.ru/mp@2x/73/1b/731b9698a24c3902a17dfbf3f25dcf8f.jpg;https://cdn.entero.ru/mp@2x/a8/b3/a8b3232ce7ed82b114fbcea8b79577f3.jpg;https://cdn.entero.ru/mp@2x/33/b9/33b9a26738ae23893b5847649ae587cd.jpg;https://cdn.entero.ru/mp@2x/b5/51/b5514501f701b20ae3954674a57cc18b.jpg,Термоконтейнер Kocateq CN13,Термоконтейнер Kocateq CN13,7987,RUB,Да,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/321821,"<p>Термоконтейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/321821"">Kocateq CN13</a></b> предназначен для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Цельнолитая двухслойная конструкция с инжекцией изготовлена из пенополиуретана высокой плотности, внутренняя емкость - из нержавеющей стали Aisi 201, клапан, защелки и ручки - из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без подогрева</li>
<li>Цилиндрической формы с верхней загрузкой</li>
<li>Клапан компенсации давления в крышке</li>
<li>2 защелки для надежной фиксации крышки</li>
<li>Складные ручки для переноски контейнера утоплены в корпус</li>
<li>Закругленная поверхность дна для простоты очистки</li>
<li>Сохраняет тепло и холод, соответствуя требованиям стандартов HACCP</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: синий, красный или коричневый</li>
<li>Толщина тепловой изоляции: 22 мм</li>
<li>Внутренние размеры: ⌀235х377 мм</li>
<li>Габариты упаковки: 320х320х450 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный уплотнитель на защелки</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера в альтернативном цветовом исполнении!</span></em></p>",321821,для пищевой промышленности,от -20 до 100 °C,305 мм,305 мм,445 мм,,Ю. Корея,,,0,https://entero.ru/manuals/385335/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/385336/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/504738/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20CN13.pdf,10649,,3 кг,"для горячих блюд, для холодных блюд",16.3 л,,"коричневый, синий, красный",,,,5 ч,
https://cdn.entero.ru/mp@2x/23/37/2337f8fb4a415d2d704cb0edd85c7336.jpg,Термос профессиональный NORMA THIN17L6,Термос профессиональный NORMA THIN17L6,10076,RUB,Да,NORMA,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/214706,"<p>Профессиональный термос​ <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/214706""><b class=""b"">NORMA THIN17L6 </b></a>предназначен для поддержания температуры горячих блюд и их перемещения на предприятиях общественного питания и торговли. Модель оснащена крышкой с защёлками, эргономичной ручкой и пластиковой накладкой на дне. Корпус изделия выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Диаметр: 300 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",214706,,,300 мм,300 мм,250 мм,,Китай,,,0,https://entero.ru/manuals/481012/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,10496,,5.58 кг,,17 л,,нерж. сталь,,,,,
https://cdn.entero.ru/mp@2x/cf/e6/cfe676522b6a8c0fd05a21cb427f5652.jpg,Термос ROAL TRM-17,Термос ROAL TRM-17,10311,RUB,Да,ROAL,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/370293,"<p>Термос <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370293"">ROAL TRM-17</a> </b>предназначен для хранения и транспортировки в условиях поддержания первоначальной температуры горячих и холодных напитков. Модель цилиндрической формы оснащена крышкой. Изделие выполнено из нержавеющей стали марки 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Верхняя загрузка</li>
<li>Надежная герметичная фиксации крышки </li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стенок: 16 мм</li>
</ul>",370293,для пищевой промышленности,от -20 до 150 °C,310 мм,310 мм,350 мм,2 кг,Китай,,,0,,11208,,,"для напитков, для горячих блюд, для супа",17 л,,нерж. сталь,,,,12 ч,
https://cdn.entero.ru/mp@2x/4e/cd/4ecd17239f8b14f4cb82b8acf4ed81d9.jpg;https://cdn.entero.ru/mp@2x/f1/88/f1889278b627dad5752d1eb89703fb41.jpg;https://cdn.entero.ru/mp@2x/54/48/544841299baa2d4df666b33990de37e4.jpg;https://cdn.entero.ru/mp@2x/b5/59/b5594e9f7224aa9692aaf1cfcaf1ec49.jpg;https://cdn.entero.ru/mp@2x/e8/40/e8400433574a9e8d6c34ea6184e36bbd.jpg;https://cdn.entero.ru/mp@2x/2f/1a/2f1a1a4c030d420bfceb4469e84c3ece.jpg,Термоконтейнер Kocateq CN15,Термоконтейнер Kocateq CN15,11269,RUB,Да,Kocateq,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/321828,"<p>Термоконтейнер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/321828"">Kocateq CN15</a></b> предназначен для поддержания в течение длительного времени готовых блюд в разогретом и охлажденном виде и их доставки до индивидуального пользователя в офисы, школы, банковские учреждения, кейтеринговые компании, на предприятия общественного питания и фабрики-кухни. Цельнолитая двухслойная конструкция с инжекцией изготовлена из пенополиуретана высокой плотности, внутренняя емкость - из нержавеющей стали Aisi 201, клапан, защелки и ручки - из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без подогрева</li>
<li>Цилиндрической формы с верхней загрузкой</li>
<li>Клапан компенсации давления в крышке</li>
<li>2 защелки для надежной фиксации крышки</li>
<li>Складные ручки для переноски контейнера утоплены в корпус</li>
<li>Закругленная поверхность дна для простоты очистки</li>
<li>
<p>Сохраняет жидкость теплой и холодной, соответствуя требованиям стандартов HACCP</p>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: красный или коричневый</li>
<li>Толщина тепловой изоляции: 22 мм</li>
<li>Внутренние размеры: ⌀335х345 мм</li>
<li>Габариты упаковки: 405х405х435 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Дополнительный уплотнитель на защелки</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера в альтернативном цветовом исполнении!</span></em></p>",321828,для пищевой промышленности,от -20 до 100 °C,400 мм,400 мм,435 мм,,Ю. Корея,,,0,https://entero.ru/manuals/385340/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/385341/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/504697/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20CN15.pdf,,,4.8 кг,"для горячих блюд, для холодных блюд",30.4 л,,"коричневый, красный",,,,5 ч,
https://cdn.entero.ru/mp@2x/46/80/46800350e078efb41d3c75d84e978be8.jpg;https://cdn.entero.ru/mp@2x/8b/0b/8b0b3884288396278b4b662ebd5fc18d.jpg;https://cdn.entero.ru/mp@2x/e1/ff/e1ff4b18c39f0acde9d626f5165069c9.jpg;https://cdn.entero.ru/mp@2x/05/18/0518677227836c07512626a253411590.jpg;https://cdn.entero.ru/mp@2x/c8/e1/c8e116985b20cfc4143cedf3efb2b767.jpg;https://cdn.entero.ru/mp@2x/11/cc/11ccceca820d48bdd40f03a9a9d988be.jpg;https://cdn.entero.ru/mp@2x/e9/88/e9882c540eded531fe50d349b61eab0c.jpg;https://cdn.entero.ru/mp@2x/8f/24/8f243e1507b416fda0b0fa011c345677.jpg,"Термоконтейнер Foodatlas Pro 25 л с краном, нержавеющая сталь","Термоконтейнер Foodatlas Pro 25 л с краном, нержавеющая сталь",12676,RUB,Да,Foodatlas,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/290815,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290815""><b class=""b"">Foodatlas Pro 25 л </b></a>предназначен для перемещения горячих и холодных готовых блюд и напитков в разогретом и охлажденном виде в течение нескольких часов. Модель оснащена краном для розлива, герметичной силиконовой прокладкой между корпусом и крышкой, 6 замками-защелками и 2 рукоятками. Корпус выполнен из высококачественной нержавеющей пищевой стали, изоляция – из пенополиуретана, прокладка – из силикона, кран – из нержавеющей стали и ABS-пластика, упаковка – картонная коробка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Клапан для сброса давления</li>
<li>Термоконтейнер не предназначен для нагрева</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочая температура: от -40 до 100 ºС</li>
<li>Теплопроводность: 0,03 Вт/(м·K)</li>
</ul>",290815,для пищевой промышленности,,300 мм,300 мм,380 мм,8.1 кг,Китай,1,380x380x475 мм,0,https://entero.ru/manuals/363935/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20Pro%2025%20%D0%BB%20%D1%81%20%D0%BA%D1%80%D0%B0%D0%BD%D0%BE%D0%BC_%20%D0%BD%D0%B5%D1%80%D0%B6%D0%B0%D0%B2%D0%B5%D1%8E%D1%89%D0%B0%D1%8F%20%D1%81%D1%82%D0%B0%D0%BB%D1%8C.pdf,,,7.36 кг,"для горячих блюд, для холодных блюд, для напитков",25 л,,нерж. сталь,,,,,
https://cdn.entero.ru/mp@2x/05/f3/05f3f82962f7770c13138fa9723e2e2f.jpg;https://cdn.entero.ru/mp@2x/76/ea/76ea70419e1804e4d93c9ce65af55d70.jpg;https://cdn.entero.ru/mp@2x/a5/85/a585f4003bfc0924a9c03438af700a67.jpg,"Термоконтейнер Tribeca TBC100 21 л 635х435х200 мм (полиэтилен) для GN 1/1, GN 1/2, GN 1/3 (h=100 мм)",TBC100,12922,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/330500,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/330500""><b class=""b"">Tribeca TBC100 </b></a>используется службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для хранения и транспортировки приготовленных блюд, льда, свежих фруктов и других пищевых продуктов в автономных изотермических условиях в гастроемкостях или другой подходящей таре. Модель прямоугольно ориентированной формы оснащена съемной плотно прилегающей крышкой. Корпус выполнен из высококачественного полиэтилена низкой плотности (LLDPE) черного цвета, застежки – из прочного нейлона (PA6), термоизоляция – из экологичного пенополиуретана высокой плотности.</p>

<p><span style=""color:#FF0000;"">Гастроемкости не входят в комплект поставки и приобретаются отдельно.</span></p>

<p><b>Особенности:</b> </p>

<ul>
<li>Преимущества материала LLDPE:
<ul>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам, солнечным лучам и коррозии</li>
<li>Безопасность для пищевой промышленности</li>
<li>Возможность 100% переработки</li>
</ul>
</li>
<li>Верхняя загрузка</li>
<li>Цельная бесшовная конструкция благодаря технологии ротационного формования</li>
<li>Возможность использования в качестве сиденья либо столика</li>
<li>Текстурная поверхность для предотвращения скольжения</li>
<li>Внутренние углубления для легкого доступа к гастроемкостям</li>
<li>Надежная фиксация крышки 4 застежками с механизмом легкого открывания</li>
<li>Интегрированные в боковые стенки широкие рукоятки для удобства транспортировки</li>
<li>Возможность компактного штабелирования</li>
<li>Высокоэффективный термоизоляционный слой</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Теплопотери в течение 1 ч для холодных / горячих продуктов: 1 / 1,5 °С</li>
<li>Плотность термоизоляционного слоя: от 38 до 40 кг/м³</li>
<li>Толщина термоизоляционного слоя: 58 мм</li>
<li><b>​</b>Внутренние габариты: 550х350х110 мм</li>
<li>Вместимость гастроемкостей: 
<ul>
<li>GN1/1: 1</li>
<li>GN1/2: 2</li>
<li>GN1/3: 3</li>
</ul>
</li>
</ul>",330500,для пищевой промышленности,от -40 до 100 °C,635 мм,435 мм,200 мм,,Турция,,,0,https://entero.ru/manuals/392013/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Tribeca%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,7.1 кг,"для горячих блюд, для холодных блюд",21 л,,черный,Да,"GN 1/1 (530х325), GN 1/2 (325x265), GN 1/3 (325x176)",,,100
https://cdn.entero.ru/mp@2x/17/2a/172aaca76f36cb25a4d63aa91c931050.jpg;https://cdn.entero.ru/mp@2x/57/bd/57bdd31f9b5e3dee45cd97a71ace5b00.jpg;https://cdn.entero.ru/mp@2x/1c/b1/1cb1b31ee24fa7bddb2309e59287455e.jpg;https://cdn.entero.ru/mp@2x/9a/e3/9ae32ebf8c3f5838dc99ffb622ed14f4.jpg;https://cdn.entero.ru/mp@2x/40/7e/407e5260a361f6fa4662da095b042775.jpg,Термоконтейнер с верхней загрузкой Tribeca 635х435х310 мм (полиэтилен),Термоконтейнер с верхней загрузкой Tribeca 635х435х310 мм (полиэтилен),17032,RUB,Да,,Профоборудование,Оборудование для кейтеринга,Термоконтейнеры,https://entero.ru/item/360165,"<p>Термоконтейнер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/360165""><b class=""b"">Tribeca 635х435х310 мм</b></a> используется службами доставки предприятий общественного питания и пищевой промышленности, а также в быту, во время туристических походов, пикника, рыбалки или дорожных путешествий для хранения и транспортировки приготовленных блюд, льда, свежих фруктов и других пищевых продуктов в автономных изотермических условиях в гастроемкостях или другой подходящей таре. Модель прямоугольно ориентированной формы оснащена съемной плотно прилегающей крышкой. Корпус выполнен из высококачественного полиэтилена низкой плотности (LLDPE) синего цвета, застежки – из прочного нейлона (PA6), термоизоляция – из экологичного пенополиуретана высокой плотности.</p>

<p><span style=""color:#FF0000;"">Гастроемкости не входят в комплект поставки и приобретаются отдельно.</span></p>

<p><b>Особенности:</b> </p>

<ul>
<li>Преимущества материала LLDPE:
<ul>
<li>Ударопрочность</li>
<li>Устойчивость к температурным перепадам, солнечным лучам и коррозии</li>
<li>Безопасность для пищевой промышленности</li>
<li>Возможность 100% переработки</li>
</ul>
</li>
<li>Верхняя загрузка</li>
<li>Цельная бесшовная конструкция благодаря технологии ротационного формования</li>
<li>Возможность использования в качестве сиденья либо столика</li>
<li>Текстурная поверхность для предотвращения скольжения</li>
<li>Внутренние углубления для легкого доступа к гастроемкостям</li>
<li>Надежная фиксация крышки 4 застежками с механизмом легкого открывания</li>
<li>Интегрированные в боковые стенки широкие рукоятки для удобства транспортировки</li>
<li>Возможность компактного штабелирования</li>
<li>Высокоэффективный термоизоляционный слой</li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Теплопотери в течение 1 ч для холодных / горячих продуктов: 1 / 1,5 °С</li>
<li>Плотность термоизоляционного слоя: от 38 до 40 кг/м³</li>
<li>Толщина термоизоляционного слоя: 58 мм</li>
<li><b>​</b>Внутренние габариты: 550х350х210 мм</li>
<li>Вместимость гастроемкостей: 
<ul>
<li>GN1/1: 1</li>
<li>GN1/2: 2</li>
<li>GN1/3: 3</li>
</ul>
</li>
</ul>",360165,для пищевой промышленности,от -40 до 100 °C,635 мм,435 мм,310 мм,10 кг,Турция,1,645x465x332 мм,0,,17928,,8.9 кг,,,,синий,Да,"GN 1/1 (530х325), GN 1/2 (325x265), GN 1/3 (325x176)",,4 ч,200
