Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Дискретность,Наибольший предел взвешивания,Размеры платформы (ШxГ),Стойка,Дисплей,Влагозащищенность,Наименьший предел взвешивания,Печать этикеток
https://cdn.entero.ru/mp@2x/4a/16/4a160ee26eaa528ee89070d643d20ec4.jpg,Торговые весы CAS ER JR-6CBU черные,Торговые весы CAS ER JR-6CBU черные,13838,RUB,Нет,CAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/87284,"<p>Торговые весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87284""><b class=""b"">CAS ER JR-6CBU</b></a> используются на предприятиях общественного питания и торговли. Модель оснащена жидкокристаллическим дисплеем с подсветкой и дублирующим дисплеем со стороны покупателя на стойке, тензометрическим типом измерения и индикацией разрядки батареи.</p>

<p>Платформа выполнена из пластмассы с покрытием из нержавеющей стали.</p>

<p>В комплект поставки входит адаптер питания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс точности: средний</li>
<li>Вычитание массы тары</li>
<li>Расчет стоимости товара</li>
<li>Суммирование стоимости покупки нескольких товаров</li>
<li>Расчет сдачи</li>
<li>Прямая память на 4 товара </li>
<li>Автоматическое выключение в случае отсутствия взвешивания</li>
<li>Питание от сети или встроенного аккумулятора</li>
<li>Зарядка держится без подсветки 180 часов</li>
<li>Пылевлагозащитный кожух </li>
<li>Мембранная клавиатура</li>
<li>Отсоединяемый шнур электропитания</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Наибольший предел взвешивания: 3 / 6 кг</li>
<li>Дискретность отсчета: 1 / 2 г</li>
<li>Напряжение: 220 В</li>
<li>Мощность: не более 0,007 кВт</li>
<li>Размер платформы: 290х209 мм</li>
<li>Габариты: 304x324x419 мм</li>
<li>Вес: 3,6 кг</li>
<li>Вес с упаковкой: 5,52 кг</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Светодиодный дисплей (присутствует Е)</li>
<li>Дополнительная клавиатура вызова товаров из памяти (присутствует М)</li>
<li>Платформа в виде чаши​ (присутствует FT)</li>
<li>Большая платформа 340х255 мм (присутствует LT)</li>
<li>Интерфейс RS-232 (присутствует RS) </li>
<li>Принтер DEP-50M или DLP-50M</li>
</ul>",87284,,,,,,,,,,0,https://entero.ru/manuals/67988/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20ER%20JR-6CBU.pdf;https://entero.ru/manuals/402623/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,14415,,,,,,,,,,,,
https://cdn.entero.ru/mp@2x/fb/7c/fb7c9d4c9cbec20639ecd1a89ecbafcc.jpg;https://cdn.entero.ru/mp@2x/96/67/96671256c2eeb03ffc83af5aaa71d07c.jpg,Весы настольные MAS PM1B-25-3040,Весы настольные MAS PM1B-25-3040,14144,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/377470,"<p>Настольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377470"">MAS PM1B-25-3040</a></b> используются на производственных линиях, на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена влагостойкой клавиатурой и легкочитаемым дисплеем с подсветкой. Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входят аккумулятор и сетевой адаптер.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Счетный режим позволяет быстро посчитать количество одинаковых деталей</li>
<li>Режим усреднения показаний массы при нестабильной нагрузке</li>
<li>Функция дозирования Lo-Ok-Hi</li>
<li>Функция суммирование результатов взвешивания</li>
<li>Совместимость с 1С:Предприятие, Эвотор, Iiko, R-keeper, Artix, Microinvest</li>
<li>Вычитание массы тары до 100% от максимальной нагрузки</li>
<li>Средний класс точности</li>
<li>Класс пылевлагозащиты индикатора IP-54</li>
<li>Класс пылевлагозащиты платформы IP-65</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Действительная цена деления:
<ul>
<li>До 10 кг включительно: 2 гр.</li>
<li>С 10 до 25 кг: 5 гр.</li>
</ul>
</li>
<li>Поверочное деление:
<ul>
<li>До 10 кг включительно: 2 гр.</li>
<li>с 10 до 25 кг: 5 гр.</li>
</ul>
</li>
<li>Продолжительность работы от аккумулятора: 40 ч</li>
<li>Диапазон рабочих температур: от -10 до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",377470,порционные,220 В,0.01 кВт,325 мм,345 мм,125 мм,3 кг,1,380x380x150 мм,0,https://entero.ru/manuals/519545/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf,,,,Россия,Россия,2 гр,25 кг,300х400 мм,Да,,,0.04 кг,
https://cdn.entero.ru/mp@2x/93/aa/93aa7581ea60096dad15a67e4e5ca8dd.jpg;https://cdn.entero.ru/mp@2x/41/cb/41cbaebf4ed2ce9bed61db68d36c311b.jpg,Весы счетные MAS MС2-25,Весы счетные MAS MС2-25,14552,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/377471,"<p>Счетные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377471"">MAS MС2-25</a></b> используются на предприятиях общественного питания и торговли для определения количества изделий весовым методом. Модель оснащена влагостойкой мембранной клавиатурой и жидкокристаллическим дисплеем с отображением 3 значений: масса всех взвешиваемых изделий, масса одного изделия и количество изделий. Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Определение количества единиц товара на основании штучного веса</li>
<li>Измерение массы грузов с высокой скоростью взвешивания</li>
<li>Светодиодная подсветка дисплея с автоматическим уменьшением яркости</li>
<li>Интерфейс RS-232 для подключения к ПК</li>
<li>Функция дозирования в счетном режиме</li>
<li>Автоматическая установка нуля при включении</li>
<li>Комбинированное питание</li>
<li>20 программируемых клавиш быстрого ввода массы образцов товара</li>
<li>Вычитание массы тары до 100 % от максимальной нагрузки</li>
<li>Средний класс точности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цена поверочного деления: 5 гр.</li>
<li>Размер символов на дисплее: 18 мм</li>
<li>Продолжительность работы от аккумулятора: до 120 ч</li>
<li>Диапазон рабочих температур: от - 10 до +40 °С</li>
</ul>",377471,счетные,220 В,0.01 кВт,345 мм,325 мм,120 мм,3 кг,1,380x380x150 мм,0,https://entero.ru/manuals/519523/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MAS%20M%D0%A12-25.pdf;https://entero.ru/manuals/519524/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.pdf;https://entero.ru/manuals/519547/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf,15647,,,Россия,Россия,5 гр,25 кг,310х220 мм,,ЖК,,0.1 кг,
https://cdn.entero.ru/mp@2x/7a/da/7ada646ef01046400adcd1bb1d12a9e7.jpg;https://cdn.entero.ru/mp@2x/bf/8a/bf8a3a9c98413249b4e88fecedcbb5e8.jpg,Весы счетные MAS MС2-05,Весы счетные MAS MС2-05,14552,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/377472,"<p>Счетные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377472"">MAS MС2-05</a></b> используются на предприятиях общественного питания и торговли для определения количества изделий весовым методом. Модель оснащена влагостойкой мембранной клавиатурой и жидкокристаллическим дисплеем с отображением 3 значений: масса всех взвешиваемых изделий, масса одного изделия и количество изделий. Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Определение количества единиц товара на основании штучного веса</li>
<li>Измерение массы грузов с высокой скоростью взвешивания</li>
<li>Светодиодная подсветка дисплея с автоматическим уменьшением яркости</li>
<li>Интерфейс RS-232 для подключения к ПК</li>
<li>Функция дозирования в счетном режиме</li>
<li>Автоматическая установка нуля при включении</li>
<li>Комбинированное питание</li>
<li>20 программируемых клавиш быстрого ввода массы образцов товара</li>
<li>Вычитание массы тары до 100 % от максимальной нагрузки</li>
<li>Средний класс точности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цена поверочного деления: 1 гр.</li>
<li>Размер символов на дисплее: 18 мм</li>
<li>Продолжительность работы от аккумулятора: до 120 ч</li>
<li>Диапазон рабочих температур: от - 10 до +40 °С</li>
</ul>",377472,счетные,220 В,0.01 кВт,345 мм,325 мм,120 мм,3 кг,1,380x380x150 мм,0,https://entero.ru/manuals/519525/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MAS%20M%D0%A12-05.pdf;https://entero.ru/manuals/519526/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.pdf;https://entero.ru/manuals/519549/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf,,,,Россия,Россия,1 гр,5 кг,310х220 мм,,ЖК,,0.02 кг,
https://cdn.entero.ru/mp@2x/c7/fd/c7fd4edaf314ca0debd5704935ce2cd9.jpg;https://cdn.entero.ru/mp@2x/a4/0c/a40c83aba60d281af86f40966e59b7ad.jpg,Весы счетные MAS MС2-10,Весы счетные MAS MС2-10,14552,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/377473,"<p>Счетные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377473"">MAS MС2-10</a></b> используются на предприятиях общественного питания и торговли для определения количества изделий весовым методом. Модель оснащена влагостойкой мембранной клавиатурой и жидкокристаллическим дисплеем с отображением 3 значений: масса всех взвешиваемых изделий, масса одного изделия и количество изделий. Платформа выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Определение количества единиц товара на основании штучного веса</li>
<li>Измерение массы грузов с высокой скоростью взвешивания</li>
<li>Светодиодная подсветка дисплея с автоматическим уменьшением яркости</li>
<li>Интерфейс RS-232 для подключения к ПК</li>
<li>Функция дозирования в счетном режиме</li>
<li>Автоматическая установка нуля при включении</li>
<li>Комбинированное питание</li>
<li>20 программируемых клавиш быстрого ввода массы образцов товара</li>
<li>Вычитание массы тары до 100 % от максимальной нагрузки</li>
<li>Средний класс точности</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цена поверочного деления: 2 гр.</li>
<li>Размер символов на дисплее: 18 мм</li>
<li>Продолжительность работы от аккумулятора: до 120 ч</li>
<li>Диапазон рабочих температур: от - 10 до +40 °С</li>
</ul>",377473,счетные,220 В,0.01 кВт,345 мм,325 мм,120 мм,3 кг,1,380x380x150 мм,0,https://entero.ru/manuals/519527/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20MAS%20M%D0%A12-10.pdf;https://entero.ru/manuals/519528/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82.pdf;https://entero.ru/manuals/519550/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf,15817,,,Россия,Россия,2 гр,10 кг,310х220 мм,,ЖК,,0.04 кг,
https://cdn.entero.ru/mp@2x/85/ea/85ea7a0fadb940037ec9154ff403c552.jpg;https://cdn.entero.ru/mp@2x/d7/9f/d79fffbc87cc118072e62471fbefa4fa.jpg;https://cdn.entero.ru/mp@2x/bf/bc/bfbc49f49dc6e31d2eba11963736d534.jpg,Торговые весы CAS PR-30P LCD с USB,"PR-30P (LCD, II) USB",14886,RUB,Нет,CAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/94335,"<p>Торговые весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/94335""><b class=""b"">CAS PR-30P</b></a> используются на предприятиях общественного питания и торговли. Модель оснащена двухсторонним жидкокристаллическим дисплеем на стойке, автоматическими отключением и переходом в спящий режим.</p>

<p>Платформа выполнена из нержавеющей стали.</p>

<p>В комплект поставки входит аккумулятор.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Уравновешивание тары</li>
<li>Суммирование стоимости покупок</li>
<li>Расчет сдачи</li>
<li>7 клавиш быстрого вызова товаров</li>
<li>6 разрядов для ввода цены за кг</li>
<li>USB-порт</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Разрядность отображения чисел : 6 (масса) / 6 (цена) / 6 (стоимость)</li>
<li>Диапазон рабочих температур: от -10 до 40 °С</li>
<li>Габариты в упаковке: 400х395х190 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Интерфейс RS-232</li>
</ul>",94335,торговые,220 В,0.02 кВт,341 мм,435 мм,474 мм,5 кг,1,480x410x190 мм,0,https://entero.ru/manuals/83910/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20PR-30P.pdf;https://entero.ru/manuals/117750/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20CAS.pdf;https://entero.ru/manuals/402405/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F%20%D0%BD%D0%B0%20CAS%20PR-30P%20LCD%20%D1%81%20USB.pdf,15669,,3 кг,Южная Корея,,от 5 до 10 гр,30 кг,320х210 мм,Да,ЖК,,0.1 кг,
https://cdn.entero.ru/mp@2x/78/73/787398e5d797619596168cd306643d08.jpg;https://cdn.entero.ru/mp@2x/ab/ed/abedfda6f2ebafa6db94d4114a3b9170.jpg;https://cdn.entero.ru/mp@2x/28/2c/282c30ce7b1293ac9904e270ee3db855.jpg,Весы порционные MAS MASter MSW-3,MSW-3,16037,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/227995,"<p>Порционные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227995""><b class=""b"">MAS MSW-3</b></a> используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена мембранной клавиатурой и ярким LED-дисплеем с размером символов 15 мм. Корпус выполнен из нержавеющей стали, крышка грузоприемной платформы - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция компаратор (Hl-Ok-Lo)</li>
<li>Функция чистый / полный вес (Net / Gross)</li>
<li>Высокая скорость взвешивания</li>
<li>Счетный режим</li>
<li>Вычитание массы тары до 100% от максимальной нагрузки</li>
<li>Автоматическая установка нуля при включении</li>
<li>Пылевлагозащитный кожух класса IP-67</li>
<li>Класс точности: III</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от -10 до 40 °С</li>
<li>Питание:
<ul>
<li>От адаптера 12VDC / 1000 mA</li>
<li>От батарей: 6В/4AH</li>
</ul>
</li>
<li>Продолжительность работы от аккумулятора: до 100 часов</li>
<li>НПВ: 15 кг</li>
<li>Габариты в упаковке: 250х290х170 мм</li>
</ul>",227995,порционные,220 В,0.01 кВт,230 мм,265 мм,160 мм,,,,0,https://entero.ru/manuals/274538/%D0%97%D0%B0%D0%BA%D0%BB%D1%8E%D1%87%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BE%D0%B1%20%D1%83%D1%82%D0%B2%D0%B5%D1%80%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B8%20%D1%82%D0%B8%D0%BF%D0%B0%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D0%B9.pdf;https://entero.ru/manuals/274539/%D0%9E%D0%BF%D0%B8%D1%81%D0%B0%D0%BD%D0%B8%D0%B5%20%D1%82%D0%B8%D0%BF%D0%B0%20%D1%81%D1%80%D0%B5%D0%B4%D1%81%D1%82%D0%B2%D0%B0%20%D0%B8%D0%B7%D0%BC%D0%B5%D1%80%D0%B5%D0%BD%D0%B8%D0%B9.pdf;https://entero.ru/manuals/495439/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20MASter%20%D0%B4%D0%BE%2027.03.2027.pdf,,,3.4 кг,Россия,Россия,1 гр,3 кг,260х200 мм,,светодиодный,,0.02 кг,
https://cdn.entero.ru/mp@2x/85/f3/85f3e92360a5a0841c7dd44ef3cc7a3d.jpg,Весы порционные MAS MASter MSWE-30D с дисплеем для клиента,MSWE-30D,17740,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/314314,"<p>Порционные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314314""><b class=""b"">MAS MSWE-30D</b></a> используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена влагозащищенным корпусом, мембранной клавиатурой и яркими светодиоднымы дисплеями для продавца и клиента. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс пылевлагозащиты IP-67</li>
<li>Работа от аккумулятора</li>
</ul>",314314,порционные,220 В,0.01 кВт,230 мм,265 мм,160 мм,4 кг,1,260x300x180 мм,0,https://entero.ru/manuals/377406/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf;https://entero.ru/manuals/495431/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20MASter%20%D0%B4%D0%BE%2027.03.2027.pdf,,,3.4 кг,Россия,Россия,1 гр,3 кг,210х175 мм,,светодиодный,Да,,
https://cdn.entero.ru/mp@2x/4f/e4/4fe476cc593411885e0559b7f7fb3640.jpg,Весы порционные MAS MASter MSWE-03D с дисплеем для клиента,MSWE-03D,17740,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/314316,"<p>Порционные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314316""><b class=""b"">MAS MSWE-03D</b></a> используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена влагозащищенным корпусом, мембранной клавиатурой и яркими светодиоднымы дисплеями для продавца и клиента.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс пылевлагозащиты IP-67</li>
<li>Работа от аккумулятора</li>
</ul>",314316,порционные,220 В,0.01 кВт,230 мм,265 мм,160 мм,4 кг,1,300x260x180 мм,0,https://entero.ru/manuals/377407/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf;https://entero.ru/manuals/495432/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20MASter%20%D0%B4%D0%BE%2027.03.2027.pdf,19283,,3.4 кг,Россия,Россия,1 гр,3 кг,210х175 мм,,светодиодный,Да,,
https://cdn.entero.ru/mp@2x/4e/43/4e433607a245ec7410ca9e6abe497081.jpg,Весы порционные MAS MASter MSWE-06D с дисплеем для клиента,MSWE-06D,17740,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/314318,"<p>Порционные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314318""><b class=""b"">MAS MSWE-06D</b></a> используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена влагозащищенным корпусом, мембранной клавиатурой и яркими светодиоднымы дисплеями для продавца и клиента. Платформа выполнена из нержавеющей стали марки AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс пылевлагозащиты IP-67</li>
<li>Работа от аккумулятора</li>
</ul>",314318,порционные,220 В,0.01 кВт,230 мм,265 мм,160 мм,4 кг,1,300x260x180 мм,0,https://entero.ru/manuals/377408/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf;https://entero.ru/manuals/495433/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20MASter%20%D0%B4%D0%BE%2027.03.2027.pdf,,,3.4 кг,Россия,Россия,1 гр,3 кг,210х175 мм,,светодиодный,Да,,
https://cdn.entero.ru/mp@2x/59/55/5955051097e55b30eb6aa3a0026f0ea4.jpg,Весы порционные MAS MASter MSWE-15D с дисплеем для клиента,MSWE-15D,17740,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/314319,"<p>Порционные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314319""><b class=""b"">MAS MSWE-15D</b></a> используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена влагозащищенным корпусом, мембранной клавиатурой и яркими светодиодными дисплеями для продавца и клиента. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Класс пылевлагозащиты IP-67</li>
<li>Работа от аккумулятора</li>
</ul>",314319,порционные,220 В,0.01 кВт,230 мм,265 мм,160 мм,4 кг,1,300x260x180 мм,0,https://entero.ru/manuals/377409/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf;https://entero.ru/manuals/495434/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20MASter%20%D0%B4%D0%BE%2027.03.2027.pdf,,,3.4 кг,Россия,Россия,1 гр,3 кг,210х175 мм,,светодиодный,Да,,
https://cdn.entero.ru/mp@2x/7d/68/7d6818e5f7fea466ff8afeab80bfa9c7.jpg;https://cdn.entero.ru/mp@2x/4a/6e/4a6e979edefce6db3c4df0b734cede39.jpg;https://cdn.entero.ru/mp@2x/f9/d5/f9d53cbc217978c3a49bba2e7c0e446e.jpg,Весы порционные MAS ProMAS PM1HWS-25-2828,PM1HWS-25-2828,26535,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/314424,"<p>Электронные порционные весы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/314424""><b class=""b"">MAS PM1HWS-25-2828</b></a> используются на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена ЖК-дисплеем и мембранной влагостойкой клавиатурой. Платформа выполнена из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят аккумулятор и сетевой адаптер.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Влагозащита:</li>
<li>Индикатора IP-65</li>
<li>Платформы IP-67</li>
<li>Питание от аккумулятора</li>
<li>Мембранная влагостойкая клавиатура</li>
<li>Счетный режим</li>
<li>Режим усреднения показаний массы при нестабильной нагрузке</li>
<li>Функция дозирования (Lo-Ok-Hi)</li>
<li>Функция суммирование результатов взвешивания</li>
<li>Вычитание массы тары до 100% от максимальной нагрузки</li>
<li>Совместимость с 1С:Предприятие, Эвотор, Iiko, R-keeper, Artix, Microinvest</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер символов: 23 мм</li>
<li>Продолжительность работы от аккумулятора: до 40 часов</li>
<li>Максимальная выборка тары: 25 кг</li>
<li>Потребляемая мощность: не более 0,012 кВт</li>
<li>Питание:
<ul>
<li>От адаптера: 9В, 500 mA</li>
<li>От батарей: 6В/1,3 AH</li>
</ul>
</li>
<li>Диапазон рабочих температур: от -10 °С до +40 °С</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Интерфейс RS-232</li>
</ul>",314424,порционные,220 В,0.012 кВт,280 мм,400 мм,530 мм,8 кг,1,330x400x180 мм,0,https://entero.ru/manuals/377441/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf;https://entero.ru/manuals/495479/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20ProMAS%20%D0%B4%D0%BE%2027.03.2027.pdf,28532,,6.9 кг,Россия,Россия,5 гр,25 кг,280х280 мм,,ЖК,Да,0.1 кг,
https://cdn.entero.ru/mp@2x/98/65/98658332e79099d1824f6f84cdab02ae.jpg;https://cdn.entero.ru/mp@2x/41/a2/41a28ebf619a5eca9413d071f440ccfe.jpg,Весы настольные MAS PM1HWS-10-2828,Весы настольные MAS PM1HWS-10-2828,26535,RUB,Нет,MAS,Профоборудование,Весовое,Весы настольные,https://entero.ru/item/377464,"<p>Настольные весы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377464"">MAS PM1HWS-10-2828</a></b> используются на производственных линиях, на предприятиях общественного питания и торговли для точного взвешивания различных товаров и продуктов питания. Модель оснащена мембранной влагостойкой клавиатурой и легкочитаемым жидкокристаллическим дисплеем. Платформа выполнена из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Счетный режим для быстрого подсчета количества одинаковых деталей</li>
<li>Режим усреднения показаний массы при нестабильной нагрузке</li>
<li>Функция дозирования Lo-Ok-Hi</li>
<li>Функция суммирование результатов взвешивания</li>
<li>Совместимость с 1С:Предприятие, Эвотор, Iiko, R-keeper, Artix и Microinvest</li>
<li>Вычитание массы тары до 100% от максимальной нагрузки</li>
<li>Средний класс точност</li>
<li>Класс пылевлагозащиты индикатора IP-65</li>
<li>Класс пылевлагозащиты платформы IP-67</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Действительная цена деления:
<ul>
<li>До 5 кг включительно: 1 гр.</li>
<li>С 5 до 10 кг: 2 гр.</li>
</ul>
</li>
<li>Поверочное деление:
<ul>
<li>До 5 кг включительно: 1 гр.</li>
<li>с 5 до 10 кг: 2 гр.</li>
</ul>
</li>
<li>Продолжительность работы от аккумулятора: 40 ч</li>
<li>Диапазон рабочих температур: от -10 до +40 °С</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",377464,,220 В,0.01 кВт,280 мм,385 мм,480 мм,7.8 кг,1,400x330x180 мм,0,https://entero.ru/manuals/519538/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20MAS.pdf,,,,Россия,Россия,1 гр,10 кг,280х280 мм,Да,ЖК,,0.02 кг,
