Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем,Вес (с упаковкой),Источник тепла,Линия 700,Линия 900,Гастронормированный,Способ установки,Нагрев,Кран для слива
https://cdn.entero.ru/mp@2x/a2/ba/a2ba0c701ea0d06c428564a02de50e53.jpg,Мармит электрический Yukon MSB-1/2-4,Мармит электрический Yukon MSB-1/2-4,14725,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/265927,"<p>Мармит<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265927"">Yukon MSB-1/2-4</a></b> предназначен для постоянного подогрева первых и вторых блюд и поддержания их оптимальной температуры на предприятиях общественного питания и торговли. Модель оснащена устойчивыми опорами и электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 гастроемкости формата GN1/2 с крышками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагрев емкостей на водяной бане</li>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Светодиодный индикатор нагрева</li>
<li>Эргономичный дизайн</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",265927,,3 кВт,1150 мм,410 мм,250 мм,,Турция,,,0,https://entero.ru/manuals/522647/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,15500,,21 кг,,,220 В,,,Да,настольный,водяной,
https://cdn.entero.ru/mp@2x/ca/a6/caa60e607b5b7e3850c9d6dd840d8628.jpg,Подогреватель для соуса Yukon MSOS-4,Подогреватель для соуса Yukon MSOS-4,15744,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/265935,"<p>Подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265935"">Yukon MSOS-4</a></b> используется на предприятиях общественного питания и торговли для подогрева и поддержания заданной температуры цилиндрических емкостей с соусом. Модель оснащена 4 независимыми зонами нагрева и устойчивыми нескользящими опорами. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотных переключателей</li>
<li>Автоматический контроль заданной температуры </li>
<li>Высокоточные термостаты</li>
<li>Выключатели колыбельного типа </li>
<li>Эргономичный дизайн</li>
</ul>",265935,,0.8 кВт,600 мм,230 мм,280 мм,,Турция,,,0,,,,5 кг,,,220 В,,,,настольный,,
https://cdn.entero.ru/mp@2x/78/d4/78d43e82eebcab0308232cd765684687.jpg,"Мармит P.L. Proff Cuisine CDH ""Эконом"" 5,5 л GN 2/3 h=65 мм",CDH,16838,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/299634,"<p>Мармит<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299634""><b class=""b""> P.L. Proff Cuisine CDH ""Эконом""</b></a> предназначен для постоянного подогрева блюд и поддержания их оптимальной температуры на предприятиях общественного питания и торговли. Модель прямоугольного сечения оснащена 4 устойчивыми опорами и откидной крышкой с рукояткой. Корпус выполнен из нержавеющей стали с серебристой поверхностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Формат гастроемкости: GN2/3</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкости: 65 мм</li>
</ul>

<p><b>Oпции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/298937"">Топливо для мармитов</a></li>
</ul>",299634,,,,,,,Китай,,,0,https://entero.ru/manuals/501343/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,5.6 кг,5.5 л,,горелка,,,Да,,,
https://cdn.entero.ru/mp@2x/ea/16/ea1666f90893f27919c73ffadebf4673.jpg,"Мармит электрический Sunnex X88187-1 13,5 л GN1/1 h=100 мм",X88187-1,16873,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/299635,"<p>Электрический мармит<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/299635""><b class=""b""> Sunnex X88187-1</b></a> предназначен для постоянного подогрева блюд и поддержания их оптимальной температуры на предприятиях общественного питания и торговли. Модель прямоугольного сечения оснащена расположенной на боковой стенке электромеханической панелью управления. Емкость выполнена из нержавеющей стали с серебристой поверхностью, корпус – из термостойкого полипропилена черного цвета, крышка – из поликарбоната.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью термостата с поворотным переключателем</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Устойчивые нескользящие опоры</li>
<li>Интегрированные в боковые стенки рукоятки для удобства транспортировки</li>
<li>Прозрачная крышка с роликовым механизмом и возможностью частичного открывания для энергосбережения </li>
<li>Формат гастроемкости: GN1/1</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкости: 100 мм</li>
</ul>",299635,,0.76 кВт,,,,,Китай,,,0,https://entero.ru/manuals/501342/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,17576,,5.03 кг,13.5 л,,220 В,,,Да,настольный,,
https://cdn.entero.ru/mp@2x/cb/7a/cb7a66f7454dd86682d24a503bfc012f.jpg;https://cdn.entero.ru/mp@2x/d7/87/d787ef48a57d2f3868eda32945b20350.jpg,Чафинг-диш P.L. Proff Cuisine SG-84464(A) 3 л (нерж. сталь) медный на подставке,Чафинг-диш P.L. Proff Cuisine SG-84464(A) 3 л (нерж. сталь) медный на подставке,16900,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/301136,"<p>Чафинг-диш<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/301136""><b class=""b""> P.L. Proff Cuisine SG-84464(A)</b></a> предназначен для постоянного подогрева блюд и поддержания их оптимальной температуры на предприятиях общественного питания и торговли. Модель круглого сечения состоит из поддона, емкости, откидной выпуклой крышки с круглой ручкой, устойчивой подставки с 3 опорами и тарелкой для горелки. Поддон, емкость и крышка выполнены из нержавеющей стали, поддон и крышка с медным покрытием и рельефной поверхностью, подставка – из металла с черным покрытием.</p>

<p><b>Oпции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/298937"">Топливо для мармитов</a></li>
</ul>",301136,,,,,,,Китай,,,0,https://entero.ru/manuals/501341/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,17789,,4.985 кг,3 л,,горелка,,,,настольный,,
https://cdn.entero.ru/mp@2x/af/01/af019d4e54669d4241b900d05ecaec5e.jpg,Мармит электрический Yukon MSB-1/1-4,Мармит электрический Yukon MSB-1/1-4,16925,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/265930,"<p>Мармит<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265930"">Yukon MSB-1/1-4</a></b> предназначен для постоянного подогрева первых и вторых блюд и поддержания их оптимальной температуры на предприятиях общественного питания и торговли. Модель оснащена устойчивыми опорами и электромеханической панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 гастроемкости формата GN1/1 с крышками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагрев емкостей на водяной бане</li>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Светодиодный индикатор нагрева</li>
<li>Эргономичный дизайн</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",265930,,3 кВт,1410 мм,610 мм,250 мм,,Турция,,,0,https://entero.ru/manuals/522646/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,23 кг,,,220 В,,,Да,настольный,водяной,
https://cdn.entero.ru/mp@2x/e4/8e/e48edd214e4966ab85274ed0d45bc10e.jpg;https://cdn.entero.ru/mp@2x/17/e6/17e6e8351682a65b8b7a8b8b0ab85fa6.jpg;https://cdn.entero.ru/mp@2x/c5/c3/c5c3cf3ea9867ce82adcccc6b83c9afd.jpg,Мармит Rosso HB-3V,Мармит Rosso HB-3V,17422,RUB,Да,Rosso,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/365726,"<p>Мармит <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365726""><b class=""b"">Rosso HB-3V</b></a> предназначен для кратковременного хранения и поддержания в горячем состоянии различных блюд на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена электромеханическим управлением.</p>

<p>В комплект поставки входят 3 гастроемкости GN 1/3 (325х176х100 мм).</p>",365726,от 20 до 80 °C,1.5 кВт,570 мм,390 мм,225 мм,11 кг,Китай,1,770x720x300 мм,0,,18534,,,12 л,,220 В,,,Да,настольный,,
https://cdn.entero.ru/mp@2x/c6/f4/c6f41a18d867e249ff67109a9a0747a2.jpg;https://cdn.entero.ru/mp@2x/61/73/61731e7b8ca9521fc5a405b8d69bfa60.jpg;https://cdn.entero.ru/mp@2x/7f/f0/7ff0e286ea9e78de877a184ebffed244.jpg;https://cdn.entero.ru/mp@2x/b7/4a/b74a0d864e0ba8d9bc162415f1b641f9.jpg;https://cdn.entero.ru/mp@2x/03/0b/030b86f3c15d3883e1a56fb5954143f6.jpg;https://cdn.entero.ru/mp@2x/f6/12/f6125c504dafed6610b20e20bc499c5b.jpg;https://cdn.entero.ru/mp@2x/75/fb/75fb88862bdc6b992fa2c2c367365f5f.jpg;https://cdn.entero.ru/mp@2x/cc/b7/ccb79cd505f13afe998e17d1b32c00f9.jpg;https://cdn.entero.ru/mp@2x/6e/9e/6e9eeb4269059f27b56e75c02d7c353d.jpg;https://cdn.entero.ru/mp@2x/d3/20/d320c5a24deaba3cf8d3a713de073fb6.jpg,Мармит HENDI UNIQ 860526,Мармит HENDI UNIQ 860526,17443,RUB,Да,HENDI,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/371651,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371651"">HENDI UNIQ 860526</a></b> предназначен для поддержания постоянной температуры первых блюд на предприятиях общественного питания. Оборудование позволяет избежать остывания и последующего подогрева блюд, негативно сказывающихся на вкусовых качествах. Модель оснащена съемным контейнером, цифровой панелью управления с дисплеем для отображения рабочего времени, заданной температуры и фактической температуры. Конструкция крышки снижает потери тепла при открывании. Нагревательный элемент и съемный контейнер выполнены из нержавеющей стали AISI 304, крышка - из закаленного стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Легко очищаемый съемный контейнер</li>
<li>Нагревательный элемент помещен в емкость для воды для эффективной теплопередачи</li>
<li>Крышка с изолированной ручкой, выемкой для половника и алюминиевым шарниром</li>
<li>Встроенный держатель карт на крышке для карт с названиями продуктов</li>
<li>Сохранение в памяти и выбор при каждом включении питания последней настройки температуры</li>
<li>Контейнер для воды с тиснением линии максимального заполнения</li>
<li>Не предназначен для приготовления пищи, а только для поддержания тепла</li>
<li>Не подходит для посудомоечной машины</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Шаг температуры: 1 °С</li>
<li>Объем контейнера для воды: 1,5 л</li>
<li>Длина кабеля: 1500 мм</li>
<li>Цвет: черный</li>
</ul>",371651,от +35 до +85 °C,0.5 кВт,365 мм,405 мм,325 мм,4.68 кг,Нидерланды,,,0,,18361,,,8 л,,220 В,,,,настольный,водяной,
https://cdn.entero.ru/mp@2x/ce/2d/ce2d949200ed3e1d976fc36a94dd09d6.jpg,Мармит электрический Sunnex JQ-CD066 Eco Line 10 л,JQ-CD066,17573,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/299649,"<p>Электрический мармит<a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/299649""><b class=""b""> Sunnex JQ-CD066 Eco Line</b></a> предназначен для постоянного подогрева первых блюд и поддержания их оптимальной температуры на предприятиях общественного питания и торговли. Модель оснащена откидной крышкой с круглой ручкой, отверстием для половника, устойчивыми ножками шарообразной формы, кабелем питания с вилкой и электромеханической панелью управления. Корпус в форме горшочка выполнен из термостойкого полипропилена черного цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Светодиодные индикаторы питания и нагрева </li>
<li>Термоизолированный корпус</li>
<li>Эргономичный стильный дизайн</li>
</ul>",299649,,0.4 кВт,,,,,Китай,,,0,https://entero.ru/manuals/508130/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,6 кг,10 л,,220 В,,,Да,настольный,,
https://cdn.entero.ru/mp@2x/7f/a4/7fa400da23b859caac250f7c153f9ad6.jpg,Подогреватель для соуса Hurakan HKN-ESW3,Подогреватель для соуса Hurakan HKN-ESW3,17593,RUB,Да,Hurakan,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/357784,"<p>Подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357784"">Hurakan HKN-ESW3</a></b> используется на предприятиях общественного питания и торговли для подогрева и поддержания заданной температуры цилиндрических емкостей с соусом. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 3 бутылки 225х70 мм</li>
<li>Габариты в упаковке: 490х300х330 мм</li>
</ul>",357784,,0.48 кВт,400 мм,220 мм,315 мм,5 кг,Китай,1,490x300x330 мм,16,https://entero.ru/manuals/486652/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan%202024.pdf,18519,,4.4 кг,,,220 В,,,,,,
https://cdn.entero.ru/mp@2x/4c/50/4c504f2e2a3edbdf14a507feb832bcb5.jpg;https://cdn.entero.ru/mp@2x/39/e5/39e5cdc8e77f8fcfb8425f9c9162944e.jpg,Мармит MGSteel 72823 GN 1/1 9 л,72823,17891,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/362653,"<p>Мармит <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/362653""><b class=""b"">MGSteel 72823 GN 1/1</b></a> предназначен для поддержания в горячем состоянии супов, соусов, гарниров и прочих блюд на шведском столе и в условиях выездного обслуживания. Изделие выполнено из нержавеющей стали, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с ее компонентами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Откидная крышка с большим окном</li>
<li>Компактная модель</li>
<li>Простое использование</li>
<li>Легкий перенос</li>
<li>Для типа гастроемкости: GN 1/1</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: нержавеющая сталь</li>
</ul>",362653,,,,,,,Китай,,,0,,,,9.700 кг,9 л,,горелка,,,,настольный,воздушный (сухой),
https://cdn.entero.ru/mp@2x/73/83/738354f08c02f5be9ecba79bb465d75a.jpg,"Мармит электрический Sunnex X85087-1 8,5 л GN1/1 h=65 мм",X85087-1,17953,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/297598,"<p>Электрический мармит<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297598""><b class=""b""> Sunnex X85087-1</b></a> предназначен для постоянного подогрева первых блюд и поддержания их оптимальной температуры на предприятиях общественного питания и торговли. Модель прямоугольного сечения оснащена съемной выпуклой крышкой с рукояткой и расположенной на боковой стенке электромеханической панелью управления. Корпус выполнен из высококачественной нержавеющей стали с серебристой поверхностью, поддон – из термостойкого полипропилена черного цвета.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Светодиодный индикатор нагрева</li>
<li>Устойчивые нескользящие опоры</li>
<li>Рукоятки на боковых стенках для удобства транспортировки</li>
<li>Легкость очистки</li>
<li>Формат гастроемкости: GN1/1</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина гастроемкости: 65 мм</li>
</ul>",297598,,0.76 кВт,,,,,Китай,,,0,https://entero.ru/manuals/359129/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf;https://entero.ru/manuals/508131/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,10 кг,8.5 л,,220 В,,,,,,
https://entero.ru/i/nofoto-m.jpg,Мармит Kocateq BSB 5 GL,Мармит Kocateq BSB 5 GL,18465,RUB,Да,Kocateq,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/374190,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/374190"">Kocateq BSB 5 GL</a></b> предназначен для поддержания готовых блюд в горячем виде на предприятиях общественного питания и торговли, в школах и детских садах. Модель оснащена защитным термостатом и витриной с прямым стеклом со стороны покупателя. Корпус выполнен из нержавеющей стали AISI 201.</p>

<p>В комплект поставки входят 5 гастроемкости GN 1/2 глубиной 100 мм с крышками.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Залив воды сверху</li>
<li>Аналоговый термостат</li>
<li>2 световых индикатора:
<ul>
<li>Подключение к сети</li>
<li>Подача напряжения на нагревательные элементы</li>
</ul>
</li>
<li>Возможность использования гастроемкостей кратных размеров</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 5х GN 1/2</li>
<li>Толщина стали: 0,7 мм</li>
</ul>",374190,,1.8 кВт,1465 мм,375 мм,355 мм,,Ю. Корея,,,0,https://entero.ru/manuals/504841/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,,220 В,,,Да,настольный,водяной,Да
https://cdn.entero.ru/mp@2x/af/99/af993ec585a61627faea7c00dbcd734b.jpg,Чафинг-диш на подставке P.L. Proff Cuisine Hotelware MCD 5052 H,Чафинг-диш на подставке P.L. Proff Cuisine Hotelware MCD 5052 H,18737,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/350423,"<p>Чафинг-диш мармит <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/350423""><b class=""b""><font color=""#3383d0"">P.L. Proff Cuisine Hotelware MCD 5052 H</font></b></a> используется для организации шведских столов на банкетах, фуршетах, в отелях и ресторанах. Изделие предназначено для сохранения в горячем состоянии различных блюд. Подогрев только с помощью свечи в гильзе, поэтому данный чафинг-диш удобно использовать в местах, где нет доступа к электросети. Изготовлен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемная крышка</li>
<li>Форма чаши круглая</li>
<li>Форма подставки квадратная</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр чаши: 21,5 см</li>
<li>Размер подставки: 21х21х20 см</li>
<li>Цвет подставки: черный матовый</li>
<li>Цвет чаши: черный глянцевый</li>
</ul>",350423,,,210 мм,210 мм,350 мм,,Индия,,,0,https://entero.ru/manuals/501362/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,20366,,2.78 кг,0.900 л,,горелка,,,,настольный,,
https://cdn.entero.ru/mp@2x/5a/2f/5a2f2cdbbbf8828ec68c9f5c92def219.jpg,Чафин-диш MVQ Standart Plus 6 л,Чафин-диш MVQ Standart Plus 6 л,18761,RUB,Да,MVQ,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/376635,"<p>Чафин-диш <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376635""><b class=""b"">MVQ Standart Plus</b></a> используется для выкладки готовых блюд, гарниров и закусок при организации линий самообслуживания в кафе, столовых и ресторанах, шведских столов в отелях, банкетов, фуршетов и кейтеринга. Модель оснащена круглой откидной крышкой с ручкой. Изделие выполнено из высококачественной нержавеющей стали, которая легко моется и не впитывает запахи.</p>",376635,,,440 мм,440 мм,300 мм,5.8 кг,Китай,,,0,,,,,6 л,,,,,,настольный,,
https://cdn.entero.ru/mp@2x/b1/77/b1776f302aa2931c36dd910ec7f87c2e.jpg;https://cdn.entero.ru/mp@2x/dc/3a/dc3ac48477cec7c6a2c0961a4ef16fef.jpg;https://cdn.entero.ru/mp@2x/9d/d4/9dd4592e2f44c19e34173e28ce180221.jpg;https://cdn.entero.ru/mp@2x/44/f5/44f5a9fd4fe0ad90bd3e6d336e42caa8.jpg;https://cdn.entero.ru/mp@2x/d5/96/d596001b0f8667277b094516f9edfac9.jpg;https://cdn.entero.ru/mp@2x/21/cd/21cde45cba846963a5f7fce3bd855fe1.jpg;https://cdn.entero.ru/mp@2x/95/fe/95fec18314fc17ca13ce063eeebe80fc.jpg;https://cdn.entero.ru/mp@2x/0f/2a/0f2ae8f5bd0778c630e783cd0a844eb7.jpg;https://cdn.entero.ru/mp@2x/56/c9/56c9e0faf1fcb6fd6f158578a3d16e54.jpg;https://cdn.entero.ru/mp@2x/98/54/985484f8ebfb2c3d75c28eea2f20cb61.jpg,Мармит HENDI UNIQ 470411,Мармит HENDI UNIQ 470411,18906,RUB,Да,HENDI,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/371646,"<p>Мармит <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371646"">HENDI UNIQ 470411</a></b> предназначен для поддержания постоянной температуры запеканок, мяса, приготовленных овощей, пасты, соусов и других блюд на предприятиях общественного питания. Оборудование позволяет избежать остывания и последующего подогрева блюд, негативно сказывающихся на вкусовых качествах. Модель оснащена съемным контейнером, цифровой панелью управления с дисплеем для отображения рабочего времени, заданной температуры и фактической температуры. Конструкция крышки снижает потери тепла при открывании. Корпус выполнен из термостойкого полипропилена, нагревательный элемент и съемный контейнер - из нержавеющей стали AISI 304, крышка - из закаленного стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Легко очищаемый съемный контейнер</li>
<li>Нагревательный элемент помещен в емкость для воды для эффективной теплопередачи</li>
<li>Крышка с изолированной ручкой, выемкой для половника и алюминиевым шарниром</li>
<li>Встроенный держатель карт на крышке для карт с названиями продуктов</li>
<li>Сохранение в памяти и выбор при каждом включении питания последней настройки температуры</li>
<li>Контейнер для воды с тиснением линии максимального заполнения</li>
<li>Не предназначен для приготовления пищи, а только для поддержания тепла</li>
<li>Съемный контейнер GN 1/1</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Высота съемного контейнера GN 1/1: 100 мм</li>
<li>Шаг температуры: 1 °С</li>
<li>Объем контейнера для воды: 4 л</li>
<li>Длина кабеля: 1500 мм</li>
<li>Цвет: черный</li>
</ul>",371646,от +35 до +85 °C,0.7 кВт,607 мм,402 мм,245 мм,7.08 кг,Нидерланды,,,0,,19901,,,,,220 В,,,Да,настольный,водяной,
https://cdn.entero.ru/mp@2x/33/7c/337cd0ca47c6efdf415fae83feed0b4f.jpg,Подогреватель для соуса Hurakan HKN-ESW4,Подогреватель для соуса Hurakan HKN-ESW4,18921,RUB,Да,Hurakan,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/357764,"<p>Подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/357764"">Hurakan HKN-ESW4</a></b> используется на предприятиях общественного питания и торговли для подогрева и поддержания заданной температуры цилиндрических емкостей с соусом. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 4 бутылки 225х70 мм</li>
<li>Габариты в упаковке: 590х300х330 мм</li>
</ul>",357764,,0.72 кВт,530 мм,220 мм,315 мм,7 кг,Китай,1,590x300x330 мм,0,https://entero.ru/manuals/486651/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan%202024.pdf,,,6.3 кг,,,220 В,,,,,,
https://cdn.entero.ru/mp@2x/18/d5/18d57e1145790b34f4e21ea6240a4d4d.jpg,Мармит электрический Sunnex 82328-1 10 л,82328-1,18957,RUB,Да,,Профоборудование,Тепловое,Мармиты,https://entero.ru/item/297596,"<p>Электрический мармит<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/297596""><b class=""b""> Sunnex 82328-1</b></a> предназначен для постоянного подогрева первых блюд и поддержания их оптимальной температуры на предприятиях общественного питания и торговли. Модель оснащена съемной крышкой с рукояткой, отверстием для половника и электромеханической панелью управления. Корпус в форме горшочка выполнен из термостойкого полипропилена черного цвета, емкость и крышка – из высококачественной нержавеющей стали с серебристой поверхностью.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Дополнительная откидная крышка с рукояткой для удобства розлива</li>
<li>Светодиодный индикатор нагрева </li>
<li>Термоизолированный корпус</li>
<li>Устойчивые нескользящие опоры</li>
<li>Легкость очистки</li>
<li>Эргономичный стильный дизайн</li>
</ul>",297596,,0.45 кВт,,,,,Китай,,,0,https://entero.ru/manuals/359131/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20Sunnex.pdf;https://entero.ru/manuals/508132/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,20167,,4.6 кг,10 л,,220 В,,,,,,
