Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Объем ванны,Вес (с упаковкой),Количество ванн,Максимальная загрузка,Перемешивание
https://cdn.entero.ru/mp@2x/da/1f/da1fdb968f6fb56d4e1887af6eaee73e.jpg,Подогреватель для шоколада Rosso HW-23 (3-ёмкостной),HW-23,13550,RUB,Да,Rosso,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/365695,"<p>Подогреватель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.by/item/365695""><b class=""b"">Rosso HW-23</b></a> используется на предприятиях общественного питания и торговли для темперирования и поддержания в горячем виде шоколада и соусов. Модель оснащена 3 емкостями для работы с различными видами шоколада одновременно, 3 ТЭНами, 3 термостами независимой регулировки температуры и керамическими подогревателями. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 3 GN 1/6 глубиной 100 мм с крышками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 110 °C</li>
</ul>",365695,темперирующая ванна,220 В,2 кВт,230 мм,640 мм,180 мм,9 кг,1,660x200x250 мм,0,,14263,,8 кг,Китай,Китай,,,,3,,
https://cdn.entero.ru/mp@2x/06/30/06301a4f7d3f5677aa145ab18c076311.jpg;https://cdn.entero.ru/mp@2x/86/f5/86f567e7626f26e961101671ceb3817b.jpg,Аппарат для плавки шоколада Martellato MC108,Аппарат для плавки шоколада Martellato MC108,51626,RUB,Нет,Martellato,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/100277,"<p>Аппарат для плавки шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/100277"">Martellato MC108</a> </b>используется на предприятиях общественного питания и торговли, в частных домах и квартирах. Модель оснащена сухим нагревом, ручным термостатом, независимыми регуляторами температуры для каждой емкости и 2 сменными емкостями. Корпус выполнен из термостойкого пластика, гастроемкости - из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 2x GN 1/6 высотой 100 мм</li>
<li>Размеры емкости: 155x140x100 мм</li>
</ul>",100277,темперирующая ванна,,,420 мм,260 мм,135 мм,4 кг,1,430x270x150 мм,0,https://entero.ru/manuals/91761/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Martellato%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/498755/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%88%D0%BE%D0%BA%D0%BE%D0%BB%D0%B0%D0%B4%D0%B0%20Martellato%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,55512,,3.06 кг,Италия,,,1.5 л,,2,,
https://cdn.entero.ru/mp@2x/e7/38/e738590ee6c8f925d3c29b34983975cf.jpg,Аппарат для плавки шоколада Martellato MC09R,Аппарат для плавки шоколада Martellato MC09R,24070,RUB,Нет,Martellato,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/119420,"<p>Аппарат для плавки шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119420"">Martellato MC09R</a> </b>используется на предприятиях общественного питания и торговли, в частных домах и квартирах. Модель оснащена сухим нагревом, ручным термостатом и съемным поддоном. Корпус выполнен из стойкого ударопрочного пластика, поддон - из анодированного алюминия.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры емкости: 185x185x107 мм</li>
<li>Цвет: красный</li>
</ul>",119420,темперирующая ванна,,,260 мм,260 мм,180 мм,1.5 кг,1,300x300x220 мм,0,https://entero.ru/manuals/122808/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Martellato%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/498756/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D1%8B%20%D0%B4%D0%BB%D1%8F%20%D1%88%D0%BE%D0%BA%D0%BE%D0%BB%D0%B0%D0%B4%D0%B0%20Martellato%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,1.15 кг,Италия,,,1.8 л,,1,,
https://cdn.entero.ru/mp@2x/ad/80/ad80046527d1a698a9f4ccad9fce0d59.jpg,Машина темперирующая Kadzama 20 кг,Машина темперирующая Kadzama 20 кг,0,RUB,Нет,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/231974,"<p>Темперирующая машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231974""><b class=""b"">Kadzama</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231974""><b class=""b"">20 кг</b></a> предназначена для темперирования шоколада на предприятиях общественного питания и торговли. Модель оснащена надежной аналоговой системой управления с 2 цифровыми дисплеями и низковольтным вибростолом. Корпус выполнен из нержавеющей стали, шнек - из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая скорость роспуска шоколада</li>
<li>Контроль температуры ванны и на выходе</li>
<li>Функция дозатора - контроль потока шоколада объемным диспенсером с педалью</li>
<li>Память на 15 значений дозирования</li>
<li>Встроенная система охлаждения</li>
<li>Конструкция машины обеспечивает отсутствие перекристаллизации шоколада и сохранение его стабильности</li>
<li>Металлический шнек не требует извлечения из машины для глубокой очистки при переходе на работу с другим видом шоколада</li>
<li>Кнопка аварийного выключения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура нагрева: от 20 до 50 °С</li>
<li>Рекомендуемая температура шоколада:
<ul>
<li>В ванне: 45 °С</li>
<li>На выходе: 31 °С</li>
</ul>
</li>
<li>Потребляемая мощность: 1,8 кВт*ч</li>
<li>Габариты в упаковке: 650х1050х1580 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Напряжение 220 В</li>
</ul>",231974,автоматическая темперирующая машина,380 В,,,,,176 кг,1,650x1050x1580 мм,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240817&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239684&hd=2&autoplay=0,175 кг,Россия,Россия,60 кг/час,,176 кг,,20 кг,Да
https://cdn.entero.ru/mp@2x/b9/7c/b97c5aff184aca0b635407ea419c1291.jpg;https://cdn.entero.ru/mp@2x/d2/12/d2120d1fb15c78b1197fd618777b6dcb.jpg;https://cdn.entero.ru/mp@2x/25/3b/253b75960b376608f8584044517aa619.jpg,Температор Kadzama 20 кг,Температор Kadzama 20 кг,0,RUB,Нет,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/231686,"<p>Температор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231686""><b class=""b"">Kadzama</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231686""><b class=""b"">20кг</b></a> предназначен для разогрева, темперирования и поддержания в горячем состоянии шоколада на предприятиях общественного питания и торговли. Модель оснащена инфракрасными нагревательными элементами, крышкой и панелью управления с дисплеем, отображающим текущую и заданную температуру. Корпус и емкость выполнены из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цифровой контроллер позволяет выставлять температуру с точностью до 0,1 °С</li>
<li>Равномерное распределение нагревательных элементов по всей площади внутренней поверхности (на дне и по четырем стенкам)</li>
<li>Плавный нагрев</li>
<li>Два дополнительных разъема для питания переферийного оборудования</li>
<li>Большое рабочее поле</li>
<li>Возможность использования дополнительных насадок </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: от 5 до 20 кг</li>
<li>Температура нагрева: от 20 до 50 °С</li>
<li>Потребляемая мощность: 0,2 кВт*ч</li>
<li>Габариты в упаковке: 680х410х300 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Колесный миксер</li>
<li>Полочка для инвентаря</li>
<li>Скребок</li>
<li>Лоток для посыпок</li>
</ul>",231686,темперирующая ванна,220 В,,340 мм,540 мм,240 мм,9 кг,1,680x410x300 мм,0,https://entero.ru/manuals/278516/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kadzama%2020%20%D0%BA%D0%B3.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240657&hd=2&autoplay=0,8 кг,Россия,Россия,,,,1,20 кг,
https://cdn.entero.ru/mp@2x/03/8f/038f93a9d091b6b574ab655b2dbe9810.jpg;https://cdn.entero.ru/mp@2x/04/50/045035231fac499de9d376f1265bbc20.jpg;https://cdn.entero.ru/mp@2x/fd/aa/fdaae0a21f34e90edb3318cac3bec333.jpg,Температор Kadzama Мини,Температор Kadzama Мини,44085,RUB,Нет,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/231647,"<p>Температор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231647""><b class=""b"">Kadzama</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231647""><b class=""b"">Мини</b></a> предназначен для разогрева, темперирования и поддержания в горячем состоянии шоколада на предприятиях общественного питания и торговли. Модель оснащена инфракрасными нагревательными элементами, крышкой и панелью управления с дисплеем, отображающим текущую и заданную температуру. Корпус и емкость выполнены из нержавеющей стали AISI 304.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение нагревательных элементов по всей площади внутренней поверхности (на дне и по четырем стенкам)</li>
<li>Плавный нагрев</li>
<li>Использование съемных гастроемкостей исключает потребность в переливании шоколада и очистке оборудования</li>
<li>Отстутствие ограничений по минимальной загрузке</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура нагрева: от 20 до 50 °С</li>
<li>Размер гастроемкости: 325х176х150 мм (GN 1/3)</li>
<li>Потребляемая мощность: 0,2 кВт*ч</li>
<li>Габариты в упаковке: 470х360х240 мм</li>
</ul>",231647,темперирующая ванна,220 В,,240 мм,430 мм,175 мм,7.5 кг,1,470x360x240 мм,0,https://entero.ru/manuals/278453/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kadzama%20%D0%9C%D0%B8%D0%BD%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240447&hd=2&autoplay=0,7 кг,Россия,Россия,,,,1,5 кг,
https://cdn.entero.ru/mp@2x/3c/fc/3cfc61bf5b7e93874a53c815a28c87fb.jpg;https://cdn.entero.ru/mp@2x/fd/4b/fd4ba824d83aec91efb2041eb9ff7bc6.jpg,Диспенсер для шоколада ICB tecnlologie s.r.l. ChocoHot Two,14.1.CHOCOHOT TWO,1245614,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/195253,"<p>Диспенсер для шоколада <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195253""><b class=""b"">ICB tecnologie s.r.l. ChocoHot Two</b></a> используется в кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель оснащена 2 кранами, 2 ваннами для шоколада и стандартным носиком. Корпус выполнен из нержавеющей стали.</p>

<p>Взаимозаменяемые насадки, позволяющие создавать разные эффекты при стекании шоколада, в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Педальный дозатор шоколада</li>
<li>Система инверсии хода шнека, обеспечивающая лучшее опорожнение машины</li>
<li>Съемный шнек</li>
<li>Возможность создавать разные эффекты при стекании шоколада (насадки в комплект поставки не входят и приобретаются отдельно)</li>
<li>Возможность интегрирования в оборудование кондитерских, кафе-мороженых и шоколадных цехов</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость шоколада: 5,5 кг</li>
<li>Суммарная вместимость ванн: 11 кг</li>
</ul>",195253,темперирующая ванна,220 В,1.9 кВт,740 мм,460 мм,830 мм,,,,0,https://entero.ru/manuals/227585/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%20ChocoHot%20Two%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,1297515,,65 кг,Италия,Италия,,,,2,,
https://cdn.entero.ru/mp@2x/f6/ea/f6ea92c045310b3203ffc400acbb9b41.jpg;https://cdn.entero.ru/mp@2x/d4/68/d468d55666ff629cde6939ba3b08fc62.jpg;https://cdn.entero.ru/mp@2x/52/4a/524a4f67291364528763238991ceb2ed.jpg,Температор Kadzama 20 кг с колесным миксером,Температор Kadzama 20 кг с колесным миксером,104985,RUB,Нет,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/231687,"<p>Температор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231687""><b class=""b"">Kadzama</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231687""><b class=""b"">20кг</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231687""><b class=""b"">с колесным миксером</b></a> предназначен для разогрева, темперирования и поддержания в горячем состоянии шоколада на предприятиях общественного питания и торговли. Модель оснащена инфракрасными нагревательными элементами, съемным колесным миксером, крышкой и панелью управления с дисплеем, отображающим текущую и заданную температуру. Корпус и емкость выполнены из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Цифровой контроллер позволяет выставлять температуру с точностью до 0,1 °С</li>
<li>Равномерное распределение нагревательных элементов по всей площади внутренней поверхности (на дне и по четырем стенкам)</li>
<li>Плавный нагрев</li>
<li>Регулировка скорости вращения миксера (2 уровня)</li>
<li>Два дополнительных разъема для питания переферийного оборудования</li>
<li>Миксер с независимым питанием от сети (может быть подключен в дополнительный разъем)</li>
<li>Большое рабочее поле</li>
<li>Возможность использования дополнительных насадок </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Загрузка: от 10 до 20 кг</li>
<li>Температура нагрева: от 20 до 50 °С</li>
<li>Скорость вращения: 30 / 45 об./мин.</li>
<li>Потребляемая мощность:
<ul>
<li>Температор: 0,2 кВт*ч</li>
<li>Миксер: 0,1 кВт*ч</li>
<li>Общая: 0,3 кВт*ч</li>
</ul>
</li>
<li>Габариты:
<ul>
<li>Температор: 340х540х240 мм</li>
<li>Миксер: 270х380х490 мм</li>
</ul>
</li>
<li>Вес:
<ul>
<li>Температор: 8 кг</li>
<li>Миксер: 10 кг</li>
</ul>
</li>
<li>Габариты в упаковке: 680х420х520 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Удлиненный носик для миксера</li>
<li>Полочка для инвентаря</li>
<li>Скребок</li>
<li>Лоток для посыпок</li>
</ul>",231687,темперирующая ванна,220 В,,470 мм,540 мм,500 мм,20.5 кг,1,680x420x520 мм,0,https://entero.ru/manuals/278518/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kadzama%2020%20%D0%BA%D0%B3%20%D1%81%20%D0%BA%D0%BE%D0%BB%D0%B5%D1%81%D0%BD%D1%8B%D0%BC%20%D0%BC%D0%B8%D0%BA%D1%81%D0%B5%D1%80%D0%BE%D0%BC.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239034&hd=2&autoplay=0,18 кг,Россия,Россия,,,,1,20 кг,
https://cdn.entero.ru/mp@2x/0f/52/0f5266e46e14f74dc66f188e7ef8885e.jpg;https://cdn.entero.ru/mp@2x/39/24/39243174c93923c8c212792da6d17099.jpg;https://cdn.entero.ru/mp@2x/4f/ed/4fedccae99d812fab7ea9cbc7d84d314.jpg,Температор Kadzama 10 кг,Температор Kadzama 10 кг,44243,RUB,Нет,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/231666,"<p>Температор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231666""><b class=""b"">Kadzama</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231666""><b class=""b"">10кг</b></a> предназначен для разогрева, темперирования и поддержания в горячем состоянии шоколада на предприятиях общественного питания и торговли. Модель оснащена инфракрасными нагревательными элементами, крышкой и панелью управления с дисплеем, отображающим текущую и заданную температуру. Корпус и емкость выполнены из нержавеющей стали AISI 304.</p>

<p>Гастроемкости в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерное распределение нагревательных элементов по всей площади внутренней поверхности (на дне и по четырем стенкам)</li>
<li>Плавный нагрев</li>
<li>Использование съемных гастроемкостей исключает потребность в переливании шоколада и очистке оборудования</li>
<li>Отстутствие ограничений по минимальной загрузке</li>
<li>Площадь рабочей поверхности позволяет удобно работать с формами для корпусных конфет</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура нагрева: от 20 до 50 °С</li>
<li>Размер гастроемкости: 354х325х150 мм (GN 2/3)</li>
<li>Потребляемая мощность: 0,2 кВт*ч</li>
<li>Габариты в упаковке: 680х410х300 мм</li>
</ul>",231666,темперирующая ванна,220 В,,385 мм,460 мм,180 мм,10.5 кг,1,680x410x300 мм,0,https://entero.ru/manuals/278455/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kadzama%2010%20%D0%BA%D0%B3.pdf,46086,,9.5 кг,Россия,Россия,,,,1,10 кг,
https://cdn.entero.ru/mp@2x/4d/4d/4d4de6bac6d023f0710d80e574a32553.jpg,Машина для темперирования Pavoni MINITEMPER,MINITEMPER new,200558,RUB,Нет,Pavoni,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/23122,"<p>Машина для темперирования <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/23122"">Pavoni MINITEMPER</a></b> используется в пекарнях и кондитерских, на предприятиях пищевой промышленности и общественного питания. Модель позволяет растопить шоколад для последующей глазировки кондитерских и хлебобулочных изделий. ​Оборудование оснащено 5 режимами работы, электронным термостатом с 3-ступенчатой системой регулирования и съемной емкостью.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 20 до 60 °C</li>
</ul>",23122,темперирующая ванна,220 В,0.3 кВт,420 мм,400 мм,400 мм,,,,0,https://entero.ru/manuals/91641/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Pavoni%20MINITEMPER%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/91642/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Pavoni%20MINITEMPER.doc;https://entero.ru/manuals/91643/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Pavoni%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240122&hd=2&autoplay=0,20 кг,Италия,,,5 л,,1,,
https://cdn.entero.ru/mp@2x/cf/07/cf07c6f5ad1975f9f4337fecc8e180b4.jpg,Подогреватель для шоколада EKSI HW-22 рст,"HW-22, рестайлинг",12341,RUB,Нет,EKSI,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/368421,"<p>Подогреватель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/368421"">EKSI HW-22 рст</a> </b>используется на предприятиях общественного питания и торговли для темперирования и поддержания в горячем виде шоколада. Модель оснащена 2 емкостями для работы с различными видами шоколада одновременно и электромеханической панелью управления с 2 термостами независимой регулировки температуры. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Температурный режим: от 30 до 110 °C</li>
</ul>",368421,темперирующая ванна,220 В,1 кВт,220 мм,480 мм,160 мм,3.3 кг,1,245x552x193 мм,0,https://entero.ru/manuals/485867/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20HW-22%20%D1%80%D1%81%D1%82.pdf,12855,,,,Китай,,,,2,,
https://cdn.entero.ru/mp@2x/c5/aa/c5aa79e8fba98309c7a946d490fe60b1.jpg,Температор ICB tecnlologie s.r.l. 09.SC3.5L,Температор ICB tecnlologie s.r.l. 09.SC3.5L,42609,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/115443,"<p>Температор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/115443"">ICB tecnlologie s.r.l. 09.SC3.5L</a></b> предназначен для плавления и поддержания в горячем состоянии шоколада и глазури на предприятиях общественного питания и торговли. Модель оборудована сухой системой нагрева дна и сторон контейнера для поддержания единой температуры. Корпус выполнен из пластика, съемный контейнер и крышка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настольный</li>
<li>Аналоговый регулятор температуры</li>
<li>Не требует монтажа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура: 50 °С</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",115443,темперирующая ванна,220 В,0.08 кВт,410 мм,235 мм,140 мм,,,,0,https://entero.ru/manuals/114741/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/114744/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D1%82%D0%B5%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%BE%D1%80%D1%8B%20ICB%20tecnlologie%20s.r.l.%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,3.5 л,,1,,
https://cdn.entero.ru/mp@2x/33/93/339318dc840e1161f0596038159e9d0f.jpg;https://cdn.entero.ru/mp@2x/9f/bc/9fbc703d076d0df552ed2bea5ca03747.jpg;https://cdn.entero.ru/mp@2x/b3/0d/b30d9187184446c5e041bb6fb8a5916e.jpg,Котел для плавления шоколада Abat КПШ-150,11000012513,579700,RUB,Нет,Abat,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/258918,"<p>Котел для плавления шоколада <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258918"">Abat КПШ-150</a></b> предназначен для плавления шоколада и поддержания его температуры на предприятиях общественного питания и торговли. Модель оснащена терморегулятором, съемным миксером для перемешивания, насосом для откачивания продукта, сливным краном, расположенным на передней стенке под съемной крышкой, и колесными опорами с ножным тормозом. Корпус выполнен из аустенитной нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагрев продукта осуществляется за счет водяной рубашки</li>
<li>Переключатель на боковой панели для управления насосом</li>
<li>Датчик уровня в камере</li>
<li>Степень защиты IPx3</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Скорость вращения миксера: 30 об/мин.</li>
<li>Температура нагрева: от 45 до 60 °С</li>
<li>Рабочая температура окружающей среды: от 10 до 35 °С</li>
<li>Уровень шума: 80 дБ</li>
</ul>",258918,,380 В,4.5 кВт,943 мм,880 мм,1092 мм,,,,0,https://entero.ru/manuals/374313/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9A%D0%9F%D0%A8-150.pdf,630109,,215 кг,Россия,Россия,,150 л,,1,,Да
https://cdn.entero.ru/mp@2x/ab/34/ab34aa09be7c71232c8d0f836ed7f66c.jpg;https://cdn.entero.ru/mp@2x/05/78/05786bf126651d7c27d7d1821f344e05.jpg;https://cdn.entero.ru/mp@2x/f2/49/f249608801167e00fb90d32b17ea3ad3.jpg,Машина темперирующая Kadzama 30 кг,Машина темперирующая Kadzama 30 кг,1606616,RUB,Нет,,Профоборудование,Оборудование для шоколада,Темперы для шоколада,https://entero.ru/item/231982,"<p>Темперирующая машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231982""><b class=""b"">Kadzama</b></a> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/231982""><b class=""b"">30 кг</b></a> предназначена для темперирования шоколада на предприятиях общественного питания и торговли. Модель оснащена надежной аналоговой системой управления с 2 цифровыми дисплеями и низковольтным вибростолом. Корпус выполнен из нержавеющей стали, шнек - из металла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая скорость роспуска шоколада</li>
<li>Контроль температуры ванны и на выходе</li>
<li>Функция дозатора - контроль потока шоколада объемным диспенсером с педалью</li>
<li>Память на 15 значений дозирования</li>
<li>Встроенная система охлаждения</li>
<li>Конструкция машины обеспечивает отсутствие перекристаллизации шоколада и сохранение его стабильности</li>
<li>Металлический шнек не требует извлечения из машины для глубокой очистки при переходе на работу с другим видом шоколада</li>
<li>Кнопка аварийного выключения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура нагрева: от 20 до 50 °С</li>
<li>Рекомендуемая температура шоколада:
<ul>
<li>В ванне: 45 °С</li>
<li>На выходе: 31 °С</li>
</ul>
</li>
<li>Период темперирования: 15 мин.</li>
<li>Мощность охлаждения: 7500 BTU</li>
<li>Потребляемая мощность: 2,7 кВт*ч</li>
<li>Габариты в упаковке: 650х1050х1580 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Напряжение 220 В</li>
</ul>",231982,автоматическая темперирующая машина,380 В,,1452 мм,815 мм,795 мм,200 кг,1,650x1050x1580 мм,0,https://entero.ru/manuals/279057/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kadzama%2030%20%D0%BA%D0%B3.pdf,1709166,https://vk.com/video_ext.php?oid=-177656185&id=456240817&hd=2&autoplay=0;https://vk.com/video_ext.php?oid=-177656185&id=456239684&hd=2&autoplay=0,185 кг,Россия,Россия,90 кг/час,,,,30 кг,Да
