Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Борт,Вес (с упаковкой),Линия 700,Линия 900
https://cdn.entero.ru/mp@2x/ef/c7/efc755106df7f7e693a25cb7ecec2b1c.jpg,Поверхность рабочая Angelo Po 090PN,линия 900,26508,RUB,Да,Angelo Po,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/34207,"<p>Рабочая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34207"">Angelo Po 090PN</a></b> используется в составе тепловой линии 700 Alpha на предприятиях общественного питания и торговли для размещения посуды, кухонного инвентаря и оборудования. Не устанавливается на ножках консоли.</p>",34207,настольная,400 мм,900 мм,60 мм,,,,0,,,,,Италия,,,,Да
https://cdn.entero.ru/mp@2x/b7/11/b71186b6c208a9d1d648faa5e8b51a1c.jpg;https://cdn.entero.ru/mp@2x/cf/30/cf3070c6247ee25d377330a1b6abb80a.jpg,Поверхность рабочая Vortmax WT 74,Поверхность рабочая Vortmax WT 74,28036,RUB,Да,Vortmax,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/343778,"<p>Рабочая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/343778"">Vortmax WT 74</a></b> используется на предприятиях общественного питания в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Модель выполнена из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина покрытия: от 10 до 15 мм</li>
<li>Габариты в упаковке: 420х800х450 мм</li>
</ul>",343778,настольная,400 мм,730 мм,280 мм,19 кг,1,420x800x450 мм,0,,29512,13 кг,,Турция,,,,
https://cdn.entero.ru/mp@2x/af/e8/afe8ab235c3543a05016161ca9c6c015.jpg,Модуль нейтральный KUSINA G7T200N-S,Модуль нейтральный KUSINA G7T200N-S,28106,RUB,Да,,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/278897,"<p>Нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278897"">KUSINA G7T200N-S</a></b> используется в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов. Модель оснащена бортом и 4 ножками. Оборудование изготовлено из нержавеющей стали. </p>",278897,настольная,800 мм,730 мм,300 мм,45 кг,1,870x885x630 мм,0,,,42 кг,,Турция,Да,,,
https://cdn.entero.ru/mp@2x/e9/23/e9238baf25f35a65115a93688ace20e8.jpg,Рабочая поверхность со стендом Fagor ЕN-710+MB-710,линия 700,28383,RUB,Да,Fagor,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/174878,"<p>Комплект рабочей поверхности со стендом <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/174878""><b class=""b"">Fagor EN-710+MB-710</b></a> используется в составе тепиловой <a href=""https://entero.ru/list/1981/vendor/fagor/?"">линии 700</a> на пердприятиях общественного питания и торговли для размещения посуды, кухонного инвентаря и оборудования. Рабочая поверхность и стенд выполнены из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали рабочей поверхности: 1,5 мм</li>
<li>Габариты:
<ul>
<li>Рабочая поверхность: 800х730х290 мм</li>
<li>Стенд: 800х660х560 мм</li>
</ul>
</li>
</ul>",174878,напольная,800 мм,730 мм,850 мм,,,,6,https://entero.ru/manuals/203219/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%BC%D0%BE%D0%B4%D1%83%D0%BB%D1%8C%D0%BD%D0%BE%D0%B9%20%D0%BA%D1%83%D1%85%D0%BD%D0%B8%20Fagor%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,30519,,,,,,Да,
https://cdn.entero.ru/mp@2x/56/8f/568fb880fef8b74bd3ce7994e8bb7e9e.jpg,Поверхность рабочая OZTI OAT 4070,7911.N1.40703.00 /линия 700,28782,RUB,Да,OZTI,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/58716,"<p>Рабочая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/58716"">OZTI OAT 4070</a></b> используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/oztiryakiler/?"">линии 700</a> на предприятиях общественного питания в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Корпус и столешница выполнены из нержавеющей стали.</p>",58716,настольная,400 мм,700 мм,280 мм,,,,0,https://entero.ru/manuals/421670/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,10 кг,,,,,Да,
https://cdn.entero.ru/mp@2x/b5/45/b5456e563a5884a9faa34223ee4506ff.jpg,Поверхность рабочая Tecnoinox PN35L7,660070 / линия 700,30585,RUB,Да,Tecnoinox,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/33404,"<p>Рабочая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/33404""><b class=""b"">Tecnoinox PN35L7</b></a> серии Tecno70 используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/tecnoinox/?"">линии 700</a> на предприятиях общественного питания в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Модель оснащена укрепленной поверхностью и дополняется разделочной доской из специальной пищевой пластмассы. Оборудование изготовлено из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 410х790х530 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>​Разделочная доска 120530</li>
<li>Соединительный элемент 220585</li>
</ul>",33404,настольная,350 мм,700 мм,280 мм,,,,0,,31859,13.6 кг,,Италия,,,Да,
https://cdn.entero.ru/mp@2x/77/c1/77c10f8f4c585db686336f2270c8a4a1.jpg;https://cdn.entero.ru/mp@2x/ef/a4/efa48598152314c4bcd9e111bb35949d.jpg,Поверхность рабочая Kocateq 1M0TN,Поверхность рабочая Kocateq 1M0TN,31719,RUB,Да,Kocateq,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/34215,"<p>Рабочая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/34215"">Kocateq 1M0TN</a></b> используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/kocateq/?"">линии</a> на предприятиях общественного питания и торговли для создания рабочего пространства. Декоративные ручки с накладками выполнены из нержавеющей стали, поверхности, соприкасающиеся с продуктами, - из нержавеющей стали AISI 304 толщиной 1 мм, дно и задняя стенка - из нержавеющей стали AISI 201 толщиной 1 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Предварительно установленные кабели и вилки (есть возможность изменения точки ввода с задней торцевой стенки на дно)</li>
<li>Усиленная рабочая поверхность</li>
<li>Регулируемые ножки</li>
<li>Скругленные углы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры в упаковке: 660x730х410 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Стенд для установки элемента шириной 600 мм <a href=""https://entero.ru/item/34287"">1MITG</a></li>
<li>Мостовое соединение для установки элемента FULL <a href=""https://entero.ru/item/41380"">1MPSS</a></li>
</ul>",34215,настольная,600 мм,650 мм,250 мм,,,,0,https://entero.ru/manuals/111290/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf,33388,,,Ю. Корея,,,,
https://cdn.entero.ru/mp@2x/a8/99/a899d27877416315aef7b8131b1bc43a.jpg,Поверхность рабочая OZTI OAT 8070,7911.N1.80703.00 / линия 700,32207,RUB,Да,OZTI,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/89513,"<p>Рабочая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/89513"">OZTI OAT 8070</a></b> используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/oztiryakiler/?"">линии 700</a> на предприятиях общественного питания в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов, хранения продуктов, не требующих специального температурного режима. Корпус и столешница выполнены из нержавеющей стали.</p>",89513,настольная,800 мм,700 мм,280 мм,,,,0,https://entero.ru/manuals/421672/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,33902,18.7 кг,,,,,Да,
https://cdn.entero.ru/mp@2x/3a/19/3a19ada5c7902553a30660a11015321c.jpg,Рабочая поверхность Fagor EN-705,Рабочая поверхность Fagor EN-705,32279,RUB,Да,Fagor,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/249921,"<p>Рабочая поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/249921""><b class=""b"">Fagor EN-705</b></a> используется в составе тепловой <a href=""https://entero.ru/list/1981/vendor/fagor/?"">линии 700</a> на предприятиях общественного питания и торговли для размещения посуды, кухонного инвентаря и оборудования для работы с продуктами или размещения теплового оборудования. Рабочая поверхность выполнен из нержавеющей стали толщиной 1,5 мм.</p>",249921,настольная,400 мм,730 мм,290 мм,,,,0,,35086,,,Испания,,,Да,
https://cdn.entero.ru/mp@2x/c4/73/c47349998eeddf4806148739848efa4a.jpg;https://cdn.entero.ru/mp@2x/9f/c5/9fc5203ca803296aff03039ea1b260ad.jpg,Поверхность рабочая Vortmax WT 78,Поверхность рабочая Vortmax WT 78,37288,RUB,Да,Vortmax,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/334996,"<p>Рабочая поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334996"">Vortmax WT 78</a></b> используется на предприятиях общественного питания и торговли в условиях тяжёлой нагрузки производства для размещения посуды, кухонного инвентаря и оборудования. Изделие выполнено из нержавеющей стали AISI 304, толщиной 15/10 мм.</p>

<p> </p>",334996,настольная,800 мм,730 мм,280 мм,26 кг,1,820x800x450 мм,10,,,18 кг,,Турция,,,,
https://cdn.entero.ru/mp@2x/19/18/191897e27808a5aa00b9e15a6b2994eb.jpg,Стол-вставка Apach Cook Line APT-47T/PL,Стол-вставка Apach Cook Line APT-47T/PL,40296,RUB,Да,Apach,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/370581,"<p>Стол-вставка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/370581"">Apach Cook Line APT-47T/PL</a></b> используется в составе тепловой <a href=""https://entero.ru/search.php?text=Apach+Линия+700%09+%09%09%09+%09%09%09+%09%09%09+%09%09%09+%09%09%09+%09%09%09"">линии 700</a> на предприятиях общественного питания и торговли в качестве рабочей поверхности, а также для размещения посуды, кухонного инвентаря и оборудования. Модель оснащена регулируемыми по высоте опорами. Корпус выполнен из нерржавеющей стали.</p>

<p><em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",370581,настольная,400 мм,700 мм,250 мм,10 кг,1,500x820x540 мм,6,https://entero.ru/manuals/494465/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%20Cook%20Line.pdf;https://entero.ru/manuals/494466/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Apach%20Cook%20Line.pdf,42868,,Италия,Италия,Да,,Да,
https://cdn.entero.ru/mp@2x/ab/12/ab12e646fcbb4f08308e59d1f77077a6.jpg,Модуль нейтральный KUSINA G7T200N-W,Модуль нейтральный KUSINA G7T200N-W,41248,RUB,Да,,Профоборудование,Нейтральное,Поверхности рабочие,https://entero.ru/item/278894,"<p>Нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278894"">KUSINA G7T200N-W</a></b> используется в составе <a href=""https://entero.ru/search.php?text=Kusina"">тепловой линии 700</a> в качестве дополнительного места для раскатки теста, обработки ингредиентов для приготовления блюд, установки оборудования и приборов. Модель оснащена бортом, полузакрытым стендом и 4 регулируемыми по высоте ножками. Оборудование изготовлено из нержавеющей стали. </p>",278894,напольная,800 мм,730 мм,900 мм,50 кг,1,845x890x1175 мм,0,,,47 кг,,Турция,Да,,Да,
