Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Вес,Страна производства,Остаток,Файлы,Старая цена,Объем,Спиртовой,Бактерицидная эффективность,Вес с упаковкой
https://cdn.entero.ru/mp@2x/26/51/2651fcdbfacf37a8011386360024ad52.jpg,Мыло жидкое BVC 00502 5 л,Мыло жидкое BVC 00502 5 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128905,"<p>Жидкое мыло <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128905""><b class=""b"">BVC 00502</b></a> используется на предприятиях общественного питания и торговли, в образовательных и медицинских учреждениях, офисах, салонах красоты и спортклубах, а также на предприятиях гостиничного сектора и в других учреждениях общественного пользования для гигиенической обработки рук. Мыло эффективно удаляет грязь, масла и жиры с кожи рук, убивая бактерии и микробы, а также защищает и смягчает кожу, благодаря входящему в состав глицерину.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 4 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Густое перламутровое жидкое мыло с глицерином</li>
<li>​Состав: вода, лауретсульфатнатрия, диэтаноламид жирных кислот кокосового масла, глицерин, кокамидопропилбетаин, хлорид натрия, краситель, отдушка, лимонная кислота</li>
<li>Рекомендуется избегать попадания в глаза</li>
<li>Детям до 6 лет рекомендуется использовать под присмотром взрослых</li>
<li>Канистра из ПЭТ</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 5 л</li>
<li>Срок годности: 3 года</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",128905,жидкое мыло,,Китай,0,,,5 л,,,
https://cdn.entero.ru/mp@2x/3b/38/3b38064d0a77fdd9bafc1f6ebb84a094.jpg,Антисептик спиртовой BVC 00344 1 л,Антисептик спиртовой BVC 00344 1 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128942,"<p>Спиртовой антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128942""><b class=""b"">BVC 00344</b></a> используется для обработки и дезинфекции кожи рук, а также для ля гигиенической обработки поверхностей. Средство убивает 99,9% бактерий и вирусов.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 18 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: спирт изопропиловый (70%), вода дистиллированная, глицерин, перекись водорода, алкилдиметилбензил аммония хлорид (АДБАХ) 0,2%, ароматизатор, функциональные добавки</li>
<li>Жидкая консистенция</li>
<li>Флакон с дозатором</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Срок годности: 5 лет</li>
<li>Вес с упаковкой: 15 кг</li>
</ul>",128942,антисептический спрей,,Китай,0,,,1 л,Да,99.9 %,15 кг
https://cdn.entero.ru/mp@2x/83/c4/83c4cf23fd06863eb57ea104e60ab537.jpg,Средство для мытья полов BVC 00504 5 л,Средство для мытья полов BVC 00504 5 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128919,"<p>Концентрированное средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128919""><b class=""b"">BVC 00504</b></a> используется на предприятиях общественного питания и торговли, в образовательных и медицинских учреждениях, офисах, салонах красоты и спортклубах, а также на предприятиях гостиничного сектора и в других учреждениях общественного пользования для мойки, дезинфекции и придания блеска всем видам полов, включая мраморный пол, ламинат и паркет. Средство удаляет стойкие пятна, грязь и жиры, придает блеск и оставляет приятный аромат в помещении.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: вода, алкилполигликозид, кокамидопропиламидоксид, отдушка</li>
<li>Рекомендуется избегать попадания в глаза</li>
<li>Канистра из ПЭТ</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 5 л</li>
<li>Срок годности: 3 года</li>
</ul>",128919,,,Китай,0,,,5 л,,,
https://cdn.entero.ru/mp@2x/79/a9/79a90c6e0de37e7badde1e380d0fb818.jpg,Антисептик кожный НПК Медэкс Альтсепт ЧАС,Altsept ЧАС 1 л одн980,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/125432,"<p>Кожный антисептик<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125432"">НПК Медэкс Альтсепт ЧАС</a></b> используется в медицинских учреждениях для обработки рук хирургов, медицинского персонала, участвующего в проведении операций, приеме родов и контакте с новорожденными детьми, обработки локтевых сгибов доноров, а также на предприятиях общественного питания и торговли, в салонах красоты, в школьных учреждениях и домах престарелых, в производственных цехах, торговых центрах и отелях для гигиенической обработки рук и профилактической дезинфекции ступней ног. Средство позволяет уничтожать грамположительные (включая микобактерии туберкулеза) и грамоотрицательные бактерии (кишечная палочка), вирусы-патогены человека, в том числе вирусы гепатита, полиомиелита, атипичной пневмонии, гриппа человека, герпеса, птичьего и свиного гриппа, аденовирусов, энтеровирусов, ротавирусов, а также грибы кандида и дерматофиты.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав:
<ul>
<li>45% изипропиловый спирт</li>
<li>15% пропиловый спирт</li>
<li>ЧАС 0,25%</li>
<li>Функциональные компоненты</li>
</ul>
</li>
<li>Пролонгированное антимикробное действие в течение 5 часов</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Срок годности: 5 лет</li>
</ul>",125432,жидкость для дезинфекции,,Россия,0,,,1 л,Да,,
https://cdn.entero.ru/mp@2x/cb/d9/cbd9c17071752c40a5a71ff4ce024d9f.jpg,"Антисептик спиртовой BVC 00350 0,5 л","Антисептик спиртовой BVC 00350 0,5 л",0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128961,"<p>Спиртовой антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128961""><b class=""b"">BVC 00350</b></a> используется для обработки и дезинфекции кожи рук, а также для ля гигиенической обработки поверхностей. Средство убивает 99,9% бактерий и вирусов.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 16 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: спирт изопропиловый (65%), вода дистиллированная, глицерин, загуститель, ароматизатор, функциональные добавки</li>
<li>Гелеобразная консистенция</li>
<li>Флакон с дозатором</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,5 л</li>
<li>Срок годности: 5 лет</li>
<li>Вес с упаковкой: 6,4 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",128961,антибактериальный гель,,Китай,0,,,0.5 л,Да,99.9 %,6.4 кг
https://cdn.entero.ru/mp@2x/c3/1b/c31b64058d04e890eb649d3025164e13.jpg,"Антисептик кожный ТехноМед ТехноСепт, крышка, 1000 мл","Антисептик кожный ТехноМед ТехноСепт, крышка, 1000 мл",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/212659,"<p>Кожный антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/212659""><b class=""b"">ТехноМед ТехноСепт, крышка, 1000 мл</b></a> используется в лечебно-профилактических учреждениях любого профиля, в детских дошкольных и школьных учреждениях, на предприятиях общественного питания, в учреждениях социального обеспечения и в быту для антисептической и санитарной обработки кожных покровов, а также для очистки и экспресс-дезинфекции поверхностей приборов и аппаратов, телефонов, комплектующих устройств компьютера, датчиков диагностического оборудования, предметов обстановки и ухода за больными. Средство поставляется во флаконе без дозатора.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 14 штук, цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав:
<ul>
<li>0,2% алкилдиметилбензиламмоний хлорид (АДБАХ)</li>
<li>70% изопропиловый спирт (пропанол-2)</li>
<li>Комоненты, улучшающие состояние кожи</li>
<li>Вспомогательные компоненты</li>
</ul>
</li>
<li>Обладает пролонгированным антимикробным эффектом</li>
<li>Антимикробная активность в отношении:
<ul>
<li>Грамотрицательных и грамположительных бактерий (в т.ч. в отношении возбудителей кишечных инфекций, микобактериозов, туберкулеза – тестировано на Mycobacterium terrae,а также возбудителей ВБИ)</li>
<li>Вирусов (полиомиелита, энтеральных и парентеральных гепатитов, ВИЧ-инфекции, аденовирусов, энтеровирусов, ротавирусов, риновирусов, различных вирусов гриппа, парагриппа, вируса кори, «атипичной пневмонии», герпеса, цитомегаловирусной инфекции, возбудителей ОРВИ)</li>
<li>Патогенных грибов (возбудителей кандидоза и трихофитии, плесневых грибов)</li>
<li>Возбудителей особо опасных инфекций</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Срок хранения: 6 лет</li>
</ul>",212659,жидкость для дезинфекции,,Россия,0,,,1 л,Да,,
https://cdn.entero.ru/mp@2x/6a/1f/6a1f3dcb17ab993dc49196170f71059a.jpg,"Антисептик кожный ТехноМед ТехноСепт, триггер, 500 мл","Антисептик кожный ТехноМед ТехноСепт, триггер, 500 мл",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/212654,"<p>Кожный антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/212654""><b class=""b"">ТехноМед ТехноСепт, триггер, 500 мл</b></a> используется в лечебно-профилактических учреждениях любого профиля, в детских дошкольных и школьных учреждениях, на предприятиях общественного питания, в учреждениях социального обеспечения и в быту для антисептической и санитарной обработки кожных покровов, а также для очистки и экспресс-дезинфекции поверхностей приборов и аппаратов, телефонов, комплектующих устройств компьютера, датчиков диагностического оборудования, предметов обстановки и ухода за больными. Средство поставляется во флаконе со спреем-расылителем.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 13 штук, цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав:
<ul>
<li>0,2% алкилдиметилбензиламмоний хлорид (АДБАХ)</li>
<li>70% изопропиловый спирт (пропанол-2)</li>
<li>Комоненты, улучшающие состояние кожи</li>
<li>Вспомогательные компоненты</li>
</ul>
</li>
<li>Обладает пролонгированным антимикробным эффектом</li>
<li>Антимикробная активность в отношении:
<ul>
<li>Грамотрицательных и грамположительных бактерий (в т.ч. в отношении возбудителей кишечных инфекций, микобактериозов, туберкулеза – тестировано на Mycobacterium terrae,а также возбудителей ВБИ)</li>
<li>Вирусов (полиомиелита, энтеральных и парентеральных гепатитов, ВИЧ-инфекции, аденовирусов, энтеровирусов, ротавирусов, риновирусов, различных вирусов гриппа, парагриппа, вируса кори, «атипичной пневмонии», герпеса, цитомегаловирусной инфекции, возбудителей ОРВИ)</li>
<li>Патогенных грибов (возбудителей кандидоза и трихофитии, плесневых грибов)</li>
<li>Возбудителей особо опасных инфекций</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Срок хранения: 6 лет</li>
</ul>",212654,антисептический спрей,,Россия,0,,,0.5 л,Да,,
https://cdn.entero.ru/mp@2x/d3/b0/d3b0d2896c0d00517b08884206d4f8bf.jpg,"Антисептик спиртовой BVC 00342 0,5 л","Антисептик спиртовой BVC 00342 0,5 л",0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128940,"<p>Спиртовой антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128940""><b class=""b"">BVC 00342</b></a> используется для обработки и дезинфекции кожи рук, а также для ля гигиенической обработки поверхностей. Средство убивает 99,9% бактерий и вирусов.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 24 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: спирт изопропиловый (70%), вода дистиллированная, глицерин, перекись водорода, алкилдиметилбензил аммония хлорид (АДБАХ) 0,2%, ароматизатор, функциональные добавки</li>
<li>Жидкая консистенция</li>
<li>Флакон с распылителем-триггером</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 0,5 л</li>
<li>Срок годности: 5 лет</li>
<li>Вес с упаковкой: 9,6 кг</li>
</ul>",128940,антисептический спрей,,Китай,0,,,0.5 л,Да,99.9 %,9.6 кг
https://cdn.entero.ru/mp@2x/5d/ba/5dbabca1ffe045fdec0433759d332c66.jpg,"Средство моюще-дезинфицирующее Merida ФИОН ДЕЗ КОНЦЕНТРАТ MK109, 1 л",MK109,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/172409,"<p>Моюще-дезинфицирующее средство<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172409""><b class=""b""> Merida ФИОН ДЕЗ КОНЦЕНТРАТ MK109 </b></a>используется для гигиенической обработки и дезинфекции поверхностей в медицинских и образовательных учреждениях, транспорте, гостиницах, кинотеатрах, на предприятиях общественного питания и других местах массового пребывания. Средство в виде бесцветной прозрачной жидкости поставляется в пластиковой емкости.</p>

<p>Минимальный заказ 7 единиц.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая биоцидная активность в отношении бактерий, вирусов и патогенных грибков</li>
<li>Долгий антисептичекий эффект</li>
<li>Устранение неприятных запахов</li>
</ul>

<p> </p>",172409,жидкость для дезинфекции,,,0,https://entero.ru/manuals/198847/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf,,1 л,,,
https://cdn.entero.ru/mp@2x/c3/cb/c3cb4a904dabd4bc40b4f0e95685e8d5.jpg,"Антисептик кожный ТехноМед ТехноСепт, триггер, 750 мл","Антисептик кожный ТехноМед ТехноСепт, триггер, 750 мл",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/212656,"<p>Кожный антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/212656""><b class=""b"">ТехноМед ТехноСепт, триггер, 750 мл</b></a> используется в лечебно-профилактических учреждениях любого профиля, в детских дошкольных и школьных учреждениях, на предприятиях общественного питания, в учреждениях социального обеспечения и в быту для антисептической и санитарной обработки кожных покровов, а также для очистки и экспресс-дезинфекции поверхностей приборов и аппаратов, телефонов, комплектующих устройств компьютера, датчиков диагностического оборудования, предметов обстановки и ухода за больными. Средство поставляется во флаконе со спреем-расылителем.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 12 штук, цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав:
<ul>
<li>0,2% алкилдиметилбензиламмоний хлорид (АДБАХ)</li>
<li>70% изопропиловый спирт (пропанол-2)</li>
<li>Комоненты, улучшающие состояние кожи</li>
<li>Вспомогательные компоненты</li>
</ul>
</li>
<li>Обладает пролонгированным антимикробным эффектом</li>
<li>Антимикробная активность в отношении:
<ul>
<li>Грамотрицательных и грамположительных бактерий (в т.ч. в отношении возбудителей кишечных инфекций, микобактериозов, туберкулеза – тестировано на Mycobacterium terrae,а также возбудителей ВБИ)</li>
<li>Вирусов (полиомиелита, энтеральных и парентеральных гепатитов, ВИЧ-инфекции, аденовирусов, энтеровирусов, ротавирусов, риновирусов, различных вирусов гриппа, парагриппа, вируса кори, «атипичной пневмонии», герпеса, цитомегаловирусной инфекции, возбудителей ОРВИ)</li>
<li>Патогенных грибов (возбудителей кандидоза и трихофитии, плесневых грибов)</li>
<li>Возбудителей особо опасных инфекций</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Срок хранения: 6 лет</li>
</ul>",212656,антисептический спрей,,Россия,0,,,0.75 л,Да,,
https://cdn.entero.ru/mp@2x/a5/ee/a5eea3ac9793e1d60f1e1c7ae93dce82.jpg,Антисептик спиртовой BVC 00351 1 л,Антисептик спиртовой BVC 00351 1 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128969,"<p>Спиртовой антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128969""><b class=""b"">BVC 00351</b></a> используется для обработки и дезинфекции кожи рук, а также для ля гигиенической обработки поверхностей. Средство убивает 99,9% бактерий и вирусов.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 18 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: спирт изопропиловый (65%), вода дистиллированная, глицерин, загуститель, ароматизатор, функциональные добавки</li>
<li>Гелеобразная консистенция</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Срок годности: 5 лет</li>
<li>Вес с упаковкой: 15 кг</li>
</ul>",128969,антибактериальный гель,,Китай,0,,,1 л,Да,99.9 %,15 кг
https://cdn.entero.ru/mp@2x/e2/e4/e2e44b089e49d317a7d1f18f6013e9e6.jpg,Мыло жидкое BVC 00503 5 л,Мыло жидкое BVC 00503 5 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128915,"<p>Жидкое мыло <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128915""><b class=""b"">BVC 00503</b></a> используется на предприятиях общественного питания и торговли, в образовательных и медицинских учреждениях, офисах, салонах красоты и спортклубах, а также на предприятиях гостиничного сектора и в других учреждениях общественного пользования для гигиенической обработки рук. Мыло эффективно удаляет грязь, масла и жиры с кожи рук, убивая бактерии и микробы, а также защищает и смягчает кожу, благодаря входящему в состав глицерину.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 4 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Густое антибактериальное перламутровое жидкое мыло с глицерином</li>
<li>​Состав: вода, лауретсульфатнатрия, кокамидопропиламиноксид, диэтаноламид жирных кислот кокосового масла, глицерин, кокамидопропилбетаин, хлорид натрия, краситель, отдушка, лимонная кислота</li>
<li>Рекомендуется избегать попадания в глаза</li>
<li>Детям до 6 лет рекомендуется использовать под присмотром взрослых</li>
<li>Канистра из ПЭТ</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 5 л</li>
<li>Срок годности: 3 года</li>
</ul>",128915,жидкое мыло,,Китай,0,,,5 л,,,
https://cdn.entero.ru/mp@2x/e1/79/e1791b3de4fd54f10d4f6233c517afa8.jpg,Антисептик спиртовой BVC 00343 1 л,Антисептик спиртовой BVC 00343 1 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128941,"<p>Спиртовой антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128941""><b class=""b"">BVC 00343</b></a> используется для обработки и дезинфекции кожи рук, а также для ля гигиенической обработки поверхностей. Средство убивает 99,9% бактерий и вирусов.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 18 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: спирт изопропиловый (70%), вода дистиллированная, глицерин, перекись водорода, алкилдиметилбензил аммония хлорид (АДБАХ) 0,2%, ароматизатор, функциональные добавки</li>
<li>Жидкая консистенция</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Срок годности: 5 лет</li>
<li>Вес с упаковкой: 15 кг</li>
</ul>",128941,жидкость для дезинфекции,,Китай,0,,,1 л,Да,99.9 %,15 кг
https://cdn.entero.ru/mp@2x/43/53/43535be80c74a7742d6421780a39d7c6.jpg,"Салфетки дезинфицирующие ТехноМед ТехноСепт, саше, 300 шт","Салфетки дезинфицирующие ТехноМед ТехноСепт, саше, 300 шт",0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/213045,"<p>Дезинфицирующие салфетки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/213045""><b class=""b"">ТехноМед ТехноСепт, саше, 300 шт</b></a> используются в медицинских и лечебно-профилактических организациях любого профиля, аптеках, в учреждениях социальной сферы, образования, культуры, спорта, отдыха, на предприятиях общественного питания и торговли, в парикмахерских, салонах красоты и в быту для очистки и экспресс-дезинфекции небольших по площади поверхностей, а также для санитарной обработки рук и ступней ног. Обладают пролонгированным антимикробным эффектом. </p>

<p><b class=""o""><span style=""color:#FF0000;"">Минимальный размер заказа - 8 упаковок, цена указана за 1 шт.</span></b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав:
<ul>
<li>0,2% - алкилдиметилбензиламмоний хлорид (АДБАХ)</li>
<li>70% - изопропиловый спирт (пропанол-2)</li>
<li>Компоненты, улучающие состояние кожи</li>
<li>Вспомогательные компоненты</li>
</ul>
</li>
<li>Антимикробная активность в отношении:
<ul>
<li>Грамотрицательных и грамположительных бактерий, в том числе в отношении возбудителей кишечных инфекций, микобактериозов, туберкулеза – тестировано на Mycobacterium terrae,а также возбудителей ВБИ</li>
<li>Вирусов, в том числе полиомиелита, энтеральных и парентеральных гепатитов, ВИЧ-инфекции, аденовирусов, энтеровирусов, ротавирусов, риновирусов, различных вирусов гриппа, парагриппа, вируса кори, «атипичной пневмонии», герпеса, цитомегаловирусной инфекции, возбудителей ОРВИ</li>
<li>Патогенных грибов, в том числе возбудителей кандидоза и трихофитии, плесневых грибов</li>
<li>Возбудителей особо опасных инфекций</li>
</ul>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер салфетки: 60х100 мм</li>
<li>Срок хранения: 6 лет</li>
</ul>",213045,антибактериальные салфетки,,Россия,0,,,,Да,,
https://cdn.entero.ru/mp@2x/b6/0d/b60d6392c8819304663283dc6384ccfc.jpg,"Спрей дезинфицирующий для рук Merida ЭКОБРИЗ MK010, 1 л",MK010,0,RUB,Нет,,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/172362,"<p>Дезинфицирующий спрей<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172362""><b class=""b""> Merida ЭКОБРИЗ MK010 </b></a>используется для обработки и дезинфекции кожи рук, а также для гигиенической обработки поверхностей. Средство поставляется в пластиковой бутыли.</p>

<p>Минимальный заказ 5 единиц.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая биоцидная активность в отношении бактерий, вирусов, патогенных грибков</li>
<li>Долгий антисептичекий эффект</li>
<li>Гипоаллергенное средство</li>
<li>Увлажняющие кожу компоненты</li>
<li>Короткое время экспозиции</li>
<li>Состав: изопропиловый спирт (пропанол-2) - 60 %, (алкилдиметилбензиламмоний хлорид + дидецилдиметиламмоний хлорид) - 0.15 % и другие компоненты</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Условия хранения: от -5 до +40°С</li>
</ul>",172362,антисептический спрей,,Россия,0,https://entero.ru/manuals/198780/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Merida%202021.pdf,,1 л,Да,,
https://cdn.entero.ru/mp@2x/8f/7a/8f7ae145d5cf0ae7513e67ba0cc189dd.jpg,Антисептик спиртовой BVC 00352 1 л,Антисептик спиртовой BVC 00352 1 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128962,"<p>Спиртовой антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128962""><b class=""b"">BVC 00352</b></a> используется для обработки и дезинфекции кожи рук, а также для ля гигиенической обработки поверхностей. Средство убивает 99,9% бактерий и вирусов.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 16 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: спирт изопропиловый (65%), вода дистиллированная, глицерин, загуститель, ароматизатор, функциональные добавки</li>
<li>Гелеобразная консистенция</li>
<li>Флакон с дозатором</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Срок годности: 5 лет</li>
<li>Вес с упаковкой: 12,8 кг</li>
</ul>",128962,антибактериальный гель,,Китай,0,,,1 л,Да,99.9 %,12.8 кг
https://cdn.entero.ru/mp@2x/ac/6a/ac6a50a506d7d50555c0f999fb8e7915.jpg,Антисептик спиртовой BVC 00345 1 л,Антисептик спиртовой BVC 00345 1 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128943,"<p>Спиртовой антисептик <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128943""><b class=""b"">BVC 00345</b></a> используется для обработки и дезинфекции кожи рук, а также для ля гигиенической обработки поверхностей. Средство убивает 99,9% бактерий и вирусов.</p>

<p><span style=""color:#FF0000;"">Минимальный размер заказа - 16 шт., цена указана за 1 шт.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: спирт изопропиловый (70%), вода дистиллированная, глицерин, перекись водорода, алкилдиметилбензил аммония хлорид (АДБАХ) 0,2%, ароматизатор, функциональные добавки</li>
<li>Жидкая консистенция</li>
<li>Флакон с распылителем-триггером</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 1 л</li>
<li>Срок годности: 5 лет</li>
<li>Вес с упаковкой: 12,8 кг</li>
</ul>",128943,антисептический спрей,,Китай,0,,,1 л,Да,99.9 %,12.8 кг
https://cdn.entero.ru/mp@2x/a5/87/a587720d8b74dd142f5b191004d11d10.jpg,Средство для мытья посуды BVC 00506 5 л,Средство для мытья посуды BVC 00506 5 л,0,RUB,Нет,BVC,Профоборудование,Оборудование для дезинфекции и очистки,Средства дезинфекции,https://entero.ru/item/128923,"<p>Средство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/128923""><b class=""b"">BVC 00506</b></a> используется на предприятиях общественного питания и торговли для мытья посуды, кухонной утвари и столовых приборов. Средство обладает отличными моющими свойствами, а его консистенция обеспечивает экономичный расход. Оно полностью смывается с поверхности, удаляет жир и неприятные запахи и эффективно работает даже в холодной воде.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Состав: вода, альфаолефинсульфонат АОС, лауретсульфат натрия, кокамидопропиламиноксид, глицерин, трилон Б, хлорид натрия, лимонная кислота, катон, отдушка, краситель</li>
<li>Рекомендуется избегать попадания в глаза</li>
<li>Канистра из ПЭТ</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Объем: 5 л</li>
<li>Срок годности: 3 года</li>
</ul>",128923,,,Китай,0,,,5 л,,,
