Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Назначение,Максимальная загрузка,Объем порции
https://cdn.entero.ru/mp@2x/3a/a0/3aa07b54042e67d9fdc2ea86ac0d567b.jpg,Карамелизатор Gold Medal Karmel Baby,Карамелизатор Gold Medal Karmel Baby,0,RUB,Нет,Gold Medal,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/37476,"<p>Карамелизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37476"">Gold Medal Karmel Baby</a></b> используется в уличных кафе, кинотеатрах и развлекательных центрах для обработки готового попкорна карамельной смесью или другими вкусовыми добавками. Корпус выполнен из нержавеющей стали.</p>

<p>База для установки оборудования заказывается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рычаг подачи смеси справа</li>
<li>Устанавливается на базу</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 4,5 кг/ч</li>
<li>Объем котла: 9,5 л</li>
<li>Загрузка: от 8,0 до 8,25 л</li>
<li>Время рабочего цикла: 20 мин.</li>
<li>Напряжение: 220 В</li>
<li>Мощность: 1,72 кВт</li>
<li>Габариты: 393,7х374,65х730,25 мм</li>
<li>Вес: 24,2 кг</li>
<li>Вес с упаковкой: 26</li>
</ul>",37476,,,,,,,,,0,https://entero.ru/manuals/37849/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Gold%20Medal%20Karmel%20Baby%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/61074/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gold%20Medal%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/89/3c/893cf69e5070b96b6d19a6efd3a9e54f.jpg;https://cdn.entero.ru/mp@2x/a4/d3/a4d3c6c9b4770409a40274ab5c222e30.jpg;https://cdn.entero.ru/mp@2x/24/04/24040da64c3d5a0c685562a5c696473a.jpg;https://cdn.entero.ru/mp@2x/f0/66/f0663c03b5007671ad5dfec4ba446bc7.jpg;https://cdn.entero.ru/mp@2x/dc/03/dc03fb44214ccb0d2e374a390ee0997e.jpg;https://cdn.entero.ru/mp@2x/99/83/9983944c9d99573f87c3638748175ca8.jpg;https://cdn.entero.ru/mp@2x/4b/46/4b462bb9a8d39e868b2f0955ea9b766a.jpg;https://cdn.entero.ru/mp@2x/5c/fd/5cfdc61888afed1c907d5966dfbc0798.jpg,Карамелизатор ТТМ SugarLips 20,116905,0,RUB,Нет,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/86174,"<p>Карамелизатор <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.kz/item/86174"">ТТМ SugarLips 20</a></b> используется на предприятиях общественного питания и торговли, а также в кинотеатрах и развлекательных центрах для покрытия готового попкорна жидкой карамелью или перемешивания его с какими-либо вкусовыми добавками. Котел выполнен из алюминия, крышка - из нержавеющей стали, контейнер для готового попкорна - из пластика.</p>

<p>В комплект поставки входят контейнер для готового попкорна и крышка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Блок управления и рукоятка переустанавливаются, что позволяет выбрать сторону опрокидывания котла (по умолчанию - влево)</li>
<li>Ручка для выгрузки обработанного попкорна</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",86174,380 В,12.2 кВт,720 мм,900 мм,1150 мм,,,,0,https://entero.ru/manuals/83197/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%A2%D0%9C%20SugarLips%2020.pdf;https://entero.ru/manuals/502777/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240270&hd=2&autoplay=0,100 кг,,Россия,40 кг/час,для попкорна,7.8 кг,75 л
https://cdn.entero.ru/mp@2x/c2/3a/c23ab68fb5e280dc5d78910e0b94208d.jpg;https://cdn.entero.ru/mp@2x/00/e1/00e198174fe3867b2dc1206c12563b65.jpg,Карамелизатор Gold Medal Mark 20 Karamel King электромех. управление,Карамелизатор Gold Medal Mark 20 Karamel King электромех. управление,0,RUB,Нет,Gold Medal,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/38165,"<p>Карамелизатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/38165""><b class=""b"">Gold Medal Mark 20 Karamel King</b></a> используется в кинотеатрах и развлекательных центрах для обработки готового попкорна карамельной смесью или другими вкусовыми добавками. Корпус выполнен из нержавеющей стали.</p>

<p>База для установки оборудования заказывается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Таймер со звуковым сигналом для добавления продуктов и окончания цикла приготовления</li>
<li>Электромеханическая панель управления</li>
<li>Мешалка для равномерного распределения (патент)</li>
<li>Рычаг подачи смеси справа</li>
<li>Крышка</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Производительность: 36 кг/ч</li>
<li>Объем котла: 75,7 л</li>
<li>Загрузка: 9 кг</li>
<li>Диаметр котла: 584 мм</li>
<li>Напряжение: 380 В</li>
<li>Мощность: 6,768 кВт</li>
<li>Размеры основания: 229х492 мм</li>
<li>Габариты: 1486,9х609,6х1298,6 мм</li>
<li>Вес с упаковкой: 316,82 кг</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На втором фото карамелизатор изображен с базой для установки оборудования, которая в комплект поставки не входит.</span></em></p>",38165,,,,,,,,,0,https://entero.ru/manuals/61082/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gold%20Medal%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/d6/b4/d6b418497895ab18bd4d6bb18c926d1c.jpg,Стол-подставка ТТМ SUGAR LIPS 10 ТТМ SUGARLIPSBASE,Стол-подставка ТТМ SUGAR LIPS 10 ТТМ SUGARLIPSBASE,40460,RUB,Да,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/202106,"<p>Подставка под карамелизатор <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202106""><b class=""b"">ТТМ SUGAR LIPS 10 ТТМ SUGARLIPSBASE</b></a> предназначен для совместного использования с карамелизатором. Модель оснащена сплошной столешницей и четырьмя поворотными колесами. Стол выполнен из нержавеющей стали.</p>

<p><b>Характеристики:</b> </p>

<ul>
<li>Габариты (нетто/брутто): 600х610х872/625х610х890 мм ​</li>
<li>Вес (нетто/брутто): 30/35 кг</li>
<li>Объем: 0,31842 м<sup>3</sup></li>
</ul>",202106,,,,,,,,,0,,42589,,,,,,,,
https://cdn.entero.ru/mp@2x/ec/52/ec522520a57f6837a8b72a832a84eeef.jpg,Модуль для охлаждения попкорна ТТМ СКРМХ-01,Модуль для охлаждения попкорна ТТМ СКРМХ-01,100094,RUB,Да,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/44226,"<p>Модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/44226"">ТТМ СКРМХ-01</a></b> предназначен для карамелизатора Mark10. Стол выполнен из нержавеющей стали и оснащен лотком с COOL-системой и вентилятором.</p>


<p><b>Характеристики:</b></p>

<ul>
<li>Мощность: 0,1 кВт</li>
<li>Напряжение: 220 В</li>
<li>Габариты: 1130х920х910 мм</li>
</ul>",44226,,,,,,,,,0,https://entero.ru/manuals/15968/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%A2%D0%9C%20%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Fast%20food.pdf,108798,,,,,,,,
https://cdn.entero.ru/mp@2x/74/e6/74e692ed42d3cd0100e69fb77345bc89.jpg,Скребки RoboLabs для охлаждаемых столов,Скребки RoboLabs для охлаждаемых столов,3334,RUB,Да,RoboLabs,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/314174,"<p>Скребки предназначены для сепарации вручную карамельного попкорна в процессе охлаждения на столах под карамелизаторы <a href=""https://entero.ru/search.php?text=стол+для+карамелизатора+ROBOLABS"" target=""_blank"">RoboLabs</a>. Аксессуар выполнен из нержавеющей стали AISI 430.</p>

<p>В комплект поставки водят 2 скребка.</p>",314174,,,,,,,,,0,,4220,,,,,,,,
https://cdn.entero.ru/mp@2x/2b/08/2b08604ce52dbca8c3737416c5b4600a.jpg,Стол для карамелизатора ТТМ СКрм-100/6,Стол для карамелизатора ТТМ СКрм-100/6,38750,RUB,Да,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/37611,"<p>Стол перфорированный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37611"">ТТМ СКрм-100/6</a></b> с лотком для карамелизированного попкорна изготовлен из нержавеющей стали. Стол перфорирован наполовину со стороны лотка. Ножки регулируются по высоте.</p>


<p><b>Характеристики:</b></p>

<ul>
<li>Габариты (мм): 1000x600x900</li>
<li>Диаметр отверстий (мм): 10</li>
<li>Вес (кг): 25</li>
</ul>",37611,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/74/8c/748c0c7507828f802cbf5c2c12e7b26d.jpg,Стол-подставка ТТМ СКРМХ-02,Стол-подставка ТТМ СКРМХ-02,113108,RUB,Да,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/52567,"<p>Стол-подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/52567""><b class=""b"">ТТМ СКРМХ-02</b></a> предназначен для совместного использования с карамелизатором Gold Medal Mark 20. Стол выполнен из нержавеющей стали, оснащен лотком с COOL-системой для попкорна и базой для установки карамелизатора. Охлаждение попкорна осуществляется за счет принудительной подачи воздуха с помощью встроенного вентилятора.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,2 кВт</li>
<li>Размер охлаждаемой поверхности: 1700х900 мм</li>
<li>Габариты: 2300x1040x830 мм</li>
<li>Вес: 75 кг</li>
</ul>",52567,,,,,,,,,0,https://entero.ru/manuals/502820/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,121622,,,,,,,,
https://cdn.entero.ru/mp@2x/9f/15/9f15ac4c7dce495eac46f6893f99009a.jpg;https://cdn.entero.ru/mp@2x/d8/d4/d8d46c69c7cb4006d32223ef311aa180.jpg,Стол-подставка для карамелизатора RoboLabs СКРМХ-02М для SugarLips 20,Стол-подставка для карамелизатора RoboLabs СКРМХ-02М для SugarLips 20,169101,RUB,Да,RoboLabs,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/278564,"<p>Стол-подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278564""><b class=""b"">RoboLabs СКРМХ-02М</b></a> используется в кинотеатрах и развлекательных центрах совместно с карамелизаторами <a href=""https://entero.ru/item/86174"" target=""_blank"">ТТМ SugarLips 20</a> и <a href=""https://entero.ru/item/38165"" target=""_blank"">Gold Medal Mark 20 Karamel King</a> для обработки готового попкорна карамельной смесью или другими вкусовыми добавками. Модель оснащена лотком для карамелизированного попкорна и колесами. Оборудование изготовлено из нержавеющей стали. </p>

<p>В комплект поставки входит воздушный фильтр.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Принудительное охлаждение: подача воздуха при помощи вентилятора через сменный воздушный фильтр</li>
<li>Возможность установки лотка для попкорна, как с левой, так и с правой стороны от карамелизатора</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность: 0,02 кВт</li>
<li>Размер охлаждаемой поверхности: 1600х900 мм</li>
<li>Габариты: 2140x990x850 мм</li>
<li>Вес: 90 кг</li>
</ul>",278564,,,,,,,,,0,https://entero.ru/manuals/502821/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,183805,,,,,,,,
https://cdn.entero.ru/mp@2x/fb/a6/fba67eb2107fe1112662c72c9f6b3d22.jpg,Набор палочек для карамелизированных яблок ТТМ (300 шт.) пластик,Набор палочек для карамелизированных яблок ТТМ (300 шт.) пластик,0,RUB,Нет,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/62543,"<p>Пластиковые палочки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/62543""><b class=""b"">ТТМ</b></a> предназначены для насаживания на них карамелизированных яблок, используются совместно с аппаратом <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/62543""><b class=""b"">КАРАМЕЛИТА-М</b></a>.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Длина: 170 мм</li>
<li>Толщина: 5 мм</li>
</ul>",62543,,,,,,,,,0,https://entero.ru/manuals/30565/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%A2%D0%9C%20%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Fast%20food.pdf,,,,,,,,,
https://cdn.entero.ru/mp@2x/a7/12/a712f0a798b1f41a1a4fa66574154243.jpg,Ёмкость ТТМ АК-02.001,Ёмкость ТТМ АК-02.001,0,RUB,Нет,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/37613,"<p>Ёмкость внутренняя <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37613"">ТТМ АК-02.001</a></b> предназначена для аппарата КАРАМЕЛИТА-М, оснащена ручкой. Модель изготовлена из алюминиевого сплава.</p>",37613,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/a4/3c/a43c70fb1e7842ffadbf7488e49dab6e.jpg;https://cdn.entero.ru/mp@2x/95/26/9526fc0979ede4bf600fe5983fb10b70.jpg;https://cdn.entero.ru/mp@2x/51/af/51af769e7ebeb94f49ea72d5c8d576bd.jpg,Устройство для насаживания яблока на палочку ТТМ УНП-01,Устройство для насаживания яблока на палочку ТТМ УНП-01,0,RUB,Нет,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/62540,"<p>Устройство <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/62540""><b class=""b"">ТТМ УНП-01</b></a> предназначено для насаживания яблока на палочку, используется совместно с карамелизатором.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры: Ø80х215 мм</li>
<li>Вес: 0,6 кг</li>
</ul>",62540,,,,,,,,,0,https://entero.ru/manuals/30562/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%A2%D0%9C%20%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20Fast%20food.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239097&hd=2&autoplay=0,,,,,,,
https://cdn.entero.ru/mp@2x/fc/cc/fcccf2c5759866180c6d298812f0782a.jpg,Банкетка RoboLabs,Банкетка RoboLabs,18496,RUB,Нет,RoboLabs,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/293463,"<p>Банкетка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/293463""><b class=""b"">RoboLabs</b></a> используется совместно с карамелизаторами <a href=""https://entero.ru/item/285548"" target=""_blank"">SugarLips 20</a> и <a href=""https://entero.ru/search.php?text=RoboSugar"" target=""_blank"">RoboSugar</a> предприятиях общественного питания и торговли, а также в кинотеатрах и развлекательных центрах. Модель оснащена 2 ступеньками. Изделие выполнено из нержавеющей стали AISI 430, накладки - из платика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Специальные выступы на ступенях: предотвращение скольжения</li>
<li>Ножки оснащены противоскользящими накладками</li>
<li>Возможность без дополнительных усилий закладывать ингредиенты в котел, контролировать процесс приготовления и смешивания</li>
</ul>

<p><b>Характеристики:</b></p>

<ul>
<li>Высота верхней ступеньки от пола: 400 мм</li>
<li>Максимальная нагрузка: 100 кг</li>
<li>Габариты: 548х523х410 мм</li>
</ul>",293463,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/09/3c/093c1c8b53ca389a0e4ea2995958fe00.jpg,Ручка для котла RoboLabs SugarLips 20,Ручка для котла RoboLabs SugarLips 20,5176,RUB,Нет,RoboLabs,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/285557,"<p>Ручка для котла <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285557""><b class=""b"">RoboLabs </b></a>используется совместно с карамелизатором <a href=""https://entero.ru/item/285548"" target=""_blank"">SugarLips 20</a> на предприятиях общественного питания и торговли, а также в кинотеатрах и развлекательных центрах.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Габариты: 34x34x120 мм</li>
<li>Вес: 0,1 кг</li>
</ul>",285557,,,,,,,,,0,,,https://vk.com/video_ext.php?oid=-177656185&id=456240270&hd=2&autoplay=0,,,,,,,
https://cdn.entero.ru/mp@2x/74/59/745963853723c06987520cfc14a1ff38.jpg,Подставка для карамелизатора RoboLabs ПКРМ-SL20 для SugarLips 20,Подставка для карамелизатора RoboLabs ПКРМ-SL20 для SugarLips 20,32306,RUB,Нет,RoboLabs,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/285559,"<p>Подставка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/285559""><b class=""b"">RoboLabs ПКРМ-SL20</b></a> используется в кинотеатрах и развлекательных центрах совместно с карамелизатором <a href=""https://entero.ru/item/285548"" target=""_blank"">SugarLips 20</a> для обработки готового попкорна карамельной смесью или другими вкусовыми добавками. Модель оснащена полкой и 4 поворотными колесами с тормозом. Каркас выполнен из профильной трубы 40х40 мм из нержавеющей стали, полка - из нержавеющей стали. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр колес: 125 мм</li>
<li>Габариты: 730x480x750 мм</li>
<li>Вес: 19 кг</li>
</ul>",285559,,,,,,,,,0,,34006,,,,,,,,
https://cdn.entero.ru/mp@2x/16/18/1618bd3860d92bff477d1da23bd85376.jpg,Стол для карамелизатора ТТМ СКрм-02,Стол для карамелизатора ТТМ СКрм-02,47052,RUB,Нет,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/37610,"<p>Стол перфорированный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37610"">ТТМ СКрм-02</a></b> с лотком для карамелизированного попкорна изготовлен из нержавеющей стали. </p>


<p><b>Характеристики:</b></p>

<ul>
<li>Габариты (мм): 1200x700x900</li>
<li>Диаметр отверстий (мм): 10</li>
<li>Вес (кг): 28</li>
</ul>",37610,,,,,,,,,0,,,,,,,,,,
https://cdn.entero.ru/mp@2x/07/e9/07e9c54fe4e592bfd787095a77308284.jpg,Шпилька с лотком для карамелизированного попкорна ТТМ ШКРМ-01,Шпилька с лотком для карамелизированного попкорна ТТМ ШКРМ-01,52161,RUB,Нет,ТТМ,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/37612,"<p>Шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/37612"">ТТМ ШКРМ-01</a> </b>предназначена для лотков под карамелизированный попкорн. Шпилька сварная, 4 поворотных колеса, 3 пары направляющих. Шпилька с лотком - универсальная, подходит для большинства карамелизаторов различных производителей.</p>


<p>В комплекте идет один нерж. лоток размером 660х660х160 мм.</p>


<p><b>Характеристики:</b></p>

<ul>
<li>Габариты (мм): 730x810x910</li>
<li>Вес (кг): 33</li>
</ul>",37612,,,,,,,,,0,,56697,,,,,,,,
https://cdn.entero.ru/mp@2x/0c/f9/0cf9256a77b94c938dd1250b91869689.jpg,Стол для карамелизатора RoboLabs СКрм-01,Стол для карамелизатора RoboLabs СКрм-01,55274,RUB,Нет,RoboLabs,Профоборудование,Кондитерское,Карамелизаторы,https://entero.ru/item/289392,"<p>Стол <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/289392""><b class=""b"">RoboLabs СКрм-01</b></a> используется в кинотеатрах и развлекательных центрах совместно с карамелизатором <a href=""https://entero.ru/item/285548"" target=""_blank"">SugarLips 20</a> для обработки готового попкорна карамельной смесью или другими вкусовыми добавками. Модель оснащена перфорацией по всей площади дна, ребрами жесткости и полкой. </p>

<p><b>Характеристики:</b></p>

<ul>
<li>Диаметр отверстий: 8 мм</li>
<li>Расстояние между отверстиями: 20 мм</li>
<li>Габариты: 1600x1200x850 мм</li>
<li>Вес: 49 кг</li>
</ul>",289392,,,,,,,,,0,,57577,,,,,,,,
