Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Оснащение,Тип дверей,Столешница,Угловой
https://cdn.entero.ru/mp@2x/15/62/1562b28da80c4719bf1ab97ce1dee733.jpg;https://cdn.entero.ru/mp@2x/e8/24/e824360bc2e1715ac530da791e08a75a.jpg,Стол спиллстоп BARMADE 700х700х900 мм,Стол спиллстоп BARMADE 700х700х900 мм,0,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/312282,"<p>Стол спиллстоп <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312282"">BARMADE 700х700х900 мм</a></b> предназначен для сушки и хранения чистой посуды и инвентаря на предприятиях общественного питания и торговли. Модель оснащена открытым стендом на 4 опорах. Изделие выполнено из нержавеющей стали марки AISI430, опоры – из профиля трубы квадратного сечения.</p>

<p><span style=""color:#FF0000;"">Модуль может использоваться совместно с холодильным шкафом <a href=""https://entero.ru/item/105205"">Cooleq TBC-145</a>, который в комплект поставки не входит и приобретается отдельно.</span></p>

<p><b>Комплектация:</b></p>

<ul>
<li>Спиллстоп для сушки и хранения</li>
<li>Ниша под холодильный шкаф</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемые по высоте винтовые опоры для компенсации неровностей пола</li>
<li>Необходимое пространство для расположения коммуникаций позади модуля</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты опор: 25 мм</li>
<li>Толщина стали: 1 / 1,5 мм</li>
<li>Габариты:
<ul>
<li>Спиллстоп: 600х600х30 мм</li>
<li>Ниша под холодильный шкаф: 640х600х830 мм</li>
<li>Отступ опор по задней стенке: 70 мм</li>
<li>Высота борта: 50 мм<b>​</b></li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель с холодильным шкафом.</span></em></p>",312282,стол открытый,700 мм,700 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/374586/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20BARMADE%20700%D1%85700%D1%85900%20%D0%BC%D0%BC.pdf;https://entero.ru/manuals/374782/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20BARMADE%20700%D1%85700%D1%85900%20%D0%BC%D0%BC.png,,,,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/ae/21/ae210b42a376239b007822248f5d0ce5.jpg,"Модуль нейтральный для льдогенератора BSV-inox BMI6-3,5","Модуль нейтральный для льдогенератора BSV-inox BMI6-3,5",0,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/189567,"<p>Нейтральный модуль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/189567"">BSV-inox BMI6-3,5</a></b> используется для размещения льдогенератора на предприятиях общественного питания и торговли. Цоколь выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина льдогенератора: 360 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",189567,нейтральный модуль под льдогенератор,430 мм,555 мм,830 мм,,Россия,,,0,https://entero.ru/manuals/220356/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20BSV-inox.pdf,,,,,без дверей,без борта,
https://cdn.entero.ru/mp@2x/77/25/7725af687e440e430be7141aa855eb05.jpg,Лестница ликерная HICOLD НБМЛЛ-6/6Б,288705,0,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/226108,"<p>Ликерная лестница <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/226108"">HICOLD НБМЛЛ-6/6Б</a></b> используется в барах и ресторанах в составе модульных барных станций для хранения бутылок в специальных секциях, карманах и отделениях. Корпус выполнен из нержавеющей стали AISI430.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Высота борта: 50 мм</li>
<li>Габариты в упаковке: 605x605x855 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Столешница без борта</li>
<li>Увеличенный корпус</li>
</ul>

<p><br>
<em>* Высота указана без борта.</em></p>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",226108,ликерная лестница,600 мм,600 мм,850 мм,,Россия,,,0,,,,28 кг,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/d8/83/d883a0df60c474c8f830f653ccfa3230.jpg;https://cdn.entero.ru/mp@2x/64/d9/64d9a7efc03f4c25ed541a874cf013f5.jpg;https://cdn.entero.ru/mp@2x/6b/6c/6b6c5489ac16f577a3c6bbd652d843d0.jpg;https://cdn.entero.ru/mp@2x/d3/c1/d3c12b118347d0137b85db45561345d5.jpg;https://cdn.entero.ru/mp@2x/a3/7c/a37c0c50f404626835449f1003fa141c.jpg;https://cdn.entero.ru/mp@2x/4c/07/4c07fa03d6e390aa01e75809c1da8b88.jpg,Модуль барной стойки Luxstahl ''Модерн'' угловой 1000х1000 мм,Модуль барной стойки Luxstahl ''Модерн'' угловой 1000х1000 мм,0,RUB,Нет,Luxstahl,Профоборудование,Для баров,Барные модули,https://entero.ru/item/268191,"<p>Модуль барной стойки <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/268191""><b class=""b"">Luxstahl ''Модерн'' угловой</b></a> используется на предприятиях общественного питания для размещения кассового аппарата, временного хранения посуды, папок меню и барного инвентаря. Модель оснащена фурнитурой ведущих мировых производителей. Корпус выполнен из ЛДСП толщиной 16 мм, гостевая столешница - постформинг толщиной 26 мм.</p>

<p>Модульные барные стойки собираются как конструктор - из отдельных элементов. Детали легко компонуются между собой и подходят под любую планировку помещения. </p>

<p><b>Стандартные цвета корпуса:</b></p>

<ul>
<li>Венге Цаво Kronospan 3354 PR</li>
<li>Орех Гварнери Kronospan 9455 PR</li>
<li>Акация Лэйклэнд светлая EGGER H1277 ST9</li>
</ul>

<p><b>Стандартные цвета столешниц:</b></p>

<ul>
<li>Венге</li>
<li>Риголетто светлый</li>
<li>Дуглас темный</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Комплектация со столешницей постформинг 38 мм</li>
</ul>

<p> </p>

<p><em>Возможно изготовление в других цветах и из других материалов, для расчета стоимости необходимо обратиться к менеджеру.</em></p>",268191,"нейтральный модуль, барная станция",1028 мм,1028 мм,1188 мм,,Россия,,,0,https://entero.ru/manuals/331078/%D0%A1%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%BD%D1%8B%D0%B5%20%D1%86%D0%B2%D0%B5%D1%82%D0%B0%20%D0%BA%D0%BE%D1%80%D0%BF%D1%83%D1%81%D0%B0.jpg;https://entero.ru/manuals/331079/%D0%A1%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%BD%D1%8B%D0%B5%20%D1%86%D0%B2%D0%B5%D1%82%D0%B0%20%D1%81%D1%82%D0%BE%D0%BB%D0%B5%D1%88%D0%BD%D0%B8%D1%86.jpg;https://entero.ru/manuals/331080/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%9A%D0%BB%D0%B5%D0%BD%20%27%27%D0%9C%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%27%27%20%D1%83%D0%B3%D0%BB%D0%BE%D0%B2%D0%BE%D0%B9%20%281%29.jpg;https://entero.ru/manuals/331081/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%9A%D0%BB%D0%B5%D0%BD%20%27%27%D0%9C%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%27%27%20%D1%83%D0%B3%D0%BB%D0%BE%D0%B2%D0%BE%D0%B9%20%282%29.jpg,,,,,без дверей,без борта,Да
https://cdn.entero.ru/mp@2x/2f/bb/2fbbce91c6e514551be49ea20a7b0541.jpg,Стол закрытый HICOLD НБМКМВ-8/6Б,Стол закрытый HICOLD НБМКМВ-8/6Б,0,RUB,Нет,HICOLD,Профоборудование,Для баров,Барные модули,https://entero.ru/item/36714,"<p>
Стол закрытый для кофемашин <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/36714"">HICOLD НБМКМВ-8/6Б</a></b> предназначен для комплектации барных стоек, оборудован двумя распашными дверьми и ящиком. Столешница с бортом.</p>",36714,стол закрытый,800 мм,600 мм,1000 мм,,Россия,,,0,,,,,,распашные,с бортом,
https://cdn.entero.ru/mp@2x/62/6b/626b0dfc43e07448a24bc1076fd17bfc.jpg,Станция коктейльная ТТМ КС2Ц-120/6-2ЛП,73469,0,RUB,Нет,ТТМ,Профоборудование,Для баров,Барные модули,https://entero.ru/item/43988,"<p>Станция коктейльная <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/43988"">ТТМ КС2Ц-120/6-2ЛП</a></b> предназначена для использования на производственных кухнях. Станция оснащена двумя съемными лотками для бутылок, съемной платформой для блендера, двумя сварными ваннами: с 5 съемными перегородками и отверстием под смеситель, а также регулируемыми по высоте ножками. Конструкция выполнена из нержавеющей стали, а ножки - из профильной трубы. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Глубина ванны: 30 мм</li>
</ul>",43988,коктейльная станция,1500 мм,850 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/15914/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%A2%D0%A2%D0%9C%20%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%B5%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5.pdf,,,48 кг,,,с бортом,
https://cdn.entero.ru/mp@2x/dd/da/dddaee49eaf8d9e56bb0297bed09f3d0.jpg,Модуль барный для пива RoboLabs BKBS-BR7,Модуль барный для пива RoboLabs BKBS-BR7,0,RUB,Нет,RoboLabs,Профоборудование,Для баров,Барные модули,https://entero.ru/item/319363,"<p>Барный модуль для пива <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/319363""><b class=""b"">RoboLabs BKBS-BR7</b></a> предназначен для оптимизации, ускорения и удобства работы бармена на предприятиях общественного питания и торговли. Изделие полностью выполнено из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят 2 диспенсера под стаканы 0,8 л.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без полки</li>
<li>Без дна</li>
<li>Без отверстий под диспенсеры</li>
<li>Ламинированные панели</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0,637 м<sup>3</sup></li>
<li>Габариты в упаковке: 1020х720х920 мм</li>
<li>Объем упаковки: 0,676 м<sup>3</sup></li>
</ul>",319363,нейтральный модуль,700 мм,1000 мм,910 мм,,Россия,,,0,,,,,,распашные,без борта,
https://cdn.entero.ru/mp@2x/7b/34/7b3480991210a6582fec7e7ab850c4ef.jpg;https://cdn.entero.ru/mp@2x/33/91/3391db4a66486aed035abdf9af1de7c6.jpg,Модуль барный RoboLabs KF053-01-1300A,Модуль барный RoboLabs KF053-01-1300A,0,RUB,Нет,RoboLabs,Профоборудование,Для баров,Барные модули,https://entero.ru/item/318883,"<p>Барный модуль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/318883""><b class=""b"">RoboLabs KF053-01-1300A</b></a> предназначен для оптимизации, ускорения и удобства работы бармена на предприятиях общественного питания и торговли. Модель оснащена панелью для крепления диспенсеров и ребрами жесткости. Корпус выполнен из нержавеющей стали AISI 430, столешница - из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Крепление диспенсеров за задний край</li>
<li>Механическая фиксация дверок</li>
<li>Отверстие в столешнице</li>
<li>Отсутствие задней стенки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная нагрузка на столешницу: 250 кг</li>
<li>Глубина панели под диспенсеры: 100 мм</li>
<li>Габариты:
<ul>
<li>Короба: 350х120х2070 мм</li>
<li>Перегородка: 200х120х470 мм</li>
<li>В упаковке: 1300x800x850 мм</li>
</ul>
</li>
</ul>",318883,нейтральный модуль,1300 мм,800 мм,930 мм,,Россия,,,0,,,,,,распашные,без борта,
https://cdn.entero.ru/mp@2x/68/6a/686afd244bfd1b9cd3c3d404e07b0d20.jpg;https://cdn.entero.ru/mp@2x/da/da/dadaff9d5edba2990e177dcb8706680a.jpg;https://cdn.entero.ru/mp@2x/41/5c/415c829ba0f5007108daf8e5c219f4cb.jpg,Станция коктейльная BARMADE Классика (1500х600(700)х900 мм),Станция коктейльная BARMADE Классика (1500х600(700)х900 мм),0,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/312260,"<p>Коктейльная станция <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312260""><b class=""b"">BARMADE Классика (1500х700х900 мм)</b></a> предназначена для эффективной организации барного пространства на предприятиях общественного питания и торговли. Модель оснащена открытым стендом на 6 опорах. Изделие выполнено из нержавеющей стали марки AISI430, опоры – из профиля трубы квадратного сечения.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Зона мойки:
<ul>
<li>Смеситель для воды</li>
<li>Ринзер (омыватель) для бокалов </li>
<li>2 сифона для раковины</li>
<li>5 гастроемкостей Gn 1/9</li>
</ul>
</li>
<li>Рабочая секция для льда, бутылок и гастроемкостей:
<ul>
<li>Перфорированная вставка</li>
<li>3 съемные перегородки</li>
</ul>
</li>
<li>Спидрек на 11 литровых бутылок</li>
<li>Сплошная полка под оборудование или хранение </li>
<li>Место для мусорного бака под зоной мойки</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>1 рабочее место</li>
<li>Регулируемые по высоте винтовые опоры для компенсации неровностей пола</li>
<li>Необходимое пространство для расположения водных коммуникаций позади станции</li>
<li>Теплоизоляция рабочих секций</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты опор: 25 мм</li>
<li>Толщина материалов:
<ul>
<li>Сталь: 1 / 1,5 мм</li>
<li>Теплоизоляция: 5 мм</li>
</ul>
</li>
<li>Габариты:
<ul>
<li>Мойка: 420х450х300 мм</li>
<li>Рабочая секция:770х520х250 мм</li>
<li>Спидрек: 1000x100x300 мм</li>
<li>Окно для отходов: 200х100 мм</li>
<li>Полка для хранения: 980x500 мм</li>
<li>Отступ опор по задней стенке: 70 мм</li>
<li>Высота борта по задней стороне: 50 мм</li>
<li>Моечная ванна 230х450х300 мм</li>
<li>Площадка с омывателем: 190х450х150 мм</li>
</ul>
</li>
</ul>

<p><b>​​Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/312287"">​Спиллстоп 1500х150х15 мм</a></li>
</ul>",312260,коктейльная станция,1500 мм,700 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/402927/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20BARMADE%20%D0%9A%D0%BB%D0%B0%D1%81%D1%81%D0%B8%D0%BA%D0%B0%20%281500%D1%85600%28700%29%D1%85900%20%D0%BC%D0%BC%29.pdf,,,,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/bc/ce/bcce55fa805d9872162833c1cb9d2761.jpg;https://cdn.entero.ru/mp@2x/64/7e/647e7c7e35455b2b71f87a385e785495.jpg;https://cdn.entero.ru/mp@2x/21/20/2120e6a1dfe7443daa61123ede6197ea.jpg,Станция коктейльная BARMADE 2020 (1000х700х900 мм),Станция коктейльная BARMADE 2020 (1000х700х900 мм),0,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/312263,"<p>Коктейльная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312263"">BARMADE 2020 (1000х700х900 мм)</a></b> предназначена для эффективной организации барного пространства на предприятиях общественного питания и торговли. Модель оснащена открытым стендом на 4 опорах. Изделие выполнено из нержавеющей стали марки AISI430, опоры – из профиля трубы квадратного сечения.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Секция для хранения инвентаря</li>
<li>Съемная перфорированная рабочая поверхность</li>
<li>Секция гастроемкостей: 5 GN1/9 для хранения ложек, мадлеров и ножей</li>
<li>Секция для льда и бутылок:
<ul>
<li>Съемная перфорированная вставка</li>
<li>2 съемные перегородки</li>
</ul>
</li>
<li>Спидрек на 9 литровых бутылок</li>
<li>Сплошная полка под оборудование или хранение </li>
<li>3 сифона для мойки </li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>1 рабочее место</li>
<li>Регулируемые по высоте винтовые опоры для компенсации неровностей пола</li>
<li>Необходимое пространство для расположения водных коммуникаций позади станции</li>
<li>Теплоизоляция рабочих секций</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты опор: 25 мм</li>
<li>Толщина материалов:
<ul>
<li>Сталь: 1 / 1,5 мм</li>
<li>Теплоизоляция: 5 мм</li>
</ul>
</li>
<li>Габариты:
<ul>
<li>Секция для хранения инвентаря: 300х200х120 мм</li>
<li>Съемная перфорированная рабочая поверхность: 600х200х120 мм</li>
<li>Секция гастроемкостей: 920x90x200 мм</li>
<li>Секция для льда и бутылок: 920x200x300 мм</li>
<li>Полка: 900x600 мм</li>
<li>Отступ опор по задней стенке: 70 мм</li>
<li>Высота полки относительно пола: 100 мм</li>
<li>Высота борта: 50 мм</li>
</ul>
</li>
</ul>

<p><b>​​Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/312285"">​Спиллстоп 1000х150х15 мм</a></li>
<li><a href=""https://entero.ru/item/312289"">Спиллстоп 1000х200х40 мм с омывателем</a></li>
<li><a href=""https://entero.ru/item/312288"">Спиллстоп 300х200х40 мм с омывателем</a></li>
</ul>",312263,коктейльная станция,1000 мм,700 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/374567/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20BARMADE%202020%20%281000%D1%85700%D1%85900%20%D0%BC%D0%BC%29.pdf;https://entero.ru/manuals/374719/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20BARMADE%202020%20%281000%D1%85700%D1%85900%20%D0%BC%D0%BC%29.png;https://entero.ru/manuals/374720/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20BARMADE%202020%20%281000%D1%85700%D1%85900%20%D0%BC%D0%BC%29.png,,,,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/3c/e8/3ce818a1a4f6862c1e7c543537e538e3.jpg;https://cdn.entero.ru/mp@2x/5c/d9/5cd980b712a19bb21a41bbd663c8f545.jpg;https://cdn.entero.ru/mp@2x/cf/dc/cfdc8743f1be1d83cd96b69a1489f632.jpg,Станция коктейльная BARMADE 2020 (1500х700х900 мм),Станция коктейльная BARMADE 2020 (1500х700х900 мм),0,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/312264,"<p>Коктейльная станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312264"">BARMADE 2020 (1500х700х900 мм)</a></b> предназначена для эффективной организации барного пространства на предприятиях общественного питания и торговли. Модель оснащена стендом на 8 опорах. Изделие выполнено из нержавеющей стали марки AISI430, опоры – из профиля трубы квадратного сечения.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Зона мойки:
<ul>
<li>Смеситель</li>
<li>4 сифона</li>
<li>Полипропиленовая разделочная доска</li>
<li>Ринзер (омыватель) для бокалов на ступеньке</li>
<li>Окно для отходов</li>
</ul>
</li>
<li>Секция для инвентаря</li>
<li>Съемная перфорированная рабочая поверхность</li>
<li>Секция для льда и бутылок:
<ul>
<li>Съемная перфорированная вставка</li>
<li>2 съемные перегородки</li>
</ul>
</li>
<li>Боковая секция для бутылок или инветаря</li>
<li>Секция гастроемкостей: 5 GN1/9 для хранения ложек, мадлеров и ножей</li>
<li>Рабочая секция для льда, бутылок и гастроемкостей:
<ul>
<li>Съемная перфорированная вставка</li>
<li>4 съемные перегородки</li>
</ul>
</li>
<li>Шкаф для хранения:
<ul>
<li>2 полки</li>
<li>Распашная дверь</li>
</ul>
</li>
<li>Спидрек на 9 литровых бутылок</li>
<li>Открытая сплошная полка под оборудование или хранение </li>
<li>Бак для отходов на колесиках под зоной мойки</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>1 рабочее место</li>
<li>Регулируемые по высоте винтовые опоры для компенсации неровностей пола</li>
<li>Необходимое пространство для расположения водных коммуникаций позади станции</li>
<li>Теплоизоляция рабочих секций</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон регулировки высоты опор: 25 мм</li>
<li>Толщина материалов:
<ul>
<li>Сталь: 1 / 1,5 мм</li>
<li>Теплоизоляция: 5 мм</li>
</ul>
</li>
<li>Габариты:
<ul>
<li>Мойка: 250х250х300 мм</li>
<li>Разделочная доска: 250х150х20 мм</li>
<li>Окно для отходов: 250х150 мм</li>
<li>Секция для хранения инвентаря: 300х200х120 мм</li>
<li>Съемная перфорированная рабочая поверхность: 600х200х120 мм</li>
<li>Секция гастроемкостей: 920x90x200 мм</li>
<li>Секция для льда и бутылок: 920x200x300 мм</li>
<li>Открытая полка: 900x600 мм</li>
<li>Полки шкафа: 200х600 мм</li>
<li>Бак для отходов: 250х400х600 мм</li>
<li>Отступ опор по задней стенке: 70 мм</li>
<li>Высота открытой полки относительно пола: 100 мм</li>
<li>Высота борта: 50 мм</li>
</ul>
</li>
</ul>

<p><b>​​Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/312287"">​Спиллстоп 1500х150х15 мм</a></li>
<li><a href=""https://entero.ru/item/312288"">Спиллстоп 300х200х40 мм с омывателем</a></li>
</ul>",312264,коктейльная станция,1500 мм,700 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/374568/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20BARMADE%202020%20%281500%D1%85700%D1%85900%20%D0%BC%D0%BC%29.pdf;https://entero.ru/manuals/374721/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20BARMADE%202020%20%281500%D1%85700%D1%85900%20%D0%BC%D0%BC%29.png;https://entero.ru/manuals/374722/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20BARMADE%202020%20%281500%D1%85700%D1%85900%20%D0%BC%D0%BC%29.png,,,,,без дверей,с бортом,
https://cdn.entero.ru/mp@2x/42/68/4268e4b31e35042a3ec036958d6ee9b2.jpg;https://cdn.entero.ru/mp@2x/9d/c2/9dc2057417ac3ba9a6246a5112aa8355.jpg;https://cdn.entero.ru/mp@2x/92/da/92da2a8f5f497e080e4041d9689e694d.jpg,Кейтеринг станция BARMADE Рэбитс №5 (1250х750х950 мм),Кейтеринг станция BARMADE Рэбитс №5 (1250х750х950 мм),0,RUB,Нет,,Профоборудование,Для баров,Барные модули,https://entero.ru/item/312270,"<p>Мобильная кейтеринг станция <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/312270"">BARMADE Рэбитс №5 (1250х750х950 мм)</a></b> предназначена для организации барного места на выездных мероприятиях, предприятиях общественного питания и торговли. Модель оснащена закрытым с 3 сторон стендом и 4 колесами с фиксатором для легкой и комфортной транспортировки. Корпус выполнен из нержавеющей стали марки AISI430.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Секция для хранения инвентаря:
<ul>
<li>Ринзер (омыватель) для бокалов</li>
<li>Гастроемкость GN1/9 глубиной 150 мм для ложек, мадлеров и ножей</li>
<li>Перфорированная поверхность для шейкеров и бокалов</li>
</ul>
</li>
<li>Секция для льда и гастроемкостей:
<ul>
<li>4 гастроемкости GN1/9 глубиной 100 мм для гарнишей и украшений</li>
<li>Перфорированная вставка для дренажа</li>
<li>Съемный передвижной спиллстоп</li>
<li>2 съемные перегородки</li>
<li>Теплоизоляция </li>
</ul>
</li>
<li>Секция на 10 стандартных бутылок с теплоизоляцией</li>
<li>Фронтальный и боковые съемные спиллстопы</li>
<li>Мембранный насос</li>
<li>2 бутыли – для забора и слива воды насосом</li>
<li>Сплошная полка под насос и емкости</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>1 рабочее место</li>
<li>Перфорированная облицовка для облегчения конструкции</li>
<li>Эргономичный стильный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение питания насоса: 220 В</li>
<li>Толщина материалов:
<ul>
<li>Сталь: 1 / 1,5 мм</li>
<li>Теплоизоляция: 5 мм</li>
</ul>
</li>
<li>Объем бутылей: 20 л</li>
<li>Перфорация:
<ul>
<li>Габариты ячейки: 10х10 мм</li>
<li>Шаг между ячейками: 5 мм</li>
</ul>
</li>
<li>Габариты:
<ul>
<li>Секция для хранения инвентаря: 200х500х120 мм</li>
<li>Секция для льда и гастроемкостей: 400x500x300 мм</li>
<li>Секция для бутылок: 200x500x250 мм</li>
<li>Передвижной спиллстоп: 400х200х15 мм</li>
<li>Полка: 900x600 мм</li>
<li>Ширина без боковых спиллстопов: 950 мм</li>
<li>Глубина без фронтального спиллстопа: 600 мм​<b>​</b></li>
</ul>
</li>
</ul>",312270,коктейльная станция,1250 мм,750 мм,950 мм,,Россия,,,0,https://entero.ru/manuals/374574/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20BARMADE%20%D0%A0%D1%8D%D0%B1%D0%B8%D1%82%D1%81%20%E2%84%965%20%281250%D1%85750%D1%85950%20%D0%BC%D0%BC%29.pdf;https://entero.ru/manuals/374750/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BA%D0%BE%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D0%B8%20BARMADE%20%D0%A0%D1%8D%D0%B1%D0%B8%D1%82%D1%81%20%E2%84%965%20%281250%D1%85750%D1%85950%20%D0%BC%D0%BC%29.png;https://entero.ru/manuals/374751/%D0%93%D0%B0%D0%B1%D0%B0%D1%80%D0%B8%D1%82%D0%BD%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20BARMADE%20%D0%A0%D1%8D%D0%B1%D0%B8%D1%82%D1%81%20%E2%84%965%20%281250%D1%85750%D1%85950%20%D0%BC%D0%BC%29.png,,,,,без дверей,с бортом,
