Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Установка,Ширина конвейера,Масса заготовки,Длина заготовки
https://cdn.entero.ru/mp@2x/7e/54/7e54fd9e5cc60c82e4f4e3cec5bc778c.jpg,Машина закаточная ICB tecnlologie s.r.l. 19.RL,Машина закаточная ICB tecnlologie s.r.l. 19.RL,444111,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/195047,"<p>Машина закаточная <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195047""><b class=""b"">ICB tecnologie s.r.l. 19.RL</b></a> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских для формирования тестовых заготовок для круассанов, рогаликов и других видов хлебобулочных изделий.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность регулирования силы скручивания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина теста: от 3 до 5 мм</li>
</ul>

<p> </p>",195047,380 В,0.19 кВт,460 мм,310 мм,260 мм,,,,0,https://entero.ru/manuals/227295/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2019.RL%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,467485,,23 кг,Италия,Италия,1800 шт/час,настольная,,,
https://cdn.entero.ru/mp@2x/33/9e/339e581cb197fbb3a22144e1e15a738c.jpg,Машина закаточная ICB tecnlologie s.r.l. 19.RL2,Машина закаточная ICB tecnlologie s.r.l. 19.RL2,484844,RUB,Нет,ICB tecnlologie s.r.l.,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/195072,"<p>Машина закаточная <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195072""><b class=""b"">ICB tecnologie s.r.l. 19.RL2</b></a> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских для формирования тестовых заготовок для круассанов, рогаликов и других видов хлебобулочных изделий.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Возможность регулирования силы скручивания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина теста: от 3 до 5 мм</li>
</ul>

<p> </p>",195072,220 В,0.19 кВт,460 мм,310 мм,260 мм,,,,0,https://entero.ru/manuals/227319/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20ICB%20tecnlologie%20s.r.l.%2019.RL2%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,521338,,23 кг,Италия,Италия,1800 шт/час,настольная,,,
https://cdn.entero.ru/mp@2x/dc/53/dc53c8760b620b2a9de4dca2f6f6960b.jpg;https://cdn.entero.ru/mp@2x/af/ae/afaeef873529b40025758b5f2f378698.jpg;https://cdn.entero.ru/mp@2x/09/4a/094ad16318fb93893d2a691a2b0fa679.jpg;https://cdn.entero.ru/mp@2x/8e/03/8e0365588b2082bd3216da318cd821ea.jpg;https://cdn.entero.ru/mp@2x/b2/5f/b25f050ada6971cf9c0c7670b56f20c4.jpg;https://cdn.entero.ru/mp@2x/cb/20/cb20d04781673e4edaaaa72255df6afb.jpg,Машина тестозакаточная Danler WM-700,022910,588221,RUB,Нет,Danler,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/126797,"<p>Тестозакаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126797"">Danler WM-700</a></b> используется на предприятиях пищевой промышленности, в пекарнях и кондитерских для закатки тестовых заготовок небольшого размера при формировании мелкоштучных хлебобулочных изделий: французских багетов, батонов и рогаликов.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка толщины и длины раскатки</li>
<li>Движущиеся детали смонтированы на сферических подшипниках с герметичным уплотнением</li>
<li>Трансмиссия на ремнях с двойными зубьями, что обеспечивает бесшумную работу и надежность машины</li>
<li>Загрузочная воронка с концевым выключателем для обеспечения безопасности персонала</li>
<li>Корпус из нержавеющей стали</li>
<li>Раскаточные валики из стали, покрытой пищевой пластмассой</li>
<li>Колеса рояльного типа</li>
<li>Входные и выходные ленточные транспортеры</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Длина тестовой заготовки: до 700 мм</li>
<li>Размер передней конвейерной ленты:
<ul>
<li>Периметр: 1132 мм</li>
<li>Ширина: 730 мм</li>
<li>Толщина: 8 мм</li>
</ul>
</li>
<li>Скорость передней конвейерной ленты: 46 м/мин</li>
<li>Размер задней конвейерной ленты:
<ul>
<li>Периметр: 1292 мм</li>
<li>Ширина: 730 мм</li>
<li>Толщина: 8 мм</li>
</ul>
</li>
<li>Скорость задней конвейерной ленты: 39 м/мин</li>
<li>Настраиваемая расстояние конвейерного стола: 41 мм</li>
<li>Настраиваемая высота прессующего тесто вала: 0-19 мм</li>
</ul>",126797,380 В,1 кВт,960 мм,1010 мм,1080 мм,374 кг,1,1200x1020x1830 мм,0,https://entero.ru/manuals/477192/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Danler%20WM-700.docx,619180,,284 кг,Россия,Китай,1200 шт/час,напольная,730 мм,от 50 до 1250 г,700 мм
https://cdn.entero.ru/mp@2x/eb/db/ebdbfe96772631de9e0b376b85781f0d.jpg,Машина тестозакаточная Memak LMM 200,Машина тестозакаточная Memak LMM 200,402224,RUB,Нет,,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/240378,"<p>Тестозакаточная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/240378""><b class=""b"">Memak LMM 200</b></a> предназначена для формирования тестовых заготовок в цилиндрическую форму заданной длины и диаметра при помощи закаточных плит на предприятиях общественного питания и торговли. Модель оснащена прессовальной плитой, 2 цилиндрами, поддоном для сбора теста, емкостью для мучной посыпки и колесами, облегчающими передвижение. Изделие выполнено из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулируемый загрузочный бункер для теста</li>
<li>Складная и легко настраиваемая прессовальная плита</li>
<li>Легко регулируемые зазор колес и высота прессовального лотка</li>
<li>Скребковые колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: от 50 до 60 Гц</li>
<li>Рабочая длина: 1100 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Боковые рельсы</li>
</ul>",240378,380 В,0.55 кВт,750 мм,2100 мм,1250 мм,,,,0,https://entero.ru/manuals/288889/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Memak%20LMM%20200.pdf,,,310 кг,,Турция,2500 шт/час,напольная,470 мм,от 50 до 1500 г,
https://cdn.entero.ru/mp@2x/46/b3/46b3afc121c41debf560f715b5b30372.jpg,Багетоформовщик Apach Bakery Line MBA/2C,206401,692860,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/125012,"<p>Багетоформовщик <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/125012"">Apach Bakery Line MBA/2C</a></b> используется на предприятиях общественного питания и торговли для формования заготовок для батонообразных изделий и багетов. Модель оснащена 2 регулируемыми роликами и шерстяной лентой в качестве формирующего полотна. Корпус выполнен из окрашенной стали, ролики - из пищевого полиэтилена.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Рычаги обеспечивают высокую степень точности и уменьшают нагрузку на регулировку роликов</li>
<li>Подача багетов на статичный стол</li>
<li>Быстрая смена полотна без разборки машины</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр ролика: 635 мм</li>
<li>Длина ролика: 7000 мм</li>
<li>Расстояние между роликами: от 0 до 20 мм</li>
<li>Габариты в упаковке: 950х1100х1900 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Синтетический вариант формирующего полотна</li>
<li>Отводящий конвейер с приводом</li>
</ul>",125012,380 В,0.55 кВт,1050 мм,981 мм,1484 мм,,,,0,https://entero.ru/manuals/134445/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20%D1%81%D0%B5%D1%80%D0%B8%D0%B8%20MBA.pdf;https://entero.ru/manuals/284968/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20Apach%20Bakery%20Line%20MBA_2C.pdf;https://entero.ru/manuals/284969/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20Apach%20Bakery%20Line%20MBA_2C.pdf;https://entero.ru/manuals/284970/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/284971/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240466&hd=2&autoplay=0,216 кг,Италия,Италия,,настольная,,от 150 до 2000 г,
https://cdn.entero.ru/mp@2x/8a/92/8a920348c488f1e8e3447ac65574c5d2.jpg;https://cdn.entero.ru/mp@2x/ce/d9/ced96470ecf841647b5814236fadfe3f.jpg;https://cdn.entero.ru/mp@2x/cf/17/cf17a0ae25fcc18a1e38cc43c43354d9.jpg;https://cdn.entero.ru/mp@2x/ff/b6/ffb6ad05aa9dd537ddd448048c8bc9c2.jpg;https://cdn.entero.ru/mp@2x/ef/41/ef418e836c69d186d96e5bbbac232fcb.jpg,Тестозакаточная машина Jac Tradi,Тестозакаточная машина Jac Tradi,845712,RUB,Нет,Jac,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/177240,"<p>Тестозакаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/177240"">Jac Tradi</a> </b>используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для формования заготовок для батонообразных изделий и багетов. Модель оснащена 3 раскаточными валиками и выходной полкой на скользящих направляющих. Валы выполнены из пищевого ПЭТ.</p>

<p>Модель превращается из формовочной машины в раскаточную при открытии переднего выводного конвейера для выхода плоских типов изделий.</p>

<p><b>Особенности</b>:</p>

<ul>
<li>Ручки для регулировки валиков обеспечивают высокую точность и уменьшают нагрузку на запястье руки</li>
<li>Память для регулировок.Стирается насухо</li>
<li>Сверхбыстрая смена лент без демонтирования машины</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Лента ""острые кончики"" для багета</li>
<li>Выходные направляющие</li>
<li>Входные направляющие</li>
<li>Подающая лента</li>
<li>Электропитание:
<ul>
<li>230 В однофазный</li>
<li>230 В трехфазный</li>
<li>400 В трехфазный</li>
</ul>
</li>
<li>Механизированная отводящая лента</li>
<li>Органы управления слева/справа</li>
<li>Лента:
<ul>
<li>Шерсть</li>
<li>Материал Whooltop</li>
<li>Синтетика</li>
</ul>
</li>
<li>Тип лотка подачи:
<ul>
<li>Ручная загрузка</li>
<li>Автоматическая загрузка</li>
</ul>
</li>
</ul>",177240,,1.1 кВт,966 мм,1184 мм,714 мм,,,,0,https://entero.ru/manuals/206321/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Jac%20Tradi.png;https://entero.ru/manuals/206322/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20Tradi.pdf;https://entero.ru/manuals/206323/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Jac%20Tradi.pdf,,,200 кг,Франция,Франция,1200 шт/час,настольная,,от 50 до 1200 г,
https://cdn.entero.ru/mp@2x/e5/b2/e5b2b10b25d1daca95ed5b233b9257e5.jpg;https://cdn.entero.ru/mp@2x/a4/db/a4db115b5f3bc18d974fe4511fb1b9cf.jpg;https://cdn.entero.ru/mp@2x/e4/3a/e43a8355da5a65711c2732464ef9772a.jpg;https://cdn.entero.ru/mp@2x/42/a8/42a8a69a66467cd66208e67a1a8b57ae.jpg;https://cdn.entero.ru/mp@2x/f8/aa/f8aa9bbaec9534f5f036752ffc72b3ef.jpg;https://cdn.entero.ru/mp@2x/0f/98/0f98999c2bdeb6bbaed7b638464596a7.jpg,Тестозакаточная машина Jac Ultima,Тестозакаточная машина Jac Ultima,997838,RUB,Нет,Jac,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/305587,"<p>Тестозакаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305587"">Jac Ultima</a>​</b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для формования заготовок для батонообразных изделий и багетов. Модель оснащена 3 раскаточными монолитными валиками, частотным преобразователем, лотком подачи для ручной загрузки и лотком подачи для автоматической загрузки. Раскаточные валики выполнены из пищевого полиэтилентерефталата, отделка - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручки обеспечивают высокую точность и уменьшение нагрузки на запястье руки</li>
<li>Легкий доступ к внутренней секции</li>
<li>Защитная система безопасности желоба</li>
<li>33 положения регулировки удлинения заготовок</li>
<li>20 положений регулировки раскатывания заготовок</li>
<li>Легко демотнируемая полка для приема продукции</li>
<li>Сверхбыстрая смена лент без демонтирования машины</li>
<li>Вертикальная формовка: экономия рабочего места</li>
<li>Коврик для растяжки с переменной скоростью</li>
<li>Как ручная, так и автоматическая загрузка теста</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Моторизированный выходной конвейер</li>
<li>Лента для багета с острыми концами</li>
<li>Электропитание 230 В</li>
<li>Лента с покрытием из эластомера</li>
</ul>",305587,380 В,1.1 кВт,966 мм,1184 мм,714 мм,,,,0,https://entero.ru/manuals/366288/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20Ultima.pdf;https://entero.ru/manuals/366289/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Jac%20Ultima.png,1050356,https://vk.com/video_ext.php?oid=-177656185&id=456239072&hd=2&autoplay=0,200 кг,,Франция,1200 шт/час,настольная,,от 50 до 1200 г,
https://cdn.entero.ru/mp@2x/fc/74/fc749fef100b3747c2f6d5e09a82886e.jpg;https://cdn.entero.ru/mp@2x/ac/41/ac41efc1517b806906fb9b0dcc26ee0e.jpg;https://cdn.entero.ru/mp@2x/49/15/49154ddb14ef75a54750a9d95749751d.jpg;https://cdn.entero.ru/mp@2x/e9/17/e91776407f1b0dc00e3a6e3dc7909e4b.jpg,Машина тестозакаточная Kumkaya LM 3100 P нерж.,Машина тестозакаточная Kumkaya LM 3100 P нерж.,1221774,RUB,Нет,,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/234826,"<p>Тестозакаточная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234826""><b class=""b"">Kumkaya LM 3100 P</b></a> предназначена для формирования тестовых заготовок в цилиндрическую форму на предприятиях общественного питания и торговли. Модель оснащена регулируемым мукоподсыпателем, 1 прижимной доской и колесами, облегчающими передвижение. Корпус и элементы, соприкасающиеся с продуктом выполнены из нержавеющей стали, цилиндры - с хромированным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настраиваемая прессовочная подушка для получения плоской или выпуклой поверхности изделия</li>
<li>Система централизации для формирования правильной симметричной формы изделия</li>
<li>Выдвижной сборник для отходов под конвейерной лентой</li>
<li>Механическая фиксация колес</li>
<li>Скребки для очищения цилиндров</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 4000 шт./ч</li>
<li>Количество цилиндров: 4</li>
<li>Высота входа: 960 мм</li>
<li>Высота выхода: 890 мм</li>
</ul>",234826,380 В,1.1 кВт,772 мм,2524 мм,1375 мм,,,,0,https://entero.ru/manuals/282840/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Kumkaya%20LM%203100%20%D0%A0.pdf;https://entero.ru/manuals/282839/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kumkaya.pdf,,,300 кг,,Турция,,напольная,,от 50 до 1000 г,400 мм
https://cdn.entero.ru/mp@2x/92/24/92245c0a6f4f5cc526ef1650139acdaf.jpg;https://cdn.entero.ru/mp@2x/2f/d9/2fd9f115e469f49b55793da3dc8fdb93.jpg;https://cdn.entero.ru/mp@2x/22/2e/222ec249bc7a1aa1b84e40878614c123.jpg;https://cdn.entero.ru/mp@2x/a4/52/a452e6d9cf03ee3dde78e874750b8b43.jpg;https://cdn.entero.ru/mp@2x/6a/e6/6ae66f9dd9eea07203d57bc45a353895.jpg;https://cdn.entero.ru/mp@2x/76/d6/76d626b2bcdd18b806a3bc8b075ed733.jpg,Тестозакаточная машина Jac HF,Тестозакаточная машина Jac HF,1304939,RUB,Нет,Jac,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/256359,"<p>Тестозакаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256359"">Jac HF</a>​</b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для формования заготовок для батонообразных изделий и багетов. Модель оснащена сеткой и 2 раскаточными валиками. Отделка выполнена из нержавеющей стали, сетка - из металла, валики - из пищевого полиэтилентерефталата.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эргономичные и точные индикаторы настроек</li>
<li>Постепенное вытягивание заготовок</li>
<li>Саморегулирующаяся передаточная планка</li>
<li>Бережное ображение с тестом</li>
<li>Выходная полка на скользящих направляющих</li>
<li>Усиленный темп производства</li>
<li>Бесшумная работа</li>
<li>Скребки не требуют специального ухода</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Лента для багета с острыми концами</li>
<li>Автономный посыпатель муки</li>
<li>Входные направляющие</li>
<li>Подающая лента</li>
<li>Модуль для предварительного вытягивания тестозаготовок</li>
</ul>",256359,220 В,0.37 кВт,962 мм,1144 мм,684 мм,,,,0,https://entero.ru/manuals/315046/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20HF.pdf;https://entero.ru/manuals/315047/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20HF.pdf;https://entero.ru/manuals/315048/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Jac%20HF.png,1388233,,180 кг,,Бельгия,1800 шт/час,настольная,,от 50 до 1300 г,
https://cdn.entero.ru/mp@2x/46/b4/46b48ca89d1b3fcee300fcd646fefd96.jpg;https://cdn.entero.ru/mp@2x/0a/ca/0acaaa5caa59ceb8f1c3bb9b776e6c2d.jpg,Машина тестозакаточная Kumkaya LM 3201 P,Машина тестозакаточная Kumkaya LM 3201 P,2103861,RUB,Нет,,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/234828,"<p>Тестозакаточная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/234828""><b class=""b"">Kumkaya LM 3201 P</b></a> предназначена для формирования тестовых заготовок в цилиндрическую форму на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена регулируемым мукоподсыпателем, 2 прижимными досками и колесами, облегчающими передвижение. Корпус и элементы, соприкасающиеся с продуктом выполнены из нержавеющей стали, цилиндры - с хромированным покрытием.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Настраиваемая прессовочная подушка для получения плоской или выпуклой поверхности изделия</li>
<li>Система централизации для формирования правильной симметричной формы изделия</li>
<li>Скребки для очищения цилиндров</li>
<li>Комбинируется с машиной для раскладки тестовых заготовок</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 4000 шт./ч</li>
<li>Количество цилиндров: 2</li>
<li>Высота входа: 1221 мм</li>
<li>Высота выхода: 607 мм</li>
</ul>",234828,380 В,1.3 кВт,1029 мм,3231 мм,1305 мм,,,,0,https://entero.ru/manuals/282843/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Kumkaya%20LM%203201%20P.pdf;https://entero.ru/manuals/282841/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kumkaya.pdf,,,500 кг,,Турция,,напольная,,от 100 до 1500 г,400 мм
https://cdn.entero.ru/mp@2x/11/37/11378a11ee7b5dc5238d37d7610ed1a7.jpg;https://cdn.entero.ru/mp@2x/e6/b9/e6b9a095de935c11efe68235696ae701.jpg;https://cdn.entero.ru/mp@2x/35/48/3548d0d52fd111e6b2c1ab68e61902e2.jpg;https://cdn.entero.ru/mp@2x/43/14/43149d7c7b066092efb875d704a09e05.jpg;https://cdn.entero.ru/mp@2x/b9/5b/b95b69d43b04a30a48550741d9588c3a.jpg,Тестозакаточная машина Jac Optima,Тестозакаточная машина Jac Optima,2339132,RUB,Нет,Jac,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/256364,"<p>Тестозакаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/256364"">Jac Optima</a></b> используется на предприятиях общественного питания и торговли, в пекарнях и кондитерских для формования заготовок для батонообразных изделий и багетов. Модель оснащена сеткой и 2 раскаточными валиками. Корпус выполнен из нержавеющей стали, сетка - из металла, валики - из пищевого полиэтилентерефталата.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Эргономичные и точные индикаторы настроек</li>
<li>Постепенное вытягивание заготовок</li>
<li>Моторизованный удлинительный ремень с независимым источником питания</li>
<li>Бережное ображение с тестом</li>
<li>Усиленный темп производства</li>
<li>Бесшумня работа</li>
<li>Скребки не требуют специального ухода</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Съемный эвакуационный коврик</li>
<li>Калибратор</li>
<li>Ножи для мелкоштучной продукции (только в комплекте с калибратором)</li>
</ul>",256364,380 В,0.37 кВт,1029 мм,2851 мм,1227 мм,,,,0,https://entero.ru/manuals/315066/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jac%20Optima.pdf;https://entero.ru/manuals/315067/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Jac%20Optima.png,2436596,https://vk.com/video_ext.php?oid=-177656185&id=456239948&hd=2&autoplay=0,310 кг,,Бельгия,1800 шт/час,напольная,,от 50 до 1300 г,
https://cdn.entero.ru/mp@2x/90/4c/904c4f643e455ee4902893932b76f671.jpg;https://cdn.entero.ru/mp@2x/eb/03/eb0348e8b9e6fe047d28087b606d2b4e.jpg,Машина тестозакаточная Miratek WMK-380,Машина тестозакаточная Miratek WMK-380,0,RUB,Нет,Miratek,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/126782,"<p>Тестозакаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126782"">Miratek WMK-380</a> </b>используется в пекарнях, кондитерских, на предприятиях общественного питания, пищевой промышленности и торговли для формирования тестовых заготовок для батонных изделий и других хлебобулочных изделий.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Устройство центровки заготовок на загрузочном бункере</li>
<li>Регулировка высоты прижимающих плит</li>
<li>Валки верхней пары рифленные, что улучшает захват заготовок</li>
<li>Бесшовная транспортерная лента с повышенной износостойкостью</li>
<li>Конструкция конвейера исключает сползание транспортерной ленты во время работы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр валков: 89 мм</li>
</ul>",126782,"220 В, 380 В",0.75 кВт,1390 мм,660 мм,1060 мм,,,,0,,,,220 кг,,Китай,2000 шт/час,напольная,,от 70 до 900 г,
https://cdn.entero.ru/mp@2x/7b/a2/7ba21ffb212153a7d10e95f8b6f49410.jpg,Машина тестозакаточная BakeBerry BK-600,Машина тестозакаточная BakeBerry BK-600,0,RUB,Нет,,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/126808,"<p>Тестозакаточная машина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/126808""><b class=""b"">BakeBerry PM-200 </b></a>используется на предприятиях общественного питания и торговли для для формирования тестовых заготовок для мелкоштучных хлебобулочных изделий.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина валков: 600 мм</li>
</ul>",126808,220 В,0.75 кВт,,,,,,,0,,,,155 кг,Россия,Италия,,напольная,,,
https://cdn.entero.ru/mp@2x/42/84/428483c45afca33e10aa76c113e9e1fc.jpg,Машина тестозакаточная Sottoriva C600/3,Машина тестозакаточная Sottoriva C600/3,0,RUB,Нет,Sottoriva,Профоборудование,Хлебопекарное,Тестозакаточные машины,https://entero.ru/item/91875,"<p>Тестозакаточная машина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/91875"">SOTTORIVA C600/3</a></b> используется на предприятиях пищевой промышленности, общественного питания и торговли для формования рогаликов и булочек. Модель оснащена подающим контейером, 2-мя раскатывающими валками, закаточными лентами, вращающимися на разных скоростях, и 4-мя колесами. Корпус выполнен из нержавеющей стали</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина валков: 600 мм</li>
<li>Габариты в рабочем состоянии: 1190x935x1175 мм</li>
<li>Габариты в упаковке: 1040x940x1340 мм</li>
</ul>",91875,220 В,0.74 кВт,870 мм,935 мм,1175 мм,,,,0,https://entero.ru/manuals/79594/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Sottoriva%20%D0%A1600_3.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456240503&hd=2&autoplay=0,141 кг,Италия,Италия,,напольная,,,
