Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Видео,Родина бренда,Страна-производитель,Установка,Подключение,Количество зон нагрева,Размеры рабочей поверхности,Борт,Материал решеток
https://cdn.entero.ru/mp@2x/93/67/9367c4ef93a39b1bef2c000b7f59b9f3.jpg,Вапо-гриль Вулкан ETK-BST1 «Сакраменто»,6411811,215260,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78859,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78859""><b class=""b"">Вулкан ETK-BST1 «Сакраменто» </b></a>предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена сливным краном и поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Залив воды ручной</li>
<li>Механическое управление</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность: 3,5 кВт</li>
</ul>",78859,,4.5 кВт,400 мм,700 мм,850 мм,59 кг,1,500x800x950 мм,0,https://entero.ru/manuals/309158/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST1%20%C2%AB%D0%A1%D0%B0%D0%BA%D1%80%D0%B0%D0%BC%D0%B5%D0%BD%D1%82%D0%BE%C2%BB.pdf,,,Россия,напольная,380 В,1,,Да,чугун
https://cdn.entero.ru/mp@2x/3c/8d/3c8dee0a040415c5ecd8662b33feeb97.jpg,Вапо-гриль Вулкан BPD 02V Альма,641662,231035,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/87519,"<p>Водяной гриль (вапо-гриль) <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87519"">Вулкан BPD 02V Альма</a></b> предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена газ-контролем, пьезоподжигом, запальной горелкой, защитным бортом от разбрызгивания и поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерная мощность нагрева</li>
<li>Залив воды в ручном формате</li>
<li>Механическое управление</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p> </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 12,1 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>2,46 м<sup>3</sup>/час</li>
<li>1,91 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
<li>Высота мангала: 100 мм</li>
<li>Высота борта: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Ширина мангала: 600 мм</li>
</ul>",87519,,24.2 кВт,800 мм,700 мм,850 мм,98 кг,1,900x800x950 мм,0,,,,Россия,напольная,газ,2,790х475 мм,Да,чугун
https://cdn.entero.ru/mp@2x/de/a0/dea0353f32fa02de4c3d79d6c78066c3.jpg,Вапо-гриль Вулкан ETK-BST2 «Снейк»,6411821,286455,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78860,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78860""><b class=""b"">Вулкан ETK-BST2 «Снейк» </b></a> предназначен для приготовления мяса, рыбы и овощей с поджаристой корочкой снаружи и мягкой текстурой внутри на предприятиях общественного питания и торговли. Благодаря косвенному нагреву от инфракрасных ТЭНов и испарению воды сохраняется мягкость и цвет продуктов. Модель оснащена механической панелью управления с терморегулятором и встроенным резервуаром для воды. Корпус выполнен из нержавеющей стали, устойчивой к высоким температурам и интенсивной нагрузке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Чугунные решетки обеспечивают качественную прожарку и рельефный узор</li>
<li>Залив воды в ручном формате</li>
<li>Сливной кран</li>
<li>Две зоны нагрева</li>
<li>Приготовление продуктов без потери сочности и объема</li>
<li>Жир стекает в емкость с водой, что уменьшает задымленность в помещении и исключает возможность возгорания жира</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 4,5 кВт</li>
</ul>",78860,,9 кВт,700 мм,700 мм,850 мм,95 кг,1,800x800x950 мм,0,https://entero.ru/manuals/309162/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST2%20%C2%AB%D0%A1%D0%BD%D0%B5%D0%B9%D0%BA%C2%BB.pdf,,,,напольная,380 В,2,,Да,чугун
https://cdn.entero.ru/mp@2x/f1/d7/f1d70af4ae0525b53a97a34b0cc04261.jpg,Вапо-гриль Вулкан ETK-BST3 «Потомак»,6413711,360680,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78853,"<p>Водяной гриль (Вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78853""><b class=""b"">Вулкан ETK-BST3 «Потомак» </b></a>предназначен для приготовления мяса, рыбы и овощей с поджаристой корочкой снаружи и мягкой текстурой внутри на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерная мощность нагрева</li>
<li>Залив воды в ручном формате</li>
<li>Механическое управление</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p> </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 4,5 кВт</li>
</ul>",78853,от 100 до 260 °С,13.5 кВт,1000 мм,700 мм,350 мм,100 кг,1,1100x800x450 мм,0,https://entero.ru/manuals/309164/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST3%20%C2%AB%D0%9F%D0%BE%D1%82%D0%BE%D0%BC%D0%B0%D0%BA%C2%BB.pdf,,,Россия,настольная,380 В,3,,Да,чугун
https://cdn.entero.ru/mp@2x/d7/f8/d7f8bd3103dac4429a03082075c153e1.jpg,Вапо-гриль Vortmax WGG 74,Вапо-гриль Vortmax WGG 74,99523,RUB,Нет,Vortmax,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/371658,"<p>Газовый вапо-гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371658"">Vortmax WGG 74</a></b> используется на предприятиях общественного питания и торговли для обжарки мяса, рыбы и овощей, благодаря испаряющейся влаге из расположенного под нагревательными элементами резервуара для воды происходит более деликатное приготовление продукта. Модель оснащена механической панелью управления на наклонной фронтальной стенке. Корпус выполнен из нержавеющей стали, решетка – из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Розжиг с помощью пьезоэлемента</li>
<li>Регулировка мощности нагрева с помощью поворотного переключателя</li>
<li>Контроль наличия пламени с помощью термопары</li>
<li>Высокопроизводительные газовые горелки с низким уровнем выбросов</li>
<li>Пилотные горелки</li>
<li>Съемный резервуар для воды</li>
<li>Лоток для сбора масла и жира</li>
<li>Сливной кран</li>
<li>Регулируемые по высоте опоры для компенсации неровностей монтажной поверхности</li>
<li>Моноблочная конструкция столешницы с закругленными углами для удобства очистки</li>
<li>Эксплуатация в качестве самостоятельного прибора или в составе тепловой линии 700</li>
<li>Эксплуатация с магистральным или баллонным газом</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 40 °С</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Номинальная тепловая мощность: 5,5 кВт</li>
</ul>",371658,,,400 мм,730 мм,280 мм,56 кг,1,420x800x530 мм,0,,,Турция,Турция,настольная,газ,1,445х295 мм,,чугун
https://cdn.entero.ru/mp@2x/26/c2/26c25c73727d6fc6a0f2603885369d33.jpg,Вапо-гриль Vortmax WGE 94,Вапо-гриль Vortmax WGE 94,105901,RUB,Нет,Vortmax,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/371656,"<p>Электрический вапо-гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371656"">Vortmax WGE 94</a></b> используется на предприятиях общественного питания и торговли для обжарки мяса, рыбы и овощей, благодаря испаряющейся влаге из расположенного под нагревательными элементами резервуара для воды происходит более деликатное приготовление продукта. Модель оснащена электромеханической панелью управления на наклонной фронтальной стенке. Корпус и рабочая поверхность выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Включение, выключение и регулировка мощности нагрева с помощью термостата с 3-позиционным поворотным переключателем</li>
<li>Светодиодныq индикатор нагрева</li>
<li>Съемный резервуар для воды</li>
<li>Лоток для сбора масла и жира</li>
<li>Сливной кран</li>
<li>Регулируемые по высоте опоры для компенсации неровностей монтажной поверхности</li>
<li>Эксплуатация в качестве самостоятельного прибора или в составе тепловой линии 900</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 40 °С</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Сечение кабеля питания: 5x2,5 мм²</li>
</ul>",371656,,7.5 кВт,400 мм,900 мм,280 мм,62 кг,1,420x960x530 мм,0,https://entero.ru/manuals/496770/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20WGE%2094.pdf;https://entero.ru/manuals/496773/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,Турция,Турция,настольная,380 В,1,,,нерж. сталь
https://cdn.entero.ru/mp@2x/96/4c/964c2ad3335848f1fe8e7ba9c4ac43fd.jpg,Вапо-гриль Tatra TWG 4635,Вапо-гриль Tatra TWG 4635,107108,RUB,Нет,Tatra,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/265171,"<p>Водяной гриль (вапо гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/265171""><b class=""b"">Tatra​ TWG 4635</b></a> предназначен для приготовления мяса, рыбы и овощей с поджаристой корочкой снаружи и мягкой текстурой внутри на предприятиях общественного питания и торговли. Благодаря косвенному нагреву от инфракрасных ТЭНов и испарению воды сохраняется мягкость и цвет продуктов. Модель оснащена механической панелью управления с терморегулятором и встроенным резервуаром для воды. Корпус и рабочая поверхность выполнены из нержавеющей стали, устойчивой к высоким температурам и интенсивной нагрузке. </p>

<p><b>Особенности:</b></p>

<ul>
<li>7 уровней мощности нагрева</li>
<li>Залив воды вручную </li>
<li>Емкость с водой расположена под решеткой </li>
<li>Класс защиты: IPX4</li>
<li>Приготовление продуктов без потери сочности и объема</li>
<li>Жир стекает в емкость с водой, что уменьшает задымленность в помещении и исключает возможность возгорания жира</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
<li>Кран для слива воды</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Внутренняя влажность: от 70 до 85%</li>
</ul>",265171,,4.5 кВт,600 мм,600 мм,445 мм,53 кг,1,700x690x575 мм,0,https://entero.ru/manuals/418421/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Tatra%20TWG%204635.pdf;https://entero.ru/manuals/328382/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Tatra%20TWG%204635.pdf;https://entero.ru/manuals/418422/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra.pdf;https://entero.ru/manuals/418423/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Tatra%202024-2025.pdf;https://entero.ru/manuals/473838/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Tatra%20TWG%204635.pdf;https://entero.ru/manuals/509690/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,https://vk.com/video_ext.php?oid=-177656185&id=456239785&hd=2&autoplay=0,,Турция,настольная,380 В,1,455х345 мм,Да,нерж. сталь
https://cdn.entero.ru/mp@2x/e7/bf/e7bf5dc766284abed8cc54b69e5d2bdf.jpg,Вапо-гриль Вулкан BPD 01 Slim,81011,115145,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78778,"<p>Вапо-гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78778"">Вулкан BPD 01 Slim</a></b> предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена газ-контролем и защитным бортом от разбрызгивания.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход природного (сжиженного) газа:
<ul>
<li>0,56 м<sup>3</sup>/час</li>
<li>0,43 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
</ul>",78778,,,300 мм,650 мм,150 мм,,,,0,,,Россия,Россия,настольная,газ,1,,,
https://cdn.entero.ru/mp@2x/fc/b6/fcb6a72d830623104316f904ce5d6b0a.jpg;https://cdn.entero.ru/mp@2x/72/54/725484d512922f1884df7565abb79561.jpg,Вапо-гриль Vortmax WGE 78,Вапо-гриль Vortmax WGE 78,148089,RUB,Нет,Vortmax,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/371657,"<p>Электрический вапо-гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371657"">Vortmax WGE 78</a></b> используется на предприятиях общественного питания и торговли для обжарки мяса, рыбы и овощей, благодаря испаряющейся влаге из расположенного под нагревательными элементами резервуара для воды происходит более деликатное приготовление продукта. Модель оснащена 2 независимыми зонами нагрева и электромеханической панелью управления на наклонной фронтальной стенке. Корпус и рабочая поверхность выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Включение, выключение и регулировка мощности нагрева с помощью термостатов с 3-позиционными поворотными переключателями</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Съемный резервуар для воды</li>
<li>Лоток для сбора масла и жира</li>
<li>Сливной кран</li>
<li>Регулируемые по высоте опоры для компенсации неровностей монтажной поверхности</li>
<li>Эксплуатация в качестве самостоятельного прибора или в составе тепловой линии 700</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 40 °С</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Сечение кабеля питания: 5x2,5 мм²</li>
</ul>",371657,,8.75 кВт,400 мм,730 мм,280 мм,85 кг,,,0,https://entero.ru/manuals/496769/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20WGE%2078.pdf;https://entero.ru/manuals/496774/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,Турция,Турция,настольная,380 В,2,,,нерж. сталь
https://cdn.entero.ru/mp@2x/91/ae/91ae216dcf08bc381180fd7e772dbb2c.jpg,Вапо-гриль Vortmax WGE 98,Вапо-гриль Vortmax WGE 98,158514,RUB,Нет,Vortmax,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/371655,"<p>Электрический вапо-гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371655"">Vortmax WGE 98</a></b> используется на предприятиях общественного питания и торговли для обжарки мяса, рыбы и овощей, благодаря испаряющейся влаге из расположенного под нагревательными элементами резервуара для воды происходит более деликатное приготовление продукта. Модель оснащена 2 независимыми зонами нагрева и электромеханической панелью управления на наклонной фронтальной стенке. Корпус и рабочая поверхность выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Включение, выключение и регулировка мощности нагрева с помощью термостатов с 3-позиционными поворотными переключателями</li>
<li>Светодиодные индикаторы нагрева</li>
<li>Съемный резервуар для воды</li>
<li>Лоток для сбора масла и жира</li>
<li>Сливной кран</li>
<li>Регулируемые по высоте опоры для компенсации неровностей монтажной поверхности</li>
<li>Эксплуатация в качестве самостоятельного прибора или в составе тепловой линии 900</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 40 °С</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Сечение кабеля питания: 5x4 мм²</li>
</ul>",371655,,15 кВт,800 мм,900 мм,280 мм,114 кг,1,820x960x530 мм,0,https://entero.ru/manuals/496771/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20WGE%2098.pdf;https://entero.ru/manuals/496772/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,Турция,Турция,настольная,380 В,2,,,нерж. сталь
https://cdn.entero.ru/mp@2x/76/3a/763a270a29b203a621dbf48b942bc998.jpg,Вапо-гриль VEROTERM K7EGD05TT настольный,Вапо-гриль VEROTERM K7EGD05TT настольный,164797,RUB,Нет,VEROTERM,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/278588,"<p>Вапо-гриль <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278588""><b class=""b"">VEROTERM K7EGD05TT </b></a>используется на предприятиях общественного питания и торговли для приготовления широкого ассортимента блюд. Благодаря косвенному нагреву от инфракрасных ТЭНов и испарению воды сохраняется мягкость и цвет продуктов. Модель оснащена задним бортом и электромеханической панелью управления. Оборудование выполнено из нержавеющей стали AISI 430, устойчивой к высоким температурам и интенсивной нагрузке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотного переключателя</li>
<li>Предохранительный термостат с автоматическим сбросом</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>Лазерная обработка кромки поверхностей облицовки для идеально ровной стыковки деталей конструкции</li>
<li>Возможность эксплуатации в составе тепловой линии <a href=""https://entero.ru/search.php?text=veroterm+%D1%81%D0%B5%D1%80%D0%B8%D1%8F+700"">серии 700</a></li>
<li>Эргономичный дизайн</li>
<li>Съемный поднос 1/1 GN</li>
<li>Теплообмен осуществляется только по направлению к пище</li>
<li>Приготовление продуктов без потери сочности и объема</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина стали корпуса: 1 мм</li>
</ul>",278588,от 0 до 400 °С,4.1 кВт,400 мм,700 мм,250 мм,55 кг,1,550x850x400 мм,0,,,,Италия,настольная,380 В,1,,Да,нерж. сталь
https://cdn.entero.ru/mp@2x/05/45/0545510bc524cbef4e705ebf617b6fa1.jpg,Вапо-гриль Вулкан BPD 01V Бельбек,641661,164950,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/87518,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87518""><b class=""b"">Вулкан BPD 01V «Бельбек»</b></a> предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена газ-контролем, пьезоподжигом, запальной горелкой, защитным бортом от разбрызгивания и поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 12,1 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>1,23 м<sup>3</sup>/час</li>
<li>0,96 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
<li>Высота мангала: 100 мм</li>
<li>Высота борта: 50 мм</li>
</ul>",87518,,12.1 кВт,400 мм,700 мм,850 мм,63 кг,1,500x800x1150 мм,0,,,,Россия,напольная,"газ, 220 В",1,390х475 мм,Да,чугун
https://cdn.entero.ru/mp@2x/e2/f1/e2f1fc9aa01bf6008aba765faa04c39d.jpg,Вапо-гриль Вулкан ETK-BST1 «Теннеси»,6411711,200200,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78851,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78851""><b class=""b"">Вулкан ETK-BST1 «Теннеси» </b></a>предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена механической панелью управления, поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали, устойчивой к высоким температурам и интенсивной нагрузке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Залив воды в ручном формате​</li>
<li>Сливной кран</li>
<li>Чугунные решетки для качественной прожарки и получения рельефного узора</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p> </p>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность: 3,5 кВт</li>
</ul>",78851,,4.5 кВт,400 мм,700 мм,325 мм,50 кг,1,500x800x450 мм,0,https://entero.ru/manuals/309156/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST1%20%C2%AB%D0%A2%D0%B5%D0%BD%D0%BD%D0%B5%D1%81%D0%B8%C2%BB.pdf,,,Россия,настольная,380 В,1,,Да,чугун
https://cdn.entero.ru/mp@2x/fa/02/fa02eeaba7986eee338e349f37b0d280.jpg,Вапо-гриль Вулкан ETK-BST2 «Гудзон»,6412711,267930,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/78852,"<p>Водяной гриль (вапо-гриль) <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78852""><b class=""b"">Вулкан ETK-BST2 «Гудзон» </b></a>предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Залив воды в ручном формате</li>
<li>Равномерная мощность нагрева</li>
<li>Механической панелью управления</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p><b>Дополнительны</b><b>е характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 4,5 кВт</li>
</ul>",78852,,9 кВт,700 мм,700 мм,350 мм,70 кг,1,800x800x450 мм,0,https://entero.ru/manuals/309160/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%92%D1%83%D0%BB%D0%BA%D0%B0%D0%BD%20ETK-BST2%20%C2%AB%D0%93%D1%83%D0%B4%D0%B7%D0%BE%D0%BD%C2%BB.pdf,,,Россия,настольная,380 В,2,,Да,чугун
https://cdn.entero.ru/mp@2x/21/15/211596d51423c513418e7a053fb8db5a.jpg,Вапо-гриль Вулкан BPD 03V Омолон,641663,302730,RUB,Нет,Вулкан,Профоборудование,Тепловое,Вапо-грили,https://entero.ru/item/87520,"<p>Водяной гриль (вапо-гриль) <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87520"">Вулкан BPD 03V Омолон</a></b> предназначен для жарки различных продуктов на предприятиях общественного питания и торговли. В процессе приготовления блюда получают такой же вкус, аромат и внешний вид, словно их готовили на открытом огне. Модель оснащена газ-контролем, пьезоподжигом, запальной горелкой, защитным бортом от разбрызгивания и поддоном для воды, благодаря которой продукты приобретают дополнительную сочность и мягкость без образования дыма и чада. Корпус выполнен из нержавеющей стали, устойчивой к высоким температурам и интенсивной нагрузке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Равномерная мощность нагрева</li>
<li>Залив воды в ручном формате</li>
<li>Легкая очистка решетки с помощью металлической щетки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной зоны нагрева: 12,1 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>3,68 м<sup>3</sup>/час</li>
<li>2,87 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
<li>Высота мангала: 100 мм</li>
<li>Высота борта: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Ширина мангала: 1000 мм</li>
</ul>",87520,от 0 до 250 °С,36.3 кВт,1200 мм,700 мм,850 мм,130 кг,,,0,,,,Россия,напольная,газ,3,1190х475 мм,Да,чугун
