Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Количество уровней,Вес (с упаковкой),Расстояние между уровнями,Размер противней / подносов,Для теплового оборудования,Совместимое оборудование,Двойная
https://cdn.entero.ru/mp@2x/de/9a/de9a52c46c33be525d3384430ffdcada.jpg;https://cdn.entero.ru/mp@2x/9c/3d/9c3d349b7003373a69155af885ff2c4e.jpg;https://cdn.entero.ru/mp@2x/33/27/33276329a5b4fd9bc343c2480b9ec1f4.jpg;https://cdn.entero.ru/mp@2x/5d/f0/5df040a0b1a47d5ba88724258ef145fe.jpg;https://cdn.entero.ru/mp@2x/34/6a/346a9a3d814aa516a8b79d3f3fa147d3.jpg;https://cdn.entero.ru/mp@2x/8f/dc/8fdc2bbaa26e3f67f53e3cdc216d9b82.jpg;https://cdn.entero.ru/mp@2x/57/d4/57d4a07a4d08b95803169dc44c026179.jpg;https://cdn.entero.ru/mp@2x/59/fd/59fdd5fad8c2728f63f8a7bc0ff10466.jpg;https://cdn.entero.ru/mp@2x/c2/e3/c2e393b8e5a32ba8607f6ae7af217e29.jpg;https://cdn.entero.ru/mp@2x/1c/0e/1c0ed8a367fbddfb8b3cf614bf75ba5f.jpg,Тележка-шпилька для противней Restoinox ТШСП-14 660х600,Тележка-шпилька для противней Restoinox ТШСП-14 660х600,15725,RUB,Да,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/377543,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377543"">Restoinox ТШСП-14 660х600</a></b> предназначена для хранения и транспортировки противней на предприятиях общественного питания и торговли. Модель оснащена рядом с 14 уровнями направляющих. Каркас выполнен из профиля квадратного сечения из нержавеющей стали марки AISI 430, направляющие – из углового профиля из нержавеющей стали марки AISI 430, упаковка – стрейч-пленка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>4 колеса, включая 2 со стопорными ограничителями, для удобства транспортировки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
<li>Вместимость противней: 14</li>
<li>Толщина профиля каркаса: 1,2 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",377543,,,,25 кг,Россия,1,700x650x1650 мм,0,https://entero.ru/manuals/519730/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,для противней,14,,,660х600 мм,,,
https://cdn.entero.ru/mp@2x/1e/6d/1e6d14eba6039f119c66c150c67d219b.jpg,Тележка-шпилька для гастроемкостей EKSI ТШ-12 385х540х1600 (Z-образная),ТШ-12 385х540 Z,17268,RUB,Да,EKSI,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/88391,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88391""><b class=""b"">EKSI ТШ-12 385х540х1600</b></a> предназначена для хранения и транспортировки гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена обрезиненными колесами, 2 из которых имеют блокировку. Z-образная форма позволяет стыковать несколько тележек в одну линию для компактного хранения. Сварная конструкция выполнена из нержавеющей стали AISI 430.</p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
</ul>",88391,385 мм,540 мм,1600 мм,,Китай,,,13,https://entero.ru/manuals/509527/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,18770,,26.8 кг,для гастроемкостей,12,,,GN 1/1,,,
https://cdn.entero.ru/mp@2x/c8/5c/c85cca945ac5a6f7a144689e0b855bf1.jpg,Тележка-шпилька для гастроемкостей Assum СП-15-Р (460х605х1750),Тележка-шпилька для гастроемкостей Assum СП-15-Р (460х605х1750),21122,RUB,Да,Assum,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/235641,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/235641""><b class=""b"">Assum СГ-15-Р</b></a> предназначена для временного хранения и транспортировки гастроемкостей и противней с полуфабрикатами и готовой продукцией в столовых, барах, ресторанах и на других предприятиях общественного питания и торговли. Направляющие расположены на длинных плоскостях конструкции. Каркас выполнен из из высококачественной листовой нержавеющей стали AISI 430.</p>

<p><span style=""color:#FF0000;"">Противни не входят в комплект поставки и приобретаются отдельно.</span></p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Ограничители для подносов</li>
<li>4 маневренных поворотных колеса, включая 2 со стояночным тормозом</li>
<li>Устойчивость к опрокидыванию при неравномерном размещении груза </li>
<li>Легкость очистки и дезинфекции</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем: 0,476438 м³</li>
<li>Объем в упаковке: 0,102785 м³</li>
<li>Диаметр колес: 75 мм</li>
<li>Толщина стали: 1 мм</li>
</ul>",235641,460 мм,605 мм,1750 мм,,Россия,,,0,https://entero.ru/manuals/479571/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Assum%20%D0%A1%D0%9F-15-%D0%A0%20%28460%D1%85605%D1%851750%29.pdf;https://entero.ru/manuals/479576/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,22470,,15 кг,"для гастроемкостей, для противней",15,,100 мм,400х600 мм,,,
https://entero.ru/i/nofoto-m.jpg,Тележка-шпилька для подносов Restoinox ТШРПУР-15/325-360,ТШРПУР-15/325-360 (под подносы 460мм х 330мм),21407,RUB,Да,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/377564,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377564"">Restoinox ТШРПУР-15/325-360</a></b> предназначена для хранения и транспортировки подносов на предприятиях общественного питания и торговли. Модель оснащена рядом с 15 уровнями направляющих и 4 колесами.</p>",377564,,,,,Россия,,,0,https://entero.ru/manuals/519875/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,22299,,,для подносов,15,,,460х330 мм,,,
https://cdn.entero.ru/mp@2x/ee/6d/ee6ddc2614daa1c1b2d7c01f2784e32e.jpg,Тележка-шпилька для лотков Проммаш СХП-14,Тележка-шпилька для лотков Проммаш СХП-14,22946,RUB,Да,Проммаш,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/298656,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/298656"">Проммаш СХП-14</a></b> предназначена для хранения и транспортировки хлебных лотков на предприятиях общественного питания и торговли. Модель оснащена 4 прочными колесами для удоства перемещения. Сварной каркас выполнен из крашеного металла.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость лотков: 14</li>
</ul>",298656,920 мм,830 мм,1450 мм,,Россия,,,0,,,,53.3 кг,для лотков,7,,180 мм,,,,Да
https://cdn.entero.ru/mp@2x/26/bb/26bb23e72c54f29b1d43123fa11c4d42.jpg,Тележка-шпилька для гастроемкостей Gastrolux Ш1-GN/12/С,Тележка-шпилька для гастроемкостей Gastrolux Ш1-GN/12/С,24958,RUB,Да,Gastrolux,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/70606,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/70606"">Gastrolux Ш1-GN/12/С</a> </b>используется на предприятиях общественного питания и торговли, в пекарнях, кондитерских и промышленно-производственных помещениях для транспортировки противней. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Сварная конструкция</li>
<li>Колеса поворотные d=75 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",70606,375 мм,540 мм,1800 мм,,Россия,,,0,https://entero.ru/manuals/490894/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,,,25.7 кг,для гастроемкостей,12,,,GN 1/1,,,
https://cdn.entero.ru/mp@2x/32/f3/32f30fb49e3adca3d7c07bfa8d1f99dc.jpg,Тележка-шпилька для гастроемкостей Gastrolux Ш1-GN/12/Р,Тележка-шпилька для гастроемкостей Gastrolux Ш1-GN/12/Р,26943,RUB,Да,Gastrolux,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/72541,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72541"">Gastrolux Ш1-GN/12/Р</a> </b>используется на предприятиях общественного питания и торговли, в пекарнях, кондитерских и промышленно-производственных помещениях для транспортировки противней. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Колеса поворотные d=75 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",72541,375 мм,530 мм,1800 мм,,Россия,,,0,https://entero.ru/manuals/490892/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,28066,,25.7 кг,для гастроемкостей,12,,,GN 1/1,,,
https://cdn.entero.ru/mp@2x/d1/a7/d1a73b2445d7945eeb793f12cc1f6de4.jpg,Тележка-шпилька для термоконтейнеров Coolinox CH1 RU,Тележка-шпилька для термоконтейнеров Coolinox CH1 RU,26997,RUB,Да,,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/223088,"<p>Тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/223088""><b class=""b"">Coolinox CH1L RU</b></a> предназначена для транспортировки термоконтейнеров <a href=""https://entero.ru/item/97134"">CH1</a> на предприятиях пищевого производства, общественного питания и торговли. Модель оснащена колесами с блокировкой. Сварной каркас выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 20 термоконтейнеров CH1</li>
</ul>",223088,605 мм,465 мм,1315 мм,,Россия,,,0,,29345,,,для термоконтейнеров,10,,,,,,Да
https://cdn.entero.ru/mp@2x/16/4c/164c219e8f3cbdf1a682fa804700ebf1.jpg,Тележка-шпилька для противней Gastrolux Ш1-064/12/Р,Тележка-шпилька для противней Gastrolux Ш1-064/12/Р,27382,RUB,Да,Gastrolux,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/72539,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/72539"">Gastrolux Ш1-064/12/Р</a> </b>используется на предприятиях общественного питания и торговли, в пекарнях, кондитерских и промышленно-производственных помещениях для транспортировки противней. Каркас выполнен из нержавеющей стали AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Колеса поворотные d=75 мм</li>
<li>2 колеса с тормозом</li>
<li>Возможно изготовление нестандартных размеров</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/67231"">Комплект колес d=75 мм</a></li>
<li><a href=""https://entero.ru/item/67232"">Комплект колес d=100 мм</a></li>
<li><a href=""https://entero.ru/item/67233"">Комплект колес d=125 мм</a></li>
<li><a href=""https://entero.ru/item/67234"">Комплект колес d=150 мм</a></li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",72539,450 мм,600 мм,1800 мм,,Россия,,,0,https://entero.ru/manuals/490893/%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D0%BE%D0%B5%20%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%BE.pdf,28823,,26 кг,для противней,12,,,600х400 мм,,,
https://entero.ru/i/nofoto-m.jpg,Тележка-шпилька для гастроемкостей Restoinox ТШРГ-GN-2/1-12,Тележка-шпилька для гастроемкостей Restoinox ТШРГ-GN-2/1-12,27625,RUB,Да,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/377541,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377541"">Restoinox ТШРГ-GN-2/1-12</a></b> предназначена для хранения и транспортировки гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена рядом с 12 уровнями направляющих. Каркас выполнен из профиля квадратного сечения из нержавеющей стали марки AISI 430, направляющие – из углового профиля из нержавеющей стали марки AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>4 колеса, включая 2 со стопорными ограничителями, для удобства транспортировки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 75 мм</li>
<li>Вместимость гастроемкостей: 12</li>
<li>Толщина профиля каркаса: 1,2 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>",377541,,,,,Россия,,,0,https://entero.ru/manuals/519876/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,29704,,,для гастроемкостей,12,,,GN 2/1,,,
https://cdn.entero.ru/mp@2x/3a/07/3a07991df2cdb016d774ce635e46a660.jpg;https://cdn.entero.ru/mp@2x/c5/12/c51268c57970442b9cf269ae581735ea.jpg,Тележка-шпилька для подносов ATESY КШ-Л-1.12-350.600-02,Шпилька КШ-Л-1.12-350.600-02 / Шпилька КШ-Л-1.12- 350.600-02,29463,RUB,Да,ATESY,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/119919,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/119919"">ATESY КШ-Л-1.12-350.600-02</a></b> серии Люкс используется на предприятиях общественного питания и торговли для транспортировки и хранения подносов. Модель оснащена 4 поворотными колесами, 2 из которых снабжены тормозными устройствами. Сварная конструкция полностью выполнена из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стойки из труб квадратного сечения</li>
<li>Все кромки имеют подгиб, исключающий травмирование при эксплуатации и санитарной обработке</li>
<li>Сварная конструкция</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Макс. нагрузка на шпильку: 160 кг</li>
<li>Макс. нагрузка на уровень: 10 кг</li>
<li>Диаметр колес: 100 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Подносы, изображенные на фото, в комплект поставки не входят и приобретаются отдельно.</span></em></p>",119919,415 мм,600 мм,1575 мм,28 кг,Россия,1,650x465x1605 мм,0,https://entero.ru/manuals/131813/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20ATESY%20%D0%9A%D0%A8-%D0%9B-1.12-350.600-02.pdf;https://entero.ru/manuals/281973/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20ATESY%202021.pdf,30691,,21 кг,для подносов,12,,110 мм,350х600 мм,,,
https://entero.ru/i/nofoto-m.jpg,Тележка-шпилька Rosinox на 15 уровней 660х410х1800,Тележка-шпилька Rosinox на 15 уровней 660х410х1800,30298,RUB,Да,,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/346200,"<p>Тележка-шпилька<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346200""><b class=""b""> Rosinox</b></a> используется на предприятиях общественного питания и торговли для временного хранения и транспортировки полуфабрикатов и готовой продукции. Изделие оснащено 15 уровнями направляющих.</p>",346200,660 мм,410 мм,1800 мм,,Россия,,,0,,32933,,,для противней,15,,,400х600 мм,,,
https://cdn.entero.ru/mp@2x/21/82/218282cc84a4aa075591fb8bba5d1172.jpg,Комплект полок для стеллажа Kocateq N7221,Комплект полок для стеллажа Kocateq N7221,30670,RUB,Да,Kocateq,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/41377,"<p>Комплект из 5 полок <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/41377""><b class=""b"">Kocateq N7221</b></a> предназначен для стеллажа и изготовлен из нержавеющей стали.</p>

<p><b>Характеристики:</b></p>

<ul>
<li>Размеры полки: 1830х533 мм</li>
</ul>",41377,,,,,,,,0,,32628,,,,,,,,,,
https://cdn.entero.ru/mp@2x/e9/58/e9585c781b6b8da368717962e3207226.jpg,Тележка-шпилька для гастроемкостей Abat ТШГ-12-6-4,21000005157,33847,RUB,Да,Abat,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/202449,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/202449"">Abat ТШГ-12-6-4</a> </b>предназначена для транспортировки противней и гастроемкостей на предприятиях общественного питания и торговли. Модель оснащена 4 термостойкими поворотными колесами. Конструкция выполнена из высококачественной нержавеющей стали.</p>

<p><strong>Дополнительные характеристики:</strong></p>

<ul>
<li>Допустимая нагрузка: 100 кг</li>
<li>Диаметр колес: 100 мм</li>
</ul>

<p><span style=""color:#FF0000;""><em>Внимание! На фото аналогичная модель другого размера.</em></span></p>",202449,481 мм,656 мм,1581 мм,31 кг,Россия,1,1710x670x490 мм,0,https://entero.ru/manuals/410824/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%A8%D0%93-12-6-4.pdf;https://entero.ru/manuals/410826/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B5%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D0%B5%20%D0%BD%D0%B0%20Abat%20%D0%A2%D0%A8%D0%93-12-6-4.pdf;https://entero.ru/manuals/510944/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,36790,,29 кг,"для гастроемкостей, для противней",12,,110 мм,600х400 мм,,,
https://cdn.entero.ru/mp@2x/b9/9d/b99d645966248af169f2cfcaff911f4b.jpg,Тележка-шпилька вкатная Zucchelli Forni Rack 400x600 на 12 уровней для ротационной печи Minirotor E,Rack 40x60 (12ур.),35805,RUB,Да,,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/154387,"<p>Вкатная тележка-шпилька <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/154387""><b class=""b"">Zucchelli Forni Rack 400x600</b></a> предназначена для установки в печь<a href=""https://entero.ru/item/154315""> Minirotor E</a>. Тележка крепится на крюк или устанавливается на платформу. Модель оснащена 4 колесами. Корпус выполнен из нержавеющей стали.</p>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",154387,400 мм,600 мм,1610 мм,,Италия,,,0,,,,,для противней,12,,121 мм,600х400 мм,Да,ротационная печь,
https://cdn.entero.ru/mp@2x/27/51/2751ce0d3d28112b64319d59251d5e97.jpg,Стеллаж-шпилька для подносов KAYMAN СШ-64/1236-А,Стеллаж-шпилька для подносов KAYMAN СШ-64/1236-А,38138,RUB,Да,KAYMAN,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/377407,"<p>Стеллаж-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377407"">KAYMAN СШ-64/1236-А</a></b> используется на предприятиях общественного питания и торговли для транспортировки и хранения подносов. Модель оснащена 4 поворотными колесами, 2 из которых снабжены тормозными устройствами. Шпилька выполнена из нержавеющей стали AISI 304.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная распределенная нагрузка:
<ul>
<li>Общая: 120 кг</li>
<li>На одну полку: 10 кг</li>
</ul>
</li>
<li>Размер подносов: 300-350х600 мм</li>
<li>Сечение профиля стоек: 25х25 мм</li>
<li>Толщина материала стоек: 1,5 мм</li>
<li>Диаметр поворотных колес 100 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Подносы, изображенные на фото, в комплект поставки не входят и приобретаются отдельно.</span></em></p>",377407,600 мм,400 мм,1575 мм,28.5 кг,Россия,,,0,https://entero.ru/manuals/519147/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/519148/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,,,,для подносов,12,,107 мм,,,,
https://cdn.entero.ru/mp@2x/fd/3f/fd3f6fa23f85988395ea4c008e9020f1.jpg,Тележка-шпилька RoboLabs SH1-P060,Тележка-шпилька RoboLabs SH1-P060,38550,RUB,Да,RoboLabs,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/346850,"<p>Тележка-шпилька<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346850""><b class=""b""> RoboLabs SH1-P060</b></a> предназначена для совместного использования с тепловой витриной <a href=""https://entero.ru/item/346836"" target=""_blank"">VTP-060SD1</a> на предприятиях общественного питания и торговли. Модель оснащена 6 регулируемыми по высоте полками, которые можно утанавливать как ровно, так и под наклоном.</p>",346850,430 мм,505 мм,1670 мм,,Россия,,,0,,41452,,,,6,,,,Да,,
https://cdn.entero.ru/mp@2x/e4/77/e4776305eaf8acf4ed5215aa1545996b.jpg;https://cdn.entero.ru/mp@2x/2e/b1/2eb1cd49959a3a182e826e4c0d87db83.jpg;https://cdn.entero.ru/mp@2x/e8/67/e867da0f4dd158c2ff74ca3923ebad63.jpg;https://cdn.entero.ru/mp@2x/91/dd/91dd8caffb19340494f5ccf05d8e125d.jpg;https://cdn.entero.ru/mp@2x/65/4d/654d6cd9de263344982c8dff40318113.jpg;https://cdn.entero.ru/mp@2x/31/43/314374fb2b24db1c60b1936ea9380359.jpg;https://cdn.entero.ru/mp@2x/39/89/3989d4211206b386e198412343def23f.jpg;https://cdn.entero.ru/mp@2x/9e/c7/9ec7e088fac4b5b2afd8a159985cdbe1.jpg;https://cdn.entero.ru/mp@2x/73/f4/73f40fb36c00244fde704f7466ba970a.jpg;https://cdn.entero.ru/mp@2x/d4/41/d44182842fd90e488dc8efee26f180ff.jpg;https://cdn.entero.ru/mp@2x/c1/0d/c10d87be15274a68a90b2eab56771c54.jpg;https://cdn.entero.ru/mp@2x/d7/c3/d7c3fe18f3ae2820dfd3ec8d19e9e844.jpg;https://cdn.entero.ru/mp@2x/32/47/3247b6cb7eb9d3cce0055721524ed411.jpg;https://cdn.entero.ru/mp@2x/eb/fc/ebfce9dfca2ee55b6ec72672363f71df.jpg,Тележка-шпилька для подносов Restoinox ТШРЗППР-12/360/540,ТШРЗППР-12/360/540 под подносы,39857,RUB,Да,Restoinox,Профоборудование,Нейтральное,Шкафы для одежды,https://entero.ru/item/377550,"<p>Тележка-шпилька <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377550"">Restoinox ТШРЗППР-12/360/540</a></b> предназначена для хранения и транспортировки подносов на предприятиях общественного питания и торговли. Модель оснащена рядом с 12 уровнями направляющих. Каркас выполнен из профиля квадратного сечения из нержавеющей стали марки AISI 430, направляющие – из прутка из нержавеющей стали марки AISI 304, панели – из пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Разборная конструкция</li>
<li>Сплошные панели с 3 сторон для защиты от внешних воздействий</li>
<li>4 колеса, включая 2 со стопорными ограничителями, для удобства транспортировки</li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр колес: 100 мм</li>
<li>Вместимость подносов: 12</li>
<li>Габариты подносов:
<ul>
<li>Ширина: от 300 до 360 мм</li>
<li>Глубина: 540 мм</li>
</ul>
</li>
<li>Толщина профиля каркаса: 1,2 мм</li>
<li>Толщина прутка направляющих: 6 мм</li>
<li>Габариты профиля каркаса: 25х25 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Альтернативное цветовое исполнение панелей по каталогу RAL</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичные модели с различным цветовым исполнением панелей.</span></em></p>",377550,440 мм,540 мм,1700 мм,35 кг,Россия,1,450x150x1720 мм,0,https://entero.ru/manuals/519731/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,41518,,,для подносов,12,,120 мм,"300x540 мм, 360х540 мм",,,
