Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Производительность,Количество уровней,Загрузка,Решетка для булочек,Максимальная загрузка тостов,Конвейерный,Ширина конвейера
https://cdn.entero.ru/mp@2x/e3/18/e318bf330ccb067e9e31536652b4efaa.jpg;https://cdn.entero.ru/mp@2x/0c/4d/0c4d6bf9fd6436e068409bfe24fa6bfe.jpg;https://cdn.entero.ru/mp@2x/e9/0e/e90e643aa774ae7d484d437b6951a760.jpg;https://cdn.entero.ru/mp@2x/b8/22/b82206d994801e4b107ad3524a88906e.jpg;https://cdn.entero.ru/mp@2x/3d/8f/3d8fe8b09056ded9e6b0496e6a4b69e7.jpg;https://cdn.entero.ru/mp@2x/2e/74/2e7412d48d298ab63806f84e43003fbd.jpg,Тостер конвейерный RoboLabs RoboToaster M,219745,193198,RUB,Да,RoboLabs,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/280599,"<p>Конвейерный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/280599"">RoboLabs RoboToaster M</a></b> предназначен для подогрева и карамелизации предварительно разрезанных булочек на предприятиях общественного питания и торговли. Модель оснащена электромеханическим управлением. Конструкция выполнена из нержавеющей стали AISI 430, нагревательная поверхность - из алюминия, контактная часть (коврик) - тефлон, сетчатая конвейерная лента - из нержавеющего прутка диаметром 4 мм.</p>

<p>В комплект поставки входят 2 коврика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 бункера для загрузки разных половин булочек</li>
<li>Подогревается вся булочка, поджаривается только срез</li>
<li>Увеличенное время прохождения булочки и дополнительный ТЭН</li>
<li>Наклонная рабочая плоскость для удобства загрузки</li>
<li>Съемный наклонный лоток для хранения готовых булочек, с возможностью установки в 2 направлениях</li>
<li>Регулируемый зазор между нагревательной поверхностью и сеткой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 250 до 300 ºС</li>
<li>Максимальный диаметр булки: 160 мм</li>
<li>Толщина булки:
<ul>
<li>Максимальная: до 40 мм</li>
<li>Минимальная: 5 мм</li>
</ul>
</li>
<li>Время прохождения булочки: 45 сек.</li>
<li>Ширина загрузочного отверстия: 330 мм</li>
<li>Перепад высоты двух частей загрузочного отверстия: 7 мм</li>
<li>Габариты в упаковке: 380х660х715 мм</li>
</ul>",280599,220 В,3.4 кВт,380 мм,660 мм,715 мм,,Россия,,,0,https://entero.ru/manuals/345250/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20RoboLabs%20RoboToaster%20M.pdf;https://entero.ru/manuals/345251/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/502852/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,205530,,37 кг,1700 шт./ч,,вертикальная,,,Да,330 мм
https://cdn.entero.ru/mp@2x/1c/58/1c5879f7cc1d2ebd790584c54b5aeb10.jpg;https://cdn.entero.ru/mp@2x/d7/5d/d75d61e17a35c021caa05293e15791fd.jpg,Тостер Rosso HET-4,HET4,8215,RUB,Да,Rosso,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/271383,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271383""><b class=""b"">Rosso</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271383""><b class=""b""> HET-4</b></a> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания и торговли. Перфорированные стенки обеспечивают хорошее охлаждение нагревательного элемента. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Индикаторная лампа нагрева</li>
<li>Звуковой сигнал завершения приготовления</li>
<li>Таймер от 0 до 5 минут</li>
<li>Поддон для сбора крошек</li>
</ul>",271383,220 В,2.24 кВт,396 мм,264 мм,258 мм,4 кг,Китай,1,396x264x258 мм,0,https://entero.ru/manuals/334026/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HET-4.pdf,,,4 кг,,,вертикальная,,4,,
https://cdn.entero.ru/mp@2x/1d/e2/1de20708f94e3ffd4cf2a47ca1ef4116.jpg,Тостер VIATTO VST-6,Тостер VIATTO VST-6,12107,RUB,Да,VIATTO,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/112129,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/112129"">VIATTO VST-6</a></b> предназначен для подогрева и поджарки кусочков хлеба на предприятиях общественного питания и торговли. Перфорированные стенки корпуса служат для оптимального охлаждения и предотвращают перегрев. Корпус выполнен из нержавеющей стали.</p>

<p>
<em><span style=""color:#FF0000;"">Внимание! Изображение товара может отличаться от оригинала и представлено в ознакомительных целях.</span></em></p>",112129,220 В,3.24 кВт,460 мм,210 мм,225 мм,5 кг,Китай,1,560x310x325 мм,0,https://entero.ru/manuals/110711/%D0%9E%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%B4%D0%BB%D1%8F%20%D1%84%D0%B0%D1%81%D1%82-%D1%84%D1%83%D0%B4%D0%B0%20VIATTO.pdf,12744,,4.5 кг,,,вертикальная,,6,,
https://cdn.entero.ru/mp@2x/67/b3/67b3d6d125c58c0cf76388b35c3b16ae.jpg,Тостер конвейерный Rosso HET-150,Тостер конвейерный Rosso HET-150,23716,RUB,Да,Rosso,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/271380,"<p>Конвейерный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271380"">Rosso HET-150</a></b> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания. Модель оснащена регулировкой степени прожарки, регулируемыми по высоте ножками и поддоном для сбора крошек. Корпус выполнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер входа для хлеба: 90х185 мм</li>
</ul>",271380,220 В,1.34 кВт,418 мм,288 мм,387 мм,14 кг,Китай,1,440x340x420 мм,0,https://entero.ru/manuals/334024/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HET-150.pdf,24704,,12 кг,150 шт./ч,,горизонтальная,,,Да,185 мм
https://cdn.entero.ru/mp@2x/4f/12/4f12148b501fb3ff75496baa6e748101.jpg,Тостер Rosso HET-6,Тостер Rosso HET-6,10025,RUB,Да,Rosso,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/271384,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/271384"">Rosso HET-6</a></b> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания и торговли. Перфорированные стенки обеспечивают хорошее охлаждение нагревательного элемента. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Индикаторная лампа нагрева</li>
<li>Звуковой сигнал завершения приготовления</li>
<li>Таймер от 0 до 5 минут</li>
<li>Поддон для сбора крошек</li>
</ul>",271384,220 В,3.24 кВт,420 мм,220 мм,215 мм,5 кг,Китай,1,460x264x258 мм,0,https://entero.ru/manuals/334027/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rosso%20HET-6.pdf,10443,,5 кг,,,вертикальная,,6,,
https://cdn.entero.ru/mp@2x/4e/c3/4ec39e403fd27292e75f8433cf25ff1c.jpg,Тостер Hurakan HKN-TOP3,179823,11390,RUB,Да,Hurakan,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/104091,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104091"">Hurakan HKN-TOP3</a></b> предназначен для подогрева и поджарки кусочков хлеба на предприятиях общественного питания и торговли. Модель оснащена 4 кварцевыми трубками в качестве нагревательных элементов, поддоном для крошек и регулируемыми по высоте ножками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер камеры: 350x230x80 мм</li>
</ul>",104091,220 В,2 кВт,460 мм,250 мм,280 мм,8.53 кг,Китай,1,490x280x310 мм,28,https://entero.ru/manuals/94492/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-TOP3.doc;https://entero.ru/manuals/413715/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-TOP3.pdf;https://entero.ru/manuals/413716/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413718/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454618/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-TOP3.pdf,11989,,7.8 кг,,1,горизонтальная,,,,
https://cdn.entero.ru/mp@2x/68/3b/683be4ed090f301989fe542164117931.jpg,Тостер Hurakan HKN-TOP6,179824,13442,RUB,Да,Hurakan,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/104092,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/104092"">Hurakan HKN-TOP6</a></b> предназначен для подогрева и поджарки кусочков хлеба на предприятиях общественного питания и торговли. Модель оснащена 9 кварцевыми трубками в качестве нагревательных элементов, поддоном для крошек и регулируемыми по высоте ножками.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер камеры: 350x230x70 мм</li>
</ul>",104092,220 В,3.15 кВт,470 мм,270 мм,420 мм,11 кг,Китай,1,500x300x450 мм,6,https://entero.ru/manuals/94493/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-TOP6.doc;https://entero.ru/manuals/413707/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-TOP6.pdf;https://entero.ru/manuals/413708/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/413709/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454619/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-TOP6.pdf,14149,,10.6 кг,,2,горизонтальная,,,,
https://cdn.entero.ru/mp@2x/96/ff/96ff9e60592189894f7e893b9c4f0efd.jpg,Тостер конвейерный ECOLUN E1653054,Тостер конвейерный ECOLUN E1653054,16362,RUB,Да,ECOLUN,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/90180,"<p>Тостер конвейерный <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90180"">ECOLUN E1653054</a></b> используется на предприятиях общественного питания и торговли для поджарки кусочков хлеба, бутербродов, гренок и подогрева булочек. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит лоток для сбора тостов и булочек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Ручка регулировки скорости</li>
<li>Можно подогревать булочки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 150 до 200 кусков в час</li>
<li>Высота с ножками: 420 мм</li>
</ul>",90180,220 В,2.45 кВт,440 мм,480 мм,420 мм,,Тайвань,,,0,,17223,,,,,,,,,
https://cdn.entero.ru/mp@2x/3c/9c/3c9caaa042ccb16765afb6d2ecd012f8.jpg;https://cdn.entero.ru/mp@2x/26/8b/268b5754664aa155c83d71ca95a8b1c9.jpg,Тостер конвейерный Hurakan HKN-TOSTI18,148272,24645,RUB,Да,Hurakan,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/71813,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/71813"">Hurakan HKN-TOSTI18</a></b> предназначен для подогрева и поджарки кусочков хлеба на предприятиях общественного питания и торговли. Модель оснащена плавной регулировкой скорости конвейера, переключателем режимов работы, поддонами для крошек и готовых тостов. Корпус выполнен из нержавеющей стали.</p>

<p><b>Режимы работы:</b></p>

<ul>
<li>Отключено</li>
<li>Экономичный режим</li>
<li>Двусторонняя обжарка</li>
<li>Обжарка верхней стороны</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер камеры 395x188x95 мм</li>
<li>Габариты в упаковке: 500х360х440 мм</li>
</ul>",71813,220 В,1.3 кВт,288 мм,418 мм,502 мм,13 кг,Китай,1,520x370x390 мм,0,https://entero.ru/manuals/40353/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20Hurakan%20HKN-TOSTI18.doc;https://entero.ru/manuals/415393/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-TOSTI18.pdf;https://entero.ru/manuals/415394/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/415395/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/454623/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-TOSTI18.pdf,,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241083&hash=acdca1298b55c974;https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241096&hash=3069d3a55f34d29e,12.5 кг,от 150 до 180 шт./ч,1,горизонтальная,,,Да,
https://cdn.entero.ru/mp@2x/5a/4f/5a4fd9e8f7e708c88a087723cc4a344f.jpg,Тостер конвейерный HENDI 261200,Тостер конвейерный HENDI 261200,43944,RUB,Да,HENDI,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/290256,"<p>Конвейерный тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290256"">HENDI 261200</a></b> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания. Модель оснащена 2 отдельными нагревательными элементами. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Передний и задний поддоны для крошек</li>
<li>Регулируемое время поджаривания до 5 мин.</li>
<li>Регулируемая скорость конвейера</li>
</ul>",290256,220 В,1.34 кВт,288 мм,418 мм,387 мм,,Китай,,,0,https://entero.ru/manuals/496128/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,13.6 кг,,1,горизонтальная,,,Да,
https://cdn.entero.ru/mp@2x/74/2e/742e7f07891375d68ea92713181c2c38.jpg,Тостер конвейерный HENDI 261347 красный,Тостер конвейерный HENDI 261347 красный,58996,RUB,Да,HENDI,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/290253,"<p>Конвейерный тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/290253""><b class=""b"">HENDI 261347</b></a> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания. Модель оснащена 2 отдельными нагревательными элементами. Корпус и конвейер выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Передний и задний поддоны для крошек</li>
<li>Регулируемое время поджаривания до 3 мин.</li>
</ul>",290253,220 В,2.24 кВт,368 мм,418 мм,387 мм,,Китай,,,0,https://entero.ru/manuals/496479/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,62762,,16 кг,,,горизонтальная,,,Да,
https://cdn.entero.ru/mp@2x/bc/60/bc60e287278c6e4626d06aed5886a9b4.jpg,Тостер Salamander Roller Grill TS 1270,RST 1270,65306,RUB,Да,Roller Grill,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/27550,"<p>Тостер Salamander <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/27550""><b class=""b"">Roller Grill TS 1270</b></a> предназначен для разогрева и поджаривания готовых к употреблению кулинарных изделий: булочек, бутербродов, рулетов, закрытых сэндвичей, сосисок, пицц и т.д. на предприятиях общественного питания и торговли. Модель оснащена 2 поворотными тумблерами для регулировки температуры нагрева рабочей поверхности и таймером на 15 минут с возможностью отключения. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическая панель управления</li>
<li>Инфракрасные кварцевые трубки, защищенные решеткой</li>
<li>Световой индикатор</li>
<li>Съемная задняя панель для легкой чистки</li>
<li>Съемный поддон для сбора лишнего жира и крошек</li>
<li>4 резиновые ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 1 гастроемкость GN 1/1</li>
<li>Внутренние размеры: 520х320 мм</li>
</ul>",27550,220 В,2.7 кВт,640 мм,380 мм,330 мм,,Франция,,,7,https://entero.ru/manuals/20627/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,70222,,15 кг,200 шт./ч,1,горизонтальная,,,,
https://cdn.entero.ru/mp@2x/2d/8d/2d8d7aa8329feed0898487d50786cc64.jpg;https://cdn.entero.ru/mp@2x/25/5a/255a7d6aebeb7a80779350744c915b15.jpg,Тостер конвейерный Roller Grill CT 3000 B,Тостер конвейерный Roller Grill CT 3000 B,140471,RUB,Да,Roller Grill,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/346917,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346917"">Roller Grill CT 3000 B</a></b> предназначен для подогрева и поджарки кусочков хлеба на предприятиях общественного питания и торговли. Задняя панель тостера снимается, что позволяет направлять выход готового продукта на тыльную сторону, используя приемную решетку. Задняя приемная решетка, загрузочный и приемный фронтальные поддоны снимаются для легкой очистки. Модель оснащена выносной панелью управления. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 2 съемных поддона для крошек.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка скорости конвейера</li>
<li>Регулировка верхних и нижних нагревательных элементов</li>
<li>Возможность приготовления на полной мощности и на половине </li>
<li>Кварцевые нагревательные элементы: 2 комплекта по 4 кварцевые трубки, сверху и снизу, с защитными решетками</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры конвеейра: 300x370 мм</li>
<li>Высота внутри конвейера: от 70 до 110 мм</li>
<li>Температура нагрева ТЭНов: 1050 °С</li>
<li>Температура верхней панели: 45 °С</li>
<li>Длина площалки на входе и выходе из конвейера: 150 мм</li>
<li>Скорость прохождения тоста в конвейере: от 47 до 150 сек.</li>
<li>Среднее время приготовления 1 тоста: 90 сек.</li>
</ul>",346917,220 В,3 кВт,470 мм,720 мм,385 мм,25 кг,Франция,1,517x792x422 мм,0,https://entero.ru/manuals/425844/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Roller%20Grill%20CT%203000%20B.pdf,149437,,22 кг,540 шт./ч,,горизонтальная,,,Да,300 мм
https://cdn.entero.ru/mp@2x/23/84/23849582ffbd118d5321b99a8524d25f.jpg,Тостер Foodatlas FA-ST4A 370x210x225 мм настольный,FA-ST4A,8412,RUB,Да,Foodatlas,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/372606,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372606""><b class=""b"">Foodatlas TFA-ST4A</b></a> предназначен для обжаривания хлеба в виде тостов на предприятиях общественного питания и торговли. Модель оснащена съемным лотком для крошек. Корпус выполнен из нержавеющей стали, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с её компонентами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расположение хлеба в 4 ряда</li>
<li>Обжарка с 2 сторон</li>
<li>Упаковка 5-слойный картон</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры: 50 - 190 °C</li>
<li>Частота: 50 Гц</li>
<li>Цвет: серебристый</li>
</ul>",372606,220 В,2.3 кВт,370 мм,210 мм,225 мм,3.5 кг,Китай,1,400x290x250 мм,0,,,,,,,вертикальная,,4,,
https://cdn.entero.ru/mp@2x/b6/8a/b68a62c889c7848d73d625bd4d77fc5e.jpg,Тостер EKSI EST-2,Тостер EKSI EST-2,10153,RUB,Да,EKSI,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/287727,"<p>Тостер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/287727"">EKSI EST-2</a></b> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания и торговли. Модель оснащена таймером на 30 мин, 9 кварцевыми трубками и поддоном для крошек. Корпус выплнен из нержавеющей стали.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 50 до 300°C</li>
</ul>",287727,220 В,3.15 кВт,285 мм,463 мм,418 мм,,Китай,,,0,https://entero.ru/manuals/477858/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20EKSI%20EST-2.pdf,10801,,9.6 кг,,2,горизонтальная,,,,
https://cdn.entero.ru/mp@2x/c9/c8/c9c8cf220a4f2b3c4660197a6882a2f8.jpg,Тостер Foodatlas FA-ST6A 460x210x225 мм настольный,FA-ST6A,10396,RUB,Да,Foodatlas,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/372607,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372607""><b class=""b"">Foodatlas TFA-ST6A</b></a> предназначен для обжаривания хлеба в виде тостов на предприятиях общественного питания и торговли. Модель оснащена съемным лотком для крошек. Корпус выполнен из нержавеющей стали, которая отличается прочностью, долговечностью и безопасностью, не изменяет вкусовые качества, запах и цвет пищи, так как не вступает в реакцию с её компонентами.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Расположение хлеба в 6 рядов</li>
<li>Обжарка с 2 сторон</li>
<li>Упаковка 5-слойный картон</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диапазон температуры: 50 - 190 °C</li>
<li>Частота: 50 Гц</li>
<li>Цвет: серебристый</li>
</ul>",372607,220 В,3.2 кВт,460 мм,210 мм,225 мм,4 кг,Китай,1,470x290x250 мм,0,,,,,,,вертикальная,,6,,
https://cdn.entero.ru/mp@2x/9a/47/9a476a1d5c9f280c174f24e9082cd652.jpg;https://cdn.entero.ru/mp@2x/bf/61/bf616b165f1790df69abc407e2f29450.jpg;https://cdn.entero.ru/mp@2x/78/b3/78b3d8722c3183ed730481ec887e0b7a.jpg,Тостер Rosso HT-01,Тостер Rosso HT-01,16718,RUB,Да,Rosso,Профоборудование,Тепловое,Тостеры,https://entero.ru/item/365696,"<p>Тостер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365696""><b class=""b"">Rosso</b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365696""><b class=""b""> HET-4</b></a> предназначен для поджарки и подогрева кусочков хлеба на предприятиях общественного питания и торговли. Модель оснащена ручкой контроля температуры. Изделие выполнено из нержавеющей стали с антипригарным покрытием.</p>",365696,220 В,2.2 кВт,535 мм,395 мм,285 мм,12 кг,Китай,1,545x410x295 мм,0,,17415,,11 кг,,1,,,9,,
