Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Температурный режим,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Назначение,Объем,Рабочая поверхность,Тип дверей,Количество дверей,Сквозной,Стеклянные двери,Салат-бар,Расположение агрегата,Тип гастроемкости для салат-бара,Вместимость гастроемкостей в салат-баре,Количество ящиков
https://cdn.entero.ru/mp@2x/61/f1/61f14e7bd01764e57c6b95344d4e2e4f.jpg,Стол для пиццы Cooleq PZ2600TN,Стол для пиццы Cooleq PZ2600TN,120157,RUB,Да,Cooleq,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/76043,"<p>Стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76043"">Cooleq PZ2600TN</a></b> используется на предприятиях общественного питания и торговли для хранения пиццы, салатов, сэндвичей и других блюд и ингредиентов к ним в охлажденном состоянии. Модель оснащена широкой столешницей с бортом, которая предоставляет достаточно пространства для приготовления блюд. Корпус выполнен из нержавеющей стали.</p>",76043,от 2 до 8 °С,220 В,0.35 кВт,1510 мм,800 мм,1000 мм,,Китай,,,0,https://entero.ru/manuals/97546/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20PZ2600TN.pdf;https://entero.ru/manuals/483083/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,125164,,258 кг,для пиццы,428 л,гранит,,2,,,,сбоку,,,
https://cdn.entero.ru/mp@2x/4c/dc/4cdc23fd159e0b2636fed1767652077e.jpg,Стол для пиццы HICOLD PZ2-111/GN камень,286710,273132,RUB,Да,HICOLD,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/35298,"<p>Стол для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/35298""><b class=""b"">HICOLD PZ2-111/GN</b></a> используется на предприятиях общественного питания и торговли для раскатки теста и обработки ингредиентов, используемых для приготовления пиццы, салатов и других блюд, а также для охлаждения и кратковременного хранения скоропортящихся продуктов и напитков. Модель совмещает в себе рабочую поверхность и охлаждаемый объем, что значительно упрощает работу повара, так как все необходимые компоненты всегда находятся под рукой. Корпус выполнен из нержавеющей стали, столешница - из гранита.</p>

<p><strong>Особенности:</strong></p>

<ul>
<li>Динамическая система охлаждения</li>
<li>Автоматическая оттайка</li>
<li>Электронная панель управления</li>
<li>3 вместительные внутренние полки формата GN 1/1</li>
<li>Автоматические доводчики дверей с фиксатором открытого положения</li>
<li>Легкозаменяемые магнитные уплотнители</li>
<li>Открытая агрегатная часть</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полки: 530х325 мм (GN 1/1)</li>
<li>Максимальная глубина гастроемкостей: 100 мм</li>
<li>Глубина рабочей поверхности: 486 мм</li>
<li>Толщина столешницы: 50 мм</li>
<li>Толщина теплоизоляции: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Задняя стенка из нержавеющей стали, закрывающая агрегатный отсек</li>
<li>Замена одной распашной двери на выдвижную секцию</li>
<li>Замена одной распашной двери на секцию из 2 выдвижных ящиков</li>
<li>Замена одной распашной двери на секцию из 3 выдвижных ящиков</li>
<li>Замена опорных ножек на колеса (2 со стопором, 2 без стопора)</li>
<li>Замена стандартной столешницы на столешницу со стеклянной витриной</li>
<li>Замок на одну дверь или ящик</li>
</ul>",35298,от 2 до 10 °С,220 В,0.46 кВт,1835 мм,700 мм,1000 мм,172 кг,Россия,1,2000x850x1080 мм,0,https://entero.ru/manuals/451131/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20PZ2-111_GN%20%D0%BA%D0%B0%D0%BC%D0%B5%D0%BD%D1%8C.pdf;https://entero.ru/manuals/451132/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/451133/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,287507,,,для пиццы,505 л,гранит,распашные,3,,,Да,сбоку,GN 1/6,11,
https://cdn.entero.ru/mp@2x/da/ee/daee3d20ec456b4e466f972f4434c257.jpg,Салат-бар Cooleq S903,Салат-бар Cooleq S903,88790,RUB,Да,Cooleq,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/76040,"<p>Салат-бар <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/76040"">Cooleq S903</a></b> предназначен для кратковременного хранения и последующей раздачи салатов и других готовых блюд на предприятиях общественного питания и торговли. Модель оснащена слайдинговой крышкой. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Автоматическое размораживание</li>
<li>Таймер режима размораживания</li>
<li>Хладагент: R134a</li>
</ul>",76040,от 2 до 8 °С,220 В,0.23 кВт,1365 мм,700 мм,850 мм,,Китай,,,0,https://entero.ru/manuals/286400/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Cooleq%20S903.pdf;https://entero.ru/manuals/483077/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,107 кг,для салатов,400 л,полимерное покрытие,,3,,,Да,снизу,,,
https://cdn.entero.ru/mp@2x/1d/1a/1d1af317a90feedf6647470f98cdf6d1.jpg;https://cdn.entero.ru/mp@2x/5e/70/5e70001fe9392809706e6b6b7c6bb966.jpg;https://cdn.entero.ru/mp@2x/4f/24/4f24344891ebd0f5a3691ac5bde229a7.jpg;https://cdn.entero.ru/mp@2x/aa/ad/aaad970697781d6439145fd5abc9714d.jpg;https://cdn.entero.ru/mp@2x/e3/24/e324bfebe7846f19272fb1af811b978b.jpg,Холодильный стол для пиццы CLSY Saladetta 120 280 л,Холодильный стол для пиццы CLSY Saladetta 120 280 л,99000,RUB,Да,CLSY,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/369724,"<p>Холодильный стол для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369724""><b class=""b"">CLSY Saladetta 120</b></a> предназначен для обработки ингредиентов в процессе приготовления блюд, а также кратковременного хранения скоропортящихся продуктов и напитков на предприятиях общественного питания и торговли. Модель оснащена салат-баром (саладетта) с прозрачной крышкой, который можно использовать для приготовления пиццы, шаурмы, салатов и др., а также удобной и простой в использовании электронной панелью управления, двумя распашными дверями с доводчиками и одним рядом полок. Гастроемкости идут в комплекте. Корпус и столешница выполнены из нержавеющей стали марки AISI 201.</p>

<p><b>Особенности:</b></p>

<ul>
<li><a href=""https://entero.ru/info/300"">Статическое охлаждение</a></li>
<li>Боковой агрегат</li>
<li>Универсальный температурный режим</li>
<li>Удобный процесс уборки</li>
<li>Оснащен сливным отверстием внутри камеры</li>
<li>Подогреваемые контуры дверных отверстий снаружи</li>
<li>Максимально плотное прилегание резинок на протяжении всего срока эксплуатации</li>
<li>Прямоугольная форма</li>
<li>Упаковка деревянная обрешетка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температура:
<ul>
<li>Морозильное отделение: от -18 до -10 °C</li>
<li>Холодильное отделение: от -2 до 6 °C</li>
</ul>
</li>
<li>Глубина столешницы: 470 мм</li>
<li>Пиковое потребление: 0,27 кВт/ч</li>
<li>​Цвет: нержавеющая сталь</li>
</ul>",369724,от -18 до 6 °С,220 В,,1200 мм,900 мм,1000 мм,130 кг,Россия,1,1300x1000x1200 мм,0,https://entero.ru/manuals/522008/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20CLSY%20Saladetta.docx;https://entero.ru/manuals/522009/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20CLSY.pdf,,,,"для пиццы, для салатов",280 л,нерж. сталь,распашные,2,,,Да,сбоку,,6,
https://cdn.entero.ru/mp@2x/15/5e/155eaa758258facf985f9faa084d25e9.jpg,Стол холодильный для салатов Koreco S900,S-900,100437,RUB,Да,Koreco,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/79939,"<p>Холодильный стол дла салатов <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/79939"">Koreco S900</a></b> используется на предприятиях общественного питания и торговли для обработки ингредиентов, используемых для приготовления салатов, закусок и сэндвичей, охлаждения и кратковременного хранения скоропортящихся продуктов и напитков. Корпус, камера и крышка выполнены из нержавеющей стали AISI 304.</p>

<p>Гастроемкости приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Обдув стенок вентиляторами ЕВМ для равномерности охлаждения</li>
<li>Испаритель встроен в стенки камеры</li>
<li>Телескопическая крышка, которая служит рабочей поверхностью</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полки: GN 1/1</li>
<li>Хладагент: R134a</li>
<li>Размер камеры: 830х515х500 мм</li>
<li>Габариты в упаковке: 990х760х1070 мм</li>
</ul>",79939,от 2 до 8 °С,220 В,0.18 кВт,900 мм,698 мм,850 мм,,Ю. Корея,,,0,https://entero.ru/manuals/109604/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Koreco.pdf;https://entero.ru/manuals/280333/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Koreco%20S900.docx,104622,,,для салатов,176 л,нерж. сталь,,2,,,Да,снизу,,,
https://cdn.entero.ru/mp@2x/15/8a/158aa0c77828da94735d1fa49a34517f.jpg,Стол для пиццы Hurakan HKN-PZLG3F,HKN-PZLG3F КАМЕНЬ,160339,RUB,Да,Hurakan,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/308230,"<p>Стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/308230"">HURAKAN HKN-PZLG3F</a></b> предназначен для раскатки теста, обработки ингредиентов для приготовления блюд, охлаждения и хранения продуктов на предприятиях общественного питания и торговли. Модель оснащена системой статического охлаждения с вспомогательным вентилятором и бортом.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Колеса</li>
<li>Хладагент: R290</li>
</ul>",308230,от 2 до 8 °С,220 В,0.35 кВт,1400 мм,700 мм,1455 мм,282 кг,Китай,1,1500x1500x1500 мм,0,https://entero.ru/manuals/416459/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf;https://entero.ru/manuals/484481/%D0%94%D0%B5%D1%82%D0%B0%D0%BB%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20Hurakan%20HKN-PZLG3F.pdf;https://entero.ru/manuals/484482/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-PZLG3F.pdf,172408,,162 кг,для пиццы,370 л,гранит,,3,,,,снизу,,,
https://cdn.entero.ru/mp@2x/38/ab/38abc3d8b4ed325b7e661f5dace8f25e.jpg,Саладетта Tatra TSLGNL2 NC,Саладетта Tatra TSLGNL2 NC,63788,RUB,Да,Tatra,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/347590,"<p>Саладетта <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/347590"">Tatra TSLGNL2 NC</a></b> предназначена для приготовления различных салатов, а также кратковременного хранения ингредиентов для них на предприятиях общественного питания и торговли. Модель оснащена цифровым термостатом и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали, столешница - из нейлона.</p>

<p>В комплект поставки входят 2 полки GN 1/1</p>

<p><b>Особенности:</b></p>

<ul>
<li>Вентилируемая система: эффективное и равномерное охлаждение продуктов на всех полках</li>
<li>Магнитные уплотнители дверей</li>
<li>Возможность использования гастроемкостей вместо полок</li>
<li>Инъектированная под давлением теплоизоляция: эффективное сохранение заданной температуры</li>
<li>Хладагент R600a</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 2 GN1/1+3 GN1/6</li>
<li>Максимальная нагрузка на полку: 40 кг</li>
<li>Максимальная температура окружающей среды: 32 °С</li>
</ul>",347590,от 2 до 8 °С,220 В,0.17 кВт,900 мм,700 мм,876 мм,,Турция,,,0,,67145,,73 кг,для салатов,240 л,,распашные,2,,,,снизу,"GN 1/1, GN 1/6",5,
https://cdn.entero.ru/mp@2x/3f/42/3f429b4efcdd160cacf8b7f577fa01f8.jpg,Стол для пиццы Hurakan HKN-PZG3,210713,147944,RUB,Да,Hurakan,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/136707,"<p>Стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/136707"">HURAKAN HKN-PZG3</a> КАМЕНЬ</b> предназначен для раскатки теста, обработки ингредиентов для приготовления блюд, охлаждения и хранения продуктов на предприятиях общественного питания и торговли. Модель оснащена системой динамического охлаждения. Столешница выполнена из камня. </p>

<p> </p>",136707,от -2 до 8 °С,220 В,,2020 мм,800 мм,1000 мм,321.5 кг,Китай,1,840x2060x1050 мм,10,https://entero.ru/manuals/297359/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-PZG3.pdf;https://entero.ru/manuals/416460/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-PZG3.pdf;https://entero.ru/manuals/416461/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,157387,,312 кг,для пиццы,580 л,,,3,,,,сбоку,,,
https://cdn.entero.ru/mp@2x/af/1a/af1a45007694f187e80f8c417eafff03.jpg,Стол холодильный для пиццы Koreco SPZ 2610 WN,SPZ2610WN,197171,RUB,Да,Koreco,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/121542,"<p>Холодильный стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121542"">Koreco SPZ 2610 WN</a></b> используется на предприятиях общественного питания и торговли для раскатки теста и обработки ингредиентов для приготовления пиццы, охлаждения и кратковременного хранения скоропортящихся продуктов и напитков.Модель оснащена регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали AISI 201, бортик - из гранита.</p>

<p>Модель совместима с холодильными витринами <a href=""https://entero.ru/item/41465"">VRX 2000-380 (395II)</a></p>

<p>Ящики для хранения теста приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматическое размораживание</li>
<li>Конвективный способ охлаждения</li>
<li>Компрессор Embraco</li>
<li>Хладагент: R134a</li>
<li>Трехсторонний бортик для установки витрины для ингредиентов</li>
<li>Вогнутое дно камеры с дренажным отверстием для простого ухода</li>
<li>Эксплуатация при температуре окружающей среды до 43 °C</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер ящика: 
<ul>
<li>2х 600х400 мм</li>
<li>7х 425х690х60 мм</li>
</ul>
</li>
<li>Габариты в упаковке: 2085х860х1100 мм</li>
</ul>",121542,от 0 до 12 °С,220 В,0.36 кВт,2025 мм,800 мм,985 мм,,Ю. Корея,,,0,https://entero.ru/manuals/126821/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Koreco.pdf;https://entero.ru/manuals/280347/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Koreco%20SPZ%202610%20WN.docx,205386,,,для пиццы,610 л,гранит,,2,,,,сбоку,,,7
https://cdn.entero.ru/mp@2x/64/16/6416cc5b45e3b5cf16b98843877fd9cd.jpg,Стол холодильный для пиццы Техно-ТТ СПН/П-126/30-1407,Стол холодильный для пиццы Техно-ТТ СПН/П-126/30-1407,217862,RUB,Да,Техно-ТТ,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/313945,"<p>Холодильный стол <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313945"">Техно-ТТ СПН/П-126/30-1407</a></b> предназначен для обработки ингредиентов, используемых для приготовления пиццы, охлаждения и кратковременного хранения продуктов на предприятиях общественного питания и торговли. Модель оснащена коробом для установки гастроемкостей, крышкой, 3 полками-решетками, доводчиками, 3 глухими распашными дверьми и регулируемыми по высоте ножками. Корпус и столешница выполнены из нержавеющей стали AISI 430, задняя стенка - из оцинкованной стали.</p>

<p><b class=""o"">Гастроемкости в комплект поставки не входят и приобретаются отдельно.</b></p>

<p><b>Особенности:</b></p>

<ul>
<li>Динамическое охлаждение</li>
<li>Компрессор АСС (Италия)</li>
<li>Воздухоохладитель с вентиляторами: равномерное распределение холодного воздуха внутри полезного объема стола</li>
<li>Электронный контроллер с термочувствительным датчиком</li>
<li>Автоматическая разморозка</li>
<li>Хладагент R134</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость короба: 7хGN1/3-150 мм</li>
<li>Глубина рабочего стола: 324 мм</li>
<li>Нагрузка на полку: 35 кг</li>
<li>Шаг регулировки полки: 45 мм</li>
<li>Регулировка ножек: 25 мм</li>
<li>Габариты в упаковке: 870x1645x1310 мм</li>
</ul>",313945,от 2 до 10 °С,220 В,0.22 кВт,1485 мм,700 мм,850 мм,,Россия,,,0,https://entero.ru/manuals/376814/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE-%D0%A2%D0%A2%20%D0%A1%D0%9F%D0%9D_%D0%9F-126_30-1407.pdf,,,,для пиццы,340 л,нерж. сталь,распашные,3,,,Да,снизу,GN 1/3,7,
https://cdn.entero.ru/mp@2x/c5/37/c537d7c062b49233d09ba3cfe5d1a3ee.jpg,Стол для пиццы HICOLD PZ2-1111/GN (1/6),286706,242314,RUB,Да,HICOLD,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/26096,"<p>Стол для пиццы <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/26096""><b class=""b"">HICOLD PZ2-1111/GN</b></a> используется на предприятиях общественного питания и торговли для раскатки теста и обработки ингредиентов, используемых для приготовления пиццы, салатов и других блюд, а также для охлаждения и кратковременного хранения скоропортящихся продуктов и напитков. Модель совмещает в себе рабочую поверхность и охлаждаемый объем, что значительно упрощает работу повара, так как все необходимые компоненты всегда находятся под рукой. Корпус и столешница выполнены из нержавеющей стали.</p>

<p><strong>Особенности:</strong></p>

<ul>
<li>Динамическая система охлаждения</li>
<li>Автоматическая оттайка</li>
<li>Электронная панель управления</li>
<li>4 вместительные внутренние полки формата GN 1/1</li>
<li>Автоматические доводчики дверей с фиксатором открытого положения</li>
<li>Легкозаменяемые магнитные уплотнители</li>
<li>Открытая агрегатная часть</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер полки: 530х325 мм (GN 1/1)</li>
<li>Максимальная глубина гастроемкостей: 100 мм</li>
<li>Глубина рабочей поверхности: 486 мм</li>
<li>Толщина столешницы: 50 мм</li>
<li>Толщина теплоизоляции: 50 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Задняя стенка из нержавеющей стали, закрывающая агрегатный отсек</li>
<li>Замена одной распашной двери на выдвижную секцию</li>
<li>Замена одной распашной двери на секцию из 2 выдвижных ящиков</li>
<li>Замена одной распашной двери на секцию из 3 выдвижных ящиков</li>
<li>Замена опорных ножек на колеса (2 со стопором, 2 без стопора)</li>
<li>Замена стандартной столешницы на гранитную</li>
<li>Замок на одну дверь или ящик</li>
</ul>",26096,от 2 до 10 °С,220 В,0.48 кВт,2280 мм,700 мм,1000 мм,208 кг,Россия,1,2420x850x1080 мм,0,https://entero.ru/manuals/452079/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20HICOLD%20PZ2-1111_GN%20%281_6%29.pdf;https://entero.ru/manuals/452080/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20HICOLD.pdf;https://entero.ru/manuals/452081/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,263385,,,для пиццы,660 л,нерж. сталь,распашные,4,,,Да,сбоку,GN 1/6,13,
https://cdn.entero.ru/mp@2x/2c/d8/2cd8df3cfef24501a08eda4028d34e7e.jpg,Саладетта HappyChef TC GS 3-CBR-3,Саладетта HappyChef TC GS 3-CBR-3,283834,RUB,Да,HappyChef,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/346680,"<p>Саладетта <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/346680"">HappyChef TC GS 3-CBR-3</a></b> используется в составе линий раздачи, а также как отдельностоящее оборудование на предприятиях общественного питания и торговли для обработки ингредиентов, используемых для приготовления салатов, охлаждения и кратковременного хранения продуктов. Рабочая камера позволяет использовать гастроемкости GN 1/1 вместо полок. Модель оснащена съемной холодильной кассетой, моющимся фильтром и гастронормированным лотком. Корпус выполнен из нержавеющей стали AISI 430, усиленная столешница - из нержавеющей стали AISI 304 толщиной 2 мм.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Быстросъемные модули: легкое обслуживание и замена элементов</li>
<li>Регулируемые по высоте опоры: компенсация неровностей пола</li>
<li>Полностью разборная констукция</li>
<li>Возможность использования при повышенной температуре окружающей среды</li>
<li>Вместимость лотка: GN 1/6, GN 1/3 (горизонтально) или GN 1/9</li>
</ul>",346680,от 2 до 12 °С,220 В,0.37 кВт,1260 мм,700 мм,850 мм,165 кг,Россия,1,1325x835x1180 мм,0,https://entero.ru/manuals/484678/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,298773,,120 кг,для салатов,360 л,нерж. сталь,,,,,Да,посередине,GN 1/6,7,6
https://cdn.entero.ru/mp@2x/9b/2b/9b2b25c2cbba6ede85c508064fb6f05e.jpg,Стол для пиццы Hurakan HKN-PZL2,210715,69033,RUB,Да,Hurakan,Профоборудование,Холодильное,Столы для пиццы и салатов,https://entero.ru/item/136710,"<p>Стол для пиццы <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/136710"">HURAKAN HKN-PZL2</a> </b> предназначен для раскатки теста, обработки ингредиентов для приготовления блюд, охлаждения и хранения продуктов на предприятиях общественного питания и торговли. Модель оснащена системой статического охлаждения с вспомогательным вентилятором.</p>",136710,от 2 до 8 °С,220 В,,900 мм,700 мм,970 мм,90.5 кг,Китай,1,740x940x1130 мм,8,https://entero.ru/manuals/297363/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Hurakan%20HKN-PZL2.pdf;https://entero.ru/manuals/416447/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Hurakan%20HKN-PZL2.pdf;https://entero.ru/manuals/416448/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Hurakan.pdf,,,78 кг,для пиццы,240 л,,,2,,,,снизу,,,
