Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Объем ванны,Подключение,Вес (с упаковкой),Подключение к водопроводу,Тип установки,Количество ванн,Количество емкостей,Размеры ванны,Тип корзины,Общий объем,Кран для слива воды,Линия 700,Корзины,Линия 900
https://cdn.entero.ru/mp@2x/55/92/5592e4a50db1b1297d9c7cf9c250eb9e.jpg;https://cdn.entero.ru/mp@2x/13/56/1356899cdf665bc3395afc9f9f7ea3b1.jpg;https://cdn.entero.ru/mp@2x/81/23/8123494b13dcab62c61ed1c4d9f4edb9.jpg;https://cdn.entero.ru/mp@2x/a4/25/a425b914a4c775a3ed5107ac092e023b.jpg,Макароноварка Foodatlas EH-804N (4 емкости),Макароноварка Foodatlas EH-804N (4 емкости),14621,RUB,Да,Foodatlas,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/90436,"<p>Макароноварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/90436""><b class=""b"">Foodatlas EH-804N</b></a> используется на предприятиях общественного питания и торговли для отваривания всех видов макаронных изделий и других продуктов из теста. Модель оснащена краном для слива воды. Корпус выполнен из нержавеющей сталь 430, толщиной 0,5 мм, камеры - из нержавеющей стали 201, толщиной 0,8 мм, корзины - нержавеющей стали 201.</p>

<p>В комплект поставки входят макароноварка, 4 корзины, инструкция на русском языке.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Индикатор нагрева</li>
<li>Регулятор температуры</li>
<li>Ручной способ добавления воды</li>
<li>Медный питающий кабель с заземлением (1,5 м; сечение 1,5 мм2)</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота тока: 50 Гц</li>
<li>Количество нагреваемых элементов:1</li>
<li>Количество корзин: 4</li>
</ul>",90436,4 кВт,355 мм,380 мм,295 мм,,Китай,,,0,https://entero.ru/manuals/364180/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20EH-804N%20%284%20%D0%B5%D0%BC%D0%BA%D0%BE%D1%81%D1%82%D0%B8%29.pdf,15554,,7.5 кг,,220 В,,,настольный,1,4,355х325х200 мм,140х140х180 мм,18 л,Да,,,
https://cdn.entero.ru/mp@2x/45/98/4598e8933d90278c2b984bde54a67373.jpg,Макароноварка OZTI OME 4070,7858.N1.40703.11,106319,RUB,Да,OZTI,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/87501,"<p>Макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87501"">OZTI OME 4070</a></b> используется на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров, для варки овощей, всех видов макаронных изделий, гарниров из круп, пельменей и вареников, яиц, морепродуктов и т.д. Ванна выполнена из нержавеющей стали .</p>

<p><b>Особенности:</b></p>

<ul>
<li>Отверстие для залива воды с электромагнитым клапаном и желобом</li>
<li>Нагревательные элементы внутри ванны</li>
<li>Удаление крахмала для поддержания чистоты воды</li>
<li>Поворотный переключатель с ручным управлением на передней панели для простоты слива воды</li>
<li>Цельнонатянутая ванна с закругленными углами<b> </b>обеспечивает легкость и простоту чистки после использования</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурый режим: от 30 до 110 °С</li>
<li>Класс защиты: IP 21</li>
</ul>",87501,5.5 кВт,400 мм,700 мм,280 мм,,Турция,,,0,https://entero.ru/manuals/420837/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OME%204070.ppt;https://entero.ru/manuals/420839/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OME%204070.pdf;https://entero.ru/manuals/420838/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,111915,,21.7 кг,20 л,380 В,,,настольный,1,3,,,,Да,,,
https://cdn.entero.ru/mp@2x/9f/92/9f925d4d53d1cfa92efaab1eb26b1641.jpg;https://cdn.entero.ru/mp@2x/f4/bd/f4bdb2eb087058da0059eb627cf2b191.jpg,Макароноварка Rosso HEN-4HX,Макароноварка Rosso HEN-4HX,21821,RUB,Да,Rosso,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/365702,"<p>Макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365702"">Rosso HEN-4HX</a></b> используется на предприятиях общественного питания и торговли для варки пельменей, вареников, макаронных изделий, кукурузы, фрикаделек, овощей, крeвeток и многих дpугих продуктoв. Заполнение аппарата водой производится вручную. Внутри аппарат разделен на секции, что предотвращает смешивание вкусов во время приготовления блюд. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 корзины с деревянными ручками.</p>",365702,4 кВт,430 мм,610 мм,920 мм,19 кг,Китай,1,450x630x950 мм,0,,23718,https://vkvideo.ru/video_ext.php?oid=-177656185&id=456241406&hash=d1d015900a8f595f,10 кг,,220 В,,Да,напольный,2,4,,,,Да,,в комплекте,
https://cdn.entero.ru/mp@2x/23/98/2398dfada3f248daa0801c7da9196d73.jpg,Макароноварка Kocateq ESWBT6LAP,Макароноварка Kocateq ESWBT6LAP,64058,RUB,Да,Kocateq,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/121556,"<p>Макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/121556"">Kocateq ESWBT6LAP</a> </b>используется на предприятиях общественного питания и торговли для отваривания кукурузы, фрикаделек, макаронных изделий, пельменей, вареников и прочих продуктов. Модель оснащена механической панелью управления, термостатом для регулировки температуры и защитным термостатом, автоматически отключающим напряжение при повреждении основного термостата. Корпус выполнен из нержавеющей стали AISI 304.</p>

<p>В комплект поставки входят 2 корзины с термоизолированными ручками из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>4 программ для температуры и времени отваривания</li>
<li>Блок автоматического подъема и опускания корзин с цифровым контроллером</li>
<li>При подъеме всех корзин температура воды снижается до 96 °С</li>
<li>Ручной долив воды</li>
<li>Рамка с 2 отверстиями под корзины закрывает зеркало кипящей воды</li>
<li>Индикатор нагрева</li>
<li>Шланг слива воды</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 90 до 100 °С</li>
<li>Размер корзины: 2х 130х120 мм</li>
</ul>",121556,3 кВт,420 мм,275 мм,470 мм,,Ю. Корея,,,0,https://entero.ru/manuals/126838/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Kocateq.pdf;https://entero.ru/manuals/280284/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kocateq%20ESWBT6LAP.docx,66727,,,,220 В,,,настольный,1,2,,130х120 мм,6 л,Да,,,
https://cdn.entero.ru/mp@2x/22/c3/22c3b45774c67afcf78089f21f48e224.jpg,Макароноварка Kocateq MCEP46,MCEP 46,74120,RUB,Да,Kocateq,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/221404,"<p>Макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/221404"">Kocateq MCEP46</a></b> используется отдельно или в составе тепловой линии для отваривания и размораживания кукурузы, фрикаделек, макаронных изделий, пельменей, вареников, овощей, фруктов и прочих продуктов на предприятиях общественного питания и торговли . Модель оснащена термостатом для регулировки температуры. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 хромированные корзины 140х105х160 мм с теплоизолированными ручками, крышка и сетка закрывающая ТЭНы.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Слив воды через трубу на фронтальной панели в нижней части макароноварки</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: от 30 до 120 °С</li>
</ul>",221404,6 кВт,400 мм,630 мм,300 мм,,,,,0,https://entero.ru/manuals/263985/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,8 л,380 В,,,настольный,1,2,,"GN 1/4, GN 1/6",от 5 до 10 л,Да,,,
https://cdn.entero.ru/mp@2x/bf/46/bf46502ed81fd2bf2e2220dc3d031f84.jpg;https://cdn.entero.ru/mp@2x/4c/76/4c767cd5ed9a46b96a9163cd583c91ff.jpg,Макароноварка Grill Master Ф1МВГ/800,Ф1МВГ/800 13066/153012,85560,RUB,Да,Grill Master,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/176303,"<p>Макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/176303"">Grill Master Ф1МВГ/800</a></b> линии 800 используется на предприятиях общественного питания и торговли для приготовления риса, яиц, пасты, макарон, овощей, вареников, пельменей или для кипячения воды. Модель оснащена горелкой, электророзжигом, газконтролем и 3 сетками для продуктов с крепежами для установки над варочной емкостью. Корпус и сетки для продуктов выполнены из нержавеющей стали, заливной кран - из полированной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Плавная регулировка интенсивности нагрева</li>
<li>Закрытый стенд с дверью</li>
<li>Сливной кран</li>
<li>Заливной кран</li>
<li>Работает на природном и балонном газе​</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество горелок:1</li>
<li>Расход газа:
<ul>
<li>Природный: 1,1 м<sup>3</sup>/ч</li>
<li>Пропан-бутан: 0,8 кг/ч</li>
</ul>
</li>
<li>Вместимость емкости:
<ul>
<li>Общая: 40 л / 25 кг</li>
<li>Полезная: 20 л / 19 кг</li>
<li>Размер емкости: 300х500х200 мм</li>
</ul>
</li>
<li>Рабочее напряжение (для электророзжига горелок): 220 В</li>
<li>Подключение газа: G 1/2""</li>
<li>Газовая мощность: 10,7 кВт</li>
</ul>",176303,,500 мм,800 мм,1050 мм,95 кг,Россия,1,590x950x1250 мм,0,https://entero.ru/manuals/204987/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Grill%20Master%20%D0%A41%D0%9C%D0%92%D0%93_800.jpg;https://entero.ru/manuals/204988/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%A1%D0%B5%D1%82%D0%BA%D0%B0%201.jpg;https://entero.ru/manuals/204989/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%A1%D0%B5%D1%82%D0%BA%D0%B0%202.jpg,,,70 кг,20 л,газ,,Да,напольный,1,3,,,40 л,Да,,в комплекте,
https://cdn.entero.ru/mp@2x/0d/2f/0d2f918bfbd24e9a2bbaa9fa2e07a69b.jpg,Макароноварка встраиваемая Lotus CPD-64ET,Макароноварка встраиваемая Lotus CPD-64ET,102722,RUB,Да,Lotus,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/258160,"<p>Встраиваемая макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/258160"">Lotus CPD-64ET</a> </b>предназначена для приготовления макаронных изделий, злаков и овощей на предприятиях общественного питания. Модель оснащена переключателями, краном для подачи воды, переливным и сливным устройствами. </p>",258160,7.8 кВт,400 мм,600 мм,510 мм,,Италия,,,0,https://entero.ru/manuals/317957/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Lotus%20CPD-64ET%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/317958/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Lotus%20CPD-64ET%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,111654,,22 кг,25 л,380 В,,,,1,,305х335х327 мм,,,Да,,,
https://cdn.entero.ru/mp@2x/0e/2e/0e2eca3ca7cf1bd754191256053935e0.jpg;https://cdn.entero.ru/mp@2x/a6/e3/a6e37d90a1d8d2c227904ca5a40f78cf.jpg,Макароноварка Apach APPG-49P/PL,Макароноварка Apach APPG-49P/PL,254971,RUB,Да,Apach,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/252016,"<p>Макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252016"">Apach APPG-49P/PL</a></b> 900-й серии используется на предприятиях общественного питания и торговли для приготовления спагетти, пасты и прочих изделий из теста. Модель оснащена закрытым шкафом с распашной дверцей, электромеханической панелью управления с терморегулятором и таймером и горелками с пьезоэлектрическим поджигом и системой стабилизации пламени. Корпус, рабочая поверхность, панель управления и вытяжная решетка выполнены из нержавеющей стали AISI 304, дверца, боковые и задние панели - из нержавеющей стали AISI 430, ванна - из нержавеющей стали AISI 316.</p>

<p>В комплект поставки входят форсунки для подключения к газовому баллону. Корзины в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитный термостат, блокирующий работу оборудования при недостаточном количестве воды</li>
<li>Постоянно поддерживаемый уровень воды исключает образование пены</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость корзин:
<ul>
<li>3x <a href=""https://entero.ru/item/60362"">A800104</a> (160x290x215 мм)</li>
<li>2x <a href=""https://entero.ru/item/60371"">A800105</a> (240x290x215 мм)</li>
<li>1x <a href=""https://entero.ru/item/60361"">A770050</a> (505x300x230 мм)</li>
<li>1x <a href=""https://entero.ru/item/32111"">B800007</a> (300x325x230 мм) + 1x <a href=""https://entero.ru/item/60362"">A800104 </a>(160x290x215 мм)</li>
<li>1x <a href=""https://entero.ru/item/60362"">A800104</a> (160x290x215 мм) + 2x <a href=""https://entero.ru/item/32088"">A770049</a> (145x295x230 мм)</li>
<li>6x <a href=""https://entero.ru/item/60372"">A800108</a> (145x145x200 мм)</li>
<li>3x <a href=""https://entero.ru/item/54758"">B800004</a> (165x145x230 мм) + 3x <a href=""https://entero.ru/item/32087"">B800003</a> (165x145x230 мм)</li>
</ul>
</li>
</ul>",252016,13.3 кВт,400 мм,900 мм,850 мм,57 кг,Италия,1,500x990x1100 мм,0,https://entero.ru/manuals/309211/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20APPG-49P.pdf;https://entero.ru/manuals/309212/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20APPG-49P.pdf;https://entero.ru/manuals/309213/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20APPG-49P.pdf;https://entero.ru/manuals/309214/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20APPG-49P.pdf;https://entero.ru/manuals/309216/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%20Cook%20Line.pdf,,https://www.youtube.com/embed/1Odl8VAyDi0?rel=0,52 кг,40 л,газ,,,напольный,1,"3, 1, 2, 6",500x305x275 мм,"GN 1/4, GN 1/6, GN 1/2",40 л,Да,,,
https://cdn.entero.ru/mp@2x/f9/c7/f9c7a8278a3620645166d8cc3c7512e0.jpg;https://cdn.entero.ru/mp@2x/4e/16/4e16fec8c2654d97052c5912b919503c.jpg,Макароноварка Apach APPE-77P/PL,Макароноварка Apach APPE-77P/PL,256370,RUB,Да,Apach,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/251031,"<p>Макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251031"">Apach APPE-77P/PL</a></b> 700-й серии используется на предприятиях общественного питания и торговли для приготовления спагетти, пасты и прочих изделий из теста. Модель оснащена закрытым шкафом с 2 распашными дверцами и электромеханической панелью управления с терморегулятором, таймером и световым индикатором. Корпус, рабочая поверхность, панель управления и вытяжная решетка выполнены из нержавеющей стали AISI 304, дверцы, боковые и задние панели - из нержавеющей стали AISI 430, ванна - из нержавеющей стали AISI 316, нагревательные элементы - из нержавеющей стали.</p>

<p>Корзины в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитный термостат, блокирующий работу оборудования при недостаточном количестве воды</li>
<li>Постоянно поддерживаемый уровень воды исключает образование пены</li>
<li>Краны подачи и слива воды</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость корзин:
<ul>
<li>1x <a href=""https://entero.ru/item/60361"">A770050</a> (505x300x230 мм)</li>
<li>3x <a href=""https://entero.ru/item/60358"">B800006</a> (165x295x230 мм)</li>
<li>5x <a href=""https://entero.ru/item/60357"">B800005</a> (95x295x230 мм)</li>
<li>2x <a href=""https://entero.ru/item/54758"">B800004</a> (165x145x230 мм) + 2 <a href=""https://entero.ru/item/60358"">B800006</a> (165x295x230 мм)</li>
</ul>
</li>
</ul>",251031,9 кВт,700 мм,700 мм,850 мм,57 кг,Италия,1,830x780x1140 мм,0,https://entero.ru/manuals/389734/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20APPE-77P_PL.pdf;https://entero.ru/manuals/389779/%D0%9A%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BA%D0%BE%D1%80%D0%B7%D0%B8%D0%BD.pdf,275667,,48 кг,40 л,380 В,,,напольный,1,"1, 3, 4, 5",510x310x300 мм,"GN 1/1, GN 1/3, GN 1/6",40 л,Да,Да,,
https://cdn.entero.ru/mp@2x/f3/a1/f3a124f09ba6f96b7b7e1533df8eb790.jpg,Макароноварка электрическая VEROTERM VT7CPEP10 26+26 л,Макароноварка электрическая VEROTERM VT7CPEP10 26+26 л,283386,RUB,Да,VEROTERM,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/278572,"<p>Напольная электрическая макароноварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278572""><b class=""b"">VEROTERM VT7CPEP10 </b></a>используется на предприятиях общественного питания и торговли для варки макаронных изделий. Модель оснащена 2 заливными кранами, фронтальными рабочими поверхностями с перфорированным переливом, задним бортом, электромеханической панелью управления и техническим отделением с 2 дверьми с горизонтальными рукоятками. Корпус и рабочие поверхности выполнены из нержавеющей стали, ванна и фитинги – из нержавеющей стали AISI 316.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Независимая регулировка температуры и длительности приготовления в каждой ванне с помощью поворотных переключателей</li>
<li>Предохранительный термостат </li>
<li>Светодиодные индикаторы нагрева</li>
<li>Цельнотянутые ванны со сглаженными углами для удобства опорожнения и легкости очистки</li>
<li>Заглубление кромки ванн относительно столешницы с радиальным гибом для предотвращения разбрызгивания жидкости в процессе приготовления</li>
<li>Лазерная обработка кромки поверхностей облицовки для идеально ровной стыковки деталей конструкции</li>
<li>Регулируемые по высоте опоры для компенсации неровностей пола</li>
<li>Возможность эксплуатации в составе тепловой линии <a href=""https://entero.ru/search.php?text=veroterm+%D1%81%D0%B5%D1%80%D0%B8%D1%8F+700"">серии 700</a></li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля питания: 5х4 мм²</li>
<li>Диаметр резьбы фитинга для подключения воды (R): 1/2""</li>
<li>Толщина стали: 
<ul>
<li>Корпус: 1 мм</li>
<li>Фронтальные переливы: 2 мм</li>
</ul>
</li>
<li>Глубина понижения кромки ванн: 50 мм </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><a href=""https://entero.ru/item/278568"">Комплект из 2 корзин (2хGN1/3)</a></li>
<li><a href=""https://entero.ru/item/278569"">Комплект из 3 корзин (1хGN1/3 и 2хGN1/6)</a></li>
<li><a href=""https://entero.ru/item/278570"">Комплект из 2 корзин (4хGN1/6)</a></li>
</ul>",278572,14 кВт,800 мм,700 мм,850 мм,87 кг,Италия,1,910x810x1080 мм,0,https://entero.ru/manuals/343942/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VT7CPEP10.pdf;https://entero.ru/manuals/344005/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20VEROTERM%20VT7CPEP10.pdf;https://entero.ru/manuals/416588/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VT7CPEP10%2026+26%20%D0%BB.pdf,,,55 кг,26 л,380 В,,,напольный,2,,,,,,Да,,
https://cdn.entero.ru/mp@2x/c4/eb/c4ebd170a6edae16581161af20f8a620.jpg,Макароноварка Apach APPG-89P/PL,Макароноварка Apach APPG-89P/PL,408295,RUB,Да,Apach,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/252014,"<p>Макароноварка <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/252014"">Apach APPG-89P/PL</a></b> 900-й серии используется на предприятиях общественного питания и торговли для отваривания спагетти, пасты и прочих изделий из теста. Модель оснащена закрытым шкафом с 2 распашными дверцами, электромеханической панелью управления с 2 терморегуляторами и таймерами и горелками с пьезоэлектрическим поджигом и системой стабилизации пламени. Корпус, рабочая поверхность, панель управления и вытяжная решетка выполнены из нержавеющей стали AISI 304, дверцы, боковые и задние панели - из нержавеющей стали AISI 430, ванна - из нержавеющей стали AISI 316.</p>

<p>В комплект поставки входят форсунки для подключения к газовому баллону. Корзины в комплект поставки не входят и приобретаются отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Защитный термостат, блокирующий работу оборудования при недостаточном количестве воды</li>
<li>Постоянно поддерживаемый уровень воды исключает образование пены</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 900х1000х1050 мм</li>
</ul>",252014,26.6 кВт,800 мм,900 мм,850 мм,94 кг,Италия,1,900x1000x1050 мм,0,https://entero.ru/manuals/309205/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Apach%20APPG-89P.pdf;https://entero.ru/manuals/309206/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20APPG-89P.pdf;https://entero.ru/manuals/309207/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/309208/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%20Cook%20Line.pdf,443799,https://www.youtube.com/embed/1Odl8VAyDi0?rel=0,75 кг,40 л,газ,,,напольный,2,,500х305х275 мм,"GN 1/4, GN 1/6, GN 1/2",80 л,Да,,,
https://cdn.entero.ru/mp@2x/1f/6c/1f6c1c396ae8e864f99feca173eb4286.jpg,Макароноварка Foodatlas EH-4A Eco 415x430x280 мм настольный,EH-4A Eco,11740,RUB,Да,Foodatlas,Профоборудование,Тепловое,Макароноварки,https://entero.ru/item/372608,"<p>Макароноварка <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/372608""><b class=""b"">Foodatlas EH-4A Eco</b></a> используется на предприятиях общественного питания и торговли для отваривания всех видов макаронных изделий, гарниров из круп, пельменей и вареников. Модель оснащена 4 емкостями для отваривания, встроенными регулятором температуры и световыми индикаторами. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Нагревательный элемент быстро нагревается и потребляет мало электроэнергии</li>
<li>Легко переносится и поместится на любой кухне</li>
<li>Контроль температуры</li>
<li>Усиленная конструкция обеспечит долговечность</li>
<li>Упаковка 5-слойный картон<br>
</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Температурный режим: 50 - 190 °С</li>
<li>Частота: 50 Гц</li>
<li>Цвет: серебристый</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото похожая модель другого размера.</span></em></p>",372608,4 кВт,415 мм,430 мм,280 мм,10 кг,Китай,1,570x482x300 мм,0,,12229,,,,220 В,,,настольный,,4,,GN 1/3,4 л,,,в комплекте,
