Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Установка,Конструкция,Оснащение,Подсветка,Тип гастроемкости,Температурный режим теплового отсека,Вместимость гастроемкостей,Температурный режим холодильного отсека
https://cdn.entero.ru/mp@2x/8c/56/8c563c7bb9a542e4cae857d66ef10782.jpg;https://cdn.entero.ru/mp@2x/6b/ac/6bac48fafbfbac03f14ada8261cf2cf0.jpg;https://cdn.entero.ru/mp@2x/76/15/7615ddfd4dc75e208bd4f79e0370353a.jpg;https://cdn.entero.ru/mp@2x/82/0b/820b40d4bbf392474e3099d525a5122e.jpg,Салат-бар ТММ Антарес-Премиум ВВМХ/ОСН 6 GN1/1 (2100х750х1270),Салат-бар ТММ Антарес-Премиум ВВМХ/ОСН 6 GN1/1 (2100х750х1270),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/88731,"<p>Салат-бар <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88731""><b class=""b"">ТММ Антарес-Премиум ВВМХ/ОСН </b></a>предназначен для демонстрации, охлаждения и кратковременного хранения различных продуктов и блюд в составе линий раздач на предприятиях общественного питания и торговли. Модель оснащена стационарной открытой надстройкой. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком Итальянского производства, столешница - из акрилового камня, ванна - из нержавеющей стали AISI 304, цельнозаливной корпус мармита и надстройка - из AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры с широкой регулировкой</li>
<li>Светодиодное освещение, не меняющее температуру блюд</li>
<li>Закаленное стекло </li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,5 кВт</li>
<li>Размеры надстройки: 2045x460x370 мм</li>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
<li>Стекло: 6 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88731,холодильный,,,2100 мм,750 мм,1270 мм,,Россия,,,0,https://entero.ru/manuals/84191/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%B5%D1%81-%D0%9F%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC%20%D0%92%D0%92%D0%9C%D0%A5_%D0%9E%D0%A1%D0%9D%206%20GN1_1.doc;https://entero.ru/manuals/84258/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%B5%D1%81-%D0%9F%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC%20%D0%92%D0%92%D0%9C%D0%A5_%D0%9E%D0%A1%D0%9D%206%20GN1_1.docx;https://entero.ru/manuals/84195/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B0%D0%BB%D0%B0%D1%82-%D0%B1%D0%B0%D1%80%D0%BE%D0%B2.pdf,,,,,,,GN 1/1,,6,от 2 до 8 °C
https://cdn.entero.ru/mp@2x/df/f5/dff5a47c9ac8de9018cade64c6499fbf.jpg;https://cdn.entero.ru/mp@2x/f5/65/f56511a47e460d3cbd1592071751be3f.jpg;https://cdn.entero.ru/mp@2x/54/9a/549afd4d35e39174f3483a73b1d32dff.jpg;https://cdn.entero.ru/mp@2x/79/2b/792bdc846951266633b970bd2226e613.jpg,Салат-бар ТММ Антарес-Премиум ВВМХ/ЗСН 6 GN1/1 (2100х750х1350),Салат-бар ТММ Антарес-Премиум ВВМХ/ЗСН 6 GN1/1 (2100х750х1350),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/88735,"<p>Салат-бар <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88735""><b class=""b"">ТММ Антарес-Премиум ВВМХ/ЗСН </b></a>предназначен для демонстрации, охлаждения и кратковременного хранения различных продуктов и блюд в составе линий раздач на предприятиях общественного питания и торговли. Модель оснащена стационарной закрытой надстройкой. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком Итальянского производства, столешница - из акрилового камня, ванна - из нержавеющей стали AISI 304, цельнозаливной корпус мармита и надстройка - из AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры с широкой регулировкой</li>
<li>Светодиодное освещение, не меняющее температуру блюд</li>
<li>Закаленное стекло </li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,5 кВт</li>
<li>Размеры надстройки: 2070x620x450 мм</li>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
<li>Стекло: 6 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88735,холодильный,,,2100 мм,750 мм,1350 мм,,Россия,,,0,https://entero.ru/manuals/84179/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%B5%D1%81-%D0%9F%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC%20%D0%92%D0%92%D0%9C%D0%A5_%D0%97%D0%A1%D0%9D%206%20GN1_1.doc;https://entero.ru/manuals/84253/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%B5%D1%81-%D0%9F%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC%20%D0%92%D0%92%D0%9C%D0%A5_%D0%97%D0%A1%D0%9D%206%20GN1_1.docx;https://entero.ru/manuals/84184/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B0%D0%BB%D0%B0%D1%82-%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%20%D0%A2%D0%9C%D0%9C.pdf,,,,,,,GN 1/1,,6,от 2 до 8 °C
https://cdn.entero.ru/mp@2x/61/3d/613d52b3f2b9f9648b9ace9779224304.jpg;https://cdn.entero.ru/mp@2x/11/79/11797c823f295bb074b3441fa7de321d.jpg;https://cdn.entero.ru/mp@2x/b2/8e/b28e6b359b42ba90345dca5f3e939494.jpg;https://cdn.entero.ru/mp@2x/30/bd/30bde9be896d4a897cb6b5fc41882aae.jpg,Салат-бар ТММ Антарес-Премиум ВВМХ/АПН 4 GN1/1 (1500х750х1350),Салат-бар ТММ Антарес-Премиум ВВМХ/АПН 4 GN1/1 (1500х750х1350),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/88740,"<p>Салат-бар <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88740""><b class=""b"">ТММ Антарес-Премиум ВВМХ/АПН </b></a>предназначен для демонстрации, охлаждения и кратковременного хранения различных продуктов и блюд в составе линий раздач на предприятиях общественного питания и торговли. Модель оснащена открытой надстройкой с автоматическим подъемом и опусканием крышки. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком Итальянского производства, столешница - из акрилового камня, ванна - из нержавеющей стали AISI 304, цельнозаливной корпус мармита и надстройка - из AISI 430.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электронный контроль температуры с широкой регулировкой</li>
<li>Светодиодное освещение, не меняющее температуру блюд</li>
<li>Закаленное стекло </li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 0,5 кВт</li>
<li>Размеры надстройки: 1490x610x450 мм</li>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
<li>Стекло: 6 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88740,холодильный,,,1500 мм,750 мм,1350 мм,,Россия,,,0,https://entero.ru/manuals/84173/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%B5%D1%81-%D0%9F%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC%20%D0%92%D0%92%D0%9C%D0%A5_%D0%90%D0%9F%D0%9D%204%20GN1_1.doc;https://entero.ru/manuals/84248/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%B5%D1%81-%D0%9F%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC%20%D0%92%D0%92%D0%9C%D0%A5_%D0%90%D0%9F%D0%9D%204%20GN1_1.docx;https://entero.ru/manuals/84175/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B0%D0%BB%D0%B0%D1%82-%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%20%D0%A2%D0%9C%D0%9C.pdf,,,,,,,GN 1/1,,4,от 2 до 8 °C
https://cdn.entero.ru/mp@2x/4b/e3/4be36b697955873012bd9ce20447f5d0.jpg;https://cdn.entero.ru/mp@2x/63/90/639043519c7e6c2ef41585e1b22ce187.jpg;https://cdn.entero.ru/mp@2x/7c/6d/7c6dbe50ad6cc73e915d25c604c525c1.jpg;https://cdn.entero.ru/mp@2x/04/20/0420a173035bd5c1caa6a705bc5074c8.jpg,Салат-бар тепловой ТММ Антарес-Премиум ВВМТ/АПН 6 GN1/1 (2100х750х1350),Салат-бар тепловой ТММ Антарес-Премиум ВВМТ/АПН 6 GN1/1 (2100х750х1350),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/88753,"<p>Салат-бар <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88753""><b class=""b"">ТММ Антарес-Премиум ВВМТ/АПН </b></a>предназначен для демонстрации, поддержания в теплом состоянии и кратковременного хранения различных продуктов и блюд в составе линий раздач на предприятиях общественного питания и торговли. Модель оснащена открытой надстройкой с автоматическим подъемом и опусканием крышки. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком Итальянского производства, столешница - из акрилового камня, ванна - из нержавеющей стали AISI 304, цельнозаливной корпус мармита и надстройка - из AISI 430, ТЭНы - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Контроль температуры с широкой регулировкой</li>
<li>Тепловое галогеновое освещение, увеличивающее эффективность подогрева горяих блюд</li>
<li>Предохранитель перегрева</li>
<li>Автоматический выключатель</li>
<li>Закаленное стекло </li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 3,1 кВт</li>
<li>Размеры надстройки: 2070x620x620 мм</li>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
<li>Стекло: 6 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",88753,тепловой,,,2100 мм,750 мм,1350 мм,,Россия,,,0,https://entero.ru/manuals/84202/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%B5%D1%81-%D0%9F%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC%20%D0%92%D0%92%D0%9C%D0%A2_%D0%90%D0%9F%D0%9D%206%20GN1_1.doc;https://entero.ru/manuals/84269/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%A2%D0%9C%D0%9C%20%D0%90%D0%BD%D1%82%D0%B0%D1%80%D0%B5%D1%81-%D0%9F%D1%80%D0%B5%D0%BC%D0%B8%D1%83%D0%BC%20%D0%92%D0%92%D0%9C%D0%A2_%D0%90%D0%9F%D0%9D%206%20GN1_1.docx;https://entero.ru/manuals/84211/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B0%D0%BB%D0%B0%D1%82-%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%20%D0%A2%D0%9C%D0%9C.pdf,,,,,,,GN 1/1,от 0 до 100 °C,6,
https://cdn.entero.ru/mp@2x/bb/12/bb12930d991e10bba5d86b916beaf519.jpg;https://cdn.entero.ru/mp@2x/23/88/2388d2c785a6be1308a49f6b111cb4d1.jpg;https://cdn.entero.ru/mp@2x/b8/1c/b81c64f851aaf252c953ccd6111d2b36.jpg;https://cdn.entero.ru/mp@2x/84/30/8430d87c804fc035de41a079b542494a.jpg,Салат-бар гриль ТММ Антарес-Премиум ВВМГ/АПН 6 GN1/1 (2155х750х1530),Салат-бар гриль ТММ Антарес-Премиум ВВМГ/АПН 6 GN1/1 (2155х750х1530),0,RUB,Нет,ТММ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/109176,"<p>Салат-бар <a style=""text-decoration:none;cursor:text;"" href=""http://m.entero.ru/item/109176""><b class=""b"">ТММ Антарес-Премиум ВВМГ/АПН </b></a>предназначен для демонстрации, охлаждения и кратковременного хранения различных продуктов и блюд в составе линий раздач на предприятиях общественного питания и торговли. Модель оснащена открытой надстройкой с автоматическим подъемом и опусканием крышки. Корпус выполнен из МДФ, ламинированного противоударным HPL-пластиком, столешница - из акрилового камня, поверхность - из нержавеющей стали AISI 304, цельнозаливной корпус мармита и надстройка - из AISI 430, ТЭНы - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Контроль температуры</li>
<li>Тепловое галогеновое освещение, увеличивающее эффективность подогрева горяих блюд</li>
<li>Предохранитель перегрева</li>
<li>Автоматический выключатель</li>
<li>Закаленное стекло </li>
<li>Шарнирные колеса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Потребляемая мощность: 3,1 кВт</li>
<li>Толщина материала: 
<ul>
<li>МДФ: 16 мм</li>
<li>HPL-пластик: 0,6 мм</li>
<li>Акриловый камень: 12 мм</li>
<li>Стекло: 6 мм</li>
</ul>
</li>
<li>Цвет: светлый дуб / венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера с тепловыми ваннами.</span></em></p>",109176,тепловой,,,2155 мм,750 мм,1530 мм,,Россия,,,0,https://entero.ru/manuals/102387/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D1%8F%20%D1%81%D0%B0%D0%BB%D0%B0%D1%82-%D0%B1%D0%B0%D1%80%D0%BE%D0%B2%20%D0%A2%D0%9C%D0%9C.pdf;https://entero.ru/manuals/102385/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%83%D1%85%D0%BE%D0%B4%D1%83.docx;https://entero.ru/manuals/102386/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.jpg,,,,,,,GN 1/1,от 60 до 80 °C,6,
https://cdn.entero.ru/mp@2x/10/0f/100fac8f6b156e16df3cd7043db4a65c.jpg,Буфет с раздатчиком посуды Техно-ТТ БРП-100/966,121202,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/215119,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215119"">Техно-ТТ БРП-100/966</a> </b>предназначен для временного хранения и раздачи посуды на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Без подогрева</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 45 тарелок</li>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: венге</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215119,нейтральный,,,966 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/514800/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,"стационарный, островной",,,,,,,
https://cdn.entero.ru/mp@2x/a9/f0/a9f05ac1be979256d2bfcbb1eb73e312.jpg,Буфет с раздатчиком посуды Техно-ТТ БРП-200/966,120373,0,RUB,Нет,Техно-ТТ,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/215129,"<p>Буфет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/215129"">Техно-ТТ БРП-200/966</a> </b>предназначен для временного хранения и раздачи посуды на предприятиях общественного питания и торговли. Каркас выполнен из оцинкованной стали, фасад - из шпона и МДФ, столешница - из искусственного камня. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Без подогрева</li>
<li>Поставляется в собранном виде</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Вместимость: 45 тарелок</li>
<li>Толщина материала: 
<ul>
<li>Каркас: 1,5 мм</li>
<li>Фасад: 16 мм</li>
<li>Столешница: 24 мм</li>
</ul>
</li>
<li>Цвет: беленый дуб</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",215129,нейтральный,,,966 мм,851 мм,900 мм,,Россия,,,0,https://entero.ru/manuals/514795/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,"стационарный, островной",,,,,,,
https://cdn.entero.ru/mp@2x/71/fa/71faf74d78518b89608202292ba231f4.jpg,Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Portal (столешница из искусственного камня),Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Portal (столешница из искусственного камня),0,RUB,Нет,Luxstahl,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/371140,"<p>Нейтральный салат-бар <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371140""><b class=""b"">Luxstahl СБНК-1000 Premium Portal</b></a> используется на предприятиях общественного питания и торговли для удобной подачи блюд, представляющее собой прилавки с гастрономическими емкостями. Модель оснащена верхней крышкой со стеклом, 3 точечными светодиодными светильниками и колесами со стопорами.</p>

<p> </p>",371140,нейтральный,,,1000 мм,1000 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/495611/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Luxstahl.pdf,,,передвижной,сплошная столешница,,Да,,,,
https://cdn.entero.ru/mp@2x/26/6f/266f263187e5e2339cf669b649089203.jpg,Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Zigzag (столешница из искусственного камня),Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Zigzag (столешница из искусственного камня),0,RUB,Нет,Luxstahl,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/371142,"<p>Нейтральный салат-бар <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371142"">Luxstahl СБНК-1000 Premium Zigzag (столешница из искусственного камня)</a></b>используется на предприятиях общественного питания и торговли для удобной подачи блюд, представляющее собой прилавки с гастрономическими емкостями. Модель оснащена верхней крышкой со стеклом, 3 точечными светодиодными светильниками и колесами со стопорами.</p>

<p> </p>",371142,нейтральный,,,1000 мм,1000 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/495614/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Luxstahl.pdf,,,передвижной,сплошная столешница,,Да,,,,
https://cdn.entero.ru/mp@2x/c9/3f/c93f5945102a88ec44925dd1a7d43f2b.jpg,Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Pafos (столешница из искусственного камня),Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Pafos (столешница из искусственного камня),0,RUB,Нет,Luxstahl,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/371143,"<p>Нейтральный салат-бар <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371143"">Luxstahl СБНК-1000 Premium Pafos (столешница из искусственного камня)</a> </b>используется на предприятиях общественного питания и торговли для удобной подачи блюд, представляющее собой прилавки с гастрономическими емкостями. Модель оснащена верхней крышкой со стеклом, 3 точечными светодиодными светильниками и колесами со стопорами.</p>

<p> </p>",371143,нейтральный,,,1000 мм,1000 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/495615/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Luxstahl.pdf,,,передвижной,сплошная столешница,,Да,,,,
https://cdn.entero.ru/mp@2x/61/95/61959403eb08acc95f1663a01a03944a.jpg,Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Pixel (столешница из искусственного камня),Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Pixel (столешница из искусственного камня),0,RUB,Нет,Luxstahl,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/371144,"<p>Нейтральный салат-бар <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371144"">Luxstahl СБНК-1000 Premium Pixel (столешница из искусственного камня)</a></b> используется на предприятиях общественного питания и торговли для удобной подачи блюд, представляющее собой прилавки с гастрономическими емкостями. Модель оснащена верхней крышкой со стеклом, 3 точечными светодиодными светильниками и колесами со стопорами.</p>

<p> </p>",371144,нейтральный,,,1000 мм,1000 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/495616/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Luxstahl.pdf,,,передвижной,сплошная столешница,,Да,,,,
https://cdn.entero.ru/mp@2x/54/e8/54e836f6b1146fea694734003a0c6cb2.jpg,Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Eco Wood (столешница из искусственного камня),Салат-бар нейтральный без верхней полки Куб Luxstahl СБНК-1000 Premium Eco Wood (столешница из искусственного камня),0,RUB,Нет,Luxstahl,Профоборудование,Шведские столы и салат-бары,https://entero.ru/item/371145,"<p>Нейтральный салат-бар <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/371145"">Luxstahl СБНК-1000 Premium Eco Wood (столешница из искусственного камня)</a></b> используется на предприятиях общественного питания и торговли для удобной подачи блюд, представляющее собой прилавки с гастрономическими емкостями. Модель оснащена верхней крышкой со стеклом, 3 точечными светодиодными светильниками и колесами со стопорами.</p>

<p> </p>",371145,нейтральный,,,1000 мм,1000 мм,925 мм,,Россия,,,0,https://entero.ru/manuals/495617/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Luxstahl.pdf,,,передвижной,сплошная столешница,,Да,,,,
