Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Вес (с упаковкой),Тип управления,Материал корпуса,Диаметр ножа,Толщина нарезки,Материал ножа
https://cdn.entero.ru/mp@2x/ce/72/ce72d709e897be134da9efb35876aec1.jpg;https://cdn.entero.ru/mp@2x/1d/bf/1dbf53272b63689f659f9acb328454c8.jpg,Слайсер Roal Meat WT-208,Слайсер Roal Meat WT-208,5207,RUB,Да,,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/365214,"<p>Механический слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/365214"">Roal Meat WT-208</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ломтики различной толщины на предприятиях общественного питания и торговли. </p>",365214,,,302 мм,200 мм,150 мм,,Китай,,,0,,,,2.2 кг,,механический,,,от 0.5 до 6 мм,
https://cdn.entero.ru/mp@2x/f0/f4/f0f4cddd46722a441c35db994cc67238.jpg;https://cdn.entero.ru/mp@2x/be/43/be4389e22ea0417eb40c3b26bb0fc609.jpg;https://cdn.entero.ru/mp@2x/d4/e7/d4e752ac0463b7d44e6ed68f8abd9a0b.jpg;https://cdn.entero.ru/mp@2x/db/05/db052a8139fd112105a4983c39715d5a.jpg;https://cdn.entero.ru/mp@2x/f0/67/f06758b5b21939ab3e238e72a35cd360.jpg;https://cdn.entero.ru/mp@2x/e2/7a/e27aa8f61a6b3d4b0f70183c957335aa.jpg;https://cdn.entero.ru/mp@2x/cf/58/cf58d4cfd01bc0ac01aea9c127576a0e.jpg;https://cdn.entero.ru/mp@2x/71/2f/712f702785bd5fd5f2c209ea05387650.jpg,Слайсер Foodatlas VC-1,VC-1 Foodatlas,8599,RUB,Да,Foodatlas,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/120175,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120175"">FoodAtlas VC-1</a> </b>предназначен для нарезки картофеля фри по-деревенски на предприятиях общественного питания и торговли. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят 4 сменных лезвия и 4 толкателя.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Габариты в упаковке: 430x370x510 мм</li>
</ul>",120175,,,410 мм,165 мм,290 мм,,Китай,,,0,https://entero.ru/manuals/123826/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20VC-1.pdf;https://entero.ru/manuals/418725/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,https://vk.com/video_ext.php?oid=-177656185&id=456239998&hd=2&autoplay=0,5 кг,,механический,сталь,,,нержавеющая сталь
https://cdn.entero.ru/mp@2x/f8/b9/f8b91c4569e595bf2a0ca78fa9808952.jpg;https://cdn.entero.ru/mp@2x/00/f9/00f927343a6b984620885c655a27ff8b.jpg;https://cdn.entero.ru/mp@2x/d4/ec/d4eca578797eafb2424f5d935548a80c.jpg;https://cdn.entero.ru/mp@2x/d8/8a/d88a2c4e115c24aa487495c33006eb59.jpg;https://cdn.entero.ru/mp@2x/94/18/9418bed2756eed706325271ebed6dce9.jpg,Слайсер Foodatlas SC-1,SC-1 Foodatlas,10252,RUB,Да,Foodatlas,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/120174,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/120174"">FoodAtlas SC-1</a> </b>предназначен для нарезки колбасы на кусочки на предприятиях общественного питания и торговли. Модель оснащена подъемной рукояткой. Корпус и нож выполнены из нержавеющей стали.</p>",120174,,,340 мм,195 мм,205 мм,,Китай,,,0,https://entero.ru/manuals/123808/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Foodatlas%20SC-1.pdf;https://entero.ru/manuals/418760/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,,,механический,сталь,,5.5 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/89/34/89343ab52e9e56d37e2c0c01599e80e9.jpg;https://cdn.entero.ru/mp@2x/3a/a7/3aa71af7f8798f56dadf0a81a7e98a50.jpg;https://cdn.entero.ru/mp@2x/f2/7f/f27f4294ec0200dec98f77bb178d2428.jpg;https://cdn.entero.ru/mp@2x/f7/14/f71485d2c6c67049dbd2ce564ca37d01.jpg;https://cdn.entero.ru/mp@2x/61/47/6147def8d4d45f6851b62017940845cb.jpg;https://cdn.entero.ru/mp@2x/18/cd/18cd97ef14948bf0bf7356b695114f59.jpg;https://cdn.entero.ru/mp@2x/31/70/31700d337fbf07ddb2a6f5f29f955758.jpg;https://cdn.entero.ru/mp@2x/c3/4e/c34e5aae3fb798e56b010633a79ffdc0.jpg;https://cdn.entero.ru/mp@2x/70/6c/706ccf302030b742f50de4af8d6e7019.jpg;https://cdn.entero.ru/mp@2x/1f/87/1f8728af6e6288051cc56f1c37707156.jpg;https://cdn.entero.ru/mp@2x/1a/f6/1af6dc6d1f05ac8e01b666a9b1fa4c8f.jpg;https://cdn.entero.ru/mp@2x/ea/69/ea69407956ff577efa0a82c9ff384f18.jpg;https://cdn.entero.ru/mp@2x/e9/8e/e98ea3ab2284765d714583d1fb97876b.jpg,Слайсер VIATTO VA-FS-GJ802,Слайсер VIATTO VA-FS-GJ802,13393,RUB,Да,VIATTO,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/340115,"<p>Полуавтоматический слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/340115"">VIATTO VA-FS-GJ802</a></b> используется на предприятиях общественного питания и торговли для нарезки мяса, сыра, колбасных изделий и других пищевых продуктов на ровные и равные ломтики. Модель оснащена механизмом регулировки толщины нарезки, устойчивыми плоскими опорами и широкой рукояткой. Прибор компактно складывается для удобства хранения и транспортировки. Корпус выполнен из алюминия и стали.</p>",340115,220 В,0.2 кВт,425 мм,108 мм,312 мм,5.8 кг,Китай,1,490x180x400 мм,443,https://entero.ru/manuals/408174/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/408175/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/410214/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VIATTO%20VA-FS-GJ802.pdf,14098,,5 кг,,полуавтоматический,"алюминий, сталь",190 мм,от 0 до 15 мм,
https://cdn.entero.ru/mp@2x/0f/60/0f60d021189be921017afdebe3d357cb.jpg,Слайсер Assum HBS-300A,Слайсер Assum HBS-300A,40039,RUB,Да,Assum,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/92607,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/92607"">Assum HBS-300A</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ломтики различной толщины на предприятиях общественного питания и торговли. </p>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Ширина нарезки: 200 мм</li>
<li>Габариты в упаковке: 600х370х610 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! Изображение на фото приведено в ознакомительных целях и может отличаться от оригинала.</span></em></p>",92607,220 В,0.25 кВт,540 мм,310 мм,550 мм,,Китай,,,0,https://entero.ru/manuals/490644/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,22.5 кг,,механический,крашеный алюминий,300 мм,от 0.2 до 15 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/b4/dd/b4dd9be49cc1d5fb07f97ca5033caf75.jpg;https://cdn.entero.ru/mp@2x/d0/2f/d02fdf83ce4adbf1e26bf121cb97756b.jpg;https://cdn.entero.ru/mp@2x/26/4f/264ff6c9825c62d014b8b7aa5b7c7df8.jpg;https://cdn.entero.ru/mp@2x/bc/b0/bcb0bc8207d5ce8f1f528b53aae4d4d4.jpg;https://cdn.entero.ru/mp@2x/e8/32/e83255b449b318196597f791d2cb3ea9.jpg,Слайсер Crazy Pan CP-SLTEF300L,Слайсер Crazy Pan CP-SLTEF300L,40361,RUB,Да,,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/313762,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/313762"">Crazy Pan CP-SLTEF300L</a></b> предназначен для нарезки мяса, сыров, колбасных изделий, хлеба и других гастрономических изделий на ровные ломтики на предприятиях общественного питания, торговли и пищевой промышленности. Корпус изготовлен из анодированого алюминия, нож - из тефлона.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Тефлон предотвращает налипание продукта на диск</li>
<li>Вентилируемый мотор: защита от перегрева</li>
<li>Отстутствие труднодоступных мест: легкость очистки</li>
<li>Простота в эксплуатации</li>
<li>Коррозионная стойкость</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ширина нарезки: 220 мм</li>
<li>Скорость вращения:
<ul>
<li>Двигатель: 1400 об/мин.</li>
<li>Нож: 310 об/мин.</li>
</ul>
</li>
</ul>",313762,220 В,0.25 кВт,635 мм,525 мм,490 мм,,Китай,,,0,https://entero.ru/manuals/376523/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Crazy%20Pan%20CP-SLTEF300L.docx,42043,,26 кг,,полуавтоматический,анодированный алюминий,300 мм,от 0.2 до 15 мм,тефлон
https://cdn.entero.ru/mp@2x/36/0f/360ff2055c72e309f738a75251d1c4f6.jpg,Слайсер Apach ASL220,148736,59169,RUB,Да,Apach,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/74673,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/74673"">Apach ASL220</a> </b>предназначен для нарезки различных продуктов на предприятиях общественного питания и торговли. Модель оснащена вентилируемым мотором и встроенным затачивающим устройством. Корпус выполнен из литого анодированного алюминиевого сплава, нож - из кованой углеродистой стали 100Cr6.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Ход каретки: 245 мм</li>
<li>Размер лотка: 230х240 мм</li>
<li>Наклон ножа: 25°</li>
<li>Габариты в упаковке: 600х500х420 мм</li>
</ul>

<p><br>
<em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",74673,220 В,0.147 кВт,570 мм,560 мм,370 мм,18.5 кг,Италия,1,600x500x420 мм,0,https://entero.ru/manuals/81462/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach%202017.pdf;https://entero.ru/manuals/289782/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20ASL220.pdf;https://entero.ru/manuals/289783/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20ASL220.pdf;https://entero.ru/manuals/289786/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/521745/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,15 кг,,полуавтоматический,анодированный алюминий,220 мм,13 мм,сталь
https://cdn.entero.ru/mp@2x/11/bd/11bd1c8a64d084efa286db28e61c33d3.jpg;https://cdn.entero.ru/mp@2x/d7/27/d727d7284c588a9e045ec319b367983d.jpg;https://cdn.entero.ru/mp@2x/40/5f/405f47a0fb3667c7631ad7c96b9485f2.jpg;https://cdn.entero.ru/mp@2x/9b/50/9b50c2a9b09676bced47e2a46f8009a9.jpg;https://cdn.entero.ru/mp@2x/14/88/14883209ef18127290a0c4029a8fa536.jpg;https://cdn.entero.ru/mp@2x/1e/e7/1ee706817a967757b44de86e1784ab5f.jpg;https://cdn.entero.ru/mp@2x/ef/8f/ef8fd6b47fe2d9ea903c6b7b3683b9ee.jpg;https://cdn.entero.ru/mp@2x/23/70/237083503ef7eedb77acdedb779fc948.jpg,Слайсер Bartscher 250 Plus,174251,63803,RUB,Да,Bartscher,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/339801,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/339801"">Bartscher 250 Plus</a></b> предназначен для нарезки колбасы ломтиками на предприятиях общественного питания и торговли. Модель оснащена прижимным механизмом, заточным устройством и направляющей съемной наклонной кареткой с 2 ручками. Корпус выполнен из алюминия, плексигласа и пластика.</p>

<p>В комплект поставки входит нож 250 Basic .</p>

<p><b>Особенности:</b></p>

<ul>
<li>Двойная защита ножа:
<ul>
<li>Точилка для ножей как защитный кожух</li>
<li>Возврат ножа в исходное положение</li>
</ul>
</li>
<li>Магнитный выключатель</li>
<li>Тип защиты: IPX3</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная частота вращения: 190 об/мин.</li>
<li>Длина реза: 195 мм</li>
<li>Высота реза: 140 мм</li>
<li>Длина кабеля: 1,4 м</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Нож 250, волнистая заточка (Артикул 174054)</li>
<li>Нож 250, покрытие против прилипания (Артикул 174055)</li>
<li>Масло- и жирорастворяющее средство F1L (173276)</li>
</ul>",339801,220 В,0.13 кВт,435 мм,510 мм,385 мм,,Германия,,,0,https://entero.ru/manuals/403147/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Bartscher%20250%20Plus.pdf;https://entero.ru/manuals/403138/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Bartscher%20250%20Plus.pdf;https://entero.ru/manuals/403139/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F%20%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/403140/%D0%A1%D0%B1%D0%BE%D1%80%D0%BE%D1%87%D0%BD%D1%8B%D0%B9%20%D1%87%D0%B5%D1%80%D1%82%D0%B5%D0%B6.pdf;https://entero.ru/manuals/507467/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/507855/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,14.8 кг,,механический,алюминий,250 мм,от 1 до 12 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/5e/00/5e0039e33154d8145454efb16813e163.jpg,Слайсер RGV Lusso 300 S-L (тефлон),Слайсер RGV Lusso 300 S-L (тефлон),81033,RUB,Да,RGV,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/227887,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/227887"">RGV LUSSO 300 S-L (тефлон)</a></b> предназначен для использования на предприятиях общественного питания, торговли, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров, для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики. Литая база выполнена из лакированного алюминия, защитное крыло для диска, устройство подачи продукта и перегородки - из анодированного алюминия.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Стержень, несущий режущий диск установлен на двойной шариковый подшипник</li>
<li>Вентилируемый двигатель</li>
<li>Закаленное профессиональное лезвие ножа</li>
<li>Фиксированное кольцо для защиты лезвия</li>
<li>Фиксированное устройство для заточки ножа</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Разбег каретки: 270 мм</li>
<li>Максимальный размер нарезаемого продукта: 245x220 мм </li>
</ul>",227887,220 В,0.23 кВт,630 мм,630 мм,480 мм,,Италия,,,0,,,,24 кг,,полуавтоматический,алюминий,300 мм,15 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/45/52/4552ed32d7a677dec51cef0b28e31dd7.jpg,Слайсер FIMAR H275N,HM 275,84243,RUB,Да,FIMAR,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/43425,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/43425"">FIMAR H275N</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики на предприятиях общественного питания и торговли. Модель оснащена встроенным затачивающим устройством с 2 точильными камнями, съемным кожухом ножа, ручкой регулировки вертикальной заслонки по градуированной шкале и неподвижным защитным кольцом вокруг ножа.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Полезная длина резки: 220x210 мм</li>
<li>Размер опорной поверхности: 450x300 мм</li>
<li>Габариты в упаковке: 540x460x450 мм</li>
<li>Объем упаковки: 0,112 м<sup>3</sup></li>
</ul>",43425,220 В,0.23 кВт,620 мм,440 мм,390 мм,,Италия,,,0,https://entero.ru/manuals/275938/%D0%9B%D0%B8%D1%81%D1%82%D0%BE%D0%B2%D0%BA%D0%B0%20%D0%BD%D0%B0%20FIMAR%20HM%20275.pdf;https://entero.ru/manuals/376476/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29%20%D0%BD%D0%B0%20FIMAR%20H275N.pdf;https://entero.ru/manuals/376477/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%28%D1%80%D1%83%D1%81.%20+%20%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf;https://entero.ru/manuals/376479/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376480/%D0%AD%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/376483/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8%20%28%D0%B4%D0%BE%2009.02.2025%29.pdf,87753,,18 кг,,,анодированный алюминий,275 мм,от 0 до 15 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/14/04/140453454b094dd6eb1de00ba3a77a29.jpg,Слайсер Hualian MC-250 (5 мм),МС-250,99268,RUB,Да,Hualian,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/294663,"<p>Слайсер <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294663""><b class=""b"">Hualian MC-250</b></a> предназначен для нарезки мяса, твердых сортов сыров, колбасных изделий и других продуктов питания соломкой на предприятиях пищевой промышленности, общественного питания и торговли.<b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: 250 кг/ч</li>
</ul>",294663,220 В,0.55 кВт,450 мм,320 мм,430 мм,,Китай,,,0,,,,33 кг,,автоматический,сталь,,5 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/3c/96/3c968c6116aff6559fcf20213256a2b8.jpg,Слайсер для картофеля EKSI TPS-01,Слайсер для картофеля EKSI TPS-01,2441,RUB,Да,EKSI,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/102382,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/102382"">EKSI TPS-01</a></b> предназначен для нарезки картофеля спиралью для приготовления тонких и хрустящих чипсов на предприятиях пищевой промышленности, общественного питания и торговли. Модель оснащена 2 лезвиями и ручкой. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки не входит деревянный шампур для насадки картофеля.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: от 40 до 50 порций/час</li>
</ul>",102382,,,450 мм,150 мм,180 мм,,Китай,,,0,,,,2.5 кг,,механический,сталь,,,нержавеющая сталь
https://cdn.entero.ru/mp@2x/6e/c1/6ec1f292ac9a5f377f643f0b8ed2e2c9.jpg,Слайсер Gemlux GL-MS-190B,Слайсер Gemlux GL-MS-190B,7332,RUB,Да,Gemlux,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/363179,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/363179"">Gemlux GL-MS-190B</a> </b>предназначен для нарезки мяса, сыра, колбасных изделий и других продуктов питания на ровные и равные ломтики на предприятиях общественного питания и торговли. Корпус выполнен из окрашенного металла.</p>",363179,220 В,0.15 кВт,360 мм,245 мм,260 мм,,Китай,,,0,https://entero.ru/manuals/469291/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Gemlux.pdf,,,4.6 кг,,полуавтоматический,,190 мм,от 0 до 15 мм,нержавеющая сталь
https://cdn.entero.ru/mp@2x/48/dd/48ddffededc255d7f23c66474a78f7c7.jpg;https://cdn.entero.ru/mp@2x/18/35/18352cf5054fed6a145463912c23abfa.jpg;https://cdn.entero.ru/mp@2x/30/2f/302f06cf732a05699fc0b8d96b8de0bb.jpg;https://cdn.entero.ru/mp@2x/b8/1f/b81f498e9a7f3b88fbc0322262a40c54.jpg;https://cdn.entero.ru/mp@2x/a3/5d/a35dd02936f0eddaed6bf6ec0c48ccc2.jpg,Устройство для нарезки сосисок CanCan 1338,Устройство для нарезки сосисок CanCan 1338,7907,RUB,Да,CanCan,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/377419,"<p>Устройство <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/377419"">CanCan 1338</a></b> используется на предприятиях общественного питания и торговли для нарезки сосисок соломкой. Выбрасыватель и режущие части являются съемными. Устройство выполнено из нержавеющей стали.</p>",377419,,,205 мм,400 мм,200 мм,1.5 кг,Турция,1,220x440x220 мм,0,https://entero.ru/manuals/519241/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20CanCan.pdf,,,,,механический,нержавеющая сталь,,,нержавеющая сталь
https://cdn.entero.ru/mp@2x/e4/e9/e4e936d721db879877c8bc24e33227fc.jpg,Слайсер Rock Kitchen RK-HBS-220BR,Слайсер Rock Kitchen RK-HBS-220BR,18597,RUB,Да,Rock Kitchen,Профоборудование,Электромеханическое,Слайсеры,https://entero.ru/item/375818,"<p>Слайсер <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375818"">Rock Kitchen RK-HBS-220BR</a></b> используется на предприятиях общественного питания и торговли для нарезки салями, ветчины, мяса, сыров и овощей. Модель обеспечивает нарезку строго заданной толщины. Съемное затачивающее устройство крепится на каретку.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина нарезки: до 12 мм</li>
</ul>",375818,220 В,0.12 кВт,415 мм,336 мм,336 мм,12.3 кг,Китай,1,436x436x515 мм,49,https://entero.ru/manuals/513189/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Rock%20Kitchen%20RK-HBS-220BR.pdf;https://entero.ru/manuals/513190/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/513192/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Rock%20Kitchen%20RK-HBS-220BR.xls,19576,,,,полуавтоматический,,220 мм,,
