Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Назначение,Вес (с упаковкой),Длина,Количество в упаковке,Толщина материала
https://cdn.entero.ru/mp@2x/2a/bd/2abd709a9068a02bf0dcfaee696af155.jpg,Пакет вакуумный Hualian 160х200 мм 70 мкм,Пакет вакуумный Hualian 160х200 мм 70 мкм,4,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355818,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355818""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355818,пакеты гладкие,160 мм,,,,,,0,,5,,Китай,Китай,,,200 мм,1 шт.,70 мкм
https://cdn.entero.ru/mp@2x/90/bb/90bb18f0e9730f503bf33bfa4d2d85ca.jpg,Пакет вакуумный Hualian 200х200 мм 70 мкм,Пакет вакуумный Hualian 200х200 мм 70 мкм,5,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355819,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355819""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355819,пакеты гладкие,200 мм,,,,,,0,,,,Китай,Китай,,,200 мм,1 шт.,70 мкм
https://cdn.entero.ru/mp@2x/81/cb/81cb0882509abe27230d81d83af869a2.jpg,Пакет вакуумный Hualian 140х450 мм 70 мкм,Пакет вакуумный Hualian 140х450 мм 70 мкм,7,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355800,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355800""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355800,пакеты гладкие,140 мм,,,,,,0,,9,,Китай,Китай,,,450 мм,1 шт.,70 мкм
https://cdn.entero.ru/mp@2x/4d/da/4dda0dbd1860a027920acfeafc1e2c0a.jpg,Пакет вакуумный Hualian 200х350 мм 70 мкм,Пакет вакуумный Hualian 200х350 мм 70 мкм,8,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355822,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355822""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355822,пакеты гладкие,200 мм,,,,,,0,,9,,Китай,Китай,,,350 мм,1 шт.,70 мкм
https://cdn.entero.ru/mp@2x/5a/91/5a91bbbd8cf1a5cd8ef76214714b0d09.jpg,Пакет вакуумный Hualian 200х250 мм 97 мкм,Пакет вакуумный Hualian 200х250 мм 97 мкм,9,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355809,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355809""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355809,пакеты гладкие,200 мм,,,,,,0,,12,,Китай,Китай,,,250 мм,1 шт.,97 мкм
https://cdn.entero.ru/mp@2x/d4/66/d46614471ee3996f8d6353b675b9325c.jpg,Пакет вакуумный Hualian 200х300 мм 97 мкм,Пакет вакуумный Hualian 200х300 мм 97 мкм,11,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355807,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355807""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355807,пакеты гладкие,200 мм,,,,,,0,,,,Китай,Китай,,,300 мм,1 шт.,97 мкм
https://cdn.entero.ru/mp@2x/d0/62/d062acf694433332b585cef6f26f49b7.jpg,Пакет вакуумный Hualian 250х350 мм 70 мкм,Пакет вакуумный Hualian 250х350 мм 70 мкм,11,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355823,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355823""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355823,пакеты гладкие,250 мм,,,,,,0,,13,,Китай,Китай,,,350 мм,1 шт.,70 мкм
https://cdn.entero.ru/mp@2x/11/8b/118bf5721106063db923e388bf54fe7b.jpg,Пакет вакуумный Hualian 250х300 мм 97 мкм,Пакет вакуумный Hualian 250х300 мм 97 мкм,15,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355811,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355811""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355811,пакеты гладкие,250 мм,,,,,,0,,19,,Китай,Китай,,,300 мм,1 шт.,97 мкм
https://cdn.entero.ru/mp@2x/6d/de/6dde101b3b5ebcbc68b0904b6534f6d4.jpg,Пакет вакуумный Hualian 300х500 мм 70 мкм,Пакет вакуумный Hualian 300х500 мм 70 мкм,18,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355813,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355813""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355813,пакеты гладкие,300 мм,,,,,,0,,,,Китай,Китай,,,500 мм,1 шт.,70 мкм
https://cdn.entero.ru/mp@2x/da/cf/dacfeb85bd11b077b313e1e0561fa5c0.jpg,Пакет вакуумный Hualian 350х500 мм 70 мкм,Пакет вакуумный Hualian 350х500 мм 70 мкм,20,RUB,Да,Hualian,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/355805,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/355805""><b class=""b"">Hualian</b></a> используется на предприятиях общественного питания и торговли для упаковки продуктов питания. Модель оснащена насечкой и защищает от паров воды и газов, но недостаточно хорошо от проникновения кислорода, поэтому не рекомендуется для длительного хранения продуктов. Пакет выполнен из лавсана, полиэстера и полиэтилена высокого давления, которые гарантируют высокую прозрачность.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Оптимальное время хранения: 7 дней</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",355805,пакеты гладкие,350 мм,,,,,,0,,24,,Китай,Китай,,,500 мм,1 шт.,70 мкм
https://cdn.entero.ru/mp@2x/48/e5/48e56c334147f31a3f6273e6285b6d28.jpg;https://cdn.entero.ru/mp@2x/91/6c/916c25f8fca6639d3ffdd2c6138dfed5.jpg;https://cdn.entero.ru/mp@2x/83/9e/839e54fa73f7de6722a74746d57251f2.jpg;https://cdn.entero.ru/mp@2x/a6/9d/a69db55558762062f4d8b5ccfdf76e68.jpg;https://cdn.entero.ru/mp@2x/40/43/4043d5db655f17dd386db2d50c849998.jpg;https://cdn.entero.ru/mp@2x/47/f1/47f16cd13e23fc3a84847a15713fcb53.jpg;https://cdn.entero.ru/mp@2x/78/ff/78ff02dbb122765dc7944e70e137438e.jpg;https://cdn.entero.ru/mp@2x/3e/c4/3ec491b80284735225cf235be771ff99.jpg;https://cdn.entero.ru/mp@2x/ed/58/ed586745a2090295f33435d10a560f22.jpg;https://cdn.entero.ru/mp@2x/c8/2b/c82be4be2dbff6a2cfc1711f5ca3b7ca.jpg;https://cdn.entero.ru/mp@2x/73/35/7335f132e68df8c8590874b18024b76b.jpg,Пакет вакуумный Foodatlas 75-80 мкм 10х20 см (100 шт.),Пакет вакуумный Foodatlas 75-80 мкм 10х20 см (100 шт.),177,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/334425,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334425""><b class=""b"">Foodatlas 75-80 мкм 10х20</b></a> используется на предприятиях общественного питания и торговли для фасовки молочных изделий, деликатесов, овощей и зелени. Изделие выполнено из PET/PE.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без еврослота</li>
<li>Без насечки</li>
</ul>

<p><b>Дополнительные характеристики: </b></p>

<ul>
<li>Габариты в упаковке: 110х210х10 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пакеты разного размера.</span></em></p>",334425,,100 мм,,,,,,0,https://entero.ru/manuals/394976/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Foodatlas.pdf,239,0.22 кг,,,для вакуумных упаковщиков,0.24 кг,200 мм,,80 мкм
https://cdn.entero.ru/mp@2x/64/97/64975f525768deceb5c4721d334f3121.jpg;https://cdn.entero.ru/mp@2x/32/cc/32cc9048e92f5071da1f7e2bc8291183.jpg;https://cdn.entero.ru/mp@2x/12/8d/128d24bc7c6d2e261bc6126ffbc04ea4.jpg;https://cdn.entero.ru/mp@2x/2b/86/2b8638f45fe8a51c6b93f08f06390c69.jpg;https://cdn.entero.ru/mp@2x/ef/ac/efaca54e7f2185fdde516ad3b2fbfc1f.jpg;https://cdn.entero.ru/mp@2x/08/29/082983e14763dffe21dc9a248e0e1350.jpg;https://cdn.entero.ru/mp@2x/e4/0a/e40a4430a71e76350a40d3129963d1cf.jpg;https://cdn.entero.ru/mp@2x/10/fe/10fe0e7b4a952857b0e58950541112d5.jpg;https://cdn.entero.ru/mp@2x/78/46/7846fc8154ef46073c311e91b1ee1b23.jpg;https://cdn.entero.ru/mp@2x/f8/69/f8693642ab7c9cb5c887f2c9a422de14.jpg;https://cdn.entero.ru/mp@2x/f5/a3/f5a387f89f12386e14f306a81036b7c4.jpg;https://cdn.entero.ru/mp@2x/9e/2f/9e2ffb0b48bef71c99f2c8b395f91190.jpg;https://cdn.entero.ru/mp@2x/48/c1/48c11fee9c9267106d1e988a0abacdfa.jpg;https://cdn.entero.ru/mp@2x/39/b5/39b5d9e603d7cf16f9b289c402a5d538.jpg,Пакет вакуумный Foodatlas 65-70 мкм 16х25 см (100 шт.),Пакет вакуумный Foodatlas 65-70 мкм 16х25 см (100 шт.),315,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/369944,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/369944""><b class=""b"">Foodatlas 16х25</b></a> используется на предприятиях общественного питания и торговли, а также в домашних условиях для упаковки для мясных и рыбных деликатесов, молочных продуктов, свежих фруктов и овощей, салатов, полуфабрикатов, продуктов медицинской и химической промышленности. Изделие выполнено из лавсана и полиэтилена (PET / PE).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокие барьерные свойства</li>
<li>Механическая прочность</li>
<li>Прозрачность</li>
<li>Универсальность применения</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Исполнение с еврослотом</li>
<li>Исполнение с насечкой</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото несколько моделей разного размера.</span></em></p>",369944,пакеты гладкие,,,,0.64 кг,1,170x260x10 мм,0,https://entero.ru/manuals/493474/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D1%85%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D0%BE%D0%B2%20Foodatlas.pdf,,,,,для запайщиков пакетов,,250 мм,100 шт.,от 65 до 70 мкм
https://cdn.entero.ru/mp@2x/3b/b2/3bb2bac3329cf64f655dc5b007a84d27.jpg;https://cdn.entero.ru/mp@2x/8e/a5/8ea586652f504626c7517defdf51c484.jpg;https://cdn.entero.ru/mp@2x/42/7d/427d4fa9b80d6fbbe36542fd60c6c8b1.jpg;https://cdn.entero.ru/mp@2x/c6/35/c6350785e22b94e2d2c6b58e868268b2.jpg;https://cdn.entero.ru/mp@2x/dc/90/dc905f229fd43e68a01cd75db6862ddf.jpg;https://cdn.entero.ru/mp@2x/73/d6/73d6af773779644d2d101dd3faf6e83d.jpg;https://cdn.entero.ru/mp@2x/36/60/366052ff9b267a2558901bf496f1e42a.jpg;https://cdn.entero.ru/mp@2x/f9/04/f9042f300f75d2165d94f76e3dcf6186.jpg;https://cdn.entero.ru/mp@2x/dd/fb/ddfbb58ee2f5c7c701fff5abeb99db85.jpg;https://cdn.entero.ru/mp@2x/9a/53/9a539110dbb1da20ba21105a5e80923c.jpg;https://cdn.entero.ru/mp@2x/13/c5/13c58e4e99471428f43392b8fe398c7e.jpg,Пакет вакуумный Foodatlas 75-80 мкм 16х25 см (100 шт.),Пакет вакуумный Foodatlas 75-80 мкм 16х25 см (100 шт.),336,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/334368,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334368""><b class=""b"">Foodatlas 75-80 мкм 16х25</b></a> используется на предприятиях общественного питания и торговли для фасовки молочных изделий, деликатесов, овощей и зелени. Изделие выполнено из гладкой пленки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без еврослота</li>
<li>С насечкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пакета: от 75 до 80 мкм</li>
<li>Габариты в упаковке: 170х260х10 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пакеты разного размера.</span></em></p>",334368,пакеты гладкие,160 мм,,,,,,0,https://entero.ru/manuals/394943/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Foodatlas.pdf,454,0.61 кг,,,для вакуумных упаковщиков,0.64 кг,250 мм,100 шт.,80 мкм
https://cdn.entero.ru/mp@2x/fe/73/fe735b09470da57296797e7d8d4e8175.jpg;https://cdn.entero.ru/mp@2x/09/27/092769d22254764ccc2f35f02f560b21.jpg;https://cdn.entero.ru/mp@2x/ba/0a/ba0a886ccf144f9670b6f1e6f722b423.jpg;https://cdn.entero.ru/mp@2x/ef/a7/efa729171518bc0d9f52d17fe01d45fc.jpg;https://cdn.entero.ru/mp@2x/9f/4f/9f4ffa505efacad1dfd725bbed064470.jpg;https://cdn.entero.ru/mp@2x/3a/54/3a54784cd9ca7698214eee2942dd9640.jpg;https://cdn.entero.ru/mp@2x/34/32/3432fedc627ce29548e65f2bab4b5726.jpg;https://cdn.entero.ru/mp@2x/b8/c6/b8c63a45541e5c5ffbcccb52fa20d3ea.jpg;https://cdn.entero.ru/mp@2x/2e/ef/2eefe7355cb4de445a5c71fe8f41e38d.jpg;https://cdn.entero.ru/mp@2x/37/01/3701681be752a6c995bffbf554899c26.jpg;https://cdn.entero.ru/mp@2x/b1/4e/b14e644f4f8f5746ea4a31fa1ced1330.jpg,Пакет вакуумный Foodatlas 75-80 мкм 13х30 см (100 шт.),Пакет вакуумный Foodatlas 75-80 мкм 13х30 см (100 шт.),339,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/334430,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334430""><b class=""b"">Foodatlas 75-80 мкм 13х30</b></a> используется на предприятиях общественного питания и торговли для фасовки молочных изделий, деликатесов, овощей и зелени. Изделие выполнено из PET/PE.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без еврослота</li>
<li>Без насечки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пакета: от 75 до 80 мкм</li>
<li>Габариты в упаковке: 140х310х10 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пакеты разного размера.</span></em></p>",334430,,130 мм,,,,,,0,https://entero.ru/manuals/394978/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Foodatlas.pdf,471,0.6 кг,,,для вакуумных упаковщиков,0.62 кг,300 мм,100 шт.,80 мкм
https://cdn.entero.ru/mp@2x/bc/ed/bced7583b6b9e1115dbd7a3d20ba2e63.jpg;https://cdn.entero.ru/mp@2x/37/c1/37c19dd2ce49cb9707a0acb7734a48b4.jpg;https://cdn.entero.ru/mp@2x/0c/49/0c49a0be852790a7991859343166482d.jpg;https://cdn.entero.ru/mp@2x/47/56/47566b2f0f7ce5fdfe1216cd86212aa0.jpg;https://cdn.entero.ru/mp@2x/73/24/73248df20ade3fbd0b8a63ed41ae841b.jpg;https://cdn.entero.ru/mp@2x/f5/30/f530ce427ec4db202c66c284dc78774a.jpg;https://cdn.entero.ru/mp@2x/f6/cd/f6cddd4634ce5558fb2c0a41cc52848a.jpg;https://cdn.entero.ru/mp@2x/95/81/9581e452b8aa03a0e42fc0dc2878300c.jpg;https://cdn.entero.ru/mp@2x/3c/43/3c43914e7bfd0bcc24396e3ce84a8309.jpg;https://cdn.entero.ru/mp@2x/a6/ec/a6ec13c496dee20cbe0bc4f1f1676a95.jpg;https://cdn.entero.ru/mp@2x/cd/93/cd931ec41d9efb7353957e7f57d63d3e.jpg,Пакет вакуумный Foodatlas 75-80 мкм 13х35 см (100 шт.),Пакет вакуумный Foodatlas 75-80 мкм 13х35 см (100 шт.),383,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/334372,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334372""><b class=""b"">Foodatlas 75-80 мкм 13х35</b></a> используется на предприятиях общественного питания и торговли для фасовки молочных изделий, деликатесов, овощей и зелени. Изделие выполнено из гладкой пленки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без еврослота</li>
<li>С насечкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пакета: от 75 до 80 мкм</li>
<li>Габариты в упаковке: 140х360х10 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пакеты разного размера.</span></em></p>",334372,пакеты гладкие,130 мм,,,,,,0,https://entero.ru/manuals/394947/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Foodatlas.pdf,485,0.71 кг,,,для вакуумных упаковщиков,0.72 кг,350 мм,100 шт.,80 мкм
https://cdn.entero.ru/mp@2x/82/ed/82edff3708656f4a34d6c35396635351.jpg;https://cdn.entero.ru/mp@2x/86/1d/861df8a0f42df9e14c9587f53445022e.jpg;https://cdn.entero.ru/mp@2x/bb/c4/bbc4cfaca2ac0c3591e1d8395bf96d4e.jpg;https://cdn.entero.ru/mp@2x/c8/4f/c84fc1a54cf9db6cd3fb03540493f07e.jpg;https://cdn.entero.ru/mp@2x/af/0c/af0cf1242837b21e3e7a76899b4074b8.jpg;https://cdn.entero.ru/mp@2x/10/3e/103eedb16a2e6740655a145d6d17080d.jpg;https://cdn.entero.ru/mp@2x/0d/f5/0df5354e7cddafeed903918c477954e2.jpg;https://cdn.entero.ru/mp@2x/cd/d9/cdd9e4d0177312ed44979303362dfb1e.jpg;https://cdn.entero.ru/mp@2x/45/36/45360622d60c006b741e8ee90f523725.jpg;https://cdn.entero.ru/mp@2x/c6/53/c6530327097e64aac4bab75f1ed36ad9.jpg;https://cdn.entero.ru/mp@2x/9b/de/9bde5ef4f58d847fa583e3e5a0b3869b.jpg,Пакет вакуумный Foodatlas 75-80 мкм 12х40 см (100 шт.),Пакет вакуумный Foodatlas 75-80 мкм 12х40 см (100 шт.),405,RUB,Да,Foodatlas,Профоборудование,Фасовочно-упаковочное,Упаковочные материалы,https://entero.ru/item/334380,"<p>Вакуумный пакет <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334380""><b class=""b"">Foodatlas 12х40</b></a> используется на предприятиях общественного питания и торговли для фасовки молочных изделий, деликатесов, овощей и зелени. Изделие выполнено из гладкой пленки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Без еврослота</li>
<li>С насечкой</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина пакета: от 75 до 80 мкм</li>
<li>Габариты в упаковке: 130х410х10 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото пакеты разного размера.</span></em></p>",334380,,120 мм,,,,,,0,https://entero.ru/manuals/394953/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Foodatlas.pdf,500,,,,для вакуумных упаковщиков,,400 мм,100 шт.,80 мкм
