Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Вес (без упаковки),Родина бренда,Страна-производитель,Производительность,Объем
https://cdn.entero.ru/mp@2x/b6/3b/b63beb352122e8f283677a4881edd6e4.jpg;https://cdn.entero.ru/mp@2x/ee/fa/eefa0241cb2650a828be28f1632dc436.jpg;https://cdn.entero.ru/mp@2x/75/da/75da89cc5b621c0f1bea83b65c203281.jpg,Водоохладитель Porlanmaz Bakery Machinery PMSI-750,Водоохладитель Porlanmaz Bakery Machinery PMSI-750,0,RUB,Нет,,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/236574,"<p>Водоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236574""><b class=""b"">Porlanmaz Bakery Machinery PMSI-750</b></a> используется при производстве теста с охлажденной водой на небольших предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления с микроскопическим термостатом. Оборудование полностью выполнено из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Поддерживает установленную температуру</li>
<li>Система охлаждения расположена снаружи цистерны и не контактирует с водой</li>
<li>Гигиеничность</li>
<li>Низкое энергопотребление</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Температура охлаждения: до 1,5 °С</li>
<li>Электрическая мощность компрессора (герметический): 8,95 кВт</li>
<li>Размер устройства для подключения воды
<ul>
<li>Вход / выход: 1/2"" / 3/4""</li>
<li>Разряд / перелив: 3/4"" / 3/4""</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",236574,водоохладитель,380 В,8.95 кВт,1300 мм,2670 мм,1780 мм,,,,0,https://entero.ru/manuals/285912/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Porlanmaz%20Bakery%20Machinery%20PMSI-750.pdf,,760 кг,,Турция,12.5 л/мин.,900 л
https://cdn.entero.ru/mp@2x/6d/0f/6d0f35df748946fc1cbdbf6e166ac60e.jpg,Водоохладитель Apach Bakery Line TWC BIG 1 выносной агрегат,Водоохладитель Apach Bakery Line TWC BIG 1 выносной агрегат,0,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/360657,"<p>Водоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360657""><b class=""b"">Apach Bakery Line TWC BIG 1</b></a> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских для охлаждения воды, предназначенной для последующего замеса теста. Модель оснащена цветным дисплеем и выносным агрегатом.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Производительность: до 1750 кг/ч</li>
<li>Размер дисплея: 7""</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Трубоматериалы и хладагент R410A в комплект поставки не входят.</span></em></p>",360657,водоохладитель,380 В,42.2 кВт,780 мм,1860 мм,1640 мм,600 кг,1,1100x2000x2000 мм,0,https://entero.ru/manuals/462444/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/462445/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,,520 кг,Италия,Италия,,220 л
https://cdn.entero.ru/mp@2x/18/f0/18f079762f091fa35e7858b9d1ce662d.jpg;https://cdn.entero.ru/mp@2x/36/4d/364dcbd5980e3a1bad7a5ae6e27dcf55.jpg;https://cdn.entero.ru/mp@2x/05/90/05907472ed123e0ce5b841f9609bb99e.jpg,Водоохладитель Porlanmaz Bakery Machinery PMS-C300,Водоохладитель Porlanmaz Bakery Machinery PMS-C300,0,RUB,Нет,,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/236557,"<p>Водоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236557""><b class=""b"">Porlanmaz Bakery Machinery PMS-C300</b></a> используется при производстве теста с охлажденной водой на небольших предприятиях общественного питания и торговли. Модель оснащена цифровой панелью упраления с микроскопическим термостатом. Оборудование полностью выполнено из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Поддерживает установленную температуру</li>
<li>Система охлаждения расположена снаружи цистерны и не контактирует с водой</li>
<li>Гигиеничность</li>
<li>Низкое энергопотребление</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Температура охлаждения: до 1,5 °С</li>
<li>Электрическая мощность компрессора (герметический): 0,95 кВт</li>
<li>Размер устройства для подключения воды
<ul>
<li>Вход / выход: 1/2"" / 3/4""</li>
<li>Разряд / перелив: 1/2"" / 3/4""</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",236557,водоохладитель,220 В,0.95 кВт,800 мм,800 мм,1770 мм,,,,0,https://entero.ru/manuals/285878/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Porlanmaz%20Bakery%20Machinery%20PMS-C300.pdf,,148 кг,,Турция,1.3 л/мин.,300 л
https://cdn.entero.ru/mp@2x/da/f9/daf9d06f15fe575e7896fa1a7d1e57fe.jpg,Дозатор воды Memak SDM-60,Дозатор воды Memak SDM-60,178423,RUB,Нет,,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/275720,"<p>Дозатор воды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/275720"">Memak SDM-60</a></b> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских для автоматического дозирования воды. Модель оснащена электронной панелью управления с мембранным переключателем и 7-сегментным цифровым дисплеем.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Рабочее давление: от 0 до10 бар</li>
<li>Максимальная рабочая температура: 50 °C</li>
<li>Размер входного соединения: 3/4 дюйма</li>
</ul>",275720,дозатор,220 В,0.02 кВт,280 мм,300 мм,100 мм,,,,0,,189812,,,Турция,60 л/мин.,
https://cdn.entero.ru/mp@2x/2a/62/2a6266a73d3149b4aabac7d41996f68a.jpg,Дозатор воды Apach Bakery Line Dox 45,Дозатор воды Apach Bakery Line Dox 45,456152,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195447,"<p>Дозатор воды<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195447""><b class=""b""> Apach Bakery Line Dox 45 </b></a>используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена 2 цифровыми дисплеями, встроенным датчиком температуры, шлангом для воды и установочным набором. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входит комплект для установки.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Простой и интуитивно понятный интерфейс:
<ul>
<li>Кнопки ""Вверх"" и ""Вниз"" устанавливают количество</li>
<li>Кнопка ""Старт"" начинает или продолжает дозирование</li>
<li>Кнопка ""Стоп"" позволяет вручную прервать операцию или очистить память</li>
</ul>
</li>
<li>Встроенные гидравлические коммуникации</li>
<li>Шланг для воды</li>
<li>Удаленный запуск насоса</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная погрешность при дозировании: ±1%</li>
<li>Габариты в упаковке: 260х540х500 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Хромированные и из нержавеющей стали внутренние соединения - позволяют комбинировать подачу воды из разных входных отверстий при смене времен года</li>
</ul>",195447,дозатор,220 В,0.25 кВт,188 мм,407 мм,444 мм,,,,0,https://entero.ru/manuals/227773/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2045.pdf;https://entero.ru/manuals/285472/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/285473/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,,10 кг,Италия,Италия,,
https://cdn.entero.ru/mp@2x/34/01/3401969fe59515537b6dd00277f2eea2.jpg,Дозатор-смеситель воды Apach Bakery Line Dox 30M,Дозатор-смеситель воды Apach Bakery Line Dox 30M,360316,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195815,"<p>Дозатор-смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195815"">Apach Bakery Line Dox 30M</a> </b>используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена 2 цифровыми дисплеями и встроенным датчиком измерения температуры. Корпус выполнен из ABS-пластика, клеммы - из нержавеющей стали, сливной шланг - из пищевого пластика.</p>

<p>В комплект поставки входит шланг для подачи воды в дежу.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Простой интуитивный интерфейс:</li>
<li>
<ul>
<li>Кнопки ""Вверх"" и ""Вниз"" устанавливают количество</li>
<li>Кнопка ""Старт"" начинает или продолжает дозирование</li>
<li>Кнопка ""Стоп"" позволяет вручную прервать операцию или очистить память</li>
</ul>
</li>
<li>Сохранение в памяти последних установок</li>
<li>Обратные клапаны</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура на входе: 65 °C</li>
<li>Максимальная погрешность:
<ul>
<li>При дозировании: 1%</li>
<li>При смешивании: 1,5 °C</li>
</ul>
</li>
<li>Длина сливного шланга: 2,5 м</li>
<li>Габариты в упаковке: 500х540х260 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li><b>​</b>Насос с дистанционным управлением для идеальной интеграции с охладителями воды</li>
<li>Хромированные и из нержавеющей стали внутренние соединения позволяют комбинировать подачу воды из разных входных отверстий при смене времён года</li>
<li>Последовательный интерфейс RS 485</li>
<li>Комплект для подключения и уплотнительные кольца</li>
</ul>",195815,дозатор-смеситель,220 В,0.25 кВт,380 мм,154 мм,382 мм,,,,0,https://entero.ru/manuals/228044/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2030M.pdf;https://entero.ru/manuals/285452/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2030M.pdf;https://entero.ru/manuals/285453/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/285454/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/285455/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf,391648,7.5 кг,Италия,Италия,,
https://cdn.entero.ru/mp@2x/7b/16/7b164788e21639b7e62c6a073f0d80f4.jpg;https://cdn.entero.ru/mp@2x/fe/bf/febff8dc6c663914f6bb4a5d0fd4838b.jpg;https://cdn.entero.ru/mp@2x/b1/1e/b11eb9b4b2b38eceeacdcd193b1649fc.jpg,Водоохладитель Porlanmaz Bakery Machinery PMM-D600,Водоохладитель Porlanmaz Bakery Machinery PMM-D600,1072547,RUB,Нет,,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/236562,"<p>Водоохладитель <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/236562""><b class=""b"">Porlanmaz Bakery Machinery PMM-D600</b></a> используется при производстве теста с охлажденной водой на небольших предприятиях общественного питания и торговли. Модель оснащена цифровой панелью управления с микроскопическим термостатом. Оборудование полностью выполнено из нержавеющей стали.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Поддерживает установленную температуру</li>
<li>Система охлаждения расположена снаружи цистерны и не контактирует с водой</li>
<li>Гигиеничность</li>
<li>Низкое энергопотребление</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Частота: 50 Гц</li>
<li>Температура охлаждения: до 1,5 °С</li>
<li>Электрическая мощность компрессора (герметический): 0,95 кВт</li>
<li>Размер устройства для подключения воды</li>
<li style=""margin-left: 40px;"">Вход / выход: 1/2"" / 3/4""</li>
<li style=""margin-left: 40px;"">Разряд / перелив: 1/2"" / 3/4""</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель другого размера.</span></em></p>",236562,водоохладитель,220 В,0.95 кВт,960 мм,960 мм,2030 мм,,,,0,https://entero.ru/manuals/285889/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Porlanmaz%20Bakery%20Machinery%20PMM-D600.pdf,1165812,192 кг,,Турция,1.67 л/мин.,600 л
https://cdn.entero.ru/mp@2x/2b/9c/2b9c94d1de30a70f5384a60cf29cefd4.jpg;https://cdn.entero.ru/mp@2x/74/f0/74f0f69c67da098a4fc14fd7b65875b9.jpg,Комплект Техарс шланг с U-образной трубой из нержавеющей стали,Комплект Техарс шланг с U-образной трубой из нержавеющей стали,5678,RUB,Нет,,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/360050,"<p>Комплект <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/360050""><b class=""b"">Техарс</b></a> используется совместно с дозаторами-смесителями для воды. Аксессуар представляет собой шланг с U-образной трубой из нержавеющей стали. </p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр водопроводной трубы на входе: 1/2”</li>
</ul>",360050,,,0.025 кВт,,,,,,,0,,,,,,,
https://cdn.entero.ru/mp@2x/b1/35/b135313c3f08b52ccfb9f6cbb6748a61.jpg,Дозатор воды WLBake WD 25 ECO,Дозатор воды WLBake WD 25 ECO,141914,RUB,Нет,WLBake,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/88804,"<p>Дозатор воды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/88804"">WLBake WD 25 ECO</a></b> используется на предприятиях пищевой промышленности и общественного питания, в пекарнях и кондитерских.</p>

<p>В комплект поставки входят шланг и фитинги.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Диаметр входной трубы: 1/2""</li>
<li>Максимальное давление воды: 10 бар</li>
</ul>",88804,дозатор,220 В,0.025 кВт,220 мм,160 мм,120 мм,,,,0,,,5 кг,Италия,Италия,50 л/мин.,
https://cdn.entero.ru/mp@2x/46/85/4685dd1a572c962ce4810576c6e862fd.jpg,Дозатор воды Apach Bakery Line Dox 25,Дозатор воды Apach Bakery Line Dox 25,244369,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195429,"<p>Дозатор воды <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195429"">APACH Bakery Line Dox 25</a> </b> используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена 2 цифровыми дисплеями и встроенным датчиком температуры. Корпус выполнен из ABS-пластика и нержавеющей стали.</p>

<p>В комплект поставки входят крюк и комплект для установки.</p>

<p><b>Особенности: </b></p>

<ul>
<li>Простой и интуитивно понятный интерфейс:
<ul>
<li>Кнопки ""Вверх"" и ""Вниз"" устанавливают количество</li>
<li>Кнопка ""Старт"" начинает или продолжает дозирование</li>
<li>Кнопка ""Стоп"" позволяет вручную прервать операцию или очистить память</li>
</ul>
</li>
<li>Сохранение последних установок в памяти</li>
<li>Обратные клапаны</li>
<li>Легкий и компактный корпус</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная погрешность при дозировании: ±1%</li>
<li>Габариты в упаковке: 260х540х500 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Насос с дистанционным управлением для идеальной интеграции с охладителями воды</li>
<li>Комплект для подключения и сливной шланг 2,5 м из пищевого пластика (клеммы из нержавеющей стали)</li>
<li>Хромированные и из нержавеющей стали внутренние соединения - позволяют комбинировать подачу воды из разных входных отверстий при смене времен года</li>
</ul>",195429,дозатор,220 В,0.25 кВт,108 мм,239 мм,208 мм,,,,0,https://entero.ru/manuals/227751/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2025.pdf;https://entero.ru/manuals/284845/%D0%A0%D1%83%D0%BA%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%BE%20%D0%BF%D0%BE%20%D1%8D%D0%BA%D1%81%D0%BF%D0%BB%D1%83%D0%B0%D1%82%D0%B0%D1%86%D0%B8%D0%B8%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2025.pdf;https://entero.ru/manuals/284846/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0.pdf;https://entero.ru/manuals/284847/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3.pdf;https://entero.ru/manuals/284848/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3.pdf,,5 кг,Италия,Италия,,
https://cdn.entero.ru/mp@2x/7b/16/7b16e4af682fde8d0b3e0e1dd7b9455f.jpg,Дозатор воды Apach Bakery Line Dox 25 с удаленным управлением насосом,Дозатор воды Apach Bakery Line Dox 25 с удаленным управлением насосом,276949,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195443,"<p>Дозатор воды <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195443""><b class=""b"">Apach Bakery Line Dox 25 </b></a>используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена 2 цифровыми дисплеями и встроенным датчиком температуры. Корпус выполнен из ABS-пластика и нержавеющей стали.</p>

<p>В комплект поставки входят крюк и комплект для установки.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Простой и интуитивно понятный интерфейс:
<ul>
<li>Кнопки ""Вверх"" и ""Вниз"" устанавливают количество</li>
<li>Кнопка ""Старт"" начинает или продолжает дозирование</li>
<li>Кнопка ""Стоп"" позволяет вручную прервать операцию или очистить память</li>
</ul>
</li>
<li>Сохранение последних установок в памяти</li>
<li>Обратные клапаны</li>
<li>Легкий и компактный корпус</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная погрешность при дозировании: ±1%</li>
<li>Габариты в упаковке: 260х540х500 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Комплект для подключения и сливной шланг 2,5 м из пищевого пластика (клеммы из нержавеющей стали)</li>
<li>Хромированные и из нержавеющей стали внутренние соединения - позволяют комбинировать подачу воды из разных входных отверстий при смене времен года</li>
</ul>",195443,дозатор,220 В,0.25 кВт,108 мм,239 мм,208 мм,,,,0,https://entero.ru/manuals/227763/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2025.pdf;https://entero.ru/manuals/284842/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3.pdf;https://entero.ru/manuals/284843/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3.pdf;https://entero.ru/manuals/284844/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2025%20%D1%81%20%D1%83%D0%B4%D0%B0%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D0%BC%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC%20%D0%BD%D0%B0%D1%81%D0%BE%D1%81%D0%BE%D0%BC.pdf,,5 кг,Италия,Италия,,
https://cdn.entero.ru/mp@2x/f4/2b/f42b86ed4052cc60bc705ec19555fad5.jpg,Дозатор-смеситель воды Apach Bakery Line Dox 30M3FK,Дозатор-смеситель воды Apach Bakery Line Dox 30M3FK,406558,RUB,Нет,Apach,Профоборудование,Хлебопекарное,Дозаторы и охладители воды,https://entero.ru/item/195820,"<p>Дозатор-смеситель <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/195820"">Apach Bakery Line Dox 30M3FK</a> </b>используется на предприятиях общественного питания и торговли для регулировки количества воды, поступающей в дежу тестомеса. Модель оснащена 2 цифровыми дисплеями и встроенным датчиком измерения температуры. Корпус выполнен из ABS-пластика, клеммы - из нержавеющей стали, сливной шланг - из пищевого пластика.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Насос с дистанционным управлением для идеальной интеграции с охладителями воды</li>
<li>Простой интуитивный интерфейс:
<ul>
<li>Кнопки ""Вверх"" и ""Вниз"" устанавливают количество</li>
<li>Кнопка ""Старт"" начинает или продолжает дозирование</li>
<li>Кнопка ""Стоп"" позволяет вручную прервать операцию или очистить память</li>
</ul>
</li>
<li>Сохранение в памяти последних установок</li>
<li>Обратные клапаны</li>
<li>Тройная разводка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Максимальная температура на входе: 65 °C</li>
<li>Максимальная погрешность:
<ul>
<li>При дозировании: 1%</li>
<li>При смешивании: 1,5 °C</li>
</ul>
</li>
<li>Длина сливного шланга: 2,5 м</li>
<li>Габариты в упаковке: 500х540х260 мм</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Хромированные и из нержавеющей стали внутренние соединения позволяют комбинировать подачу воды из разных входных отверстий при смене времён года</li>
<li>Последовательный интерфейс RS 485</li>
<li>Комплект для подключения и уплотнительные кольца</li>
</ul>",195820,дозатор-смеситель,220 В,0.25 кВт,380 мм,154 мм,382 мм,,,,0,https://entero.ru/manuals/228058/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2030M3FK.pdf;https://entero.ru/manuals/285446/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20%D0%BD%D0%B0%20Apach%20Bakery%20Line%20Dox%2030M3FK.pdf;https://entero.ru/manuals/285447/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Apach.pdf;https://entero.ru/manuals/285448/%D0%9F%D1%80%D0%B5%D0%B7%D0%B5%D0%BD%D1%82%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf;https://entero.ru/manuals/285449/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BA%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Apach%20Bakery%20Line.pdf,432509,7.5 кг,Италия,Италия,,
