Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Температурный режим,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Подключение,Количество зон нагрева,Объем,Вес (с упаковкой),Линия 700,Линия 900,Структура жарочной поверхности,Материал поверхности,Лавовый,Галечный гриль
https://cdn.entero.ru/mp@2x/ce/44/ce44bb5a7f522a495c62b1b3f815f91a.jpg;https://cdn.entero.ru/mp@2x/17/1f/171ff1a2cfebf03673eb6bfe9e305ed3.jpg,Поверхность жарочная электрическая Vortmax SFTR 78 рифленая,Поверхность жарочная электрическая Vortmax SFTR 78 рифленая,98584,RUB,Да,Vortmax,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/334955,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334955""><b class=""b"">Vortmax SFTR 78 </b></a>используется на предприятиях общественного питания и торговли для приготовления различных типов продуктов: мяса, рыбы, овощей и т.д. Модель оснащена бортиками по бокам и сзади, защищающими от разбрызгивания жира. Корпус выполнен из нержавеющей стали, съемное рифленое жарочное покрытие - из конструкционной стали.</p>

<p>В комплект поставки входит съемный лоток для сбора жира.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина покрытия: 15/10 мм</li>
<li>Сечение кабеля: 5x4 мм</li>
</ul>",334955,настольная,40 °С,9 кВт,800 мм,730 мм,280 мм,93.5 кг,Турция,1,820x800x530 мм,0,https://entero.ru/manuals/516310/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/516462/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20SFTR%2078.pdf,107157,,93 кг,380 В,2,,93.5 кг,,,рифленая,сталь,,
https://cdn.entero.ru/mp@2x/8a/5e/8a5e3966ae084e992e0707b5ce44e261.jpg,Поверхность жарочная Kocateq MCEG 86SR,Поверхность жарочная Kocateq MCEG 86SR,98622,RUB,Да,Kocateq,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/220968,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/220968""><b class=""b"">Kocateq MCEG 86SR</b></a> ​используется в составе тепловой линии 600 или отдельно на предприятиях общественного питания и торговли для жарки мясных и рыбных стейков, колбасок, сосисок, сарделек, шпикачек, котлет для бургеров, овощей и других продуктов питания. Модель оснащена механическим термостатом и регулируемыми по высоте ножками. Корпус выполнен из нержавеющей стали, жарочная поверхность - из стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>​2 комбинированные зоны нагрева с гладкой и рифленой поверхностями</li>
<li>Лоток для сбора излишков жира</li>
<li>Электрическое подключение</li>
</ul>",220968,настольная,от 50 до 300 °С,9 кВт,800 мм,630 мм,300 мм,,Ю. Корея,,,0,,106045,,,380 В,2,,,,,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/db/8f/db8f6233d66fb6ca3197b31a4574a4c9.jpg,Поверхность жарочная OZTI OGG 4070,7864.N1.40703.06,99653,RUB,Да,OZTI,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/292254,"<p>Газовая жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/292254"">OZTI OGG 4070</a></b> предназначена для приготовления блюд из мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Корпус, горелки и бортики выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Высокая производительность, эффективность и равномерное распределение тепла</li>
<li>Жарочные зоны с независимым управлением для экономии в период простоя</li>
<li>Пластина с глянцевой отделкой</li>
<li>Большое сливное отверстие на жарочной поверхности для легкой эксплуатации и чистки</li>
<li>Большой поддон для сбора жира для непрерывного приготовления пищи</li>
<li>Съемные высокие ограждения от разбрызгивания жидкости из нержавеющей стали для комфортной работы</li>
<li>Быстрый нагрев за счет конфорок из нержавеющей стали</li>
<li>Пьезоэлектрическое зажигание</li>
<li>Предохранительные устройства на случай затухания пламени</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем ящика для сбора жира: 1,5 л</li>
<li>Толщина рабочей поверхности: 15 мм</li>
</ul>",292254,настольная,от 100 до 300 °С,7 кВт,400 мм,700 мм,280 мм,,Турция,,,0,https://entero.ru/manuals/420890/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OGG%204070.ppt;https://entero.ru/manuals/420896/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OGG%204070.pdf;https://entero.ru/manuals/420902/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,104898,,40 кг,газ,1,,,Да,,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/ec/35/ec359d3d4f9e4490bf8c4bac7e38f13c.jpg,Поверхность жарочная REDGASTRO RGL24,Поверхность жарочная REDGASTRO RGL24,103836,RUB,Да,,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/375232,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375232"">REDGASTRO RGL24</a></b> предназначена для приготовления различных продуктов на предприятиях общественного питания и торговли. Модель оснащена встроенным электронным термостатом, бортом и поддоном для сбора жира. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Точный контроль температуры до 1°C</li>
<li>Хромированная жарочная поверхность: легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время нагрева: 15 мин.</li>
<li>Максимальная температура: 260°C</li>
<li>Размер рабочей поверхности: 610х610 мм</li>
<li>Высота борта: 100 мм</li>
<li>Толщина жарочной поверхности: 24 мм</li>
</ul>",375232,настольная,260 °С,8 кВт,614 мм,747 мм,443 мм,,Китай,,,0,,111652,,,380 В,2,,,,,гладкая,сталь,,
https://cdn.entero.ru/mp@2x/f4/4f/f44fab6be4bc306029bd35c54f4d7047.jpg,Поверхность жарочная Nopein NTL36,Поверхность жарочная Nopein NTL36,114212,RUB,Да,Nopein,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/255607,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/255607"">Nopein NTL36</a> </b>используется на предприятиях общественного питания и торговли для обжарки до румяной корочки мясных стейков, рыбного филе, морепродуктов, панированных и рубленых изделий и овощей гриль. Модель оснащена бортиком, защищающим от разбрызгивания жира, и съемным поддоном для сбора лишнего жира. Корпус выполнен из хромированной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Светодиодный дисплей, на котором отражаются заданная и фактическая температура</li>
<li>Независимый контроль температуры каждой зоны нагрева</li>
<li>Датчик температуры с точностью до 1℃</li>
<li>Нагревательный элемент плоского типа</li>
<li>Легкая очистка благодаря хромированному покрытию</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер рабочей поверхности: 915х610 мм</li>
<li>Ширина рифленой поверхности: 300 мм</li>
<li>Время нагрева до рабочей температуры 260 ℃: 19 мин</li>
<li>Толщина стальной пластины рабочей поверхности: 24 мм</li>
<li>Высота бортика: 97 мм</li>
<li>Габариты в упаковке: 1030х880х580 мм</li>
</ul>",255607,настольная,,12 кВт,919 мм,747 мм,443 мм,185 кг,Китай,1,1030x880x580 мм,0,https://entero.ru/manuals/313066/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Nopein%20NTL36.jpg;https://entero.ru/manuals/396270/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Nopein%20NTL36.docx,,,156 кг,,3,,,,,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/df/47/df472d7e6ff15df02282660ea128a662.jpg;https://cdn.entero.ru/mp@2x/b3/ca/b3ca356fb56c9af64893b3267eaeb2e6.jpg,Поверхность жарочная электрическая Vortmax SFTSR 78 комбинированная,Поверхность жарочная электрическая Vortmax SFTSR 78 комбинированная,117687,RUB,Да,Vortmax,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/334950,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/334950""><b class=""b"">Vortmax SFTSR 78</b></a> используется на предприятиях общественного питания и торговли для приготовления различных типов продуктов: мяса, рыбы, овощей и т.д. Модель оснащена бортиками по бокам и сзади, защищающими от разбрызгивания жира. Корпус выполнен из нержавеющей стали. Комбинированное жарочное покрытие ½ гладкое и ½ рифлёное изготовлено из конструкционной стали, съёмное.<br>
</p>

<p>В комплект поставки входит съемный лоток для сбора жира.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина покрытия: 15/10 мм</li>
<li>Сечение кабеля: 5x4 мм</li>
<li>Термостат</li>
</ul>",334950,настольная,,9 кВт,800 мм,730 мм,280 мм,86 кг,Турция,1,820x800x530 мм,0,https://entero.ru/manuals/516318/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf;https://entero.ru/manuals/516460/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20SFTSR%2078.pdf,123881,,77 кг,380 В,2,,,,,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/0f/9b/0f9b86b49232050bc8325dd09ca6be80.jpg,Поверхность жарочная газовая Vortmax SFRG 78 рифленая,Поверхность жарочная газовая Vortmax SFRG 78 рифленая,119623,RUB,Да,Vortmax,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/366596,"<p>Настольная жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366596""><b class=""b"">Vortmax SFRG 78</b></a> используется на предприятиях общественного питания и торговли для приготовления широкого ассортимента блюд из мяса, рыбы и овощей методом жарки. Модель оснащена 2 независимыми зонами нагрева с рифленой рабочей поверхностью и расположенной на наклонной фронтальной стенке электромеханической панелью управления. Корпус и рабочая поверхность выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Пьезоподжиг с активацией с помощью кнопки</li>
<li>Регулировка мощности нагрева с помощью поворотных переключателей</li>
<li>Пилотные горелки со смотровым окном для индикации наличия пламени</li>
<li>Газовые горелки с высокой производительностью и низким уровнем выбросов</li>
<li>Задний и боковые борты для защиты от брызг</li>
<li>Легкосъемный выдвижной поддон для сбора жира</li>
<li>Устойчивые нескользящие опоры</li>
<li>Эксплуатация в качестве самостоятельного прибора или в составе тепловой линии</li>
<li>Эксплуатация с магистральным газом (G20), а также возможность эксплуатации с сжиженным балонным газом (G30) при смене жиклеров</li>
<li>Эргономичный дизайн коллекции Gas Serie</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 40 °С</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Номинальная тепловая мощность: 15 кВт</li>
<li>Давление газа G20 / G30:
<ul>
<li>Номинальное: 20 / 30 мбар</li>
<li>Минимальное: 17 / 25 мбар</li>
<li>Максимальное: 25 / 35 мбар</li>
</ul>
</li>
<li>Расход газа G20 / G30:
<ul>
<li>Минимальный: 0,833 м³/ч / 0,621 кг/ч</li>
<li>Максимальный: 1,588 м³/ч / 1,83 кг/ч</li>
</ul>
</li>
<li>Диаметр резьбы подключения газового шланга: 1/2""</li>
<li>Диаметр форсунок:
<ul>
<li>G20: 2,2 мм</li>
<li>G30: 1,3 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Высота указана без учета бортов и опор.</span></em></p>",366596,настольная,,,800 мм,730 мм,280 мм,89 кг,Турция,1,820x800x530 мм,0,https://entero.ru/manuals/477472/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20SFRG%2078.pdf;https://entero.ru/manuals/516311/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,,,80 кг,"220 В, газ",2,,,Да,,рифленая,сталь,,
https://cdn.entero.ru/mp@2x/be/35/be35a656a826c5159fcdef133c585bba.jpg,Гриль лавовый газовый Vortmax GGL 78,Гриль лавовый газовый Vortmax GGL 78,126210,RUB,Да,Vortmax,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/366590,"<p>Настольный газовый лавовый гриль <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/366590"">Vortmax GGL 78</a></b> используется на предприятиях общественного питания и торговли для приготовления широкого ассортимента блюд из мяса, рыбы и овощей методом жарки. Модель оснащена 2 независимыми зонами нагрева, моноблочной решетчатой рабочей поверхностью и расположенной на наклонной фронтальной стенке электромеханической панелью управления. Корпус выполнен из нержавеющей стали, решетка – из чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Пьезоподжиг с активацией с помощью кнопки</li>
<li>Регулировка мощности нагрева с помощью поворотных переключателей​</li>
<li>Регулировка положения решетки с помощью рычагов с термоизолированными рукоятками</li>
<li>Газовые горелки с высокой производительностью и низким уровнем выбросов</li>
<li>Задний и боковые борты для защиты от брызг</li>
<li>Выдвижной поддон для использованного масла</li>
<li>Устойчивые нескользящие опоры</li>
<li>Эксплуатация в качестве самостоятельного прибора или в составе тепловой линии</li>
<li>Эксплуатация с магистральным газом (G20), а также возможность эксплуатации с сжиженным балонным газом (G30) при смене жиклеров</li>
<li>Эргономичный дизайн коллекции Gas Serie</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия эксплуатации:
<ul>
<li>Диапазон температуры окружающей среды: от 10 до 40 °С</li>
<li>Максимальная относительная влажность: 80%</li>
</ul>
</li>
<li>Номинальная тепловая мощность: 11 кВт</li>
<li>Давление газа G20 / G30:
<ul>
<li>Номинальное: 20 / 30 мбар</li>
<li>Минимальное: 17 / 25 мбар</li>
<li>Максимальное: 25 / 35 мбар</li>
</ul>
</li>
<li>Расход газа G20 / G30:
<ul>
<li>Минимальный: 0,611 м³/ч / 0,455 кг/ч</li>
<li>Максимальный: 1,164 м³/ч / 0,868 кг/ч</li>
</ul>
</li>
<li>Диаметр резьбы подключения газового шланга: 1/2""</li>
<li>Диаметр форсунок:
<ul>
<li>G20: 1,6 мм</li>
<li>G30: 0,8 мм</li>
</ul>
</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! Высота указана без учета бортов и опор.</span></em></p>",366590,настольная,,11 кВт,800 мм,730 мм,280 мм,100 кг,Турция,1,820x800x530 мм,0,https://entero.ru/manuals/477464/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Vortmax%20GGL%2078.pdf;https://entero.ru/manuals/516322/%D0%94%D0%B5%D0%BA%D0%BB%D0%B0%D1%80%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BE%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D0%B8.pdf,135710,,91 кг,газ,2,,,Да,,решетка,чугун,Да,
https://cdn.entero.ru/mp@2x/7d/f5/7df5f15e45c734bc4f563021366f8bc9.jpg,Поверхность жарочная OZTI OGG 4070 N,7864.N1.40703.03,134002,RUB,Да,OZTI,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/87470,"<p>Газовая жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87470"">OZTI OGG 4070 N</a></b> предназначена для приготовления блюд из мяса, птицы, рыбы, овощей и быстрого разогрева полуфабрикатов на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Корпус, горелки и бортики выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры нагрева</li>
<li>Водонепроницаемое углубление для жарки</li>
<li>Может работать как на природном, так и на сжиженном газе</li>
<li>Пьезоэлектрический поджиг</li>
<li>Предохранительный газовый клапан</li>
<li>Сзади и по бокам съемные бортики для защиты от разбрызгивания жира</li>
<li>Сливное отверстие на жарочной поверхности</li>
<li>Ящик для сбора жира</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем ящика для сбора жира: 1,5 л</li>
<li>Толщина рабочей поверхности: 15 мм</li>
</ul>",87470,настольная,от 100 до 300 °С,7 кВт,400 мм,700 мм,280 мм,,Турция,,,0,https://entero.ru/manuals/420891/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OGG%204070%20N.ppt;https://entero.ru/manuals/420897/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OGG%204070%20N.pdf;https://entero.ru/manuals/420903/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,141055,,40 кг,газ,1,,,Да,,рифленая,сталь,,
https://cdn.entero.ru/mp@2x/14/66/146698b0ae3bc5cf1ce6646f10a7d72b.jpg,Поверхность жарочная REDGASTRO RGL36,Поверхность жарочная REDGASTRO RGL36,139965,RUB,Да,,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/375234,"<p>Жарочная поверхность <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/375234"">REDGASTRO RGL36</a></b> предназначена для приготовления различных продуктов на предприятиях общественного питания и торговли. Модель оснащена встроенным электронным термостатом, бортом и поддоном для сбора жира. Корпус выполнен из высококачественной нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Точный контроль температуры до 1°C</li>
<li>Хромированная жарочная поверхность: легкая очистка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Время нагрева: 15 мин.</li>
<li>Максимальная температура: 260°C</li>
<li>Размер рабочей поверхности: 610х915 мм</li>
<li>Ширина рифленой поверхности: 300 мм</li>
<li>Высота борта: 100 мм</li>
<li>Толщина жарочной поверхности: 24 мм</li>
</ul>",375234,настольная,260 °С,12 кВт,919 мм,747 мм,443 мм,,Китай,,,0,,147332,,,380 В,3,,,,,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/c7/90/c790a9f321684effa2e54c36efdc4c47.jpg,Поверхность жарочная Abat ГАКО-80/2Н-Ч-02 (2 рифленые поверхности),21000002717,140250,RUB,Да,Abat,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/172744,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/172744""><b class=""b"">Abat ГАКО-80/2Н-Ч-02</b></a> предназначена для приготовления мяса, рыбы, овощей и других продуктов методом жарки на предприятиях общественного питания и торговли. Модель оснащена 2 лотками для сбора масла на лицевой панели и регулируемыми по высоте ножками. Боковые, передняя и задняя поверхности изготовлены из нержавеющей стали.</p>

<p>В комплект поставки входят две съемные форсунки под сжиженный газ.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Газ-контроль</li>
<li>Пьезорозжиг</li>
<li>Плавная регулировка температуры жарочной поверхности</li>
<li>Возможность работы как на природном, так и на сжиженном газе</li>
<li>Возможность установки в напольном варианте на модуль нижний МН-03 </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер жарочной поверхности: 394х648 мм </li>
<li>Количество горелок: 2 шт. </li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Модуль нижний Abat <a href=""https://entero.ru/item/19043"" target=""_blank"">МН-03</a></li>
</ul>",172744,настольная,от 100 до 350 °С,16 кВт,800 мм,750 мм,470 мм,,Россия,,,0,https://entero.ru/manuals/199438/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%93%D0%90%D0%9A%D0%9E-80_2%D0%9D-%D0%A7-01%20%282%20%D0%B3%D0%BB%D0%B0%D0%B4%D0%BA%D0%B8%D0%B5%20%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%85%D0%BD%D0%BE%D1%81%D1%82%D0%B8%29.pdf;https://entero.ru/manuals/199439/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,95 кг,380 В,2,,,Да,,рифленая,чугун,,
https://cdn.entero.ru/mp@2x/ee/1e/ee1ebf595f93da9800a26cc85ff27476.jpg,"Поверхность жарочная VEROTERM VT2FRE10TT 2 зоны, комбинированная настольная","Поверхность жарочная VEROTERM VT2FRE10TT 2 зоны, комбинированная настольная",150116,RUB,Да,VEROTERM,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/278578,"<p>Настольная жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/278578""><b class=""b"">VEROTERM VT2FRE10TT </b></a>используется на предприятиях общественного питания и торговли для приготовления широкого ассортимента блюд. Модель оснащена 2 независимыми зонами нагрева, комбинированной рабочей поверхностью и электромеханической панелью управления. Корпус выполнен из нержавеющей стали, рабочая поверхность – из жаропрочной конструкционной стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка температуры с помощью поворотных переключателей</li>
<li>Светодиодные индикаторы питания и нагрева</li>
<li>U-образные ТЭНы для равномерного нагрева</li>
<li>Предохранительный термостат с ручным сбросом</li>
<li>Задний и боковые борты для защиты от брызг</li>
<li>Сливная горловина большого диаметра</li>
<li>Лазерная обработка кромки поверхностей облицовки для идеально ровной стыковки деталей конструкции</li>
<li>Возможность эксплуатации в составе тепловой линии <a href=""https://entero.ru/search.php?text=veroterm+%D1%81%D0%B5%D1%80%D0%B8%D1%8F+700"">серии 700</a></li>
<li>Эргономичный дизайн</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Сечение кабеля питания: 5х2,5 мм²</li>
<li>Толщина стали:
<ul>
<li>Корпус: 1 мм</li>
<li>Рабочая поверхность: 1,5 мм</li>
</ul>
</li>
<li>Диаметр сливной горловины: 55 мм</li>
<li>Высота бортов: 65 мм</li>
</ul>",278578,настольная,от 90 до 300 °С,8.2 кВт,800 мм,700 мм,250 мм,58 кг,Италия,1,920x820x520 мм,0,https://entero.ru/manuals/344028/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VT2FRE10TT.pdf;https://entero.ru/manuals/344029/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VEROTERM%20VT2FRE10TT.pdf;https://entero.ru/manuals/344030/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20VEROTERM%20VT2FRE10TT.pdf,156371,,49 кг,380 В,2,,,Да,,комбинированная,сталь,,
https://cdn.entero.ru/mp@2x/ed/ea/edeaf742065171174b873b2a9e42278d.jpg,Поверхность жарочная Fagor FT-E705U R,Поверхность жарочная Fagor FT-E705U R,158449,RUB,Да,Fagor,Профоборудование,Тепловое,Жарочные поверхности,https://entero.ru/item/274786,"<p>Жарочная поверхность <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/274786""><b class=""b"">Fagor FT-E705U R </b></a>предназначена для приготовления овощей, мяса, рыбы и других блюд на предприятиях общественного питания и торговли. Модель оснащена электромеханиеской панелью управления с поворотным переключателем, бортом для защиты от брызг и подставкой. Корпус выполнен из нержавеющей стали.</p>

<p>В комплект поставки входят поддон для жира и скребок для чистки.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размеры зоны нагрева: 328x468 мм</li>
</ul>

<p><em><span style=""color:#FF0000;"">Внимание! На фото аналогичная модель c гладкой рабочей поверхностью.</span></em></p>",274786,напольная,от 100 до 300 °С,5 кВт,400 мм,730 мм,850 мм,130.8 кг,Испания,1,480x876x1020 мм,0,https://entero.ru/manuals/339107/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Fagor%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,,,109 кг,380 В,1,,130 кг,Да,,рифленая,сталь,,
