Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Мощность,Ширина,Глубина,Высота,Вес,Страна производства,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Установка,Линия 700,Линия 900,Оснащение,Рабочая поверхность,Количество конфорок,Температурный режим духовки,Газ-контроль
https://cdn.entero.ru/mp@2x/72/a4/72a4bbef64c96a5572965dcce19576e1.jpg,Плита газовая ПищТех ПГ-6-01,н0000129303,128847,RUB,Нет,ПищТех,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/118205,"<p>Газовая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/118205""><b class=""b"">Пищевые Технологии ПГ-6-01 </b></a>предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель может использоваться самостоятельно, а также в составе технологических линий. Основание, подставка, задние и боковые обшивки плиты выполнены из оцинкованной стали, каркас - сварен из квадратной трубы Ст3, окрашенной порошковой краской, верх плиты, вытяжка и пульт управления - из нержавеющей стали, решетки - из чугуна.</p>

<p>В комплект поставки входят набор жиклеров для природного и сжиженного газа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электророзжиг горелки</li>
<li>Датчик контроля пламени</li>
<li>Выдвижной поддон под горелками для удобства проведения санитарной обработки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность:
<ul>
<li>Одна конфорка: 3,5 кВт</li>
<li>Потребляемая электрическая: 0,1 кВт</li>
</ul>
</li>
<li>Расход газа:
<ul>
<li>Природный: 2,9 м3/час</li>
<li>Сж<span id=""cke_bm_128E"" style=""display: none;""> </span>иженный: 2,219 кг/час</li>
</ul>
</li>
<li>Давление газа (мин. / ном. / макс.):
<ul>
<li>Природный: 637 / 1275 / 1765 Па</li>
<li>Сжиженный: 2452 / 2942 / 3432 Па</li>
</ul>
</li>
</ul>",118205,21 кВт,1265 мм,850 мм,960 мм,,Россия,,,0,https://entero.ru/manuals/400376/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%B5%D0%B2%D1%8B%D0%B5%20%D0%A2%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8%20%D0%9F%D0%93-6-01.pdf;https://entero.ru/manuals/422001/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,,80 кг,напольная,,,подставка (стенд),секционная,6,,
https://cdn.entero.ru/mp@2x/9c/10/9c10387846e89511054c717b3a1a3fc6.jpg,Плита газовая Abat ПГК-69ЖШ,21000801699,313496,RUB,Нет,Abat,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/47632,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/47632"">Abat ПГК-69ЖШ</a></b> предназначена для приготовления различных блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом и регулируемыми по высоте ножками.</p>

<p>Корпус выполнен из высококачественной нержавеющей стали, решетки - из чугуна.</p>

<p>В комплект поставки входят съемные форсунки под сжиженный газ, противень и решетка размером GN 2/1 .</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность : 
<ul>
<li>Горелки:
<ul>
<li>4х 5,5 кВт</li>
<li>2х 7,5 кВт</li>
</ul>
</li>
<li>Духовой шкаф: от 1,6 до 8 кВт</li>
</ul>
</li>
<li>Расход газа:
<ul>
<li>Природный: 4,351 м<sup>3</sup>/ч</li>
<li>Сжиженный: 3,34 кг/ч</li>
</ul>
</li>
<li>Давление газа:
<ul>
<li>Природный: 1275 Па</li>
<li>Сжиженный: 2942 Па</li>
</ul>
</li>
<li>Внутренний размер духовки: 575х720х400 мм</li>
<li>Вместимость гастроемкостей: 4х GN 2/1 (650x530 мм) </li>
</ul>",47632,45 кВт,1200 мм,900 мм,970 мм,,Россия,,,0,https://entero.ru/manuals/104743/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%93%D0%9A-69%D0%96%D0%A8.pdf;https://entero.ru/manuals/104744/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/419338/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%93%D0%9A-69%D0%96%D0%A8.docx,,,190 кг,напольная,,,"шкаф для инвентаря, газовый духовой шкаф",секционная,6,,
https://cdn.entero.ru/mp@2x/cf/55/cf552859815fb5bbbbd88d73c7c85910.jpg;https://cdn.entero.ru/mp@2x/36/0c/360c2f244e9bde2e81c957913246bc35.jpg;https://cdn.entero.ru/mp@2x/97/f3/97f3ef00db7e80410bab969ff207a158.jpg;https://cdn.entero.ru/mp@2x/bd/82/bd82e412b5e7c2171f593b9f8e1fb2a7.jpg;https://cdn.entero.ru/mp@2x/b3/ad/b3ad731cc782f35828ac8aabe5cd0ae0.jpg,Плита газовая Abat ПГК-15П,21000001909,55660,RUB,Нет,Abat,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/127115,"<p>Газовая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/127115""><b class=""b"">Abat ПГК-15П</b></a> предназначена для приготовления различных блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом и регулируемыми по высоте ножками.</p>

<p>Корпус выполнен из высококачественной нержавеющей стали AISI 202.</p>

<p>В комплект поставки входят съемные форсунки под сжиженный газ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Давление газа:
<ul>
<li>Природный: 1961 Па</li>
<li>Сжиженный: 2942 Па</li>
</ul>
</li>
<li>Диаметр посуды: от 300 до 500 мм</li>
<li>Максимальная нагрузка: 100 кг</li>
</ul>",127115,9.5 кВт,506 мм,528 мм,505 мм,,Россия,,,0,https://entero.ru/manuals/138633/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%93%D0%9A-15%D0%9F.pdf;https://entero.ru/manuals/412221/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%93%D0%9A-15%D0%9F.pdf;https://entero.ru/manuals/412222/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,59849,,30 кг,напольная,,,подставка (стенд),секционная,1,,
https://cdn.entero.ru/mp@2x/da/8f/da8f02d2e76fc91048bac63effb38ba5.jpg,Плита газовая ПищТех ПГ-2-01,Плита газовая ПищТех ПГ-2-01,51164,RUB,Нет,ПищТех,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/141171,"<p>Газовая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/141171""><b class=""b"">Пищевые Технологии ПГ-2-01</b></a> предназначена для приготовления различных блюд в наплитной посуде на предприятиях общественного питания. Модель может использоваться самостоятельно, а также в составе технологических линий. Основание, подставка, задние и боковые обшивки плиты выполнены из оцинкованной стали, каркас - сварен из квадратной трубы Ст3, окрашенной порошковой краской, верх плиты, вытяжка и пульт управления - из нержавеющей стали, решетки - из чугуна.</p>

<p>В комплект поставки входят жиклеры для сжиженного и сетевого газа. При работе на сжиженном газе обязательно устанавливать редуктор давления газа.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Электророзжиг горелки</li>
<li>Датчик контроля пламени</li>
<li>Выдвижной поддон под горелками для удобства проведения санитарной обработки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Напряжение: 220 В</li>
<li>Мощность:
<ul>
<li>Одна горелка: 3,5 кВт</li>
<li>Потребляемая электрическая: 0,1 кВт</li>
</ul>
</li>
<li>Расход газа:
<ul>
<li>Природный: 0,752 м<sup>3</sup>/ч</li>
<li>Сжиженный: 0,552 кг/ч</li>
</ul>
</li>
<li>Давление газа:
<ul>
<li>Природный: 1275 Па</li>
<li>Сжиженный: 2942 Па</li>
</ul>
</li>
</ul>",141171,7 кВт,415 мм,850 мм,960 мм,,Россия,,,0,https://entero.ru/manuals/421986/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85%20%D0%9F%D0%93-2-01.pdf;https://entero.ru/manuals/421987/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%9F%D0%B8%D1%89%D0%A2%D0%B5%D1%85.pdf,,,38 кг,напольная,,,подставка (стенд),секционная,2,,
https://cdn.entero.ru/mp@2x/15/f8/15f8366f18a146e86bead13f2575d940.jpg;https://cdn.entero.ru/mp@2x/dc/43/dc432e6289ca4323ef41dc806a8dae71.jpg;https://cdn.entero.ru/mp@2x/d4/88/d488127578a6e8578581883e0fc008f9.jpg,Плита газовая Вулкан ПРГ-IIA-3С Maxi,8235,307247,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/78568,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78568"">Вулкан ПРГ-IIA-3С Maxi</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом и запальной горелкой. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной конфорки: 10 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>3,11 м<sup>3</sup>/час</li>
<li>2,42 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G3/4-B</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полка боковая навесная 990х300 мм</li>
<li>Распашные двери</li>
<li>Передвижная плита</li>
<li>Встроенный классический гриль</li>
<li>Встроенный лавовый гриль</li>
<li>Встроенная шашлычница</li>
<li>Встроенная фритюрница</li>
<li>Встроенная пастоварка</li>
<li>Встроенный вок</li>
<li>Встроенный казан</li>
</ul>",78568,30 кВт,1470 мм,990 мм,850 мм,,Россия,,,0,,333964,,270 кг,напольная,,,шкаф для инвентаря,сплошная,3,,
https://cdn.entero.ru/mp@2x/1e/48/1e4891ddf84a8f0448f27a7cc1f5d649.jpg;https://cdn.entero.ru/mp@2x/ce/cf/cecf79aaf403bb60a3cb51117e9afac8.jpg;https://cdn.entero.ru/mp@2x/8c/68/8c687fd9d7b374ba8b96c1a242aed526.jpg;https://cdn.entero.ru/mp@2x/ab/77/ab77108f52d0ddb3d9d187b84ba33792.jpg,Плита газовая Вулкан ПРГ-IIA-4М Standart серия 700,82240,152900,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/87382,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/87382"">Вулкан ПРГ-IIA-4М Standart серия 700</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем. Корпус и решетки выполнены из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемная решетка</li>
<li>Герметичная столешница исключает попадание жидкости во внутренние полости плиты при влажной уборке</li>
<li>Вмещает 4 кастрюли объемом 30 л</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной конфорки: 6 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>2,44 м<sup>3</sup>/час</li>
<li>1,9 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Настольный вариант плиты высотой 350 мм</li>
<li>Распашные двери</li>
<li>Передвижная плита</li>
</ul>",87382,24 кВт,800 мм,700 мм,850 мм,,Россия,,,0,,166196,,79 кг,напольная,,,шкаф для инвентаря,секционная,4,,
https://cdn.entero.ru/mp@2x/ba/a2/baa283cfd5046b32fd2f09f0bacb5bc0.jpg;https://cdn.entero.ru/mp@2x/4a/fd/4afd7e772d225fb15a7443e1b7ad5e28.jpg,Плита газовая Вулкан ПРГ-IIA-4 ДШ Maxi,82241,323015,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/78530,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78530"">Вулкан ПРГ-IIA-4 ДШ Maxi</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде, выпечки хлебобулочных и кондитерских изделий на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом и запальной горелкой. Корпус выполнен из нержавеющей стали, решетки - из чугуна.</p>

<p>В комплект поставки входят 2 противня из нержавеющей стали размером GN 2/1 (530х650х40 мм).</p>

<p><b>Особенности:</b></p>

<ul>
<li>Съемная подконфорочная емкость</li>
<li>Вмещает гастроемкости объемом до 50 л</li>
<li>Регулируемые по высоте ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Одна конфорка: 8 кВт</li>
<li>Духовой шкаф: 8 кВт</li>
</ul>
</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>4,17 м<sup>3</sup>/час</li>
<li>3,24 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G3/4-B</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полка боковая навесная 990х300 мм</li>
<li>Передвижная плита</li>
<li>Встроенный классический гриль</li>
<li>Встроенный лавовый гриль</li>
<li>Встроенная шашлычница</li>
<li>Встроенный вок</li>
<li>Встроенный казан</li>
</ul>",78530,40 кВт,1000 мм,990 мм,850 мм,,Россия,,,0,,343633,,169 кг,напольная,,,газовый духовой шкаф,секционная,4,от 110 до 325 °С,
https://cdn.entero.ru/mp@2x/65/02/65028d492b42498c3b5ef682a7df0037.jpg,Плита газовая Apach APRG-117FE/PL,Плита газовая Apach APRG-117FE/PL,379190,RUB,Нет,Apach,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/251048,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/251048"">Apach APRG-117FE/PL</a></b> 700-й серии предназначена для приготовления различных блюд из мяса, птицы, рыбы и овощей в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена электромеханической панелью управления, гидроизолированной прессованной поверхностью и регулируемыми по высоте ножками. Корпус, рабочая поверхность, панель управления и вытяжная решетка выполнены из нержавеющей стали AISI 304, боковые и задняя панели - из нержавеющей стали AISI 430, решетки выполнены из чугуна, горелки - из эмалированного чугуна, распределительные головки - из латуни.</p>

<p>В комплект поставки входят форсунки для подключения к газовому баллону.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Горизонтальное пламя для равномерного распределения тепла и деликатного приготовления</li>
<li>Стабилизатор пламени</li>
<li>Защищенная пилотная горелка</li>
<li>Духовой шкаф с ТЭНами сверху и снизу</li>
<li>Система газ-контроль</li>
<li>Отдельные решетки для каждой конфорки</li>
<li>Края для сбора жидкости</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней:
<ul>
<li>Духовой шкаф: 3</li>
<li>Шкаф для инвентаря: 2</li>
</ul>
</li>
<li>Тип гастроемкостей:
<ul>
<li>Духовой шкаф: GN 2/1</li>
<li>Шкаф для инвентаря: GN 1/2</li>
</ul>
</li>
<li>Напряжение: 380 В</li>
<li>Мощность:
<ul>
<li>Конфорка: 6х 7 кВт</li>
<li>Духовой шкаф: 5,3 кВт</li>
<li>Общая электрическая: 5,3 кВт</li>
<li>Общая газовая: 42 кВт</li>
</ul>
</li>
<li>Размер духового шкафа: 560x660x310 мм</li>
<li>Размер шкафа для инвентаря: 280х660х310 мм</li>
</ul>",251048,5.3 кВт,1100 мм,700 мм,850 мм,115 кг,Италия,1,1200x800x1050 мм,0,,394990,,100 кг,напольная,,,"электрический духовой шкаф, шкаф для инвентаря",секционная,6,от 0 до 300 °С,
https://cdn.entero.ru/mp@2x/af/dc/afdc71f07f55ba1a88d7b3456a52ef86.jpg;https://cdn.entero.ru/mp@2x/09/07/0907b4e0546530470974071905fdd9ab.jpg;https://cdn.entero.ru/mp@2x/c6/04/c604a017418bab975214b84dfeee463b.jpg;https://cdn.entero.ru/mp@2x/e8/0b/e80ba35769f819213419acc0f6033bce.jpg;https://cdn.entero.ru/mp@2x/e1/e4/e1e4d5ab78de846d9011b1d8b64a0c13.jpg,Плита газовая Вулкан ПРГ-IIA-3С ДШ Maxi,82351,395511,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/78567,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78567"">Вулкан ПРГ-IIA-3С ДШ Maxi</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде, выпечки хлебобулочных и кондитерских изделий на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом и запальной горелкой. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна.</p>

<p>В комплект поставки входят 2 противня из нержавеющей стали размером GN 2/1 (530х650х40 мм).</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Одна конфорка: 10 кВт</li>
<li>Духовой шкаф: 8 кВт</li>
</ul>
</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>3,94 м<sup>3</sup>/час</li>
<li>3,07 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G3/4-B</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полка боковая навесная 990х300 мм</li>
<li>Передвижная плита</li>
<li>Встроенный классический гриль</li>
<li>Встроенный лавовый гриль</li>
<li>Встроенная шашлычница</li>
<li>Встроенный вок</li>
<li>Встроенный казан</li>
</ul>",78567,38 кВт,1470 мм,990 мм,850 мм,,Россия,,,0,,,,320 кг,напольная,,,газовый духовой шкаф,сплошная,3,от 110 до 325 °С,
https://cdn.entero.ru/mp@2x/b1/f7/b1f7c62046a3ab714ea0caa3a438d012.jpg;https://cdn.entero.ru/mp@2x/23/db/23db7fdd63463c28c10f7ffe6d9b6757.jpg,Плита газовая Вулкан ПРГ-IIA-5С Maxi,8253,467445,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/78561,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78561"">Вулкан ПРГ-IIA-5С Maxi</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом и запальной горелкой. Корпус выполнен из нержавеющей стали, рабочая поверхность - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность одной конфорки: 10 кВт</li>
<li>Расход природного (сжиженного) газа:
<ul>
<li>5,18 м<sup>3</sup>/час</li>
<li>4,03 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G3/4-B</li>
</ul>

<p><b>Опции (заказываются отдельно):</b></p>

<ul>
<li>Полка боковая навесная 990х300 мм</li>
<li>Распашные двери</li>
<li>Передвижная плита</li>
<li>Встроенный классический гриль</li>
<li>Встроенный лавовый гриль</li>
<li>Встроенная шашлычница</li>
<li>Встроенная фритюрница</li>
<li>Встроенная пастоварка</li>
<li>Встроенный вок</li>
<li>Встроенный казан</li>
</ul>",78561,50 кВт,2420 мм,990 мм,850 мм,,Россия,,,0,,,,445 кг,напольная,,,шкаф для инвентаря,сплошная,5,,
https://cdn.entero.ru/mp@2x/cc/05/cc0571483bf6f3d665fe0881b445279b.jpg,Плита-табурет газовая Вулкан ПРГ-IIА-1 81971,81971,56800,RUB,Нет,Вулкан,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/78909,"<p>Газовая плита-табурет <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/78909"">Вулкан ПРГ-IIА-1 81971</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом и запальной горелкой.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход природного (сжиженного) газа:
<ul>
<li>0,83 м<sup>3</sup>/час</li>
<li>0,65 кг/час</li>
</ul>
</li>
<li>Резьба входного патрубка газопровода: G1/2-B</li>
</ul>",78909,8 кВт,435 мм,435 мм,450 мм,,Россия,,,0,,59789,,,напольная,,,,секционная,1,,
https://cdn.entero.ru/mp@2x/a9/d2/a9d22f78c3b1d446dfbeeda6069eb127.jpg;https://cdn.entero.ru/mp@2x/1d/fe/1dfe2ba3129e64b7ba98318b97c12a6c.jpg,Плита газовая Abat ПГК-15П-ВОК,21000002741,63140,RUB,Нет,Abat,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/165366,"<p>Газовая плита <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/165366""><b class=""b"">Abat </b></a><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/165366""><b class=""b"">ПГК-15П-ВОК</b></a> предназначена для приготовления различных блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель оснащена газ-контролем, пьезорозжигом и регулируемыми по высоте ножками. Корпус выполнен из высококачественной нержавеющей стали AISI 202.</p>

<p>В комплект поставки входят съемные форсунки под сжиженный газ.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Расход газа:
<ul>
<li>Природный: 1,69 м<sup>3</sup>/ч</li>
<li>Сжиженный: 1,26 кг/ч </li>
</ul>
</li>
<li>Диаметр посуды: от 300 до 500 мм</li>
</ul>",165366,16 кВт,500 мм,528 мм,600 мм,,Россия,,,0,https://entero.ru/manuals/191757/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Abat%20%D0%9F%D0%93%D0%9A-15%D0%9F-%D0%92%D0%9E%D0%9A.pdf;https://entero.ru/manuals/191756/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,,,45 кг,напольная,,,подставка (стенд),секционная,1,,
https://cdn.entero.ru/mp@2x/3e/1b/3e1b08233373ed9f0b16db2a600b318d.jpg,Плита газовая KAYMAN ПГ-2-11/500,Плита газовая KAYMAN ПГ-2-11/500,68506,RUB,Нет,KAYMAN,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/257886,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/257886"">KAYMAN ПГ-2-11/500</a></b> предназначена для приготовления первых, вторых и третьих блюд в наплитной посуде на предприятиях общественного питания и торговли. Модель имеет разборную конструкцию, оснащена системой ""газ-контроль"" и нейтральной полкой. Все корпусные элементы выполнены из пищевой нержавеющей стали, горелки - из чугуна.</p>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность конфорки: 2х 6,5 кВт</li>
<li>Условия окружающей среды:
<ul>
<li>Температура воздуха: от 10 до 50 °C</li>
<li>Относительная влажность при 20 °C (без конденсации): до 80%</li>
<li>Атмосферное давление: от 84 до 107 кПа / от 630 до 800 мм рт. ст.</li>
</ul>
</li>
<li>​Габариты в упаковке: 950х650х630 мм</li>
</ul>",257886,13 кВт,800 мм,500 мм,1050 мм,78 кг,Россия,1,950x650x630 мм,0,https://entero.ru/manuals/317583/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20KAYMAN.pdf,73662,,53 кг,напольная,,,подставка (стенд),секционная,2,,
https://cdn.entero.ru/mp@2x/4d/21/4d21f7b74c9a1f3c88295559af82e5d1.jpg,Плита газовая OZTI OSOG 4090,7865.N1.40903.20,90295,RUB,Нет,OZTI,Профоборудование,Тепловое,Плиты газовые,https://entero.ru/item/81574,"<p>Газовая плита <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/81574"">OZTI OSOG 4090</a></b> предназначена для приготовления широкого спектра блюд в наплитной посуде на предприятиях общественного питания, а также в производственных цехах, деятельность которых связана с выпуском гастрономических товаров. Горелки выполнены из латуни, решетки - из полуглянцевого кислотностойкого чугуна.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Может работать как на природном, так и на сжиженном газе</li>
<li>Пьезоэлектрический поджиг</li>
<li>Постоянно горящий фитиль</li>
<li>Предохранительный газовый клапан для каждой горелки</li>
<li>Цельнонатянутая варочная поверхность с закругленными углами обеспечивает легкость и простоту чистки после использования</li>
<li>Решетки можно мыть в посудомоечной машине</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Толщина варочной панели: 2 мм</li>
</ul>",81574,16 кВт,400 мм,900 мм,280 мм,,Турция,,,0,https://entero.ru/manuals/420669/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20OZTI%20OSOG%204090.ppt;https://entero.ru/manuals/420702/%D0%92%D0%B7%D1%80%D1%8B%D0%B2-%D1%81%D1%85%D0%B5%D0%BC%D0%B0%20OZTI%20OSOG%204090.pdf;https://entero.ru/manuals/420706/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20%D0%BE%D0%B1%D0%BE%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20OZTI%202024%20%28%D0%B0%D0%BD%D0%B3%D0%BB.%29.pdf,98147,,32.9 кг,настольная,,,,секционная,2,,
